Year,model,全国户外消费系数_daogu,全国户外消费系数_xiaomai,全国户外消费系数_doulei,全国户外消费系数_zaliang,全国户外消费系数_shucai,全国户外消费系数_zhurou,全国户外消费系数_niurou,全国户外消费系数_yangrou,全国户外消费系数_qinlei,全国户外消费系数_shuichanpin,全国户外消费系数_danlei,全国户外消费系数_nailei,全国户外消费系数_guaguo,全国户外消费系数_youliao,全国户外消费系数_tang
2018,lasso,1.0936269618244838,1.130063835037423,1.1877997617696443,1.1358556078846773,1.0470221043139731,1.1842880649612684,1.2064572960600426,1.0094270024094714,1.2217021451748291,1.1539263437697413,1.0979140533472422,1.0082208891063007,1.0654153988647772,1.0000438077714984,1.0014173522773206
2019,lasso,1.1083416869773342,1.1276117297399586,1.1861424999841257,1.1315144408508435,1.0541500383459703,1.1848321575501108,1.1774833924925654,1.00942688965306,1.2204025507054423,1.1661706008996113,1.0990758578497828,1.0082208891063007,1.0661839414921908,1.0000438077714986,1.0014173522773206
2020,lasso,1.0978946667379597,1.1222210856307473,1.1801423736818437,1.136621999664582,1.0508483964257822,1.1858527160267507,1.148628694066901,1.0094268333148884,1.2172407226658613,1.1481845992851742,1.0967334775158806,1.0082208891063007,1.06821555936547,1.0000438077714986,1.0014173522773206
2021,lasso,1.1317877702474561,1.1383829050694605,1.1922382987526803,1.147050362646398,1.0634181223677206,1.1962332448734434,1.1516724026601142,1.0094267852840906,1.2183257341567835,1.149120614305387,1.1043139462050857,1.0082208891063007,1.0682168074916754,1.0000438077714984,1.0014173522773206
2022,lasso,1.1301934755073657,1.1360413145403385,1.190454614286257,1.1499607694696823,1.0634872044908439,1.1975366868105495,1.1262126996691635,1.009426720116602,1.2159851596605553,1.1405352325538074,1.1028111577990751,1.008220889106301,1.069259741198463,1.0000438077714984,1.0014173522773206
2023,lasso,1.1855115631226374,1.161572656612282,1.2104025999068826,1.163931682340223,1.0841698461827436,1.210634202462938,1.1149292769071768,1.0094267412600086,1.2190168060005346,1.1548824415073178,1.113167770508302,1.008220889106301,1.0709670432723188,1.0000438077714984,1.0014173522773206
2024,lasso,1.2111199636712802,1.1755521222123344,1.2207038473781562,1.1735645872963103,1.093643777236918,1.218670556532368,1.1114155468609062,1.0094267167913191,1.219772479294957,1.1597968856573084,1.1197810911156565,1.008220889106301,1.0720194175434352,1.0000438077714986,1.0014173522773206
2015,linear,1.1223344587096868,1.3281612150529631,1.1056334830193426,1.0576213978538864,1.063011463142809,1.2466052647594408,1.2467601609160666,1.0232158498494754,1.3505572393783214,1.1849312981371127,1.1409979522429992,1.016731916483938,1.0386593907473245,1.0,1.002004726639627
2016,linear,1.1146375161965172,1.3219301656057156,1.0801952866561586,1.0383936948261727,1.0576267743337022,1.249405264567744,1.2292846766660044,1.0195305537381596,1.468202086464258,1.1800525875234213,1.1208371526617789,1.0146857660389323,1.0333693119109408,1.0,1.0017244462203698
2017,linear,1.084229211258958,1.3763773498148504,1.0737847035657844,1.0506088783243173,1.0603631980686887,1.374917340394666,1.2632564012122283,1.0184819837235495,2.161456603760587,1.171687342336481,1.2696707823062434,1.0139650532081017,1.0150355987810338,1.0,1.0014338725967757
2018,linear,1.0844074111156836,1.4014475445857377,1.0781633911597417,1.052453895605366,1.06424987613766,1.4524204134421743,1.1783062373136948,1.020954292125172,2.607071625019761,1.2101384698802884,1.274821797200462,1.014257002348159,1.0167475738891667,1.0,1.0013960051287314
2019,linear,1.0932163633096488,1.4912134599535802,1.101904831919433,1.07114587227927,1.0666039608305236,1.4756527919340527,1.2619188107668626,1.0211304733073903,134993.58540845674,1.3635104473007564,1.1652268974048365,1.0163702035512714,1.0183843072773329,1.0001770099980933,1.0009172729211304
2020,linear,1.0839958156544163,1.4670447049040174,1.091350273533254,1.0307914618760723,1.0534321023694249,1.4216961234762617,1.1379622327132524,1.0169746373105033,4.363947522478061,1.2230309346751043,1.17596968738107,1.0186317683357955,1.0141368286768662,1.0001186162198221,1.0001673380892457
2021,linear,1.100044445303823,1.643385853034277,1.1165995668889266,1.146013874721083,1.0724185164680693,1.8203663812925415,1.1102595438935028,1.0223120104359251,135425.18476571294,1.3239422820311388,1.2342279103983536,1.0172489133723388,1.014727408033092,1.0002521699829379,1.000298603881022
2022,linear,1.079007302290165,1.631110568931854,1.124061278821734,1.0940980191242673,1.0608125568051183,1.8688732199494593,1.054452494722633,1.0189798531655807,47690.46667983282,1.2042591435750922,1.213254153498254,1.017046777605049,1.0141266137027154,1.0002451950987141,1.0000356266731583
2023,linear,1.0984704528635894,2.024558459424956,1.217113657556563,1.514933452012997,1.0874765159083015,70329.52751355678,1.0781468636139349,1.0257131591180428,305947.3608056114,1.4589405154554533,1.1841487175252523,1.017121796053403,1.016595665901789,1.0006010720142036,1.0001704613775044
2024,linear,1.105164795084254,2.5372342806904524,1.2847240676471743,2.132112173285895,1.0938506477944552,70467.97396813969,1.0801172576957434,1.0271330864729675,306108.2010671199,1.6487858617225184,1.1621770362252166,1.017054224996505,1.0146539514852773,1.0009499937492694,1.0000593016121064
2015,xgboost,1.349338241342216,1.2296390278061264,1.4771605192490491,1.3722673076616696,1.0731825452043051,1.2364336114960688,1.5269904587816372,1.0364655896011505,1.344363635823741,1.4078147515418586,1.2989301890737477,1.0332377457136883,1.0534740651911514,1.0000013113039046,1.006617409827897
2016,xgboost,1.1208857791059321,1.192846291414673,65783.82765095116,1.4314296396953246,1.0748532776700221,1.2043673710655403,1.8127213111316807,1.0404846949839137,1.382899217238295,1.5991307838927853,1.3785598087105282,1.0137361100225957,1.0457144751262135,1.0000013113039043,1.0193187530363412
2017,xgboost,1.092824913526406,1.1763582037112632,65610.89414597684,1.2652446360196705,1.0688528312642507,1.19889847019322,1.8598317904741803,1.1010158102654481,1.3744497625255383,1.7123538642516796,1.438883382165466,1.0054062185489934,1.0491990840797203,1.0000013113039048,1.002226060500743
2018,xgboost,1.1127196792352516,1.2577731797242133,2.1948181807846594,1.4401060956869767,1.1254991669450243,1.3358803052781798,1.877544373781624,1.0590773103872104,1.4218668104722954,1.8457004119029903,1.4685506418791676,1.0213485966717302,1.0702794788921661,1.0000013113039048,1.0053560815138094
2019,xgboost,1.0875442145550867,1.2142146416270623,6.031548284183115,1.439938105890504,1.077311588428377,1.2344025466661943,2.041787826322385,1.0382444566016507,1.3521007478486728,1.8331039443119885,1.4760024787716544,1.0096657996515037,1.0441271156727512,1.0000013113039046,1.022028188139224
2020,xgboost,1.1262327964067802,1.2236001374295373,6.809751957575051,1.4239463690310639,1.1008511690736071,1.2389652827706594,2.114767603302924,1.0408753543390619,1.4009941804203914,1.717517280383527,1.525309345495625,1.0103166622908264,1.0454388896470455,1.0000013113039048,1.012152423784664
2021,xgboost,1.066083907444294,1.2176053451942557,12.569994760288122,1.4223678001163653,1.0964643881658909,1.2487383094146645,2.068684147678032,1.040368241774501,1.3638584812757049,1.8890686288342193,1.5636880632210146,1.005011974072027,1.0449939394092211,1.0000013113039046,1.032904248443192
2022,xgboost,1.072137979869636,1.210164124325483,5.8474330288871945,1.4623706590528454,1.0715055051523479,1.234986402180072,2.006713423532585,1.0330439471520567,1.3445491501691231,1.9075402673592936,1.5515147196711085,1.0092708079863264,1.0371453217131905,1.0000013113039046,1.000156973673064
2023,xgboost,1.057747734730614,1.2708938586825826,7.654911850897959,1.4219434224199952,1.0763381323959382,1.2876342184071408,2.0231016585660546,1.069260435998746,1.3485260336399807,1.8384355466426423,1.5604959211634204,1.0083843452268861,1.1368979382397295,1.0000013113039043,1.027939606652466
2024,xgboost,1.049655891648194,1.2508685409519826,4.50253677938149,1.4239544709199423,1.0686684474556403,1.260234818132992,2.016228178665273,1.0626061935058873,1.316474560548294,1.857653431015078,1.5696665381642716,1.011736772945705,1.03903388560963,1.0000013113039043,1.0007441386495766
2015,catboost,1.0868107527617648,1.155145328298669,1.3130920815586484,1.2317232270211722,1.0661449988544658,1.2676947898781485,1.305338892213028,1.0247397827540339,1.2681701677869983,1.192065518699483,1.1706738901827354,1.0325836749136195,1.0736360872289894,1.0000183879433793,1.002970181285336
2016,catboost,1.0712265225626214,1.1264922282804075,1.3265489788172105,1.253217361160546,1.0452549640081255,1.2214358607735019,1.3737729667060743,1.0215811837012798,1.2864859402658162,1.2203698630663837,1.1648884572366283,1.01388647159013,1.058268990031824,1.0006579736953036,1.0049437191895345
2017,catboost,1.0642141129025537,1.135805323094343,1.3173680250838387,1.2333227984273116,1.0480646971547296,1.2103337736612132,1.4190222378809991,1.0202128729592974,1.311436452596371,1.2498927160016726,1.1881708285800148,1.0214980921425303,1.064594773740427,1.0000165006440906,1.0080597009499277
2018,catboost,1.0867808643150374,1.1709016878052194,1.3271390723192096,1.266852447189507,1.0686438009910995,1.2866522681815236,1.4267836340131492,1.0196817049515179,1.308620472482253,1.2459615867533982,1.1881340068043449,1.017327941095813,1.0731771458265664,1.000001557568167,1.003164706512715
2019,catboost,1.0692395032998745,1.137561642700237,1.3254257907708977,1.240747143253949,1.0445242848823943,1.2232495584003804,1.3859138156457418,1.0174950421879194,1.2972008001296806,1.25111762177995,1.1617491569912137,1.0171822720198935,1.0608114022573205,1.00082166590641,1.0074216968114071
2020,catboost,1.0716430089558717,1.1284810056205121,1.3175014760867523,1.2179600139810323,1.0455616091571303,1.2059814985785298,1.368008654540718,1.0177584949757827,1.2895204759176078,1.2515083529934272,1.1608660802900048,1.011854458021343,1.0654104023284394,1.000017662867564,1.003926369581301
2021,catboost,1.0718538158343935,1.1506028343699215,1.3115926904519735,1.2809945266797473,1.0528275698969105,1.2119213978340508,1.423512626671861,1.0168943423726857,1.3312829970688798,1.2813444590422804,1.1880230928151028,1.0191189844419528,1.0644469668243917,1.000000463716638,1.003372295455572
2022,catboost,1.0747131785249306,1.134052659400675,1.3212752616692593,1.2609130433282723,1.0452223722093341,1.2150287462613751,1.4021928906916028,1.0169728191780734,1.317134552763804,1.2647310790782185,1.1747886498366868,1.0126772420844685,1.0651412428235638,1.0000010940467616,1.00217183658806
2023,catboost,1.0693349133011953,1.150189759129514,1.318451169511299,1.2696295257214305,1.048508378494366,1.2164723325829703,1.4227456057989432,1.01794881279155,1.342650711356466,1.291575399586634,1.1951390775122483,1.0171413736017367,1.0613593584582404,1.0000025396135261,1.0021175867650436
2024,catboost,1.0640017171559077,1.1536887366181052,1.3311824446797862,1.2593306926622618,1.0502644598928998,1.2202206845291894,1.4288857860667077,1.0195181347688098,1.3358447694015716,1.2870541301273848,1.1894611374305324,1.0159130112144579,1.0597642100387157,1.0000039474830922,1.001935779245857
2015,randomforest,1.1170788608326025,1.1790937104056418,1.3046919519289746,1.2377280676962257,1.0645795018342812,1.2265395114063304,1.6160778589128308,1.0288836098947052,1.3664938222287923,1.263607602310183,1.1249363187796588,1.017533485679046,1.076849202660359,1.0,1.0020583025730128
2016,randomforest,1.1001805584449045,1.1787195803384225,1.373164945937114,1.2372315743103879,1.0471304889013524,1.2145563185902548,1.9439615470898612,1.0292268230872843,1.5133315561379221,1.3012600249194988,1.159922945579453,1.0157005152687417,1.051918342000391,1.0,1.0157250781873135
2017,randomforest,1.083710989373547,1.131924712505417,1.4179409466159882,1.1640680856603391,1.0676009335456442,1.1564962021625753,2.0529258059472526,1.0585420542342658,1.6083049619861265,1.3145010070255407,1.1427815417263854,1.0191120002575935,1.0610782432042074,1.0,1.0012523302858074
2018,randomforest,1.1751229932825238,1.1871613200632636,1.3664386163682825,1.2472634005846261,1.1144210793432832,1.2511867054324453,2.1031716711884783,1.0824119114795356,1.716737136614738,1.3472917461794924,1.1392441588196838,1.0327647155241206,1.1174099067035852,1.0,1.0050062474387824
2019,randomforest,1.0855816456599725,1.1850383016948596,1.4495577209303212,1.2309789731612657,1.0676758323369695,1.1916794727806688,2.2968860698788456,1.0345407165006164,1.6810034160082978,1.352568045099755,1.144121574401522,1.020849930472397,1.05322727130201,1.0,1.0274264962653608
2020,randomforest,1.1150660359417017,1.1641936322177817,1.3813618225312858,1.1933740704796973,1.122470612143858,1.2046490802766547,2.471277277418599,1.0540108184899204,1.6904285925304814,1.381995203000544,1.1353672561333947,1.0144215991034262,1.0657263208112544,1.0,1.0111969499575655
2021,randomforest,1.1192041094550351,1.1865016664671613,1.3952705895660265,1.2454468016742275,1.127151384879553,1.1846734992821588,2.3826686778316093,1.0213804952059784,1.7112495222454953,1.3533368899489375,1.1390456520440775,1.0105621975872714,1.05713989640369,1.0,1.0323592617810968
2022,randomforest,1.100482880654163,1.1888760564231073,1.4509506677769115,1.227528439239933,1.0745943274546605,1.1585778640680324,2.3905969996213083,1.0212311850695248,1.7030789062200682,1.3582322693828168,1.184416914435949,1.0113195170752616,1.061171945346358,1.0,1.0011063455638805
2023,randomforest,1.1151306817600481,1.1762420461578995,1.4514473108389887,1.222132666947879,1.110090754588122,1.1964070018433663,2.3715317123038404,1.0341141943899497,1.6857691415365135,1.3649259295564278,1.175849884131876,1.0182497114408589,1.065058788930755,1.0,1.0000883752083367
2024,randomforest,1.0773907262260416,1.1877141097635242,1.4010400365522078,1.2261497387391214,1.1112730686559142,1.1674751670200354,2.3830481748344945,1.1383511215580946,1.669322671381931,1.3393031031256961,1.1817807569517154,1.007154013871212,1.0602418482122435,1.0,1.014274372277409
2015,mlp,1.0718959571443243,1.1241055551211703,1.0897623100058957,1.23104368741183,1.039833729352003,1.1146155466139034,1.1356629447631092,1.0143342343051998,1.142900009307409,1.1049863145451415,1.080201637543901,1.0085712616839908,1.0239657393363892,1.0249556655669594,1.004646511307714
2016,mlp,1.07782984484197,1.1024036077522528,1.1177844698559343,1.3174206296812132,1.0378514736016062,1.146989912499312,1.190221362758092,1.0131100088581386,1.13469480632112,1.1105221576175959,1.0606606193043113,1.0101835802474077,1.0221980508899615,1.0247449489615892,1.0112827312840156
2017,mlp,1.0728529125122983,1.1522449688945484,1.138961666130392,1.6773728062739628,1.0294813497251885,1.1627790988912043,1.1781499896812788,1.0094822378627624,1.1583804676721468,1.1276917701388156,1.0693933881279014,1.011706404273157,1.0187998222904304,1.0197027953661815,1.0037831027461825
2018,mlp,1.0638957704905407,1.1228369886789473,1.0883849390126046,1.4317706638283663,1.0285624175129118,1.1372422659498742,1.1283169852986796,1.0026736876658442,1.146078230692961,1.1161987308254018,1.0459918886831887,1.0027400952880172,1.011870401132697,1.0162612861479798,1.004254558424452
2019,mlp,1.0934188024137559,1.0842799249918667,1.105198067975559,1.3324665471866854,1.043103403003815,1.1372656008207847,1.1463262532927694,1.0083222129511482,1.2186873572114842,1.224443171088432,1.0385078292567647,1.0154702224727377,1.0156997781910206,1.023667873781637,1.0150948979046088
2020,mlp,1.1145894192440882,1.1715875584855209,1.1725733779152077,1.3545171633484492,1.064337080309655,1.1586177125046606,1.2661105633297312,1.028742259670061,1.297932175775286,1.2702318702236473,1.1154032959766413,1.0305615827804269,1.0436928161725594,1.0432819173867942,1.0352780064730924
2021,mlp,1.1175565872040878,1.2844499026264478,1.1905171439778925,2.315418067103289,1.0587466640110301,1.208863203471959,1.1840394710125592,1.011689064730028,1.3502770231371803,1.375345308294946,1.0832039672577793,1.0106822950069987,1.022899489701195,1.0264639334059298,1.0184086728461004
2022,mlp,1.1326064401473708,1.2429072973743331,1.284774780722985,2.485847389422372,1.0774527828919775,1.1896944310024047,1.3330089420435602,1.0261621394299267,1.3581416889049551,1.3692533324477203,1.1411984560011825,1.0347094122753993,1.0378000683280986,1.052867011335066,1.0352563624588376
2023,mlp,1.1789477130409862,1.2596263775061625,1.3008328032247034,70329.53635454137,1.0782410808992888,1.2872575753560433,1.1444187502798444,1.020095351808619,1.6371833855980513,1.9130311522301449,1.0634886901225857,1.0130711862948223,1.0225354631580958,1.032782991558851,1.0215067204317618
2024,mlp,1.1966328524671623,1.1962830985605768,1.2082294407035434,70468.08537676599,1.07967804653931,1.5699546383795273,1.14414791240909,1.0146926505409046,1.4746681449064138,2.344321505745103,1.060171177132391,1.0099931609201085,1.0161064704193308,1.0328729121492557,1.0167041833022779
2015,tabnet,1.1215613546264733,1.2068165772220363,1.2598169053291517,1.244951096207418,1.0983755926567875,1.2732503247688223,1.2385490009891287,1.0366252279680237,1.2809042974648552,1.191278268673584,1.1484644597408007,1.0111918403434295,1.0402652687346974,1.0020586052559146,1.0162802713733932
2016,tabnet,1.12579582367656,1.1543442698156663,1.2135468322794067,1.2349610584843345,1.0969685932738922,1.2581634279673757,1.237383239235232,1.0350848610586063,1.2887569857590595,1.2028798833213656,1.140902366807694,1.012227637454101,1.0479445788996438,1.0019610597263044,1.0218139966396234
2017,tabnet,1.1055356344025915,1.1870116688574694,1.198323784080172,1.1934724456446595,1.0909556429542626,1.2490964348210996,1.24388441088975,1.0296275247178457,1.31322971554752,1.2157402469530003,1.1615054099339375,1.0113381478664634,1.0253134941674236,1.0055408414957636,1.0306632825553126
2018,tabnet,1.1106218073740617,1.1943309696377027,1.2416212802870714,1.2380957988755767,1.0882186678861518,1.2361788661503437,1.2390173454840705,1.030939353140352,1.3428048120456328,1.198780083062931,1.1684588935096458,1.0102824669940584,1.0469156598167917,1.0037942704853604,1.0390630147122573
2019,tabnet,1.1274207167512909,1.1303739962264294,1.1988538386023764,1.2343178706317814,1.0511373537468847,1.25340068897648,1.2350153999635887,1.0363386777461703,1.3380323703588937,1.1922030826562788,1.1443638081272691,1.0110437212447956,1.070025422941732,1.0068988142343638,1.0513890667223913
2020,tabnet,1.152477937833685,1.1056414534953984,1.1874065838766727,1.2203967173882162,1.0777094884185439,1.2488996037100168,1.2380559127644717,1.031645563907218,1.3104745017202712,1.1768405539704057,1.1393371176702614,1.010495798205861,1.0635784321195962,1.0042272906560168,1.0604600736526775
2021,tabnet,1.1314523678977348,1.1701476997620495,1.174400580171961,1.2043344272322623,1.0648474587204542,1.236419041876426,1.241370884229028,1.0325905994447586,1.3205856240268155,1.1823454127783348,1.1426867047739029,1.0102310665535947,1.0401012950336523,1.0039313767171598,1.082749723106393
2022,tabnet,1.1164919720532323,1.1322075631472934,1.1559699856400079,1.2399157264044587,1.0695449942214623,1.2451524676446095,1.2319573162737352,1.0332038799766103,1.2981556987558895,1.1871405758653175,1.1308287470158567,1.010609549225768,1.0515026125465468,1.011526449619403,1.092846125714332
2023,tabnet,1.1540135260490445,1.1785223576846184,1.1580959244023052,1.2107557207928838,1.0372967148227368,1.2384920683020892,1.23332216353846,1.0357371325806815,1.321025423749881,1.1992204756283955,1.1323588090763288,1.0109737931870073,1.030859823851861,1.0090041447365448,1.1136781474926516
2024,tabnet,1.1543518510477442,1.2037498532646371,1.1568165508030586,1.2179032191670252,1.0392548591694872,1.2319821149838834,1.232728942191501,1.0371813899441737,1.350548613151199,1.179614887226184,1.1329143518564755,1.01133415335379,1.02876816033991,1.0129218366189991,1.103609022790839
2015,tabm,1.1289753921115866,1.2443859768769046,1.2389759486911598,1.2112963240678305,1.0878998014068273,1.2692642604499427,1.338297659781597,1.0343103624102656,1.339468529408046,1.3100265755448577,1.1640424316223612,1.0368005763168275,1.1395552534867255,1.0021358420302526,1.007646229426799
2016,tabm,1.1226619997284413,1.2161597440308842,1.2349542724584517,1.2017731322946776,1.071996910375901,1.2397804017517922,1.3432220253686458,1.04391646708293,1.3929487683057467,1.3258509995264822,1.1447148158588223,1.0285388390815973,1.1367585293892197,1.0024437635157515,1.0079967007035664
2017,tabm,1.131012056710722,1.2451137150935243,1.2599630811203564,1.223515531573867,1.083059354660375,1.2685794632126501,1.3966131507363226,1.062550035591627,1.507043527175444,1.3959090353626131,1.1637827213982341,1.0336025227987373,1.1504135516117822,1.0030041047768252,1.0091909124985914
2018,tabm,1.1599757064001184,1.2472856389721512,1.271447636344542,1.2254307520205707,1.1116165161372076,1.3338655053265187,1.432798969592801,1.1059332839248728,1.652155333115502,1.508083063975916,1.1642095877740624,1.0383551363969512,1.2151253769818204,1.0035301373491414,1.0107952875156792
2019,tabm,1.160346104569438,1.236353777102406,1.2910909016921004,1.2266837312351764,1.1161920504804175,1.344659963523403,1.434154690393849,1.131666978416541,1.8714945975547093,1.578640663681946,1.16272217217162,1.038272208980385,1.2455752726117406,1.004437774598505,1.011463199667507
2020,tabm,1.1544155661889772,1.2210490664794758,1.297945062693431,1.2346800712299313,1.1255104321857818,1.3648108111310924,1.4202814553575371,1.1617130082768266,2.045396239953798,1.4974584793671535,1.1660414594648907,1.0385141001300284,1.282506620480322,1.0041452109590812,1.0103015446490557
2021,tabm,1.1768960948975402,1.2704510465471242,1.3489731857954934,1.252031568875921,1.1443607388316162,1.4301500255565325,1.4807459464923738,1.250012557986394,2.6763885576827,1.7317909272565293,1.1881780888549416,1.0433130733080562,1.3570678462013412,1.0053623077726253,1.0123828361818599
2022,tabm,1.1832208651738838,1.2382256864885433,1.3609720721372571,1.2651477929972277,1.1585696662435856,1.4694450773988779,1.4923069000723321,1.3460280812277374,3.734442172497289,1.779380967376119,1.1774449100336537,1.0439423701375532,1.4824415204143515,1.0054192225575593,1.0130004843027616
2023,tabm,1.2064726581406129,1.2956252222094453,1.4187196634608061,1.2705437472592325,1.1652857363461446,1.5473533574584852,1.5313110836768367,1.4003520315174172,70331.8120055269,2.371029768956777,1.1970962070046398,1.0471926213055,1.5436225867596545,1.0069990171748173,1.0154953552837716
2024,tabm,1.2169904872757165,1.3148735435549486,1.446237989742453,1.2733565921025034,1.1691821346675384,1.58729667761359,1.546899301694502,1.4588791410524546,130603.93332072142,2.708194824693971,1.203194330289657,1.0487750100170998,1.6077961079218357,1.0075316602905457,1.0165618077613314
2015,resnet_tabular,2.4381491789263285,1.092270949825406,1.0568990839708814,1.065050173751886,1.1398819423350717,2.103433278054282,1.0992057007164802,1.27000731114791,1.6651904542856442,51722.382484245834,1.1544794607087694,1.601548217853822,1.2489621469080718,1.015835411774623,1.0081518153749718
2016,resnet_tabular,1.7832695403202437,1.028466662011915,1.0658008304350972,1.0652959013649501,1.073563285155901,2.3863622293154343,1.0659082490900433,1.419662226337266,1.9667611898482715,119993.46867182119,1.1833904007753373,1.6173768419751946,1.2800631725438483,1.0101175656574743,1.0086399545212836
2017,resnet_tabular,3.0726652033677815,1.1108808191491677,1.0957050488076652,1.1068060616697397,1.062596805207389,50294.6705475364,1.1360275208705404,1.8191104564610867,1.7905767753072717,119443.07881261746,1.072886417617134,1.7107766734518988,1.2036334775970265,1.036089758484427,1.0899462764602639
2018,resnet_tabular,6.3326337066441445,1.0803256338063125,1.0740128399718647,1.0364144207378188,1.0658816272138467,49619.90358714962,1.1371696259004924,1.218822590424615,1.7412034268108512,49622.34507013927,1.2164784567163613,1.549399791501431,1.1633083217918503,1.0317552103750816,1.0533917976050795
2019,resnet_tabular,1.5270378332044972,1.0265437756201725,1.0917547419975175,1.006880806871841,1.0665008028548806,7.459274127451202,1.1960572848369393,1.2300918794989648,1.2951466894421553,251616.20360675684,1.5400993898546844,1.3834354863790095,1.1346201302079229,1.0181390786896454,1.0562631988789024
2020,resnet_tabular,1.36226637314691,1.0013008135034933,1.094834487569353,1.0135198124237996,1.0718270306035416,65455.40492817526,1.3677359441287038,1.2119356503678407,1.233471310939345,237625.0490566013,1.6077089635859092,1.3328843668831154,1.2093998170024152,1.0074496592370938,1.0361181103871575
2021,resnet_tabular,1.6363028104365285,1.004919864809362,1.1130780320985485,1.0486945105177692,1.0038145839317913,4.462035493693738,1.2244483340433974,1.1175017809913097,1.4382262924601075,358877.1400751194,1.3808668910858726,1.893472114547057,1.1458761917186122,1.0339457697958498,1.047716709348257
2022,resnet_tabular,1.1728227733391128,1.0046395656689706,1.1233861275209502,1.0750475758011864,1.0386297279834549,65319.90157249633,1.2561188179785938,1.1038194703773228,1.3457282677168012,358612.03023733594,1.4525106233529954,1.479785872121955,1.1716843028919413,1.0184093035106998,1.0402165989837786
