province,bin,base,p15,p30,d15,d30
新疆维吾尔自治区,b6_12,41.1833333333333,39.9930555555556,38.6805555555556,-1.19027777777778,-2.50277777777777
新疆维吾尔自治区,b12_18,52.8166666666667,48.5833333333333,45.4416666666667,-4.23333333333334,-7.37500000000001
新疆维吾尔自治区,ref18_24,77.6041666666667,71.6611111111111,64.8569444444444,-5.94305555555555,-12.7472222222222
新疆维吾尔自治区,b24_30,46.6861111111111,63.225,74.6930555555556,16.5388888888889,28.0069444444445
新疆维吾尔自治区,gt30,2.96231884057971,7.72898550724638,16.3944444444444,4.76666666666667,13.4321256038647
江苏省,le0,13.0230769230769,6.05384615384615,2.43076923076923,-6.96923076923077,-10.5923076923077
江苏省,b0_6,59.8,48.4282051282051,35.5923076923077,-11.3717948717949,-24.2076923076923
江苏省,b6_12,62.2282051282051,66.7923076923077,67.9948717948718,4.56410256410257,5.76666666666668
江苏省,b12_18,61.3589743589744,58.6692307692308,57.8384615384615,-2.68974358974359,-3.52051282051282
江苏省,ref18_24,78.5897435897436,73.1435897435897,67.9666666666667,-5.44615384615386,-10.6230769230769
江苏省,b24_30,76.7358974358974,84.0615384615385,87.2871794871795,7.32564102564103,10.5512820512821
江苏省,gt30,13.0307692307692,27.6179487179487,45.6564102564103,14.5871794871795,32.625641025641
江西省,le0,2.23333333333333,0.673333333333333,0.555555555555556,-1.56,-1.67777777777778
江西省,b0_6,34.6333333333333,22.4515151515152,12.6,-12.1818181818182,-22.0333333333333
江西省,b6_12,67.5181818181818,64.5757575757576,57.6393939393939,-2.94242424242425,-9.87878787878788
江西省,b12_18,64.0030303030303,64.0636363636364,65.6636363636364,0.0606060606060623,1.66060606060606
江西省,ref18_24,82.5242424242424,76.2333333333333,70.7,-6.2909090909091,-11.8242424242424
江西省,b24_30,96.0666666666667,96.7454545454545,93.1484848484849,0.678787878787873,-2.91818181818181
江西省,gt30,17.7878787878788,40.0848484848485,64.8636363636364,22.2969696969697,47.0757575757576
河北省,le0,73.1393939393939,57.230303030303,42.3060606060606,-15.9090909090909,-30.8333333333333
河北省,b0_6,51.2727272727273,55.9424242424243,59.0030303030303,4.66969696969697,7.73030303030303
河北省,b6_12,45.6060606060606,45.169696969697,45.5878787878788,-0.436363636363623,-0.0181818181818159
河北省,b12_18,53.569696969697,51.0787878787879,48.8242424242424,-2.49090909090909,-4.74545454545455
河北省,ref18_24,74.7787878787879,67.469696969697,61.4484848484849,-7.30909090909093,-13.330303030303
河北省,b24_30,62.9060606060606,76.6424242424242,82.5,13.7363636363636,19.5939393939394
河北省,gt30,3.49393939393939,11.2333333333333,25.0969696969697,7.73939393939394,21.6030303030303
河南省,le0,25.7259259259259,14.05,6.83703703703704,-11.6759259259259,-18.8888888888889
河南省,b0_6,64.1722222222222,60.1944444444445,50.7851851851852,-3.97777777777777,-13.387037037037
河南省,b6_12,54.5111111111111,57.2611111111111,60.5555555555556,2.74999999999999,6.04444444444445
河南省,b12_18,59.7611111111111,56.3425925925926,54.4333333333334,-3.41851851851852,-5.32777777777777
河南省,ref18_24,74.0351851851852,70.2907407407408,66.5203703703704,-3.74444444444441,-7.5148148148148
河南省,b24_30,78.9,86.312962962963,85.5592592592593,7.41296296296297,6.65925925925926
河南省,gt30,7.66111111111111,20.3148148148148,40.0759259259259,12.6537037037037,32.4148148148148
浙江省,le0,2.75151515151515,1.00333333333333,0.277777777777778,-1.74818181818182,-2.47373737373737
浙江省,b0_6,36.6545454545455,24.3848484848485,14.2818181818182,-12.269696969697,-22.3727272727273
浙江省,b6_12,70.7787878787879,67.3545454545455,60.0666666666667,-3.42424242424241,-10.7121212121212
浙江省,b12_18,67.1333333333334,66.6121212121212,68.4666666666667,-0.52121212121213,1.33333333333333
浙江省,ref18_24,85.469696969697,81.6424242424242,75.6575757575758,-3.82727272727273,-9.81212121212123
浙江省,b24_30,87.1666666666667,88.3393939393939,86.8636363636364,1.17272727272726,-0.303030303030312
浙江省,gt30,14.8121212121212,35.5212121212121,59.2030303030303,20.7090909090909,44.3909090909091
海南省,b0_6,0.0333333333333333,0,0,-0.0333333333333333,-0.0333333333333333
海南省,b6_12,1.49074074074074,0.496296296296296,0.135555555555556,-0.994444444444444,-1.35518518518519
海南省,b12_18,23.8,14.3719298245614,8.1578947368421,-9.4280701754386,-15.6421052631579
海南省,ref18_24,101.350877192982,77.2035087719298,54.2385964912281,-24.1473684210526,-47.1122807017544
海南省,b24_30,224.894736842105,209.189473684211,167.884210526316,-15.7052631578947,-57.0105263157894
海南省,gt30,13.3052631578947,63.5315789473684,134.378947368421,50.2263157894737,121.073684210526
湖北省,le0,5.15294117647059,1.76470588235294,0.49375,-3.38823529411765,-4.65919117647059
湖北省,b0_6,50.7509803921569,36.0058823529412,21.8078431372549,-14.7450980392157,-28.943137254902
湖北省,b6_12,68.3588235294118,71.0450980392157,70.1627450980392,2.68627450980392,1.80392156862743
湖北省,b12_18,62.5843137254902,60.7196078431373,61.4156862745098,-1.86470588235294,-1.1686274509804
湖北省,ref18_24,78.4549019607843,74.3607843137255,70.6313725490196,-4.09411764705882,-7.82352941176471
湖北省,b24_30,84.3313725490196,89.3725490196078,87.4235294117647,5.04117647058823,3.09215686274509
湖北省,gt30,15.1333333333333,31.4980392156863,52.8607843137255,16.3647058823529,37.7274509803922
湖南省,le0,4.42142857142857,1.63571428571429,0.642424242424243,-2.78571428571429,-3.77900432900433
湖南省,b0_6,41.5095238095238,28.502380952381,17.7809523809524,-13.0071428571429,-23.7285714285714
湖南省,b6_12,70.0404761904762,69.0738095238095,63.4238095238095,-0.966666666666669,-6.61666666666665
湖南省,b12_18,66.6214285714286,65.3166666666667,66.3238095238095,-1.30476190476192,-0.297619047619051
湖南省,ref18_24,82.0428571428571,77.9428571428572,73.5571428571429,-4.09999999999997,-8.48571428571428
湖南省,b24_30,88.8833333333333,93.902380952381,91.9190476190476,5.01904761904763,3.03571428571429
湖南省,gt30,11.247619047619,28.3928571428571,51.2571428571429,17.1452380952381,40.0095238095238
澳门特别行政区,b0_6,0.1,0,0,-0.1,-0.1
澳门特别行政区,b6_12,11.2666666666667,5.66666666666667,2.26666666666667,-5.6,-9
澳门特别行政区,b12_18,65.4333333333333,46.3333333333333,31.1,-19.1,-34.3333333333333
澳门特别行政区,ref18_24,101.566666666667,100.933333333333,97.1,-0.633333333333326,-4.46666666666667
澳门特别行政区,b24_30,177.1,148.333333333333,120.466666666667,-28.7666666666667,-56.6333333333333
澳门特别行政区,gt30,9.3,63.5,113.833333333333,54.2,104.533333333333
甘肃省,le0,96.4142857142857,81.8428571428572,67.4190476190476,-14.5714285714285,-28.9952380952381
甘肃省,b0_6,58.6047619047619,58.3333333333333,57.8857142857143,-0.271428571428586,-0.719047619047622
甘肃省,b6_12,62.6619047619048,60.5142857142857,59.7238095238095,-2.14761904761905,-2.93809523809524
甘肃省,b12_18,76.8952380952381,73.7714285714286,69.6571428571429,-3.1238095238095,-7.23809523809521
甘肃省,ref18_24,61.1285714285714,70.9738095238095,76.6071428571429,9.84523809523809,15.4785714285714
甘肃省,b24_30,9.75384615384615,20.6461538461539,35.1179487179487,10.8923076923077,25.3641025641026
甘肃省,gt30,0.0666666666666667,0.319047619047619,1.34444444444444,0.252380952380952,1.27777777777778
福建省,le0,0.133333333333333,0.0333333333333333,0.0333333333333333,-0.1,-0.1
福建省,b0_6,8.36296296296296,3.52592592592593,1.13703703703704,-4.83703703703704,-7.22592592592593
福建省,b6_12,53.9703703703704,39.9777777777778,27.4407407407407,-13.9925925925926,-26.5296296296296
福建省,b12_18,85.7555555555556,82.8851851851852,76.5222222222222,-2.87037037037035,-9.23333333333332
福建省,ref18_24,97.4444444444445,91.5740740740741,88.1074074074074,-5.87037037037037,-9.33703703703705
福建省,b24_30,115.285185185185,122.5,116.337037037037,7.21481481481482,1.05185185185185
福建省,gt30,4.35833333333333,24.2925925925926,55.2185185185185,19.9342592592593,50.8601851851852
西藏自治区,le0,97.0952380952381,75.2,54.8761904761905,-21.8952380952381,-42.2190476190476
西藏自治区,b0_6,84.2428571428571,86.7047619047619,86.5,2.46190476190479,2.25714285714285
西藏自治区,b6_12,87.5476190476191,77.6952380952381,76.6571428571429,-9.85238095238095,-10.8904761904762
西藏自治区,b12_18,92.2380952380952,110.990476190476,113.704761904762,18.752380952381,21.4666666666667
西藏自治区,ref18_24,5.1,14.1714285714286,33.0142857142857,9.07142857142857,27.9142857142857
西藏自治区,b24_30,0,0.0333333333333333,0.1,0.0333333333333333,0.1
贵州省,le0,3.18148148148148,1.1375,0.353333333333333,-2.04398148148148,-2.82814814814815
贵州省,b0_6,38.6333333333333,25.6851851851852,15.1518518518519,-12.9481481481481,-23.4814814814815
贵州省,b6_12,74.6296296296296,71.1037037037037,63.8592592592593,-3.5259259259259,-10.7703703703704
贵州省,b12_18,82.9444444444444,79.3222222222222,76.5259259259259,-3.62222222222222,-6.41851851851851
贵州省,ref18_24,112.644444444444,104.944444444444,96.0518518518519,-7.69999999999999,-16.5925925925926
贵州省,b24_30,52.1666666666667,78.8555555555556,100.755555555556,26.6888888888889,48.5888888888889
贵州省,gt30,1.7,4.94285714285714,13.7541666666667,3.24285714285714,12.0541666666667
辽宁省,le0,106.004761904762,94.5452380952381,83.15,-11.4595238095238,-22.8547619047619
辽宁省,b0_6,42.5452380952381,43.7880952380952,44.5619047619048,1.24285714285713,2.01666666666666
辽宁省,b6_12,41.8119047619048,40.4928571428571,40.7214285714286,-1.31904761904762,-1.09047619047617
辽宁省,b12_18,52.8404761904762,49.202380952381,46.3833333333334,-3.63809523809524,-6.45714285714285
辽宁省,ref18_24,79.7404761904762,71.7142857142857,63.1857142857143,-8.02619047619049,-16.5547619047619
辽宁省,b24_30,41.5738095238095,63.3238095238095,79.8904761904762,21.75,38.3166666666667
辽宁省,gt30,0.25,1.7,6.87380952380952,1.45,6.62380952380952
重庆市,le0,0.1,0,0,-0.1,-0.1
重庆市,b0_6,28.6666666666667,11.6333333333333,3.93333333333333,-17.0333333333333,-24.7333333333333
重庆市,b6_12,86.9,87.6,74.4,0.699999999999989,-12.5
重庆市,b12_18,73.5666666666667,69.8333333333333,70.0333333333333,-3.73333333333333,-3.53333333333333
重庆市,ref18_24,86.2666666666667,84.0333333333333,82.0333333333333,-2.23333333333333,-4.23333333333333
重庆市,b24_30,79.0666666666667,87.6666666666667,91.2333333333333,8.60000000000001,12.1666666666667
重庆市,gt30,10.2,24,43.1333333333333,13.8,32.9333333333333
陕西省,le0,43.7566666666667,30.5366666666667,20.3366666666667,-13.22,-23.42
陕西省,b0_6,64.91,62.09,55.4,-2.82,-9.51
陕西省,b6_12,58.8766666666667,59.8,62.0833333333333,0.923333333333346,3.20666666666667
陕西省,b12_18,67.0066666666667,64.3666666666667,62.0766666666667,-2.64000000000002,-4.93000000000001
陕西省,ref18_24,82.4433333333334,78.54,74.5533333333333,-3.90333333333334,-7.89000000000003
陕西省,b24_30,46.1866666666667,63.7333333333333,75.5366666666667,17.5466666666667,29.35
陕西省,gt30,1.98333333333333,5.7,14.78,3.71666666666667,12.7966666666667
青海省,le0,146.491666666667,131.079166666667,115.375,-15.4125,-31.1166666666667
青海省,b0_6,65.6333333333333,63.4958333333333,62.775,-2.1375,-2.85833333333333
青海省,b6_12,88.3041666666667,81.4791666666667,74.6166666666667,-6.825,-13.6875
青海省,b12_18,58.7958333333333,75.9291666666667,87.125,17.1333333333333,28.3291666666667
青海省,ref18_24,7.37777777777778,12.6458333333333,24.2625,5.26805555555556,16.8847222222222
青海省,b24_30,0.0666666666666667,0.275,1.225,0.208333333333333,1.15833333333333
香港特别行政区,b0_6,0.0333333333333333,0.0333333333333333,0,0,-0.0333333333333333
香港特别行政区,b6_12,9.7,4.53333333333333,1.93333333333333,-5.16666666666667,-7.76666666666667
香港特别行政区,b12_18,59.8,43.2666666666667,28.3,-16.5333333333333,-31.5
香港特别行政区,ref18_24,104.533333333333,99.4333333333334,93.2666666666667,-5.09999999999999,-11.2666666666667
香港特别行政区,b24_30,175.9,149.166666666667,122.633333333333,-26.7333333333334,-53.2666666666667
香港特别行政区,gt30,14.8,68.3333333333333,118.633333333333,53.5333333333333,103.833333333333
黑龙江省,le0,146.44358974359,137.692307692308,129.938461538462,-8.75128205128203,-16.5051282051282
黑龙江省,b0_6,38.548717948718,37.2564102564103,35.4128205128205,-1.29230769230769,-3.13589743589743
黑龙江省,b6_12,42.1589743589744,40.7641025641026,40.0179487179487,-1.39487179487179,-2.14102564102565
黑龙江省,b12_18,55.0794871794872,50.8179487179487,46.8871794871795,-4.26153846153847,-8.1923076923077
黑龙江省,ref18_24,68.5692307692308,70.1435897435898,66.5538461538462,1.57435897435899,-2.01538461538462
黑龙江省,b24_30,13.9128205128205,27.748717948718,44.3512820512821,13.8358974358974,30.4384615384615
黑龙江省,gt30,0.116666666666667,0.372222222222222,1.60512820512821,0.255555555555556,1.48846153846154
