term,est,se,t,p,group
cold_l11,-0.00370637159988537,0.0242243912058913,-0.153001640717558,0.879731374389485,G01_主食
cold_l12,0.0476911207249194,0.0380514836421197,1.25333143836025,0.222676821897015,G01_主食
cold_l13,0.0144510003609105,0.0371036903409194,0.389476093297743,0.700506925637688,G01_主食
cold_l14,0.0115579586403034,0.0205524679085205,0.562363541534191,0.579308711049077,G01_主食
pbinp0_10,0.0113794520623562,0.0105043683776399,1.08330664474592,0.289898793941135,G01_主食
pbinp10_25,-0.00815653057373787,0.0134743404163711,-0.605338021876591,0.550881306676294,G01_主食
pbinp25_50,0.00649044851683296,0.0139739450034423,0.464467873262284,0.646679273296435,G01_主食
pbinp50p,-0.0129754446210335,0.0381471504955824,-0.34014190974857,0.73683658233172,G01_主食
holiday_flag,-0.066322900328024,0.0174247478234838,-3.80624735576597,0.000909068784718008,G01_主食
spring_festival_window_7,0.247289710712851,0.0654466539328944,3.77849280066188,0.00097354648706361,G01_主食
lockdown,0.0936848178624403,0.15182117920783,0.6170734435819,0.543247326235804,G01_主食
ln_covid,0.0448289420527976,0.00781119207639306,5.73906538392256,7.60797279452361e-06,G01_主食
hot_cum14,-0.0554895807717857,0.0431652321075967,-1.28551563521003,0.198612156629207,G01_主食
cold_cum14,0.0113404462583927,0.152253654321607,0.0744839019393134,0.94062534997487,G01_主食
hot_l0,-0.0645077677544567,0.0199150173778314,-3.23915196911975,0.00362283701784848,G02_食用油
hot_l1,0.00608469039034687,0.0271483672740698,0.224127304928519,0.824637252526217,G02_食用油
hot_l2,-0.0311700940770378,0.0374637782837028,-0.832006153810629,0.413960913708643,G02_食用油
hot_l3,-0.00501814904872602,0.0139294569305809,-0.360254464602214,0.721944105176143,G02_食用油
hot_l4,-0.0264909807434112,0.0232588448282576,-1.13896373353963,0.266442542665333,G02_食用油
hot_l5,0.0110948057380727,0.0177076214731485,0.62655539338791,0.537120510977781,G02_食用油
hot_l6,0.0120949733054848,0.0329620221603171,0.366936629271669,0.717020674864382,G02_食用油
hot_l7,0.0265030289271468,0.0264614612529101,1.00157087599356,0.326972409223116,G02_食用油
hot_l8,-0.0199242644285114,0.0217751642144245,-0.914999502750615,0.369685699446386,G02_食用油
hot_l9,-0.0313812653503622,0.0263792122152445,-1.18962102030579,0.246331418587723,G02_食用油
hot_l10,0.0203098268091365,0.0277113164959303,0.732907323696412,0.471019195129957,G02_食用油
hot_l11,-0.0457949267009479,0.0191928748870607,-2.38603789012461,0.025649732368946,G02_食用油
hot_l12,0.0296508155249418,0.0191596702785145,1.5475639765154,0.135377983271339,G02_食用油
hot_l13,-0.0546338055135919,0.0237055637983781,-2.30468281531992,0.0305528871670728,G02_食用油
hot_l14,-0.00348902503199131,0.0247133036953437,-0.141180033030092,0.88895697874936,G02_食用油
cold_l0,0.00596722450681386,0.0317287892351911,0.188069719981482,0.852471432454519,G02_食用油
cold_l1,0.000918578779465249,0.0265043365904107,0.0346576786154153,0.972651739390574,G02_食用油
cold_l2,0.0252118500704051,0.0397389764911004,0.634436321631266,0.53205652296062,G02_食用油
cold_l3,-0.0135925012683458,0.0219229384083778,-0.62001274715763,0.541344116190571,G02_食用油
cold_l4,0.0935416917781525,0.0459839950043531,2.03422281533601,0.0536188642821003,G02_食用油
cold_l5,-0.0173273965052876,0.0316086645259932,-0.548185023477931,0.588846541004233,G02_食用油
cold_l6,0.0898582766800194,0.0409485876104755,2.19441699759705,0.0385687324287081,G02_食用油
cold_l7,0.0252237184298157,0.0442562084463704,0.569947569285827,0.574238888686072,G02_食用油
cold_l8,0.00198122906897162,0.0430967460546434,0.0459716626044012,0.963729664884468,G02_食用油
cold_l9,-0.0068024768286026,0.0311319250529575,-0.218504856896293,0.828962980024111,G02_食用油
cold_l10,0.0270321467810865,0.0346948197286435,0.779140718773332,0.443840188185194,G02_食用油
cold_l11,0.0235907488229086,0.0490485080599512,0.480967714534234,0.635083295761749,G02_食用油
cold_l12,0.078354331529272,0.023388240713662,3.3501592739937,0.00277359953581802,G02_食用油
cold_l13,-0.0130696091294824,0.0444108277908558,-0.294288798016356,0.771176864313011,G02_食用油
cold_l14,0.0426523634742686,0.0581373964344248,0.733647636291689,0.47057640008049,G02_食用油
pbinp0_10,0.0222913669305779,0.00764604209686481,2.91541252953842,0.0077875465104793,G02_食用油
pbinp10_25,-0.00622605928504108,0.0154229932918756,-0.403686830903363,0.690171731642723,G02_食用油
pbinp25_50,0.0259453311542447,0.0240508312945682,1.07877066021017,0.29187393950283,G02_食用油
pbinp50p,0.0382259721113979,0.0801840617240539,0.476727809610706,0.638054130280055,G02_食用油
holiday_flag,0.0874634658506647,0.0324104844350053,2.6986164315458,0.0128191373342457,G02_食用油
spring_festival_window_7,0.942427381361738,0.167892126737931,5.61329110347626,1.03259518229823e-05,G02_食用油
lockdown,-0.40144640494297,0.185385487229829,-2.16546834890739,0.0409679461109059,G02_食用油
ln_covid,-0.00841935869084454,0.00711160397211274,-1.18389026214902,0.248548072930013,G02_食用油
hot_cum14,-0.176672137953907,0.0445766466085246,-3.96333397407514,7.39102703945076e-05,G02_食用油
cold_cum14,0.363540176189461,0.255113943006669,1.425011004514,0.154154020109723,G02_食用油
hot_l0,-0.0227375152060821,0.0209193587929624,-1.08691262629576,0.288335466911435,G03_蔬菜
hot_l1,0.00509598778095267,0.0211667418230242,0.240754473388507,0.811878552615709,G03_蔬菜
hot_l2,-0.0248130759323483,0.0163846564541624,-1.51440928906658,0.143544575975044,G03_蔬菜
hot_l3,0.0257136455793631,0.0173522382117473,1.48186333460748,0.151948704759599,G03_蔬菜
hot_l4,0.0168995382600385,0.0248322049979105,0.680549240853177,0.502950773329044,G03_蔬菜
hot_l5,-0.0203178132421322,0.0204539740101779,-0.993343065363343,0.330879087108042,G03_蔬菜
hot_l6,0.000919113236356706,0.0165621638486617,0.0554947556826021,0.956223569116242,G03_蔬菜
hot_l7,-0.0175701105526778,0.0104810016984674,-1.67637703514989,0.107206354750075,G03_蔬菜
hot_l8,0.00633472103319454,0.0196744673235643,0.321976749307331,0.750378481724484,G03_蔬菜
hot_l9,-0.0057839077642839,0.0181310764922925,-0.319005204503033,0.75260169432235,G03_蔬菜
hot_l10,0.0110242395619703,0.0200252213753218,0.550517737374734,0.587272030104829,G03_蔬菜
hot_l11,0.00582890649284929,0.032736474893007,0.178055411033105,0.8602384133457,G03_蔬菜
hot_l12,-0.00123428154215725,0.0303283002199783,-0.040697353073028,0.967888393245758,G03_蔬菜
hot_l13,0.0217858955098751,0.01999680765222,1.08946867363884,0.287231001649253,G03_蔬菜
hot_l14,-0.00913250413512278,0.0293542804478335,-0.311113200384948,0.758516819269718,G03_蔬菜
cold_l0,-0.0359432709611628,0.0212685825084444,-1.68997021531134,0.104544594938027,G03_蔬菜
cold_l1,0.0806138621162959,0.0271130236464402,2.97325238112571,0.00680390887527065,G03_蔬菜
cold_l2,0.0241300540340887,0.0490011305251024,0.492438720811294,0.627077197650269,G03_蔬菜
cold_l3,-0.0339625511821377,0.0368408344001467,-0.921872474799388,0.366164796692574,G03_蔬菜
cold_l4,0.00368700805433588,0.0297242675840419,0.124040333169229,0.902361015002684,G03_蔬菜
cold_l5,-0.0173475969872061,0.0234230617128347,-0.740620385152316,0.466417907997723,G03_蔬菜
cold_l6,0.0341573417222522,0.0210705405385122,1.6210947061287,0.118627728485456,G03_蔬菜
cold_l7,-0.0176919077367399,0.0198210487881402,-0.892581816726354,0.381325234713641,G03_蔬菜
cold_l8,0.0562510655489894,0.0250246942612052,2.24782228952915,0.0344740704293443,G03_蔬菜
cold_l9,-0.0351979679384114,0.0272646562932515,-1.29097420337272,0.209538433400797,G03_蔬菜
cold_l10,0.00598401807546278,0.0262122629282523,0.228290784807176,0.8214376550603,G03_蔬菜
cold_l11,0.0268303499369182,0.0175531533505846,1.52852022659648,0.140020784273955,G03_蔬菜
cold_l12,0.0553467635147038,0.030149710974284,1.83573114720441,0.0793606655378482,G03_蔬菜
cold_l13,-0.0448485142589225,0.0357828995040731,-1.25335047971217,0.222670020349736,G03_蔬菜
cold_l14,0.0479349676266671,0.0161445334481532,2.96911445478473,0.00687013636797713,G03_蔬菜
pbinp0_10,0.0181822298615913,0.0100682045375997,1.80590588855141,0.0840386292272651,G03_蔬菜
pbinp10_25,0.0211362600116444,0.015662189077626,1.34950867384422,0.190308378530694,G03_蔬菜
pbinp25_50,0.0599528824828276,0.0212092450097128,2.82673345776204,0.0095632627933128,G03_蔬菜
pbinp50p,0.06992153829085,0.0391102024526107,1.78780813971937,0.0869916823165472,G03_蔬菜
holiday_flag,-0.143180388809831,0.0149605934691269,-9.57050193933164,1.73869847187991e-09,G03_蔬菜
spring_festival_window_7,0.153130137091073,0.0286454143500219,5.3457120647639,1.9868477554134e-05,G03_蔬菜
lockdown,0.427113076140644,0.227340059565832,1.87874093530341,0.0730129181167619,G03_蔬菜
ln_covid,0.0422230071397025,0.00926488081876684,4.55731789384446,0.000140308056564664,G03_蔬菜
hot_cum14,-0.00798716092020415,0.0396412916731141,-0.20148588966442,0.840318661611707,G03_蔬菜
cold_cum14,0.149943621565134,0.0447819831245588,3.3483023998306,0.000813082394252879,G03_蔬菜
hot_l0,0.0352134390502229,0.0351736806959139,1.00113034386855,0.327180767493548,G04_水果
hot_l1,0.0540896830584595,0.0238971319193492,2.26343827539672,0.0333538252607295,G04_水果
hot_l2,-0.0260427601646923,0.0243323387561777,-1.07029416389661,0.295590739416928,G04_水果
hot_l3,0.0602382102200041,0.0260208765920948,2.31499542326351,0.029887023033259,G04_水果
hot_l4,-0.00117879941374445,0.0256672783643458,-0.0459261553566939,0.963765542465047,G04_水果
hot_l5,0.0138170342067765,0.0408353396247861,0.338359723066682,0.738161414335953,G04_水果
hot_l6,-0.0281840251875273,0.0299043453597055,-0.942472568735906,0.355745822676299,G04_水果
hot_l7,-0.0097370414015495,0.0264615023829722,-0.367970089552256,0.716260331495289,G04_水果
hot_l8,0.00130930676250012,0.0371491561034895,0.0352445896443159,0.972188808215491,G04_水果
hot_l9,0.0100530372791533,0.0276893099262135,0.363065649015546,0.719871308018904,G04_水果
hot_l10,0.0323289127822921,0.0365208862130154,0.885217094506613,0.385200904405132,G04_水果
hot_l11,-0.00619398916296152,0.0315323223153618,-0.1964330156534,0.84599659275477,G04_水果
hot_l12,0.00539042109949253,0.0224415062030316,0.240198721544115,0.812304165655396,G04_水果
hot_l13,-0.04541350085033,0.0291994486800337,-1.55528624351676,0.133531790376081,G04_水果
hot_l14,-0.019630667332308,0.0415925940834398,-0.47197506587174,0.641391684363851,G04_水果
cold_l0,-0.0671257248093869,0.0379932652626617,-1.76677956857147,0.0905346887307316,G04_水果
cold_l1,0.105099077078623,0.0357170977227342,2.94254247348116,0.00731034725265554,G04_水果
cold_l2,-0.0123065571424139,0.0515322244106472,-0.238812845421654,0.813365772516894,G04_水果
cold_l3,-0.00724863820917167,0.0206238990403411,-0.351467886600543,0.728436780217177,G04_水果
cold_l4,0.0534506470894114,0.0402064110956898,1.32940607313099,0.196750421370657,G04_水果
cold_l5,-0.014006506447925,0.0347974916930475,-0.402514829846874,0.691021811971867,G04_水果
cold_l6,0.0379005807637983,0.0334685520343519,1.13242367715512,0.269124485157709,G04_水果
cold_l7,0.068925511762919,0.0340243626246567,2.02576937364787,0.0545421705873928,G04_水果
cold_l8,0.0538879341818875,0.0396849130257366,1.35789472807815,0.18767042760872,G04_水果
cold_l9,0.0355126055835699,0.0514843912516105,0.689774215451349,0.497237497138196,G04_水果
cold_l10,0.0111106047213465,0.0306830403893822,0.362108988560054,0.720576445980357,G04_水果
cold_l11,-0.0119881201890369,0.0286953593349024,-0.417772088131881,0.67998823195258,G04_水果
cold_l12,0.16627708220405,0.0328901260915325,5.05553191682224,4.06480472778423e-05,G04_水果
cold_l13,0.00803475737231679,0.0571584100379021,0.140569994284111,0.889433501328045,G04_水果
cold_l14,0.0908577168296036,0.0414863753678156,2.19006158103871,0.0389213790963148,G04_水果
pbinp0_10,0.0264021814006583,0.012442989971155,2.12185185890716,0.0448377412140139,G04_水果
pbinp10_25,-0.0132608722469858,0.0279955864831782,-0.473677243909641,0.640195458010744,G04_水果
pbinp25_50,0.0238738465416313,0.0224737330404694,1.0622999970072,0.29912689401742,G04_水果
pbinp50p,0.0851945906997256,0.0603025539920091,1.41278577870873,0.171108656547508,G04_水果
holiday_flag,0.0517693384601829,0.026119661228277,1.98200650489822,0.0595515039556985,G04_水果
spring_festival_window_7,1.0365774685139,0.0822138817786971,12.608302224485,8.18673127273372e-12,G04_水果
lockdown,0.209866250552264,0.166354258548725,1.26156223701838,0.219751547407583,G04_水果
ln_covid,-0.0169483192590771,0.00849098378564829,-1.99603717153761,0.0579028228492627,G04_水果
hot_cum14,0.076059260945788,0.0626602393084306,1.21383610699927,0.224810315306528,G04_水果
cold_cum14,0.518380970789592,0.111155462072158,4.66356723390777,3.10774585872764e-06,G04_水果
hot_l0,-0.0101014285618166,0.0304093705988346,-0.332181441539066,0.742760590836742,G05_猪肉
hot_l1,0.0241631339230486,0.0322718799404208,0.748736484135964,0.461605028356229,G05_猪肉
hot_l2,-0.0611335433524943,0.0237848954547827,-2.57026748209656,0.0171093238481408,G05_猪肉
hot_l3,0.0443225693747752,0.0253407976657235,1.74905975571269,0.0936156043119225,G05_猪肉
hot_l4,-0.00238778880596152,0.0248766922409597,-0.0959849799496256,0.924363939741871,G05_猪肉
hot_l5,0.0208460927667298,0.0314975911061777,0.661831334861706,0.51465612633177,G05_猪肉
hot_l6,-0.0249669765732002,0.0207617446127617,-1.20254713844489,0.241385904902945,G05_猪肉
hot_l7,-0.0321448348096846,0.029458172486709,-1.09120261361046,0.286483503158751,G05_猪肉
hot_l8,0.00302385695184669,0.0332113052641432,0.0910490246558125,0.928241963620681,G05_猪肉
hot_l9,0.0403075343098973,0.0256012982730648,1.5744332135025,0.129043720531917,G05_猪肉
hot_l10,0.0291066085645639,0.0218746719482815,1.33060777475342,0.196360598655349,G05_猪肉
hot_l11,-0.00465758824264042,0.0242925973988318,-0.191728705093692,0.849637323212571,G05_猪肉
hot_l12,-0.00658620229612098,0.0338070683925523,-0.194817315114253,0.847246614658554,G05_猪肉
hot_l13,0.00628006612366548,0.0267255219126031,0.234983853419302,0.816300746884215,G05_猪肉
hot_l14,0.0068575196454739,0.0255094509290993,0.268822706711078,0.790462791659219,G05_猪肉
cold_l0,-0.0635551809782931,0.0454334518113839,-1.39886313815955,0.175194992648019,G05_猪肉
cold_l1,0.0825364286870151,0.053015041575925,1.55684926831211,0.133160649970642,G05_猪肉
cold_l2,-0.00832209030092792,0.0442864055114859,-0.187915235043619,0.852591135538886,G05_猪肉
cold_l3,0.0698965669804985,0.0420955589725801,1.66042615150988,0.110402541281792,G05_猪肉
cold_l4,0.0397956708268478,0.0337974658817677,1.17747499076006,0.251047104207001,G05_猪肉
cold_l5,0.0311609934735417,0.052232012908175,0.596588025974097,0.556609661424818,G05_猪肉
cold_l6,0.0737736647371953,0.065625674905114,1.12415856818025,0.272542026452382,G05_猪肉
cold_l7,0.0144337766045939,0.0343145756020052,0.420631068616523,0.677928716808085,G05_猪肉
cold_l8,0.119496894857358,0.046792860735977,2.55374202341688,0.0177505224068007,G05_猪肉
cold_l9,-0.0619713994137219,0.0500279434096372,-1.23873569829345,0.227937161031151,G05_猪肉
cold_l10,-0.00174096661980627,0.0428062813155135,-0.0406708213445143,0.967909315643956,G05_猪肉
cold_l11,-0.0151635314907476,0.0533886900333266,-0.284021418792672,0.778935188090043,G05_猪肉
cold_l12,0.0996697431980657,0.0645518991740425,1.54402495470102,0.136231069147383,G05_猪肉
cold_l13,-0.0268867273174745,0.0270825082265551,-0.992770946197346,0.331151929774515,G05_猪肉
cold_l14,0.0188841023275048,0.0379054358179922,0.498189822118898,0.6230807367627,G05_猪肉
pbinp0_10,0.00689130637451124,0.0126688486031519,0.543956802261948,0.591705747370015,G05_猪肉
pbinp10_25,0.025624833279698,0.0301198665440349,0.850761846578398,0.403672138691323,G05_猪肉
pbinp25_50,0.0896284920653136,0.0303705486341856,2.951164733469,0.00716462994362741,G05_猪肉
pbinp50p,0.0992030311246882,0.0574571176497933,1.72655773875293,0.0976568023653013,G05_猪肉
holiday_flag,-0.259534522183095,0.0250930658352657,-10.3428781435845,4.03142518613389e-10,G05_猪肉
spring_festival_window_7,0.643908026185148,0.114139791889531,5.64139828473094,9.64336667221423e-06,G05_猪肉
lockdown,0.219450756215029,0.133094182313656,1.64883808142614,0.112774524057926,G05_猪肉
ln_covid,-0.0182969772005688,0.0128042679925774,-1.4289748708146,0.166453184183527,G05_猪肉
hot_cum14,0.0329290190180823,0.0429580925366511,0.766538202085854,0.443356130109069,G05_猪肉
cold_cum14,0.37200794557165,0.181821268301843,2.04600896829119,0.0407554883215451,G05_猪肉
hot_l0,0.0359893844741209,0.012873634080592,2.79558858429709,0.0102736152373294,G06_禽类及其他肉类
hot_l1,-0.0103562231300645,0.0168049508823504,-0.616260243934494,0.543774502819681,G06_禽类及其他肉类
hot_l2,0.0180252821743681,0.0165829545392804,1.08697651746384,0.288307822454184,G06_禽类及其他肉类
hot_l3,0.0246227586254502,0.0255048013194469,0.965416602037038,0.344378256335911,G06_禽类及其他肉类
hot_l4,-0.0426478915555437,0.0169478958620975,-2.51641217898453,0.0192823980941756,G06_禽类及其他肉类
hot_l5,0.00792616444926401,0.0178669590624887,0.443621347177363,0.661461634895854,G06_禽类及其他肉类
hot_l6,-0.0333905610518252,0.0195626241664551,-1.70685490697518,0.101316408225653,G06_禽类及其他肉类
hot_l7,-0.00397155808147927,0.0135700590773904,-0.292670655214495,0.772397983527679,G06_禽类及其他肉类
hot_l8,0.00103017591038618,0.015582798704955,0.0661098131273815,0.947861696022589,G06_禽类及其他肉类
hot_l9,0.0341209449850417,0.0274664820062681,1.24227576641432,0.226652716588731,G06_禽类及其他肉类
hot_l10,-0.00205799858432524,0.0218820628090116,-0.0940495693796158,0.925884307632226,G06_禽类及其他肉类
hot_l11,-0.0321507521610921,0.0183872073677954,-1.74853916192858,0.0937074589536838,G06_禽类及其他肉类
hot_l12,0.0114257565526336,0.0433115412927512,0.263803970295231,0.79428020639978,G06_禽类及其他肉类
hot_l13,-0.0178217167714781,0.019212353918693,-0.927617555188703,0.363238862840389,G06_禽类及其他肉类
hot_l14,0.0217096308042383,0.0145929578698037,1.4876785774295,0.150418402276983,G06_禽类及其他肉类
cold_l0,-0.0461313947518531,0.0198193833913115,-2.32758980645566,0.0290918703014581,G06_禽类及其他肉类
cold_l1,0.0273246367493938,0.0219191792080196,1.24660857462202,0.225088142259993,G06_禽类及其他肉类
cold_l2,-0.00750806611003191,0.0334014868736378,-0.224782391826924,0.8241336164596,G06_禽类及其他肉类
cold_l3,-0.00306774181326793,0.0167391178949318,-0.183267830032834,0.856193870060886,G06_禽类及其他肉类
cold_l4,-7.652718125691e-05,0.0166978475087021,-0.00458305666146656,0.996382782749494,G06_禽类及其他肉类
cold_l5,0.00612142814858156,0.0142408956872883,0.429848535021969,0.671306281180217,G06_禽类及其他肉类
cold_l6,0.0433926270388992,0.0209725366142405,2.0690213986531,0.04996296155562,G06_禽类及其他肉类
cold_l7,-0.0105221053156688,0.0200465395991995,-0.524883871533072,0.604687025668863,G06_禽类及其他肉类
cold_l8,0.0306972114734841,0.024579413021417,1.24889929009844,0.224264296627526,G06_禽类及其他肉类
cold_l9,-0.00166331168114145,0.0211807655116694,-0.0785293468371133,0.938086209104275,G06_禽类及其他肉类
cold_l10,0.00672687441973856,0.016563984546735,0.406114507095729,0.688412206591706,G06_禽类及其他肉类
cold_l11,0.0240615019654426,0.0188725319311274,1.27494827155422,0.215057002586332,G06_禽类及其他肉类
cold_l12,0.00658265716215421,0.0133577725619014,0.492796020567757,0.626828566757092,G06_禽类及其他肉类
cold_l13,-0.00214545096861172,0.0175516740802467,-0.122236258421998,0.903773685199782,G06_禽类及其他肉类
cold_l14,-0.005239342086418,0.0154652348405569,-0.338781928657045,0.737847482352539,G06_禽类及其他肉类
pbinp0_10,0.0129594808173821,0.00573755143643003,2.25871279080778,0.0336892661037725,G06_禽类及其他肉类
pbinp10_25,0.0363172772556661,0.00993991582978122,3.65368056204812,0.00132375677894182,G06_禽类及其他肉类
pbinp25_50,0.0471051219362985,0.020427388888783,2.30597861492541,0.0304684804484713,G06_禽类及其他肉类
pbinp50p,0.062531624211677,0.0416408445868653,1.50168962306305,0.146782768672327,G06_禽类及其他肉类
holiday_flag,0.133417645654066,0.0367876617172872,3.62669545782439,0.00141439635528475,G06_禽类及其他肉类
spring_festival_window_7,0.406109386137259,0.0549957762774938,7.38437410335188,1.64719397459129e-07,G06_禽类及其他肉类
lockdown,0.106404475036979,0.0873272086906675,1.21845730136511,0.235401482485887,G06_禽类及其他肉类
ln_covid,-0.00940473341107384,0.0062304477066228,-1.50947955169849,0.144792599263824,G06_禽类及其他肉类
hot_cum14,0.012453396639695,0.0457009509936751,0.272497538211371,0.785239483905166,G06_禽类及其他肉类
cold_cum14,0.0685529970494442,0.0494244732944107,1.38702534351937,0.165434034991635,G06_禽类及其他肉类
hot_l0,-0.00290424384627893,0.0183267847925508,-0.158469905068094,0.875469729979969,G07_牛羊肉
hot_l1,-0.0369860229427217,0.0231058235972743,-1.60072298600448,0.123085594791996,G07_牛羊肉
hot_l2,-0.0054318985692514,0.0265860904108512,-0.204313552136058,0.839905627117929,G07_牛羊肉
hot_l3,0.0413505491490464,0.0291492329207132,1.41858103990322,0.169430310530901,G07_牛羊肉
hot_l4,-0.00280723092466358,0.0279563876905612,-0.100414651411183,0.920885315467077,G07_牛羊肉
hot_l5,0.0334467662571669,0.0234119928378916,1.42861679861076,0.166555045751408,G07_牛羊肉
hot_l6,-0.0596117392411909,0.0245452168287967,-2.42864993440408,0.023381209742346,G07_牛羊肉
hot_l7,-0.0250629870950961,0.0244605983634886,-1.02462690088999,0.316195786209505,G07_牛羊肉
hot_l8,-0.0234221029472651,0.0279196585284393,-0.838910795538815,0.410154135302871,G07_牛羊肉
hot_l9,0.0351128452214101,0.0237319613962724,1.47955934341463,0.152558493573385,G07_牛羊肉
hot_l10,-0.0138165966137057,0.0197317883370866,-0.700220191787531,0.490812758552862,G07_牛羊肉
hot_l11,0.0264596284483819,0.0252839163708188,1.04650039417628,0.306203991083382,G07_牛羊肉
hot_l12,-0.0061211724250991,0.0397202700031573,-0.154107019529639,0.878869602963182,G07_牛羊肉
hot_l13,-0.039605705446456,0.0255956993230824,-1.54735781767601,0.135427557184278,G07_牛羊肉
hot_l14,-0.0356832134037375,0.0272097160961348,-1.31141439615411,0.202659249051078,G07_牛羊肉
cold_l0,0.0812849660645081,0.0508968856569881,1.59705186310054,0.123903588179535,G07_牛羊肉
cold_l1,0.0259264452190885,0.0432166168783171,0.599918436283163,0.554425697199558,G07_牛羊肉
cold_l2,0.0773106435662009,0.0611796054763724,1.26366691913465,0.219008271453214,G07_牛羊肉
cold_l3,0.0369407028092552,0.0489094073286177,0.755288293743862,0.457741438249399,G07_牛羊肉
cold_l4,0.0828406672711244,0.0442874602858989,1.87052196572899,0.0741905898827005,G07_牛羊肉
cold_l5,-0.0815563232868769,0.032858073789307,-2.48207864556619,0.0207991512471459,G07_牛羊肉
cold_l6,0.117385328992313,0.0586708445042515,2.00074381039133,0.0573588915851184,G07_牛羊肉
cold_l7,0.0244777970503421,0.0649927567982442,0.376623461693248,0.709905659519557,G07_牛羊肉
cold_l8,0.0785582112098681,0.0507400377506886,1.54824897048489,0.135213373747403,G07_牛羊肉
cold_l9,-0.00352615261922181,0.0417635688169273,-0.0844313050610899,0.933444132335672,G07_牛羊肉
cold_l10,-0.115296309825232,0.0575711264288775,-2.00267594151849,0.0571369155817443,G07_牛羊肉
cold_l11,0.135733717963223,0.0497928727579897,2.72596679896208,0.0120465455671153,G07_牛羊肉
cold_l12,0.0455200075477938,0.0650272746209247,0.700014075834361,0.490939067468089,G07_牛羊肉
cold_l13,-0.0194421497998161,0.0346525021349545,-0.561060489199263,0.580182035192639,G07_牛羊肉
cold_l14,-0.0147623676938455,0.049130785098,-0.300470828308552,0.766517232858596,G07_牛羊肉
pbinp0_10,0.036459810710402,0.0110257317965129,3.30679281731968,0.00307943173543459,G07_牛羊肉
pbinp10_25,0.0637217737105709,0.0205019965205171,3.10807650595405,0.0049518745826283,G07_牛羊肉
pbinp25_50,0.0682887794320087,0.0275785050531357,2.47615957791897,0.0210715828321944,G07_牛羊肉
pbinp50p,0.202116862191006,0.0533200123570767,3.79063794729562,0.000944794776636857,G07_牛羊肉
holiday_flag,0.0863799963208857,0.0428740795127677,2.01473704631168,0.0557683952480152,G07_牛羊肉
spring_festival_window_7,1.03103548158952,0.109889772041385,9.38245172809381,2.5096585868272e-09,G07_牛羊肉
lockdown,-0.255929993162071,0.344693514225848,-0.74248566508966,0.465309167337053,G07_牛羊肉
ln_covid,-0.0230514404033513,0.00742820853352273,-3.10323011252612,0.00500909651215534,G07_牛羊肉
hot_cum14,-0.115083124379461,0.0405547146320245,-2.83772492110162,0.00454363216624181,G07_牛羊肉
cold_cum14,0.471395184468725,0.0966884377514774,4.87540387900747,1.08586060658042e-06,G07_牛羊肉
hot_l0,0.0180785927855572,0.0317616372336508,0.569195871502596,0.574740387385156,G08_海鲜
