term,est,se,t,p,model,outcome,n
pbinp0_10,0.0110570930627152,0.00687098956806662,1.60924317424432,0.107563179258522,ppml,spend|trip_G07_牛羊肉,2753315
pbinp10_25,0.0379255834151758,0.0141453663169509,2.68113123162658,0.00733737353514633,ppml,spend|trip_G07_牛羊肉,2753315
pbinp25_50,0.0306550028719391,0.0178140904307024,1.72082896913476,0.0852818639735119,ppml,spend|trip_G07_牛羊肉,2753315
pbinp50p,0.133941219670644,0.0246486592268629,5.43401644843507,5.50994984543022e-08,ppml,spend|trip_G07_牛羊肉,2753315
holiday_flag,0.129745518092356,0.0211266925085713,6.14130763912606,8.18448973020787e-10,ppml,spend|trip_G07_牛羊肉,2753315
spring_festival_window_7,0.393569539534563,0.041198024515997,9.5531167855328,1.25851897467785e-21,ppml,spend|trip_G07_牛羊肉,2753315
lockdown,-0.0475735058715593,0.14699169567759,-0.323647575138574,0.746204865140519,ppml,spend|trip_G07_牛羊肉,2753315
ln_covid,-0.0172864740784637,0.00525506265686232,-3.2894896230952,0.00100369257451824,ppml,spend|trip_G07_牛羊肉,2753315
tbinb12_18,0.00590493195999565,0.00200072444057067,2.95139692416181,0.00716074454776335,lpm,buy|trip_G08_海鲜,2899011
tbinb24_30,0.00933871287161872,0.0017657169539771,5.28890706439907,2.28467325889267e-05,lpm,buy|trip_G08_海鲜,2899011
tbinb6_12,0.00309508075081753,0.00127499864276295,2.42751689845757,0.0234390486557922,lpm,buy|trip_G08_海鲜,2899011
tbingt30,0.0129037730125968,0.00274081026094444,4.70801397545498,9.63745871700046e-05,lpm,buy|trip_G08_海鲜,2899011
tbinle0,-0.00465007372045266,0.00199169731610626,-2.33472911915325,0.0286497879564782,lpm,buy|trip_G08_海鲜,2899011
tbinref18_24,0.007602711116069,0.00158628472025279,4.79277838272149,7.80404514949441e-05,lpm,buy|trip_G08_海鲜,2899011
pbinp0_10,0.000952453507174866,0.000526309359798904,1.80968377142064,0.0834332107431292,lpm,buy|trip_G08_海鲜,2899011
pbinp10_25,0.00493547317121597,0.00114607786817118,4.30640300130007,0.000262352687466415,lpm,buy|trip_G08_海鲜,2899011
pbinp25_50,0.00792508798339625,0.00197763527610083,4.00735569352383,0.000552358883455774,lpm,buy|trip_G08_海鲜,2899011
pbinp50p,0.0163089586294416,0.00531130239014415,3.07061384034642,0.00541109159500492,lpm,buy|trip_G08_海鲜,2899011
holiday_flag,0.0185066754463306,0.00369528576237128,5.00818519498064,4.57065175609545e-05,lpm,buy|trip_G08_海鲜,2899011
spring_festival_window_7,-0.00541607876574957,0.00476457342227613,-1.13673949076478,0.267352450430294,lpm,buy|trip_G08_海鲜,2899011
lockdown,-0.0147660527150722,0.0175730247326746,-0.840268134808734,0.409408401964028,lpm,buy|trip_G08_海鲜,2899011
ln_covid,-0.00362657543885132,0.000525078929443945,-6.90672437130897,4.84300350039038e-07,lpm,buy|trip_G08_海鲜,2899011
tbinb12_18,0.0496840331288116,0.0216029757692561,2.29986987253481,0.0214555933979085,ppml,spend|trip_G08_海鲜,2826454
tbinb24_30,0.0776124842695077,0.0149270574538334,5.19944969124349,1.99879416291449e-07,ppml,spend|trip_G08_海鲜,2826454
tbinb6_12,0.0304855637596369,0.0131096630338946,2.32542695268501,0.0200491416682773,ppml,spend|trip_G08_海鲜,2826454
tbingt30,0.0928962101802978,0.018581467003563,4.99940129390673,5.75086026943035e-07,ppml,spend|trip_G08_海鲜,2826454
tbinle0,-0.00144853609836144,0.0163841764605816,-0.0884106748878372,0.929550277187813,ppml,spend|trip_G08_海鲜,2826454
tbinref18_24,0.0614819147134394,0.0174621342259152,3.52087058305824,0.000430132491311063,ppml,spend|trip_G08_海鲜,2826454
pbinp0_10,0.00969394734315364,0.0046170417856696,2.09960138832656,0.0357639205544743,ppml,spend|trip_G08_海鲜,2826454
pbinp10_25,0.0287493402233277,0.00954996947691157,3.010411739308,0.0026089375959481,ppml,spend|trip_G08_海鲜,2826454
pbinp25_50,0.0282153225185145,0.0171161113510055,1.64846570227862,0.0992571431797422,ppml,spend|trip_G08_海鲜,2826454
pbinp50p,0.0727632919095345,0.0263615648949875,2.76020381185224,0.00577653114200561,ppml,spend|trip_G08_海鲜,2826454
holiday_flag,0.233274207839344,0.0256340511680653,9.10016939226348,9.01910514612494e-20,ppml,spend|trip_G08_海鲜,2826454
spring_festival_window_7,0.212892950885437,0.0273832003773695,7.77458251597865,7.56966348122554e-15,ppml,spend|trip_G08_海鲜,2826454
lockdown,-0.0851345235359717,0.0735757975965619,-1.15709956693626,0.24723168359767,ppml,spend|trip_G08_海鲜,2826454
ln_covid,-0.0210143860798192,0.00487214749171365,-4.31316706145691,1.6093241743881e-05,ppml,spend|trip_G08_海鲜,2826454
tbinb12_18,0.00961391647632184,0.0024134418303984,3.98348796114752,0.00058608340980644,lpm,buy|trip_G09_乳制品,2899011
tbinb24_30,0.021032171323132,0.00348250081151308,6.03938734302661,3.69178468621913e-06,lpm,buy|trip_G09_乳制品,2899011
tbinb6_12,0.00175621255848686,0.00195856536988683,0.896683146495304,0.379178018738248,lpm,buy|trip_G09_乳制品,2899011
tbingt30,0.0187066344812384,0.00434814876425759,4.30220663906664,0.000265112364089756,lpm,buy|trip_G09_乳制品,2899011
tbinle0,-0.00245103936579796,0.00136388071277039,-1.79710684581739,0.0854634160648913,lpm,buy|trip_G09_乳制品,2899011
tbinref18_24,0.0157023884505564,0.00278045705782766,5.64741268215253,9.50336064110133e-06,lpm,buy|trip_G09_乳制品,2899011
pbinp0_10,-3.30085087976672e-05,0.000487111455567051,-0.0677637703248873,0.946559339078958,lpm,buy|trip_G09_乳制品,2899011
pbinp10_25,-0.00304519156302632,0.00124066282550598,-2.45448763388587,0.0220975695774068,lpm,buy|trip_G09_乳制品,2899011
pbinp25_50,-0.0107751561318803,0.00177073913695616,-6.08511773812288,3.30961708306252e-06,lpm,buy|trip_G09_乳制品,2899011
pbinp50p,-0.00914250344693699,0.00182041284576245,-5.02221431156063,4.41447696247634e-05,lpm,buy|trip_G09_乳制品,2899011
holiday_flag,0.0390174041304329,0.00419676286818143,9.29702376711604,2.96937171332829e-09,lpm,buy|trip_G09_乳制品,2899011
spring_festival_window_7,0.0480078983477108,0.00595912275657278,8.05620228157897,3.80295035515715e-08,lpm,buy|trip_G09_乳制品,2899011
lockdown,-0.0131003562493998,0.00564295165965725,-2.32154323473249,0.0294711713121484,lpm,buy|trip_G09_乳制品,2899011
ln_covid,-0.00205502375959612,0.000355316305582348,-5.78364608465693,6.82972951248066e-06,lpm,buy|trip_G09_乳制品,2899011
tbinb12_18,0.0438556330448122,0.0118423484677192,3.70328851277746,0.000212822609243557,ppml,spend|trip_G09_乳制品,2888188
tbinb24_30,0.0814215872887859,0.0162084797945722,5.02339444048613,5.07661323663601e-07,ppml,spend|trip_G09_乳制品,2888188
tbinb6_12,0.00487727439214104,0.0117938086140267,0.413545322953637,0.679207123357392,ppml,spend|trip_G09_乳制品,2888188
tbingt30,0.0654989527740246,0.0209478958608096,3.12675569943821,0.0017674673096686,ppml,spend|trip_G09_乳制品,2888188
tbinle0,0.0115160035967017,0.0115859359067952,0.993964034441752,0.320240377418346,ppml,spend|trip_G09_乳制品,2888188
tbinref18_24,0.0674827726531917,0.0108372128090655,6.22694910971402,4.75605520126112e-10,ppml,spend|trip_G09_乳制品,2888188
pbinp0_10,0.00303149581819527,0.0046980327329282,0.645269198945275,0.518752749345433,ppml,spend|trip_G09_乳制品,2888188
pbinp10_25,-0.00392543699539838,0.00853198187938716,-0.460085013176368,0.645455200886678,ppml,spend|trip_G09_乳制品,2888188
pbinp25_50,-0.0283038541675649,0.0123500634286473,-2.29179828355464,0.0219172857780907,ppml,spend|trip_G09_乳制品,2888188
pbinp50p,-0.0253179620734268,0.0222506561104632,-1.13785238276732,0.255182127407548,ppml,spend|trip_G09_乳制品,2888188
holiday_flag,0.247833367363572,0.0251432577886887,9.85685186249278,6.40253733053139e-23,ppml,spend|trip_G09_乳制品,2888188
spring_festival_window_7,0.383770382610882,0.0299286257988759,12.8228534510694,1.22122053902712e-37,ppml,spend|trip_G09_乳制品,2888188
lockdown,-0.0559361775216111,0.031081969506433,-1.7996342706029,0.0719184060247148,ppml,spend|trip_G09_乳制品,2888188
ln_covid,-0.00547233404402108,0.00212336500092936,-2.57719894677831,0.00996046042227837,ppml,spend|trip_G09_乳制品,2888188
tbinb12_18,-0.00391195826100412,0.00178425166363845,-2.1924924273445,0.0387242015170681,lpm,buy|trip_G10_坚果,2899011
tbinb24_30,-0.0121032198875447,0.00189042933292432,-6.40236568315521,1.56077878548753e-06,lpm,buy|trip_G10_坚果,2899011
tbinb6_12,-0.00160237571060325,0.0015653814062603,-1.02363277358157,0.316655266597952,lpm,buy|trip_G10_坚果,2899011
tbingt30,-0.0154319076131335,0.00239526557674524,-6.44267080984934,1.41981350802632e-06,lpm,buy|trip_G10_坚果,2899011
tbinle0,0.00384860774303034,0.00131843510326593,2.91907256830227,0.00772147554542977,lpm,buy|trip_G10_坚果,2899011
tbinref18_24,-0.00732191852222162,0.00189527787110756,-3.86324276447275,0.000789584120557181,lpm,buy|trip_G10_坚果,2899011
pbinp0_10,0.000360479689386049,0.000400131712233388,0.900902573739993,0.376977267262809,lpm,buy|trip_G10_坚果,2899011
pbinp10_25,-0.000375393963016753,0.000756537754612273,-0.496199906386883,0.624462205882059,lpm,buy|trip_G10_坚果,2899011
pbinp25_50,0.000894936840555171,0.000890109364156398,1.00542346434401,0.325154168079518,lpm,buy|trip_G10_坚果,2899011
pbinp50p,-0.00347616095629693,0.00210753675144273,-1.649395178479,0.11265951865568,lpm,buy|trip_G10_坚果,2899011
holiday_flag,0.00336720096491385,0.00119945611160055,2.80727317352252,0.0100014375302798,lpm,buy|trip_G10_坚果,2899011
spring_festival_window_7,0.0674589148828965,0.00401814769210264,16.7885603148639,2.11236082259697e-14,lpm,buy|trip_G10_坚果,2899011
lockdown,-0.003513053934224,0.00536265595525037,-0.655095900900468,0.518904842208046,lpm,buy|trip_G10_坚果,2899011
ln_covid,-0.00078026351646652,0.000370981258680554,-2.10324240971534,0.0465866126512514,lpm,buy|trip_G10_坚果,2899011
tbinb12_18,-0.0579357717650399,0.0395406927836992,-1.4652189348823,0.142861195177706,ppml,spend|trip_G10_坚果,2756752
tbinb24_30,-0.204562842358369,0.0510694227263091,-4.00558360439399,6.18645471762208e-05,ppml,spend|trip_G10_坚果,2756752
tbinb6_12,-0.0159749032360228,0.0305716443104688,-0.522539876291588,0.601294489758921,ppml,spend|trip_G10_坚果,2756752
tbingt30,-0.293910958862558,0.0630246993078903,-4.66342500781693,3.10989546326602e-06,ppml,spend|trip_G10_坚果,2756752
tbinle0,0.0913904088084355,0.036680621379876,2.49151746536592,0.0127198713189622,ppml,spend|trip_G10_坚果,2756752
tbinref18_24,-0.105529724354244,0.0393052293956855,-2.68487745719219,0.00725564034102281,ppml,spend|trip_G10_坚果,2756752
pbinp0_10,0.0347052998636576,0.0115249575915384,3.01131692572458,0.00260117204182295,ppml,spend|trip_G10_坚果,2756752
pbinp10_25,0.0314746363185597,0.0294060875857639,1.07034423490587,0.28446439027607,ppml,spend|trip_G10_坚果,2756752
pbinp25_50,0.0153965625028384,0.0372635985973417,0.413179700361434,0.679474959662552,ppml,spend|trip_G10_坚果,2756752
pbinp50p,-0.231248580717553,0.0603379415061981,-3.83255667901429,0.000126818368297273,ppml,spend|trip_G10_坚果,2756752
holiday_flag,0.0749568304924616,0.0322713640044942,2.32270413119269,0.020195052197502,ppml,spend|trip_G10_坚果,2756752
spring_festival_window_7,0.792849806555708,0.0288198999229281,27.5104982555802,1.31481016508899e-166,ppml,spend|trip_G10_坚果,2756752
lockdown,-0.0690467519058727,0.151584834677298,-0.455499074514039,0.648750233238537,ppml,spend|trip_G10_坚果,2756752
ln_covid,-0.0460472113525351,0.00694586617469585,-6.62944119486313,3.36960037989364e-11,ppml,spend|trip_G10_坚果,2756752
