variant,model,group,group_label_cn,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,0.0025506980962197315,0.0,0.005247066402451222,0.005247066402451222,0.0,5.082445542833459,-10168.155757407483,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,0.9219325206086189,1.0,76.71404930067574,76.71404930067574,0.0,5.082445542833459,-10168.155757407483,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,6.131521648733728e-05,0.0,0.4190638133955006,0.4077953570497611,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,0.0002668347344593087,0.0,0.12636550051685944,0.1265685332969736,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegetable,蔬菜,0.003510736695075368,0.0,0.024670081954337793,0.024762669385947643,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,fruit,水果,0.011350483410815432,0.0,0.01637533531898199,0.016381062517378333,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,0.0199549611867287,0.0,0.056101268738626725,0.05589343764767983,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,beef,牛肉,0.015238973077839293,0.0,7.410814132725798e-05,7.409958030544277e-05,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,mutton,羊肉,0.0016118886033254245,0.0,0.0047795004821450365,0.004775209567947989,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,poultry,禽肉,0.00012028398033129162,0.0,0.01693379461393693,0.01699657464799196,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,0.014886675250193325,0.0,0.0001867378413743474,0.0001867141632042246,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,0.0042823523441291676,0.0,0.008441575839057042,0.00842628255781177,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,0.00246580764388464,0.0,0.005478334473266044,0.005496302531686044,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,0.9262496878567308,1.0,75.98635324816706,76.3819114955732,0.00012342195148816554,5.14078166428825,-10179.621035065551,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
