draw,status,eps_ll,eps_mm,M_ml,M_lm,B_labor
22,ok,-0.214080278449479,-0.801832146060133,0.666115141220166,0.923300484537238,-0.0115980451664085
23,ok,-0.199135912667684,-0.758984374061714,0.561308100573958,0.862391189954434,-0.0131312347024549
24,ok,-0.205540622771348,-0.834870929321609,0.631233114937602,0.951291516819351,-0.00896864030744399
25,ok,-0.216127153099629,-0.846106407746192,0.665676656852346,0.972792484416783,-0.0132430037558662
26,ok,-0.191963507653407,-0.76498205480312,0.580653663028324,0.859214335740623,-0.0149698805977591
27,ok,-0.222975073056984,-0.884200513691008,0.669305015877906,1.01162875943506,-0.0140953810899258
28,ok,-0.228606200538158,-0.896272390023176,0.752620238321563,1.02894629449535,-0.0107320055861992
29,ok,-0.188927582751661,-0.773306829843956,0.589456521960503,0.88865251173373,-0.0139382730324927
30,ok,-0.206225417825115,-0.827860432691444,0.690121710391559,0.966340878557628,-0.0154321806696042
31,ok,-0.209076335089772,-0.796764418229658,0.618359853155825,0.919568440987848,-0.0102831935309115
32,ok,-0.218815651470259,-0.752834523768983,0.63124040748121,0.87996634472991,-0.0155968109197354
33,ok,-0.192263322293973,-0.925510022430751,0.639618161573508,1.03752448981018,-0.0128752375131624
34,ok,-0.196141063675398,-0.839170843423742,0.601307893272698,0.947452761307582,-0.0147558406691806
35,ok,-0.194563994268679,-0.798549653974498,0.595246981622242,0.915504285623219,-0.0159924198511065
36,ok,-0.184741992665423,-0.795033538569617,0.597747957755129,0.901367707357323,-0.013753760761925
37,ok,-0.200361095017577,-0.788436337201179,0.562977513539144,0.893261891940091,-0.0112542602637407
38,ok,-0.176263503300365,-0.825119559647613,0.536461266554104,0.910444556053212,-0.00974305893614688
39,ok,-0.192625051629023,-0.850617664578232,0.643287516547133,0.969821843181133,-0.0146425937233816
40,ok,-0.211671643008006,-0.836894784255944,0.6488225397655,0.963084470629143,-0.0124552498551716
41,ok,-0.210944167633007,-0.801739772517097,0.63551520704779,0.926857865611464,-0.0149516980322771
42,ok,-0.212255495107059,-0.796860475404809,0.594333275506576,0.913195852644142,-0.0145514935296797
43,ok,-0.181425975506349,-0.826548171360419,0.565953845897258,0.928743461955813,-0.0138794024903166
44,ok,-0.194301339808606,-0.839297422520786,0.58600711512934,0.938158858302873,-0.0131282758371121
45,ok,-0.214336277865274,-0.786221515285163,0.628577109181389,0.907174136340687,-0.0139920533695285
46,ok,-0.216426929679384,-0.84229165059344,0.654805206784656,0.972228665513605,-0.0149763887949629
47,ok,-0.208487940640031,-0.848548070234801,0.629397716061079,0.965926412015373,-0.0142768163089782
48,ok,-0.192260665297669,-0.775884822117253,0.537360113690688,0.879234115859996,-0.0105977072103238
49,ok,-0.187393933525091,-0.75911613525797,0.525998468288728,0.852265718265773,-0.0117373350174804
50,ok,-0.191339753249103,-0.769984506104838,0.575750049411273,0.879024140673752,-0.0118493576168436
51,ok,-0.195858378561836,-0.849249382769937,0.607184812998633,0.963144764102196,-0.0125078925095519
52,ok,-0.212794817262308,-0.807576859627157,0.66318872868952,0.928665425863896,-0.0111562571526983
53,ok,-0.195156053535548,-0.842289090816872,0.601766203905324,0.963747332783484,-0.0122323116526704
54,ok,-0.237999121391555,-0.848481742890791,0.776295840778739,0.993565531126044,-0.012116492553954
55,ok,-0.194055152804856,-0.75558150266683,0.548223215121355,0.85345412824834,-0.0072959793988681
56,ok,-0.217584456073234,-0.833795129368977,0.645331417220916,0.948857384474412,-0.0153621321841071
57,ok,-0.205673907188608,-0.88382801242005,0.641883042984387,0.996981034019325,-0.0133034897930201
58,ok,-0.196850287464687,-0.767679688988803,0.613487223518784,0.876403274269047,-0.011961687011057
59,ok,-0.193324729371863,-0.78859288933466,0.591427700738982,0.889228482419164,-0.00968622450978645
60,ok,-0.217430313747813,-0.880271856512097,0.659707996096415,1.01223601851203,-0.016575554531296
61,ok,-0.208916207144994,-0.751957622758647,0.582885476231813,0.863876553487924,-0.010654350320934
62,ok,-0.185537894777985,-0.802144530632747,0.582223071746447,0.908192493446223,-0.0129407013560816
63,ok,-0.22202439098591,-0.833919061406856,0.716660068564223,0.98690965144853,-0.00991394612419834
64,ok,-0.198318077739002,-0.790966153670725,0.607248962754776,0.909644422342119,-0.0164757903436939
65,ok,-0.205494234617469,-0.840747140140464,0.618063630525586,0.955496240087761,-0.0162858905097147
66,ok,-0.207021658913468,-0.789292922771032,0.64254911000379,0.919395107341298,-0.0142480264935238
67,ok,-0.192676325147111,-0.763317629124862,0.579415228268346,0.86461197441613,-0.00929268895249043
68,ok,-0.188675225193083,-0.779031641782464,0.57805767414127,0.877971457470797,-0.0141229622628351
69,ok,-0.18298628069563,-0.83837245529578,0.598592324739112,0.954413352999287,-0.0132624723332745
70,ok,-0.182443526192227,-0.824484326088829,0.583555253352134,0.927669099254335,-0.0147813073934989
71,ok,-0.201821500835328,-0.836837422772955,0.578140778191411,0.95709710877222,-0.0203022469225212
72,ok,-0.230081128080982,-0.818184420873692,0.691207709610609,0.962935235330269,-0.0163789612734193
73,ok,-0.200287499418507,-0.843068311582047,0.59749758113403,0.959269550652062,-0.0148013799296897
74,ok,-0.17485684458744,-0.780853695499745,0.572407740827547,0.882201633845047,-0.0118205488809625
75,ok,-0.18932624865489,-0.817336180759114,0.567872470894917,0.920999438320663,-0.00924460285535719
76,ok,-0.217552477701187,-0.803702156071654,0.629909780752318,0.928552809013183,-0.0167895719956832
77,ok,-0.184006855172419,-0.799479943410283,0.586689531908766,0.909757518130536,-0.0117099147890451
78,ok,-0.197990025471863,-0.788451879780363,0.609025639474515,0.898415920561368,-0.0153393126326631
79,ok,-0.184682053694399,-0.789232811317808,0.571351901981999,0.884701527600181,-0.0104203782236032
80,ok,-0.205547304786903,-0.820288466982235,0.587989820143165,0.936433879575351,-0.0140493983971014
81,ok,-0.193008669393492,-0.818699274670284,0.610462453164693,0.924639998490101,-0.0116143113627087
82,ok,-0.198900528103707,-0.813711721773405,0.60074419249327,0.923588405916843,-0.013729420873945
83,ok,-0.211430686564298,-0.787632495664949,0.653932511806078,0.912495467536886,-0.0130699982697885
84,ok,-0.197495172012295,-0.770591020460615,0.575721808674847,0.877891595510745,-0.0122318801460087
85,ok,-0.201508005663235,-0.858929880767539,0.612144865436354,0.980421795865139,-0.0141570064781991
86,ok,-0.187346029514549,-0.76699049019595,0.569993843383496,0.873633320656244,-0.0145785471799858
87,ok,-0.211812409365854,-0.871767362872204,0.670013246369217,1.00536449460053,-0.0125812901516752
88,ok,-0.193995981262005,-0.807563147253921,0.591999024812169,0.922756671117733,-0.0152785296161552
89,ok,-0.193543272378296,-0.78849153122848,0.595464955998362,0.894029128446347,-0.0137060972543033
90,ok,-0.252033729275608,-0.885991485369713,0.827193332600154,1.04427284341288,-0.0145327757035424
91,ok,-0.189225489838956,-0.79256493187396,0.55005823244992,0.889966865834304,-0.00897486403638933
92,ok,-0.217242231828923,-0.812605518500968,0.620481727806821,0.927471989723714,-0.0173086045051321
93,ok,-0.203881036033339,-0.745681333627605,0.565377659812364,0.853742272891767,-0.0136280994144235
94,ok,-0.193179212659666,-0.813679088127122,0.634373605741856,0.923705711817383,-0.010258312608441
95,ok,-0.212668461429837,-0.836005552925035,0.646607187468571,0.973354169276298,-0.0145434946348265
96,ok,-0.183679891770545,-0.808810405472461,0.564866796058254,0.904415753560266,-0.00834153368699115
97,ok,-0.184273938279973,-0.811435272211415,0.567406060515249,0.911858003898741,-0.0143005792925207
98,ok,-0.191736721245142,-0.781901548795351,0.605001562569566,0.8888564190224,-0.0110617942100662
99,ok,-0.188727318217994,-0.823528211349951,0.575746109867046,0.937690504680005,-0.0142442757139486
100,ok,-0.193284234286113,-0.842230156427721,0.589248029949004,0.940191279984166,-0.00577614275817527
101,ok,-0.199021966453819,-0.805996501164338,0.587844525252529,0.924666391605783,-0.0175792235890954
102,ok,-0.192769457675904,-0.782403731902025,0.579048009099649,0.885689776890251,-0.00814543774220365
103,ok,-0.188223938482771,-0.80059596004743,0.573675195629913,0.907119709976109,-0.0158206912988443
104,ok,-0.19096406897733,-0.773421008991385,0.552134710369152,0.876893515047843,-0.0156022693059509
105,ok,-0.186449476274128,-0.780023090450287,0.57102643319934,0.88449207542395,-0.0153726791684991
106,ok,-0.186884100387505,-0.803529351928548,0.556788722278562,0.910089230265281,-0.0199204095105818
107,ok,-0.197519968461567,-0.781971961332994,0.611371678171467,0.888261104288756,-0.0116891046287408
108,ok,-0.201948504845935,-0.87097772420112,0.61120175977884,0.991022912198742,-0.0144613792234862
109,ok,-0.195939483868502,-0.809377553995799,0.598318276821141,0.92236382999395,-0.0148572340739713
110,ok,-0.182011920590264,-0.754943708465066,0.527878529470469,0.848819990250724,-0.0133666413199794
111,ok,-0.19314601882004,-0.825602659995167,0.604885414405237,0.938306900199434,-0.0159223938137175
112,ok,-0.195107298378087,-0.831788811577768,0.597180796966903,0.94173467963168,-0.0150039387712099
113,ok,-0.202631851291437,-0.769876019282043,0.603017168228215,0.889758082777002,-0.0176067686889398
114,ok,-0.200927043020192,-0.832066887455513,0.609008506524546,0.946592075703749,-0.0149160283791255
115,ok,-0.207067121381918,-0.752715713727886,0.615111045545189,0.865800928043725,-0.0120593438686134
116,ok,-0.213855837730582,-0.789682599281455,0.621422898529112,0.907835468055142,-0.014129679060881
117,ok,-0.194609253412929,-0.787987464277374,0.569334731440812,0.899295540839848,-0.0126527563844089
118,ok,-0.202667724649089,-0.812629924069952,0.645871789076433,0.929010617334297,-0.0124797810098398
119,ok,-0.17819205856891,-0.813047832358957,0.600712667791333,0.921877973363684,-0.010566571686567
120,ok,-0.181245545018194,-0.786169611651861,0.602758735935565,0.88822115760578,-0.0129413304355574
121,ok,-0.209464930364247,-0.866691697145275,0.629370121677745,0.987716734997034,-0.0154133072364202
122,ok,-0.250203220993909,-0.851667304464039,0.783835587990468,1.0064227580342,-0.0131481492007002
123,ok,-0.202089268651546,-0.739370943137838,0.608444907326727,0.851860101060598,-0.012649860406401
124,ok,-0.185957463537552,-0.754933126742209,0.570109292680853,0.864808031158469,-0.0159792886282023
125,ok,-0.209645693036419,-0.777205196781282,0.575389664852059,0.887223262410165,-0.0178273113016436
126,ok,-0.22879324403319,-0.976542815385547,0.813474312944719,1.12633925512261,-0.0102227697925069
127,ok,-0.179837672941855,-0.818976996036997,0.590393662474363,0.930323244703292,-0.00975752000954413
128,ok,-0.188682063599781,-0.788353281097803,0.546115255214879,0.880732121959772,-0.0151268692124834
129,ok,-0.202491008590315,-0.817753770114837,0.563928734509355,0.923190586332094,-0.0139192654136876
130,ok,-0.232786039107319,-0.838811598824342,0.719968362686205,0.979207925475176,-0.0149625320577564
131,ok,-0.18904973116883,-0.82911460137907,0.604321576305634,0.942910962859163,-0.0122805505559784
132,ok,-0.223442024759393,-0.818421683716764,0.656216119009574,0.947106533535536,-0.0157657669010204
133,ok,-0.197430480367124,-0.775019411658502,0.58409385662963,0.879476980598208,-0.0163418902634602
134,ok,-0.212656923172693,-0.819763777479756,0.621324275970562,0.950238687667344,-0.0188012107732725
135,ok,-0.234540343595488,-0.854308685793378,0.730348308938546,0.99487536341244,-0.0168750123905419
136,ok,-0.210980036970936,-0.782489007957079,0.612237360909184,0.896457347784483,-0.0159895116000994
137,ok,-0.246115335231793,-0.868140310903395,0.758177698827939,1.02447434871169,-0.0109810116765398
138,ok,-0.190418310260752,-0.750634030428271,0.579475145228369,0.849748432102615,-0.0109411659327623
139,ok,-0.20878446350298,-0.755638985667003,0.59816156023297,0.877247734799061,-0.0158202586860475
140,ok,-0.208606423037524,-0.82653832252827,0.613949737393481,0.944284807250888,-0.0157999186083556
141,ok,-0.185610021222148,-0.772524065809515,0.575882115683742,0.877924814166217,-0.0101276982161421
142,ok,-0.190994820097035,-0.780409020635623,0.57688371073601,0.884937019792402,-0.0126814452741129
143,ok,-0.203177334897554,-0.814751530832412,0.595066144314094,0.925098274815587,-0.0147247884629372
144,ok,-0.184966433456951,-0.769265869668212,0.566408296580427,0.871112525029818,-0.00992358808724879
145,ok,-0.220456846184349,-0.742140796948694,0.598487075093739,0.864019888888466,-0.0161014918749175
146,ok,-0.195943036601676,-0.780151559616557,0.579259532684888,0.893540919094329,-0.0116386625782481
147,ok,-0.204497229178404,-0.806010913434178,0.605146028609357,0.921348029442611,-0.0122533374952764
148,ok,-0.201032195045459,-0.775304253182204,0.573266387500186,0.876163460284347,-0.0106000654365316
149,ok,-0.19043110975215,-0.814342532433719,0.584444381747829,0.930764904484351,-0.0206476723620569
150,ok,-0.212556156156206,-0.812132370023484,0.63124902783982,0.930241084889758,-0.0153825058708131
151,ok,-0.193522880110794,-0.787282041396635,0.554054730795788,0.889679163012638,-0.013154066482735
152,ok,-0.180164032941802,-0.762713524939881,0.551553144727996,0.857577056363371,-0.0108710431599164
153,ok,-0.210558136519768,-0.781185093217163,0.653611325437634,0.897638115300061,-0.0111455751103893
154,ok,-0.216650183269188,-0.797874861875261,0.63257122674147,0.913734980744198,-0.0133872996382611
155,ok,-0.201389984708795,-0.830741188268201,0.620065888485668,0.943964665883691,-0.0104312280139382
156,ok,-0.184896633435803,-0.836569989013749,0.590137096646724,0.950749553647878,-0.0108338245442935
157,ok,-0.19365556371936,-0.883563222408965,0.625264699518307,1.00333726012844,-0.0128078429731461
158,ok,-0.179314868459051,-0.697768596933743,0.525364519474842,0.797205346271161,-0.0121705036186689
159,ok,-0.212203945622604,-0.802814095848136,0.640082351738816,0.918466045373381,-0.0123878512983296
160,ok,-0.195192620399743,-0.810083664799666,0.60011375163463,0.925058585477624,-0.0109468834771909
161,ok,-0.208832702038593,-0.844809828176856,0.686632377426179,0.974744576852564,-0.0116766498400479
162,ok,-0.200524138067437,-0.758795009963432,0.558809452644611,0.866302670983149,-0.0179468210360873
163,ok,-0.190919222083001,-0.790797730786131,0.612127157295349,0.90854245693457,-0.0135872516919145
164,ok,-0.203586581373679,-0.819825578136725,0.622169811531108,0.938690534387037,-0.0158882189633152
165,ok,-0.178876628041151,-0.77770019794613,0.537113862162226,0.861697671015244,-0.0110392421435653
166,ok,-0.211489539038256,-0.999626057468009,0.716561939201221,1.13271633479795,-0.0163052781593415
167,ok,-0.192063348121586,-0.810635580519962,0.585218432188655,0.912619705352818,-0.0106615189028177
168,ok,-0.196681048591338,-0.809768114670587,0.61916134876397,0.930408587196571,-0.0169201535367216
169,ok,-0.217154596033168,-0.832118354398131,0.636643568527263,0.957520198114766,-0.0155908759336867
170,ok,-0.198885220816121,-0.792866662272184,0.578219610834686,0.905984185950742,-0.0128233231874941
171,ok,-0.212386021962912,-0.810704325329875,0.63435522895,0.945985383540139,-0.0158993037659884
172,ok,-0.222982923606329,-0.828589528053078,0.634082353817556,0.97054529418157,-0.0189442760628878
173,ok,-0.196822545035565,-0.792107140629364,0.589218376797234,0.913717091997519,-0.0159597123525746
174,ok,-0.197027581596902,-0.766905461007602,0.565060227284341,0.865123147432285,-0.0119710863572676
175,ok,-0.18288431424551,-0.786793495449428,0.593939691771184,0.895774630658185,-0.00995486519413769
176,ok,-0.187179165558932,-0.82924572541031,0.543445250779566,0.925176889782373,-0.013427131462504
177,ok,-0.210993086794591,-0.896741682132736,0.715262746034857,1.03118348553482,-0.011673025863475
178,ok,-0.196166522134983,-0.769218085158044,0.565847432178719,0.868639213062252,-0.012287499408814
179,ok,-0.214170304290366,-0.857187341030652,0.636289895380822,0.978071128709342,-0.0164115486809055
180,ok,-0.192203285237916,-0.86640425931556,0.629765827356159,0.987029637493664,-0.0124053713846687
181,ok,-0.186456847594133,-0.761395560350531,0.564548791515403,0.862440582933548,-0.0124051244529259
182,ok,-0.196708388383875,-0.783758302591581,0.608966465846529,0.894305810084169,-0.0120542551444737
183,ok,-0.179231782235524,-0.833758388488951,0.559448976567164,0.92825101784498,-0.0101888053209097
184,ok,-0.19868420033865,-0.763963549663102,0.594327100138115,0.878194756841469,-0.0176545057747752
185,ok,-0.210758363463224,-0.854738123652594,0.679293693179439,0.981651636994364,-0.0121322562966349
186,ok,-0.206997066953727,-0.750198159669604,0.56836393457078,0.863013195767215,-0.0137394997757397
187,ok,-0.176227470576255,-0.771392711121423,0.560370510574596,0.870722741709025,-0.0100205133074741
188,ok,-0.205532771793712,-0.805295192731127,0.591301474807197,0.915945930904959,-0.0121144998324259
189,ok,-0.225222374207315,-0.817692266035301,0.654075882708558,0.953364500548849,-0.0177881113429662
190,ok,-0.203431217677045,-0.74933325368301,0.573551575227253,0.853526912237215,-0.0114656606973589
191,ok,-0.202358378555422,-0.817767096551379,0.645387574161691,0.944319875943396,-0.0125582797322772
192,ok,-0.193423915263109,-0.755119596202034,0.566022004766956,0.866287055196888,-0.018181852907206
193,ok,-0.180188987229125,-0.762523893598587,0.544310271768568,0.857224965683967,-0.0118198664778435
194,ok,-0.204248314109536,-0.861828730422298,0.669202160458703,0.985895846336553,-0.0124918860284818
195,ok,-0.17604713120592,-0.871038427367022,0.529636650668139,0.964185388098166,-0.0110038501879749
196,ok,-0.213610955358298,-0.829460630734033,0.652820800374003,0.959965142119663,-0.0175567449621739
197,ok,-0.194355674471447,-0.760440918374038,0.561962232572214,0.868655135864506,-0.01356556149454
198,ok,-0.200053646031785,-0.827149839185817,0.626226374624822,0.945283005526379,-0.0115038323634673
199,ok,-0.18743318898967,-0.809618066305617,0.55816244162407,0.917640617825766,-0.0144885923420462
200,ok,-0.237808352139475,-0.805600594785015,0.697738145440003,0.940941006090272,-0.0130244956077362
