model,margin,elasticity_type,demand_good,shock_good,elasticity,aggregate_elasticity,trimmed_aggregate,trimmed_mean,std_dev,p10,p50,p90,negative_rate,near_zero_rate,min,max,n_valid,support_rate,min_share_floor,demand_good_name,shock_good_name
AIDS NLSUR-CF,latent,hicksian,9,1,0.2974614603525977,0.2447637,0.24759918,0.28956598,0.14657304,0.19420342,0.28457788,0.38138634,0.0,0.0,0.080185413,3.4282794,2480,0.79207921,0,干果及制品,主食及加工品
AIDS NLSUR-CF,latent,marshallian,1,2,-0.0367511028407916,-0.037936125,-0.037502773,-0.036455214,0.010066395,-0.048725631,-0.035329446,-0.026072662,1.0,0.9153226,-0.12125046,-0.019405216,2480,0.79207921,0,主食及加工品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,1,2,-0.0012059127691002,-0.011694098,-0.010852727,-0.0010703573,0.024318194,-0.032092582,0.00077479292,0.027979899,0.49153227,0.95766127,-0.11404978,0.074944623,2480,0.79207921,0,主食及加工品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,2,2,0.6978775042258397,0.47771466,0.43770373,0.34664434,6.1568789,-0.40739858,-0.033489525,1.509874,0.52459675,0.079838708,-0.6374796,242.81168,2480,0.79207921,0,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,2,2,0.7187500729232086,0.49315932,0.45100996,0.36183867,6.1518269,-0.3602598,-0.012540007,1.5046375,0.51129031,0.088709675,-0.54741919,242.79048,2480,0.79207921,0,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,3,2,-0.0244503956665749,-0.025119593,-0.024983117,-0.024349453,0.006335448,-0.033457585,-0.023188531,-0.017678652,1.0,0.99879032,-0.058167372,-0.010027799,2480,0.79207921,0,畜禽肉,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,3,2,0.0255299783967501,0.011036057,0.011839897,0.025328366,0.022521773,-0.003878769,0.02459709,0.055394489,0.14314516,0.85201615,-0.025091309,0.10638395,2480,0.79207921,0,畜禽肉,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,4,2,0.1314842925325843,0.11342025,0.11148991,0.1248752,0.097710818,0.084787942,0.11358704,0.18026415,0.0,0.0,0.063223325,2.8007326,2480,0.79207921,0,蛋类及制品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,4,2,0.1663014095823332,0.13950665,0.13832593,0.16017596,0.093571104,0.11751262,0.14819743,0.21520308,0.0,0.0,0.082671709,2.7035522,2480,0.79207921,0,蛋类及制品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,5,2,-0.057642963840115,-0.048251066,-0.047906157,-0.052758273,0.069207743,-0.083454698,-0.044955801,-0.027839437,1.0,0.59395164,-1.4202096,-0.016823595,2480,0.79207921,0,奶类,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,5,2,-0.0176691003727265,-0.020171117,-0.019776436,-0.012831321,0.07400196,-0.049098887,-0.010077784,0.026476242,0.62782258,0.89838707,-1.4380496,0.07272274,2480,0.79207921,0,奶类,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,6,2,-0.8635169829603195,-0.19251202,-0.19164971,-0.42860803,8.3898497,-0.81972373,-0.18632559,-0.10547793,1.0,0.0,-345.44165,-0.0559856,2480,0.79207921,0,水产品及制品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,6,2,-0.5477016697953506,-0.13419268,-0.13333234,-0.26279023,4.9985232,-0.50083858,-0.11058709,-0.030854007,0.97903228,0.1875,-186.14178,0.053308528,2480,0.79207921,0,水产品及制品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,7,2,-0.0398000644312487,-0.031426799,-0.031217568,-0.037555721,0.047272936,-0.060127132,-0.034372255,-0.019790351,0.99879032,0.80282259,-1.5521356,0.0074679656,2480,0.79207921,0,油脂,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,7,2,-0.0206888032698622,-0.017995942,-0.01717853,-0.017728377,0.061302125,-0.053156111,-0.016110064,0.014815204,0.72379035,0.88104838,-1.6211956,0.074529923,2480,0.79207921,0,油脂,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,8,2,-0.0440793031127197,-0.031318232,-0.031528544,-0.041825619,0.043303844,-0.063875243,-0.037852135,-0.024959357,1.0,0.74314517,-1.4503704,-0.017679092,2480,0.79207921,0,蔬菜及制品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,8,2,-0.0145031503308113,-0.0081969276,-0.0082059614,-0.011597688,0.061332595,-0.036472626,-0.010244207,0.012860934,0.71774191,0.94838709,-2.1007283,0.044836544,2480,0.79207921,0,蔬菜及制品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,9,2,-0.2873177422304093,-0.23783641,-0.23608412,-0.25207952,0.51650965,-0.47747958,-0.17667274,-0.11019824,1.0,0.0,-12.695237,-0.073394187,2480,0.79207921,0,干果及制品,豆类及加工品
AIDS NLSUR-CF,latent,hicksian,9,2,-0.2118830007809337,-0.18574511,-0.18271495,-0.18194738,0.4538717,-0.37476641,-0.10774686,-0.048703924,1.0,0.10766129,-11.33438,-0.005464348,2480,0.79207921,0,干果及制品,豆类及加工品
AIDS NLSUR-CF,latent,marshallian,1,3,-0.1714279745401222,-0.19857605,-0.19372644,-0.169799,0.049366791,-0.23418722,-0.15907896,-0.12268545,1.0,0.0,-0.62113863,-0.091096327,2480,0.79207921,0,主食及加工品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,1,3,0.0694797374867052,0.051126875,0.054629657,0.070861004,0.062339485,0.0039509484,0.066889957,0.14789583,0.087903224,0.38669354,-0.47410187,0.24429888,2480,0.79207921,0,主食及加工品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,2,3,0.0468855119450192,0.017385351,0.019065717,0.038310725,0.18748987,-0.018731855,0.03668122,0.088353723,0.18306452,0.62701613,-0.60658205,6.8290372,2480,0.79207921,0,豆类及加工品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,2,3,0.0613803447624085,0.082301125,0.087133661,0.11494933,0.9548378,-0.072868384,0.15314806,0.26372492,0.14314516,0.088306449,-37.847389,0.39128703,2480,0.79207921,0,豆类及加工品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,3,3,-0.4306022793796206,-0.47840399,-0.47454289,-0.43397194,0.14696831,-0.57663822,-0.4686012,-0.23104356,0.98306453,0.011693548,-0.69036746,0.41759089,2480,0.79207921,0,畜禽肉,畜禽肉
AIDS NLSUR-CF,latent,hicksian,3,3,-0.0895686983572559,-0.11039509,-0.11058674,-0.092813142,0.090722814,-0.16083245,-0.12289355,0.02705944,0.85967743,0.14516129,-0.18325207,0.58039665,2480,0.79207921,0,畜禽肉,畜禽肉
AIDS NLSUR-CF,latent,marshallian,4,3,-0.1696727199969479,-0.15060431,-0.14788797,-0.16136396,0.12376294,-0.22695948,-0.14758031,-0.11341448,1.0,0.0,-3.6106417,-0.07154908,2480,0.79207921,0,蛋类及制品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,4,3,0.0677705143803082,0.11169898,0.11184236,0.078218922,0.16841365,-0.017128285,0.087156981,0.16868803,0.12016129,0.22056451,-4.4781322,0.26765388,2480,0.79207921,0,蛋类及制品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,5,3,-0.6763424011908554,-0.5770939,-0.57155806,-0.61893719,0.80769265,-0.9848792,-0.52491266,-0.32503933,1.0,0.0,-16.298046,-0.19886598,2480,0.79207921,0,奶类,畜禽肉
AIDS NLSUR-CF,latent,hicksian,5,3,-0.400398386230754,-0.27178442,-0.27077097,-0.34185696,0.82556939,-0.72092879,-0.25126219,-0.028095193,0.94758064,0.11854839,-16.36311,0.11791865,2480,0.79207921,0,奶类,畜禽肉
AIDS NLSUR-CF,latent,marshallian,6,3,-5.014737359177862,-0.95701176,-0.96364027,-2.4600706,48.832764,-4.6362605,-1.0544224,-0.64717573,1.0,0.0,-1973.0109,-0.38554037,2480,0.79207921,0,水产品及制品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,6,3,-3.278556921479929,-0.31216145,-0.32557246,-1.4174687,35.622688,-3.0766704,-0.46589008,-0.094021916,0.9794355,0.050000001,-1453.8193,0.11025016,2480,0.79207921,0,水产品及制品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,7,3,0.1038185869067538,0.077540152,0.077065393,0.097032264,0.13728088,0.032355092,0.083951086,0.18848391,0.0024193549,0.22540322,-0.017783798,4.0037971,2480,0.79207921,0,油脂,畜禽肉
AIDS NLSUR-CF,latent,hicksian,7,3,0.2215687972623267,0.20940892,0.21296568,0.22924535,0.16663662,0.15600765,0.23068535,0.30072093,0.0084677422,0.0028225807,-4.7132459,0.40700307,2480,0.79207921,0,油脂,畜禽肉
AIDS NLSUR-CF,latent,marshallian,8,3,-0.1918631535965447,-0.16637555,-0.16585508,-0.18318959,0.15472429,-0.25470835,-0.16862109,-0.12745582,1.0,0.0,-5.1179533,-0.090846226,2480,0.79207921,0,蔬菜及制品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,8,3,0.018894100218504,0.075714283,0.074276596,0.031788271,0.24933216,-0.071153834,0.041418064,0.13611563,0.30645162,0.40322581,-8.1609983,0.25973129,2480,0.79207921,0,蔬菜及制品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,9,3,-0.0755296574536767,-0.036520939,-0.037904687,-0.066584237,0.14919879,-0.15616669,-0.051621869,-0.0040237634,0.92298388,0.47419354,-3.7235465,0.1748918,2480,0.79207921,0,干果及制品,畜禽肉
AIDS NLSUR-CF,latent,hicksian,9,3,0.4350546399033771,0.45990103,0.45747021,0.4194569,0.27831623,0.269288,0.39378077,0.58363783,0.0,0.0,0.13859546,6.4397964,2480,0.79207921,0,干果及制品,畜禽肉
AIDS NLSUR-CF,latent,marshallian,1,4,-0.0085112322909349,-0.0075474395,-0.0076300432,-0.0084578944,0.0029542046,-0.012118031,-0.0082282573,-0.0050585782,1.0,1.0,-0.028630588,-0.0016038236,2480,0.79207921,0,主食及加工品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,1,4,0.0263322430203272,0.028866448,0.028700059,0.026405221,0.012897355,0.010276461,0.026550183,0.043061767,0.026209677,0.966129,-0.025255635,0.063097686,2480,0.79207921,0,主食及加工品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,2,4,0.2299777268726086,0.20408981,0.19789843,0.18143252,0.84760606,0.077693127,0.12731065,0.34507924,0.0,0.002016129,0.04655543,33.387596,2480,0.79207921,0,豆类及加工品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,2,4,0.2351227159322497,0.21473166,0.20993745,0.19421025,0.71913713,0.105682,0.14816274,0.33147728,0.0,0.0,0.071450621,28.551544,2480,0.79207921,0,豆类及加工品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,3,4,-0.036852283409834,-0.03513319,-0.035163965,-0.036632784,0.0098401858,-0.050958868,-0.034240827,-0.026992641,1.0,0.88991934,-0.09436392,-0.018833013,2480,0.79207921,0,畜禽肉,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,3,4,0.0127207698858525,0.016029373,0.016108409,0.012747045,0.011064556,-0.0020434149,0.013397049,0.025874067,0.12016129,0.99959677,-0.027237967,0.050535668,2480,0.79207921,0,畜禽肉,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,4,4,-0.1442955113340038,-0.27955964,-0.29127631,-0.18905756,0.65136528,-0.45314702,-0.26571137,0.18532248,0.81975806,0.05564516,-0.58983207,17.938049,2480,0.79207921,0,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,4,4,-0.1089457025431833,-0.24022573,-0.25183922,-0.15281112,0.64391828,-0.40288734,-0.23005994,0.20479687,0.80846775,0.062096775,-0.52064359,17.933138,2480,0.79207921,0,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,5,4,0.007068579881148,0.0065018809,0.0064233951,0.0064944895,0.0081087211,0.0030958841,0.0055494844,0.010685405,0.0,0.99435484,0.0019920617,0.17532636,2480,0.79207921,0,奶类,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,5,4,0.046741306863926,0.048106451,0.048327975,0.046634506,0.013500791,0.029727064,0.046562098,0.062430352,0.0,0.596371,0.0064021121,0.16417313,2480,0.79207921,0,奶类,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,6,4,-0.9738113995679304,-0.21694152,-0.21704718,-0.48818296,8.9478712,-0.90560997,-0.21792544,-0.13038851,1.0,0.0,-353.74829,-0.078611009,2480,0.79207921,0,水产品及制品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,6,4,-0.7327481081102752,-0.12598474,-0.12570085,-0.34465039,7.1924415,-0.67591053,-0.12811789,-0.059392791,1.0,0.053629033,-283.84366,-0.027474727,2480,0.79207921,0,水产品及制品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,7,4,-0.0719906075646427,-0.064759322,-0.063160285,-0.067312934,0.085364386,-0.1077689,-0.057989862,-0.041067835,1.0,0.34637097,-2.6173077,-0.023050388,2480,0.79207921,0,油脂,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,7,4,-0.0538673495261424,-0.044157233,-0.042063177,-0.047236368,0.12271658,-0.10140013,-0.037243295,-0.0070593297,0.96169353,0.61532259,-3.4511535,0.02336571,2480,0.79207921,0,油脂,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,8,4,-0.0360184901070752,-0.026029766,-0.026018919,-0.034081377,0.036748197,-0.052530885,-0.031064317,-0.019541614,1.0,0.87379032,-1.2467709,-0.012401508,2480,0.79207921,0,蔬菜及制品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,8,4,-0.0051512583092096,0.0095056137,0.0093456879,-0.0027452696,0.051203646,-0.034413431,0.0022702729,0.023437068,0.47258064,0.95846772,-1.6195713,0.047655325,2480,0.79207921,0,蔬菜及制品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,9,4,-0.0540349899177362,-0.047865059,-0.047406126,-0.047120534,0.10339303,-0.09284009,-0.033614777,-0.01506985,1.0,0.64838707,-2.52967,-0.0080494676,2480,0.79207921,0,干果及制品,蛋类及制品
AIDS NLSUR-CF,latent,hicksian,9,4,0.0217340703229708,0.023197385,0.023571854,0.023853023,0.037509929,0.0067287246,0.024504947,0.043834962,0.065322578,0.95161289,-0.8270058,0.069313586,2480,0.79207921,0,干果及制品,蛋类及制品
AIDS NLSUR-CF,latent,marshallian,1,5,-0.0288626460140547,-0.032088242,-0.031436905,-0.028674226,0.0082366839,-0.040165748,-0.026791343,-0.020628935,1.0,0.97822583,-0.090847924,-0.012607381,2480,0.79207921,0,主食及加工品,奶类
AIDS NLSUR-CF,latent,hicksian,1,5,0.0181932360886077,0.011556301,0.012316688,0.018045085,0.024490833,-0.011893913,0.016009768,0.051521674,0.22258064,0.88790321,-0.061337914,0.10023879,2480,0.79207921,0,主食及加工品,奶类
AIDS NLSUR-CF,latent,marshallian,2,5,-0.0519465966377207,-0.046896424,-0.046337072,-0.043060608,0.17289615,-0.082667537,-0.033404917,-0.013394793,0.99032259,0.74637097,-7.1872606,0.0097075794,2480,0.79207921,0,豆类及加工品,奶类
AIDS NLSUR-CF,latent,hicksian,2,5,-0.0485011655829228,-0.035386469,-0.033627789,-0.027630711,0.37805831,-0.10155334,-0.011630281,0.036702853,0.62782258,0.74193549,-14.877214,0.097872883,2480,0.79207921,0,豆类及加工品,奶类
AIDS NLSUR-CF,latent,marshallian,3,5,-0.1156772167378129,-0.10484054,-0.1056195,-0.11506452,0.028030111,-0.15372482,-0.10914443,-0.085975803,1.0,0.0,-0.26456264,-0.062476005,2480,0.79207921,0,畜禽肉,奶类
AIDS NLSUR-CF,latent,hicksian,3,5,-0.0488141683916399,-0.040816277,-0.041565977,-0.048437558,0.034835305,-0.094994515,-0.045006029,-0.007565178,0.94758064,0.55766129,-0.23730977,0.04510751,2480,0.79207921,0,畜禽肉,奶类
AIDS NLSUR-CF,latent,marshallian,4,5,0.0159734303334785,0.013482533,0.013307673,0.015327629,0.011412076,0.0081102094,0.01358636,0.024969922,0.0,0.98467743,0.0035247058,0.22015592,2480,0.79207921,0,蛋类及制品,奶类
AIDS NLSUR-CF,latent,hicksian,4,5,0.0623577707146813,0.059174471,0.059044033,0.062123131,0.023929758,0.033898864,0.059979424,0.094740607,0.0,0.3326613,0.0052225278,0.1479823,2480,0.79207921,0,蛋类及制品,奶类
AIDS NLSUR-CF,latent,marshallian,5,5,0.3211439877551744,0.12410787,0.11331644,0.20912771,1.576619,-0.36300784,0.025918996,0.91971087,0.47379032,0.096370965,-0.6098361,30.897474,2480,0.79207921,0,奶类,奶类
AIDS NLSUR-CF,latent,hicksian,5,5,0.3756316517947117,0.17999418,0.16896632,0.26368067,1.5646807,-0.2773602,0.078185193,0.94657838,0.41290322,0.10282258,-0.46828961,30.897003,2480,0.79207921,0,奶类,奶类
AIDS NLSUR-CF,latent,marshallian,6,5,-0.8352960380124509,-0.17021595,-0.17074442,-0.40599293,7.9066772,-0.74182117,-0.18337879,-0.10300311,1.0,0.0,-304.82031,-0.065018378,2480,0.79207921,0,水产品及制品,奶类
AIDS NLSUR-CF,latent,hicksian,6,5,-0.4840577443489945,-0.058121949,-0.058389056,-0.21219037,5.0918903,-0.44640055,-0.067097053,0.002354722,0.88749999,0.41451612,-202.39711,0.072886273,2480,0.79207921,0,水产品及制品,奶类
AIDS NLSUR-CF,latent,marshallian,7,5,-0.0153924935127261,-0.015140867,-0.015122065,-0.014555261,0.028873431,-0.031977031,-0.013953124,0.00074284867,0.88991934,0.97217745,-0.82766801,0.13844326,2480,0.79207921,0,油脂,奶类
AIDS NLSUR-CF,latent,hicksian,7,5,0.0084968976383028,0.0090849064,0.010168737,0.011502207,0.066108957,-0.026488768,0.012465838,0.045429237,0.31048387,0.89354837,-1.7464038,0.10208526,2480,0.79207921,0,油脂,奶类
AIDS NLSUR-CF,latent,marshallian,8,5,-0.0252193702109791,-0.019967077,-0.01992188,-0.023581199,0.033356339,-0.036545631,-0.020902358,-0.013656741,1.0,0.96249998,-1.1950794,-0.0026438427,2480,0.79207921,0,蔬菜及制品,奶类
AIDS NLSUR-CF,latent,hicksian,8,5,0.0160511673298446,0.02214016,0.021855673,0.017825129,0.046619438,-0.015665973,0.018717961,0.049209114,0.22701614,0.88830644,-1.3742678,0.096111916,2480,0.79207921,0,蔬菜及制品,奶类
AIDS NLSUR-CF,latent,marshallian,9,5,-0.0428945575443626,-0.033085492,-0.032889675,-0.037272967,0.086414151,-0.082814962,-0.025445137,-0.011218556,0.99717742,0.78588712,-1.815755,0.0023078911,2480,0.79207921,0,干果及制品,奶类
AIDS NLSUR-CF,latent,hicksian,9,5,0.0580281484163159,0.051719654,0.052239209,0.057753079,0.024109431,0.030017411,0.055477198,0.089804195,0.0,0.40846774,0.00236914,0.20187044,2480,0.79207921,0,干果及制品,奶类
AIDS NLSUR-CF,latent,marshallian,1,6,-0.0570119825398228,-0.07799238,-0.075534672,-0.056326695,0.025621938,-0.091417246,-0.051501192,-0.030281285,0.99959677,0.47137097,-0.25314873,0.0021367087,2480,0.79207921,0,主食及加工品,水产品及制品
AIDS NLSUR-CF,latent,hicksian,1,6,-0.0064378843873284,-0.024254555,-0.021726234,-0.0061742784,0.03381272,-0.046731584,-0.0091579156,0.040498242,0.62056452,0.86411291,-0.20895638,0.092253156,2480,0.79207921,0,主食及加工品,水产品及制品
AIDS NLSUR-CF,latent,marshallian,2,6,-0.3393929888080066,-0.33281016,-0.32119262,-0.26256239,1.3353478,-0.54767716,-0.17166476,-0.08283022,0.99959677,0.018145161,-53.094368,0.00073685427,2480,0.79207921,0,豆类及加工品,水产品及制品
AIDS NLSUR-CF,latent,hicksian,2,6,-0.3472239151405706,-0.32579783,-0.3120124,-0.25323957,1.6521538,-0.58204603,-0.15074648,-0.044127226,0.97903228,0.11491936,-65.873184,0.064029902,2480,0.79207921,0,豆类及加工品,水产品及制品
AIDS NLSUR-CF,latent,marshallian,3,6,-0.1817333929967002,-0.14984444,-0.15166077,-0.18047005,0.051690858,-0.25101814,-0.1711126,-0.12769157,1.0,0.0,-0.50372529,-0.086802185,2480,0.79207921,0,畜禽肉,水产品及制品
AIDS NLSUR-CF,latent,hicksian,3,6,-0.1091070837737245,-0.067881554,-0.070347168,-0.10806593,0.06799119,-0.19574019,-0.10473808,-0.027864089,0.9794355,0.21330646,-0.47199008,0.037568625,2480,0.79207921,0,畜禽肉,水产品及制品
AIDS NLSUR-CF,latent,marshallian,4,6,-0.2848075023094178,-0.25310397,-0.24854143,-0.27080506,0.20903908,-0.39330217,-0.2487378,-0.18161651,1.0,0.0,-5.889545,-0.11725187,2480,0.79207921,0,蛋类及制品,水产品及制品
AIDS NLSUR-CF,latent,hicksian,4,6,-0.2344550013620108,-0.19371355,-0.18907471,-0.21997789,0.22210485,-0.36243498,-0.18928836,-0.12071674,1.0,0.0004032258,-6.1966443,-0.049826823,2480,0.79207921,0,蛋类及制品,水产品及制品
