model,evaluation,elasticity_type,demand_good,shock_good,elasticity,support_rate,reference_share,std_error,z_value,p_value,ci_low,ci_high,demand_good_name,shock_good_name
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,2,-0.037502773,0.79207921,,,,,,,主食及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,2,-0.010852727,0.79207921,,,,,,,主食及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,2,0.43770373,0.79207921,,,,,,,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,2,0.45100996,0.79207921,,,,,,,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,2,-0.024983117,0.79207921,,,,,,,畜禽肉,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,2,0.011839897,0.79207921,,,,,,,畜禽肉,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,2,0.11148991,0.79207921,,,,,,,蛋类及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,2,0.13832593,0.79207921,,,,,,,蛋类及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,2,-0.047906157,0.79207921,,,,,,,奶类,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,2,-0.019776436,0.79207921,,,,,,,奶类,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,2,-0.19164971,0.79207921,,,,,,,水产品及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,2,-0.13333234,0.79207921,,,,,,,水产品及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,2,-0.031217568,0.79207921,,,,,,,油脂,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,2,-0.01717853,0.79207921,,,,,,,油脂,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,2,-0.031528544,0.79207921,,,,,,,蔬菜及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,2,-0.0082059614,0.79207921,,,,,,,蔬菜及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,2,-0.23608412,0.79207921,,,,,,,干果及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,2,-0.18271495,0.79207921,,,,,,,干果及制品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,3,-0.19372644,0.79207921,,,,,,,主食及加工品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,3,0.054629657,0.79207921,,,,,,,主食及加工品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,3,0.019065717,0.79207921,,,,,,,豆类及加工品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,3,0.087133661,0.79207921,,,,,,,豆类及加工品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,3,-0.47454289,0.79207921,,,,,,,畜禽肉,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,3,-0.11058674,0.79207921,,,,,,,畜禽肉,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,3,-0.14788797,0.79207921,,,,,,,蛋类及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,3,0.11184236,0.79207921,,,,,,,蛋类及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,3,-0.57155806,0.79207921,,,,,,,奶类,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,3,-0.27077097,0.79207921,,,,,,,奶类,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,3,-0.96364027,0.79207921,,,,,,,水产品及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,3,-0.32557246,0.79207921,,,,,,,水产品及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,3,0.077065393,0.79207921,,,,,,,油脂,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,3,0.21296568,0.79207921,,,,,,,油脂,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,3,-0.16585508,0.79207921,,,,,,,蔬菜及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,3,0.074276596,0.79207921,,,,,,,蔬菜及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,3,-0.037904687,0.79207921,,,,,,,干果及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,3,0.45747021,0.79207921,,,,,,,干果及制品,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,4,-0.0076300432,0.79207921,,,,,,,主食及加工品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,4,0.028700059,0.79207921,,,,,,,主食及加工品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,4,0.19789843,0.79207921,,,,,,,豆类及加工品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,4,0.20993745,0.79207921,,,,,,,豆类及加工品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,4,-0.035163965,0.79207921,,,,,,,畜禽肉,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,4,0.016108409,0.79207921,,,,,,,畜禽肉,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,4,-0.29127631,0.79207921,,,,,,,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,4,-0.25183922,0.79207921,,,,,,,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,4,0.0064233951,0.79207921,,,,,,,奶类,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,4,0.048327975,0.79207921,,,,,,,奶类,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,4,-0.21704718,0.79207921,,,,,,,水产品及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,4,-0.12570085,0.79207921,,,,,,,水产品及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,4,-0.063160285,0.79207921,,,,,,,油脂,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,4,-0.042063177,0.79207921,,,,,,,油脂,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,4,-0.026018919,0.79207921,,,,,,,蔬菜及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,4,0.0093456879,0.79207921,,,,,,,蔬菜及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,4,-0.047406126,0.79207921,,,,,,,干果及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,4,0.023571854,0.79207921,,,,,,,干果及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,5,-0.031436905,0.79207921,,,,,,,主食及加工品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,5,0.012316688,0.79207921,,,,,,,主食及加工品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,5,-0.046337072,0.79207921,,,,,,,豆类及加工品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,5,-0.033627789,0.79207921,,,,,,,豆类及加工品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,5,-0.1056195,0.79207921,,,,,,,畜禽肉,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,5,-0.041565977,0.79207921,,,,,,,畜禽肉,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,5,0.013307673,0.79207921,,,,,,,蛋类及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,5,0.059044033,0.79207921,,,,,,,蛋类及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,5,0.11331644,0.79207921,,,,,,,奶类,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,5,0.16896632,0.79207921,,,,,,,奶类,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,5,-0.17074442,0.79207921,,,,,,,水产品及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,5,-0.058389056,0.79207921,,,,,,,水产品及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,5,-0.015122065,0.79207921,,,,,,,油脂,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,5,0.010168737,0.79207921,,,,,,,油脂,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,5,-0.01992188,0.79207921,,,,,,,蔬菜及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,5,0.021855673,0.79207921,,,,,,,蔬菜及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,5,-0.032889675,0.79207921,,,,,,,干果及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,5,0.052239209,0.79207921,,,,,,,干果及制品,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,6,-0.075534672,0.79207921,,,,,,,主食及加工品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,6,-0.021726234,0.79207921,,,,,,,主食及加工品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,6,-0.32119262,0.79207921,,,,,,,豆类及加工品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,6,-0.3120124,0.79207921,,,,,,,豆类及加工品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,6,-0.15166077,0.79207921,,,,,,,畜禽肉,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,6,-0.070347168,0.79207921,,,,,,,畜禽肉,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,6,-0.24854143,0.79207921,,,,,,,蛋类及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,6,-0.18907471,0.79207921,,,,,,,蛋类及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,6,-0.14908867,0.79207921,,,,,,,奶类,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,6,-0.076661408,0.79207921,,,,,,,奶类,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,6,0.80853122,0.79207921,,,,,,,水产品及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,6,0.95986921,0.79207921,,,,,,,水产品及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,6,-0.2904861,0.79207921,,,,,,,油脂,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,6,-0.25903431,0.79207921,,,,,,,油脂,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,6,-0.048279636,0.79207921,,,,,,,蔬菜及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,6,0.0073604709,0.79207921,,,,,,,蔬菜及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,6,-0.059878521,0.79207921,,,,,,,干果及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,6,0.040470313,0.79207921,,,,,,,干果及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,7,-0.14282347,0.79207921,,,,,,,主食及加工品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,7,-0.078213029,0.79207921,,,,,,,主食及加工品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,7,-0.06406901,0.79207921,,,,,,,豆类及加工品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,7,-0.04341536,0.79207921,,,,,,,豆类及加工品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,7,-0.035341017,0.79207921,,,,,,,畜禽肉,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,7,0.057576872,0.79207921,,,,,,,畜禽肉,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,7,-0.13525972,0.79207921,,,,,,,蛋类及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,7,-0.068410784,0.79207921,,,,,,,蛋类及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,7,-0.061790459,0.79207921,,,,,,,奶类,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,7,0.010931763,0.79207921,,,,,,,奶类,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,7,-0.4508011,0.79207921,,,,,,,水产品及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,7,-0.29073271,0.79207921,,,,,,,水产品及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,7,0.14601117,0.79207921,,,,,,,油脂,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,7,0.18760513,0.79207921,,,,,,,油脂,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,7,0.0093287714,0.79207921,,,,,,,蔬菜及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,7,0.070932962,0.79207921,,,,,,,蔬菜及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,7,-0.18902665,0.79207921,,,,,,,干果及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,7,-0.056668591,0.79207921,,,,,,,干果及制品,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,8,-0.077335447,0.79207921,,,,,,,主食及加工品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,8,0.055520177,0.79207921,,,,,,,主食及加工品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,8,-0.085143693,0.79207921,,,,,,,豆类及加工品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,8,-0.054222215,0.79207921,,,,,,,豆类及加工品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,8,-0.14568526,0.79207921,,,,,,,畜禽肉,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,8,0.042955387,0.79207921,,,,,,,畜禽肉,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,8,-0.10171846,0.79207921,,,,,,,蛋类及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,8,0.041425105,0.79207921,,,,,,,蛋类及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,8,-0.091057099,0.79207921,,,,,,,奶类,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,8,0.066949241,0.79207921,,,,,,,奶类,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,8,-0.32488307,0.79207921,,,,,,,水产品及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,8,0.01989877,0.79207921,,,,,,,水产品及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,8,0.075242922,0.79207921,,,,,,,油脂,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,8,0.15355214,0.79207921,,,,,,,油脂,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,8,-0.38350675,0.79207921,,,,,,,蔬菜及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,8,-0.25046569,0.79207921,,,,,,,蔬菜及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,8,-0.25404683,0.79207921,,,,,,,干果及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,8,0.00054072321,0.79207921,,,,,,,干果及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,9,0.011472901,0.79207921,,,,,,,主食及加工品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,9,0.043066062,0.79207921,,,,,,,主食及加工品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,9,-0.2383226,0.79207921,,,,,,,豆类及加工品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,9,-0.22696628,0.79207921,,,,,,,豆类及加工品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,9,0.010691193,0.79207921,,,,,,,畜禽肉,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,9,0.053431198,0.79207921,,,,,,,畜禽肉,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,9,-0.010921152,0.79207921,,,,,,,蛋类及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,9,0.019836983,0.79207921,,,,,,,蛋类及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,9,0.0011961535,0.79207921,,,,,,,奶类,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,9,0.034039389,0.79207921,,,,,,,奶类,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,9,-0.048328828,0.79207921,,,,,,,水产品及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,9,0.023389261,0.79207921,,,,,,,水产品及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,9,-0.047559548,0.79207921,,,,,,,油脂,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,9,-0.029957317,0.79207921,,,,,,,油脂,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,9,-0.026226083,0.79207921,,,,,,,蔬菜及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,9,0.0017659707,0.79207921,,,,,,,蔬菜及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,9,-0.64671016,0.79207921,,,,,,,干果及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,9,-0.5827105,0.79207921,,,,,,,干果及制品,干果及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,1,0,0.90947354,0.77866495,,,,,,,主食及加工品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,2,0,0.3251394,0.77866495,,,,,,,豆类及加工品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,3,0,1.0867904,0.77866495,,,,,,,畜禽肉,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,4,0,1.0103897,0.77866495,,,,,,,蛋类及制品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,5,0,0.88270074,0.77866495,,,,,,,奶类,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,6,0,1.913313,0.77866495,,,,,,,水产品及制品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,7,0,0.42400059,0.77866495,,,,,,,油脂,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,8,0,0.90169048,0.77866495,,,,,,,蔬菜及制品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,expenditure,9,0,1.5165882,0.77866495,,,,,,,干果及制品,总支出
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,1,-0.29046854,0.77866495,,,,,,,主食及加工品,主食及加工品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,1,-0.093774058,0.77866495,,,,,,,主食及加工品,主食及加工品
