variant,model,split,train_years,test_years,group,rmse_x,mae_x,mean_x,relative_rmse,n_test
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0319652297005627,0.0259946774537332,0.1263853705744587,0.2529187480740162,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0117535214715352,0.0093900428705937,0.0563143275331705,0.208712808736145,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.012340506778353,0.010026924636518,0.0348762336824498,0.3538371399479114,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0639861314094767,0.0535378933227141,0.4046680667811247,0.1581200412437912,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatsea,0.0672885371773017,0.0519976892190979,0.183649871934673,0.3663957751151455,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,4.246184320901962,3.5399122692286236,205.93108133751335,0.0206194436183366,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0306345848946154,0.0246287997796361,0.1263853705744587,0.2423902763062865,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0100946677974864,0.0080175207518769,0.0563143275331705,0.1792557638469621,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,dairyegg,0.0126750932259233,0.0103436082065709,0.0336587895284949,0.3765760267520278,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,grain,0.0672927616032019,0.0550110451056055,0.4202893830904221,0.1601105436173352,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,meatsea,0.0726973285866019,0.058371526896258,0.170545363410406,0.4262638815437078,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,nonfood,4.617106088160976,3.678115383925544,198.04218970966633,0.023313749938484,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,oil,0.0314942794007975,0.0248770965577684,0.1288846674059655,0.2443601712653356,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,vegfruit,0.0119470083698738,0.0098453497912925,0.0550383622979653,0.2170669306109691,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,dairyegg,0.0119493355262601,0.0097867992645056,0.0336587895284949,0.3550138223522289,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,grain,0.0648964136781356,0.0534925389837836,0.4202893830904221,0.1544088818064997,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,meatsea,0.0676357000561046,0.0536108914318131,0.170545363410406,0.3965848071362916,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,nonfood,4.529649834652342,3.626996627516682,198.04218970966633,0.0228721457851627,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,oil,0.0311117723540541,0.0247165277865526,0.1288846674059655,0.2413923469737262,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,vegfruit,0.0102149501219522,0.0082793272893417,0.0550383622979653,0.1855969126888405,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0130793132066579,0.0106910542317643,0.0348762336824498,0.3750208043031786,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0673955226022175,0.0549949994135647,0.4046680667811247,0.1665451962600008,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatsea,0.0739062504069633,0.0577936005947558,0.183649871934673,0.4024301766638469,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,4.262353662906339,3.55555218782205,205.93108133751335,0.0206979618386041,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0319632462831789,0.0258490169696943,0.1263853705744587,0.2529030546644484,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0117864694445197,0.0094294766073198,0.0563143275331705,0.2092978813886604,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0124029388051439,0.0100772169287139,0.0348762336824498,0.3556272422668512,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0636999272217417,0.053520675639339,0.4046680667811247,0.157412784577824,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatsea,0.0680565966802813,0.0525319946945219,0.183649871934673,0.3705779697166903,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,4.291171320051338,3.5794554707394233,205.93108133751335,0.0208379001954458,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0307886698337118,0.0245826963212294,0.1263853705744587,0.2436094438285716,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0101566271129032,0.0080535745426367,0.0563143275331705,0.1803560045517856,31
