进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位,商品1996编码
进口,2019-08,10079000,其他食用高梁,18242200.0,84307700.0,千克,美国,保税监管场所进出境货物,usd,广东省,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,575981.0,1995900.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,277283.0,999920.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,278770.0,999770.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,3339580.0,11473600.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,647182.0,1984010.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2019-08,10079000,其他食用高梁,579432.0,1997660.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—,hs100700
进口,2019-08,10039000,其他大麦,129600.0,720000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,657444.0,3227530.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,148444.0,558491.0,千克,法国,一般贸易,usd,河北省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,11753800.0,52205000.0,千克,法国,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,659364.0,2620680.0,千克,法国,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,104088.0,401258.0,千克,法国,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,25078800.0,115100000.0,千克,法国,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,2655300.0,12223900.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,341625.0,1500000.0,千克,阿根廷,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,5554050.0,19709900.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,19343700.0,65999700.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,7776580.0,27350000.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-08,10039000,其他大麦,16683500.0,56934700.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-08,10049000,其他燕麦,10.0,0.0,千克,泰国,一般贸易,usd,四川省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,20.0,1.0,千克,台澎金马关税区,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,41.0,5.0,千克,德国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,742835.0,3913880.0,千克,俄罗斯联邦,一般贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,180583.0,697785.0,千克,俄罗斯联邦,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,242013.0,1177480.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,58.0,5.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,111.0,12.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,19.0,2.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,33799.0,96280.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,1466060.0,4152850.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,304718.0,1058050.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,2368010.0,7243840.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-08,10049000,其他燕麦,1331860.0,3613520.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-08,10051000,种用玉米,334.0,5.0,千克,美国,其他,usd,北京市,0.0,—,hs100510
进口,2019-08,10059000,玉米，种用除外,12305300.0,44347500.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,483.0,10.0,千克,印度,其他,usd,云南省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,4299870.0,14800400.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,155652.0,926500.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,26423.0,373000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,20550300.0,99452400.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,2214900.0,10535500.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,70411.0,36000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,13602200.0,58810600.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-08,10059000,玉米，种用除外,696712.0,3155940.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2019-08,23033000,酿造及蒸馏过程中的糟粕及残渣,2416470.0,11137600.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2019-08,23033000,酿造及蒸馏过程中的糟粕及残渣,1601990.0,6666840.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-03,07141010,鲜木薯,403535.0,5164790.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,25584800.0,114624000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,400646.0,1834390.0,千克,泰国,一般贸易,usd,江西省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,30215400.0,138230000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,4931500.0,22334700.0,千克,泰国,保税监管场所进出境货物,usd,安徽省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,783626.0,3611640.0,千克,越南,一般贸易,usd,河北省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,704214.0,2975030.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,536647.0,2455160.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,1755180.0,7666220.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-03,07141020,木薯干,1752520.0,8815400.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-03,07141020,木薯干,1762820.0,8943610.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-03,10031000,种用大麦,219.0,14.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,185931.0,579920.0,千克,法国,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,707892.0,2419410.0,千克,法国,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,9582920.0,31817400.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,6671910.0,21933900.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,8751200.0,31084000.0,千克,加拿大,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,14502900.0,47069100.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,27973.0,86540.0,千克,加拿大,其他,usd,河北省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,45758300.0,158834000.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,6515030.0,23353000.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,14140800.0,46000000.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,9674460.0,33000000.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,1402.0,2000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-03,10039000,其他大麦,8914910.0,33000000.0,千克,澳大利亚,保税监管场所进出境货物,usd,江苏省,0.0,—,hs100300
进口,2019-03,10041000,种用燕麦,366185.0,624475.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-03,10041000,种用燕麦,211809.0,374220.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,70.0,5.0,千克,台澎金马关税区,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,82.0,13.0,千克,德国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,147188.0,703350.0,千克,俄罗斯联邦,一般贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,68010.0,325000.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,9.0,1.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,28.0,2.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,336.0,29.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,34.0,1.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,140.0,3.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,972127.0,3606200.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,618495.0,2027530.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,484956.0,2019820.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,1118170.0,3602670.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,424290.0,1524560.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-03,10049000,其他燕麦,69347.0,252170.0,千克,澳大利亚,进料加工贸易,usd,广东省,0.0,—,hs100400
进口,2019-03,10051000,种用玉米,3271.0,100.0,千克,马来西亚,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,5000.0,2000.0,千克,菲律宾,一般贸易,usd,广东省,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,124.0,2.0,千克,土耳其,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,2204.0,519.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,454564.0,41410.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,552079.0,8547.0,千克,德国,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,385995.0,108517.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,574426.0,41861.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,97987.0,8574.0,千克,法国,其他,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,423936.0,73600.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,696.0,70.0,千克,阿根廷,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,2857.0,475.0,千克,阿根廷,其他,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,308899.0,17970.0,千克,智利,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-03,10051000,种用玉米,7022.0,562.0,千克,智利,一般贸易,usd,山东省,0.0,—,hs100510
进口,2019-03,10059000,玉米，种用除外,757035.0,2202000.0,千克,缅甸,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,804471.0,3704680.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,19043.0,90680.0,千克,俄罗斯联邦,进料加工贸易,usd,浙江省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,207000.0,690000.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,辽宁省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,158109.0,1437360.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,13802500.0,66000000.0,千克,乌克兰,一般贸易,usd,吉林省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,21630700.0,102778000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,31289500.0,145593000.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,13898900.0,63930000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,6577390.0,29556300.0,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2019-03,10059000,玉米，种用除外,110490.0,54000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-03,10071000,种用食用高梁,716.0,90.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100700
进口,2019-03,10079000,其他食用高梁,160988.0,1025750.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2019-03,23033000,酿造及蒸馏过程中的糟粕及残渣,271413.0,1217100.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2019-03,23033000,酿造及蒸馏过程中的糟粕及残渣,160472.0,703598.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-02,07141010,鲜木薯,494007.0,6513820.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,20123000.0,93298600.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,7049650.0,32032800.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,32364100.0,142921000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,779095.0,3558840.0,千克,越南,一般贸易,usd,河北省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,1102570.0,4965090.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,1459300.0,6524380.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-02,07141020,木薯干,1135700.0,5852480.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-02,07141020,木薯干,216074.0,1102650.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-02,10039000,其他大麦,671142.0,2035880.0,千克,法国,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,215330.0,792200.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,9855220.0,31368200.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,5075870.0,19769400.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,93278.0,335380.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,16156800.0,51000000.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,19924000.0,66503100.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,14910800.0,51200600.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,11076000.0,35878800.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,15969800.0,52500000.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-02,10039000,其他大麦,12539800.0,47752500.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-02,10041000,种用燕麦,344000.0,575000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,30.0,2.0,千克,台澎金马关税区,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,13577.0,65000.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,16.0,2.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,15.0,2.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,125.0,21.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,240.0,9.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,38.0,12.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,684250.0,2543680.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,627342.0,2061000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-02,10049000,其他燕麦,2022980.0,6360870.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
