进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位
进口,2020-05,10039000,其他大麦,429811.0,1734460.0,千克,法国,一般贸易,usd,浙江省,0.0,—
进口,2020-05,10039000,其他大麦,15309000.0,68917900.0,千克,法国,一般贸易,usd,福建省,0.0,—
进口,2020-05,10039000,其他大麦,11695600.0,56769400.0,千克,加拿大,一般贸易,usd,福建省,0.0,—
进口,2020-05,10039000,其他大麦,6571090.0,26250000.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2020-05,10039000,其他大麦,16076600.0,56131400.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—
进口,2020-05,10039000,其他大麦,7439870.0,32079700.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2020-05,10039000,其他大麦,15773300.0,70825000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—
进口,2020-05,10039000,其他大麦,6242270.0,25893000.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—
进口,2020-05,10039000,其他大麦,30395800.0,138325000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2020-05,10039000,其他大麦,8030800.0,31280900.0,千克,澳大利亚,进料加工贸易,usd,河北省,0.0,—
进口,2020-05,10041000,种用燕麦,1420250.0,2375000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—
进口,2020-05,10041000,种用燕麦,280138.0,485807.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2020-05,10041000,种用燕麦,43583.0,69401.0,千克,美国,一般贸易,usd,甘肃省,0.0,—
进口,2020-05,10049000,其他燕麦,40.0,2.0,千克,中国台湾,一般贸易,usd,天津市,0.0,—
进口,2020-05,10049000,其他燕麦,40.0,2.0,千克,中国台湾,一般贸易,usd,辽宁省,0.0,—
进口,2020-05,10049000,其他燕麦,229933.0,983430.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—
进口,2020-05,10049000,其他燕麦,760342.0,3473830.0,千克,俄罗斯联邦,一般贸易,usd,内蒙古自治区,0.0,—
进口,2020-05,10049000,其他燕麦,1178660.0,5680800.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—
进口,2020-05,10049000,其他燕麦,69.0,1.0,千克,美国,一般贸易,usd,天津市,0.0,—
进口,2020-05,10049000,其他燕麦,669847.0,2083460.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2020-05,10049000,其他燕麦,327279.0,1028590.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2020-05,10049000,其他燕麦,156427.0,511200.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2020-05,10049000,其他燕麦,1152880.0,3479840.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2020-05,10049000,其他燕麦,708981.0,2110760.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—
进口,2020-05,10051000,种用玉米,4928.0,275.0,千克,马来西亚,一般贸易,usd,北京市,0.0,—
进口,2020-05,10051000,种用玉米,100.0,14.0,千克,德国,一般贸易,usd,北京市,0.0,—
进口,2020-05,10051000,种用玉米,284.0,115.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—
进口,2020-05,10051000,种用玉米,61.0,10.0,千克,德国,一般贸易,usd,新疆维吾尔自治区,0.0,—
进口,2020-05,10051000,种用玉米,266341.0,84090.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—
进口,2020-05,10051000,种用玉米,1589.0,190.0,千克,法国,其他,usd,北京市,0.0,—
进口,2020-05,10051000,种用玉米,632.0,86.0,千克,奥地利,其他,usd,北京市,0.0,—
进口,2020-05,10051000,种用玉米,661.0,116.0,千克,奥地利,其他,usd,黑龙江省,0.0,—
进口,2020-05,10051000,种用玉米,2681.0,206.0,千克,智利,一般贸易,usd,山东省,0.0,—
进口,2020-05,10051000,种用玉米,312.0,12.0,千克,智利,其他,usd,北京市,0.0,—
进口,2020-05,10059000,"玉米,种用除外",177843.0,1512000.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—
进口,2020-05,10059000,"玉米,种用除外",50220.0,405000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",1074420.0,4995080.0,千克,俄罗斯联邦,进料加工贸易,usd,山东省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",9564.0,190000.0,千克,俄罗斯联邦,边境小额贸易,usd,黑龙江省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",27019800.0,121298000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—
进口,2020-05,10059000,"玉米,种用除外",84421.0,397950.0,千克,乌克兰,一般贸易,usd,江苏省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",51196300.0,240468000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",18573800.0,86309800.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",520119.0,2463000.0,千克,乌克兰,一般贸易,usd,海南省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",4753620.0,22408000.0,千克,乌克兰,进料加工贸易,usd,江苏省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",8490140.0,40703000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",2825730.0,13166300.0,千克,乌克兰,保税监管场所进出境货物,usd,福建省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",7873720.0,36588000.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—
进口,2020-05,10059000,"玉米,种用除外",13755300.0,66000000.0,千克,乌克兰,海关特殊监管区域物流货物,usd,山东省,0.0,—
进口,2020-05,10079000,其他食用高梁,5284.0,33898.0,千克,缅甸,一般贸易,usd,云南省,0.0,—
进口,2020-05,10079000,其他食用高梁,32629.0,219300.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—
进口,2020-05,10079000,其他食用高梁,14739200.0,64945200.0,千克,美国,一般贸易,usd,上海市,0.0,—
进口,2020-05,10079000,其他食用高梁,562979.0,2311630.0,千克,美国,一般贸易,usd,江苏省,0.0,—
进口,2020-05,10079000,其他食用高梁,16018000.0,71307000.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2020-05,10079000,其他食用高梁,31247400.0,134151000.0,千克,美国,一般贸易,usd,广东省,0.0,—
进口,2020-05,23033000,酿造及蒸馏过程中的糟粕及残渣,716197.0,3014360.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—
进口,2020-11,07141010,鲜木薯,637018.0,8878380.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2020-11,07141020,木薯干,701519.0,3023320.0,千克,印度尼西亚,一般贸易,usd,山东省,0.0,—
进口,2020-11,07141020,木薯干,2781270.0,10095700.0,千克,泰国,一般贸易,usd,江苏省,0.0,—
进口,2020-11,07141020,木薯干,5343510.0,19929700.0,千克,泰国,一般贸易,usd,安徽省,0.0,—
进口,2020-11,07141020,木薯干,18828700.0,71274700.0,千克,泰国,一般贸易,usd,山东省,0.0,—
进口,2020-11,07141020,木薯干,1613430.0,6241410.0,千克,越南,一般贸易,usd,安徽省,0.0,—
进口,2020-11,07141020,木薯干,1136520.0,4369050.0,千克,越南,一般贸易,usd,山东省,0.0,—
进口,2020-11,07141020,木薯干,1439520.0,5512650.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—
进口,2020-11,07141020,木薯干,256351.0,1103830.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2020-11,10039000,其他大麦,352800.0,2100000.0,千克,哈萨克斯坦,一般贸易,usd,天津市,0.0,—
进口,2020-11,10039000,其他大麦,191587.0,1064000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—
进口,2020-11,10039000,其他大麦,2527400.0,14557500.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—
进口,2020-11,10039000,其他大麦,404625.0,2285950.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,新疆维吾尔自治区,0.0,—
进口,2020-11,10039000,其他大麦,833758.0,3159070.0,千克,丹麦,一般贸易,usd,河北省,0.0,—
进口,2020-11,10039000,其他大麦,6388560.0,29000000.0,千克,法国,一般贸易,usd,北京市,0.0,—
进口,2020-11,10039000,其他大麦,15622200.0,65899600.0,千克,法国,一般贸易,usd,辽宁省,0.0,—
进口,2020-11,10039000,其他大麦,10970000.0,49171000.0,千克,法国,一般贸易,usd,上海市,0.0,—
进口,2020-11,10039000,其他大麦,5894390.0,22000000.0,千克,法国,一般贸易,usd,江苏省,0.0,—
进口,2020-11,10039000,其他大麦,2114800.0,10000000.0,千克,法国,一般贸易,usd,福建省,0.0,—
进口,2020-11,10039000,其他大麦,9128250.0,36282800.0,千克,法国,一般贸易,usd,广东省,0.0,—
进口,2020-11,10039000,其他大麦,143765.0,657100.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—
进口,2020-11,10039000,其他大麦,53291.0,267795.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—
进口,2020-11,10039000,其他大麦,132964.0,993266.0,千克,俄罗斯联邦,边境小额贸易,usd,黑龙江省,0.0,—
进口,2020-11,10039000,其他大麦,174167.0,767559.0,千克,乌克兰,一般贸易,usd,江苏省,0.0,—
进口,2020-11,10039000,其他大麦,77529100.0,345036000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—
进口,2020-11,10039000,其他大麦,3896560.0,16500000.0,千克,乌克兰,一般贸易,usd,江西省,0.0,—
进口,2020-11,10039000,其他大麦,1143280.0,5420000.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—
进口,2020-11,10039000,其他大麦,11406800.0,49420200.0,千克,乌克兰,一般贸易,usd,海南省,0.0,—
进口,2020-11,10039000,其他大麦,16041600.0,70184200.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—
进口,2020-11,10039000,其他大麦,7076600.0,29896000.0,千克,阿根廷,一般贸易,usd,辽宁省,0.0,—
进口,2020-11,10039000,其他大麦,12708000.0,58427000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—
进口,2020-11,10039000,其他大麦,16883800.0,75092500.0,千克,加拿大,一般贸易,usd,上海市,0.0,—
进口,2020-11,10039000,其他大麦,8919790.0,35363500.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—
进口,2020-11,10039000,其他大麦,4250740.0,20158500.0,千克,加拿大,一般贸易,usd,安徽省,0.0,—
进口,2020-11,10039000,其他大麦,16580200.0,77932300.0,千克,加拿大,一般贸易,usd,福建省,0.0,—
进口,2020-11,10039000,其他大麦,16541100.0,62601900.0,千克,加拿大,一般贸易,usd,山东省,0.0,—
进口,2020-11,10039000,其他大麦,7000230.0,27500000.0,千克,加拿大,一般贸易,usd,广东省,0.0,—
进口,2020-11,10039000,其他大麦,333573.0,1342000.0,千克,澳大利亚,进料加工贸易,usd,辽宁省,0.0,—
进口,2020-11,10049000,其他燕麦,1676.0,92.0,千克,中国台湾,一般贸易,usd,北京市,0.0,—
进口,2020-11,10049000,其他燕麦,74.0,3.0,千克,中国台湾,一般贸易,usd,天津市,0.0,—
进口,2020-11,10049000,其他燕麦,33.0,15.0,千克,德国,一般贸易,usd,湖北省,0.0,—
进口,2020-11,10049000,其他燕麦,228.0,9.0,千克,德国,一般贸易,usd,广东省,0.0,—
进口,2020-11,10049000,其他燕麦,61229.0,245970.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—
进口,2020-11,10049000,其他燕麦,177.0,4.0,千克,美国,一般贸易,usd,天津市,0.0,—
进口,2020-11,10049000,其他燕麦,214.0,40.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2020-11,10049000,其他燕麦,72408.0,208460.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2020-11,10049000,其他燕麦,1411490.0,4135190.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2020-11,10049000,其他燕麦,166518.0,522000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2020-11,10049000,其他燕麦,177036.0,514640.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2020-11,10049000,其他燕麦,1521810.0,4464540.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2020-11,10049000,其他燕麦,741628.0,2070220.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—
进口,2020-11,10051000,种用玉米,226.0,21.0,千克,印度,一般贸易,usd,山东省,0.0,—
进口,2020-11,10051000,种用玉米,174.0,20.0,千克,印度,其他,usd,上海市,0.0,—
进口,2020-11,10051000,种用玉米,52.0,0.0,千克,日本,一般贸易,usd,山东省,0.0,—
进口,2020-11,10051000,种用玉米,850.0,20.0,千克,马来西亚,一般贸易,usd,北京市,0.0,—
进口,2020-11,10051000,种用玉米,1469.0,526.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—
进口,2020-11,10051000,种用玉米,750.0,75.0,千克,匈牙利,一般贸易,usd,山东省,0.0,—
进口,2020-11,10051000,种用玉米,772.0,50.0,千克,匈牙利,其他,usd,北京市,0.0,—
进口,2020-11,10051000,种用玉米,665.0,50.0,千克,秘鲁,其他,usd,北京市,0.0,—
进口,2020-11,10059000,"玉米,种用除外",19755100.0,61926900.0,千克,缅甸,一般贸易,usd,云南省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",158049.0,462000.0,千克,缅甸,保税监管场所进出境货物,usd,云南省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",12620200.0,39380300.0,千克,老挝,一般贸易,usd,云南省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",22500400.0,100073000.0,千克,保加利亚,一般贸易,usd,北京市,0.0,—
进口,2020-11,10059000,"玉米,种用除外",346698.0,2829000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",102584.0,500000.0,千克,俄罗斯联邦,一般贸易,usd,山东省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",2078560.0,10136800.0,千克,俄罗斯联邦,进料加工贸易,usd,山东省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",55209.0,418800.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",30178700.0,142584000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—
进口,2020-11,10059000,"玉米,种用除外",1440250.0,5757000.0,千克,乌克兰,一般贸易,usd,河北省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",2768070.0,10000000.0,千克,乌克兰,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",17078300.0,71499900.0,千克,乌克兰,海关特殊监管区域物流货物,usd,山东省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",3857350.0,18454600.0,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",153413000.0,674915000.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2020-11,10059000,"玉米,种用除外",2916260.0,12440500.0,千克,美国,进料加工贸易,usd,山东省,0.0,—
进口,2020-11,10059000,"玉米,种用除外",17513900.0,74633700.0,千克,美国,海关特殊监管区域物流货物,usd,山东省,0.0,—
进口,2020-11,10079000,其他食用高梁,16362.0,100000.0,千克,缅甸,一般贸易,usd,云南省,0.0,—
进口,2020-11,10079000,其他食用高梁,47384.0,303400.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—
进口,2020-11,10079000,其他食用高梁,3248920.0,13384000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—
进口,2020-11,10079000,其他食用高梁,7714950.0,32490000.0,千克,阿根廷,一般贸易,usd,广东省,0.0,—
进口,2020-11,10079000,其他食用高梁,53473.0,209481.0,千克,美国,一般贸易,usd,上海市,0.0,—
进口,2020-11,10079000,其他食用高梁,24734700.0,99413300.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2020-11,10079000,其他食用高梁,16997200.0,66073900.0,千克,美国,一般贸易,usd,广东省,0.0,—
进口,2020-11,10079000,其他食用高梁,199560.0,763353.0,千克,美国,一般贸易,usd,四川省,0.0,—
进口,2020-11,10079000,其他食用高梁,838679.0,3002890.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2020-11,10079000,其他食用高梁,141298.0,497360.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—
进口,2020-11,10079000,其他食用高梁,429231.0,1493080.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2020-11,10079000,其他食用高梁,1954040.0,6817730.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2020-11,10079000,其他食用高梁,432100.0,1504400.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—
进口,2020-11,10079000,其他食用高梁,2082360.0,7140590.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—
进口,2020-11,10079000,其他食用高梁,580130.0,1994640.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—
进口,2020-11,10079000,其他食用高梁,2454070.0,8487410.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—
进口,2020-11,10079000,其他食用高梁,277184.0,1000000.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—
进口,2020-11,23033000,酿造及蒸馏过程中的糟粕及残渣,1217520.0,5349160.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—
进口,2020-11,23033000,酿造及蒸馏过程中的糟粕及残渣,2086580.0,9336300.0,千克,美国,进料加工贸易,usd,山东省,0.0,—
进口,2020-11,23033000,酿造及蒸馏过程中的糟粕及残渣,1266070.0,4867100.0,千克,美国,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2020-11,23033000,酿造及蒸馏过程中的糟粕及残渣,1461990.0,5178040.0,千克,美国,海关特殊监管区域物流货物,usd,广西壮族自治区,0.0,—
进口,2020-10,07141010,鲜木薯,8387.0,114239.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2020-10,07141020,木薯干,230196.0,990570.0,千克,印度尼西亚,一般贸易,usd,山东省,0.0,—
进口,2020-10,07141020,木薯干,4257530.0,15670000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—
进口,2020-10,07141020,木薯干,22258900.0,85188900.0,千克,泰国,一般贸易,usd,山东省,0.0,—
进口,2020-10,07141020,木薯干,1609280.0,6353390.0,千克,越南,一般贸易,usd,北京市,0.0,—
进口,2020-10,07141020,木薯干,455258.0,1808350.0,千克,越南,一般贸易,usd,江苏省,0.0,—
进口,2020-10,07141020,木薯干,147996.0,571160.0,千克,越南,一般贸易,usd,安徽省,0.0,—
进口,2020-10,07141020,木薯干,2203490.0,8535500.0,千克,越南,一般贸易,usd,山东省,0.0,—
进口,2020-10,07141020,木薯干,110013.0,477200.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2020-10,10039000,其他大麦,376482.0,2008000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—
进口,2020-10,10039000,其他大麦,4888710.0,28194700.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—
进口,2020-10,10039000,其他大麦,11550.0,66000.0,千克,哈萨克斯坦,进料加工贸易,usd,甘肃省,0.0,—
进口,2020-10,10039000,其他大麦,798577.0,4497120.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,新疆维吾尔自治区,0.0,—
进口,2020-10,10039000,其他大麦,29.0,4.0,千克,丹麦,一般贸易,usd,浙江省,0.0,—
进口,2020-10,10039000,其他大麦,6550430.0,26069200.0,千克,法国,一般贸易,usd,浙江省,0.0,—
进口,2020-10,10039000,其他大麦,14792300.0,66000000.0,千克,法国,一般贸易,usd,安徽省,0.0,—
进口,2020-10,10039000,其他大麦,19225000.0,88868000.0,千克,法国,一般贸易,usd,福建省,0.0,—
进口,2020-10,10039000,其他大麦,16213800.0,65090200.0,千克,法国,一般贸易,usd,山东省,0.0,—
进口,2020-10,10039000,其他大麦,10040100.0,45000000.0,千克,法国,一般贸易,usd,河南省,0.0,—
进口,2020-10,10039000,其他大麦,853386.0,4050000.0,千克,法国,一般贸易,usd,广东省,0.0,—
进口,2020-10,10039000,其他大麦,13887300.0,60429900.0,千克,法国,一般贸易,usd,海南省,0.0,—
进口,2020-10,10039000,其他大麦,30299300.0,135641000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—
进口,2020-10,10039000,其他大麦,680488.0,2893750.0,千克,乌克兰,一般贸易,usd,辽宁省,0.0,—
进口,2020-10,10039000,其他大麦,209756.0,927560.0,千克,乌克兰,一般贸易,usd,江苏省,0.0,—
进口,2020-10,10039000,其他大麦,85319300.0,390098000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—
进口,2020-10,10039000,其他大麦,13591200.0,64680400.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—
进口,2020-10,10039000,其他大麦,177379.0,771506.0,千克,乌克兰,一般贸易,usd,重庆市,0.0,—
进口,2020-10,10039000,其他大麦,5010330.0,21306200.0,千克,乌克兰,保税监管场所进出境货物,usd,辽宁省,0.0,—
进口,2020-10,10039000,其他大麦,12696200.0,60189800.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—
进口,2020-10,10039000,其他大麦,7082540.0,29758000.0,千克,阿根廷,一般贸易,usd,河北省,0.0,—
进口,2020-10,10039000,其他大麦,349.0,5.0,千克,阿根廷,一般贸易,usd,浙江省,0.0,—
进口,2020-10,10039000,其他大麦,8644210.0,36300000.0,千克,阿根廷,一般贸易,usd,安徽省,0.0,—
进口,2020-10,10039000,其他大麦,2738270.0,9472600.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—
进口,2020-10,10039000,其他大麦,8297790.0,31832900.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—
进口,2020-10,10039000,其他大麦,8708650.0,31500000.0,千克,加拿大,一般贸易,usd,浙江省,0.0,—
进口,2020-10,10039000,其他大麦,5580080.0,22000000.0,千克,加拿大,一般贸易,usd,安徽省,0.0,—
进口,2020-10,10039000,其他大麦,3112640.0,15100000.0,千克,加拿大,一般贸易,usd,福建省,0.0,—
进口,2020-10,10039000,其他大麦,17100600.0,66000000.0,千克,加拿大,一般贸易,usd,山东省,0.0,—
进口,2020-10,10039000,其他大麦,4995.0,6500.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2020-10,10039000,其他大麦,8081880.0,33000000.0,千克,澳大利亚,进料加工贸易,usd,浙江省,0.0,—
进口,2020-10,10049000,其他燕麦,783.0,46.0,千克,中国台湾,一般贸易,usd,北京市,0.0,—
进口,2020-10,10049000,其他燕麦,23.0,1.0,千克,中国台湾,一般贸易,usd,天津市,0.0,—
进口,2020-10,10049000,其他燕麦,16.0,7.0,千克,德国,一般贸易,usd,湖北省,0.0,—
进口,2020-10,10049000,其他燕麦,224.0,13.0,千克,德国,一般贸易,usd,广东省,0.0,—
进口,2020-10,10049000,其他燕麦,15854.0,67480.0,千克,俄罗斯联邦,一般贸易,usd,内蒙古自治区,0.0,—
进口,2020-10,10049000,其他燕麦,19708.0,78035.0,千克,俄罗斯联邦,一般贸易,usd,青海省,0.0,—
进口,2020-10,10049000,其他燕麦,34.0,1.0,千克,美国,一般贸易,usd,天津市,0.0,—
进口,2020-10,10049000,其他燕麦,1025640.0,3094840.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2020-10,10049000,其他燕麦,245809.0,770560.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2020-10,10049000,其他燕麦,1023080.0,2994920.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2020-10,10049000,其他燕麦,2306650.0,6846120.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2020-10,10049000,其他燕麦,362442.0,1011960.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—
进口,2020-10,10051000,种用玉米,10440.0,3480.0,千克,菲律宾,一般贸易,usd,广东省,0.0,—
进口,2020-10,10051000,种用玉米,121.0,9.0,千克,菲律宾,其他,usd,北京市,0.0,—
进口,2020-10,10051000,种用玉米,167.0,6.0,千克,科特迪瓦,一般贸易,usd,黑龙江省,0.0,—
进口,2020-10,10051000,种用玉米,145.0,5.0,千克,智利,一般贸易,usd,山东省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",5558700.0,17558500.0,千克,缅甸,一般贸易,usd,云南省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",58597.0,173500.0,千克,缅甸,保税监管场所进出境货物,usd,云南省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",637410.0,2125500.0,千克,老挝,一般贸易,usd,云南省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",1307530.0,4046100.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",11095300.0,49200500.0,千克,保加利亚,一般贸易,usd,北京市,0.0,—
进口,2020-10,10059000,"玉米,种用除外",237011.0,1920000.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—
进口,2020-10,10059000,"玉米,种用除外",129186.0,679700.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",278790.0,2340000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—
进口,2020-10,10059000,"玉米,种用除外",90752.0,1055900.0,千克,俄罗斯联邦,边境小额贸易,usd,黑龙江省,0.0,—
