wave,t1,qroulei,qzhurou,qniurou,qyangrou,qnailei,qqindan
2024,53,507.096,380.351,43.8006,20.2418,70.6953,51.068
2024,54,33.0839,1.7456,25.0208,5.9436,68.0331,1.7526
2024,31,12.1846,11.121,0.007,0.2046,31.8944,5.369
2024,44,512.383,305.181,4.1708,1.8134,25.9648,51.1977
2024,52,247.081,186.341,22.8855,4.0822,3.0342,52.8452
2024,46,72.7893,40.4143,1.9236,1.0068,0.275,9.04
2024,61,130.103,98.9615,8.6862,11.1679,138.999,65.5474
2024,32,336.672,187.439,3.9177,5.8803,70.4553,196.057
2024,43,577.177,455.201,21.3,14.6,8.7585,125.2
2024,65,226.611,66.949,62.0808,60.7424,210.365,41.4083
2024,45,482.631,287.361,14.0783,4.1398,13.7005,40.762
2024,62,171.068,73.9,33.1,45.9,117.344,29.6
2024,13,483.462,268.024,59.7193,36.4188,562.623,425.575
2024,21,497.782,235.674,34.4279,7.7914,131.321,284.359
2024,11,3.5921,1.815,0.5436,0.2425,27.1005,9.5732
2024,35,312.161,133.979,2.8756,2.2737,27.699,75.0311
2024,37,933.461,355.968,53.4858,28.6426,313.758,438.152
2024,42,453.628,351.203,16.0208,9.6189,6.9323,251.586
2024,64,46.0453,9.1297,17.2324,16.3914,457.032,12.2424
2024,63,40.7068,4.1873,22.7125,13.4117,31.4772,1.9394
2024,51,671.897,479.421,37.1522,22.9932,64.6528,175.501
2024,22,314.149,159.311,53.8567,10.1184,30.2971,102.259
