scenario,indicator,coef_source,commodity,year,value
BS,water_blue,mh_wld,RICE,2037,73.6698
BS,water_grey,mh_wld,RICE,2037,40.3996
BS,nitrogen_prod,crop_nfert,RICE,2037,5.16576
BS,nitrogen_total,crop_nfert,RICE,2037,5.29194
BS,land_diet,pn_land,RICE,2037,60.4914
BS,co2_faostat_prod,faostat_chn,RICE,2038,190.29
BS,co2_faostat_cons,faostat_chn,RICE,2038,195.134
BS,co2_pn_lca,pn_lca,RICE,2038,955.332
BS,water_green_prod,mh_wld,RICE,2038,241.765
BS,water_blue_prod,mh_wld,RICE,2038,71.9389
BS,water_grey_prod,mh_wld,RICE,2038,39.4504
BS,water_green,mh_wld,RICE,2038,247.919
BS,water_blue,mh_wld,RICE,2038,73.77
BS,water_grey,mh_wld,RICE,2038,40.4545
BS,nitrogen_prod,crop_nfert,RICE,2038,5.16616
BS,nitrogen_total,crop_nfert,RICE,2038,5.29766
BS,land_diet,pn_land,RICE,2038,60.5736
BS,co2_faostat_prod,faostat_chn,RICE,2039,190.344
BS,co2_faostat_cons,faostat_chn,RICE,2039,195.41
BS,co2_pn_lca,pn_lca,RICE,2039,956.684
BS,water_green_prod,mh_wld,RICE,2039,241.833
BS,water_blue_prod,mh_wld,RICE,2039,71.9592
BS,water_grey_prod,mh_wld,RICE,2039,39.4615
BS,water_green,mh_wld,RICE,2039,248.27
BS,water_blue,mh_wld,RICE,2039,73.8744
BS,water_grey,mh_wld,RICE,2039,40.5117
BS,nitrogen_prod,crop_nfert,RICE,2039,5.16641
BS,nitrogen_total,crop_nfert,RICE,2039,5.30391
BS,land_diet,pn_land,RICE,2039,60.6593
BS,co2_faostat_prod,faostat_chn,RICE,2040,190.385
BS,co2_faostat_cons,faostat_chn,RICE,2040,195.688
BS,co2_pn_lca,pn_lca,RICE,2040,958.048
BS,water_green_prod,mh_wld,RICE,2040,241.886
BS,water_blue_prod,mh_wld,RICE,2040,71.9747
BS,water_grey_prod,mh_wld,RICE,2040,39.47
BS,water_green,mh_wld,RICE,2040,248.624
BS,water_blue,mh_wld,RICE,2040,73.9797
BS,water_grey,mh_wld,RICE,2040,40.5695
BS,nitrogen_prod,crop_nfert,RICE,2040,5.16652
BS,nitrogen_total,crop_nfert,RICE,2040,5.31044
BS,land_diet,pn_land,RICE,2040,60.7458
BS,co2_faostat_prod,faostat_chn,RICE,2041,190.415
BS,co2_faostat_cons,faostat_chn,RICE,2041,196.049
BS,co2_pn_lca,pn_lca,RICE,2041,959.814
BS,water_green_prod,mh_wld,RICE,2041,241.924
BS,water_blue_prod,mh_wld,RICE,2041,71.9861
BS,water_grey_prod,mh_wld,RICE,2041,39.4762
BS,water_green,mh_wld,RICE,2041,249.082
BS,water_blue,mh_wld,RICE,2041,74.1161
BS,water_grey,mh_wld,RICE,2041,40.6443
BS,nitrogen_prod,crop_nfert,RICE,2041,5.16653
BS,nitrogen_total,crop_nfert,RICE,2041,5.3194
BS,land_diet,pn_land,RICE,2041,60.8578
BS,co2_faostat_prod,faostat_chn,RICE,2042,190.435
BS,co2_faostat_cons,faostat_chn,RICE,2042,196.404
BS,co2_pn_lca,pn_lca,RICE,2042,961.554
BS,water_green_prod,mh_wld,RICE,2042,241.949
BS,water_blue_prod,mh_wld,RICE,2042,71.9937
BS,water_grey_prod,mh_wld,RICE,2042,39.4804
BS,water_green,mh_wld,RICE,2042,249.534
BS,water_blue,mh_wld,RICE,2042,74.2504
BS,water_grey,mh_wld,RICE,2042,40.718
BS,nitrogen_prod,crop_nfert,RICE,2042,5.16646
BS,nitrogen_total,crop_nfert,RICE,2042,5.32841
BS,land_diet,pn_land,RICE,2042,60.9681
BS,co2_faostat_prod,faostat_chn,RICE,2043,190.446
BS,co2_faostat_cons,faostat_chn,RICE,2043,196.763
BS,co2_pn_lca,pn_lca,RICE,2043,963.311
BS,water_green_prod,mh_wld,RICE,2043,241.963
BS,water_blue_prod,mh_wld,RICE,2043,71.9979
BS,water_grey_prod,mh_wld,RICE,2043,39.4827
BS,water_green,mh_wld,RICE,2043,249.99
BS,water_blue,mh_wld,RICE,2043,74.3861
BS,water_grey,mh_wld,RICE,2043,40.7924
BS,nitrogen_prod,crop_nfert,RICE,2043,5.16633
BS,nitrogen_total,crop_nfert,RICE,2043,5.3377
BS,land_diet,pn_land,RICE,2043,61.0795
BS,co2_faostat_prod,faostat_chn,RICE,2044,190.449
BS,co2_faostat_cons,faostat_chn,RICE,2044,197.127
BS,co2_pn_lca,pn_lca,RICE,2044,965.093
BS,water_green_prod,mh_wld,RICE,2044,241.967
BS,water_blue_prod,mh_wld,RICE,2044,71.9989
BS,water_grey_prod,mh_wld,RICE,2044,39.4833
BS,water_green,mh_wld,RICE,2044,250.452
BS,water_blue,mh_wld,RICE,2044,74.5237
BS,water_grey,mh_wld,RICE,2044,40.8679
BS,nitrogen_prod,crop_nfert,RICE,2044,5.16614
BS,nitrogen_total,crop_nfert,RICE,2044,5.34731
BS,land_diet,pn_land,RICE,2044,61.1925
BS,co2_faostat_prod,faostat_chn,RICE,2045,190.444
BS,co2_faostat_cons,faostat_chn,RICE,2045,197.492
BS,co2_pn_lca,pn_lca,RICE,2045,966.877
BS,water_green_prod,mh_wld,RICE,2045,241.961
BS,water_blue_prod,mh_wld,RICE,2045,71.9971
BS,water_grey_prod,mh_wld,RICE,2045,39.4823
BS,water_green,mh_wld,RICE,2045,250.915
BS,water_blue,mh_wld,RICE,2045,74.6615
BS,water_grey,mh_wld,RICE,2045,40.9434
BS,nitrogen_prod,crop_nfert,RICE,2045,5.16592
BS,nitrogen_total,crop_nfert,RICE,2045,5.35709
BS,land_diet,pn_land,RICE,2045,61.3056
BS,co2_faostat_prod,faostat_chn,RICE,2046,190.432
BS,co2_faostat_cons,faostat_chn,RICE,2046,197.868
BS,co2_pn_lca,pn_lca,RICE,2046,968.718
BS,water_green_prod,mh_wld,RICE,2046,241.946
BS,water_blue_prod,mh_wld,RICE,2046,71.9927
BS,water_grey_prod,mh_wld,RICE,2046,39.4799
BS,water_green,mh_wld,RICE,2046,251.393
BS,water_blue,mh_wld,RICE,2046,74.8036
BS,water_grey,mh_wld,RICE,2046,41.0213
BS,nitrogen_prod,crop_nfert,RICE,2046,5.16566
BS,nitrogen_total,crop_nfert,RICE,2046,5.36734
BS,land_diet,pn_land,RICE,2046,61.4223
BS,co2_faostat_prod,faostat_chn,RICE,2047,190.414
BS,co2_faostat_cons,faostat_chn,RICE,2047,198.23
BS,co2_pn_lca,pn_lca,RICE,2047,970.492
BS,water_green_prod,mh_wld,RICE,2047,241.923
BS,water_blue_prod,mh_wld,RICE,2047,71.9859
BS,water_grey_prod,mh_wld,RICE,2047,39.4761
BS,water_green,mh_wld,RICE,2047,251.853
BS,water_blue,mh_wld,RICE,2047,74.9406
BS,water_grey,mh_wld,RICE,2047,41.0964
BS,nitrogen_prod,crop_nfert,RICE,2047,5.16537
BS,nitrogen_total,crop_nfert,RICE,2047,5.37738
BS,land_diet,pn_land,RICE,2047,61.5348
BS,co2_faostat_prod,faostat_chn,RICE,2048,190.39
BS,co2_faostat_cons,faostat_chn,RICE,2048,198.583
BS,co2_pn_lca,pn_lca,RICE,2048,972.221
BS,water_green_prod,mh_wld,RICE,2048,241.893
BS,water_blue_prod,mh_wld,RICE,2048,71.9769
BS,water_grey_prod,mh_wld,RICE,2048,39.4712
BS,water_green,mh_wld,RICE,2048,252.302
BS,water_blue,mh_wld,RICE,2048,75.0742
BS,water_grey,mh_wld,RICE,2048,41.1697
BS,nitrogen_prod,crop_nfert,RICE,2048,5.16506
BS,nitrogen_total,crop_nfert,RICE,2048,5.38732
BS,land_diet,pn_land,RICE,2048,61.6445
BS,co2_faostat_prod,faostat_chn,RICE,2049,190.361
BS,co2_faostat_cons,faostat_chn,RICE,2049,198.92
BS,co2_pn_lca,pn_lca,RICE,2049,973.869
BS,water_green_prod,mh_wld,RICE,2049,241.855
BS,water_blue_prod,mh_wld,RICE,2049,71.9657
BS,water_grey_prod,mh_wld,RICE,2049,39.4651
BS,water_green,mh_wld,RICE,2049,252.73
BS,water_blue,mh_wld,RICE,2049,75.2014
BS,water_grey,mh_wld,RICE,2049,41.2395
BS,nitrogen_prod,crop_nfert,RICE,2049,5.16473
BS,nitrogen_total,crop_nfert,RICE,2049,5.39695
BS,land_diet,pn_land,RICE,2049,61.7489
BS,co2_faostat_prod,faostat_chn,RICE,2050,190.326
BS,co2_faostat_cons,faostat_chn,RICE,2050,199.238
BS,co2_pn_lca,pn_lca,RICE,2050,975.428
BS,water_green_prod,mh_wld,RICE,2050,241.812
BS,water_blue_prod,mh_wld,RICE,2050,71.9526
BS,water_grey_prod,mh_wld,RICE,2050,39.4579
BS,water_green,mh_wld,RICE,2050,253.134
BS,water_blue,mh_wld,RICE,2050,75.3218
BS,water_grey,mh_wld,RICE,2050,41.3055
BS,nitrogen_prod,crop_nfert,RICE,2050,5.1644
BS,nitrogen_total,crop_nfert,RICE,2050,5.40621
BS,land_diet,pn_land,RICE,2050,61.8478
BS,co2_faostat_prod,faostat_chn,WHEA,2023,23.2203
BS,co2_faostat_cons,faostat_chn,WHEA,2023,23.2203
BS,co2_pn_lca,pn_lca,WHEA,2023,210.212
BS,water_green_prod,mh_wld,WHEA,2023,174.426
BS,water_blue_prod,mh_wld,WHEA,2023,46.7138
BS,water_grey_prod,mh_wld,WHEA,2023,28.2742
BS,water_green,mh_wld,WHEA,2023,174.426
BS,water_blue,mh_wld,WHEA,2023,46.7138
BS,water_grey,mh_wld,WHEA,2023,28.2742
BS,nitrogen_prod,crop_nfert,WHEA,2023,5.01134
BS,nitrogen_total,crop_nfert,WHEA,2023,5.01134
BS,land_diet,pn_land,WHEA,2023,52.5872
BS,co2_faostat_prod,faostat_chn,WHEA,2024,23.8168
BS,co2_faostat_cons,faostat_chn,WHEA,2024,23.6755
BS,co2_pn_lca,pn_lca,WHEA,2024,214.333
BS,water_green_prod,mh_wld,WHEA,2024,178.906
BS,water_blue_prod,mh_wld,WHEA,2024,47.9139
BS,water_grey_prod,mh_wld,WHEA,2024,29.0005
BS,water_green,mh_wld,WHEA,2024,177.845
BS,water_blue,mh_wld,WHEA,2024,47.6295
BS,water_grey,mh_wld,WHEA,2024,28.8284
BS,nitrogen_prod,crop_nfert,WHEA,2024,5.00289
BS,nitrogen_total,crop_nfert,WHEA,2024,4.9732
BS,land_diet,pn_land,WHEA,2024,53.618
BS,co2_faostat_prod,faostat_chn,WHEA,2025,23.9967
BS,co2_faostat_cons,faostat_chn,WHEA,2025,23.7136
BS,co2_pn_lca,pn_lca,WHEA,2025,214.678
BS,water_green_prod,mh_wld,WHEA,2025,180.257
BS,water_blue_prod,mh_wld,WHEA,2025,48.2757
BS,water_grey_prod,mh_wld,WHEA,2025,29.2195
BS,water_green,mh_wld,WHEA,2025,178.131
BS,water_blue,mh_wld,WHEA,2025,47.7062
BS,water_grey,mh_wld,WHEA,2025,28.8748
BS,nitrogen_prod,crop_nfert,WHEA,2025,5.00842
BS,nitrogen_total,crop_nfert,WHEA,2025,4.94934
BS,land_diet,pn_land,WHEA,2025,53.7043
BS,co2_faostat_prod,faostat_chn,WHEA,2026,24.1694
BS,co2_faostat_cons,faostat_chn,WHEA,2026,23.7761
BS,co2_pn_lca,pn_lca,WHEA,2026,215.244
BS,water_green_prod,mh_wld,WHEA,2026,181.555
BS,water_blue_prod,mh_wld,WHEA,2026,48.6232
BS,water_grey_prod,mh_wld,WHEA,2026,29.4298
BS,water_green,mh_wld,WHEA,2026,178.601
BS,water_blue,mh_wld,WHEA,2026,47.832
BS,water_grey,mh_wld,WHEA,2026,28.9509
BS,nitrogen_prod,crop_nfert,WHEA,2026,5.01296
BS,nitrogen_total,crop_nfert,WHEA,2026,4.93139
BS,land_diet,pn_land,WHEA,2026,53.8459
BS,co2_faostat_prod,faostat_chn,WHEA,2027,24.3351
BS,co2_faostat_cons,faostat_chn,WHEA,2027,23.8426
BS,co2_pn_lca,pn_lca,WHEA,2027,215.845
BS,water_green_prod,mh_wld,WHEA,2027,182.799
BS,water_blue_prod,mh_wld,WHEA,2027,48.9564
BS,water_grey_prod,mh_wld,WHEA,2027,29.6315
BS,water_green,mh_wld,WHEA,2027,179.1
BS,water_blue,mh_wld,WHEA,2027,47.9657
BS,water_grey,mh_wld,WHEA,2027,29.0318
BS,nitrogen_prod,crop_nfert,WHEA,2027,5.0166
BS,nitrogen_total,crop_nfert,WHEA,2027,4.91508
BS,land_diet,pn_land,WHEA,2027,53.9964
BS,co2_faostat_prod,faostat_chn,WHEA,2028,24.4935
BS,co2_faostat_cons,faostat_chn,WHEA,2028,23.9098
BS,co2_pn_lca,pn_lca,WHEA,2028,216.454
BS,water_green_prod,mh_wld,WHEA,2028,183.989
BS,water_blue_prod,mh_wld,WHEA,2028,49.2751
BS,water_grey_prod,mh_wld,WHEA,2028,29.8244
BS,water_green,mh_wld,WHEA,2028,179.605
BS,water_blue,mh_wld,WHEA,2028,48.1009
BS,water_grey,mh_wld,WHEA,2028,29.1137
BS,nitrogen_prod,crop_nfert,WHEA,2028,5.01943
BS,nitrogen_total,crop_nfert,WHEA,2028,4.89982
BS,land_diet,pn_land,WHEA,2028,54.1486
BS,co2_faostat_prod,faostat_chn,WHEA,2029,24.6446
BS,co2_faostat_cons,faostat_chn,WHEA,2029,23.9785
BS,co2_pn_lca,pn_lca,WHEA,2029,217.076
BS,water_green_prod,mh_wld,WHEA,2029,185.125
BS,water_blue_prod,mh_wld,WHEA,2029,49.5792
BS,water_grey_prod,mh_wld,WHEA,2029,30.0084
BS,water_green,mh_wld,WHEA,2029,180.121
BS,water_blue,mh_wld,WHEA,2029,48.239
BS,water_grey,mh_wld,WHEA,2029,29.1973
BS,nitrogen_prod,crop_nfert,WHEA,2029,5.02154
BS,nitrogen_total,crop_nfert,WHEA,2029,4.8858
BS,land_diet,pn_land,WHEA,2029,54.3041
BS,co2_faostat_prod,faostat_chn,WHEA,2030,24.7883
BS,co2_faostat_cons,faostat_chn,WHEA,2030,24.0477
BS,co2_pn_lca,pn_lca,WHEA,2030,217.702
BS,water_green_prod,mh_wld,WHEA,2030,186.204
BS,water_blue_prod,mh_wld,WHEA,2030,49.8683
BS,water_grey_prod,mh_wld,WHEA,2030,30.1834
BS,water_green,mh_wld,WHEA,2030,180.64
BS,water_blue,mh_wld,WHEA,2030,48.3783
BS,water_grey,mh_wld,WHEA,2030,29.2816
BS,nitrogen_prod,crop_nfert,WHEA,2030,5.02298
BS,nitrogen_total,crop_nfert,WHEA,2030,4.8729
BS,land_diet,pn_land,WHEA,2030,54.4609
BS,co2_faostat_prod,faostat_chn,WHEA,2031,24.8128
BS,co2_faostat_cons,faostat_chn,WHEA,2031,24.0032
BS,co2_pn_lca,pn_lca,WHEA,2031,217.299
BS,water_green_prod,mh_wld,WHEA,2031,186.388
BS,water_blue_prod,mh_wld,WHEA,2031,49.9174
BS,water_grey_prod,mh_wld,WHEA,2031,30.2132
BS,water_green,mh_wld,WHEA,2031,180.306
BS,water_blue,mh_wld,WHEA,2031,48.2887
BS,water_grey,mh_wld,WHEA,2031,29.2274
BS,nitrogen_prod,crop_nfert,WHEA,2031,5.02383
BS,nitrogen_total,crop_nfert,WHEA,2031,4.85992
BS,land_diet,pn_land,WHEA,2031,54.3601
BS,co2_faostat_prod,faostat_chn,WHEA,2032,24.8285
BS,co2_faostat_cons,faostat_chn,WHEA,2032,23.9516
BS,co2_pn_lca,pn_lca,WHEA,2032,216.832
BS,water_green_prod,mh_wld,WHEA,2032,186.506
BS,water_blue_prod,mh_wld,WHEA,2032,49.9491
BS,water_grey_prod,mh_wld,WHEA,2032,30.2324
BS,water_green,mh_wld,WHEA,2032,179.918
BS,water_blue,mh_wld,WHEA,2032,48.1849
BS,water_grey,mh_wld,WHEA,2032,29.1645
BS,nitrogen_prod,crop_nfert,WHEA,2032,5.02415
BS,nitrogen_total,crop_nfert,WHEA,2032,4.8467
BS,land_diet,pn_land,WHEA,2032,54.2432
BS,co2_faostat_prod,faostat_chn,WHEA,2033,24.8352
BS,co2_faostat_cons,faostat_chn,WHEA,2033,23.8966
BS,co2_pn_lca,pn_lca,WHEA,2033,216.335
BS,water_green_prod,mh_wld,WHEA,2033,186.556
BS,water_blue_prod,mh_wld,WHEA,2033,49.9625
BS,water_grey_prod,mh_wld,WHEA,2033,30.2405
BS,water_green,mh_wld,WHEA,2033,179.506
BS,water_blue,mh_wld,WHEA,2033,48.0743
BS,water_grey,mh_wld,WHEA,2033,29.0976
BS,nitrogen_prod,crop_nfert,WHEA,2033,5.02399
BS,nitrogen_total,crop_nfert,WHEA,2033,4.83413
BS,land_diet,pn_land,WHEA,2033,54.1188
BS,co2_faostat_prod,faostat_chn,WHEA,2034,24.8324
BS,co2_faostat_cons,faostat_chn,WHEA,2034,23.8381
BS,co2_pn_lca,pn_lca,WHEA,2034,215.805
BS,water_green_prod,mh_wld,WHEA,2034,186.535
BS,water_blue_prod,mh_wld,WHEA,2034,49.9569
BS,water_grey_prod,mh_wld,WHEA,2034,30.2371
BS,water_green,mh_wld,WHEA,2034,179.066
BS,water_blue,mh_wld,WHEA,2034,47.9566
BS,water_grey,mh_wld,WHEA,2034,29.0264
BS,nitrogen_prod,crop_nfert,WHEA,2034,5.0234
BS,nitrogen_total,crop_nfert,WHEA,2034,4.82227
BS,land_diet,pn_land,WHEA,2034,53.9863
BS,co2_faostat_prod,faostat_chn,WHEA,2035,24.8197
BS,co2_faostat_cons,faostat_chn,WHEA,2035,23.7764
BS,co2_pn_lca,pn_lca,WHEA,2035,215.246
BS,water_green_prod,mh_wld,WHEA,2035,186.439
BS,water_blue_prod,mh_wld,WHEA,2035,49.9313
BS,water_grey_prod,mh_wld,WHEA,2035,30.2216
BS,water_green,mh_wld,WHEA,2035,178.603
BS,water_blue,mh_wld,WHEA,2035,47.8325
BS,water_grey,mh_wld,WHEA,2035,28.9512
