scenario,commodity,year,production,net_import,supply_available,domestic_demand_total,food_demand_total,balance_error,balance_error_pct_of_use
B3,OTGR,2032,3821.6,286.517,4108.12,4108.12,160.203,9.09495e-13,2.2139e-14
B3,OTGR,2033,3822.35,295.658,4118.01,4118.01,159.593,2.72848e-12,6.62574e-14
B3,OTGR,2034,3825.85,302.669,4128.52,4128.52,158.959,-9.09495e-13,-2.20296e-14
B3,OTGR,2035,3829.36,310.302,4139.66,4139.66,158.395,1.81899e-12,4.39406e-14
B3,OTGR,2036,3832.86,317.473,4150.34,4150.34,157.787,-9.09495e-13,-2.19138e-14
B3,OTGR,2037,3836.38,323.764,4160.14,4160.14,157.157,0,0
B3,OTGR,2038,3839.89,329.395,4169.29,4169.29,156.499,1.81899e-12,4.36283e-14
B3,OTGR,2039,3843.41,334.488,4177.9,4177.9,155.801,-4.54747e-12,-1.08846e-13
B3,OTGR,2040,3846.93,339.273,4186.2,4186.2,155.144,9.09495e-13,2.1726e-14
B3,OTGR,2041,3850.46,343.674,4194.13,4194.13,154.443,-9.09495e-13,-2.16849e-14
B3,OTGR,2042,3853.98,347.759,4201.74,4201.74,153.714,0,0
B3,OTGR,2043,3857.51,351.56,4209.07,4209.07,152.95,-9.09495e-13,-2.1608e-14
B3,OTGR,2044,3861.05,355.096,4216.14,4216.14,152.144,0,0
B3,OTGR,2045,3864.59,358.271,4222.86,4222.86,151.307,0,0
B3,OTGR,2046,3868.13,361.204,4229.33,4229.33,150.411,0,0
B3,OTGR,2047,3871.67,363.919,4235.59,4235.59,149.464,1.81899e-12,4.29454e-14
B3,OTGR,2048,3875.22,366.404,4241.62,4241.62,148.454,-1.81899e-12,-4.28843e-14
B3,OTGR,2049,3878.77,368.662,4247.43,4247.43,147.377,-9.09495e-13,-2.14128e-14
B3,OTGR,2050,3882.32,370.908,4253.23,4253.23,146.433,-9.09495e-13,-2.13836e-14
B3,SORG,2023,318,485.8,803.8,803.8,67,-1.13687e-13,-1.41437e-14
B3,SORG,2024,314,865.5,1179.5,1179.5,65,0,0
B3,SORG,2025,314.35,865.078,1179.43,1179.43,64.791,4.54747e-13,3.85566e-14
B3,SORG,2026,314.624,865.327,1179.95,1179.95,64.5913,-4.54747e-13,-3.85395e-14
B3,SORG,2027,314.821,865.968,1180.79,1180.79,64.391,6.82121e-13,5.77682e-14
B3,SORG,2028,314.94,866.907,1181.85,1181.85,64.1824,-4.54747e-13,-3.84777e-14
B3,SORG,2029,314.977,868.291,1183.27,1183.27,63.969,-2.27374e-13,-1.92157e-14
B3,SORG,2030,314.931,869.992,1184.92,1184.92,63.7933,2.27374e-13,1.91889e-14
B3,SORG,2031,314.795,870.186,1184.98,1184.98,63.6105,-1.13687e-12,-9.59398e-14
B3,SORG,2032,314.568,870.112,1184.68,1184.68,63.4313,-6.82121e-13,-5.75785e-14
B3,SORG,2033,314.242,870.239,1184.48,1184.48,63.2514,4.54747e-13,3.83921e-14
B3,SORG,2034,313.812,870.572,1184.38,1184.38,63.0742,0,0
B3,SORG,2035,313.271,871.14,1184.41,1184.41,62.9377,-4.54747e-13,-3.83944e-14
B3,SORG,2036,312.633,871.861,1184.49,1184.49,62.7833,-2.27374e-13,-1.91959e-14
B3,SORG,2037,311.996,872.558,1184.55,1184.55,62.6195,-2.27374e-13,-1.91949e-14
B3,SORG,2038,311.36,873.267,1184.63,1184.63,62.4439,-6.82121e-13,-5.75811e-14
B3,SORG,2039,310.725,873.999,1184.72,1184.72,62.252,2.27374e-13,1.91921e-14
B3,SORG,2040,310.092,874.807,1184.9,1184.9,62.0755,6.82121e-13,5.75679e-14
B3,SORG,2041,309.46,875.645,1185.1,1185.1,61.8806,-2.27374e-13,-1.9186e-14
B3,SORG,2042,308.83,876.519,1185.35,1185.35,61.6738,-4.54747e-13,-3.8364e-14
B3,SORG,2043,308.2,877.426,1185.63,1185.63,61.4521,-2.27374e-13,-1.91775e-14
B3,SORG,2044,307.572,878.36,1185.93,1185.93,61.2131,-2.27374e-13,-1.91726e-14
B3,SORG,2045,306.945,879.286,1186.23,1186.23,60.9604,-2.27374e-13,-1.91677e-14
B3,SORG,2046,306.32,880.226,1186.55,1186.55,60.6834,-2.27374e-13,-1.91627e-14
B3,SORG,2047,305.696,881.178,1186.87,1186.87,60.3848,0,0
B3,SORG,2048,305.073,882.132,1187.2,1187.2,60.0595,0,0
B3,SORG,2049,304.451,883.083,1187.53,1187.53,59.7066,2.27374e-13,1.91467e-14
B3,SORG,2050,303.83,884.108,1187.94,1187.94,59.4049,0,0
B3,BARL,2023,200,1589.8,1789.8,1640,90.2,149.8,9.13415
B3,BARL,2024,200,1424,1624,1624,89.32,0,0
B3,BARL,2025,200.234,1417.9,1618.14,1618.14,89.0243,0,0
B3,BARL,2026,200.421,1412.21,1612.63,1612.63,88.7324,-4.54747e-13,-2.81991e-14
B3,BARL,2027,200.558,1406.74,1607.3,1607.3,88.4305,-9.09495e-13,-5.65853e-14
B3,BARL,2028,200.645,1401.46,1602.1,1602.1,88.107,2.27374e-13,1.41922e-14
B3,BARL,2029,200.681,1396.5,1597.18,1597.18,87.7661,2.27374e-13,1.42359e-14
B3,BARL,2030,200.663,1391.79,1592.45,1592.45,87.4719,-2.27374e-13,-1.42782e-14
B3,BARL,2031,200.589,1386.16,1586.75,1586.75,87.1549,-2.27374e-13,-1.43295e-14
B3,BARL,2032,200.456,1380.45,1580.91,1580.91,86.8297,2.27374e-13,1.43825e-14
B3,BARL,2033,200.26,1374.92,1575.18,1575.18,86.4887,-2.27374e-13,-1.44347e-14
B3,BARL,2034,200.055,1369.55,1569.61,1569.61,86.1355,2.27374e-13,1.4486e-14
B3,BARL,2035,199.779,1364.45,1564.23,1564.23,85.8264,-2.27374e-13,-1.45358e-14
B3,BARL,2036,199.441,1360.25,1559.69,1559.69,85.4934,0,0
B3,BARL,2037,199.103,1356.72,1555.82,1555.82,85.1483,2.27374e-13,1.46144e-14
B3,BARL,2038,198.766,1353.81,1552.57,1552.57,84.7879,2.27374e-13,1.46449e-14
B3,BARL,2039,198.43,1351.43,1549.86,1549.86,84.4061,0,0
B3,BARL,2040,198.094,1349.59,1547.68,1547.68,84.0505,9.09495e-13,5.87649e-14
B3,BARL,2041,197.759,1348.17,1545.92,1545.92,83.6708,0,0
B3,BARL,2042,197.424,1347.11,1544.54,1544.54,83.2758,-4.54747e-13,-2.94423e-14
B3,BARL,2043,197.09,1346.38,1543.47,1543.47,82.8616,-2.27374e-13,-1.47313e-14
B3,BARL,2044,196.756,1345.93,1542.68,1542.68,82.4248,-4.54747e-13,-2.94777e-14
B3,BARL,2045,196.423,1345.68,1542.11,1542.11,81.9719,2.27374e-13,1.47444e-14
B3,BARL,2046,196.091,1345.62,1541.71,1541.71,81.4872,2.27374e-13,1.47481e-14
B3,BARL,2047,195.759,1345.71,1541.47,1541.47,80.9747,-2.27374e-13,-1.47504e-14
B3,BARL,2048,195.428,1345.92,1541.35,1541.35,80.4276,2.27374e-13,1.47516e-14
B3,BARL,2049,195.097,1346.21,1541.3,1541.3,79.8446,-4.54747e-13,-2.95041e-14
B3,BARL,2050,194.767,1346.68,1541.45,1541.45,79.3434,0,0
B3,PIGM,2023,5794,152.32,5946.32,5946.32,4546.55,9.09495e-13,1.52951e-14
B3,PIGM,2024,5706,104.23,5810.23,5810.23,4444.17,0,0
B3,PIGM,2025,5731.07,0,5731.07,5640.43,4262.74,90.6471,1.6071
B3,PIGM,2026,5701.77,0,5701.77,5473.94,4087.52,227.827,4.16203
B3,PIGM,2027,5675.42,0,5675.42,5308.2,3919.62,367.215,6.91788
B3,PIGM,2028,5651.73,0,5651.73,5147.88,3757.13,503.847,9.78747
B3,PIGM,2029,5630.44,0,5630.44,4993.42,3600.38,637.015,12.7571
B3,PIGM,2030,5611.32,0,5611.32,4845.17,3449.89,766.15,15.8126
B3,PIGM,2031,5601.57,0,5601.57,4701.93,3304.05,899.64,19.1334
B3,PIGM,2032,5586.72,0,5586.72,4564.7,3164.5,1022.01,22.3895
B3,PIGM,2033,5573.62,0,5573.62,4432.62,3030.05,1141,25.7409
B3,PIGM,2034,5562.14,0,5562.14,4305.65,2900.66,1256.49,29.1823
B3,PIGM,2035,5552.18,0,5552.18,4184.33,2776.85,1367.85,32.6899
B3,PIGM,2036,5543.15,0,5543.15,4073.27,2656.93,1469.88,36.0861
B3,PIGM,2037,5535.76,0,5535.76,3967.06,2541.92,1568.7,39.5431
B3,PIGM,2038,5529.69,0,5529.69,3864.94,2431.08,1664.75,43.073
B3,PIGM,2039,5524.66,0,5524.66,3766.6,2324.13,1758.06,46.675
B3,PIGM,2040,5520.47,0,5520.47,3672.47,2221.51,1848,50.3204
B3,PIGM,2041,5516.94,0,5516.94,3581.62,2122.3,1935.32,54.0348
B3,PIGM,2042,5513.95,0,5513.95,3494.69,2027.15,2019.26,57.7809
B3,PIGM,2043,5511.38,0,5511.38,3411.11,1935.52,2100.26,61.5712
B3,PIGM,2044,5509.14,0,5509.14,3330.72,1847.24,2178.43,65.4041
B3,PIGM,2045,5507.18,0,5507.18,3253.39,1762.2,2253.8,69.2754
B3,PIGM,2046,5505.43,0,5505.43,3178.8,1680.11,2326.63,73.192
B3,PIGM,2047,5503.85,0,5503.85,3107.09,1601.1,2396.76,77.1385
B3,PIGM,2048,5502.41,0,5502.41,3037.96,1524.88,2464.46,81.1222
B3,PIGM,2049,5501.08,0,5501.08,2971.31,1451.38,2529.76,85.1395
B3,PIGM,2050,5499.83,0,5499.83,2908.04,1381.47,2591.79,89.1249
B3,CATM,2023,753,273.73,1026.73,1026.73,925.67,0,0
B3,CATM,2024,779,287.41,1066.41,1066.41,954.39,0,0
B3,CATM,2025,747.119,277.66,1024.78,1024.78,917.343,-2.27374e-13,-2.21876e-14
B3,CATM,2026,752.254,237.144,989.398,989.398,881.224,-2.27374e-13,-2.2981e-14
B3,CATM,2027,757.094,198.632,955.726,955.726,846.856,-2.27374e-13,-2.37907e-14
B3,CATM,2028,761.998,161.078,923.076,923.076,813.501,-2.27374e-13,-2.46322e-14
B3,CATM,2029,770.967,121.212,892.179,892.179,781.314,-2.27374e-13,-2.54852e-14
B3,CATM,2030,780.079,82.1341,862.213,862.213,750.038,-1.40176e-10,-1.62577e-11
B3,CATM,2031,789.342,43.776,833.118,833.118,719.611,1.13687e-13,1.36459e-14
B3,CATM,2032,798.761,6.83577,805.597,805.597,690.735,4.54747e-13,5.64485e-14
B3,CATM,2033,808.344,0,808.344,779.195,662.955,29.1493,3.74096
B3,CATM,2034,818.099,0,818.099,753.911,636.269,64.1879,8.51399
B3,CATM,2035,828.035,0,828.035,729.668,610.597,98.3668,13.481
B3,CATM,2036,837.401,0,837.401,705.901,585.483,131.5,18.6287
B3,CATM,2037,846.873,0,846.873,683.162,561.382,163.71,23.9636
B3,CATM,2038,856.451,0,856.451,661.161,538.003,195.29,29.5375
B3,CATM,2039,866.137,0,866.137,639.852,515.301,226.285,35.3653
B3,CATM,2040,875.932,0,875.932,619.227,493.268,256.705,41.4557
B3,CATM,2041,885.837,0,885.837,599.189,471.806,286.648,47.8394
B3,CATM,2042,895.854,0,895.854,580.03,451.206,315.824,54.4497
B3,CATM,2043,905.984,0,905.984,561.55,431.269,344.434,61.3364
B3,CATM,2044,916.228,0,916.228,543.723,411.97,372.505,68.51
B3,CATM,2045,926.587,0,926.587,526.516,393.273,400.071,75.9846
B3,CATM,2046,937.063,0,937.063,509.887,375.138,427.175,83.7784
B3,CATM,2047,947.656,0,947.656,493.904,357.631,453.753,91.8707
B3,CATM,2048,958.369,0,958.369,478.494,340.681,479.876,100.289
B3,CATM,2049,969.203,0,969.203,463.649,324.278,505.554,109.038
B3,CATM,2050,980.159,0,980.159,449.418,308.471,530.741,118.095
B3,SHGM,2023,531,43.24,574.24,574.24,501.279,0,0
B3,SHGM,2024,518,36.53,554.53,554.53,495.466,0,0
B3,SHGM,2025,520.85,14.977,535.827,535.827,476.438,-2.27374e-13,-4.24341e-14
B3,SHGM,2026,523.723,0,523.723,517.633,457.917,6.08982,1.17647
B3,SHGM,2027,526.619,0,526.619,500.327,440.281,26.2912,5.2548
B3,SHGM,2028,529.538,0,529.538,483.555,423.175,45.9835,9.50948
B3,SHGM,2029,532.248,0,532.248,467.361,406.672,64.8872,13.8837
B3,SHGM,2030,534.766,0,534.766,451.658,390.682,83.108,18.4006
B3,SHGM,2031,537.111,0,537.111,436.369,375.125,100.742,23.0865
B3,SHGM,2032,539.298,0,539.298,421.838,360.346,117.459,27.8446
B3,SHGM,2033,541.342,0,541.342,407.839,346.113,133.503,32.7342
B3,SHGM,2034,543.257,0,543.257,394.373,332.429,148.884,37.7522
B3,SHGM,2035,545.057,0,545.057,381.425,319.275,163.633,42.9004
B3,SHGM,2036,547.063,0,547.063,368.79,306.412,178.272,48.3398
B3,SHGM,2037,548.95,0,548.95,356.661,294.068,192.289,53.9138
B3,SHGM,2038,550.731,0,550.731,344.891,282.095,205.84,59.6827
B3,SHGM,2039,552.416,0,552.416,333.457,270.469,218.959,65.6633
B3,SHGM,2040,554.271,0,554.271,322.394,259.195,231.876,71.9232
B3,SHGM,2041,556.023,0,556.023,311.608,248.209,244.415,78.4365
B3,SHGM,2042,557.682,0,557.682,301.248,237.659,256.434,85.1239
B3,SHGM,2043,559.258,0,559.258,291.213,227.445,268.045,92.0442
B3,SHGM,2044,560.757,0,560.757,281.49,217.551,279.267,99.2103
B3,SHGM,2045,561.536,0,561.536,271.988,207.96,289.548,106.456
B3,SHGM,2046,562.316,0,562.316,262.767,198.65,299.548,113.998
B3,SHGM,2047,563.097,0,563.097,253.861,189.655,309.235,121.813
B3,SHGM,2048,563.879,0,563.879,245.233,180.938,318.646,129.936
B3,SHGM,2049,564.662,0,564.662,236.878,172.493,327.784,138.377
B3,SHGM,2050,565.446,0,565.446,228.818,164.344,336.628,147.116
B3,CHKM,2023,2609.25,74.7687,2684.02,2684.02,2423.09,9.09495e-13,3.38856e-14
B3,CHKM,2024,2637.39,20.6355,2658.03,2658.03,2394.29,-9.09495e-13,-3.42169e-14
B3,CHKM,2025,2727.89,0,2727.89,2723.2,2450.41,4.69289,0.17233
B3,CHKM,2026,2733.34,46.935,2780.27,2780.27,2506.94,-6.36646e-12,-2.28987e-13
B3,CHKM,2027,2741.5,98.2932,2839.79,2839.79,2565.64,-3.63798e-12,-1.28107e-13
B3,CHKM,2028,2749.8,150.153,2899.95,2899.95,2624.97,-2.27374e-12,-7.84061e-14
B3,CHKM,2029,2758.25,202.96,2961.21,2961.21,2685.38,2.27374e-12,7.67842e-14
B3,CHKM,2030,2766.85,256.296,3023.15,3023.15,2746.46,-4.54747e-13,-1.50422e-14
B3,CHKM,2031,2775.64,309.671,3085.31,3085.31,2807.75,-1.81899e-12,-5.89564e-14
B3,CHKM,2032,2784.61,365.433,3150.05,3150.05,2871.58,1.36424e-12,4.33086e-14
B3,CHKM,2033,2793.79,422.304,3216.1,3216.1,2936.72,-4.09273e-12,-1.27258e-13
B3,CHKM,2034,2803.2,480.477,3283.67,3283.67,3003.35,-5.45697e-12,-1.66185e-13
B3,CHKM,2035,2812.85,539.995,3352.84,3352.84,3071.56,-9.09495e-13,-2.71261e-14
B3,CHKM,2036,2831.01,590.155,3421.16,3421.16,3138.06,-9.09495e-13,-2.65844e-14
B3,CHKM,2037,2847.25,643.437,3490.69,3490.69,3205.96,1.81899e-12,5.21098e-14
B3,CHKM,2038,2862.56,697.727,3560.29,3560.29,3274.03,-1.81899e-12,-5.1091e-14
B3,CHKM,2039,2877.44,752.283,3629.72,3629.72,3341.98,4.54747e-13,1.25284e-14
B3,CHKM,2040,2892.14,806.87,3699.01,3699.01,3409.79,0,0
B3,CHKM,2041,2906.78,860.598,3767.37,3767.37,3476.7,4.54747e-13,1.20707e-14
B3,CHKM,2042,2921.42,915.189,3836.61,3836.61,3544.47,-4.54747e-12,-1.18528e-13
B3,CHKM,2043,2936.1,969.43,3905.53,3905.53,3611.92,4.09273e-12,1.04793e-13
B3,CHKM,2044,2950.84,1023.08,3973.93,3973.93,3678.84,9.09495e-13,2.28866e-14
B3,CHKM,2045,2965.65,1075.79,4041.44,4041.44,3744.87,-5.45697e-12,-1.35025e-13
B3,CHKM,2046,2980.51,1127.11,4107.63,4107.63,3809.58,4.54747e-12,1.10708e-13
B3,CHKM,2047,2995.45,1177.54,4173,4173,3873.45,2.72848e-12,6.53843e-14
B3,CHKM,2048,3010.46,1226.34,4236.81,4236.81,3935.76,-1.81899e-12,-4.2933e-14
B3,CHKM,2049,3025.55,1273.32,4298.87,4298.87,3996.31,9.09495e-13,2.11566e-14
B3,CHKM,2050,3040.7,1318.62,4359.32,4359.32,4055.25,5.45697e-12,1.25179e-13
B3,EGGS,2023,3028.55,0,3028.55,3011.87,2383.06,16.68,0.553809
B3,EGGS,2024,3049.8,0,3049.8,3031.91,2386.64,17.8911,0.590095
B3,EGGS,2025,3064.17,0,3064.17,3007.02,2352.69,57.1496,1.90054
B3,EGGS,2026,3076.52,0,3076.52,2982.51,2319.2,94.0136,3.15217
B3,EGGS,2027,3087.18,0,3087.18,2958.08,2285.84,129.094,4.36412
B3,EGGS,2028,3096.41,0,3096.41,2933.47,2252.3,162.943,5.55464
B3,EGGS,2029,3104.45,0,3104.45,2908.86,2218.7,195.589,6.72388
B3,EGGS,2030,3111.51,0,3111.51,2884.23,2185.08,227.28,7.88007
B3,EGGS,2031,3117.77,0,3117.77,2859.49,2151.31,258.278,9.0323
B3,EGGS,2032,3123.39,0,3123.39,2835.09,2117.79,288.295,10.1688
B3,EGGS,2033,3128.5,0,3128.5,2810.83,2084.33,317.664,11.3014
B3,EGGS,2034,3133.22,0,3133.22,2786.83,2051.02,346.396,12.4298
B3,EGGS,2035,3137.68,0,3137.68,2763.11,2017.89,374.569,13.5561
B3,EGGS,2036,3122.82,0,3122.82,2742.55,1988.66,380.271,13.8656
B3,EGGS,2037,3107.57,0,3107.57,2721.68,1959.52,385.891,14.1784
B3,EGGS,2038,3092.02,0,3092.02,2700.44,1930.39,391.578,14.5005
B3,EGGS,2039,3076.25,0,3076.25,2678.74,1901.15,397.518,14.8398
B3,EGGS,2040,3060.33,0,3060.33,2656.67,1871.87,403.665,15.1944
B3,EGGS,2041,3044.31,0,3044.31,2634.14,1842.46,410.164,15.5711
B3,EGGS,2042,3028.21,0,3028.21,2611.39,1813.12,416.822,15.9617
B3,EGGS,2043,3012.09,0,3012.09,2588.35,1783.76,423.738,16.371
B3,EGGS,2044,2995.95,0,2995.95,2564.97,1754.34,430.985,16.8028
B3,EGGS,2045,2979.83,0,2979.83,2541.16,1724.75,438.671,17.2626
B3,EGGS,2046,2963.73,0,2963.73,2516.86,1694.93,446.868,17.755
B3,EGGS,2047,2947.67,0,2947.67,2492.19,1664.98,455.479,18.2762
B3,EGGS,2048,2931.66,0,2931.66,2467.03,1634.77,464.634,18.8337
B3,EGGS,2049,2915.71,0,2915.71,2441.37,1604.3,474.338,19.4291
B3,EGGS,2050,2899.82,0,2899.82,2415.42,1573.74,484.406,20.0548
B3,MILK,2023,4197,1694.13,5891.13,5891.13,5223.43,-9.09495e-13,-1.54384e-14
B3,MILK,2024,4079,1555.36,5634.36,5634.36,4998.61,0,0
B3,MILK,2025,3962.98,1856.18,5819.16,5819.16,5201.5,-1.81899e-12,-3.12586e-14
B3,MILK,2026,4076.9,1968.58,6045.48,6045.48,5410.06,-9.09495e-13,-1.50442e-14
B3,MILK,2027,4194.25,2087.97,6282.22,6282.22,5628.51,0,0
B3,MILK,2028,4315.16,2210.87,6526.03,6526.03,5853.48,-9.09495e-13,-1.39364e-14
B3,MILK,2029,4439.77,2338.4,6778.17,6778.17,6086.19,-1.81899e-12,-2.6836e-14
B3,MILK,2030,4568.19,2471.97,7040.16,7040.16,6328.17,-1.81899e-12,-2.58373e-14
B3,MILK,2031,4613.62,2681.8,7295.42,7295.42,6576.35,9.09495e-13,1.24667e-14
B3,MILK,2032,4659.77,2903,7562.77,7562.77,6836.51,9.09495e-13,1.20259e-14
B3,MILK,2033,4706.69,3133,7839.69,7839.69,7106.11,-1.81899e-12,-2.32023e-14
B3,MILK,2034,4754.41,3372.47,8126.87,8126.87,7385.86,-1.81899e-12,-2.23824e-14
B3,MILK,2035,4802.98,3624.25,8427.23,8427.23,7678.65,5.45697e-12,6.4754e-14
B3,MILK,2036,4843.47,3885.69,8729.17,8729.17,7974.27,1.81899e-12,2.08381e-14
B3,MILK,2037,4876.93,4163.8,9040.73,9040.73,8280.62,-1.81899e-12,-2.01199e-14
B3,MILK,2038,4904.66,4454.53,9359.19,9359.19,8594.76,-1.81899e-12,-1.94353e-14
B3,MILK,2039,4927.77,4756.3,9684.07,9684.07,8916.04,-1.81899e-12,-1.87833e-14
B3,MILK,2040,4947.13,5071.08,10018.2,10018.2,9247.16,7.27596e-12,7.26273e-14
B3,MILK,2041,4963.49,5393.84,10357.3,10357.3,9583.72,-3.63798e-12,-3.51247e-14
B3,MILK,2042,4977.41,5729.07,10706.5,10706.5,9930.71,-3.63798e-12,-3.39792e-14
B3,MILK,2043,4989.39,6073.25,11062.6,11062.6,10285,3.63798e-12,3.28853e-14
B3,MILK,2044,4999.79,6425.5,11425.3,11425.3,10646,3.63798e-12,3.18414e-14
B3,MILK,2045,5008.94,6785.5,11794.4,11794.4,11013.8,-7.27596e-12,-6.16897e-14
B3,MILK,2046,5017.08,7150.89,12168,12168,11386,1.81899e-12,1.4949e-14
B3,MILK,2047,5024.41,7522.98,12547.4,12547.4,11764.3,-3.63798e-12,-2.89939e-14
B3,MILK,2048,5031.09,7899.37,12930.5,12930.5,12146.3,-3.63798e-12,-2.81349e-14
B3,MILK,2049,5037.26,8279.25,13316.5,13316.5,12531.4,1.81899e-12,1.36597e-14
B3,MILK,2050,5043,8673.84,13716.8,13716.8,12930.9,-1.81899e-12,-1.3261e-14
B3,FISH,2023,7116.2,296,7412.2,7412.2,3132.04,0,0
B3,FISH,2024,7366,269,7635,7635,3204.13,0,0
B3,FISH,2025,7453.32,357.479,7810.8,7810.8,3315.03,3.63798e-12,4.65763e-14
B3,FISH,2026,7540.81,450.466,7991.28,7991.28,3430.24,-2.72848e-12,-3.41433e-14
B3,FISH,2027,7628.49,547.854,8176.34,8176.34,3549.57,0,0
B3,FISH,2028,7716.36,649.436,8365.79,8365.79,3672.67,7.27596e-12,8.69727e-14
B3,FISH,2029,7804.43,755.984,8560.41,8560.41,3799.92,0,0
B3,FISH,2030,7892.71,865.49,8758.2,8758.2,3929.76,1.81899e-12,2.0769e-14
B3,FISH,2031,7981.22,979.732,8960.95,8960.95,4063.87,5.45697e-12,6.08972e-14
B3,FISH,2032,8069.98,1100.02,9170,9170,4203.24,-1.81899e-12,-1.98363e-14
B3,FISH,2033,8159,1226.21,9385.21,9385.21,4347.82,5.45697e-12,5.81443e-14
B3,FISH,2034,8248.33,1358.84,9607.17,9607.17,4498.12,7.27596e-12,7.57347e-14
B3,FISH,2035,8333.86,1500.1,9833.96,9833.96,4652.75,3.63798e-12,3.69941e-14
B3,FISH,2036,8405.51,1668.34,10073.8,10073.8,4809.36,7.27596e-12,7.22262e-14
B3,FISH,2037,8461.78,1854.57,10316.3,10316.3,4970.35,5.45697e-12,5.28963e-14
B3,FISH,2038,8505.54,2056.17,10561.7,10561.7,5135.55,9.09495e-12,8.61124e-14
B3,FISH,2039,8539.17,2270.76,10809.9,10809.9,5304.63,0,0
B3,FISH,2040,8564.61,2495.22,11059.8,11059.8,5476.13,3.63798e-12,3.28936e-14
B3,FISH,2041,8583.44,2729.39,11312.8,11312.8,5651.29,0,0
B3,FISH,2042,8596.97,2972.84,11569.8,11569.8,5830.77,-3.63798e-12,-3.14437e-14
B3,FISH,2043,8606.22,3224.36,11830.6,11830.6,6014.27,3.63798e-12,3.07506e-14
B3,FISH,2044,8612.05,3482.96,12095,12095,6201.56,3.63798e-12,3.00784e-14
B3,FISH,2045,8615.13,3747.05,12362.2,12362.2,6391.68,1.81899e-12,1.47142e-14
B3,FISH,2046,8616.01,4016.2,12632.2,12632.2,6584.73,-1.81899e-12,-1.43996e-14
B3,FISH,2047,8615.13,4290.25,12905.4,12905.4,6780.91,3.63798e-12,2.81896e-14
B3,FISH,2048,8612.83,4568.11,13180.9,13180.9,6979.52,-3.63798e-12,-2.76003e-14
B3,FISH,2049,8609.42,4849.2,13458.6,13458.6,7180.25,-1.81899e-12,-1.35154e-14
B3,FISH,2050,8605.1,5128.01,13733.1,13733.1,7377.78,1.81899e-12,1.32453e-14
B4,RICE,2023,20660.3,100.6,20760.9,20760.9,15799.6,3.63798e-12,1.75232e-14
B4,RICE,2024,20753.5,78.57,20832.1,20832.1,15650,0,0
B4,RICE,2025,20794.1,0,20794.1,20758.3,15274,35.8116,0.172517
B4,RICE,2026,20834.1,0,20834.1,20696.2,14924.6,137.852,0.666072
B4,RICE,2027,20873.2,0,20873.2,20609,14584.3,264.245,1.28218
B4,RICE,2028,20911.5,0,20911.5,20509.8,14249.5,401.683,1.95849
B4,RICE,2029,20948.9,0,20948.9,20418.7,13919.5,530.15,2.59639
B4,RICE,2030,20985.2,0,20985.2,20348.8,13606.2,636.41,3.12751
B4,RICE,2031,21004.7,0,21004.7,20246.1,13309.7,758.562,3.74671
B4,RICE,2032,21022.9,0,21022.9,20111.9,13016.1,911.025,4.52979
B4,RICE,2033,21039.7,0,21039.7,19984.8,12726.7,1054.86,5.27831
B4,RICE,2034,21054.9,0,21054.9,19864.9,12441.4,1190.02,5.99058
B4,RICE,2035,21068.5,0,21068.5,19759.3,12167.3,1309.17,6.62559
B4,RICE,2036,21079.7,0,21079.7,19660.4,11907.6,1419.32,7.21921
B4,RICE,2037,21089,0,21089,19566.1,11651.8,1522.87,7.78321
B4,RICE,2038,21096.5,0,21096.5,19477.3,11400.6,1619.11,8.31281
B4,RICE,2039,21102.4,0,21102.4,19394.4,11154.3,1708.03,8.80685
B4,RICE,2040,21107,0,21107,19316.2,10911.9,1790.73,9.27059
B4,RICE,2041,21110.3,0,21110.3,19249.9,10680.3,1860.42,9.66457
B4,RICE,2042,21112.5,0,21112.5,19187.2,10451.4,1925.28,10.0342
B4,RICE,2043,21113.7,0,21113.7,19129,10225.9,1984.69,10.3753
B4,RICE,2044,21114.1,0,21114.1,19075.3,10003.8,2038.71,10.6877
B4,RICE,2045,21113.5,0,21113.5,19025.8,9784.78,2087.71,10.9731
B4,RICE,2046,21112.2,0,21112.2,18981.5,9569.9,2130.77,11.2255
B4,RICE,2047,21110.2,0,21110.2,18940.3,9357.08,2169.98,11.457
B4,RICE,2048,21107.6,0,21107.6,18902.7,9146.78,2204.91,11.6645
B4,RICE,2049,21104.3,0,21104.3,18868.2,8938.52,2236.09,11.8511
B4,RICE,2050,21100.5,0,21100.5,18836.9,8732.28,2263.56,12.0166
B4,WHEA,2023,13659,1189.4,14848.4,14848.4,9162.85,-1.81899e-12,-1.22504e-14
B4,WHEA,2024,14009.9,1106.26,15116.2,15116.2,9100,3.63798e-12,2.40668e-14
B4,WHEA,2025,14115.7,901.563,15017.3,15017.3,8881.22,-2.18279e-11,-1.45352e-13
B4,WHEA,2026,14217.3,719.134,14936.4,14936.4,8677.76,7.27596e-12,4.87128e-14
B4,WHEA,2027,14314.7,546.793,14861.5,14861.5,8479.37,-5.45697e-12,-3.67188e-14
B4,WHEA,2028,14407.9,382.816,14790.7,14790.7,8284,-1.81899e-12,-1.22982e-14
B4,WHEA,2029,14496.8,227.669,14724.5,14724.5,8091.23,-1.81899e-12,-1.23535e-14
B4,WHEA,2030,14581.4,87.7256,14669.1,14669.1,7907.93,0,0
B4,WHEA,2031,14595.7,0,14595.7,14549.4,7734.19,46.3313,0.318441
