scenario,indicator,coef_source,region,commodity,year,value
MTS,land_harvested,ahv_physical,BRZ,WHE,2040,3.34815
MTS,land_prod,pn_land,BRZ,WHE,2040,3.11838
MTS,co2_faostat,faostat_wld,BRZ,WHE,2045,1.41462
MTS,water_green,,BRZ,WHE,2045,10.3522
MTS,water_blue,,BRZ,WHE,2045,2.77249
MTS,water_grey,,BRZ,WHE,2045,1.67808
MTS,nitrogen_total,crop_nfert,BRZ,WHE,2045,0.243201
MTS,land_harvested,ahv_physical,BRZ,WHE,2045,3.27752
MTS,land_prod,pn_land,BRZ,WHE,2045,3.12108
MTS,co2_faostat,faostat_wld,BRZ,WHE,2050,1.41872
MTS,water_green,,BRZ,WHE,2050,10.3822
MTS,water_blue,,BRZ,WHE,2050,2.78052
MTS,water_grey,,BRZ,WHE,2050,1.68295
MTS,nitrogen_total,crop_nfert,BRZ,WHE,2050,0.243905
MTS,land_harvested,ahv_physical,BRZ,WHE,2050,3.20951
MTS,land_prod,pn_land,BRZ,WHE,2050,3.13012
MTS,co2_faostat,faostat_wld,CAN,WHE,2024,5.57199
MTS,water_green,,CAN,WHE,2024,40.7761
MTS,water_blue,,CAN,WHE,2024,10.9205
MTS,water_grey,,CAN,WHE,2024,6.60976
MTS,nitrogen_total,crop_nfert,CAN,WHE,2024,0.957936
MTS,land_harvested,ahv_physical,CAN,WHE,2024,10.7837
MTS,land_prod,pn_land,CAN,WHE,2024,12.2935
MTS,co2_faostat,faostat_wld,CAN,WHE,2030,5.94914
MTS,water_green,,CAN,WHE,2030,43.5361
MTS,water_blue,,CAN,WHE,2030,11.6596
MTS,water_grey,,CAN,WHE,2030,7.05715
MTS,nitrogen_total,crop_nfert,CAN,WHE,2030,1.02277
MTS,land_harvested,ahv_physical,CAN,WHE,2030,11.0151
MTS,land_prod,pn_land,CAN,WHE,2030,13.1256
MTS,co2_faostat,faostat_wld,CAN,WHE,2035,6.24869
MTS,water_green,,CAN,WHE,2035,45.7282
MTS,water_blue,,CAN,WHE,2035,12.2467
MTS,water_grey,,CAN,WHE,2035,7.41248
MTS,nitrogen_total,crop_nfert,CAN,WHE,2035,1.07427
MTS,land_harvested,ahv_physical,CAN,WHE,2035,11.2005
MTS,land_prod,pn_land,CAN,WHE,2035,13.7865
MTS,co2_faostat,faostat_wld,CAN,WHE,2040,6.58135
MTS,water_green,,CAN,WHE,2040,48.1627
MTS,water_blue,,CAN,WHE,2040,12.8987
MTS,water_grey,,CAN,WHE,2040,7.80711
MTS,nitrogen_total,crop_nfert,CAN,WHE,2040,1.13146
MTS,land_harvested,ahv_physical,CAN,WHE,2040,11.4025
MTS,land_prod,pn_land,CAN,WHE,2040,14.5205
MTS,co2_faostat,faostat_wld,CAN,WHE,2045,6.96285
MTS,water_green,,CAN,WHE,2045,50.9545
MTS,water_blue,,CAN,WHE,2045,13.6464
MTS,water_grey,,CAN,WHE,2045,8.25965
MTS,nitrogen_total,crop_nfert,CAN,WHE,2045,1.19705
MTS,land_harvested,ahv_physical,CAN,WHE,2045,11.6284
MTS,land_prod,pn_land,CAN,WHE,2045,15.3622
MTS,co2_faostat,faostat_wld,CAN,WHE,2050,7.39815
MTS,water_green,,CAN,WHE,2050,54.1401
MTS,water_blue,,CAN,WHE,2050,14.4995
MTS,water_grey,,CAN,WHE,2050,8.77603
MTS,nitrogen_total,crop_nfert,CAN,WHE,2050,1.27189
MTS,land_harvested,ahv_physical,CAN,WHE,2050,11.8778
MTS,land_prod,pn_land,CAN,WHE,2050,16.3226
MTS,co2_faostat,faostat_chn,CHN,WHE,2024,23.4027
MTS,water_green,,CHN,WHE,2024,175.796
MTS,water_blue,,CHN,WHE,2024,47.0807
MTS,water_grey,,CHN,WHE,2024,28.4962
MTS,nitrogen_total,crop_nfert,CHN,WHE,2024,4.12989
MTS,land_harvested,ahv_physical,CHN,WHE,2024,23.6966
MTS,land_prod,pn_land,CHN,WHE,2024,53.0003
MTS,co2_faostat,faostat_chn,CHN,WHE,2030,24.0581
MTS,water_green,,CHN,WHE,2030,180.718
MTS,water_blue,,CHN,WHE,2030,48.3992
MTS,water_grey,,CHN,WHE,2030,29.2942
MTS,nitrogen_total,crop_nfert,CHN,WHE,2030,4.24554
MTS,land_harvested,ahv_physical,CHN,WHE,2030,23.8484
MTS,land_prod,pn_land,CHN,WHE,2030,54.4844
MTS,co2_faostat,faostat_chn,CHN,WHE,2035,24.7464
MTS,water_green,,CHN,WHE,2035,185.889
MTS,water_blue,,CHN,WHE,2035,49.7839
MTS,water_grey,,CHN,WHE,2035,30.1324
MTS,nitrogen_total,crop_nfert,CHN,WHE,2035,4.36701
MTS,land_harvested,ahv_physical,CHN,WHE,2035,23.9739
MTS,land_prod,pn_land,CHN,WHE,2035,56.0433
MTS,co2_faostat,faostat_chn,CHN,WHE,2040,25.3989
MTS,water_green,,CHN,WHE,2040,190.79
MTS,water_blue,,CHN,WHE,2040,51.0965
MTS,water_grey,,CHN,WHE,2040,30.9268
MTS,nitrogen_total,crop_nfert,CHN,WHE,2040,4.48215
MTS,land_harvested,ahv_physical,CHN,WHE,2040,24.1008
MTS,land_prod,pn_land,CHN,WHE,2040,57.5209
MTS,co2_faostat,faostat_chn,CHN,WHE,2045,26.1361
MTS,water_green,,CHN,WHE,2045,196.329
MTS,water_blue,,CHN,WHE,2045,52.5798
MTS,water_grey,,CHN,WHE,2045,31.8246
MTS,nitrogen_total,crop_nfert,CHN,WHE,2045,4.61226
MTS,land_harvested,ahv_physical,CHN,WHE,2045,24.252
MTS,land_prod,pn_land,CHN,WHE,2045,59.1907
MTS,co2_faostat,faostat_chn,CHN,WHE,2050,26.9683
MTS,water_green,,CHN,WHE,2050,202.579
MTS,water_blue,,CHN,WHE,2050,54.2539
MTS,water_grey,,CHN,WHE,2050,32.8379
MTS,nitrogen_total,crop_nfert,CHN,WHE,2050,4.75911
MTS,land_harvested,ahv_physical,CHN,WHE,2050,24.4302
MTS,land_prod,pn_land,CHN,WHE,2050,61.0752
MTS,co2_faostat,faostat_wld,E15,WHE,2024,23.472
MTS,water_green,,E15,WHE,2024,171.769
MTS,water_blue,,E15,WHE,2024,46.0024
MTS,water_grey,,E15,WHE,2024,27.8436
MTS,nitrogen_total,crop_nfert,E15,WHE,2024,4.0353
MTS,land_harvested,ahv_physical,E15,WHE,2024,24.1846
MTS,land_prod,pn_land,E15,WHE,2024,51.7863
MTS,co2_faostat,faostat_wld,E15,WHE,2030,24.2586
MTS,water_green,,E15,WHE,2030,177.526
MTS,water_blue,,E15,WHE,2030,47.5442
MTS,water_grey,,E15,WHE,2030,28.7767
MTS,nitrogen_total,crop_nfert,E15,WHE,2030,4.17054
MTS,land_harvested,ahv_physical,E15,WHE,2030,24.5715
MTS,land_prod,pn_land,E15,WHE,2030,53.5219
MTS,co2_faostat,faostat_wld,E15,WHE,2035,25.05
MTS,water_green,,E15,WHE,2035,183.317
MTS,water_blue,,E15,WHE,2035,49.0951
MTS,water_grey,,E15,WHE,2035,29.7155
MTS,nitrogen_total,crop_nfert,E15,WHE,2035,4.30659
MTS,land_harvested,ahv_physical,E15,WHE,2035,24.9629
MTS,land_prod,pn_land,E15,WHE,2035,55.2679
MTS,co2_faostat,faostat_wld,E15,WHE,2040,25.9012
MTS,water_green,,E15,WHE,2040,189.546
MTS,water_blue,,E15,WHE,2040,50.7634
MTS,water_grey,,E15,WHE,2040,30.7252
MTS,nitrogen_total,crop_nfert,E15,WHE,2040,4.45293
MTS,land_harvested,ahv_physical,E15,WHE,2040,25.3837
MTS,land_prod,pn_land,E15,WHE,2040,57.1459
MTS,co2_faostat,faostat_wld,E15,WHE,2045,26.8728
MTS,water_green,,E15,WHE,2045,196.657
MTS,water_blue,,E15,WHE,2045,52.6677
MTS,water_grey,,E15,WHE,2045,31.8778
MTS,nitrogen_total,crop_nfert,E15,WHE,2045,4.61997
MTS,land_harvested,ahv_physical,E15,WHE,2045,25.8639
MTS,land_prod,pn_land,E15,WHE,2045,59.2896
MTS,co2_faostat,faostat_wld,E15,WHE,2050,27.9696
MTS,water_green,,E15,WHE,2050,204.683
MTS,water_blue,,E15,WHE,2050,54.8171
MTS,water_grey,,E15,WHE,2050,33.1788
MTS,nitrogen_total,crop_nfert,E15,WHE,2050,4.80852
MTS,land_harvested,ahv_physical,E15,WHE,2050,26.4006
MTS,land_prod,pn_land,E15,WHE,2050,61.7093
MTS,co2_faostat,faostat_wld,IND,WHE,2024,19.8925
MTS,water_green,,IND,WHE,2024,145.574
MTS,water_blue,,IND,WHE,2024,38.987
MTS,water_grey,,IND,WHE,2024,23.5974
MTS,nitrogen_total,crop_nfert,IND,WHE,2024,3.41991
MTS,land_harvested,ahv_physical,IND,WHE,2024,31.9962
MTS,land_prod,pn_land,IND,WHE,2024,43.8888
MTS,co2_faostat,faostat_wld,IND,WHE,2030,20.7385
MTS,water_green,,IND,WHE,2030,151.765
MTS,water_blue,,IND,WHE,2030,40.645
MTS,water_grey,,IND,WHE,2030,24.6009
MTS,nitrogen_total,crop_nfert,IND,WHE,2030,3.56535
MTS,land_harvested,ahv_physical,IND,WHE,2030,32.5225
MTS,land_prod,pn_land,IND,WHE,2030,45.7553
MTS,co2_faostat,faostat_wld,IND,WHE,2035,21.3262
MTS,water_green,,IND,WHE,2035,156.066
MTS,water_blue,,IND,WHE,2035,41.7968
MTS,water_grey,,IND,WHE,2035,25.2981
MTS,nitrogen_total,crop_nfert,IND,WHE,2035,3.66639
MTS,land_harvested,ahv_physical,IND,WHE,2035,32.9184
MTS,land_prod,pn_land,IND,WHE,2035,47.052
MTS,co2_faostat,faostat_wld,IND,WHE,2040,22.1599
MTS,water_green,,IND,WHE,2040,162.168
MTS,water_blue,,IND,WHE,2040,43.4309
MTS,water_grey,,IND,WHE,2040,26.2871
MTS,nitrogen_total,crop_nfert,IND,WHE,2040,3.80973
MTS,land_harvested,ahv_physical,IND,WHE,2040,33.4426
MTS,land_prod,pn_land,IND,WHE,2040,48.8915
MTS,co2_faostat,faostat_wld,IND,WHE,2045,23.109
MTS,water_green,,IND,WHE,2045,169.113
MTS,water_blue,,IND,WHE,2045,45.2911
MTS,water_grey,,IND,WHE,2045,27.413
MTS,nitrogen_total,crop_nfert,IND,WHE,2045,3.9729
MTS,land_harvested,ahv_physical,IND,WHE,2045,34.0312
MTS,land_prod,pn_land,IND,WHE,2045,50.9856
MTS,co2_faostat,faostat_wld,IND,WHE,2050,24.185
MTS,water_green,,IND,WHE,2050,176.987
MTS,water_blue,,IND,WHE,2050,47.3998
MTS,water_grey,,IND,WHE,2050,28.6894
MTS,nitrogen_total,crop_nfert,IND,WHE,2050,4.15788
MTS,land_harvested,ahv_physical,IND,WHE,2050,34.6918
MTS,land_prod,pn_land,IND,WHE,2050,53.3595
MTS,co2_faostat,faostat_wld,JPN,WHE,2024,0.191978
MTS,water_green,,JPN,WHE,2024,1.4049
MTS,water_blue,,JPN,WHE,2024,0.376255
MTS,water_grey,,JPN,WHE,2024,0.227733
MTS,nitrogen_total,crop_nfert,JPN,WHE,2024,0.0330048
MTS,land_harvested,ahv_physical,JPN,WHE,2024,0.236975
MTS,land_prod,pn_land,JPN,WHE,2024,0.423562
MTS,co2_faostat,faostat_wld,JPN,WHE,2030,0.187005
MTS,water_green,,JPN,WHE,2030,1.36851
MTS,water_blue,,JPN,WHE,2030,0.366508
MTS,water_grey,,JPN,WHE,2030,0.221834
MTS,nitrogen_total,crop_nfert,JPN,WHE,2030,0.0321498
MTS,land_harvested,ahv_physical,JPN,WHE,2030,0.23075
MTS,land_prod,pn_land,JPN,WHE,2030,0.412589
MTS,co2_faostat,faostat_wld,JPN,WHE,2035,0.195065
MTS,water_green,,JPN,WHE,2035,1.42749
MTS,water_blue,,JPN,WHE,2035,0.382305
MTS,water_grey,,JPN,WHE,2035,0.231395
MTS,nitrogen_total,crop_nfert,JPN,WHE,2035,0.0335355
MTS,land_harvested,ahv_physical,JPN,WHE,2035,0.233006
MTS,land_prod,pn_land,JPN,WHE,2035,0.430372
MTS,co2_faostat,faostat_wld,JPN,WHE,2040,0.205702
MTS,water_green,,JPN,WHE,2040,1.50534
MTS,water_blue,,JPN,WHE,2040,0.403153
MTS,water_grey,,JPN,WHE,2040,0.244014
MTS,nitrogen_total,crop_nfert,JPN,WHE,2040,0.0353643
MTS,land_harvested,ahv_physical,JPN,WHE,2040,0.236615
MTS,land_prod,pn_land,JPN,WHE,2040,0.453842
MTS,co2_faostat,faostat_wld,JPN,WHE,2045,0.218291
MTS,water_green,,JPN,WHE,2045,1.59746
MTS,water_blue,,JPN,WHE,2045,0.427825
MTS,water_grey,,JPN,WHE,2045,0.258947
MTS,nitrogen_total,crop_nfert,JPN,WHE,2045,0.0375285
MTS,land_harvested,ahv_physical,JPN,WHE,2045,0.241056
MTS,land_prod,pn_land,JPN,WHE,2045,0.481616
MTS,co2_faostat,faostat_wld,JPN,WHE,2050,0.233026
MTS,water_green,,JPN,WHE,2050,1.70529
MTS,water_blue,,JPN,WHE,2050,0.456703
MTS,water_grey,,JPN,WHE,2050,0.276426
MTS,nitrogen_total,crop_nfert,JPN,WHE,2050,0.0400617
MTS,land_harvested,ahv_physical,JPN,WHE,2050,0.2463
MTS,land_prod,pn_land,JPN,WHE,2050,0.514125
MTS,co2_faostat,faostat_wld,MEX,WHE,2024,0.602589
MTS,water_green,,MEX,WHE,2024,4.40977
MTS,water_blue,,MEX,WHE,2024,1.181
MTS,water_grey,,MEX,WHE,2024,0.714819
MTS,nitrogen_total,crop_nfert,MEX,WHE,2024,0.103597
MTS,land_harvested,ahv_physical,MEX,WHE,2024,0.55866
MTS,land_prod,pn_land,MEX,WHE,2024,1.32949
MTS,co2_faostat,faostat_wld,MEX,WHE,2030,0.667454
MTS,water_green,,MEX,WHE,2030,4.88446
MTS,water_blue,,MEX,WHE,2030,1.30813
MTS,water_grey,,MEX,WHE,2030,0.791765
MTS,nitrogen_total,crop_nfert,MEX,WHE,2030,0.114748
MTS,land_harvested,ahv_physical,MEX,WHE,2030,0.577593
MTS,land_prod,pn_land,MEX,WHE,2030,1.47261
MTS,co2_faostat,faostat_wld,MEX,WHE,2035,0.695278
MTS,water_green,,MEX,WHE,2035,5.08808
MTS,water_blue,,MEX,WHE,2035,1.36266
MTS,water_grey,,MEX,WHE,2035,0.824771
MTS,nitrogen_total,crop_nfert,MEX,WHE,2035,0.119532
MTS,land_harvested,ahv_physical,MEX,WHE,2035,0.586834
MTS,land_prod,pn_land,MEX,WHE,2035,1.53399
MTS,co2_faostat,faostat_wld,MEX,WHE,2040,0.725615
MTS,water_green,,MEX,WHE,2040,5.31009
MTS,water_blue,,MEX,WHE,2040,1.42212
MTS,water_grey,,MEX,WHE,2040,0.860758
MTS,nitrogen_total,crop_nfert,MEX,WHE,2040,0.124747
MTS,land_harvested,ahv_physical,MEX,WHE,2040,0.596488
MTS,land_prod,pn_land,MEX,WHE,2040,1.60093
MTS,co2_faostat,faostat_wld,MEX,WHE,2045,0.759914
MTS,water_green,,MEX,WHE,2045,5.56109
MTS,water_blue,,MEX,WHE,2045,1.48935
MTS,water_grey,,MEX,WHE,2045,0.901446
MTS,nitrogen_total,crop_nfert,MEX,WHE,2045,0.130644
MTS,land_harvested,ahv_physical,MEX,WHE,2045,0.607119
MTS,land_prod,pn_land,MEX,WHE,2045,1.6766
MTS,co2_faostat,faostat_wld,MEX,WHE,2050,0.798592
MTS,water_green,,MEX,WHE,2050,5.84414
MTS,water_blue,,MEX,WHE,2050,1.56515
MTS,water_grey,,MEX,WHE,2050,0.947327
MTS,nitrogen_total,crop_nfert,MEX,WHE,2050,0.137294
MTS,land_harvested,ahv_physical,MEX,WHE,2050,0.618779
MTS,land_prod,pn_land,MEX,WHE,2050,1.76194
MTS,co2_faostat,faostat_wld,NZL,WHE,2024,0.0786068
MTS,water_green,,NZL,WHE,2024,0.575249
MTS,water_blue,,NZL,WHE,2024,0.15406
MTS,water_grey,,NZL,WHE,2024,0.0932471
MTS,nitrogen_total,crop_nfert,NZL,WHE,2024,0.0135141
MTS,land_harvested,ahv_physical,NZL,WHE,2024,0.0465868
MTS,land_prod,pn_land,NZL,WHE,2024,0.173431
MTS,co2_faostat,faostat_wld,NZL,WHE,2030,0.085093
MTS,water_green,,NZL,WHE,2030,0.622715
MTS,water_blue,,NZL,WHE,2030,0.166773
MTS,water_grey,,NZL,WHE,2030,0.100941
MTS,nitrogen_total,crop_nfert,NZL,WHE,2030,0.0146292
MTS,land_harvested,ahv_physical,NZL,WHE,2030,0.0481004
MTS,land_prod,pn_land,NZL,WHE,2030,0.187741
MTS,co2_faostat,faostat_wld,NZL,WHE,2035,0.0913092
MTS,water_green,,NZL,WHE,2035,0.668206
MTS,water_blue,,NZL,WHE,2035,0.178956
MTS,water_grey,,NZL,WHE,2035,0.108315
MTS,nitrogen_total,crop_nfert,NZL,WHE,2035,0.0156979
MTS,land_harvested,ahv_physical,NZL,WHE,2035,0.0495524
MTS,land_prod,pn_land,NZL,WHE,2035,0.201456
MTS,co2_faostat,faostat_wld,NZL,WHE,2040,0.0968943
MTS,water_green,,NZL,WHE,2040,0.709077
MTS,water_blue,,NZL,WHE,2040,0.189902
MTS,water_grey,,NZL,WHE,2040,0.11494
MTS,nitrogen_total,crop_nfert,NZL,WHE,2040,0.016658
MTS,land_harvested,ahv_physical,NZL,WHE,2040,0.0509836
MTS,land_prod,pn_land,NZL,WHE,2040,0.213778
MTS,co2_faostat,faostat_wld,NZL,WHE,2045,0.103306
MTS,water_green,,NZL,WHE,2045,0.756002
MTS,water_blue,,NZL,WHE,2045,0.202469
MTS,water_grey,,NZL,WHE,2045,0.122547
MTS,nitrogen_total,crop_nfert,NZL,WHE,2045,0.0177604
MTS,land_harvested,ahv_physical,NZL,WHE,2045,0.0525739
MTS,land_prod,pn_land,NZL,WHE,2045,0.227925
MTS,co2_faostat,faostat_wld,NZL,WHE,2050,0.110649
MTS,water_green,,NZL,WHE,2050,0.809738
MTS,water_blue,,NZL,WHE,2050,0.21686
MTS,water_grey,,NZL,WHE,2050,0.131257
MTS,nitrogen_total,crop_nfert,NZL,WHE,2050,0.0190228
MTS,land_harvested,ahv_physical,NZL,WHE,2050,0.0543158
MTS,land_prod,pn_land,NZL,WHE,2050,0.244126
MTS,co2_faostat,faostat_wld,ROW,WHE,2024,41.9011
MTS,water_green,,ROW,WHE,2024,306.635
MTS,water_blue,,ROW,WHE,2024,82.1214
MTS,water_grey,,ROW,WHE,2024,49.705
MTS,nitrogen_total,crop_nfert,ROW,WHE,2024,7.20363
MTS,land_harvested,ahv_physical,ROW,WHE,2024,85.3573
MTS,land_prod,pn_land,ROW,WHE,2024,92.4466
MTS,co2_faostat,faostat_wld,ROW,WHE,2030,43.3968
MTS,water_green,,ROW,WHE,2030,317.58
MTS,water_blue,,ROW,WHE,2030,85.0527
MTS,water_grey,,ROW,WHE,2030,51.4792
MTS,nitrogen_total,crop_nfert,ROW,WHE,2030,7.46076
MTS,land_harvested,ahv_physical,ROW,WHE,2030,86.6192
MTS,land_prod,pn_land,ROW,WHE,2030,95.7464
MTS,co2_faostat,faostat_wld,ROW,WHE,2035,44.6563
MTS,water_green,,ROW,WHE,2035,326.797
MTS,water_blue,,ROW,WHE,2035,87.5212
MTS,water_grey,,ROW,WHE,2035,52.9734
MTS,nitrogen_total,crop_nfert,ROW,WHE,2035,7.6773
MTS,land_harvested,ahv_physical,ROW,WHE,2035,87.6895
MTS,land_prod,pn_land,ROW,WHE,2035,98.5254
MTS,co2_faostat,faostat_wld,ROW,WHE,2040,46.4001
MTS,water_green,,ROW,WHE,2040,339.558
MTS,water_blue,,ROW,WHE,2040,90.9388
MTS,water_grey,,ROW,WHE,2040,55.0419
MTS,nitrogen_total,crop_nfert,ROW,WHE,2040,7.97709
MTS,land_harvested,ahv_physical,ROW,WHE,2040,89.0831
MTS,land_prod,pn_land,ROW,WHE,2040,102.373
MTS,co2_faostat,faostat_wld,ROW,WHE,2045,48.3848
MTS,water_green,,ROW,WHE,2045,354.083
MTS,water_blue,,ROW,WHE,2045,94.8287
MTS,water_grey,,ROW,WHE,2045,57.3963
MTS,nitrogen_total,crop_nfert,ROW,WHE,2045,8.31831
MTS,land_harvested,ahv_physical,ROW,WHE,2045,90.648
MTS,land_prod,pn_land,ROW,WHE,2045,106.752
MTS,co2_faostat,faostat_wld,ROW,WHE,2050,50.6354
MTS,water_green,,ROW,WHE,2050,370.552
MTS,water_blue,,ROW,WHE,2050,99.2395
MTS,water_grey,,ROW,WHE,2050,60.066
MTS,nitrogen_total,crop_nfert,ROW,WHE,2050,8.70522
MTS,land_harvested,ahv_physical,ROW,WHE,2050,92.405
MTS,land_prod,pn_land,ROW,WHE,2050,111.717
MTS,co2_faostat,faostat_wld,USA,WHE,2024,8.24954
MTS,water_green,,USA,WHE,2024,60.3706
MTS,water_blue,,USA,WHE,2024,16.1682
MTS,water_grey,,USA,WHE,2024,9.78599
MTS,nitrogen_total,crop_nfert,USA,WHE,2024,1.41826
MTS,land_harvested,ahv_physical,USA,WHE,2024,15.4715
MTS,land_prod,pn_land,USA,WHE,2024,18.201
MTS,co2_faostat,faostat_wld,USA,WHE,2030,8.34565
MTS,water_green,,USA,WHE,2030,61.0739
MTS,water_blue,,USA,WHE,2030,16.3565
MTS,water_grey,,USA,WHE,2030,9.9
MTS,nitrogen_total,crop_nfert,USA,WHE,2030,1.43478
MTS,land_harvested,ahv_physical,USA,WHE,2030,15.6653
MTS,land_prod,pn_land,USA,WHE,2030,18.413
MTS,co2_faostat,faostat_wld,USA,WHE,2035,8.3879
MTS,water_green,,USA,WHE,2035,61.3831
MTS,water_blue,,USA,WHE,2035,16.4393
MTS,water_grey,,USA,WHE,2035,9.95012
MTS,nitrogen_total,crop_nfert,USA,WHE,2035,1.44205
MTS,land_harvested,ahv_physical,USA,WHE,2035,15.7446
MTS,land_prod,pn_land,USA,WHE,2035,18.5063
MTS,co2_faostat,faostat_wld,USA,WHE,2040,8.43057
MTS,water_green,,USA,WHE,2040,61.6953
MTS,water_blue,,USA,WHE,2040,16.5229
MTS,water_grey,,USA,WHE,2040,10.0007
MTS,nitrogen_total,crop_nfert,USA,WHE,2040,1.44938
MTS,land_harvested,ahv_physical,USA,WHE,2040,15.8247
MTS,land_prod,pn_land,USA,WHE,2040,18.6004
MTS,co2_faostat,faostat_wld,USA,WHE,2045,8.48037
MTS,water_green,,USA,WHE,2045,62.0598
MTS,water_blue,,USA,WHE,2045,16.6206
MTS,water_grey,,USA,WHE,2045,10.0598
MTS,nitrogen_total,crop_nfert,USA,WHE,2045,1.45794
MTS,land_harvested,ahv_physical,USA,WHE,2045,15.9182
MTS,land_prod,pn_land,USA,WHE,2045,18.7103
MTS,co2_faostat,faostat_wld,USA,WHE,2050,8.53804
MTS,water_green,,USA,WHE,2050,62.4818
MTS,water_blue,,USA,WHE,2050,16.7336
MTS,water_grey,,USA,WHE,2050,10.1282
MTS,nitrogen_total,crop_nfert,USA,WHE,2050,1.46786
MTS,land_harvested,ahv_physical,USA,WHE,2050,16.0264
MTS,land_prod,pn_land,USA,WHE,2050,18.8375
MTS,co2_faostat,faostat_wld,ARG,CRN,2024,11.1603
MTS,water_green,,ARG,CRN,2024,60.5662
MTS,water_blue,,ARG,CRN,2024,5.18043
MTS,water_grey,,ARG,CRN,2024,12.4074
MTS,nitrogen_total,crop_nfert,ARG,CRN,2024,1.40703
MTS,land_harvested,ahv_physical,ARG,CRN,2024,8.42956
MTS,land_prod,pn_land,ARG,CRN,2024,18.803
MTS,co2_faostat,faostat_wld,ARG,CRN,2030,11.9855
MTS,water_green,,ARG,CRN,2030,65.0446
MTS,water_blue,,ARG,CRN,2030,5.56348
MTS,water_grey,,ARG,CRN,2030,13.3249
MTS,nitrogen_total,crop_nfert,ARG,CRN,2030,1.51107
MTS,land_harvested,ahv_physical,ARG,CRN,2030,8.74542
MTS,land_prod,pn_land,ARG,CRN,2030,20.1934
MTS,co2_faostat,faostat_wld,ARG,CRN,2035,12.291
MTS,water_green,,ARG,CRN,2035,66.7023
MTS,water_blue,,ARG,CRN,2035,5.70527
MTS,water_grey,,ARG,CRN,2035,13.6645
MTS,nitrogen_total,crop_nfert,ARG,CRN,2035,1.54958
MTS,land_harvested,ahv_physical,ARG,CRN,2035,8.85339
MTS,land_prod,pn_land,ARG,CRN,2035,20.708
MTS,co2_faostat,faostat_wld,ARG,CRN,2040,12.7802
MTS,water_green,,ARG,CRN,2040,69.3574
MTS,water_blue,,ARG,CRN,2040,5.93237
MTS,water_grey,,ARG,CRN,2040,14.2084
MTS,nitrogen_total,crop_nfert,ARG,CRN,2040,1.61126
MTS,land_harvested,ahv_physical,ARG,CRN,2040,9.02624
MTS,land_prod,pn_land,ARG,CRN,2040,21.5323
MTS,co2_faostat,faostat_wld,ARG,CRN,2045,13.3446
MTS,water_green,,ARG,CRN,2045,72.4205
MTS,water_blue,,ARG,CRN,2045,6.19436
MTS,water_grey,,ARG,CRN,2045,14.8359
MTS,nitrogen_total,crop_nfert,ARG,CRN,2045,1.68242
MTS,land_harvested,ahv_physical,ARG,CRN,2045,9.22567
MTS,land_prod,pn_land,ARG,CRN,2045,22.4832
MTS,co2_faostat,faostat_wld,ARG,CRN,2050,13.973
MTS,water_green,,ARG,CRN,2050,75.8306
MTS,water_blue,,ARG,CRN,2050,6.48603
MTS,water_grey,,ARG,CRN,2050,15.5345
MTS,nitrogen_total,crop_nfert,ARG,CRN,2050,1.76164
MTS,land_harvested,ahv_physical,ARG,CRN,2050,9.44283
MTS,land_prod,pn_land,ARG,CRN,2050,23.5419
MTS,co2_faostat,faostat_wld,AUS,CRN,2024,0.074091
MTS,water_green,,AUS,CRN,2024,0.402087
MTS,water_blue,,AUS,CRN,2024,0.0343918
MTS,water_grey,,AUS,CRN,2024,0.0823705
MTS,nitrogen_total,crop_nfert,AUS,CRN,2024,0.00934098
MTS,land_harvested,ahv_physical,AUS,CRN,2024,0.047937
MTS,land_prod,pn_land,AUS,CRN,2024,0.124829
MTS,co2_faostat,faostat_wld,AUS,CRN,2030,0.0771058
MTS,water_green,,AUS,CRN,2030,0.418448
MTS,water_blue,,AUS,CRN,2030,0.0357912
MTS,water_grey,,AUS,CRN,2030,0.0857222
MTS,nitrogen_total,crop_nfert,AUS,CRN,2030,0.00972107
MTS,land_harvested,ahv_physical,AUS,CRN,2030,0.0478246
MTS,land_prod,pn_land,AUS,CRN,2030,0.129909
MTS,co2_faostat,faostat_wld,AUS,CRN,2035,0.0792085
MTS,water_green,,AUS,CRN,2035,0.429859
MTS,water_blue,,AUS,CRN,2035,0.0367673
MTS,water_grey,,AUS,CRN,2035,0.0880599
MTS,nitrogen_total,crop_nfert,AUS,CRN,2035,0.00998617
MTS,land_harvested,ahv_physical,AUS,CRN,2035,0.047863
MTS,land_prod,pn_land,AUS,CRN,2035,0.133452
MTS,co2_faostat,faostat_wld,AUS,CRN,2040,0.0822157
MTS,water_green,,AUS,CRN,2040,0.446179
MTS,water_blue,,AUS,CRN,2040,0.0381631
MTS,water_grey,,AUS,CRN,2040,0.0914031
MTS,nitrogen_total,crop_nfert,AUS,CRN,2040,0.0103653
MTS,land_harvested,ahv_physical,AUS,CRN,2040,0.0479962
MTS,land_prod,pn_land,AUS,CRN,2040,0.138518
MTS,co2_faostat,faostat_wld,AUS,CRN,2045,0.0856123
MTS,water_green,,AUS,CRN,2045,0.464612
MTS,water_blue,,AUS,CRN,2045,0.0397398
MTS,water_grey,,AUS,CRN,2045,0.0951793
MTS,nitrogen_total,crop_nfert,AUS,CRN,2045,0.0107935
MTS,land_harvested,ahv_physical,AUS,CRN,2045,0.0481473
MTS,land_prod,pn_land,AUS,CRN,2045,0.144241
