account,geography,scenario,indicator,region,unit,year,value
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2030,868.671
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2031,876.612
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2032,884.898
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2033,893.184
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2034,901.471
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2035,909.823
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2036,917.644
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2037,925.502
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2038,933.04
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2039,940.275
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2040,947.128
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2041,953.476
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2042,959.735
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2043,965.601
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2044,971.071
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2045,976.093
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2046,980.557
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2047,984.533
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2048,987.943
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2049,990.702
final_consumption_lca,China,A1,land_lca_final_food,CHN,Mha,2050,992.782
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2023,169.308
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2024,169.751
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2025,169.266
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2026,168.862
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2027,168.511
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2028,168.14
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2029,167.748
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2030,167.333
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2031,166.96
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2032,166.582
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2033,166.189
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2034,165.778
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2035,165.358
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2036,164.967
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2037,164.567
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2038,164.145
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2039,163.705
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2040,163.236
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2041,162.779
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2042,162.303
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2043,161.796
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2044,161.261
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2045,160.689
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2046,160.079
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2047,159.418
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2048,158.706
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2049,157.929
final_consumption_lca,China,A1,water_blue_lca_final_food,CHN,km3,2050,157.085
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2023,3929.68
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2024,3968.52
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2025,3990.4
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2026,4011.2
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2027,4033.99
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2028,4056.05
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2029,4077.64
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2030,4098.51
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2031,4118.55
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2032,4139.42
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2033,4160.09
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2034,4180.56
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2035,4201.09
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2036,4220.05
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2037,4238.88
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2038,4256.51
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2039,4273.03
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2040,4288.1
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2041,4301.73
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2042,4314.83
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2043,4326.48
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2044,4336.67
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2045,4345.2
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2046,4351.73
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2047,4356.34
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2048,4358.81
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2049,4358.79
final_consumption_lca,China,A2,co2_lca_final_food,CHN,Mt CO2e,2050,4356.17
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2023,812.598
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2024,818.026
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2025,826.843
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2026,835.06
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2027,843.834
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2028,852.416
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2029,860.904
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2030,869.205
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2031,877.104
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2032,885.334
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2033,893.536
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2034,901.711
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2035,909.924
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2036,917.569
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2037,925.24
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2038,932.567
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2039,939.567
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2040,946.159
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2041,952.228
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2042,958.204
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2043,963.768
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2044,968.917
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2045,973.6
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2046,977.712
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2047,981.325
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2048,984.357
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2049,986.725
final_consumption_lca,China,A2,land_lca_final_food,CHN,Mha,2050,988.401
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2023,169.308
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2024,169.751
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2025,169.141
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2026,168.637
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2027,168.187
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2028,167.716
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2029,167.224
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2030,166.708
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2031,166.255
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2032,165.798
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2033,165.325
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2034,164.835
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2035,164.334
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2036,163.882
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2037,163.422
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2038,162.939
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2039,162.439
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2040,161.908
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2041,161.406
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2042,160.886
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2043,160.335
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2044,159.755
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2045,159.138
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2046,158.488
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2047,157.787
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2048,157.035
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2049,156.219
final_consumption_lca,China,A2,water_blue_lca_final_food,CHN,km3,2050,155.336
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2023,3929.68
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2024,3968.52
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2025,3989.65
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2026,4010.57
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2027,4032.27
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2028,4053.28
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2029,4074.01
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2030,4094.61
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2031,4114.17
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2032,4134.7
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2033,4155.12
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2034,4175.61
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2035,4196.64
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2036,4215.86
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2037,4235.05
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2038,4253.3
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2039,4270.25
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2040,4286.34
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2041,4300.59
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2042,4314.37
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2043,4326.82
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2044,4337.73
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2045,4346.87
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2046,4353.79
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2047,4358.92
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2048,4361.65
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2049,4361.89
final_consumption_lca,China,A3,co2_lca_final_food,CHN,Mt CO2e,2050,4360.95
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2023,812.598
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2024,818.026
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2025,826.141
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2026,834.073
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2027,842.326
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2028,850.414
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2029,858.469
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2030,866.419
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2031,874.077
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2032,882.105
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2033,890.142
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2034,898.233
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2035,906.435
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2036,914.14
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2037,921.898
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2038,929.383
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2039,936.518
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2040,943.363
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2041,949.675
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2042,955.909
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2043,961.772
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2044,967.213
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2045,972.171
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2046,976.533
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2047,980.429
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2048,983.698
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2049,986.308
final_consumption_lca,China,A3,land_lca_final_food,CHN,Mha,2050,988.537
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2023,169.308
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2024,169.751
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2025,169.408
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2026,169.088
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2027,168.766
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2028,168.418
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2029,168.053
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2030,167.722
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2031,167.361
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2032,166.999
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2033,166.619
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2034,166.228
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2035,165.872
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2036,165.486
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2037,165.094
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2038,164.685
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2039,164.246
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2040,163.818
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2041,163.352
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2042,162.869
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2043,162.358
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2044,161.811
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2045,161.226
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2046,160.584
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2047,159.895
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2048,159.142
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2049,158.323
final_consumption_lca,China,A3,water_blue_lca_final_food,CHN,km3,2050,157.532
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2023,3929.68
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2024,3968.52
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2025,3996.62
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2026,4023.65
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2027,4052.74
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2028,4081.17
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2029,4109.2
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2030,4140.13
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2031,4170.31
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2032,4201.46
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2033,4232.64
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2034,4263.86
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2035,4297.79
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2036,4330.37
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2037,4363.13
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2038,4394.98
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2039,4425.97
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2040,4455.72
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2041,4484.07
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2042,4511.99
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2043,4538.52
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2044,4563.63
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2045,4587.14
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2046,4608.69
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2047,4628.42
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2048,4646.14
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2049,4661.54
final_consumption_lca,China,A4,co2_lca_final_food,CHN,Mt CO2e,2050,4674.56
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2023,812.598
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2024,818.026
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2025,827.912
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2026,837.273
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2027,847.223
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2028,857.019
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2029,866.76
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2030,877.102
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2031,887.119
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2032,897.524
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2033,907.975
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2034,918.483
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2035,929.628
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2036,940.31
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2037,951.109
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2038,961.657
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2039,971.961
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2040,981.931
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2041,991.425
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2042,1000.87
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2043,1009.94
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2044,1018.62
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2045,1026.88
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2046,1034.59
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2047,1041.84
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2048,1048.56
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2049,1054.67
final_consumption_lca,China,A4,land_lca_final_food,CHN,Mha,2050,1060.15
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2023,169.308
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2024,169.751
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2025,169.525
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2026,169.373
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2027,169.271
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2028,169.143
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2029,168.992
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2030,168.957
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2031,168.961
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2032,168.959
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2033,168.941
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2034,168.907
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2035,168.957
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2036,169.042
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2037,169.12
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2038,169.18
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2039,169.222
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2040,169.234
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2041,169.257
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2042,169.259
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2043,169.226
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2044,169.158
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2045,169.049
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2046,168.9
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2047,168.698
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2048,168.443
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2049,168.126
final_consumption_lca,China,A4,water_blue_lca_final_food,CHN,km3,2050,167.744
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2023,3929.68
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2024,3968.52
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2025,3984.43
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2026,3999.35
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2027,4016.37
final_consumption_lca,China,A5,co2_lca_final_food,CHN,Mt CO2e,2028,4032.73
