obs_id,province,provincechn,year,population_10k,m,m_consumption_real,pgdp_nominal,monetary_deflator,covered_food_exp,nonfood_exp,covered_daily_kcal,covered_food_budget_share,x_grain,p_grain_model,x_oil,p_oil_model,x_vegfruit,p_vegfruit_model,x_pork,p_pork_model,x_meatother,p_meatother_model,x_dairyegg,p_dairyegg_model,x_nonfood,p_nonfood_model
12_2016,12.0,天津,2016,1443,88197.76055201638,28934.54783657256,78008.81605320281,0.8844761540991233,2516.5925726177197,85681.16797939866,1530.1697832081718,0.0869753550956413,0.3901662995398668,941.1585515676636,0.1354928181287671,5286.942776598337,0.0714267803096712,8160.621505017444,0.081014642206274,3709.2015496242257,0.0414395024750684,9981.354575917258,0.0455448489444383,2986.78175121611,945.154967362213,90.65303673800928
12_2017,12.0,天津,2017,1410,92715.29920219563,29575.186358605974,83726.56516106216,0.9030501533352048,2634.9158501687693,90080.38335202687,1483.3169468935168,0.0890921131728404,0.369275096173772,937.6225987779806,0.1343147015342465,5129.759410798467,0.0699762536146027,10427.023853868492,0.079814855991452,3922.594251687216,0.0416120373893424,10311.61275562362,0.0466655287433424,2739.9345423279588,971.3421509045911,92.7380565829835
12_2018,12.0,天津,2018,1383,97748.0489201656,30546.363721039343,90036.81837688411,0.921111156401909,2387.0366080477165,95361.01231211789,1455.4207747526605,0.0781447058591659,0.3637115748822342,901.4602329125362,0.1220884687726027,4915.263206428519,0.0705042745330684,9702.68386414955,0.0846525864743013,2358.263067244285,0.0401138425142328,10799.360206686397,0.0466396401998904,3047.8481022767774,1006.1482272023953,94.77829382780914
12_2019,12.0,天津,2019,1385,98359.21302850176,30850.637662215635,93045.96220376254,0.9459811576247606,2333.962949079122,96025.25007942264,1331.5357668556996,0.0756536371997797,0.3234035243258499,847.4222749900138,0.1074285447410959,4595.007143694107,0.0713154418433972,10519.643423978485,0.0757874387152603,3165.4561274171333,0.0410128400558356,10800.38017284006,0.0468200937464109,2844.923235420528,999.1682045264718,96.10518994139846
12_2020,12.0,天津,2020,1387,94084.59072271398,26494.83359782864,90782.2950474553,0.964900780777256,2219.967532956179,91864.62318975781,1393.1963139049092,0.083788695058576,0.341736186418797,787.320985363034,0.1187047243972602,4366.468460382302,0.0704395002283424,8096.7300260006205,0.0709322691424931,4727.664875684682,0.0425622294295616,9688.95513872054,0.052223247336,2193.1589312128544,952.067507809414,96.48961070116404
12_2021,12.0,天津,2021,1373,103108.29346908118,30106.96853468121,100782.63342027491,0.9774444909273602,2199.9778299709383,100908.31563911024,1369.5879385640662,0.0730720473380344,0.3296657309258686,810.4093782207206,0.1046897260273972,4606.800440079221,0.0700476287671232,7948.973055591135,0.0886562630136986,3702.2142750254834,0.0419351684931506,10265.49976482978,0.0497994520547945,2711.120101986396,1031.355639818967,97.84046525098036
12_2022,12.0,天津,2022,1363,103025.20048978901,27366.21903872929,102614.74152369423,0.99601593625498,2244.17159520743,100781.02889458158,1322.1713663667429,0.0820051755060291,0.3113000469055084,797.8021947879951,0.1018189736260273,5134.34470352187,0.0649304333166164,8602.24462572005,0.092269187073863,3764.1659058860178,0.0424673448392191,10200.164843236857,0.0482996974221369,2774.429587357083,1011.8415301015992,99.601593625498
12_2023,12.0,天津,2023,1364,106389.49360985932,30260.014654929622,106389.49360985932,1.0,2100.3428400238963,104289.15076983543,1282.9030190102503,0.0694098421291323,0.3017694690540021,788.9353543842642,0.0909333359136986,5585.000022553961,0.065562965456863,7826.720397252748,0.0921996926531507,3273.6312989881085,0.0429320716299315,9549.667745942925,0.0480539747974794,2693.757093916584,1042.8915076983542,100.0
13_2015,13.0,河北,2015,7345,41385.40060138314,14982.504500615893,35994.0,0.8697269925374854,2026.3486677966443,39359.051933586496,1374.168075977408,0.135247659542725,0.4044945931855941,902.7616041087346,0.119764098209589,6084.907513279655,0.048519723864041,9088.837861622536,0.062346897378,3156.76889863347,0.0184530320781643,9961.336156011985,0.033505693273315,3307.304003235574,440.2508740661203,89.40141690138984
13_2016,13.0,河北,2016,7375,43177.87311866376,15900.96311488997,38116.25615763547,0.8827728974255475,1969.2758579864224,41208.597260677336,1393.5107314094355,0.1238463257701889,0.4016523763961287,858.7121859742944,0.1247741666876712,5779.784017431819,0.0526504900665342,7342.772358812132,0.0611858882036712,3458.9629413147272,0.0205828330620547,9346.081284982913,0.0359096112886575,3135.5176388594946,454.57492372563036,90.65303673800928
13_2017,13.0,河北,2017,7409,44727.854305322144,16657.34524256532,40155.77467892951,0.897780036681782,1891.9249609393069,42835.929344382836,1335.562227767681,0.1135790207496438,0.3837246096308951,863.3142682485955,0.1147937995109589,5667.74599814619,0.0512152195865068,8176.17981029197,0.0618048398889863,3061.7857794781285,0.0196819258554246,9926.036983543496,0.0365607194110684,2918.060314702304,461.9023831500346,92.7380565829835
13_2018,13.0,河北,2018,7426,45059.778272231524,17199.816914139366,41424.65985547979,0.9193267575621448,1885.8498199087776,43173.92845232275,1379.7647366467029,0.1096435984942657,0.4023691902445706,841.2166507484621,0.0941490963863013,5436.577609160692,0.0561202899918356,8958.743811591361,0.0797532550005205,2593.432932923401,0.021409764638315,9944.971149713992,0.0360807720618082,3131.855866369739,455.5254869934679,94.77829382780914
13_2019,13.0,河北,2019,7447,45602.80628930552,17438.933513175827,43181.596442932285,0.9469065602890092,2029.1734766371965,43573.63281266832,1458.6027177055523,0.1163588057207783,0.4424509123606663,761.3808522055897,0.0937459916753424,4838.281822188565,0.0606798801669452,10584.99193176981,0.0689615310868767,3664.434339768811,0.0235913441038767,9535.853805624747,0.0398716994590684,2978.695290943126,453.3952103860153,96.10518994139846
13_2020,13.0,河北,2020,7464,44923.62807182146,16775.443657228352,43431.78617398824,0.9667915980550782,2014.713372952957,42908.9146988685,1621.467790063429,0.1200989621567975,0.4975118365019062,702.3670685013428,0.1080094741890411,4517.839237815699,0.0650353840405479,7424.44170346328,0.065170679951589,5149.178035024496,0.0281217332312602,8871.683900366783,0.0468847871173698,2333.251995354892,444.6998426779937,96.48961070116404
13_2021,13.0,河北,2021,7448,49398.523732075315,18192.32541186648,48235.65847749975,0.976459514035629,2247.873871255091,47150.649860820224,1816.2776937612111,0.1235616569275332,0.5344767167436192,752.3583330901165,0.1194694520547945,4954.477118688732,0.0726592205479452,6928.879108975324,0.1007457534246575,3326.847780058308,0.0303203506849315,9160.971817717767,0.0504673534246575,2723.9505158451343,481.91359004548247,97.84046525098036
13_2022,13.0,河北,2022,7420,49690.54797405241,18378.75487938151,49394.18287679166,0.9940357852882704,2262.732490007259,47427.81548404515,1863.48442923456,0.1231167456586376,0.5579191238601565,757.937193201654,0.1083480900287671,5173.799199927134,0.073024749451863,7560.623655359686,0.1089766865167397,2860.394365941984,0.030888953023863,8776.022026748915,0.0525846117358904,2745.71758885005,476.17526745981337,99.601593625498
13_2023,13.0,河北,2023,7393,51577.99090960883,19924.79924117339,51577.99090960883,1.0,2324.6149430817018,49253.37596652713,1861.1292036344453,0.116669428632336,0.5269987324502501,767.589835104942,0.1115451541479452,5347.057800474389,0.0751130248443013,7429.319917177694,0.1234580322326301,2353.8314326919185,0.0368230989304794,8770.37430702746,0.0566265592116164,2685.440176787608,492.5337596652713,100.0
14_2015,14.0,山西,2015,3519,38053.73605908141,13286.527306876596,33593.0,0.8827779734385142,1741.0242712459035,36312.71178783551,1266.7705435031469,0.1310368188040238,0.4045744356424227,959.1141097712908,0.0979568218356164,6183.480059127165,0.0420348590793561,9058.916786956785,0.0477523738827123,3057.841206710675,0.0111280821646164,10631.89597576114,0.0299386991468493,3412.1418395416003,406.1760209895621,89.40141690138984
14_2016,14.0,山西,2016,3514,37650.20302415917,14056.047423932956,33602.37439439322,0.8924885311463377,1649.3260419329445,36000.876982226226,1279.8289522631844,0.1173392485233558,0.4137836662872771,926.6241458578944,0.0976376906013698,5768.82326587053,0.0428840214385479,7885.628722057751,0.0453552243884383,3603.879925677981,0.0112957694069726,9853.858722171257,0.0289581040089862,3098.281387098268,397.1281964471872,90.65303673800928
14_2017,14.0,山西,2017,3510,44718.12846202892,14816.16568939861,40349.431371343024,0.9023059049889476,1681.2435838818244,43036.884878147095,1303.105090972112,0.1134735949318387,0.4173404089466041,942.5324434725776,0.0996419692479452,5835.927251070079,0.0442626646781232,7836.228461202568,0.0473897294686849,3144.5430595059343,0.0116467326358767,9889.865135250286,0.0312710405088219,3048.424695658672,464.0692986663679,92.7380565829835
14_2018,14.0,山西,2018,3502,47626.805286273666,15496.601470723625,43747.47870318368,0.9185474112787484,1649.0457836173705,45977.75950265629,1322.7231188891485,0.106413382749293,0.4232713476156427,915.49200648932,0.0918705060246575,5607.36269661454,0.0480786546598767,7896.315850680074,0.0542641864756438,2697.0151360225614,0.0113464062173561,10036.596805224985,0.0325304584513972,3274.4119031044365,485.10853746942894,94.77829382780914
14_2019,14.0,山西,2019,3497,48084.04447513255,15737.011234170865,45359.99639000923,0.9433481913832747,1722.504270838023,46361.54020429453,1349.3714445744774,0.1094556167754287,0.4285624426188825,831.2553981405372,0.0911996788931506,5024.655243213653,0.0537237369497808,9083.423826220143,0.051321549099452,3576.682950994238,0.0125345563454794,9760.571807402814,0.0373437583804931,3055.7091192696807,482.4041264843673,96.10518994139846
14_2020,14.0,山西,2020,3490,47831.10628169472,14740.68666881948,46429.907843176166,0.97070528893339,1731.3204766217398,46099.785805072985,1519.4061823589848,0.1174518199538118,0.4898702125362048,742.7726904472592,0.1062185039383561,4570.257114873318,0.0555345778584246,7265.851562410106,0.0491070012832602,4923.295199430433,0.0155451917703698,8624.330936076323,0.0434276037928767,2364.193215709069,477.76942481245646,96.48961070116404
14_2021,14.0,山西,2021,3480,60274.38007866939,15789.572731219196,59093.74612484118,0.9804123418227236,1791.7925986164091,58482.58748005298,1545.7745303185557,0.113479486058142,0.476354680227771,758.3060012222279,0.109616301369863,4982.985267469923,0.0612849945205479,6751.4557819600295,0.0639735534246575,3037.2860027855368,0.0157302506849315,9473.759253580634,0.0459274849315068,2770.8909887574127,597.7341515091271,97.84046525098036
14_2022,14.0,山西,2022,3481,64764.16054639873,15451.37925478457,64828.989535934656,1.0010010010010009,1597.6202373267174,63166.540309072014,1384.0731108529092,0.1033966101655299,0.4103578519721121,755.5346437340647,0.0968672111671233,4922.836167645628,0.053027777078589,6880.403522789298,0.0735257318118904,2571.7386967077746,0.0148360869317534,9066.018884204908,0.0434218964649863,2815.94184001196,634.1920647030831,99.601593625498
14_2023,14.0,山西,2023,3466,65315.8820168784,17441.091466302805,65315.8820168784,1.0,1603.0751205869476,63712.806896291455,1258.443449889465,0.0919136926541656,0.3493339851388695,771.1569964145249,0.1003882961465753,5312.108589960856,0.0510138541365342,7544.868227238039,0.0719944467327123,2081.049021440447,0.0166384232405616,9273.181837145356,0.0398527195494794,2795.350994619254,637.1280689629145,100.0
15_2015,15.0,内蒙古,2015,2440,59842.079864731895,19406.46414233052,52972.0,0.8851965058657529,2699.8098261943533,57142.27003853754,1584.6143910071887,0.139119100027365,0.4812523720752793,990.917308889428,0.0998278735684931,6384.133754197892,0.0482279361499178,12875.227188766668,0.0849002598345205,3161.0025497499964,0.0444874349716027,12109.952857136954,0.0336113189037808,4687.638444821258,639.1651499390185,89.40141690138984
15_2016,15.0,内蒙古,2016,2436,62389.09672324957,19934.818241886063,55889.3297486235,0.895818863936142,2770.986592917748,59618.11013033182,1634.2076515023548,0.1390023505253479,0.4799870430393692,957.3635870784176,0.116853539079452,6012.846523457665,0.0525901296574794,11258.70923059446,0.0831214928120548,3565.222691094727,0.0504902803864931,11410.321629773043,0.0340613407763287,4236.125979037898,657.651550081333,90.65303673800928
15_2017,15.0,内蒙古,2017,2433,65265.01402373993,20205.257943567103,59459.54643972097,0.9110477846230564,2522.4619586726567,62742.55206506728,1572.503635421806,0.1248418587734858,0.4683710741948344,939.0840181583728,0.1026954236958904,5899.7172520804015,0.0493423916280685,10504.577283907218,0.0856245412050411,3232.741890281099,0.0464973375412602,11710.46741346907,0.0337210494458082,4066.292247254279,676.5566842445553,92.7380565829835
15_2018,15.0,内蒙古,2018,2422,68411.30489256345,20233.169776750827,63447.83518532216,0.9274466447462716,2375.955628899125,66035.34926366432,1584.9189559853892,0.1174287397928744,0.4705116595958726,889.3805111483518,0.0938967202479452,5732.0480881881,0.0520052554870958,9922.02290207536,0.1007570923592055,2754.3767688230623,0.0417265159251506,11697.915916017804,0.0335622343774246,4100.966760255687,696.7349442229432,94.77829382780914
15_2019,15.0,内蒙古,2019,2415,69833.21780362389,20353.38537165337,66320.98154885793,0.949705364220182,2467.7020643687024,67365.51573925519,1683.5597773573916,0.1212428310724921,0.5220670807271204,812.1939307487673,0.0824169744986301,5192.29329153748,0.0585004822811232,11039.324236609202,0.098237330245726,3560.041547981581,0.0423042821966712,11216.97530956716,0.0382537387294246,3808.474490948668,700.9560647071432,96.10518994139846
15_2020,15.0,内蒙古,2020,2403,67697.44789804103,18704.680118562595,65514.18937162879,0.9677497661403656,2438.5957528044974,65258.85214523654,1733.5456526391554,0.1303735609134756,0.5323989554210984,751.3890912406682,0.094299960439726,4506.215309222991,0.0579180776323972,9103.3998098767,0.0920502363279452,5014.300201021037,0.0452669541899178,10780.675007455577,0.0448386423084931,3050.8016288733206,676.3303496720322,96.48961070116404
15_2021,15.0,内蒙古,2021,2400,81807.4110619645,21030.80794492656,79881.6248500788,0.976459514035629,2429.958736514957,79377.45232544954,1730.9783463068088,0.1155428142788568,0.4880405923314864,765.6373699298956,0.0936049315068493,4532.685319274712,0.0592428945205479,8532.829967134474,0.1349993095890411,3272.7340040739364,0.0465329410958904,11586.597572517529,0.043068504109589,3379.037328371341,811.2947145317687,97.84046525098036
15_2022,15.0,内蒙古,2022,2401,87265.96529182668,19971.22632041661,86745.49233779988,0.9940357852882704,2185.023471743722,85080.94182008295,1639.8750839298525,0.1094085779554743,0.4711096369439398,757.1988499647744,0.0860956236739726,4882.351918580644,0.0515045910426986,8406.008717253602,0.1252688011436712,2732.1439870079803,0.0440882706865616,11065.71007990936,0.0418706184740821,3460.2354554702542,854.2126558736329,99.601593625498
15_2023,15.0,内蒙古,2023,2396,90869.06204953557,23917.510673831624,90869.06204953557,1.0,2486.0147313266,88383.04731820896,1834.428535488107,0.1039411987823035,0.5186264683569439,767.3324406656164,0.0913515036287671,5123.589542928971,0.0685712982883287,8229.890308899116,0.1382298581793699,2400.343343685643,0.0510356521432465,10944.08928317452,0.0493994871473972,3346.919198574367,883.8304731820896,100.0
21_2015,21.0,辽宁,2015,4338,53128.267365063686,19659.131993442414,46482.0,0.8749014847520857,2680.9704460757443,50447.296918987944,1548.488697259508,0.1363727781557202,0.4176485910506992,969.6562350633347,0.1400485701452054,6430.45180820891,0.0617397762098904,10017.434177140598,0.0910445015460822,3043.718928518741,0.0302396154813835,12127.421264851551,0.0335232941964931,3373.854940703946,564.2784943177303,89.40141690138984
21_2016,21.0,辽宁,2016,4327,52118.08006487353,21982.40379327318,46327.75660128491,0.8888999085081192,2626.043818582512,49492.03624629102,1568.8819145205844,0.1194611764608793,0.4142661683723194,936.5515729751854,0.1454580976684931,6048.552421939129,0.062708279269,8797.524727409274,0.0922301682435616,3397.644079343874,0.0341964322944246,11216.263272010176,0.0355818114124931,3081.6909970865545,545.9501195676972,90.65303673800928
21_2017,21.0,辽宁,2017,4312,54083.261895562006,22037.10499868077,48747.65104249671,0.9013445072272328,2532.377497621863,51550.88439794014,1521.5771271016097,0.1149142547432369,0.3953244088633664,942.59175849932,0.1423228867027397,6203.890635210114,0.0608500662382602,8626.132648714394,0.0930198386453424,2967.095240553961,0.0329711748186849,11136.863377641594,0.0363001882824109,2994.403503496298,555.8762637193241,92.7380565829835
21_2018,21.0,辽宁,2018,4291,56029.519836764055,21935.6503012406,51764.447446132726,0.9238781199079136,2272.144699169477,53757.37513759458,1475.6679597320715,0.1035822812620683,0.3930698120135563,891.1851413522897,0.1265561459383561,5864.367644444276,0.0576537564761095,8770.031963127973,0.0956613671136986,2267.863454650339,0.0313867810779589,11104.320148377954,0.0335061172463561,3240.419766888099,567.1907877478745,94.77829382780914
21_2019,21.0,辽宁,2019,4277,56720.68036191972,21706.152572014405,53660.66742545215,0.9460511947857037,2306.5780640084936,54414.10229791123,1464.8485621749517,0.106263791169622,0.3932877573495306,809.2001781373909,0.117966070639726,5254.036942929634,0.0607281836693561,9995.647458550327,0.0903512649794794,3337.659939406862,0.033850850880726,10296.193093039035,0.0362401535686575,3074.4140736656445,566.1931715768006,96.10518994139846
21_2020,21.0,辽宁,2020,4255,54661.78129994868,19273.29153167663,52953.95175212163,0.9687564234605606,2281.8156052765107,52379.965694672166,1611.3362131653232,0.1183926264761901,0.4487361617342095,738.8235181808385,0.1285034980068493,4721.000358374223,0.0636795148744657,7756.27412440963,0.0832121035426849,4630.476521191446,0.0376113910466986,9586.669810265948,0.0439254373777534,2363.511197736089,542.8560164564977,96.48961070116404
21_2021,21.0,辽宁,2021,4229,59282.82330697691,24331.927619999995,58062.35265418594,0.9794127441186268,2531.6549541778622,56751.16835279905,1847.2991533528448,0.1040466252290233,0.4960362164024497,756.6518006303583,0.1354808219178082,5058.321155310793,0.0707231273972602,7197.2971413848745,0.1324806657534246,2899.6682179724103,0.042187101369863,10623.087620683962,0.0467416438356164,2774.8304644057653,580.0378014068203,97.84046525098036
21_2022,21.0,辽宁,2022,4197,59988.00392078744,22626.604,59928.07584494251,0.9990009990009991,2338.6400407572078,57649.363880030236,1739.521697756225,0.1033579781021141,0.4590513963043999,751.551274685751,0.121433037189041,5157.019638920116,0.0639197446048219,7216.966148850276,0.1386243684752055,2520.278473654489,0.040550767530726,10504.576654340672,0.0461815347739178,2831.424529173212,578.7996133555037,99.601593625498
21_2023,21.0,辽宁,2023,4182,63092.526300878286,21756.793371426465,63092.526300878286,1.0,2417.848731840395,60674.67756903789,1776.8743399853224,0.111130748477659,0.4482158434225516,759.9246752188899,0.124593373689041,5596.730473662376,0.0694434108824109,6995.728482061214,0.1544799567898356,2059.058393500032,0.0441774922407123,10031.973037588748,0.0475270929681095,2795.1427886094907,606.746775690379,100.0
22_2015,22.0,吉林,2015,2613,43446.94582772904,15684.010139717797,38128.0,0.8775760706214166,2364.802932047678,41082.14289568136,1406.2793891832882,0.1507779522571915,0.3987092148527674,1055.0213464154735,0.1379359314739726,6572.574489230201,0.0476688542980136,10813.346864925385,0.074841370605863,3163.744369076084,0.0189856900661232,10721.843554234938,0.0249986332949041,3270.6426140372987,459.5245167198541,89.40141690138984
22_2016,22.0,吉林,2016,2567,44441.714107003514,16307.350211518202,39625.0005951078,0.8916172877513593,2333.9893474756573,42107.72475952786,1479.3741509869787,0.1431249907067743,0.423103731657955,969.29065748658,0.1453733605726027,6164.253565174591,0.0511479197370136,9137.249128274216,0.0714262507579726,3599.3588545048774,0.0225366070432328,9898.69943957961,0.0260992057247123,3074.327442696993,464.49326216418746,90.65303673800928
22_2017,22.0,吉林,2017,2526,45866.58826757678,16716.71706092857,41549.770118017856,0.9058831643553812,2392.8282895162,43473.75997806058,1539.4056376122994,0.1431398450302708,0.4371683880513825,946.8260913216365,0.1499512575452054,6279.628264739786,0.0536111420501917,9090.758266624418,0.0791269035396164,3139.0839637672298,0.0224717231656164,9811.991085473006,0.0273734044541369,2959.932301214662,468.7801489473694,92.7380565829835
22_2018,22.0,吉林,2018,2484,46082.60221876873,17643.621549523294,42622.10804358155,0.924906710806844,2224.916832509529,43857.685386259196,1468.053970400946,0.1261031827430941,0.407909585731103,929.1605134139608,0.132439782439726,6079.120437998567,0.0497916716025068,9511.087032199885,0.0949735859296438,2699.695002924111,0.0227716432867534,9873.71477900918,0.0261407162107397,3288.8393409608816,462.73976471805616,94.77829382780914
22_2019,22.0,吉林,2019,2448,45979.20971166362,17476.43133150355,43802.27400851028,0.9526539121310492,2306.690607906768,43672.51910375685,1508.0554322512478,0.1319886516962222,0.4322946369474867,832.6002870060607,0.127593116149315,5383.749694953511,0.054934940876863,11365.155894821824,0.084213531443589,3522.190839684969,0.0264486116558767,9516.172715231094,0.0285428790524931,3054.4471720541114,454.4241484813339,96.10518994139846
22_2020,22.0,吉林,2020,2399,46713.11439317534,15999.756751778892,45524.96409149684,0.9745649521100634,2206.1096339436344,44507.004759231706,1632.7172299140348,0.1378839483730497,0.4843589980022914,758.4819051773784,0.1376674947,4897.878653177536,0.0579557570326575,8120.977246000187,0.071679681738,4864.8313310317335,0.0302799489509178,8729.541472968143,0.0344167345331506,2346.428273808922,461.26214455433364,96.48961070116404
22_2021,22.0,吉林,2021,2375,50345.07222918277,17897.569105917315,49358.93016344725,0.9804123418227236,2449.5838815915863,47895.488347591185,1746.81965158954,0.1368668486259233,0.4800449682605232,786.9472448276009,0.1527238356164383,5283.618631415526,0.0603111260273972,7844.316527198908,0.1148501589041096,3444.5581585712657,0.0304319342465753,9823.33687829446,0.035047802739726,2774.169819550213,489.5263756639922,97.84046525098036
22_2022,22.0,吉林,2022,2348,47534.34975991864,15674.013743860862,47581.93169161024,1.0010010010010009,2274.942287370342,45259.40747254829,1656.9311825689897,0.1451410164968997,0.4523198158190153,773.2787551410667,0.1459735282972603,5297.463837745635,0.0520526760326986,8103.117574868949,0.1164662870195342,3142.1411523017778,0.0281968323203698,9650.173422666772,0.0334564517956164,2750.94045437737,454.4044510243849,99.601593625498
22_2023,22.0,吉林,2023,2339,50665.69455224863,18787.69490473133,50665.69455224863,1.0,2287.9401686363854,48377.75438361224,1637.7373471644,0.1217786524764254,0.4326623341718301,786.4871611297381,0.1439539033684931,5357.820194209484,0.0542360437409452,8398.210088148726,0.124180117345726,2759.24626166635,0.029673714777452,9625.139417319084,0.0341625601777534,2711.588672281204,483.77754383612245,100.0
23_2015,23.0,黑龙江,2015,3529,37260.200644508455,15244.09446023504,32758.999999999996,0.879195480253758,2679.332088384589,34580.86855612387,1523.4808076197833,0.1757619709962934,0.4261729503652751,1096.676740649801,0.1681688094287671,6694.253858778549,0.0497538494334246,10948.640740542089,0.0699754967967945,2892.0002035756524,0.0222288028613561,11460.320638791904,0.0254404949242739,3315.110139812403,386.8044797798532,89.40141690138984
23_2016,23.0,黑龙江,2016,3463,37564.758622492685,15948.67149360243,33522.16748768473,0.8923834124575643,2628.2583762369395,34936.500246255746,1574.9802199724727,0.1647948154986593,0.4384185992073185,1038.3552703763935,0.1760232484972602,6364.790136951905,0.0504712784882054,9589.427516487229,0.0713743515830959,3213.0655695172463,0.0256970958962739,10227.391244753217,0.0255055363140821,3000.826343598278,385.3869820955205,90.65303673800928
23_2017,23.0,黑龙江,2017,3399,38610.08135043595,16759.49291271239,34902.91110072615,0.9039843968195126,2685.687755452852,35924.39359498309,1591.7329383266708,0.1602487479448562,0.434197041933171,1068.6671690876776,0.1772202338753424,6613.500892499349,0.0524743832632602,8999.883592666287,0.0777275097635342,2934.764262022407,0.025880306689452,10430.53296639761,0.0283669936385753,2795.8128742761496,387.3748805900129,92.7380565829835
23_2018,23.0,黑龙江,2018,3327,39514.31060220453,17579.111015245006,36434.72664018219,0.9220640847559028,2577.237051132543,36937.07355107199,1580.686720610019,0.1466079285179725,0.4301544636286121,1040.4352413842716,0.1586056862342466,6337.219095965484,0.0551566185639178,9892.423679171285,0.0930613509330411,2320.93432551042,0.0255325947229452,10797.984042320675,0.0278326462222465,3134.7263937657144,389.7208111614496,94.77829382780914
