subgroup,food_group10,expenditure,own_price,curvature_ok,n
large_family,G07_牛羊肉,1.44157466758713,-1.20018843339309,FALSE,99142
large_family,G08_海鲜,1.03217078041337,-1.59661618199557,FALSE,99142
large_family,G09_乳制品,0.704947504607262,-1.46537080190341,FALSE,99142
small_family,G01_主食,1.0421678680044,-2.39209724139355,FALSE,484526
small_family,G02_食用油,1.20271114608371,-1.82697787538477,FALSE,484526
small_family,G03_蔬菜,0.62080567370382,-1.12936675963913,FALSE,484526
small_family,G04_水果,0.889522417435387,-1.40755124135856,FALSE,484526
small_family,G05_猪肉,1.01822620353209,-1.06352127767429,FALSE,484526
small_family,G06_禽类及其他肉类,1.03761414496029,-1.42259064276892,FALSE,484526
small_family,G07_牛羊肉,1.43593935638347,-1.21828107509654,FALSE,484526
small_family,G08_海鲜,0.977376206653449,-1.47019326272979,FALSE,484526
small_family,G09_乳制品,0.983275549671147,-1.33784564246019,FALSE,484526
xq1,G01_主食,0.831215211451322,-2.47852590641135,FALSE,116749
xq1,G02_食用油,1.61790900912861,-1.65635346423977,FALSE,116749
xq1,G03_蔬菜,0.795660352127459,-1.07632447100935,FALSE,116749
xq1,G04_水果,0.850616120709089,-1.19579681681761,FALSE,116749
xq1,G05_猪肉,1.27560203700142,-1.17729387682809,FALSE,116749
xq1,G06_禽类及其他肉类,1.25433745217083,-1.76417263179881,FALSE,116749
xq1,G07_牛羊肉,1.94391823976769,-1.0921056660742,FALSE,116749
xq1,G08_海鲜,1.4449791621789,-1.78817023911365,FALSE,116749
xq1,G09_乳制品,0.807961996494734,-1.23280727403958,FALSE,116749
xq2,G01_主食,0.775769324741679,-2.61930799295212,FALSE,116859
xq2,G02_食用油,1.45840342142847,-1.67894328558846,FALSE,116859
xq2,G03_蔬菜,0.858581881227032,-1.09904267659857,FALSE,116859
xq2,G04_水果,0.794686569551001,-1.28484563528705,FALSE,116859
xq2,G05_猪肉,1.15126433253136,-1.12840593855518,FALSE,116859
xq2,G06_禽类及其他肉类,1.14205488213737,-1.68784285417094,FALSE,116859
xq2,G07_牛羊肉,1.7502724573336,-1.13115876016154,FALSE,116859
xq2,G08_海鲜,1.26482006550527,-1.68045362304199,FALSE,116859
xq2,G09_乳制品,0.772165860575078,-1.29473817155392,FALSE,116859
xq3,G01_主食,0.797835191890976,-2.68309895828473,FALSE,116593
xq3,G02_食用油,1.35659710862186,-1.708007686023,FALSE,116593
xq3,G03_蔬菜,0.838437871542309,-1.10832423145347,FALSE,116593
xq3,G04_水果,0.798951781381666,-1.34801555875188,FALSE,116593
xq3,G05_猪肉,1.08460240700889,-1.09994693818927,FALSE,116593
xq3,G06_禽类及其他肉类,1.08300917069808,-1.61656745779607,FALSE,116593
xq3,G07_牛羊肉,1.62817916680696,-1.1595917068158,FALSE,116593
xq3,G08_海鲜,1.14839088022033,-1.6069818894968,FALSE,116593
xq3,G09_乳制品,0.798647968126607,-1.33534811969166,FALSE,116593
xq4,G01_主食,0.883154148073299,-2.66820577646817,FALSE,116733
xq4,G02_食用油,1.25663150167747,-1.75618481814072,FALSE,116733
xq4,G03_蔬菜,0.785904510259893,-1.12295604351182,FALSE,116733
xq4,G04_水果,0.831596942250627,-1.40682307061551,FALSE,116733
xq4,G05_猪肉,1.03250442784433,-1.07553849271952,FALSE,116733
xq4,G06_禽类及其他肉类,1.04005465538881,-1.5299785882975,FALSE,116733
xq4,G07_牛羊肉,1.52261365823752,-1.187693821865,FALSE,116733
xq4,G08_海鲜,1.04506604736265,-1.53728399309001,FALSE,116733
xq4,G09_乳制品,0.869178609446827,-1.36761253535489,FALSE,116733
xq5,G01_主食,1.21762739182632,-2.24437883267648,FALSE,116734
xq5,G02_食用油,1.05189377552781,-1.95417685518451,FALSE,116734
xq5,G03_蔬菜,0.529357055387803,-1.15706746882877,FALSE,116734
xq5,G04_水果,0.949187742952166,-1.47227887784436,FALSE,116734
xq5,G05_猪肉,0.970721206035166,-1.0397392657498,FALSE,116734
xq5,G06_禽类及其他肉类,0.997678115018774,-1.3139051615947,FALSE,116734
xq5,G07_牛羊肉,1.34244930821371,-1.24452765644532,FALSE,116734
xq5,G08_海鲜,0.879555573689286,-1.4036392198403,FALSE,116734
xq5,G09_乳制品,1.11990738222609,-1.36672901395724,FALSE,116734
inc1,G01_主食,1.04975591397476,-2.35928911858072,FALSE,82983
inc1,G02_食用油,1.22557641375117,-1.80520732331783,FALSE,82983
inc1,G03_蔬菜,0.603158536383361,-1.11418137594195,FALSE,82983
inc1,G04_水果,0.881794470253647,-1.39016374698585,FALSE,82983
inc1,G05_猪肉,1.02424005334064,-1.06421734588569,FALSE,82983
inc1,G06_禽类及其他肉类,1.03159800706532,-1.43551496703328,FALSE,82983
inc1,G07_牛羊肉,1.46143290827694,-1.20521178535797,FALSE,82983
inc1,G08_海鲜,0.976301168235958,-1.50878181866498,FALSE,82983
inc1,G09_乳制品,0.991653351828061,-1.33706753924374,FALSE,82983
inc2,G01_主食,1.06137265352669,-2.33512974414617,FALSE,99427
inc2,G02_食用油,1.21148561175476,-1.8225508425477,FALSE,99427
inc2,G03_蔬菜,0.597965431075047,-1.11946810340077,FALSE,99427
inc2,G04_水果,0.888413861150194,-1.3994601217184,FALSE,99427
inc2,G05_猪肉,1.02146448764896,-1.06165940740949,FALSE,99427
inc2,G06_禽类及其他肉类,1.0340945933345,-1.41786325286594,FALSE,99427
inc2,G07_牛羊肉,1.44899945707646,-1.21417279953451,FALSE,99427
inc2,G08_海鲜,0.96298240089996,-1.49494539771278,FALSE,99427
inc2,G09_乳制品,0.998961507548015,-1.33883469699692,FALSE,99427
inc3,G01_主食,1.03860595060966,-2.43134346649103,FALSE,103395
inc3,G02_食用油,1.19714453824083,-1.8371068448651,FALSE,103395
inc3,G03_蔬菜,0.656805667124925,-1.13452833682527,FALSE,103395
inc3,G04_水果,0.884483000960975,-1.41466443942521,FALSE,103395
inc3,G05_猪肉,1.01381623900582,-1.06345845071308,FALSE,103395
inc3,G06_禽类及其他肉类,1.02075565884814,-1.43666566246263,FALSE,103395
inc3,G07_牛羊肉,1.43085099232762,-1.21624039643204,FALSE,103395
inc3,G08_海鲜,0.976834149490061,-1.46298671462229,FALSE,103395
inc3,G09_乳制品,0.980426854744122,-1.34207262664279,FALSE,103395
inc4,G01_主食,1.00384962112987,-2.48900561079116,FALSE,110455
inc4,G02_食用油,1.19576090892136,-1.83973030127201,FALSE,110455
inc4,G03_蔬菜,0.69851541685753,-1.13975516927665,FALSE,110455
inc4,G04_水果,0.880506989886374,-1.41684961648112,FALSE,110455
inc4,G05_猪肉,1.01779313124722,-1.06628493912866,FALSE,110455
inc4,G06_禽类及其他肉类,1.03315512367709,-1.44203546536451,FALSE,110455
inc4,G07_牛羊肉,1.43148638775371,-1.21819226837313,FALSE,110455
inc4,G08_海鲜,0.987898276654501,-1.47104176851941,FALSE,110455
inc4,G09_乳制品,0.952260452138784,-1.35121223238914,FALSE,110455
inc5,G01_主食,0.95745129310193,-2.58487251240693,FALSE,187408
inc5,G02_食用油,1.19244103450123,-1.84721121378695,FALSE,187408
inc5,G03_蔬菜,0.759722873759301,-1.15042647518713,FALSE,187408
inc5,G04_水果,0.876792275742471,-1.42126625650111,FALSE,187408
inc5,G05_猪肉,1.02427042132738,-1.07089024166727,FALSE,187408
inc5,G06_禽类及其他肉类,1.04305427194781,-1.4472775805987,FALSE,187408
inc5,G07_牛羊肉,1.42364913071703,-1.22253799876898,FALSE,187408
inc5,G08_海鲜,0.995701158779418,-1.48170530665373,FALSE,187408
inc5,G09_乳制品,0.917164069374072,-1.36010220193676,FALSE,187408
