term,estimate,se_cluster_household,se_cluster_province,t_household
cyp__p2_4,-0.00762651543092091,0.0029528774637953,0.00531433578416816,-2.58274023369687
cyp__p3_4,0.0111080226331301,0.00175234832607598,0.00300832261565962,6.33893528349135
cyp__p4_4,0.0156218432215696,0.00203739645382626,0.00392026405390945,7.66755198392123
cyp__p1_5,-0.010406575881858,0.00406149904214322,0.0106630369684476,-2.56224999042878
cyp__p2_5,-0.0411193719774383,0.00421708048105748,0.00701741098965366,-9.75067280838974
cyp__p3_5,0.0227185637115672,0.00343323632223532,0.0064634813509353,6.61724436632302
cyp__p4_5,-0.0113029562060833,0.00185065740881043,0.0040137801544644,-6.10753570718883
cyp__p5_5,0.0213919623828599,0.00412720448954018,0.00875938396154987,5.18316028126903
cyp__p1_6,-0.0330702492772206,0.0109150847958628,0.0256921146587922,-3.02977483874019
cyp__p2_6,0.0254406256045789,0.00910231436493235,0.0144168334259102,2.79496231228749
cyp__p3_6,-0.0119930385000288,0.00783137412993026,0.0225459427011528,-1.53140921389432
cyp__p4_6,0.00154684875176986,0.00326859930727239,0.00682908242303003,0.473245144587849
cyp__p5_6,0.012112879591725,0.0066755576975422,0.0132442026539382,1.81451200641778
cyp__p6_6,-0.0470030634679871,0.0180984954517588,0.044780214844161,-2.59707021466358
cyp__p1_7,-0.0382607117060777,0.00635214709605086,0.0128533314630261,-6.02327230895903
cyp__p2_7,0.0265856687413288,0.00565135011903877,0.0122399006660417,4.70430395946709
cyp__p3_7,-0.0162932797560506,0.00476125514209766,0.00707782238895326,-3.42205558613947
cyp__p4_7,0.0255122925888456,0.00193508756279438,0.00345775901667225,13.1840507268851
cyp__p5_7,-0.00532001990679217,0.00383400055402172,0.00492824278331812,-1.38758975952981
cyp__p6_7,0.0197710610677084,0.00839229005399916,0.0168859635795466,2.35586007400768
cyp__p7_7,0.0276380482010933,0.0069744969625586,0.00988368845865532,3.96272997887352
cyp__p1_8,0.0370045434327116,0.00775801082253799,0.0220834654796196,4.76984942135022
cyp__p2_8,0.0447284155874483,0.00723840643882842,0.0222012966993134,6.1793180536969
cyp__p3_8,-0.0315436739093401,0.00626566647284421,0.014105089868095,-5.03436849791676
cyp__p4_8,-0.0196597815818742,0.00257483559396435,0.00726362257599829,-7.63535412822416
cyp__p5_8,0.0152530392731954,0.00469408358067221,0.0135415418719619,3.24941791322155
cyp__p6_8,0.0205853277143674,0.0119639896019037,0.0351879389370462,1.72060728898426
cyp__p7_8,-0.0530964360500864,0.00642790411967711,0.0165651256541572,-8.26030305703339
cyp__p8_8,0.00602988022339782,0.0112301389062909,0.0475457411626162,0.53693727866714
sigma__G01,0.212472731408586,0.00332852440412056,0.00738270413052967,63.8339112507495
sigma__G02,0.206108356250704,0.00507640226546902,0.00770111113407314,40.6012655168614
sigma__G04,0.33354791611896,0.0030979651584389,0.015000254896703,107.666774498858
sigma__G05,0.206478566801788,0.00222706571884789,0.00759629201137766,92.7132796550806
sigma__G06,0.0859258020768252,0.0018613797172548,0.00489037584737323,46.1624252592322
sigma__G07,0.0970515364569913,0.00248494350053005,0.00714810479413648,39.0558322297026
sigma__G08,0.110629123456418,0.0018853282703239,0.0063577964472777,58.6789712952278
sigma__G09,0.258951218378523,0.00348535932242461,0.012934115306427,74.2968498864508
