term,estimate,se_cluster_household
G09__m_12,-0.000213370189115953,0.00246793216519506
G09__yr_2021,0.00311567378668218,0.0032226423642212
G09__yr_2022,0.00999985149531202,0.00308072360168622
G09__mean_y_hh,-0.042052545366147,0.001582491134822
G09__mn_r_G01,-0.238164436438244,0.0273889595485875
G09__mn_r_G02,-0.0869220798663129,0.0225313629224844
G09__mn_r_G04,0.253094993222345,0.0239009763726932
G09__mn_r_G05,0.0766576224039886,0.00791376708835129
G09__mn_r_G06,-0.0036049950791765,0.0109044748018594
G09__mn_r_G07,-0.0274605612222563,0.0278776297094365
G09__mn_r_G08,-0.00416132575585097,0.0149983413453019
G09__mn_r_G09,0.232979053649723,0.0221529375331126
bp__p1_1,-0.554367706618896,0.0486513428306955
bp__p1_2,0.148992552645711,0.0277478893178569
bp__p2_2,0.029835475475095,0.0353007564127716
bp__p1_3,0.000927862671876238,0.0239467170169597
bp__p2_3,-0.0243615116013417,0.0203355043599142
bp__p3_3,-0.000233606086650817,0.0217163788176726
bp__p1_4,0.0728107365099485,0.00834095023399177
bp__p2_4,0.0464554756821593,0.0116995368595282
bp__p3_4,-0.0338971530171249,0.00650096883919842
bp__p4_4,-0.00866823554509973,0.00767435334772844
bp__p1_5,0.076951629966104,0.0163033549745178
bp__p2_5,0.152953707573252,0.0178102811161981
bp__p3_5,-0.0947667063927139,0.013124968492157
bp__p4_5,0.034623633331641,0.00731245273035475
bp__p5_5,-0.0961670529269618,0.0177039269277926
bp__p1_6,0.0994596331273257,0.0413103292146974
bp__p2_6,-0.0665456009926419,0.0374865547318955
bp__p3_6,0.0652383252054142,0.0284531164000433
bp__p4_6,-0.00454251820639928,0.0128553679536533
bp__p5_6,-0.0285849262306676,0.0261909920318733
bp__p6_6,0.168350822217774,0.0692886429441978
bp__p1_7,0.223700764796376,0.0247263738218665
bp__p2_7,-0.0944979099274201,0.0228117021425846
bp__p3_7,0.0265116797329298,0.0178513097719613
bp__p4_7,-0.101745731417529,0.00754712111065366
bp__p5_7,0.0103208528655246,0.0156449993916421
bp__p6_7,-0.113083437492404,0.0323002049969813
bp__p7_7,-0.0777716867650913,0.0265967395837481
bp__p1_8,-0.138627789977868,0.0295115106286163
bp__p2_8,-0.244509299094374,0.0278196027250074
bp__p3_8,0.120869791814672,0.0221797786704417
bp__p4_8,0.0882599404553844,0.0096209442788868
bp__p5_8,-0.0822156508011136,0.0179422720358538
bp__p6_8,-0.0324463901512741,0.0431100884541262
bp__p7_8,0.224510305397954,0.0245898138379239
bp__p8_8,-0.0224734015956488,0.0402797682501773
cyp__p1_1,0.145373191224697,0.014018540654381
cyp__p1_2,-0.0549854350739945,0.00777990170292081
cyp__p2_2,0.00509831902692811,0.00870758519295342
cyp__p1_3,0.01666746907572,0.00721388296687032
cyp__p2_3,-0.0118008715071822,0.0058159486107944
cyp__p3_3,-0.00700373322449865,0.00679444142117198
cyp__p1_4,-0.0318583055347702,0.00247445402544446
cyp__p2_4,-0.0118484518818248,0.00324439904168995
cyp__p3_4,0.0155812440193636,0.00193875820218884
cyp__p4_4,0.0184414900182002,0.00230485899711488
cyp__p1_5,-0.0115174419113934,0.00444423755150891
cyp__p2_5,-0.0422639094308682,0.00459737105917809
cyp__p3_5,0.0248475252188079,0.00371584569277248
cyp__p4_5,-0.0109301281376304,0.00207487997289271
cyp__p5_5,0.0183556804632444,0.00455159042634072
cyp__p1_6,-0.0468073549705136,0.0119407024076051
cyp__p2_6,0.025428111904837,0.0101238486063353
cyp__p3_6,-0.0102556333595987,0.00848526901481881
cyp__p4_6,0.00121481730771919,0.00366673071910644
cyp__p5_6,0.0130633304622124,0.00734618890671934
cyp__p6_6,-0.0316847614395521,0.0197473233066938
cyp__p1_7,-0.0356224979935694,0.007015843056373
cyp__p2_7,0.0335168194422138,0.00617005003369644
cyp__p3_7,-0.020247627081332,0.00523552300344419
cyp__p4_7,0.0270819793750516,0.00216125807639383
cyp__p5_7,-0.00375572321897471,0.00424173980841682
cyp__p6_7,0.0195077172163772,0.00927726337031579
cyp__p7_7,0.0259310479257655,0.00758358639980346
cyp__p1_8,0.047462988783716,0.00856763613482204
cyp__p2_8,0.0562865843573983,0.00789349091927713
cyp__p3_8,-0.0368329496724954,0.00679905412198749
cyp__p4_8,-0.0248657432508527,0.00283490323124407
cyp__p5_8,0.0202032756583246,0.00513727988473747
cyp__p6_8,0.0147180450601418,0.0130674586606482
cyp__p7_8,-0.0631377699141567,0.00714854540080513
cyp__p8_8,0.0100970332738228,0.0124299866369488
az_low_income__p1_1,0.0416656609404655,0.0233261262668057
az_low_income__p1_2,-0.0225982921344117,0.0132571445621152
az_low_income__p2_2,0.00234536610710063,0.0154736316455537
az_low_income__p1_3,-0.0122737569229691,0.0123943719699108
az_low_income__p2_3,-0.00220042267532077,0.0103161432587886
az_low_income__p3_3,0.019481479311363,0.011181954966875
az_low_income__p1_4,-0.00269964736970323,0.0038480593087711
az_low_income__p2_4,0.00588396448468905,0.00528863946318149
az_low_income__p3_4,-0.00375501051528348,0.00330231196230525
az_low_income__p4_4,0.00127286750987486,0.00372397915983023
az_low_income__p1_5,-0.00257136065932667,0.00716292541287373
az_low_income__p2_5,0.0228747995807062,0.00798701417686932
az_low_income__p3_5,-0.00755044421037314,0.00632948419513183
az_low_income__p4_5,0.010647142464568,0.00339726248721216
az_low_income__p5_5,0.00428615941118203,0.0074301011798824
az_low_income__p1_6,-0.0397927765211239,0.020282673170948
az_low_income__p2_6,-0.00505536810141062,0.0167870068706508
az_low_income__p3_6,0.046772158625556,0.0142031064187759
az_low_income__p4_6,-0.0104714097003834,0.00567504743528542
az_low_income__p5_6,-0.041150790092305,0.0112964021175379
az_low_income__p6_6,0.0807198505453536,0.0323876507384783
az_low_income__p1_7,0.00686420206558197,0.011597114953395
az_low_income__p2_7,-0.00745020414240022,0.0108650974520627
az_low_income__p3_7,0.0120570071956598,0.00904536646988263
az_low_income__p4_7,-0.00641048515567802,0.00367779320413658
az_low_income__p5_7,0.000838075606582554,0.00707105708104483
az_low_income__p6_7,-0.00861484150370999,0.0146079148011847
az_low_income__p7_7,-0.0137143216336317,0.0129104324644161
az_low_income__p1_8,0.0279203147412399,0.0142753401848059
az_low_income__p2_8,0.0220710110792613,0.0144330049984459
az_low_income__p3_8,-0.0475246960246674,0.0115017704983722
az_low_income__p4_8,0.00884105089117463,0.00505820722462176
az_low_income__p5_8,0.00854861482378511,0.0086314917509988
az_low_income__p6_8,-0.0154793637725035,0.0215631638629862
az_low_income__p7_8,0.00266943689595916,0.0125458910464975
az_low_income__p8_8,-0.0293720025605826,0.0217884839814336
az_elderly_household__p1_1,-0.0532970217201507,0.0248608332036849
az_elderly_household__p1_2,0.0355646681912192,0.014348779975151
az_elderly_household__p2_2,-0.00894189103702593,0.016101711982038
az_elderly_household__p1_3,0.0239073233279006,0.0135955042736442
az_elderly_household__p2_3,0.00991457532318736,0.0113116049575743
az_elderly_household__p3_3,0.00999250458484459,0.0128700602153179
az_elderly_household__p1_4,0.00151365058662766,0.00420807262941802
az_elderly_household__p2_4,0.0070979895839005,0.00593710036067086
az_elderly_household__p3_4,-0.0163534298981315,0.00363794491738676
az_elderly_household__p4_4,-0.00183765079823413,0.00407261206191427
az_elderly_household__p1_5,-0.00487917416728071,0.00801075843843746
az_elderly_household__p2_5,-0.00213854003791617,0.0087872226096177
az_elderly_household__p3_5,-0.0150526074042803,0.00736118007829746
az_elderly_household__p4_5,0.00323878660310316,0.00394772579460785
az_elderly_household__p5_5,0.0263905141468676,0.00844637692999702
az_elderly_household__p1_6,0.0543652081634437,0.0230210467492332
az_elderly_household__p2_6,-0.00806315818226972,0.0190937968715375
az_elderly_household__p3_6,-0.00797442211231947,0.0162194753825435
az_elderly_household__p4_6,0.0062357147175441,0.00634299180814876
az_elderly_household__p5_6,0.00116615971330775,0.0135704117875768
az_elderly_household__p6_6,-0.0977064542777015,0.0372642151441984
az_elderly_household__p1_7,-0.00958140690095307,0.0130223896232887
az_elderly_household__p2_7,-0.032126505501088,0.0119829927601229
az_elderly_household__p3_7,0.00559962981316856,0.0103297082003023
az_elderly_household__p4_7,0.00391907399929316,0.00397135467030881
az_elderly_household__p5_7,0.00221987671382403,0.0082494309015059
az_elderly_household__p6_7,0.00313053343018423,0.0168114852587865
az_elderly_household__p7_7,-0.00560256458168746,0.0151151106555884
az_elderly_household__p1_8,-0.0518039710556348,0.0165062287036461
az_elderly_household__p2_8,-0.0226684678317541,0.0162200441153967
az_elderly_household__p3_8,0.0211991726006845,0.0135013167067935
az_elderly_household__p4_8,0.00332819702557017,0.00570486640275372
az_elderly_household__p5_8,-0.0175803073732459,0.0104053296340706
az_elderly_household__p6_8,0.0481948281182405,0.0260741012329552
az_elderly_household__p7_8,0.0283513457892685,0.0143951143336812
az_elderly_household__p8_8,-0.0317027838156202,0.0268919011160436
az_large_family__p1_1,0.120019796309245,0.0314318419193861
az_large_family__p1_2,-0.00583209173551267,0.0173614802363235
az_large_family__p2_2,-0.041053706428313,0.0203305356701687
az_large_family__p1_3,-0.0275898521201559,0.016181440140091
az_large_family__p2_3,-0.00933895792134919,0.0133789191490912
az_large_family__p3_3,0.0370157033416625,0.0149474936320616
az_large_family__p1_4,-0.0232355257188272,0.00493985490743714
az_large_family__p2_4,-0.0184464126516001,0.0068749657140214
az_large_family__p3_4,0.0153216048135273,0.00419587744487292
az_large_family__p4_4,0.0183159209243377,0.00465239481675227
az_large_family__p1_5,-0.0135465985193472,0.00970964725970917
az_large_family__p2_5,-0.00734010097304414,0.0107890793211975
az_large_family__p3_5,-0.00666998047834834,0.00876513156228956
az_large_family__p4_5,0.00876919220961699,0.00417598550491897
az_large_family__p5_5,0.0130639011181737,0.0094737857409413
az_large_family__p1_6,-0.0619496864599971,0.0268487095401995
az_large_family__p2_6,-0.0117697086647099,0.0216712553147957
az_large_family__p3_6,0.020693509338783,0.018425596351403
az_large_family__p4_6,0.00572294615602178,0.00685573666762074
az_large_family__p5_6,-0.0129230159131052,0.0144464909316034
az_large_family__p6_6,0.0332712330640133,0.0419054293578361
az_large_family__p1_7,-0.000409640918004411,0.0156406439038909
az_large_family__p2_7,0.00737375000662559,0.0136747136539065
az_large_family__p3_7,-0.0171184620239783,0.0116500887894589
az_large_family__p4_7,0.0127037975567803,0.00450125228892857
az_large_family__p5_7,0.0137863605314471,0.00932745116614994
az_large_family__p6_7,0.0149377931053023,0.0187494743178497
az_large_family__p7_7,-0.0217332296029484,0.01619478636196
az_large_family__p1_8,0.023745349779766,0.018736418816893
az_large_family__p2_8,0.0876878460442363,0.0194757151097494
az_large_family__p3_8,-0.0324114582285657,0.0154233069634342
az_large_family__p4_8,-0.0339133067502266,0.00630209132305387
az_large_family__p5_8,0.0212452900709446,0.0115442473782188
az_large_family__p6_8,0.00381484091280794,0.026998497601417
az_large_family__p7_8,-0.0390503872474367,0.0169188806757514
az_large_family__p8_8,-0.0144916253283378,0.0290104226317723
sigma__G01,0.212187386438914,0.00332763714254299
sigma__G02,0.205939601738855,0.00507550069456637
sigma__G04,0.333592728683092,0.00310171020718539
sigma__G05,0.206133264804363,0.00222256531182112
sigma__G06,0.0860479841675662,0.00185417315404768
sigma__G07,0.0972475229052125,0.00248360165953483
sigma__G08,0.110697261342525,0.00188014468451243
sigma__G09,0.258856474220062,0.00348182998892002
