crop,province,year,net_profit,loss,cash_income,profit_margin,s_labor,s_land,s_fert,s_mach,s_seed,yield_main,sale_price,revenue,total_cost,cost_labor,cost_land,cost_fert,cost_mach,cost_seed,cost_pest,cost_irrig,wage_day,labor_days,fert_kg,land_rent,L1_net_profit,L1_loss,L1_profit_margin,L1_yield_main,L1_sale_price,L1_revenue,L1_total_cost,L1_cost_labor,L1_cost_land,L1_cost_fert,L1_cost_mach,L1_cost_seed,L1_cost_pest,L1_wage_day,L1_labor_days,L1_fert_kg,L1_land_rent,L1_s_labor,L1_s_land,L1_s_fert,L1_s_mach,L1_s_seed,L1_cash_income,L2_net_profit,trend3_net_profit,L2_sale_price,trend3_sale_price,L2_total_cost,trend3_total_cost,L2_yield_main,trend3_yield_main,L1_cost_yoy,L1_price_yoy,in_abc,in_chlorpyrifos,in_dap,in_machine_harvest,in_machine_tillage,in_mulch_film,in_npk_cl,in_ssp,in_urea,in_abc_yoy,in_chlorpyrifos_yoy,in_dap_yoy,in_machine_harvest_yoy,in_machine_tillage_yoy,in_mulch_film_yoy,in_npk_cl_yoy,in_ssp_yoy,in_urea_yoy,gp_year_mean,gp_grow_mean,gp_pre_mean,gp_cv,gp_yoy,gp_pre_yoy,rp_pre_mean,rp_q1_mean,rp_pre_yoy,rp_q1_yoy,temp_grow,temp_ano_grow,temp_ano_absmax,prec_grow,prec_ano_grow,prec_ano_absmax,trend,policy_corn_reform,policy_min_price,region
corn,云南,2014,-422.4100000000001,1,653.97,-0.2881318936174567,0.6557301010211252,0.09146470399650758,0.09042789028873897,0.0224142752876817,0.042802671159526066,416.56,120.45,1043.62,1466.03,961.32,134.09,132.57,32.86,62.75,21.29,4.29,74.4,12.95,25.68,1.4,-347.74,1.0,-0.24596993810786916,413.69,124.32,1066.01,1413.75,912.05,126.87,148.39,32.0,59.43,19.29,68.0,13.44,26.75,1.83,0.6451282051282051,0.08974005305039788,0.10496198054818744,0.022634836427939876,0.04203713527851459,650.76,-216.07999999999993,-167.95999999999992,128.36,14.079999999999998,1271.82,415.53999999999996,397.15,56.56999999999999,0.11159598056328734,-0.031473979432845245,0.8917,,3.6097,133.3333,110.0,15.0,3.1183,0.6839,2.1029,-0.15805872910962127,0.0,-0.08730720606826803,0.8879051327433629,0.3469382257394995,0.016459873552391757,0.0019278347203033341,-0.06315068493150688,-0.11415813640001682,,,,,,,2.6894299876919066,2.683277201076509,0.0209175584647745,0.0282762826491922,21.497655103093184,1.1973777271117922,1.78317349899334,4.926380011702689,-0.2820274854055958,1.74819644035007,10,0,0,xinan
corn,云南,2015,-499.65,1,598.0600000000001,-0.33297347008136907,0.6581099182310722,0.08977921723078564,0.0863338597999427,0.029981940196058834,0.044029935291255984,420.2,114.34,1000.92,1500.57,987.54,134.72,129.55,44.99,66.07,23.33,3.09,78.0,12.65,26.11,1.48,-422.4100000000001,1.0,-0.2881318936174567,416.56,120.45,1043.62,1466.03,961.32,134.09,132.57,32.86,62.75,21.29,74.4,12.95,25.68,1.4,0.6557301010211252,0.09146470399650758,0.09042789028873897,0.0224142752876817,0.042802671159526066,653.97,-347.74,-206.33000000000015,124.32,-7.910000000000011,1413.75,194.21000000000004,413.69,19.410000000000025,0.03697966401414665,-0.03112934362934361,0.8528,,3.5433,140.0,110.0,15.0,3.0117,0.7031,2.0878,-0.04362453740047101,0.0,-0.018394880460980256,0.05000026250006551,0.0,0.0,-0.03418529326876829,0.028074279865477392,-0.0071805601788006435,,,,,,,2.799941082828863,2.7650545269051783,0.0410908986821396,0.0304766595847274,21.169593303546602,0.869315927565196,2.02728788996272,4.656548059789068,-0.5518594373192166,2.28712856112222,11,0,0,xinan
corn,云南,2016,-596.5373999999999,1,562.095,-0.38097750719532936,0.657882572275492,0.0931979245978784,0.08339467548818585,0.03175358604129729,0.043479166083900234,446.75,103.32,969.27,1565.8074,1030.1174,145.93,130.58,49.72,68.08,24.5,4.45,81.4,12.68,27.95,2.03,-499.65,1.0,-0.33297347008136907,420.2,114.34,1000.92,1500.57,987.54,134.72,129.55,44.99,66.07,23.33,78.0,12.65,26.11,1.48,0.6581099182310722,0.08977921723078564,0.0863338597999427,0.029981940196058834,0.044029935291255984,598.0600000000001,-422.4100000000001,-151.90999999999997,120.45,-9.97999999999999,1466.03,86.81999999999994,416.56,6.509999999999991,0.023560227280478463,-0.050726442507264435,0.8656,36.7361,3.2406,135.0,110.0,15.0,3.0053,0.7103,1.9172,0.015009380863039379,0.713485452018247,-0.0854288375243416,-0.0357142857142857,0.0,0.0,-0.002125045655277713,0.010240364101834931,-0.08171280774020506,,,,,,,2.835947117027586,2.835482224429093,0.0128595685171863,0.0254706360538725,21.011979425327965,0.711702049346559,1.13061346377706,5.242612157945877,0.03420466083759281,0.758608376590111,12,1,0,xinan
corn,云南,2017,-503.5552,1,573.5899999999999,-0.3365369115460074,0.6358648738890152,0.1043049814300108,0.08897367961669339,0.044343150623958584,0.04967635849101495,452.3,105.42,992.73,1496.2852,951.4352,156.07,133.13,66.35,74.33,24.91,2.31,83.1,11.44,26.5,0.67,-596.5373999999999,1.0,-0.38097750719532936,446.75,103.32,969.27,1565.8074,1030.1174,145.93,130.58,49.72,68.08,24.5,81.4,12.68,27.95,2.03,0.657882572275492,0.0931979245978784,0.08339467548818585,0.03175358604129729,0.043479166083900234,562.095,-499.65,-174.12739999999985,114.34,-17.13000000000001,1500.57,99.77739999999994,420.2,30.189999999999998,0.04347507946980156,-0.09637921987056153,0.8986,37.5,3.196,140.0,110.0,14.9583,2.9972,0.71,2.1393,0.03812384473197783,0.02079425959750769,-0.013762883416651217,0.03703703703703698,0.0,-0.0027800000000000047,-0.0026952384121385897,-0.0004223567506688175,0.11584602545378675,,,,,,,2.825517478374215,2.8256357388316147,-0.0036776562548537,-0.0034725964820536,20.828883101351266,0.5286057253698567,1.88860590177778,5.3285863065629036,0.12017880945461734,1.63164954695678,13,1,0,xinan
corn,云南,2018,-471.27398000000017,1,603.6799999999998,-0.31135472629073974,0.6251446809134195,0.10659186305967483,0.09580979286546451,0.03997690364287172,0.046649630907671005,459.26,109.26,1042.35,1513.62398,946.23398,161.34,145.02,60.51,70.61,25.12,3.58,84.89,11.15,25.85,1.67,-503.5552,1.0,-0.3365369115460074,452.3,105.42,992.73,1496.2852,951.4352,156.07,133.13,66.35,74.33,24.91,83.1,11.44,26.5,0.67,0.6358648738890152,0.1043049814300108,0.08897367961669339,0.044343150623958584,0.04967635849101495,573.5899999999999,-596.5373999999999,-3.905200000000036,103.32,-8.920000000000002,1565.8074,-4.284799999999905,446.75,32.10000000000002,-0.04440022444650593,0.020325203252032686,0.9107,37.5,3.181,140.0,110.0,14.8542,3.0,0.71,2.3886,0.013465390607611871,0.0,-0.0046933667083854935,0.0,0.0,-0.0069593469846171985,0.0009342052582410609,0.0,0.11653344551956235,,,,,,,2.8117585491173767,2.819129438717068,-0.0048695254452133,-0.0023025969077093,20.839685136314383,0.5394077603329892,1.00395793049206,5.264612317259959,0.05620482015167283,1.1632243667472,14,1,0,xinan
corn,云南,2019,-458.21000000000004,1,618.76,-0.29928218258296707,0.620850016002299,0.10831923606983535,0.09598766843236253,0.0406915605833981,0.04581882784791938,450.87,114.93,1072.82,1531.03,950.54,165.84,146.96,62.3,70.15,30.66,3.58,86.38,11.01,25.89,1.47,-471.27398000000017,1.0,-0.31135472629073974,459.26,109.26,1042.35,1513.62398,946.23398,161.34,145.02,60.51,70.61,25.12,84.89,11.15,25.85,1.67,0.6251446809134195,0.10659186305967483,0.09580979286546451,0.03997690364287172,0.046649630907671005,603.6799999999998,-503.5552,125.26341999999977,105.42,5.940000000000012,1496.2852,-52.18341999999984,452.3,12.509999999999991,0.011587884448766905,0.03642572566875368,0.9642,37.5,3.2803,140.0,110.0,14.7917,3.0,0.7022,2.3994,0.05874601954540459,0.0,0.0312165985539139,0.0,0.0,-0.004207564190599311,0.0,-0.010985915492957576,0.0045214770158252815,,,,,,,2.8247537621223207,2.803147296729655,0.0046217385945259,-0.0056691763662635,21.76975582166847,1.469478445687061,2.42615019834982,4.076655834655558,-1.1317516624527293,2.98902545664039,15,1,0,xinan
corn,云南,2020,-375.96000000000004,1,724.72,-0.2415838275833264,0.6153974669553987,0.1178296267261266,0.09764623481104978,0.0388695758339063,0.045982920262429075,438.04,130.47,1180.27,1556.23,957.7,183.37,151.96,60.49,71.56,33.73,3.97,89.77,10.66,27.32,1.93,-458.21000000000004,1.0,-0.29928218258296707,450.87,114.93,1072.82,1531.03,950.54,165.84,146.96,62.3,70.15,30.66,86.38,11.01,25.89,1.47,0.620850016002299,0.10831923606983535,0.09598766843236253,0.0406915605833981,0.04581882784791938,618.76,-471.27398000000017,45.34519999999998,109.26,9.510000000000005,1513.62398,34.74479999999994,459.26,-1.4300000000000068,0.011499566755013957,0.051894563426688745,0.9797,37.475,3.1778,140.0,110.0,14.9861,3.0667,0.7,2.2472,0.016075503007674907,-0.0006666666666665932,-0.031247142029692365,0.0,0.0,0.013142505594353482,0.022233333333333327,-0.0031330105383082785,-0.06343252479786621,,,,,,,2.9032104269474783,2.888946559015764,0.0277746916836427,0.0306081890117611,21.12898280169355,0.8287054257121481,1.73684522662222,4.571959073084943,-0.6364484240233395,2.25357788068889,16,1,0,xinan
corn,云南,2021,-99.75999999999999,1,1040.72,-0.06258272952542267,0.6162102819861359,0.11573664565101471,0.10170320880775384,0.0479470531037295,0.04459082211975785,489.11,148.49,1494.29,1594.05,982.27,184.49,162.12,76.43,71.08,34.12,5.53,92.2,10.64,26.96,1.97,-375.96000000000004,1.0,-0.2415838275833264,438.04,130.47,1180.27,1556.23,957.7,183.37,151.96,60.49,71.56,33.73,89.77,10.66,27.32,1.93,0.6153974669553987,0.1178296267261266,0.09764623481104978,0.0388695758339063,0.045982920262429075,724.72,-458.21000000000004,95.31398000000013,114.93,21.209999999999994,1531.03,42.606019999999944,450.87,-21.21999999999997,0.016459507651711558,0.13521273818846247,1.0105,37.5,3.2625,126.6667,103.3333,14.35,3.1,0.7,2.7215,0.03143819536592818,0.0006671114076051143,0.0266536597646172,-0.09523785714285715,-0.060606363636363736,-0.0424459999599629,0.010858577624156318,0.0,0.21106265574937688,,,,,,,3.016977912120587,2.9747193585337914,0.0391867858137748,0.0296899917550741,21.355420918168466,1.05514354218706,1.5248092486724,4.31283611554928,-0.8955713815590015,1.86858724105975,17,1,0,xinan
corn,云南,2022,-116.09999999999991,1,1019.4700000000001,-0.06869903785843615,0.5887584468455248,0.11275873087255471,0.11947478668386607,0.050284618752884654,0.049219517390738356,485.86,157.71,1573.88,1689.98,994.99,190.56,201.91,84.98,83.18,39.57,7.14,95.3,10.39,26.62,2.18,-99.75999999999999,1.0,-0.06258272952542267,489.11,148.49,1494.29,1594.05,982.27,184.49,162.12,76.43,71.08,34.12,92.2,10.64,26.96,1.97,0.6162102819861359,0.11573664565101471,0.10170320880775384,0.0479470531037295,0.04459082211975785,1040.72,-375.96000000000004,358.45000000000005,130.47,33.56,1556.23,63.01999999999998,438.04,38.24000000000001,0.0243023203511048,0.1381160420019929,1.2005,38.4,3.7239,177.5,155.0,14.35,3.38,0.715,3.2735,0.1880257298367145,0.02400000000000002,0.14142528735632176,0.4013154207064682,0.5000004838711238,0.0,0.0903225806451613,0.021428571428571352,0.20282932206503768,,,,,,,3.098965253913708,3.0735395189003434,0.0271753205297726,0.0332199943779769,20.512666604069064,0.21238922808766714,1.41517949248674,4.531522801222764,-0.6768846958855188,3.24920261975914,18,1,0,xinan
corn,云南,2023,-180.49,1,906.04,-0.11002334696763733,0.5701110047730223,0.11942918797661645,0.12102019543179698,0.06089718190518571,0.05726407675848994,449.18,157.44,1459.98,1640.47,935.25,195.92,198.53,99.9,93.94,39.44,7.53,96.95,9.6,27.01,1.72,-116.09999999999991,1.0,-0.06869903785843615,485.86,157.71,1573.88,1689.98,994.99,190.56,201.91,84.98,83.18,39.57,95.3,10.39,26.62,2.18,0.5887584468455248,0.11275873087255471,0.11947478668386607,0.050284618752884654,0.049219517390738356,1019.4700000000001,-99.75999999999999,259.8600000000001,148.49,27.24000000000001,1594.05,133.75,489.11,47.81999999999999,0.060180044540635524,0.06209172334837354,1.3941,39.5,3.941,160.4167,147.0833,14.0,3.6729,0.7868,3.1351,0.1612661391087047,0.02864583333333348,0.05829909503477526,-0.09624394366197186,-0.05107548387096772,-0.024390243902439046,0.08665680473372772,0.10041958041958043,-0.042278906369329405,,,,,,,3.1366513936617038,3.146460481099657,0.0121608784417317,0.0237254025044724,21.426264812080632,1.1259874360992475,2.07716724199333,3.9394789603326834,-1.2689285367755985,2.56998720482333,19,1,0,xinan
corn,云南,2024,-398.55999999999995,1,681.1500000000001,-0.24216205706508528,0.5615734214747484,0.12546784620619258,0.12351747435959753,0.06113595489233462,0.061968356583872064,456.37,131.84,1247.28,1645.84,924.26,206.5,203.29,100.62,101.99,39.08,8.12,99.92,9.21,28.76,1.39,-180.49,1.0,-0.11002334696763733,449.18,157.44,1459.98,1640.47,935.25,195.92,198.53,99.9,93.94,39.44,96.95,9.6,27.01,1.72,0.5701110047730223,0.11942918797661645,0.12102019543179698,0.06089718190518571,0.05726407675848994,906.04,-116.09999999999991,-80.73000000000002,157.71,8.949999999999989,1689.98,46.42000000000007,485.86,-39.93000000000001,-0.029296204688812888,-0.0017120030435610056,1.3815,39.5,3.75,150.0,145.0,14.0,3.8269,0.8238,2.9321,-0.009038089089735246,0.0,-0.0484648566353717,-0.06493525923423182,-0.014164082530103705,0.0,0.04192872117400426,0.04702592780884585,-0.06475072565468398,,,,,,,3.1235670103092787,3.1253951890034366,-0.0041714496481388,-0.0066949171053494,21.568486473270635,1.2682090972892128,2.59763403132667,4.641558855073478,-0.5668486420348083,1.45822288118828,20,1,0,xinan
corn,内蒙古,2004,99.27000000000004,0,293.33000000000004,0.2365317257976126,0.29569444113512355,0.20944030117467657,0.17489099096952515,0.057542471824441846,0.04520002859253258,476.3,52.11,518.96,419.69,124.1,87.9,73.4,24.15,18.97,2.95,21.68,13.7,8.78,19.25,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4771,10.375,2.1942,,,9.3833,1.6079,,1.5217,0.08161414645205167,-0.0845561310474442,0.2137404580152671,,,0.13507203599985473,0.10425108165647967,,0.028175675675675693,,,,,,,,,,,16.55708777648746,0.6842281723900775,2.32960044186111,1.4149713155956993,-0.3324339325589149,1.02590829946989,0,0,0,dongbei
corn,内蒙古,2005,89.82,0,324.74,0.19561808519905913,0.3023129192438366,0.2180721317187908,0.2237564247756773,0.08735517031100269,0.054708598309957314,502.1,51.88,548.98,459.16,138.81,100.13,102.74,40.11,25.12,9.53,20.26,15.3,8.45,22.37,3.37,99.27000000000004,0.0,0.2365317257976126,476.3,52.11,518.96,419.69,124.1,87.9,73.4,24.15,18.97,2.95,13.7,8.78,19.25,5.08,0.29569444113512355,0.20944030117467657,0.17489099096952515,0.057542471824441846,0.04520002859253258,293.33000000000004,,,,,,,,,,,0.5467,,2.6533,,,12.3308,1.9708,,1.85,0.14588136658981332,0.0,0.20923343359766666,,,0.31412189741348984,0.22569811555444996,,0.2157455477426562,,,,,,,1.526081788507061,1.5258632511659131,,,16.8977947018758,1.0249350977784288,1.65082732731556,1.3302664176021521,-0.4171388305524639,1.26853196173036,1,0,0,dongbei
