Province,income_group_order,income_group,first_order,substitution,cv_share,annual_food_exp,n_households,cv_yuan_per_year
江西省,2,inc2,0.0205979080319527,-0.0153730296558592,0.00522487837609345,6641.19405471621,174,34.6994312079271
江西省,3,inc3,0.0220878593257953,-0.0145692797467077,0.00751857957908763,7547.49561691113,165,56.7464464185614
江西省,4,inc4,0.0247893639445632,-0.0143534834308971,0.0104358805136661,7168.72328714764,154,74.8119396602082
江西省,5,inc5,0.0271569076520489,-0.0140887380883218,0.0130681695637271,7823.21177680638,258,102.235058032252
河北省,1,inc1,0.020633333863363,-0.0102643147460817,0.0103690191172813,4358.0538973306,196,45.1887441755632
河北省,2,inc2,0.0207522249283113,-0.0101190796947076,0.0106331452336037,4207.42567411846,331,44.7381682524946
河北省,3,inc3,0.0220003920997902,-0.00947585971014029,0.0125245323896499,4808.58653724824,309,60.2252978342
河北省,4,inc4,0.0241036808022867,-0.00936112246095141,0.0147425583413353,4851.3926096545,305,71.5219385845543
河北省,5,inc5,0.0259276304023589,-0.009202299537869,0.0167253308644899,5056.16434463399,325,84.5660215692401
河南省,1,inc1,0.0208220602116365,-0.0123894770673096,0.00843258314432685,3686.4453732658,359,31.0862571170829
河南省,2,inc2,0.0220597438268241,-0.0122729067117776,0.0097868371150465,4572.89626998224,478,44.7541909383199
河南省,3,inc3,0.0248795038776833,-0.011613263493787,0.0132662403838963,4557.43626352016,467,60.4600450061446
河南省,4,inc4,0.0281594245726323,-0.0115239463698483,0.016635478202784,4320.28965358852,399,71.8700843619849
河南省,5,inc5,0.0317571664051885,-0.0113943247962956,0.0203628416088929,4722.82433730892,424,96.1701239272461
浙江省,1,inc1,0.0201811865398641,-0.0122928141489153,0.00788837239094878,3806.65003344482,146,30.0282730258303
浙江省,2,inc2,0.0199877472043522,-0.0121332619157716,0.00785448528858057,4650.59362434522,253,36.5280192055862
浙江省,3,inc3,0.0215896966433193,-0.0115982140271726,0.00999148261614669,5977.86761432507,307,59.7277603501552
浙江省,4,inc4,0.0241231044065614,-0.0114368273341824,0.012686277072379,5381.86751577403,401,68.2758624719456
浙江省,5,inc5,0.0264488436522016,-0.0112309947187642,0.0152178489334374,5219.04875576037,826,79.4226955414056
湖北省,1,inc1,-0.0131274171841584,-0.00711440710756209,-0.0202418242917205,4810.52287464656,287,-97.3737587798979
湖北省,2,inc2,-0.0125282116370948,-0.00705876985157042,-0.0195869814886652,5409.66260066007,316,-105.958961219053
湖北省,3,inc3,-0.0110741668544077,-0.00665737501413853,-0.0177315418685463,5712.60162364696,329,-101.293234868021
湖北省,4,inc4,-0.0089343833752433,-0.00658061865237231,-0.0155150020276156,5318.00541314249,310,-82.5088647677765
湖北省,5,inc5,-0.00718487839838022,-0.00647703147766618,-0.0136619098760464,5692.88156414763,433,-77.7756348643909
湖南省,1,inc1,0.0351512905181756,-0.00550748614762312,0.0296438043705525,6488.08993706035,217,192.331668832767
湖南省,2,inc2,0.0353902636748634,-0.00545709672203834,0.029933166952825,6256.34909682669,264,187.272342030469
湖南省,3,inc3,0.0369955478567274,-0.00513590578432312,0.0318596420724043,6476.18275419847,251,206.328864544241
湖南省,4,inc4,0.038720218100957,-0.00505918334024398,0.0336610347607131,6099.16161461403,253,205.304091120729
湖南省,5,inc5,0.040105015992289,-0.00498347672774295,0.0351215392645461,5859.58445215262,344,205.797625410202
福建省,1,inc1,0.0212026140359675,-0.0153452356947652,0.00585737834120225,4391.35656273764,155,25.7218368190759
福建省,2,inc2,0.0207377885635363,-0.0151625209430066,0.00557526762052969,4837.18441176471,187,26.9685976254427
福建省,3,inc3,0.0220737173262179,-0.0144943699194713,0.0075793474067465,3840.6922506183,195,29.1099408498352
福建省,4,inc4,0.0247580119467394,-0.0142714642227945,0.010486547723945,5897.08701886793,224,61.8400844556149
福建省,5,inc5,0.0269644260384352,-0.0139663790368746,0.0129980470015606,4939.72499749122,353,64.2067776921746
贵州省,1,inc1,-0.00659591538617937,-0.0123868243374103,-0.0189827397235897,5384.49461157025,155,-102.212459754509
贵州省,2,inc2,-0.00634138050663952,-0.012219143705382,-0.0185605242120215,4216.60889072165,144,-78.2624714088643
贵州省,3,inc3,-0.00438506791366037,-0.0116513906535717,-0.0160364585672321,4837.63104815864,130,-77.5784698673516
贵州省,4,inc4,-0.00188536303342414,-0.0115494565186939,-0.013434819552118,5568.23776119403,104,-74.8082695449314
贵州省,5,inc5,0.000378018751054271,-0.0114300505472869,-0.0110520317962326,4595.88352941177,139,-50.7938508988407
辽宁省,1,inc1,-0.00448015514097609,-0.00948880690085958,-0.0139689620418357,4551.81888798304,478,-63.5841852675458
辽宁省,2,inc2,-0.00360226588562347,-0.0093888791660145,-0.012991145051638,5539.87806518365,544,-71.9693595131883
辽宁省,3,inc3,-0.00140941644961458,-0.00884801868510902,-0.0102574351347236,5601.74725361767,457,-57.4595590950993
辽宁省,4,inc4,0.00115969750792054,-0.008769136229303,-0.00760943872138246,5666.42423859015,431,-43.118308012908
辽宁省,5,inc5,0.0036059008677388,-0.00867914329535274,-0.00507324242761394,6349.13495248742,461,-32.2107008196058
重庆市,1,inc1,-0.0396839776849181,-0.0126894366533918,-0.0523734143383099,5605.54703939009,127,-293.581637686864
重庆市,2,inc2,-0.0395931199888406,-0.0125948602744084,-0.052187980263249,6566.04481977343,167,-342.668617461944
重庆市,3,inc3,-0.0376188005168202,-0.011981053320066,-0.0495998538368862,6437.41751515152,160,-319.294967838526
重庆市,4,inc4,-0.0351525536061507,-0.0117831958797332,-0.0469357494858839,6965.60471544716,128,-326.935877941919
重庆市,5,inc5,-0.0334170776574561,-0.0116180165809724,-0.0450350942384285,7616.86122175732,178,-343.026062922872
陕西省,1,inc1,-0.00130335819105828,-0.00981338231039505,-0.0111167405014533,4238.62541003672,171,-47.1196987662444
陕西省,2,inc2,-0.000176946423001533,-0.00971250680556913,-0.00988945322857066,4685.30453465347,262,-46.3351000570655
陕西省,3,inc3,0.00187275323124642,-0.00907665888900402,-0.0072039056577576,4408.29834609495,246,-31.7569653965169
陕西省,4,inc4,0.00434994232521057,-0.00900825630572932,-0.00465831398051875,5110.64491717524,206,-23.8069886671445
陕西省,5,inc5,0.00650744856906815,-0.00891858203884555,-0.0024111334697774,4782.84583437892,178,-11.5320796720564
黑龙江省,1,inc1,-0.0176476585242617,-0.0101919763150015,-0.0278396348392632,4067.36824911032,351,-113.234046812045
黑龙江省,2,inc2,-0.0171377851110436,-0.0100835874562262,-0.0272213725672698,4370.07108724832,300,-118.95933321144
黑龙江省,3,inc3,-0.0153882976192689,-0.0094507404772269,-0.0248390380964958,4304.02371731449,206,-106.907809082596
黑龙江省,4,inc4,-0.0130523193966805,-0.00932939429024778,-0.0223817136869282,4715.03964255319,172,-105.530667302142
黑龙江省,5,inc5,-0.0111598547347752,-0.0091981055369416,-0.0203579602717168,4322.67990118577,138,-88.0009456956886
