draw,success,nll,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
118,True,-3680.402227316709,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21.431806087493896,31,16
119,True,-3510.265805222658,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.637449026107788,31,18
120,True,-3608.244951481226,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.128525733947754,31,19
121,True,-4110.265435219291,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.48562407493591,31,18
122,True,-3656.323280475528,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10.343077182769775,31,21
123,True,-3493.484149699488,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19.41992688179016,31,23
124,True,-3607.056794042399,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19.11750602722168,31,22
125,True,-3440.7940883563947,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10.944545984268188,31,21
126,True,-3501.0648903897554,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.165752172470093,31,23
127,True,-3592.2219728990735,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11.989590167999268,31,20
128,True,-3851.344198343132,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.734763860702515,31,22
129,True,-3908.2898953938193,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.01548981666564,31,20
130,True,-3970.710953986814,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.26262187957764,31,20
131,True,-3884.206638289963,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.845759868621826,31,17
132,True,-3778.742071973644,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,106.13197994232178,31,21
133,True,-3950.7873445620394,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.901126861572266,31,16
134,True,-3899.6447719655766,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.86457824707031,31,19
135,True,-3471.9337273262663,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.557724952697754,31,21
136,True,-3829.971724545576,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.90338492393494,31,23
137,True,-3631.838452445265,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14.4771728515625,31,20
138,True,-3532.526489389499,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.02447509765625,31,21
139,True,-3821.2485232965328,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,128.18885827064514,31,20
140,True,-3847.3240314198983,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.0660490989685,31,18
141,True,-3686.679877683375,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.799639225006104,31,19
142,True,-3981.002420268025,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,200.5484471321106,31,20
143,True,-3673.438259384904,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.848278760910034,31,22
144,True,-3679.1990163335463,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.75868511199951,31,20
145,True,-3823.346957718077,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.80062317848206,31,21
146,True,-3595.7762314547185,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.56804394721985,31,20
147,True,-3590.225265899262,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.147028923034668,31,21
148,True,-3617.245019072922,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.390548944473267,31,21
149,False,-3593.803668241015,ABNORMAL: ,39.92545986175537,31,19
150,True,-3500.0066134110502,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10.40864634513855,31,21
151,True,-3933.084706996451,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.22539520263672,31,20
152,True,-3985.383748980385,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145.27947092056274,31,19
153,True,-3766.607953939865,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.1246497631073,31,18
154,True,-3703.122740597956,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.652435064315796,31,18
155,True,-3772.3209194476144,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.791691064834595,31,19
156,False,-3525.0717038166863,ABNORMAL: ,47.224549770355225,31,21
157,True,-3578.56195415474,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54.953370332717896,31,19
158,True,-3807.216079038171,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,163.40169596672058,31,19
159,True,-3830.304754188859,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.39204812049866,31,22
160,True,-3953.0689754413,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.61162400245668,31,19
161,True,-3713.904919439266,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22.20209002494812,31,21
162,True,-3670.1048766943127,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.40001678466797,31,20
163,True,-3691.508875636155,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58.01734280586243,31,18
164,True,-3615.807656802196,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.351969242095947,31,22
165,True,-3875.581668055445,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.36981582641602,31,20
166,True,-3658.2244709934625,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.51681900024414,31,22
167,True,-3799.707391968024,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.15364718437196,31,20
168,True,-3617.167901920322,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21.64012122154236,31,22
169,True,-3647.208961072487,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35.787163972854614,31,21
170,True,-3522.2030411262226,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.538832187652588,31,22
171,True,-3768.49885105455,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.98909711837769,31,19
172,True,-3851.2342112597535,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.89963293075562,31,20
173,True,-3992.132329896953,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67.26892399787903,31,22
174,True,-3703.2138605424066,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.65272307395935,31,19
175,True,-3541.1907263275525,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.298326969146729,31,22
176,True,-3615.293786799945,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.526243925094604,31,16
177,True,-3994.107394218534,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73.47301721572876,31,17
178,True,-3462.185562841371,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.040544033050537,31,19
179,True,-3667.485691543853,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.9918909072876,31,22
180,True,-3906.319586720182,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.39282822608948,31,22
181,True,-3697.966280834658,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.779406785964966,31,22
182,True,-3817.566440662014,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108.16687202453612,31,19
183,True,-3891.1641411634287,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104.35469126701356,31,17
184,True,-3707.823469674365,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.57859206199646,31,23
185,True,-3884.668952244749,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.97818398475647,31,19
186,True,-3809.686205992811,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57.10584282875061,31,21
187,True,-4048.458050287913,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72.05726790428162,31,18
188,True,-3890.393077046751,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127.48431015014648,31,21
189,True,-3891.713772679078,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.90234780311584,31,20
190,True,-3863.7448508613456,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.60214519500733,31,19
191,True,-3624.5436492725776,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.25104784965515,31,22
192,True,-4013.408950380652,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65.48902702331543,31,21
193,True,-3653.225529837602,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.954643964767456,31,17
194,True,-3616.554994599488,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.6721088886261,31,21
195,True,-3889.13517786472,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50.63297510147095,31,21
196,True,-3487.0005314524824,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14.255780220031738,31,21
197,True,-3819.8065415511874,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161.8126401901245,31,19
198,True,-3821.315682965501,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.56526899337769,31,19
199,True,-3468.738507861901,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.00395703315735,31,19
200,True,-3565.8873903492627,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.65763568878174,31,19
201,True,-3588.026671148498,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.187950134277344,31,17
202,True,-3622.6386805732263,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.488648176193236,31,22
203,True,-3484.73724698078,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12.484914064407349,31,20
204,True,-3561.952655336925,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.97431182861328,31,21
205,True,-3411.763857248927,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.34061908721924,31,19
206,True,-3640.0188169275502,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.4275541305542,31,17
207,True,-3710.507159798231,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33.42871308326721,31,23
208,True,-4037.617214156176,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101.10847187042236,31,21
209,False,-3533.272229352832,ABNORMAL: ,43.01623177528381,31,21
210,True,-3559.0631612926513,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27.95259380340576,31,21
211,True,-3730.7848999174626,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22.26663112640381,31,20
212,True,-3549.358985444701,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14.979761123657228,31,18
213,True,-4012.392165606555,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.29586696624756,31,18
214,True,-3745.2952347505698,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26.68753218650818,31,18
215,True,-3489.8728231912473,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10.531091213226318,31,19
216,True,-3802.309790265165,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.59831190109253,31,21
217,True,-3525.069026874255,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.278334856033325,31,22
218,True,-3782.2661080726857,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.944007873535156,31,18
219,True,-3866.0797186986497,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91.89250016212463,31,19
220,True,-3776.8785362540098,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66.89602017402649,31,20
221,True,-3869.2510156050766,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25.02060604095459,31,18
222,True,-3598.183567378483,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.79207706451416,31,21
223,True,-3966.228561849572,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.75131416320801,31,22
224,True,-3942.5034624422624,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137.1333930492401,31,19
225,True,-3588.0250086188375,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19.316059112548828,31,22
