scenario,group,commodity,year,production,net_import,ssr,import_dependence
A1,PTS,CATM,2048,958.3693615396649,396.35013485218906,0.7074301094006369,0.2925698905993631
A1,PTS,CATM,2049,969.202989382027,391.2268232255715,0.7124241033238686,0.28757589667613137
A1,PTS,CATM,2050,980.15857993791,385.0290774644139,0.7179661892072432,0.2820338107927568
B1,HDS,CATM,2022,718.26,268.9861,0.727538959130859,0.272461040869141
B1,HDS,CATM,2023,753.0,273.73,0.7333963164609976,0.26660368353900243
B1,HDS,CATM,2024,779.0,287.41,0.7304882737408689,0.2695117262591311
B1,HDS,CATM,2025,747.118555263091,279.05000348998345,0.7280661143729986,0.2719338856270014
B1,HDS,CATM,2026,752.2536504219532,239.0159333877707,0.7588789797532512,0.24112102024674875
B1,HDS,CATM,2027,757.0939979397563,201.18063281869735,0.7900595232710405,0.20994047672895955
B1,HDS,CATM,2028,761.9977731798757,164.2160845482101,0.822701762473068,0.17729823752693197
B1,HDS,CATM,2029,770.9666017282335,124.82880086276226,0.8606503220470793,0.13934967795292075
B1,HDS,CATM,2030,780.0791455620774,86.2546504743291,0.9004371630554462,0.09956283694455381
B1,HDS,CATM,2031,789.3421033355909,48.08329498960474,0.9425819958580566,0.057418004141943424
B1,HDS,CATM,2032,798.7609884701164,11.272403610960556,0.9860840260152729,0.013915973984727104
B1,HDS,CATM,2033,808.3442777917566,0.0,1.0,0.0
B1,HDS,CATM,2034,818.0994087908397,0.0,1.0,0.0
B1,HDS,CATM,2035,828.0352474906397,0.0,1.0,0.0
B1,HDS,CATM,2036,837.4011752016667,0.0,1.0,0.0
B1,HDS,CATM,2037,846.8726009035623,0.0,1.0,0.0
B1,HDS,CATM,2038,856.450708346567,0.0,1.0,0.0
B1,HDS,CATM,2039,866.1366945189222,0.0,1.0,0.0
B1,HDS,CATM,2040,875.931769794357,0.0,1.0,0.0
B1,HDS,CATM,2041,885.8371580814654,0.0,1.0,0.0
B1,HDS,CATM,2042,895.8540969745701,0.0,1.0,0.0
B1,HDS,CATM,2043,905.9838379061792,0.0,1.0,0.0
B1,HDS,CATM,2044,916.2276463013392,0.0,1.0,0.0
B1,HDS,CATM,2045,926.5868017335875,0.0,1.0,0.0
B1,HDS,CATM,2046,937.0625980826544,0.0,1.0,0.0
B1,HDS,CATM,2047,947.6563436939224,0.0,1.0,0.0
B1,HDS,CATM,2048,958.3693615396564,0.0,1.0,0.0
B1,HDS,CATM,2049,969.2029893820188,0.0,1.0,0.0
B1,HDS,CATM,2050,980.158579937903,0.0,1.0,0.0
BS,BS,CATM,2022,718.26,268.9861,0.727538959130859,0.272461040869141
BS,BS,CATM,2023,753.0,273.73,0.7333963164609976,0.26660368353900243
BS,BS,CATM,2024,779.0,287.41,0.7304882737408689,0.2695117262591311
BS,BS,CATM,2025,747.1185552630957,326.387460917678,0.6959612186628716,0.30403878133712836
BS,BS,CATM,2026,752.2536504219532,332.3628735356306,0.6935664668625052,0.3064335331374948
BS,BS,CATM,2027,757.0939979397596,339.3578049712617,0.6904945533672481,0.3095054466327519
BS,BS,CATM,2028,761.9977731798813,345.98502625295004,0.6877342983753382,0.31226570162466183
BS,BS,CATM,2029,770.9666017282341,348.9853509135769,0.6883925689040775,0.3116074310959225
BS,BS,CATM,2030,780.0791455620742,351.5781120822808,0.6893245638576809,0.3106754361423191
BS,BS,CATM,2031,789.3421033353552,353.18998111155673,0.6908708421238495,0.3091291578761505
BS,BS,CATM,2032,798.7609884701177,355.1782550879089,0.692203677905293,0.307796322094707
BS,BS,CATM,2033,808.3442777916639,356.9884766779669,0.6936596218472891,0.30634037815271087
BS,BS,CATM,2034,818.0994087908466,358.61953605525986,0.6952377306187071,0.3047622693812929
BS,BS,CATM,2035,828.0352474906072,360.1529891850884,0.6968889456499571,0.30311105435004293
BS,BS,CATM,2036,837.4011752016518,361.1108066471297,0.6987007121196293,0.30129928788037075
BS,BS,CATM,2037,846.8726009035613,361.98455598814405,0.7005563859017858,0.2994436140982142
BS,BS,CATM,2038,856.450708346567,362.2227243468496,0.7027729376636256,0.2972270623363744
BS,BS,CATM,2039,866.1366945188951,361.8433851463982,0.7053344829135789,0.2946655170864211
BS,BS,CATM,2040,875.9317697943321,360.75227266963606,0.7082906706300879,0.2917093293699121
BS,BS,CATM,2041,885.8371580814646,358.61031895437225,0.7118316959358139,0.28816830406418614
BS,BS,CATM,2042,895.8540969745673,356.2166144975615,0.7154980056368079,0.2845019943631921
BS,BS,CATM,2043,905.983837906196,353.1090479345333,0.7195528209987835,0.2804471790012165
BS,BS,CATM,2044,916.2276463013552,349.2846510185821,0.7239974263716866,0.2760025736283134
BS,BS,CATM,2045,926.5868017336018,344.685450344125,0.7288657486381992,0.2711342513618008
BS,BS,CATM,2046,937.062598082667,339.1391762777351,0.7342589682202075,0.26574103177979247
BS,BS,CATM,2047,947.6563436939338,332.8057270131988,0.7400893516280357,0.2599106483719643
BS,BS,CATM,2048,958.3693615396666,325.568846225867,0.7464295055192245,0.2535704944807755
BS,BS,CATM,2049,969.2029893820308,317.33608810481786,0.7533412753192786,0.24665872468072136
BS,BS,CATM,2050,980.1585799379,308.0775377047623,0.7608532058016568,0.23914679419834317
C1,MTS,CATM,2022,718.26,268.9861,0.727538959130859,0.272461040869141
C1,MTS,CATM,2023,753.0,273.73,0.7333963164609976,0.26660368353900243
C1,MTS,CATM,2024,779.0,287.41,0.7304882737408689,0.2695117262591311
C1,MTS,CATM,2025,747.1185552631019,303.92632040349395,0.7108341161829677,0.28916588381703234
C1,MTS,CATM,2026,752.2536504219531,287.48611895094166,0.7235018536182999,0.2764981463817001
C1,MTS,CATM,2027,757.0939979397566,272.06310599895875,0.7356447281394273,0.2643552718605727
C1,MTS,CATM,2028,761.9977731798817,256.32141883293025,0.7482897102957622,0.2517102897042378
C1,MTS,CATM,2029,770.9666017281814,237.00836068947748,0.7648668176032809,0.2351331823967191
C1,MTS,CATM,2030,780.0791455620756,217.37493757775653,0.7820702313499047,0.21792976865009528
C1,MTS,CATM,2031,789.3421033354855,196.9552056310702,0.8003084832123893,0.19969151678761066
C1,MTS,CATM,2032,798.7609884705195,176.92658453157594,0.8186647145794939,0.18133528542050614
C1,MTS,CATM,2033,808.3442777916672,156.8115624944187,0.8375272096494412,0.16247279035055884
C1,MTS,CATM,2034,818.0994087908449,136.6125685630731,0.8569070339499576,0.1430929660500424
C1,MTS,CATM,2035,828.0352474906848,116.39492294263334,0.8767564542233656,0.12324354577663443
C1,MTS,CATM,2036,837.401175201745,95.9552843475218,0.8971933141236734,0.10280668587632658
C1,MTS,CATM,2037,846.872600903563,75.56132494894757,0.9180848374813253,0.0819151625186747
C1,MTS,CATM,2038,856.4507083465671,54.81628690881414,0.9398460745377353,0.060153925462264723
C1,MTS,CATM,2039,866.1366945188943,33.760386442059435,0.9624841694052296,0.03751583059477037
C1,MTS,CATM,2040,875.9317697943321,12.354121169145364,0.9860921789990996,0.013907821000900378
C1,MTS,CATM,2041,885.8371580815502,0.0,1.0,0.0
C1,MTS,CATM,2042,895.8540969745694,0.0,1.0,0.0
C1,MTS,CATM,2043,905.9838379061777,0.0,1.0,0.0
C1,MTS,CATM,2044,916.2276463013332,0.0,1.0,0.0
C1,MTS,CATM,2045,926.586801733572,0.0,1.0,0.0
C1,MTS,CATM,2046,937.0625980826248,0.0,1.0,0.0
C1,MTS,CATM,2047,947.6563436938884,0.0,1.0,0.0
C1,MTS,CATM,2048,958.369361539657,0.0,1.0,0.0
C1,MTS,CATM,2049,969.2029893821034,0.0,1.0,0.0
C1,MTS,CATM,2050,980.1585799380588,0.0,1.0,0.0
A1,PTS,CHKM,2022,2305.73609828591,77.14962879999999,0.967623445840037,0.03237655415996299
A1,PTS,CHKM,2023,2609.25049972212,74.76873180000001,0.972142996994251,0.027857003005749004
A1,PTS,CHKM,2024,2637.39375947177,20.6355444,0.9922365248682767,0.007763475131723263
A1,PTS,CHKM,2025,2727.892936627145,0.0,1.0,0.0
A1,PTS,CHKM,2026,2733.335855320346,0.2329137971410746,0.9999147949743309,8.520502566911059e-05
A1,PTS,CHKM,2027,2741.49639689321,27.136256373913643,0.9901986793582416,0.009801320641758426
A1,PTS,CHKM,2028,2749.797002756085,53.67970070162155,0.9808524534427502,0.019147546557249817
A1,PTS,CHKM,2029,2758.245506104268,80.18457275682809,0.9717503794248821,0.02824962057511793
A1,PTS,CHKM,2030,2766.854478300784,106.3275616823303,0.9629930995660285,0.03700690043397148
A1,PTS,CHKM,2031,2775.63968608107,131.30423008254206,0.9548308347634624,0.04516916523653758
A1,PTS,CHKM,2032,2784.6121134734785,157.56600765026118,0.9464457958819705,0.05355420411802947
A1,PTS,CHKM,2033,2793.792492847095,183.94167150857905,0.9382276384136592,0.06177236158634081
A1,PTS,CHKM,2034,2803.197160561865,210.44557955978405,0.9301690353809857,0.06983096461901428
A1,PTS,CHKM,2035,2812.8466129985254,237.2793472665815,0.9222067054417785,0.07779329455822148
A1,PTS,CHKM,2036,2831.007430837481,253.70836052389785,0.9177530840168817,0.08224691598311828
A1,PTS,CHKM,2037,2847.250990806762,272.1868363731533,0.912744907431215,0.08725509256878505
A1,PTS,CHKM,2038,2862.56346783042,290.64089646416903,0.9078268127003595,0.09217318729964052
A1,PTS,CHKM,2039,2877.442220810495,308.67156906932433,0.9031197284761862,0.09688027152381384
A1,PTS,CHKM,2040,2892.1377517249043,325.8056015975623,0.8987534689629717,0.1012465310370283
A1,PTS,CHKM,2041,2906.7762071521306,341.22928877893463,0.8949418992035546,0.1050581007964454
A1,PTS,CHKM,2042,2921.421167051901,356.5433907703529,0.891230248380957,0.10876975161904301
A1,PTS,CHKM,2043,2936.104752287315,370.6907446530916,0.887900311647312,0.11209968835268802
A1,PTS,CHKM,2044,2950.84327107488,383.6416262436085,0.8849472593046909,0.11505274069530913
A1,PTS,CHKM,2045,2965.645085158273,395.22413032335055,0.8824041921944548,0.11759580780554524
A1,PTS,CHKM,2046,2980.514563566789,404.9741320894902,0.8803794168301053,0.11962058316989466
A1,PTS,CHKM,2047,2995.454069652756,413.2199216775843,0.8787739975343571,0.12122600246564286
A1,PTS,CHKM,2048,3010.464959658773,419.6810347875274,0.8776492209174108,0.12235077908258918
A1,PTS,CHKM,2049,3025.5480845250822,424.0825384947785,0.8770643628727037,0.12293563712729627
A1,PTS,CHKM,2050,3040.7040420595968,426.31553605197166,0.8770368824152475,0.12296311758475253
B1,HDS,CHKM,2022,2305.73609828591,77.14962879999999,0.967623445840037,0.03237655415996299
B1,HDS,CHKM,2023,2609.25049972212,74.76873180000001,0.972142996994251,0.027857003005749004
B1,HDS,CHKM,2024,2637.39375947177,20.6355444,0.9922365248682767,0.007763475131723263
B1,HDS,CHKM,2025,2727.8929366270063,0.0,1.0,0.0
B1,HDS,CHKM,2026,2733.335855316141,49.53499887669286,0.9822000367706389,0.01779996322936106
B1,HDS,CHKM,2027,2741.4963968932057,102.49326201459714,0.9639614505300421,0.03603854946995788
B1,HDS,CHKM,2028,2749.797002756268,156.03515362513753,0.9463027644998444,0.05369723550015559
B1,HDS,CHKM,2029,2758.245506104248,210.50443052749307,0.9290932429403853,0.07090675705961469
B1,HDS,CHKM,2030,2766.8544783007555,265.57471862295733,0.9124217907899143,0.08757820921008574
B1,HDS,CHKM,2031,2775.639686081125,320.3911441392544,0.8965155188340136,0.10348448116598641
B1,HDS,CHKM,2032,2784.612113473414,377.5895288022041,0.8805928364104957,0.11940716358950432
B1,HDS,CHKM,2033,2793.7924927826284,435.95131887444086,0.8650198454437878,0.13498015455621215
B1,HDS,CHKM,2034,2803.197160561808,495.5176267866372,0.8497846407676423,0.15021535923235774
B1,HDS,CHKM,2035,2812.8466129985068,556.5404976583688,0.8348244118646643,0.16517558813533573
B1,HDS,CHKM,2036,2831.0074308374847,607.9015794183457,0.8232283617840991,0.17677163821590092
B1,HDS,CHKM,2037,2847.250990806762,662.3998149625887,0.8112633274302673,0.1887366725697327
B1,HDS,CHKM,2038,2862.5634678304177,717.8096588500089,0.7995154042742098,0.20048459572579025
B1,HDS,CHKM,2039,2877.4422208105702,773.7246642148901,0.788088386924145,0.21191161307585504
B1,HDS,CHKM,2040,2892.137751724973,829.6149477172945,0.7770902543197944,0.2229097456802056
B1,HDS,CHKM,2041,2906.7762071521342,884.5151018355011,0.7666981960107708,0.23330180398922917
B1,HDS,CHKM,2042,2921.421167051816,940.3016096924988,0.7565072212445983,0.24349277875540165
B1,HDS,CHKM,2043,2936.104752287272,995.7138058244792,0.7467548944316827,0.25324510556831725
B1,HDS,CHKM,2044,2950.843271074803,1050.691410555787,0.7374278885101054,0.26257211148989457
B1,HDS,CHKM,2045,2965.6450851582117,1104.9959965272765,0.7285449701033966,0.2714550298966034
B1,HDS,CHKM,2046,2980.514563566739,1158.0160245182035,0.720186670154814,0.27981332984518603
B1,HDS,CHKM,2047,2995.454069652726,1210.111379501963,0.7122595298700694,0.28774047012993065
B1,HDS,CHKM,2048,3010.4649596587465,1260.8846938072702,0.7048041494837313,0.29519585051626873
B1,HDS,CHKM,2049,3025.5480845250586,1309.9305014721854,0.6978579237588656,0.3021420762411344
B1,HDS,CHKM,2050,3040.7040420595768,1357.0429958308007,0.6914231345871632,0.3085768654128368
BS,BS,CHKM,2022,2305.73609828591,77.14962879999999,0.967623445840037,0.03237655415996299
BS,BS,CHKM,2023,2609.25049972212,74.76873180000001,0.972142996994251,0.027857003005749004
BS,BS,CHKM,2024,2637.39375947177,20.6355444,0.9922365248682767,0.007763475131723263
BS,BS,CHKM,2025,2727.8929366277,0.0,1.0,0.0
BS,BS,CHKM,2026,2733.335855316143,0.0,1.0,0.0
BS,BS,CHKM,2027,2741.496396893214,4.819940919130457,0.9982449432890276,0.0017550567109724247
BS,BS,CHKM,2028,2749.797002756284,23.563943139176857,0.9915034704826102,0.008496529517389773
BS,BS,CHKM,2029,2758.2455061042683,42.08903436905017,0.9849699977767884,0.015030002223211603
BS,BS,CHKM,2030,2766.8544783005696,60.07746131856941,0.9787481755479888,0.021251824452011236
BS,BS,CHKM,2031,2775.639686052913,76.7439359568054,0.9730948055637996,0.02690519443620043
BS,BS,CHKM,2032,2784.61211347336,94.49128634354152,0.9671803081648437,0.03281969183515632
BS,BS,CHKM,2033,2793.792492782233,112.16700878235945,0.9614010419890684,0.038598958010931606
BS,BS,CHKM,2034,2803.197160561612,129.78280477679908,0.9557505314354152,0.04424946856458478
BS,BS,CHKM,2035,2812.8466129944445,147.53111763978026,0.9501647657617754,0.04983523423822456
BS,BS,CHKM,2036,2831.007430835675,154.7897250908362,0.948157990309692,0.051842009690308055
BS,BS,CHKM,2037,2847.2509908066254,163.92025892475817,0.9455626248625411,0.05443737513745894
BS,BS,CHKM,2038,2862.563467830409,172.89554412862816,0.9430413840386387,0.056958615961361314
BS,BS,CHKM,2039,2877.442220810495,181.32267386774447,0.9407202972077988,0.05927970279220118
BS,BS,CHKM,2040,2892.1377517249043,188.74772965304405,0.9387358826564934,0.06126411734350656
BS,BS,CHKM,2041,2906.7762071521306,194.4015811822217,0.9373136290626423,0.06268637093735774
BS,BS,CHKM,2042,2921.4211670518034,199.81368466501175,0.9359824895729633,0.06401751042703674
BS,BS,CHKM,2043,2936.104752287315,203.98530234043437,0.9350383910041662,0.06496160899583381
BS,BS,CHKM,2044,2950.8432710748457,206.89782985402616,0.9344791662010652,0.06552083379893481
BS,BS,CHKM,2045,2965.64508515825,208.3996958240213,0.9343425470640248,0.06565745293597525
BS,BS,CHKM,2046,2980.5145635667727,208.06776146901183,0.9347459967286005,0.06525400327139952
BS,BS,CHKM,2047,2995.454069652756,206.22375272455037,0.935588849295453,0.06441115070454695
BS,BS,CHKM,2048,3010.464959658773,202.6191512699643,0.9369393566197688,0.06306064338023121
BS,BS,CHKM,2049,3025.548084525109,197.01363872158967,0.9388642776644475,0.061135722335552534
BS,BS,CHKM,2050,3040.7040420595663,189.32346487216935,0.9413864233459698,0.05861357665403022
C1,MTS,CHKM,2022,2305.73609828591,77.14962879999999,0.967623445840037,0.03237655415996299
C1,MTS,CHKM,2023,2609.25049972212,74.76873180000001,0.972142996994251,0.027857003005749004
C1,MTS,CHKM,2024,2637.39375947177,20.6355444,0.9922365248682767,0.007763475131723263
C1,MTS,CHKM,2025,2727.8929366270354,0.0,1.0,0.0
C1,MTS,CHKM,2026,2733.3358553161665,24.822817842317903,0.9910002212403929,0.008999778759607113
C1,MTS,CHKM,2027,2741.4963968932047,64.62786343192691,0.9769689944434468,0.02303100555655324
C1,MTS,CHKM,2028,2749.797002756285,104.47664831548391,0.9633964149596331,0.03660358504036687
C1,MTS,CHKM,2029,2758.245506103904,144.69809763344733,0.9501546990278563,0.04984530097214368
C1,MTS,CHKM,2030,2766.8544783007824,184.9638012696458,0.9373390284389176,0.06266097156108241
C1,MTS,CHKM,2031,2775.639686080808,224.44090580506727,0.9251883744683066,0.0748116255316934
C1,MTS,CHKM,2032,2784.612113474632,265.6680532664638,0.9129037207259876,0.08709627927401242
C1,MTS,CHKM,2033,2793.7924927827094,307.4467582814139,0.9008632571073256,0.09913674289267438
C1,MTS,CHKM,2034,2803.197160561882,349.8005694461432,0.8890577794849054,0.11094222051509461
C1,MTS,CHKM,2035,2812.8466129986537,392.9517072847764,0.8774246948728718,0.12257530512712822
C1,MTS,CHKM,2036,2831.007430837484,425.97475266486776,0.8692118259588385,0.1307881740411615
C1,MTS,CHKM,2037,2847.250990806764,461.4884177354911,0.8605243989466034,0.13947560105339663
C1,MTS,CHKM,2038,2862.5634678304177,497.3414168835476,0.8519775309276688,0.1480224690723312
C1,MTS,CHKM,2039,2877.442220810495,533.1277197108313,0.8436836865954025,0.1563163134045975
C1,MTS,CHKM,2040,2892.137751724899,568.3433914944324,0.8357617429564448,0.1642382570435552
C1,MTS,CHKM,2041,2906.776207152186,602.0986783948202,0.8284069116072351,0.17159308839276488
C1,MTS,CHKM,2042,2921.421167051732,636.1237542931834,0.8211902397980966,0.17880976020190342
C1,MTS,CHKM,2043,2936.104752287014,669.260585263757,0.8143709381423173,0.1856290618576827
C1,MTS,CHKM,2044,2950.8432710740663,701.4619891969601,0.8079399340391097,0.1920600659608903
C1,MTS,CHKM,2045,2965.645085156391,732.5216659274589,0.8019230296436003,0.1980769703563997
C1,MTS,CHKM,2046,2980.514563563271,761.9030871431827,0.7964142011249442,0.2035857988750558
C1,MTS,CHKM,2047,2995.454069648773,789.9474984173478,0.7913173849027292,0.20868261509727082
C1,MTS,CHKM,2048,3010.4649596588074,816.3172199129713,0.7866831239387871,0.21331687606121286
C1,MTS,CHKM,2049,3025.548084534835,840.6742751713191,0.7825592537219682,0.21744074627803178
C1,MTS,CHKM,2050,3040.704042077431,862.8631431666053,0.7789552216679313,0.2210447783320687
A1,PTS,EGGS,2022,2937.6,0.0,1.0,0.0
A1,PTS,EGGS,2023,3028.55,0.0,1.0,0.0
A1,PTS,EGGS,2024,3049.8,0.0,1.0,0.0
A1,PTS,EGGS,2025,3064.165520995382,0.0,1.0,0.0
A1,PTS,EGGS,2026,3076.5209204416387,0.0,1.0,0.0
A1,PTS,EGGS,2027,3087.177526340577,1.6267272026757655,0.9994733472667264,0.0005266527332735693
A1,PTS,EGGS,2028,3096.410513547561,10.671517863545304,0.9965654212680382,0.003434578731961846
A1,PTS,EGGS,2029,3104.4532852735238,20.33563094612936,0.9934921585133081,0.006507841486691923
A1,PTS,EGGS,2030,3111.512867885256,30.34454403673503,0.9903418455842106,0.009658154415789433
A1,PTS,EGGS,2031,3117.7722628772844,40.32933388442834,0.9872298807847786,0.01277011921522142
A1,PTS,EGGS,2032,3123.38512881022,50.67469664788828,0.9840347380218095,0.01596526197819048
A1,PTS,EGGS,2033,3128.4953251247675,61.09148209022028,0.9808465842810646,0.019153415718935363
A1,PTS,EGGS,2034,3133.223849902233,71.43646654792887,0.9777085683055919,0.02229143169440806
A1,PTS,EGGS,2035,3137.6809037953853,81.72423754972905,0.9746151124317385,0.025384887568261516
A1,PTS,EGGS,2036,3122.8239942304326,114.66299689397,0.9645827157890303,0.03541728421096968
A1,PTS,EGGS,2037,3107.571229353338,147.1570776876817,0.9547866783936055,0.04521332160639446
A1,PTS,EGGS,2038,3092.0217463717227,178.97277266828058,0.9452849059738545,0.054715094026145494
A1,PTS,EGGS,2039,3076.254505887074,210.1261377348934,0.9360615337901607,0.06393846620983934
A1,PTS,EGGS,2040,3060.332348145363,240.38392415819783,0.9271721940551908,0.0728278059448092
A1,PTS,EGGS,2041,3044.3052449187903,269.6267241813262,0.918638425080723,0.08136157491927698
A1,PTS,EGGS,2042,3028.2129024923424,298.07594086073806,0.9103878361446622,0.08961216385533777
A1,PTS,EGGS,2043,3012.086842677224,325.584029505014,0.9024517269756618,0.09754827302433822
A1,PTS,EGGS,2044,2995.95206489647,352.15503148398494,0.8948196633659986,0.10518033663400139
A1,PTS,EGGS,2045,2979.828372641906,377.6688117460536,0.8875147793117513,0.11248522068824873
A1,PTS,EGGS,2046,2963.731431421645,401.89513646252567,0.8805883159178944,0.11941168408210556
A1,PTS,EGGS,2047,2947.673612132001,424.8066549362256,0.8740373193330736,0.1259626806669264
A1,PTS,EGGS,2048,2931.6646631097706,446.39870786990673,0.8678536608564432,0.13214633914355678
A1,PTS,EGGS,2049,2915.712245496142,466.4737383938713,0.862079217223484,0.13792078277651598
A1,PTS,EGGS,2050,2899.8223596056755,484.97511357406296,0.856719606588908,0.143280393411092
B1,HDS,EGGS,2022,2937.6,0.0,1.0,0.0
B1,HDS,EGGS,2023,3028.55,0.0,1.0,0.0
B1,HDS,EGGS,2024,3049.8,0.0,1.0,0.0
B1,HDS,EGGS,2025,3064.165520995432,0.0,1.0,0.0
B1,HDS,EGGS,2026,3076.520920444823,0.0,1.0,0.0
B1,HDS,EGGS,2027,3087.1775263405707,0.0,1.0,0.0
B1,HDS,EGGS,2028,3096.4105135472446,0.0,1.0,0.0
B1,HDS,EGGS,2029,3104.453285273551,0.0,1.0,0.0
B1,HDS,EGGS,2030,3111.512867885314,0.0,1.0,0.0
B1,HDS,EGGS,2031,3117.772262877332,0.0,1.0,0.0
B1,HDS,EGGS,2032,3123.3851288103115,0.0,1.0,0.0
B1,HDS,EGGS,2033,3128.495325074026,0.0,1.0,0.0
B1,HDS,EGGS,2034,3133.223849902319,0.0,1.0,0.0
B1,HDS,EGGS,2035,3137.680903795413,0.0,1.0,0.0
B1,HDS,EGGS,2036,3122.8239942304326,0.0,1.0,0.0
B1,HDS,EGGS,2037,3107.5712293533384,0.0,1.0,0.0
B1,HDS,EGGS,2038,3092.0217463717213,0.0,1.0,0.0
B1,HDS,EGGS,2039,3076.2545058871283,0.0,1.0,0.0
B1,HDS,EGGS,2040,3060.332348145413,0.0,1.0,0.0
B1,HDS,EGGS,2041,3044.305244918794,0.0,1.0,0.0
B1,HDS,EGGS,2042,3028.212902492283,0.0,1.0,0.0
B1,HDS,EGGS,2043,3012.0868426771945,0.0,1.0,0.0
B1,HDS,EGGS,2044,2995.952064896399,0.0,1.0,0.0
B1,HDS,EGGS,2045,2979.828372641865,0.0,1.0,0.0
B1,HDS,EGGS,2046,2963.731431421609,0.0,1.0,0.0
B1,HDS,EGGS,2047,2947.673612131985,0.0,1.0,0.0
B1,HDS,EGGS,2048,2931.6646631097565,0.0,1.0,0.0
B1,HDS,EGGS,2049,2915.712245496128,0.0,1.0,0.0
B1,HDS,EGGS,2050,2899.822359605668,0.0,1.0,0.0
BS,BS,EGGS,2022,2937.6,0.0,1.0,0.0
BS,BS,EGGS,2023,3028.55,0.0,1.0,0.0
BS,BS,EGGS,2024,3049.8,0.0,1.0,0.0
BS,BS,EGGS,2025,3064.165520994961,0.0,1.0,0.0
BS,BS,EGGS,2026,3076.520920444821,0.0,1.0,0.0
BS,BS,EGGS,2027,3087.177526340577,0.0,1.0,0.0
BS,BS,EGGS,2028,3096.410513547263,0.0,1.0,0.0
BS,BS,EGGS,2029,3104.4532852735238,0.0,1.0,0.0
BS,BS,EGGS,2030,3111.512867885578,0.0,1.0,0.0
BS,BS,EGGS,2031,3117.772262920024,0.0,1.0,0.0
BS,BS,EGGS,2032,3123.3851288103992,0.0,1.0,0.0
BS,BS,EGGS,2033,3128.4953250746835,0.0,1.0,0.0
BS,BS,EGGS,2034,3133.22384990267,0.0,1.0,0.0
BS,BS,EGGS,2035,3137.6809038015376,1.5337161020569097,0.9995114331806647,0.0004885668193352899
BS,BS,EGGS,2036,3122.8239942331247,26.98100688398065,0.9914340707204378,0.008565929279562234
BS,BS,EGGS,2037,3107.571229353538,51.96756720283902,0.9835521667721001,0.01644783322789989
BS,BS,EGGS,2038,3092.021746371734,76.27025658108431,0.9759270116169845,0.024072988383015526
BS,BS,EGGS,2039,3076.254505887077,99.90737630559958,0.9685446208312821,0.03145537916871788
BS,BS,EGGS,2040,3060.332348145364,122.65912283717893,0.9614641999655388,0.03853580003446122
BS,BS,EGGS,2041,3044.3052449187903,144.416822660229,0.9547101253732424,0.0452898746267576
BS,BS,EGGS,2042,3028.212902492271,165.39598761753825,0.9482103183862783,0.05178968161372166
BS,BS,EGGS,2043,3012.086842677224,185.46127154208656,0.9419989113792061,0.058001088620793895
BS,BS,EGGS,2044,2995.9520648964294,204.62184371722503,0.9360671399693257,0.06393286003067433
