policy,status,batch_year,province,county,unit,product,holder,raw
地理标志,登记,2009.0,黑龙江,,,兰岗西瓜,宁安市兰岗镇西瓜协会,果品
地理标志,登记,2009.0,黑龙江,,,伊春黑木耳,伊春市绿色食品协会,食用菌
地理标志,登记,2009.0,黑龙江,,,伊春榛蘑,伊春市绿色食品协会,食用菌
地理标志,登记,2009.0,黑龙江,,,肇源大米,肇源县富农水稻标准化生产专业合作社,粮食
地理标志,登记,2009.0,黑龙江,,,延寿大米,延寿县亮珠稻米生产专业合作社,粮食
地理标志,登记,2009.0,黑龙江,,,穆棱晒烟,穆棱市晒烟协会,烟草
地理标志,登记,2009.0,江苏,,,兴化大闸蟹,兴化市大闸蟹行业协会,水产动物
地理标志,登记,2009.0,福建,,,漳平水仙茶,漳平市茶叶协会,茶叶
地理标志,登记,2009.0,山东,,,沂源苹果,沂源县生态农业与农产品质量管理办公室,果品
地理标志,登记,2009.0,山东,,,沂源全蝎,沂源县畜牧兽医协会,肉类产品
地理标志,登记,2009.0,河南,,,延津胡萝卜,延津县贡参果蔬专业合作社,蔬菜
地理标志,登记,2009.0,云南,,,石林甜柿,石林彝族自治县农牧局茶桑果站,果品
地理标志,登记,2009.0,甘肃,,,庆阳苹果,庆阳市经济林木工作管理站,果品
地理标志,登记,2009.0,甘肃,,,庆阳黄花菜,庆城县农业技术推广中心,蔬菜
地理标志,登记,2009.0,四川,,,龙王贡韭,成都市青白江区龙王韭黄协会,蔬菜
地理标志,登记,2009.0,四川,,,崇州郁金,成都市崇双郁金农民专业合作社,药材
地理标志,登记,2009.0,四川,,,凉山清甜香烤烟,凉山州烟草学会,烟草
地理标志,登记,2009.0,四川,,,邻水脐橙,邻水县经果局,果品
地理标志,登记,2009.0,四川,,,阆中川明参,阆中县农业技术推广中心,药材
地理标志,登记,2009.0,四川,,,宣汉桃花米,宣汉县种子管理站,粮食
地理标志,登记,2009.0,四川,,,屏山炒青,屏山县茶叶协会,茶叶
地理标志,登记,2009.0,北京,,,延庆国光苹果,延庆县果品服务中心,果品
地理标志,登记,2009.0,黑龙江,,,兰西西瓜,兰西县光煜瓜类种植专业合作社,果品
地理标志,登记,2009.0,黑龙江,,,五大连池鲤鱼,五大连池风景区矿泉渔业协会,水产动物
地理标志,登记,2009.0,河南,,,开封菊花,开封市菊花协会,花卉
地理标志,登记,2009.0,湖北,,,武穴佛手山药,武穴市农业技术推广中心,蔬菜
地理标志,登记,2009.0,广西,,,灌阳雪梨,灌阳县农业局水果技术推广中心站,果品
地理标志,登记,2009.0,云南,,,开远蜜桃,开远市农业环境保护工作站,果品
地理标志,登记,2009.0,云南,,,广南八宝米,广南县农业环境保护监测站,粮食
地理标志,登记,2009.0,甘肃,,,板桥白黄瓜,合水县蔬菜开发办公室,蔬菜
地理标志,登记,2009.0,新疆兵团,,,和田玉枣,新疆生产建设兵团农十四师农业科技推广中心（南）,果品
地理标志,登记,2009.0,新疆兵团,,,头屯河葡萄,新疆生产建设兵团农十二师农业技术推广中心（北）,果品
地理标志,登记,2009.0,四川,,,马边绿茶,马边彝族自治县茶叶行业协会,茶叶
地理标志,登记,2009.0,四川,,,文宫枇杷,仁寿县果树站,果品
地理标志,登记,2009.0,重庆,,,南川米,重庆市南川区农学会,粮食
地理标志,登记,2009.0,重庆,,,江津广柑,重庆市江津区农业技术推广中心,果品
地理标志,登记,2009.0,重庆,,,城口山地鸡,城口县畜牧技术推广站,肉类产品
地理标志,登记,2009.0,湖南,,,华容黄白菜苔,湖南省华容县蔬菜专业合作社,蔬菜
地理标志,登记,2009.0,湖南,,,酃县白鹅,湖南省炎陵县兴农养殖协会,肉类产品
地理标志,登记,2009.0,河南,,,杞县大蒜,杞县农业产业化办公室,蔬菜
地理标志,登记,2009.0,河南,,,漯河麻鸡,漯河市畜牧业协会,肉类产品
地理标志,登记,2009.0,内蒙古,,,扎兰屯沙果,扎兰屯市绿色产业发展中心,果品
地理标志,登记,2009.0,内蒙古,,,扎兰屯黑木耳,扎兰屯市绿色产业发展中心,食用菌
地理标志,登记,2009.0,黑龙江,,,兰西香瓜,兰西县红光乡瓜菜产业协会,果品
地理标志,登记,2009.0,黑龙江,,,方正银鲫,方正县龙凤银鲫科学经济技术专业合作社,水产动物
地理标志,登记,2009.0,云南,,,圭山山羊,石林彝族自治县农牧局畜牧兽医总站,肉类产品
地理标志,登记,2009.0,山东,,,桂河芹菜,寿光市芹菜协会,蔬菜
地理标志,登记,2009.0,山东,,,唐王大白菜,济南市历城区兴元蔬菜专业合作社,蔬菜
地理标志,登记,2009.0,内蒙古,,,夏家店小米,赤峰市松山区夏家店乡特色农产品协会,粮食
地理标志,登记,2009.0,黑龙江,,,梅里斯油豆角,齐齐哈尔市梅里斯达斡尔族区农业技术推广中心,蔬菜
地理标志,登记,2009.0,江苏,,,吴江香青菜,吴江市蔬菜协会,蔬菜
地理标志,登记,2009.0,江苏,,,裕华大蒜,大丰市裕华镇大蒜协会,蔬菜
地理标志,登记,2009.0,江苏,,,沙塘韭黄,徐州市铜山区农业技术推广中心,蔬菜
地理标志,登记,2009.0,福建,,,顺昌竹荪,顺昌县食用菌站,食用菌
地理标志,登记,2009.0,福建,,,顺昌芦柑,顺昌县柑桔行业协会,果品
地理标志,登记,2009.0,湖北,,,芝麻湖藕,浠水县巴河水产品专业合作社,蔬菜
地理标志,登记,2009.0,湖南,,,华容芦苇笋,湖南省华容县芦苇科技协会,蔬菜
地理标志,登记,2009.0,四川,,,凉山桑蚕茧,凉山彝族自治州蚕业协会,棉麻蚕桑
地理标志,登记,2009.0,四川,,,大竹苎麻,大竹县苎麻产业发展中心,棉麻蚕桑
地理标志,登记,2009.0,四川,,,南江大叶茶,南江县茶叶产业发展中心,茶叶
地理标志,登记,2009.0,四川,,,曹家梨,仁寿县曹家水果专业合作社,果品
地理标志,登记,2009.0,四川,,,汶川甜樱桃,汶川县经济林木技术推广站,果品
地理标志,登记,2009.0,西藏,,,昌果红土豆,贡嘎县蔬菜协会,粮食
地理标志,登记,2010.0,四川,,,宜宾早茶,宜宾市茶叶产业协会,茶叶
地理标志,登记,2010.0,贵州,,,赤水乌骨鸡,赤水市天台镇竹乡乌骨鸡养殖专业合作社,肉类产品
地理标志,登记,2010.0,湖南,,,紫鹊界贡米,新化县紫鹊界贡米种植专业合作社,粮食
地理标志,登记,2010.0,山东,,,寿光独根红韭菜,寿光市安维金果菜专业合作社,蔬菜
地理标志,登记,2010.0,山东,,,莱阳五龙鹅,莱阳市照旺庄畜牧兽医工作站,肉类产品
地理标志,登记,2010.0,湖南,,,浦市铁骨猪,泸溪县畜牧工作站,肉类产品
地理标志,登记,2010.0,四川,,,富顺再生稻,富顺县农学会,粮食
地理标志,登记,2010.0,江苏,,,沛县狗肉,沛县肉制品加工协会,肉类产品
地理标志,登记,2010.0,四川,,,万源富硒茶,万源市茶叶局,茶叶
地理标志,登记,2010.0,山西,,,柳林红枣,柳林县红枣产销协会,果品
地理标志,登记,2010.0,山西,,,晋祠大米,太原市晋祠区王郭种植专业合作社,粮食
地理标志,登记,2010.0,山西,,,隆化小米,翼城县隆化小米专业合作社,粮食
地理标志,登记,2010.0,山西,,,古县核桃,古县农业技术推广中心,果品
地理标志,登记,2010.0,山西,,,吉县苹果,吉县吉昌镇绿之源苹果专业合作社,果品
地理标志,登记,2010.0,山西,,,官滩枣,襄汾县新城新茂干鲜果菜购销专业合作社,果品
地理标志,登记,2010.0,山西,,,寿阳小米,寿阳县天田香杂粮种植专业合作社,粮食
地理标志,登记,2010.0,山西,,,沁水黑木耳,沁水县土特产原产地保护协会,食用菌
地理标志,登记,2010.0,江苏,,,泗洪大米,江苏省泗洪现代农业产业园区管理委员会,粮食
地理标志,登记,2010.0,山东,,,张夏玉杏,济南市长清区岳庄巾帼玉杏种植专业合作社,果品
地理标志,登记,2010.0,湖南,,,黔阳脐橙,湖南省洪江市黔阳脐橙专业合作社,果品
地理标志,登记,2010.0,重庆,,,开县锦橙,重庆市开县果品技术推广站,果品
地理标志,登记,2010.0,重庆,,,南川鸡,重庆市南川区畜牧技术推广站,肉类产品
地理标志,登记,2010.0,四川,,,犍为麻柳姜,犍为县榨鼓乡生姜协会,蔬菜
地理标志,登记,2010.0,四川,,,简阳晚白桃,简阳市农业技术推广中心,果品
地理标志,登记,2010.0,四川,,,越西甜樱桃,越西县农业局果树技术指导站,果品
地理标志,登记,2010.0,四川,,,罗江贵妃枣,罗江县园艺协会,果品
地理标志,登记,2010.0,四川,,,美姑山羊,美姑县畜牧站,肉类产品
地理标志,登记,2010.0,新疆兵团,,,阿力玛里树上干杏,新疆生产建设兵团农四师农业科技推广服务中心,果品
地理标志,登记,2010.0,辽宁,,,耿庄大蒜,海城市耿庄镇农业科技服务站,蔬菜
地理标志,登记,2010.0,辽宁,,,朝阳大枣,朝阳市农业产业化企业协会,果品
地理标志,登记,2010.0,内蒙古,,,莫力达瓦大豆,莫力达瓦达斡尔族自治旗绿色食品产业协会,油料
地理标志,登记,2010.0,内蒙古,,,莫力达瓦菇娘,莫力达瓦达斡尔族自治旗绿色食品产业协会,蔬菜
地理标志,登记,2010.0,江苏,,,焦溪二花脸猪,常州市焦溪二花脸猪专业合作社,肉类产品
地理标志,登记,2010.0,宁波,,,奉化水蜜桃,奉化市水蜜桃研究所,果品
地理标志,登记,2010.0,福建,,,东山芦笋,福建省东山县芦笋协会,蔬菜
地理标志,登记,2010.0,福建,,,明溪淮山,明溪县农学会,蔬菜
地理标志,登记,2010.0,福建,,,福州茉莉花茶,福州市园艺学会,茶叶
地理标志,登记,2010.0,江西,,,弋阳大禾谷,弋阳县水稻原种场,粮食
地理标志,登记,2010.0,江西,,,德兴红花茶油,江西德兴市经济作物站,油料
地理标志,登记,2010.0,江西,,,婺源绿茶,婺源县茶叶技术推广中心,茶叶
地理标志,登记,2010.0,江西,,,上饶白眉,上饶县绿源茶业专业合作社,茶叶
地理标志,登记,2010.0,江西,,,吉安红毛鸭,吉安市畜牧兽医局,肉类产品
地理标志,登记,2010.0,江西,,,泰和乌鸡,江西泰和乌鸡协会,肉类产品
地理标志,登记,2010.0,江西,,,乐平花猪,乐平市花猪原种场,肉类产品
地理标志,登记,2010.0,江西,,,修水杭猪,修水县杭猪原种场,肉类产品
地理标志,登记,2010.0,江西,,,宁都黄鸡,宁都县畜牧兽医技术服务中心,肉类产品
地理标志,登记,2010.0,江西,,,兴国灰鹅,兴国县灰鹅生产办公室,肉类产品
地理标志,登记,2010.0,江西,,,崇仁麻鸡,崇仁县麻鸡行业协会,肉类产品
地理标志,登记,2010.0,山东,,,香城长红枣,邹城市圣香果林果生产专业合作社,果品
地理标志,登记,2010.0,青岛,,,旧店苹果,青岛旧店果品专业合作社,果品
地理标志,登记,2010.0,青岛,,,大黄埠西瓜,青岛市大黄埠西瓜专业合作社,果品
地理标志,登记,2010.0,湖南,,,保靖黄金茶,保靖县农业技术推广中心,茶叶
地理标志,登记,2010.0,湖南,,,湘西黄牛,湘西土家族自治州畜牧工作站,肉类产品
地理标志,登记,2010.0,湖南,,,宁乡猪,宁乡市畜牧工作站,肉类产品
地理标志,登记,2010.0,广西,,,昭平银杉茶,昭平县茶叶协会,茶叶
地理标志,登记,2010.0,广西,,,桂平黄沙鳖,桂平市水产技术推广站,水产动物
地理标志,登记,2010.0,四川,,,攀枝花芒果,攀枝花市经济作物技术推广站,果品
地理标志,登记,2010.0,四川,,,石棉黄果柑,石棉县黄果柑协会,果品
地理标志,登记,2010.0,四川,,,峨眉山藤椒,峨眉山市万佛藤椒专业合作社,香料
地理标志,登记,2010.0,云南,,,建水酸石榴,建水县农业环境保护监测站,果品
地理标志,登记,2010.0,云南,,,蒙自石榴,蒙自县果蔬技术推广站,果品
地理标志,登记,2010.0,西藏,,,波密天麻,波密县农业技术推广站,药材
地理标志,登记,2010.0,河南,,,孟津梨,孟津县翠绿孟津梨专业合作社,果品
地理标志,登记,2010.0,河南,,,辉县山楂,辉县市创新生态林果专业合作社,果品
地理标志,登记,2010.0,河南,,,封丘芹菜,封丘县贡芹种植专业合作社,蔬菜
地理标志,登记,2010.0,吉林,,,靖宇林下参,靖宇县特产协会,药材
地理标志,登记,2010.0,山东,,,莒南板栗,莒南县果茶技术推广中心,果品
地理标志,登记,2010.0,山东,,,荣成苹果,荣成市绿色食品办公室,果品
地理标志,登记,2010.0,山东,,,滕州大白菜,滕州市种子管理站,蔬菜
地理标志,登记,2010.0,山东,,,莒南花生,莒南县花生产业发展办公室,油料
地理标志,登记,2010.0,山东,,,沂水绿茶,沂水县高山茶业专业合作社,茶叶
地理标志,登记,2010.0,山东,,,荣成绿茶,荣成市茶业协会,茶叶
地理标志,登记,2010.0,山东,,,苍山牛蒡,苍山县利泉牛蒡种植专业合作社,蔬菜
地理标志,登记,2010.0,山东,,,莒南绿茶,莒南县果茶技术推广中心,茶叶
地理标志,登记,2010.0,青岛,,,胶州湾蛤蜊,青岛市城阳区水产学会,水产动物
地理标志,登记,2010.0,青岛,,,胶南绿茶,胶南市茶叶协会,茶叶
地理标志,登记,2010.0,江西,,,军山湖大闸蟹,进贤县水产技术推广站,水产动物
地理标志,登记,2010.0,江西,,,瑞昌山药,瑞昌市山药产业协会,蔬菜
地理标志,登记,2010.0,江西,,,三湖红桔,新干县经济作物管理局,果品
地理标志,登记,2010.0,甘肃,,,嘉峪关洋葱,嘉峪关市农业技术推广站,蔬菜
地理标志,登记,2010.0,甘肃,,,敦煌李广杏,敦煌市农业技术推广中心,果品
地理标志,登记,2010.0,宁夏,,,盐池滩鸡蛋,盐池县滩羊肉产品质量监督检验站,蛋类产品
地理标志,登记,2010.0,青海,,,乐都大樱桃,乐都县农业技术推广中心,果品
地理标志,登记,2010.0,青海,,,乐都长辣椒,乐都县蔬菜技术推广中心,蔬菜
地理标志,登记,2010.0,江苏,,,阳羡雪芽,宜兴市茶叶协会,茶叶
地理标志,登记,2010.0,江苏,,,天目湖白茶,溧阳市园艺技术推广站,茶叶
地理标志,登记,2010.0,河南,,,香花辣椒,淅川县辣椒协会,蔬菜
地理标志,登记,2010.0,河南,,,孟津西瓜,孟津县三美西瓜专业合作社,果品
地理标志,登记,2010.0,河南,,,安阳栝楼,安阳市彰德栝楼专业合作社,药材
地理标志,登记,2010.0,湖北,,,伍家台贡茶,宣恩贡茶产业协会,茶叶
地理标志,登记,2010.0,湖北,,,郧西马头山羊,郧西县畜牧业协会,肉类产品
