term,est,se,t,p,eq,n
Py3,0.00199030997081184,0.000331541471652694,6.00320062793467,4.02587269271683e-06,坚果,584835
Pp1,-0.00964774548692167,0.0416835772820207,-0.231451955806178,0.819010433766127,坚果,584835
Pp2,0.0371624369207723,0.0346014962368906,1.07401242612021,0.293956203003485,坚果,584835
Pp3,0.0524334017131457,0.0142618834530737,3.67647105557053,0.00125167026199234,坚果,584835
Pp4,-0.00949338044764543,0.0207821754158061,-0.456803980223608,0.652096926499879,坚果,584835
Pp5,-0.0517786752604578,0.0394282669978911,-1.31323741069389,0.202054326281747,坚果,584835
Pp6,0.0172217399642892,0.00984849708912757,1.74866680757833,0.0936849297642221,坚果,584835
Pp7,-0.00661395504859118,0.0172228581330756,-0.38402192002554,0.704489530604023,坚果,584835
Pp8,-0.006198904416916,0.0100190868705925,-0.618709518839557,0.542187523119707,坚果,584835
Pp9,-0.082383578079533,0.0282959131501151,-2.91150095218602,0.00785875457123895,坚果,584835
Pp10,-0.0016148916135557,0.0147744201184024,-0.109303214651671,0.913910058473497,坚果,584835
Pp11,0.0450768815406114,0.0181680418390612,2.48110841773253,0.0208435817495749,坚果,584835
Pp12,-0.00186779133444968,0.0182819134494483,-0.102166074662499,0.919510362674269,坚果,584835
Pp13,0.0748392750454277,0.0140791776577988,5.31559987837588,2.13947464728644e-05,坚果,584835
Pz_fsize,-0.00363040880041382,0.00106191442814509,-3.41873949933543,0.00234931632454496,坚果,584835
Pz_elderly,0.00785281170336733,0.00465190089699723,1.68808662893835,0.104910060256563,坚果,584835
Pz_lock_days,-0.00126552259371596,0.00031285994511942,-4.04501315511291,0.000503021555085143,坚果,584835
Pz_ln_covid,0.000554119305428114,0.000659024875561265,0.840816979717484,0.40910710638978,坚果,584835
Pz_cny_share,0.205479308556282,0.0226800642556452,9.05990857169362,4.75932501825382e-09,坚果,584835
Pz_hot_days,-0.000898105350484163,0.00062848333330139,-1.4290042438619,0.166444830586252,坚果,584835
phi_13,0.23739708270948,0.0485788889321746,4.88683640008588,6.17672765672401e-05,坚果,584835
