term,est,se,t,p,category,model,n
cny_share,0.424529742717247,0.116238290299065,3.65223663927773,0.00132845887179389,面粉,price_psiM,52431
hot_days,0.00224875255613331,0.000915152163101517,2.45724443081915,0.021964534424256,面粉,price_psiM,52431
lam_sel,-1.67248717051772,0.516094491338215,-3.24066076772301,0.00360975976391823,面粉,price_psiM,52431
ln_x,0.0183687326187922,0.00200118917192403,9.17890865916078,3.75258942727303e-09,挂面,price_psiM,110991
lnp_1,0.027136423611245,0.213940900933858,0.126840746639814,0.900168822230376,挂面,price_psiM,110991
lnp_2,0.0377942571898958,0.108405291829647,0.348638489431747,0.730531967844472,挂面,price_psiM,110991
lnp_3,-0.444658001777069,0.0313765462250842,-14.1716681812986,7.47487591120947e-13,挂面,price_psiM,110991
lnp_4,0.0153093352079614,0.0486457420306955,0.314710693451879,0.755818572660465,挂面,price_psiM,110991
lnp_5,0.0954248914202973,0.120963660837568,0.788872383322093,0.438243130229723,挂面,price_psiM,110991
lnp_6,0.00938718796327072,0.0184867346231965,0.507779667670029,0.616443017360047,挂面,price_psiM,110991
lnp_7,-0.0111106010356795,0.0656974637645019,-0.169117655371087,0.867182654871805,挂面,price_psiM,110991
lnp_8,3.19236641583565e-05,0.00894149224283796,0.00357028371678419,0.997182118540146,挂面,price_psiM,110991
lnp_9,0.0839082665020357,0.0569295308077569,1.47389703219902,0.154065553132291,挂面,price_psiM,110991
lnp_10,0.0432862404303078,0.0217267181142924,1.99230459946148,0.0583374277018482,挂面,price_psiM,110991
lnp_11,0.0234321357089524,0.0134219161595265,1.74581150935896,0.0941899920438728,挂面,price_psiM,110991
lnp_12,0.0545799791727912,0.0282020948260566,1.93531649011985,0.0653403568689509,挂面,price_psiM,110991
lnp_13,-0.0249945354367623,0.0137308058430909,-1.8203254581259,0.0817480479645437,挂面,price_psiM,110991
lnp_14,0.138019121459588,0.0943697560405489,1.46253553310325,0.157125859892926,挂面,price_psiM,110991
fsize,0.00512224335710612,0.0113723817988213,0.450410780056385,0.656631361911928,挂面,price_psiM,110991
elderly,0.00707823622411458,0.0431435580267191,0.164062412741457,0.871115238306901,挂面,price_psiM,110991
lock_days,0.000215544190505083,0.000914813003938527,0.235615573430968,0.815816334350362,挂面,price_psiM,110991
ln_covid,0.00124574872882271,0.00294072462417734,0.423619647545611,0.675778583439208,挂面,price_psiM,110991
cny_share,-0.0163763830861317,0.0777486178881562,-0.210632465643178,0.835029014549237,挂面,price_psiM,110991
hot_days,-0.000483045509484647,0.000716042088017039,-0.67460491159446,0.506651772492756,挂面,price_psiM,110991
lam_sel,0.0861342743942783,0.314385546460776,0.273976572281846,0.786548165873133,挂面,price_psiM,110991
ln_x,-0.00534151316797777,0.00227882138542524,-2.34398062179894,0.0280860848899186,方便面,price_psiM,147511
lnp_1,-0.263342561067551,0.196414962966314,-1.34074592429455,0.193095836268769,方便面,price_psiM,147511
lnp_2,0.167129705328042,0.0758165207528195,2.20439692653434,0.0377715723351706,方便面,price_psiM,147511
lnp_3,0.0871950253571003,0.0229985646044882,3.79132466989197,0.000943194317691612,方便面,price_psiM,147511
lnp_4,-1.0446464887025,0.028729909919714,-36.36093853485,7.92367471059126e-22,方便面,price_psiM,147511
lnp_5,0.305790122863286,0.126221622534064,2.42264452574884,0.0236892832397965,方便面,price_psiM,147511
lnp_6,0.00514775513601827,0.0109320235630939,0.470887672927903,0.642156383286489,方便面,price_psiM,147511
lnp_7,0.166110536032591,0.0541974341507235,3.06491513178716,0.00548444095681159,方便面,price_psiM,147511
lnp_8,0.0126904430191709,0.0105746630656274,1.20008012930651,0.242323982530479,方便面,price_psiM,147511
lnp_9,0.135187630095523,0.0891507262754662,1.51639404123089,0.143044601276729,方便面,price_psiM,147511
lnp_10,0.0154007614452038,0.0138436271350679,1.11248022609562,0.277424713916633,方便面,price_psiM,147511
lnp_11,-0.056701651715197,0.0294557716874013,-1.92497593737968,0.0666874579094798,方便面,price_psiM,147511
lnp_12,0.17694901964424,0.0998400279871757,1.77232542109232,0.0895884755461552,方便面,price_psiM,147511
lnp_13,0.00436920167841526,0.0190898360841583,0.228875809051134,0.820988321434371,方便面,price_psiM,147511
lnp_14,-0.106009979533795,0.13920114610178,-0.761559674632877,0.454061405059816,方便面,price_psiM,147511
fsize,-0.00787433069866253,0.0049036902575342,-1.60579691724291,0.12196243550991,方便面,price_psiM,147511
elderly,0.0688201140450144,0.0402139981260922,1.7113472236515,0.100471908217006,方便面,price_psiM,147511
lock_days,-0.000150929237130048,0.000503613768576196,-0.299692436044295,0.767103445574842,方便面,price_psiM,147511
ln_covid,-0.00891099657634342,0.00573140232089557,-1.55476724149266,0.133655216008468,方便面,price_psiM,147511
cny_share,0.197499890445849,0.077140863886437,2.56024991807972,0.0174953785414133,方便面,price_psiM,147511
hot_days,0.000960746200919249,0.000268111758370871,3.58337958304043,0.00157277557938455,方便面,price_psiM,147511
lam_sel,-0.636539201718166,0.342188981914219,-1.86019783032563,0.0756933243369162,方便面,price_psiM,147511
ln_x,-0.0733323641946621,0.00944388115399436,-7.76506639578428,7.12511646467514e-08,食用油,price_psiM,185652
lnp_1,-0.296718510282696,0.144699115057242,-2.050589667845,0.0518706916737114,食用油,price_psiM,185652
lnp_2,0.238515510085135,0.107253224572333,2.22385397768882,0.0362602282105506,食用油,price_psiM,185652
lnp_3,0.0512030027222551,0.0369206252120773,1.38684007727761,0.178785929570228,食用油,price_psiM,185652
lnp_4,-0.00566733520877172,0.0387980223035013,-0.146072785989926,0.885136641476362,食用油,price_psiM,185652
lnp_5,-0.544108214642918,0.0811907318793858,-6.70160499909308,7.76529334329291e-07,食用油,price_psiM,185652
lnp_6,0.0191397737895356,0.0235701227762552,0.812035387818056,0.425096417929994,食用油,price_psiM,185652
lnp_7,0.0822299721109914,0.0532942609608584,1.54294234742057,0.136492915003314,食用油,price_psiM,185652
lnp_8,0.00924077753049196,0.0141208861607582,0.654404930773539,0.519341796870069,食用油,price_psiM,185652
lnp_9,0.258716158744663,0.0877207899514112,2.949314055288,0.00719567066833808,食用油,price_psiM,185652
lnp_10,0.00824254986929623,0.0169114899064164,0.48739347715123,0.63059279647116,食用油,price_psiM,185652
lnp_11,-0.0709041408333775,0.0459664582057128,-1.54251912375023,0.136595390918284,食用油,price_psiM,185652
lnp_12,0.107442401055976,0.0493143719259708,2.17872390663853,0.0398530884105543,食用油,price_psiM,185652
lnp_13,-0.0106500866971442,0.0349079947114412,-0.305090188800034,0.76304130295599,食用油,price_psiM,185652
lnp_14,-0.107049791289196,0.126760136439233,-0.844506753434381,0.407085211166176,食用油,price_psiM,185652
fsize,-0.016012348531785,0.0128912584792516,-1.2421090274124,0.22671309080508,食用油,price_psiM,185652
elderly,-0.0358709145411438,0.0474793102198134,-0.755506227345625,0.45761325655875,食用油,price_psiM,185652
lock_days,-0.000827798939468066,0.000712127870872198,-1.16243019452981,0.256980943318926,食用油,price_psiM,185652
ln_covid,0.00290879298994262,0.00149430846438125,1.94658135135912,0.0639001168440399,食用油,price_psiM,185652
cny_share,-0.0604231510686817,0.102235182335647,-0.591021111209124,0.560270203968846,食用油,price_psiM,185652
hot_days,0.000306261042871232,0.000434950714405173,0.704128152289775,0.488421467138423,食用油,price_psiM,185652
lam_sel,-0.184353433051405,0.365041567435559,-0.50502038533995,0.618349496145703,食用油,price_psiM,185652
ln_x,0.0451345914308069,0.00553815881559173,8.14974668182831,3.11567876777667e-08,黄油,price_psiM,50662
lnp_1,0.0543756860698057,0.247058164307384,0.220092649932235,0.827740817112746,黄油,price_psiM,50662
lnp_2,-0.14164051008996,0.186002001761392,-0.761499923380717,0.454096382851024,黄油,price_psiM,50662
lnp_3,0.0149737624007443,0.0377111390554261,0.397064707558596,0.694980360290315,黄油,price_psiM,50662
lnp_4,0.0437597650050433,0.0534322119296248,0.818977231612253,0.421204709023583,黄油,price_psiM,50662
lnp_5,0.0397132438791661,0.116344774118278,0.341341020085637,0.7359456632429,黄油,price_psiM,50662
lnp_6,-0.518597109481093,0.0271904719161168,-19.0727513329293,1.35751004354083e-15,黄油,price_psiM,50662
lnp_7,-0.041321880340643,0.059756287571093,-0.691506819118937,0.496168574022404,黄油,price_psiM,50662
lnp_8,-0.00425479339273888,0.0212674952278268,-0.200060860348605,0.843191342185591,黄油,price_psiM,50662
lnp_9,-0.0401220198170522,0.0986916777718096,-0.406539038781168,0.688104699868629,黄油,price_psiM,50662
lnp_10,-0.0022185664190888,0.0315800892946465,-0.0702520628865002,0.944600298847533,黄油,price_psiM,50662
lnp_11,-0.0253392294709567,0.0551936761591586,-0.459096607333918,0.65047418305811,黄油,price_psiM,50662
lnp_12,-0.0678553413273451,0.105544166506768,-0.642909443251832,0.526640910529831,黄油,price_psiM,50662
lnp_13,0.0147855637811077,0.0187416183206542,0.788916065205178,0.438218104990689,黄油,price_psiM,50662
lnp_14,0.137733404644498,0.20902648276129,0.658928011537135,0.516485177717106,黄油,price_psiM,50662
fsize,0.00146346097302687,0.00714979800024631,0.204685639087489,0.839618285820597,黄油,price_psiM,50662
elderly,-0.00236999618142764,0.0290741015192885,-0.0815157152786069,0.935737044802255,黄油,price_psiM,50662
lock_days,-0.00144533380858099,0.00238537854543162,-0.605913812442487,0.550505441165448,黄油,price_psiM,50662
ln_covid,-0.00395589728062927,0.00392495453234394,-1.00788359407232,0.32399677813015,黄油,price_psiM,50662
cny_share,-0.0257425377655444,0.0221665713514128,-1.16132248679513,0.257421906043019,黄油,price_psiM,50662
hot_days,-0.000484382114759775,0.000480884184656348,-1.00727395538268,0.324283321101985,黄油,price_psiM,50662
lam_sel,0.316659780886726,0.526224824607239,0.601757587402064,0.553221566021925,黄油,price_psiM,50662
ln_x,0.112856015362415,0.00606408713711396,18.6105530495602,2.30923066082039e-15,成人奶粉,price_psiM,46495
lnp_1,-0.399526928016584,0.173110235816923,-2.30793359001089,0.0303415397540002,成人奶粉,price_psiM,46495
lnp_2,0.104135653893309,0.167646381464692,0.621162550503607,0.54060058140171,成人奶粉,price_psiM,46495
lnp_3,-0.0630578232835859,0.123123651843845,-0.512150365419318,0.613428799968744,成人奶粉,price_psiM,46495
lnp_4,-0.0135430680330639,0.0464260818149992,-0.29171249228033,0.773121337591694,成人奶粉,price_psiM,46495
lnp_5,0.135291085876261,0.201388527612723,0.671791424665614,0.508408787490275,成人奶粉,price_psiM,46495
lnp_6,-0.0225677865442009,0.0514204716695296,-0.438887194369591,0.664838631427138,成人奶粉,price_psiM,46495
lnp_7,-0.847099166931216,0.141382216093338,-5.99155389085127,4.13982683843073e-06,成人奶粉,price_psiM,46495
lnp_8,-0.00160461125894074,0.041740391602908,-0.0384426498487605,0.96966649031687,成人奶粉,price_psiM,46495
lnp_9,-0.118369297694819,0.113596312734353,-1.04201707648406,0.30823358860014,成人奶粉,price_psiM,46495
lnp_10,0.0162308317675919,0.03164360197795,0.512926176321579,0.612894493504051,成人奶粉,price_psiM,46495
lnp_11,-0.0166482946244173,0.0544833536956708,-0.305566627146525,0.762683085662526,成人奶粉,price_psiM,46495
lnp_12,-0.0301785380756456,0.127592206759202,-0.236523364883876,0.815120357487935,成人奶粉,price_psiM,46495
lnp_13,-0.0152741772414462,0.039630000727327,-0.38541955491093,0.703468156738602,成人奶粉,price_psiM,46495
lnp_14,0.0104161035918153,0.0864178766027156,0.120531815884585,0.905108637535223,成人奶粉,price_psiM,46495
fsize,-0.0253601608127596,0.0388579274277136,-0.652638019872173,0.520460073843804,成人奶粉,price_psiM,46495
elderly,-0.0750999713764884,0.131866534043379,-0.569515016992736,0.574527440988101,成人奶粉,price_psiM,46495
lock_days,0.0017090406528455,0.00359308930327259,0.47564658392679,0.638812723618196,成人奶粉,price_psiM,46495
ln_covid,0.00897009740282506,0.0126533875352163,0.708908770703493,0.485505323122586,成人奶粉,price_psiM,46495
cny_share,-0.0505521453140005,0.0772503545144942,-0.654393699960504,0.519348900667237,成人奶粉,price_psiM,46495
hot_days,0.000745403120941422,0.00311013936477718,0.239668720116928,0.812710113275084,成人奶粉,price_psiM,46495
lam_sel,-0.895965284138932,1.37819738556669,-0.650099393252389,0.52206908286192,成人奶粉,price_psiM,46495
ln_x,0.00668987213916177,0.00423792505560065,1.57857254467508,0.128090055049339,奶酪,price_psiM,17895
lnp_1,-0.075548899462558,0.19759288698223,-0.382346250497126,0.705714837957068,奶酪,price_psiM,17895
lnp_2,0.0451470878903567,0.101175470819119,0.446225626872252,0.659607054508052,奶酪,price_psiM,17895
lnp_3,0.0648426270645258,0.0385689147548275,1.68121471596267,0.106252570857377,奶酪,price_psiM,17895
lnp_4,0.00957812129268763,0.0469571800553366,0.203975649334145,0.840166589682897,奶酪,price_psiM,17895
lnp_5,0.0548936478174013,0.214846439460305,0.255501780505622,0.800606629785833,奶酪,price_psiM,17895
lnp_6,-0.00369533633499664,0.0341585670425645,-0.108181831234078,0.914789681023356,奶酪,price_psiM,17895
lnp_7,-0.0334093825897819,0.0569056570909105,-0.58710125315675,0.562855163189711,奶酪,price_psiM,17895
lnp_8,-0.513177225355913,0.0272874623362936,-18.8063374685217,1.84129281379989e-15,奶酪,price_psiM,17895
lnp_9,-0.201762684281225,0.129334376477446,-1.5600081724321,0.132413166197986,奶酪,price_psiM,17895
lnp_10,0.0214197947453351,0.0366303087505064,0.584756052459946,0.564404640260085,奶酪,price_psiM,17895
lnp_11,0.0331364122489029,0.0408148096826486,0.811872271524765,0.425188132103992,奶酪,price_psiM,17895
lnp_12,0.018150135623078,0.0632331309965092,0.287035219307422,0.776655397167735,奶酪,price_psiM,17895
lnp_13,-0.0193144618415121,0.0175125710483088,-1.10289127668534,0.281481086196455,奶酪,price_psiM,17895
lnp_14,-0.107210027568131,0.224570941562833,-0.477399376883025,0.637583158638451,奶酪,price_psiM,17895
fsize,0.0169350886296349,0.0272887677085894,0.620588251198475,0.540971891204712,奶酪,price_psiM,17895
elderly,-0.0114667302261555,0.0660855722114515,-0.173513368235139,0.86376597718643,奶酪,price_psiM,17895
lock_days,0.000481761895523537,0.000852628661893231,0.565031316744387,0.577522785456445,奶酪,price_psiM,17895
ln_covid,-0.00386532753193689,0.00358042528422045,-1.07957218070492,0.291524226379249,奶酪,price_psiM,17895
cny_share,0.0593317901220204,0.026223098702632,2.26257738625166,0.0334147081489863,奶酪,price_psiM,17895
hot_days,-0.000526354797889548,0.000681998655181059,-0.771782750436377,0.448100804521854,奶酪,price_psiM,17895
lam_sel,0.222126203036119,0.399140272745475,0.556511628125696,0.583235893800369,奶酪,price_psiM,17895
ln_x,0.0308108779801422,0.00300791687618923,10.2432611167024,4.84805010660501e-10,常温牛奶,price_psiM,225325
lnp_1,0.00862016649363695,0.0805060520292326,0.107074763652637,0.915658183293757,常温牛奶,price_psiM,225325
lnp_2,-0.0238538355836964,0.0808343854244411,-0.29509515608297,0.770568577736307,常温牛奶,price_psiM,225325
lnp_3,-0.0127092477982687,0.0196022017807206,-0.648358176313062,0.523174259803371,常温牛奶,price_psiM,225325
lnp_4,0.0128536528745928,0.0459454070779371,0.27975925543089,0.782162764694038,常温牛奶,price_psiM,225325
lnp_5,0.116100714696988,0.0520692975709229,2.22973460586536,0.0358143736558597,常温牛奶,price_psiM,225325
lnp_6,0.0109394213261175,0.0128038420606947,0.854385837802499,0.401703101158185,常温牛奶,price_psiM,225325
lnp_7,0.0168184588215745,0.0176436958293572,0.953227656168862,0.350386145312375,常温牛奶,price_psiM,225325
lnp_8,0.0184527302098159,0.0135348337041024,1.36335108455917,0.185969562090028,常温牛奶,price_psiM,225325
lnp_9,-0.879338140134675,0.0541991278913934,-16.2242119817266,4.37293910054723e-14,常温牛奶,price_psiM,225325
lnp_10,-0.00888871893216781,0.0125423657600295,-0.708695560489451,0.485635165457384,常温牛奶,price_psiM,225325
lnp_11,0.094509639165169,0.0231579361585961,4.08109075514865,0.000459863526131665,常温牛奶,price_psiM,225325
lnp_12,0.120294850402091,0.0358610050403416,3.35447515391066,0.00274483079898427,常温牛奶,price_psiM,225325
lnp_13,0.0572601844012546,0.0244046691741645,2.34627988573071,0.0279475776757261,常温牛奶,price_psiM,225325
lnp_14,-0.19013910774246,0.0473232878399167,-4.01787611177091,0.000538111535349697,常温牛奶,price_psiM,225325
fsize,0.00944948683663227,0.0117061214537875,0.80722610592554,0.427805667961092,常温牛奶,price_psiM,225325
elderly,0.00866464888846885,0.00782683697380332,1.10704348608125,0.279719355086146,常温牛奶,price_psiM,225325
lock_days,0.00204772639614306,0.00117775755071615,1.73866547906903,0.0954642328886822,常温牛奶,price_psiM,225325
ln_covid,-0.0036583623995735,0.00189082247102518,-1.93479951483228,0.0654071329350578,常温牛奶,price_psiM,225325
cny_share,0.135287374627888,0.0782280472462943,1.72939731196341,0.0971387735712398,常温牛奶,price_psiM,225325
hot_days,0.00120695806255515,0.000629151450492784,1.91839033607853,0.0675580400666926,常温牛奶,price_psiM,225325
lam_sel,0.193724031618116,0.292621644337459,0.662029058228886,0.514531694160806,常温牛奶,price_psiM,225325
ln_x,0.00920119439139018,0.00364149241486744,2.52676467313886,0.0188456638284071,新鲜牛奶,price_psiM,49674
lnp_1,-0.0381142329193089,0.0440746239599658,-0.864765924127434,0.396097335788746,新鲜牛奶,price_psiM,49674
lnp_2,0.0607085171355694,0.0779373453252163,0.77894001755186,0.443956075691251,新鲜牛奶,price_psiM,49674
lnp_3,-0.000824301681470213,0.0236801384574421,-0.0348098336904426,0.972531724802587,新鲜牛奶,price_psiM,49674
lnp_4,-0.0845032534357569,0.0329556459456097,-2.56415102817957,0.0173440808321237,新鲜牛奶,price_psiM,49674
lnp_5,0.0216966104792817,0.0456524034722392,0.475256696889468,0.639086369264939,新鲜牛奶,price_psiM,49674
lnp_6,0.00058250210783347,0.0123403118444519,0.0472031918784418,0.962758766222339,新鲜牛奶,price_psiM,49674
lnp_7,0.00427175944302273,0.0185787087560517,0.229927682225563,0.820180577544121,新鲜牛奶,price_psiM,49674
lnp_8,-0.0211203403729559,0.0143924110082275,-1.46746367657805,0.155792444347577,新鲜牛奶,price_psiM,49674
lnp_9,0.0846930131475798,0.0572763707719331,1.47867282801168,0.152793652615605,新鲜牛奶,price_psiM,49674
lnp_10,-0.593993428327144,0.0304442823144082,-19.5108369510168,8.29055321927234e-16,新鲜牛奶,price_psiM,49674
lnp_11,0.023398560446569,0.0263541902490937,0.887849720496486,0.383812551163362,新鲜牛奶,price_psiM,49674
lnp_12,0.097693830459971,0.0314723840480763,3.10411280920875,0.00499862719816802,新鲜牛奶,price_psiM,49674
lnp_13,-0.0025705107226201,0.0140941711507822,-0.182381120189352,0.85688162591579,新鲜牛奶,price_psiM,49674
lnp_14,0.0358022234044939,0.0561281139193853,0.637866140592488,0.529860728410716,新鲜牛奶,price_psiM,49674
fsize,0.00281732078209246,0.00452559813296925,0.622530038972774,0.539716987104638,新鲜牛奶,price_psiM,49674
elderly,0.0233263923809769,0.0119459714980552,1.95265762895672,0.0631349095991016,新鲜牛奶,price_psiM,49674
lock_days,0.00278816504947172,0.000905742110172384,3.07832110062882,0.00531338893554796,新鲜牛奶,price_psiM,49674
ln_covid,-0.00121004489220385,0.00121607846906664,-0.995038497090222,0.330071449404159,新鲜牛奶,price_psiM,49674
cny_share,0.00679562371744417,0.0188759020435133,0.360015839337304,0.722120153547541,新鲜牛奶,price_psiM,49674
hot_days,-0.000112727948850731,0.000221603922879738,-0.508691125075015,0.615813866181174,新鲜牛奶,price_psiM,49674
lam_sel,0.00650598922290923,0.116847761463752,0.0556791943757305,0.956078233218493,新鲜牛奶,price_psiM,49674
ln_x,0.060842880251226,0.00345225658277727,17.6240898648035,7.46850831136957e-15,常温酸奶,price_psiM,125316
lnp_1,0.0132044524452439,0.267325922068902,0.0493945829983542,0.961031289493981,常温酸奶,price_psiM,125316
lnp_2,-0.0215585361635604,0.289962877899856,-0.0743492971228063,0.941375318295075,常温酸奶,price_psiM,125316
lnp_3,0.00833533213468873,0.0298308915852957,0.279419477317849,0.782420239012614,常温酸奶,price_psiM,125316
lnp_4,-0.0293584193045291,0.0782698868806413,-0.375092139193961,0.711028648627322,常温酸奶,price_psiM,125316
lnp_5,-0.0240466830161346,0.149817421298106,-0.160506587336639,0.873883435811275,常温酸奶,price_psiM,125316
lnp_6,-0.0231824469575479,0.0113267480584149,-2.04669926778544,0.0522815656759697,常温酸奶,price_psiM,125316
lnp_7,0.00429680373775643,0.0626136613957985,0.0686240612986218,0.945881989784194,常温酸奶,price_psiM,125316
lnp_8,0.0119037261966644,0.0108762930389033,1.09446538026201,0.285080730470551,常温酸奶,price_psiM,125316
lnp_9,-0.134036214435849,0.0559660113451391,-2.39495742530686,0.025158721695997,常温酸奶,price_psiM,125316
lnp_10,-0.000233180302922076,0.0186539241697749,-0.0125003350930256,0.990134234092367,常温酸奶,price_psiM,125316
lnp_11,-0.50901825542201,0.0976611308859447,-5.21208643402334,2.7606878842372e-05,常温酸奶,price_psiM,125316
lnp_12,-0.007118572733678,0.037350806302948,-0.190586855767988,0.850521535335137,常温酸奶,price_psiM,125316
lnp_13,0.0230401436205998,0.0655417228051306,0.351533994446606,0.728387852694497,常温酸奶,price_psiM,125316
lnp_14,0.0367863051161748,0.0359041352031252,1.02457014792471,0.316222004565209,常温酸奶,price_psiM,125316
fsize,0.00220316273076526,0.0125119528269224,0.176084641721526,0.861768644728989,常温酸奶,price_psiM,125316
elderly,0.00673163161060941,0.039037231946234,0.172441314995922,0.864599009605443,常温酸奶,price_psiM,125316
lock_days,0.000356219879389191,0.000844420756360652,0.421851164488725,0.67705057952151,常温酸奶,price_psiM,125316
ln_covid,-0.00174402134655061,0.00381907515810479,-0.456660650641941,0.652198435022322,常温酸奶,price_psiM,125316
cny_share,0.0233595703284699,0.142735438408943,0.163656416296167,0.871431220676319,常温酸奶,price_psiM,125316
hot_days,-0.00046069484325254,0.000479722715740722,-0.960335685878868,0.346874055328635,常温酸奶,price_psiM,125316
lam_sel,0.0935918763632042,0.479201500278304,0.195307978603675,0.846866958670886,常温酸奶,price_psiM,125316
ln_x,0.0116099081159757,0.00247849684627947,4.68425373766508,0.000102250930061294,新鲜酸奶,price_psiM,161269
lnp_1,-0.151057875474024,0.074058663078006,-2.03970567649749,0.0530274732401998,新鲜酸奶,price_psiM,161269
lnp_2,0.0438949921753189,0.0527433653618963,0.832237227832075,0.413833154679808,新鲜酸奶,price_psiM,161269
lnp_3,0.00423850804559522,0.0158655744331171,0.267151250240769,0.791733565959317,新鲜酸奶,price_psiM,161269
lnp_4,-0.0179707326555319,0.0175490705726056,-1.02402760198506,0.316472723108052,新鲜酸奶,price_psiM,161269
lnp_5,0.0791839129325034,0.0366267531778829,2.16191461328652,0.0412715825459845,新鲜酸奶,price_psiM,161269
lnp_6,-0.00647844523662164,0.00946442680610344,-0.684504763927574,0.500496489333102,新鲜酸奶,price_psiM,161269
lnp_7,0.0341288785462833,0.0163426726777495,2.0883290768437,0.0480320373668752,新鲜酸奶,price_psiM,161269
lnp_8,0.00470244887097898,0.00873490757314358,0.538351302701493,0.595506747349165,新鲜酸奶,price_psiM,161269
lnp_9,0.0665149873224017,0.0300481666604812,2.21361216722353,0.0370487875411529,新鲜酸奶,price_psiM,161269
lnp_10,0.0189359920844257,0.01317063015317,1.43774381819295,0.163974215035111,新鲜酸奶,price_psiM,161269
lnp_11,0.0146305686565726,0.0182271862630008,0.80267839728346,0.430377401331582,新鲜酸奶,price_psiM,161269
