dec,ym,paid_idx,base_idx,quality_wedge
Q2,2020-06,0.00122830089911306,0.0014631532620956,-0.000234852362982539
Q3,2020-06,-0.00999720188904569,0.00149478720781782,-0.0114919890968635
Q4,2020-06,-0.00566171927999813,0.00139602483819651,-0.00705774411819464
Q5,2020-06,0.00751720775546518,0.00131570531684107,0.0062015024386241
Q1,2020-07,-0.0190314902456035,-0.0043916880227657,-0.0146398022228378
Q2,2020-07,-0.0139320164407054,-0.00444756428324297,-0.00948445215746244
Q3,2020-07,-0.00528734972388742,-0.00462133226667496,-0.000666017457212466
Q4,2020-07,0.00019468599715329,-0.00472188620946485,0.00491657220661814
Q5,2020-07,-0.0063786729247871,-0.00503638918763403,-0.00134228373715307
Q1,2020-08,-0.0251896656304723,-0.00431078460797704,-0.0208788810224953
Q2,2020-08,-0.0111161967943257,-0.00445046277545034,-0.00666573401887534
Q3,2020-08,-0.0126542076656381,-0.00520701399055029,-0.00744719367508777
Q4,2020-08,-0.0250418925071739,-0.00572737611258804,-0.0193145163945859
Q5,2020-08,-0.0126845039586903,-0.00669725132727422,-0.00598725263141605
Q1,2020-09,0.00146122442222464,0.0057501833098941,-0.00428895888766945
Q2,2020-09,0.011851472410685,0.00575421010019386,0.00609726231049114
Q3,2020-09,0.022728259717612,0.00516176377510497,0.017566495942507
Q4,2020-09,0.0184031926140653,0.00487220265013645,0.0135309899639288
Q5,2020-09,0.0317916570637619,0.00455179594118125,0.0272398611225807
Q1,2020-10,0.0350448197459322,0.00840102667647412,0.0266437930694581
Q2,2020-10,0.0457786996431313,0.00832174969861673,0.0374569499445146
Q3,2020-10,0.044230636310064,0.00789804899919815,0.0363325873108659
Q4,2020-10,0.0370049041103953,0.00743349682368813,0.0295714072867072
Q5,2020-10,0.0289338843703727,0.00696692537624791,0.0219669589941248
Q1,2020-11,0.0118343701128924,0.0055961636263689,0.00623820648652346
Q2,2020-11,0.00336499945001993,0.00540466353431808,-0.00203966408429815
Q3,2020-11,0.00230363125860994,0.00484967620631311,-0.00254604494770317
Q4,2020-11,-0.00173127662635156,0.00475993463703294,-0.00649121126338451
Q5,2020-11,0.00757063896930663,0.00413626822609087,0.00343437074321576
Q1,2020-12,-0.00458537586512296,0.0100445681656544,-0.0146299440307774
Q2,2020-12,0.015773112643964,0.00995865641644176,0.00581445622752222
Q3,2020-12,0.0154772164770376,0.00946691076182005,0.00601030571521755
Q4,2020-12,0.00947559453056633,0.00973900029451799,-0.000263405763951669
Q5,2020-12,0.0140565875010536,0.00929619597139252,0.00476039152966113
Q1,2021-01,0.0116084693703074,0.0189285538754794,-0.00732008450517204
Q2,2021-01,0.00644251666026795,0.018588463236643,-0.0121459465763751
Q3,2021-01,0.0334038525132077,0.0181364706719216,0.0152673818412861
Q4,2021-01,0.0278330448823109,0.0180271015447767,0.00980594333753421
Q5,2021-01,0.0237595633651045,0.0175778061434828,0.00618175722162169
Q1,2021-02,0.110790549505944,0.0502268696255123,0.0605636798804313
Q2,2021-02,0.102302373837215,0.0498828882974942,0.0524194855397206
Q3,2021-02,0.108288278455232,0.0497668854925069,0.0585213929627248
Q4,2021-02,0.106637015468394,0.0492228156318916,0.0574141998365026
Q5,2021-02,0.101455638709574,0.0502209050870392,0.0512347336225347
Q1,2021-03,0.0567344743260938,0.0360189597350446,0.0207155145910493
Q2,2021-03,0.0465419345783729,0.0356709239869722,0.0108710105914007
Q3,2021-03,0.0471998093521878,0.0354022165914767,0.011797592760711
Q4,2021-03,0.0475614362642984,0.0351152568699246,0.0124461793943737
Q5,2021-03,0.0392229733909125,0.0349069118048718,0.00431606158604068
Q1,2021-04,0.0197073121898755,0.0312734972199534,-0.0115661850300779
Q2,2021-04,0.0271488980821173,0.03091854529464,-0.0037696472125227
Q3,2021-04,0.0310409900862671,0.0306931481600954,0.000347841926171672
Q4,2021-04,0.0412558657898998,0.030390039081304,0.0108658267085958
Q5,2021-04,0.0301566695523773,0.030012734379627,0.000143935172750263
Q1,2021-05,0.0276479538792604,0.0304689989192033,-0.00282104503994291
Q2,2021-05,0.0254611561844983,0.0299173506253072,-0.0044561944408089
Q3,2021-05,0.0410426121580623,0.0293080087511731,0.0117346034068892
Q4,2021-05,0.0335909859689887,0.0286863151653688,0.00490467080361991
Q5,2021-05,0.0304325971734591,0.0277146778343624,0.00271791933909664
Q1,2021-06,0.0103401427912433,0.0263302895883979,-0.0159901467971546
Q2,2021-06,0.0298475638651084,0.0256833638051227,0.0041642000599857
Q3,2021-06,0.0366645055185679,0.0251311320094155,0.0115333735091524
Q4,2021-06,0.0213550397198428,0.0248424220167051,-0.00348738229686233
Q5,2021-06,0.021046988637066,0.0239679896471739,-0.00292100101010791
Q1,2021-07,0.0342883354234806,0.0199389095302505,0.0143494258932301
Q2,2021-07,0.0244306232165957,0.019186077554411,0.00524454566218467
Q3,2021-07,0.00703616231327693,0.018419917657963,-0.011383755344686
Q4,2021-07,0.00915292880730899,0.0177988186998156,-0.00864588989250663
Q5,2021-07,0.0218056032380493,0.0161484753309199,0.00565712790712948
Q1,2021-08,-0.00594772902163327,0.0195342385208424,-0.0254819675424756
Q2,2021-08,0.00399016875690777,0.0188515747550202,-0.0148614059981124
Q3,2021-08,0.0131431725619249,0.0180592931024647,-0.00491612054053973
Q4,2021-08,-0.00183798551037747,0.0178288368747156,-0.0196668223850931
Q5,2021-08,-0.0109907460521803,0.0161601500818422,-0.0271508961340225
Q1,2021-09,0.0323716800211938,0.0368481787857629,-0.00447649876456913
Q2,2021-09,0.051246319727788,0.0361188616132337,0.0151274581145543
Q3,2021-09,0.0468310937618993,0.0358429957416558,0.0109880980202435
Q4,2021-09,0.0644948181601903,0.0356155966106687,0.0288792215495217
Q5,2021-09,0.0508071944462244,0.0353758804300186,0.0154313140162058
Q1,2021-10,0.0202191643046302,0.0250969906527246,-0.00487782634809446
Q2,2021-10,0.0173911162995905,0.0244299785243633,-0.00703886222477281
Q3,2021-10,0.0284558851225604,0.0235521126573027,0.00490377246525772
Q4,2021-10,0.0222439615586847,0.0231487247803184,-0.000904763221633721
Q5,2021-10,0.0336846222485535,0.0214417125401081,0.0122429097084455
Q1,2021-11,0.0039116205160461,0.0262822282417131,-0.022370607725667
Q2,2021-11,0.0108653304667484,0.0255931999854647,-0.0147278695187162
Q3,2021-11,0.00298254082268641,0.0248446323361676,-0.0218620915134811
Q4,2021-11,0.00684367093707291,0.0246957631184563,-0.0178520921813834
Q5,2021-11,0.000447347288703024,0.023071155056557,-0.022623807767854
Q1,2021-12,0.0236822799498311,0.0298610271091121,-0.00617874715928095
Q2,2021-12,0.0242958491135374,0.0291588118360923,-0.00486296272255484
Q3,2021-12,0.0349988859681776,0.0284648720485886,0.00653401391958904
Q4,2021-12,0.0323895508508701,0.0285183131762821,0.00387123767458802
Q5,2021-12,0.0260613633136564,0.0271936374471396,-0.00113227413348326
Q1,2022-01,0.0634768241808729,0.0603265398331146,0.00315028434775833
Q2,2022-01,0.062732282591849,0.0591013488966978,0.00363093369515119
Q3,2022-01,0.0839198963218412,0.0591741341675074,0.0247457621543338
Q4,2022-01,0.082445950166626,0.0589679594517354,0.0234779907148906
Q5,2022-01,0.0767028560076124,0.0590406418460801,0.0176622141615323
Q1,2022-02,0.105475074242843,0.0785326887171495,0.0269423855256936
Q2,2022-02,0.119833058919476,0.0772861783159242,0.0425468806035513
Q3,2022-02,0.127860730695418,0.0774973522274662,0.050363378467952
Q4,2022-02,0.119355366702914,0.0764522159070964,0.042903150795818
Q5,2022-02,0.103766193057191,0.0770236366944875,0.0267425563627034
Q1,2022-03,0.045345654719634,0.0558492675536613,-0.0105036128340273
Q2,2022-03,0.0629943542164619,0.0546413491085466,0.00835300510791525
Q3,2022-03,0.0427954542691015,0.0540664331880356,-0.0112709789189341
Q4,2022-03,0.0425426890555676,0.0534651934261061,-0.0109225043705384
Q5,2022-03,0.0449271650342931,0.0521543819872066,-0.00722721695291348
Q1,2022-04,0.0233786436405643,0.0503324379343112,-0.0269537942937469
Q2,2022-04,0.0399715007891893,0.0489876115075751,-0.00901611071838585
Q3,2022-04,0.0288968015498032,0.0482092468040128,-0.0193124452542096
Q4,2022-04,0.0327887257081138,0.0477330905269554,-0.0149443648188415
Q5,2022-04,0.03932242408874,0.0460491779127154,-0.00672675382397543
Q1,2022-05,0.0291309112620404,0.053861265237768,-0.0247303539757276
Q2,2022-05,0.0261593070194893,0.0525036187689663,-0.026344311749477
Q3,2022-05,0.0461011579418092,0.0517186796293885,-0.0056175216875793
Q4,2022-05,0.0495897353180608,0.051112403516399,-0.00152266819833821
Q5,2022-05,0.0480762164467999,0.0493648649343607,-0.00128864848756078
Q1,2022-06,0.0531366802508079,0.060550870259196,-0.00741419000838812
Q2,2022-06,0.0368475565098933,0.05900195800315,-0.0221544014932567
Q3,2022-06,0.0501052919046497,0.0579999619596712,-0.00789467005502148
Q4,2022-06,0.0467366134000494,0.0574058533712544,-0.010669239971205
Q5,2022-06,0.0496937804288824,0.0556834407445225,-0.00598966031564013
Q1,2022-07,0.0335185173808413,0.0587012362446799,-0.0251827188638386
Q2,2022-07,0.0484013730266439,0.0571012429758416,-0.00869986994919769
Q3,2022-07,0.0361666330163184,0.0561492987891887,-0.0199826657728704
Q4,2022-07,0.0453959088053473,0.055636526501097,-0.0102406176957497
Q5,2022-07,0.0365142764401223,0.0536921524318748,-0.0171778759917525
Q1,2022-08,0.0303306586996264,0.0597611915159939,-0.0294305328163674
Q2,2022-08,0.0346748978806024,0.0580434903647557,-0.0233685924841533
Q3,2022-08,0.0412562466361479,0.056904106367793,-0.0156478597316451
Q4,2022-08,0.0325758860115178,0.0564567690733617,-0.0238808830618438
Q5,2022-08,0.035788765673409,0.0543420511978677,-0.0185532855244587
Q1,2022-09,0.0758569656920739,0.072975663596161,0.00288130209591291
Q2,2022-09,0.0844863800313956,0.0712553197145142,0.0132310603168814
Q3,2022-09,0.0844244833337855,0.0704379886125903,0.0139864947211952
Q4,2022-09,0.0913787414162243,0.069473815407439,0.0219049260087853
Q5,2022-09,0.0724800328687372,0.0679052934179999,0.00457473945073723
Q1,2022-10,0.0505215844632855,0.0647135218287909,-0.0141919373655054
Q2,2022-10,0.0492983889305213,0.0632055127879478,-0.0139071238574265
Q3,2022-10,0.0577922571217932,0.0621027450385071,-0.00431048791671385
Q4,2022-10,0.0544452685985467,0.0618004961481535,-0.00735522754960676
Q5,2022-10,0.0466447854109201,0.0597757246014218,-0.0131309391905017
Q1,2022-11,0.028544760015135,0.0612415761224784,-0.0326968161073434
Q2,2022-11,0.0369826180744624,0.0597019200251324,-0.02271930195067
Q3,2022-11,0.0367211291241339,0.0586185310340535,-0.0218974019099196
Q4,2022-11,0.0424771017757286,0.0585216436256482,-0.0160445418499196
Q5,2022-11,0.0266282631272064,0.0563233101009493,-0.029695046973743
Q1,2022-12,0.0378054613969985,0.0647224702985951,-0.0269170089015966
Q2,2022-12,0.0465811588132941,0.0632290502221352,-0.0166478914088411
Q3,2022-12,0.051581886363415,0.0617360486845959,-0.0101541623211809
Q4,2022-12,0.0358894902384962,0.0610037601529404,-0.0251142699144443
Q5,2022-12,0.0293965216162829,0.0583100666747668,-0.0289135450584838
