draw,tau,theta,gamma,P2_wins
88,128.03464240842237,0.48808672423295807,0.0004192592550774822,True
89,57.74677572943019,0.8023486651247047,0.00025877818192864645,True
90,165.4160261422498,0.7416644921111385,0.000459837602620197,True
91,109.78642106174252,0.587683249902815,0.00030246383627884456,True
92,54.254481902053705,0.5012173601471286,0.00046697864339058023,True
93,183.60172049773408,0.11720362336018769,0.0003485101431889265,True
94,78.81889407281908,0.20875098088054705,0.00011274792992591696,True
95,163.0930599564482,0.8673327768315205,0.0002841083127018855,True
96,89.03367079944911,0.5079095724550212,0.00042318168522270915,True
97,154.41382291120087,0.15129543872754514,0.0001456385820024785,True
98,176.18686700747264,0.4944639543222754,0.00034597752522254956,True
99,159.95403920133396,0.609278047156697,0.00038025272500369123,True
100,118.21559960098234,0.28346208160684616,0.00013419243574241445,True
101,198.83695472101482,0.10840577198372765,0.00036091047106482,True
102,178.51776057118448,0.28512656520026514,7.184308363541406e-05,True
103,91.86442750771214,0.3639669677510793,0.000257715198952522,True
104,96.93485019696936,0.8536195352997492,0.00010369670005816579,True
105,189.92442296225678,0.13659649519516767,0.0004722072634535157,True
106,79.94012459460738,0.6816691555415361,5.1392048568073844e-05,True
107,100.50965752338227,0.6422102826414088,0.00033274624431877244,True
108,165.14641198634274,0.22273876636688766,0.0002305402228858861,True
109,130.4642805395206,0.12298340574411917,0.0004260466061418519,True
110,94.92278775291707,0.2968629234813718,0.00015010811423552765,True
111,137.1654855889724,0.13827066387374876,0.00016000438594758812,True
112,74.70510902066461,0.30679344576982565,0.00037877286333916083,True
113,126.63874715004022,0.8231708935345948,0.000365439818093199,True
114,73.0020274395713,0.3593878482374353,0.00010546018387050753,True
115,63.65783549566195,0.5836960397747414,0.0003789483588403459,True
116,73.26154873461022,0.3753840619038822,0.00041130189431829204,True
117,192.52627818259742,0.16777228299707803,8.207095335196499e-05,True
118,156.65753381816356,0.49654783278041625,0.00024125540666986288,True
119,134.04181946827035,0.7083136542874672,8.14317457236621e-05,True
120,193.12586952307086,0.8664536082627222,0.00023749387127107465,True
121,104.52142882020196,0.31784011385622246,0.00031436809604244297,True
122,56.92663748106702,0.5276858538932468,0.00045695041296778277,True
123,111.11283546404142,0.7616710407989098,0.00013063676027095012,True
124,179.03317081743512,0.19855330225150186,0.00014578770996643477,True
125,149.64295027960608,0.3415905857054263,0.00010351065274064158,True
126,35.623316518330135,0.7346388243241856,5.8894602623551424e-05,True
127,30.141786518162128,0.8564168525751449,0.00040196758176849984,True
128,86.67828438243993,0.2539001559173533,0.00044023047679354915,True
129,161.77616781310186,0.6348157445285538,0.000288672805615773,True
130,114.54823838099352,0.8823509303829136,0.00028503073686843197,True
131,35.12562464673572,0.15983592987905768,0.00031799919941370415,True
132,151.88223037346046,0.6025936464698557,0.00038426852804023063,True
133,72.95532973716064,0.3969015804276025,0.00016940289869931912,True
134,87.06745882410296,0.31330306812587666,0.00042536224530511404,True
135,46.609026999852574,0.26631198383341526,0.0003713338834661114,True
136,91.62582693808919,0.3730150057676822,0.0004885046234974507,True
137,180.8842110765878,0.27515436837760304,0.00011990495732845923,True
138,108.62569419847223,0.5592900888683892,0.00020602718193357347,True
139,126.45818068826925,0.6425464569472982,0.00041658111814068594,True
140,63.59028883669124,0.6160889229382921,7.614325215556789e-05,True
141,31.665190946156088,0.14428348086477963,0.00010236823629859864,True
142,160.7160693783151,0.3966958776923898,0.00027176920157381433,True
143,101.16194944090608,0.2656569129667189,7.059948202831442e-05,True
144,52.72953857725598,0.7866323520866734,0.00020238388067752794,True
145,95.6965587393277,0.31152101589614944,0.00038354506742308627,True
146,146.42584253270306,0.4070642504828238,0.00027787281864362096,True
147,91.24629814273307,0.558660534517591,0.00031711576836847386,True
148,123.94070645507638,0.8212643518619303,0.00047761134066192496,True
149,29.251787580214458,0.40379804572182787,6.815647164005775e-05,True
150,87.44326227111985,0.7424516188175305,0.00035577218623486094,True
151,122.12015007464582,0.16904204534598916,0.0004151159889220212,True
152,130.23914703352787,0.34210672697385025,0.0004033993180758884,True
153,27.03122774949814,0.25003574653673166,0.0004051046098717119,True
154,28.262458954750173,0.2057188825433398,0.0002757274215834867,True
155,147.82189595834262,0.5714065110982814,6.662389946693727e-05,True
156,69.46416821996904,0.6649658326286503,0.00020677615769501548,True
157,54.95928777002214,0.1018204082675947,0.0001682194621098483,True
158,187.53963383077706,0.13963311115584853,0.0002989152964880887,True
159,183.74172555709978,0.6604823516755881,0.00017643856771119393,True
160,136.7450010910316,0.19551646809705725,0.0002745026049984231,True
161,67.3790724759946,0.800538688660879,0.00043968717003458246,True
162,157.12922124197843,0.40045009425079425,0.00040862164265448775,True
163,196.37581846991324,0.3955540028033345,0.0002863377677788851,True
164,49.23866644917784,0.1866638737130467,0.0003740634246802115,True
165,30.850248656707343,0.5810824749678942,0.00010112637267812856,True
166,140.42497827439604,0.7027635570055571,0.0004734060622242698,True
167,90.18263297919142,0.41158946425184895,0.0002298410232616043,True
168,147.04571690815268,0.7301761477875771,0.00010207941848070645,True
169,78.45815242946958,0.14419038362598188,0.0001557051146006242,True
170,152.07279765264516,0.8494453631191972,0.0004911505585870868,True
171,32.26773971498339,0.42152651487059056,0.00044259744259650684,True
172,110.86099291760921,0.3795966226376506,0.0004020636664685919,True
173,175.57914848364143,0.2167422193081051,0.0002827256932633387,True
174,46.49882037450239,0.24416471649605445,0.00028879297172050344,True
175,65.50075037368833,0.744030457256183,0.00021442701495702946,True
176,52.63128617823893,0.6033963017961771,0.00016791174199146913,True
177,31.950614457782205,0.8992815142532143,0.0001329157194562032,True
178,43.63531687879262,0.4844520595557057,5.178153493021441e-05,True
179,162.079612339143,0.16014621624572395,6.779492686343897e-05,True
180,193.88730527531592,0.5133916642973232,0.0004679377715677888,True
181,181.47649449279876,0.687192706725358,6.334341795072591e-05,True
182,135.87905310516825,0.15203958114249405,5.480229978497898e-05,True
183,171.99186917694848,0.3454426865291048,0.0003862207804049991,True
184,115.3662994112142,0.7272939745147214,0.00033790055420572425,True
185,195.09762155290014,0.47981513885052673,0.00043393935003898195,True
186,167.9271659411301,0.5693686586280279,0.00027785396813261986,True
187,97.43063790478189,0.6168296444546458,0.00013812791249089335,True
188,99.05430126036447,0.6176635497023992,0.00018831643776752457,True
189,59.008833394398565,0.18507475967010462,0.00041203161644726166,True
190,177.6312446411004,0.7671941258085886,0.00036792880136758726,True
191,128.8302263273556,0.14634387494876036,0.0004463261272397926,True
192,105.23562733199188,0.6492515939259306,0.00010448070389437843,True
193,154.2355118417858,0.21748770537723605,0.00048127704052436377,True
194,147.91641662946822,0.5245042928598094,0.00034398106760074687,True
195,61.365780209057085,0.4992540529311118,8.874186767940118e-05,True
196,70.31618685865604,0.32838124677934166,0.00012430982210632157,True
197,94.89828794186552,0.15058677485262173,6.160123863404339e-05,True
198,79.87821307463622,0.8931376652307862,0.00037717528620140285,True
199,96.9915145947468,0.2595076927811386,0.00010469711456199051,True
