crop,province,year,variable,unit,value,source
corn,云南,2004,自营地折租,元,58.44,ocr:provincial_cost_benefit_long
corn,云南,2004,财务费,元,0.01,ocr:provincial_cost_benefit_long
corn,云南,2004,销售费,元,1.89,ocr:provincial_cost_benefit_long
corn,云南,2004,雇工天数,日,0.95,ocr:provincial_cost_benefit_long
corn,云南,2004,雇工工价,元/日,13.64,ocr:provincial_cost_benefit_long
corn,云南,2004,雇工费用,元,12.96,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,主产品产值,元,496.4,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,主产品产量,公斤,476.3,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,产值合计,元,518.96,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,人工成本,元,124.1,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,修理维护费,元,1.31,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,其他直接费用,元,0.07,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,农家肥费,元,14.83,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,农膜费,元,5.32,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,农药费,元,2.95,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,化肥费,元,73.4,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,固定资产折旧,元,10.39,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,土地成本,元,87.9,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,家庭用工天数,日,8.12,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,家庭用工折价,元,111.24,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,工具材料费,元,1.19,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,平均出售价格,元/50公斤,52.11,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,总成本,元,419.69,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,技术服务费,元,0.02,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,排灌费,元,21.68,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,机械作业费,元,24.15,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,每亩农膜用量,公斤,0.57,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,每亩化肥折纯用量,公斤,19.25,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,每亩化肥用量,公斤,19.25,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,每亩用工数量,日,8.78,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,每亩种子用量,公斤,3.12,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,流转地租金,元,5.08,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,燃料动力费,元,6.27,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,物质与服务费用,元,207.69,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,生产成本,元,331.79,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,畜力费,元,11.38,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,种子费,元,18.97,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,管理费,元,2.78,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,自营地折租,元,82.82,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,财务费,元,0.23,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,销售费,元,1.91,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,雇工天数,日,0.66,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,雇工工价,元/日,19.48,ocr:provincial_cost_benefit_long
corn,内蒙古,2004,雇工费用,元,12.86,ocr:provincial_cost_benefit_long
corn,北京,2004,主产品产值,元,510.4,ocr:provincial_cost_benefit_long
corn,北京,2004,主产品产量,公斤,440.4,ocr:provincial_cost_benefit_long
corn,北京,2004,产值合计,元,513.02,ocr:provincial_cost_benefit_long
corn,北京,2004,人工成本,元,103.21,ocr:provincial_cost_benefit_long
corn,北京,2004,修理维护费,元,2.49,ocr:provincial_cost_benefit_long
corn,北京,2004,农家肥费,元,3.58,ocr:provincial_cost_benefit_long
corn,北京,2004,农膜费,元,0.43,ocr:provincial_cost_benefit_long
corn,北京,2004,农药费,元,6.14,ocr:provincial_cost_benefit_long
corn,北京,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,北京,2004,化肥费,元,78.01,ocr:provincial_cost_benefit_long
corn,北京,2004,固定资产折旧,元,2.64,ocr:provincial_cost_benefit_long
corn,北京,2004,土地成本,元,59.8,ocr:provincial_cost_benefit_long
corn,北京,2004,家庭用工天数,日,3.94,ocr:provincial_cost_benefit_long
corn,北京,2004,家庭用工折价,元,53.98,ocr:provincial_cost_benefit_long
corn,北京,2004,工具材料费,元,0.24,ocr:provincial_cost_benefit_long
corn,北京,2004,平均出售价格,元/50公斤,57.95,ocr:provincial_cost_benefit_long
corn,北京,2004,总成本,元,328.35,ocr:provincial_cost_benefit_long
corn,北京,2004,排灌费,元,5.29,ocr:provincial_cost_benefit_long
corn,北京,2004,机械作业费,元,38.75,ocr:provincial_cost_benefit_long
corn,北京,2004,每亩农膜用量,公斤,0.05,ocr:provincial_cost_benefit_long
corn,北京,2004,每亩化肥折纯用量,公斤,19.8,ocr:provincial_cost_benefit_long
corn,北京,2004,每亩化肥用量,公斤,19.8,ocr:provincial_cost_benefit_long
corn,北京,2004,每亩用工数量,日,6.05,ocr:provincial_cost_benefit_long
corn,北京,2004,每亩种子用量,公斤,2.85,ocr:provincial_cost_benefit_long
corn,北京,2004,流转地租金,元,4.49,ocr:provincial_cost_benefit_long
corn,北京,2004,燃料动力费,元,1.19,ocr:provincial_cost_benefit_long
corn,北京,2004,物质与服务费用,元,165.34,ocr:provincial_cost_benefit_long
corn,北京,2004,生产成本,元,268.55,ocr:provincial_cost_benefit_long
corn,北京,2004,畜力费,元,1.2,ocr:provincial_cost_benefit_long
corn,北京,2004,种子费,元,19.97,ocr:provincial_cost_benefit_long
corn,北京,2004,管理费,元,1.69,ocr:provincial_cost_benefit_long
corn,北京,2004,自营地折租,元,55.31,ocr:provincial_cost_benefit_long
corn,北京,2004,财务费,元,0.28,ocr:provincial_cost_benefit_long
corn,北京,2004,销售费,元,3.44,ocr:provincial_cost_benefit_long
corn,北京,2004,雇工天数,日,2.11,ocr:provincial_cost_benefit_long
corn,北京,2004,雇工工价,元/日,23.33,ocr:provincial_cost_benefit_long
corn,北京,2004,雇工费用,元,49.23,ocr:provincial_cost_benefit_long
corn,吉林,2004,主产品产值,元,477.14,ocr:provincial_cost_benefit_long
corn,吉林,2004,主产品产量,公斤,480.5,ocr:provincial_cost_benefit_long
corn,吉林,2004,产值合计,元,491.58,ocr:provincial_cost_benefit_long
corn,吉林,2004,人工成本,元,134.64,ocr:provincial_cost_benefit_long
corn,吉林,2004,修理维护费,元,1.21,ocr:provincial_cost_benefit_long
corn,吉林,2004,其他直接费用,元,0.08,ocr:provincial_cost_benefit_long
corn,吉林,2004,农家肥费,元,8.39,ocr:provincial_cost_benefit_long
corn,吉林,2004,农膜费,元,0.12,ocr:provincial_cost_benefit_long
corn,吉林,2004,农药费,元,7.64,ocr:provincial_cost_benefit_long
corn,吉林,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,吉林,2004,化肥费,元,77.16,ocr:provincial_cost_benefit_long
corn,吉林,2004,固定资产折旧,元,5.4,ocr:provincial_cost_benefit_long
corn,吉林,2004,土地成本,元,114.3,ocr:provincial_cost_benefit_long
corn,吉林,2004,家庭用工天数,日,6.97,ocr:provincial_cost_benefit_long
corn,吉林,2004,家庭用工折价,元,95.49,ocr:provincial_cost_benefit_long
corn,吉林,2004,工具材料费,元,1.5,ocr:provincial_cost_benefit_long
corn,吉林,2004,平均出售价格,元/50公斤,49.65,ocr:provincial_cost_benefit_long
corn,吉林,2004,总成本,元,427.49,ocr:provincial_cost_benefit_long
corn,吉林,2004,技术服务费,元,0.04,ocr:provincial_cost_benefit_long
corn,吉林,2004,排灌费,元,10.35,ocr:provincial_cost_benefit_long
corn,吉林,2004,机械作业费,元,21.43,ocr:provincial_cost_benefit_long
corn,吉林,2004,每亩农膜用量,公斤,0.01,ocr:provincial_cost_benefit_long
corn,吉林,2004,每亩化肥折纯用量,公斤,15.43,ocr:provincial_cost_benefit_long
corn,吉林,2004,每亩化肥用量,公斤,15.43,ocr:provincial_cost_benefit_long
corn,吉林,2004,每亩用工数量,日,8.61,ocr:provincial_cost_benefit_long
corn,吉林,2004,每亩种子用量,公斤,3.71,ocr:provincial_cost_benefit_long
corn,吉林,2004,流转地租金,元,15.09,ocr:provincial_cost_benefit_long
corn,吉林,2004,燃料动力费,元,2.43,ocr:provincial_cost_benefit_long
corn,吉林,2004,物质与服务费用,元,178.55,ocr:provincial_cost_benefit_long
corn,吉林,2004,生产成本,元,313.19,ocr:provincial_cost_benefit_long
corn,吉林,2004,畜力费,元,10.83,ocr:provincial_cost_benefit_long
corn,吉林,2004,种子费,元,23.1,ocr:provincial_cost_benefit_long
corn,吉林,2004,管理费,元,1.38,ocr:provincial_cost_benefit_long
corn,吉林,2004,自营地折租,元,99.21,ocr:provincial_cost_benefit_long
corn,吉林,2004,财务费,元,2.22,ocr:provincial_cost_benefit_long
corn,吉林,2004,销售费,元,5.27,ocr:provincial_cost_benefit_long
corn,吉林,2004,雇工天数,日,1.64,ocr:provincial_cost_benefit_long
corn,吉林,2004,雇工工价,元/日,23.87,ocr:provincial_cost_benefit_long
corn,吉林,2004,雇工费用,元,39.15,ocr:provincial_cost_benefit_long
corn,四川,2004,主产品产值,元,580.38,ocr:provincial_cost_benefit_long
corn,四川,2004,主产品产量,公斤,402.1,ocr:provincial_cost_benefit_long
corn,四川,2004,产值合计,元,590.63,ocr:provincial_cost_benefit_long
corn,四川,2004,人工成本,元,212.02,ocr:provincial_cost_benefit_long
corn,四川,2004,修理维护费,元,1.13,ocr:provincial_cost_benefit_long
corn,四川,2004,其他直接费用,元,0.79,ocr:provincial_cost_benefit_long
corn,四川,2004,农家肥费,元,14.85,ocr:provincial_cost_benefit_long
corn,四川,2004,农膜费,元,2.26,ocr:provincial_cost_benefit_long
corn,四川,2004,农药费,元,3.47,ocr:provincial_cost_benefit_long
corn,四川,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,四川,2004,化肥费,元,69.81,ocr:provincial_cost_benefit_long
corn,四川,2004,固定资产折旧,元,2.76,ocr:provincial_cost_benefit_long
corn,四川,2004,土地成本,元,24.79,ocr:provincial_cost_benefit_long
corn,四川,2004,家庭用工天数,日,13.95,ocr:provincial_cost_benefit_long
corn,四川,2004,家庭用工折价,元,191.12,ocr:provincial_cost_benefit_long
corn,四川,2004,工具材料费,元,0.88,ocr:provincial_cost_benefit_long
corn,四川,2004,平均出售价格,元/50公斤,72.17,ocr:provincial_cost_benefit_long
corn,四川,2004,总成本,元,399.28,ocr:provincial_cost_benefit_long
corn,四川,2004,技术服务费,元,0.07,ocr:provincial_cost_benefit_long
corn,四川,2004,排灌费,元,14.29,ocr:provincial_cost_benefit_long
corn,四川,2004,机械作业费,元,1.0,ocr:provincial_cost_benefit_long
corn,四川,2004,每亩农膜用量,公斤,0.33,ocr:provincial_cost_benefit_long
corn,四川,2004,每亩化肥折纯用量,公斤,21.55,ocr:provincial_cost_benefit_long
corn,四川,2004,每亩化肥用量,公斤,21.55,ocr:provincial_cost_benefit_long
corn,四川,2004,每亩用工数量,日,15.04,ocr:provincial_cost_benefit_long
corn,四川,2004,每亩种子用量,公斤,2.55,ocr:provincial_cost_benefit_long
corn,四川,2004,流转地租金,元,1.44,ocr:provincial_cost_benefit_long
corn,四川,2004,物质与服务费用,元,162.47,ocr:provincial_cost_benefit_long
corn,四川,2004,生产成本,元,374.49,ocr:provincial_cost_benefit_long
corn,四川,2004,畜力费,元,4.85,ocr:provincial_cost_benefit_long
corn,四川,2004,种子费,元,32.81,ocr:provincial_cost_benefit_long
corn,四川,2004,管理费,元,0.41,ocr:provincial_cost_benefit_long
corn,四川,2004,自营地折租,元,23.35,ocr:provincial_cost_benefit_long
corn,四川,2004,财务费,元,0.04,ocr:provincial_cost_benefit_long
corn,四川,2004,销售费,元,0.03,ocr:provincial_cost_benefit_long
corn,四川,2004,雇工天数,日,1.09,ocr:provincial_cost_benefit_long
corn,四川,2004,雇工工价,元/日,19.17,ocr:provincial_cost_benefit_long
corn,四川,2004,雇工费用,元,20.9,ocr:provincial_cost_benefit_long
corn,天津,2004,主产品产值,元,582.8,ocr:provincial_cost_benefit_long
corn,天津,2004,主产品产量,公斤,483.8,ocr:provincial_cost_benefit_long
corn,天津,2004,产值合计,元,585.63,ocr:provincial_cost_benefit_long
corn,天津,2004,人工成本,元,72.06,ocr:provincial_cost_benefit_long
corn,天津,2004,修理维护费,元,0.84,ocr:provincial_cost_benefit_long
corn,天津,2004,其他直接费用,元,0.21,ocr:provincial_cost_benefit_long
corn,天津,2004,农家肥费,元,2.85,ocr:provincial_cost_benefit_long
corn,天津,2004,农药费,元,4.93,ocr:provincial_cost_benefit_long
corn,天津,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,天津,2004,化肥费,元,96.51,ocr:provincial_cost_benefit_long
corn,天津,2004,固定资产折旧,元,1.28,ocr:provincial_cost_benefit_long
corn,天津,2004,土地成本,元,63.77,ocr:provincial_cost_benefit_long
corn,天津,2004,家庭用工天数,日,5.26,ocr:provincial_cost_benefit_long
corn,天津,2004,家庭用工折价,元,72.06,ocr:provincial_cost_benefit_long
corn,天津,2004,工具材料费,元,0.94,ocr:provincial_cost_benefit_long
corn,天津,2004,平均出售价格,元/50公斤,60.23,ocr:provincial_cost_benefit_long
corn,天津,2004,总成本,元,293.09,ocr:provincial_cost_benefit_long
corn,天津,2004,排灌费,元,3.38,ocr:provincial_cost_benefit_long
corn,天津,2004,机械作业费,元,23.17,ocr:provincial_cost_benefit_long
corn,天津,2004,每亩化肥折纯用量,公斤,23.74,ocr:provincial_cost_benefit_long
corn,天津,2004,每亩化肥用量,公斤,23.74,ocr:provincial_cost_benefit_long
corn,天津,2004,每亩用工数量,日,5.26,ocr:provincial_cost_benefit_long
corn,天津,2004,每亩种子用量,公斤,2.39,ocr:provincial_cost_benefit_long
corn,天津,2004,流转地租金,元,11.22,ocr:provincial_cost_benefit_long
corn,天津,2004,燃料动力费,元,0.1,ocr:provincial_cost_benefit_long
corn,天津,2004,物质与服务费用,元,157.26,ocr:provincial_cost_benefit_long
corn,天津,2004,生产成本,元,229.32,ocr:provincial_cost_benefit_long
corn,天津,2004,畜力费,元,0.62,ocr:provincial_cost_benefit_long
corn,天津,2004,种子费,元,19.85,ocr:provincial_cost_benefit_long
corn,天津,2004,自营地折租,元,52.55,ocr:provincial_cost_benefit_long
corn,天津,2004,雇工工价,元/日,22.08,ocr:provincial_cost_benefit_long
corn,宁夏,2004,主产品产值,元,466.94,ocr:provincial_cost_benefit_long
corn,宁夏,2004,主产品产量,公斤,436.3,ocr:provincial_cost_benefit_long
corn,宁夏,2004,产值合计,元,500.91,ocr:provincial_cost_benefit_long
corn,宁夏,2004,人工成本,元,163.89,ocr:provincial_cost_benefit_long
corn,宁夏,2004,修理维护费,元,0.54,ocr:provincial_cost_benefit_long
corn,宁夏,2004,其他直接费用,元,0.01,ocr:provincial_cost_benefit_long
corn,宁夏,2004,农家肥费,元,11.44,ocr:provincial_cost_benefit_long
corn,宁夏,2004,农膜费,元,3.51,ocr:provincial_cost_benefit_long
corn,宁夏,2004,农药费,元,6.47,ocr:provincial_cost_benefit_long
corn,宁夏,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,宁夏,2004,化肥费,元,78.92,ocr:provincial_cost_benefit_long
corn,宁夏,2004,固定资产折旧,元,4.69,ocr:provincial_cost_benefit_long
corn,宁夏,2004,土地成本,元,20.24,ocr:provincial_cost_benefit_long
corn,宁夏,2004,家庭用工天数,日,11.38,ocr:provincial_cost_benefit_long
corn,宁夏,2004,家庭用工折价,元,155.91,ocr:provincial_cost_benefit_long
corn,宁夏,2004,工具材料费,元,0.32,ocr:provincial_cost_benefit_long
corn,宁夏,2004,平均出售价格,元/50公斤,53.51,ocr:provincial_cost_benefit_long
corn,宁夏,2004,总成本,元,356.99,ocr:provincial_cost_benefit_long
corn,宁夏,2004,排灌费,元,14.0,ocr:provincial_cost_benefit_long
corn,宁夏,2004,机械作业费,元,17.39,ocr:provincial_cost_benefit_long
corn,宁夏,2004,每亩农膜用量,公斤,0.36,ocr:provincial_cost_benefit_long
corn,宁夏,2004,每亩化肥折纯用量,公斤,23.84,ocr:provincial_cost_benefit_long
corn,宁夏,2004,每亩化肥用量,公斤,23.84,ocr:provincial_cost_benefit_long
corn,宁夏,2004,每亩用工数量,日,11.78,ocr:provincial_cost_benefit_long
corn,宁夏,2004,每亩种子用量,公斤,2.69,ocr:provincial_cost_benefit_long
corn,宁夏,2004,流转地租金,元,0.35,ocr:provincial_cost_benefit_long
corn,宁夏,2004,物质与服务费用,元,172.86,ocr:provincial_cost_benefit_long
corn,宁夏,2004,生产成本,元,336.75,ocr:provincial_cost_benefit_long
corn,宁夏,2004,畜力费,元,3.89,ocr:provincial_cost_benefit_long
corn,宁夏,2004,种子费,元,22.55,ocr:provincial_cost_benefit_long
corn,宁夏,2004,管理费,元,0.04,ocr:provincial_cost_benefit_long
corn,宁夏,2004,自营地折租,元,19.89,ocr:provincial_cost_benefit_long
corn,宁夏,2004,财务费,元,0.03,ocr:provincial_cost_benefit_long
corn,宁夏,2004,销售费,元,1.27,ocr:provincial_cost_benefit_long
corn,宁夏,2004,雇工天数,日,0.4,ocr:provincial_cost_benefit_long
corn,宁夏,2004,雇工工价,元/日,19.95,ocr:provincial_cost_benefit_long
corn,宁夏,2004,雇工费用,元,7.98,ocr:provincial_cost_benefit_long
corn,安徽,2004,主产品产值,元,473.62,ocr:provincial_cost_benefit_long
corn,安徽,2004,主产品产量,公斤,405.5,ocr:provincial_cost_benefit_long
corn,安徽,2004,产值合计,元,519.48,ocr:provincial_cost_benefit_long
corn,安徽,2004,人工成本,元,112.34,ocr:provincial_cost_benefit_long
corn,安徽,2004,修理维护费,元,1.54,ocr:provincial_cost_benefit_long
corn,安徽,2004,农家肥费,元,7.92,ocr:provincial_cost_benefit_long
corn,安徽,2004,农药费,元,5.83,ocr:provincial_cost_benefit_long
corn,安徽,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,安徽,2004,化肥费,元,69.19,ocr:provincial_cost_benefit_long
corn,安徽,2004,固定资产折旧,元,6.13,ocr:provincial_cost_benefit_long
corn,安徽,2004,土地成本,元,35.03,ocr:provincial_cost_benefit_long
corn,安徽,2004,家庭用工天数,日,8.2,ocr:provincial_cost_benefit_long
corn,安徽,2004,家庭用工折价,元,112.34,ocr:provincial_cost_benefit_long
corn,安徽,2004,工具材料费,元,2.15,ocr:provincial_cost_benefit_long
corn,安徽,2004,平均出售价格,元/50公斤,58.4,ocr:provincial_cost_benefit_long
corn,安徽,2004,总成本,元,292.2,ocr:provincial_cost_benefit_long
corn,安徽,2004,技术服务费,元,1.19,ocr:provincial_cost_benefit_long
corn,安徽,2004,排灌费,元,1.68,ocr:provincial_cost_benefit_long
corn,安徽,2004,机械作业费,元,14.26,ocr:provincial_cost_benefit_long
corn,安徽,2004,每亩化肥折纯用量,公斤,18.1,ocr:provincial_cost_benefit_long
corn,安徽,2004,每亩化肥用量,公斤,18.1,ocr:provincial_cost_benefit_long
corn,安徽,2004,每亩用工数量,日,8.2,ocr:provincial_cost_benefit_long
corn,安徽,2004,每亩种子用量,公斤,2.87,ocr:provincial_cost_benefit_long
corn,安徽,2004,流转地租金,元,2.58,ocr:provincial_cost_benefit_long
corn,安徽,2004,燃料动力费,元,0.15,ocr:provincial_cost_benefit_long
corn,安徽,2004,物质与服务费用,元,144.83,ocr:provincial_cost_benefit_long
corn,安徽,2004,生产成本,元,257.17,ocr:provincial_cost_benefit_long
corn,安徽,2004,种子费,元,20.44,ocr:provincial_cost_benefit_long
corn,安徽,2004,管理费,元,0.13,ocr:provincial_cost_benefit_long
corn,安徽,2004,自营地折租,元,32.45,ocr:provincial_cost_benefit_long
corn,安徽,2004,财务费,元,0.01,ocr:provincial_cost_benefit_long
corn,安徽,2004,销售费,元,2.02,ocr:provincial_cost_benefit_long
corn,安徽,2004,雇工工价,元/日,23.89,ocr:provincial_cost_benefit_long
corn,山东,2004,主产品产值,元,553.9,ocr:provincial_cost_benefit_long
corn,山东,2004,主产品产量,公斤,446.9,ocr:provincial_cost_benefit_long
corn,山东,2004,产值合计,元,569.35,ocr:provincial_cost_benefit_long
corn,山东,2004,人工成本,元,120.98,ocr:provincial_cost_benefit_long
corn,山东,2004,修理维护费,元,1.85,ocr:provincial_cost_benefit_long
corn,山东,2004,其他直接费用,元,0.88,ocr:provincial_cost_benefit_long
corn,山东,2004,农家肥费,元,4.25,ocr:provincial_cost_benefit_long
corn,山东,2004,农膜费,元,0.02,ocr:provincial_cost_benefit_long
corn,山东,2004,农药费,元,8.38,ocr:provincial_cost_benefit_long
corn,山东,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,山东,2004,化肥费,元,82.72,ocr:provincial_cost_benefit_long
corn,山东,2004,固定资产折旧,元,5.16,ocr:provincial_cost_benefit_long
corn,山东,2004,土地成本,元,37.79,ocr:provincial_cost_benefit_long
corn,山东,2004,家庭用工天数,日,8.73,ocr:provincial_cost_benefit_long
corn,山东,2004,家庭用工折价,元,119.6,ocr:provincial_cost_benefit_long
corn,山东,2004,工具材料费,元,2.66,ocr:provincial_cost_benefit_long
corn,山东,2004,平均出售价格,元/50公斤,61.97,ocr:provincial_cost_benefit_long
corn,山东,2004,总成本,元,326.7,ocr:provincial_cost_benefit_long
corn,山东,2004,技术服务费,元,0.01,ocr:provincial_cost_benefit_long
corn,山东,2004,排灌费,元,6.08,ocr:provincial_cost_benefit_long
corn,山东,2004,机械作业费,元,17.27,ocr:provincial_cost_benefit_long
corn,山东,2004,每亩化肥折纯用量,公斤,19.3,ocr:provincial_cost_benefit_long
corn,山东,2004,每亩化肥用量,公斤,19.3,ocr:provincial_cost_benefit_long
corn,山东,2004,每亩用工数量,日,8.8,ocr:provincial_cost_benefit_long
corn,山东,2004,每亩种子用量,公斤,3.04,ocr:provincial_cost_benefit_long
corn,山东,2004,流转地租金,元,0.36,ocr:provincial_cost_benefit_long
corn,山东,2004,燃料动力费,元,0.71,ocr:provincial_cost_benefit_long
corn,山东,2004,物质与服务费用,元,167.93,ocr:provincial_cost_benefit_long
corn,山东,2004,生产成本,元,288.91,ocr:provincial_cost_benefit_long
corn,山东,2004,畜力费,元,1.77,ocr:provincial_cost_benefit_long
corn,山东,2004,种子费,元,16.86,ocr:provincial_cost_benefit_long
corn,山东,2004,管理费,元,0.29,ocr:provincial_cost_benefit_long
corn,山东,2004,自营地折租,元,37.43,ocr:provincial_cost_benefit_long
corn,山东,2004,财务费,元,0.02,ocr:provincial_cost_benefit_long
corn,山东,2004,销售费,元,2.09,ocr:provincial_cost_benefit_long
corn,山东,2004,雇工天数,日,0.07,ocr:provincial_cost_benefit_long
corn,山东,2004,雇工工价,元/日,19.71,ocr:provincial_cost_benefit_long
corn,山东,2004,雇工费用,元,1.38,ocr:provincial_cost_benefit_long
corn,山西,2004,主产品产值,元,525.6,ocr:provincial_cost_benefit_long
corn,山西,2004,主产品产量,公斤,463.3,ocr:provincial_cost_benefit_long
corn,山西,2004,产值合计,元,532.84,ocr:provincial_cost_benefit_long
corn,山西,2004,人工成本,元,143.08,ocr:provincial_cost_benefit_long
corn,山西,2004,修理维护费,元,0.02,ocr:provincial_cost_benefit_long
corn,山西,2004,农家肥费,元,13.86,ocr:provincial_cost_benefit_long
corn,山西,2004,农膜费,元,2.65,ocr:provincial_cost_benefit_long
corn,山西,2004,农药费,元,1.09,ocr:provincial_cost_benefit_long
corn,山西,2004,劳动日工价,元/日,13.7,ocr:provincial_cost_benefit_long
corn,山西,2004,化肥费,元,65.5,ocr:provincial_cost_benefit_long
corn,山西,2004,固定资产折旧,元,1.49,ocr:provincial_cost_benefit_long
corn,山西,2004,土地成本,元,47.43,ocr:provincial_cost_benefit_long
corn,山西,2004,家庭用工天数,日,10.37,ocr:provincial_cost_benefit_long
corn,山西,2004,家庭用工折价,元,142.07,ocr:provincial_cost_benefit_long
corn,山西,2004,工具材料费,元,1.8,ocr:provincial_cost_benefit_long
corn,山西,2004,平均出售价格,元/50公斤,56.72,ocr:provincial_cost_benefit_long
corn,山西,2004,总成本,元,358.71,ocr:provincial_cost_benefit_long
corn,山西,2004,排灌费,元,18.36,ocr:provincial_cost_benefit_long
corn,山西,2004,机械作业费,元,25.24,ocr:provincial_cost_benefit_long
corn,山西,2004,每亩农膜用量,公斤,0.25,ocr:provincial_cost_benefit_long
corn,山西,2004,每亩化肥折纯用量,公斤,18.79,ocr:provincial_cost_benefit_long
corn,山西,2004,每亩化肥用量,公斤,18.79,ocr:provincial_cost_benefit_long
corn,山西,2004,每亩用工数量,日,10.42,ocr:provincial_cost_benefit_long
corn,山西,2004,每亩种子用量,公斤,2.72,ocr:provincial_cost_benefit_long
