数据库：分省年度数据 
时间：2000年-2025年 
2014年	,39.30	,46.44	,468.13	,87.48	,252.33	,429.21	,261.97	,230.20	,23.36	,379.46	,157.14	,414.02	,213.71	,339.82	,770.24	,719.00	,440.44	,546.52	,429.43	,420.02	,79.49	,214.21	,714.74	,201.81	,378.52	,26.39	,116.75	,95.47	,33.39	,28.51	,149.25	,
2015年	,36.41	,45.75	,462.45	,85.57	,245.71	,429.37	,261.14	,228.66	,20.32	,369.43	,131.12	,419.38	,216.55	,336.46	,774.01	,711.07	,433.32	,540.14	,424.25	,417.27	,78.04	,213.82	,706.80	,201.94	,378.31	,28.02	,116.23	,96.35	,34.74	,29.22	,153.18	,
2016年	,30.37	,45.52	,457.67	,84.43	,258.89	,430.92	,260.41	,231.16	,17.41	,355.63	,118.09	,411.39	,225.64	,330.90	,777.51	,697.02	,425.24	,529.82	,415.49	,411.19	,76.33	,210.85	,696.29	,199.28	,375.63	,27.72	,111.72	,97.32	,36.04	,30.89	,160.97	,
2017年	,26.39	,36.14	,474.25	,93.32	,265.16	,385.39	,256.13	,260.29	,17.58	,342.32	,114.70	,415.18	,264.91	,326.05	,866.01	,655.84	,435.35	,543.25	,444.08	,420.18	,78.67	,180.56	,653.82	,206.47	,419.15	,32.07	,113.41	,99.14	,35.30	,33.46	,159.85	,
2018年	,17.47	,33.89	,466.70	,93.09	,267.32	,377.12	,253.60	,247.55	,13.45	,328.48	,104.56	,421.74	,256.06	,325.68	,854.70	,669.41	,430.95	,541.72	,449.90	,426.84	,79.86	,182.25	,664.74	,213.73	,427.16	,28.40	,114.45	,101.21	,36.53	,34.14	,161.95	,
2019年	,5.14	,30.43	,433.40	,91.02	,264.56	,367.89	,243.22	,237.10	,10.82	,274.53	,94.27	,402.83	,255.15	,299.79	,704.02	,560.42	,349.20	,459.42	,412.12	,380.04	,67.06	,163.81	,559.53	,205.87	,405.87	,28.38	,109.53	,101.67	,37.41	,33.53	,170.75	,
2020年	,3.53	,29.61	,419.17	,102.65	,267.95	,378.19	,237.36	,253.18	,9.26	,268.21	,90.10	,396.03	,259.39	,285.18	,728.02	,544.05	,307.44	,454.95	,400.99	,380.36	,58.37	,161.20	,597.83	,207.86	,417.41	,28.31	,107.09	,110.20	,37.04	,33.77	,173.68	,
2021年	,4.42	,30.50	,464.34	,135.38	,277.32	,435.41	,274.65	,300.42	,9.14	,306.51	,103.56	,456.31	,286.54	,344.96	,819.26	,646.81	,425.51	,562.05	,457.42	,440.97	,66.87	,196.59	,664.04	,228.23	,488.06	,27.36	,127.97	,135.29	,40.03	,35.33	,198.73	,
2022年	,4.33	,29.50	,478.83	,143.20	,284.05	,446.21	,291.04	,312.53	,9.54	,318.06	,108.49	,475.34	,296.30	,359.90	,844.51	,660.04	,441.16	,580.86	,481.01	,454.94	,69.20	,205.27	,685.72	,241.03	,521.60	,28.63	,132.09	,142.65	,40.98	,36.77	,204.69	,
2023年	,4.23	,31.51	,495.01	,154.99	,291.24	,473.71	,309.43	,328.48	,12.16	,331.72	,119.90	,497.10	,311.41	,369.07	,910.09	,679.15	,457.91	,582.59	,507.46	,478.94	,76.38	,215.82	,697.09	,246.88	,536.06	,31.34	,135.66	,157.44	,41.40	,41.41	,222.62	,
2024年	,3.59	,32.41	,483.46	,170.17	,307.50	,497.78	,314.15	,324.91	,12.18	,336.67	,123.34	,487.73	,312.16	,365.67	,933.46	,694.22	,453.63	,577.18	,512.38	,482.63	,72.79	,208.18	,671.90	,247.08	,507.10	,33.08	,130.10	,171.07	,40.71	,46.05	,226.61	,
2025年	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,
注：1. 2000-2006年全国畜牧数据与农业普查数据已作衔接，2000-2005年分地区畜牧数据未作衔接，分省合计数与全国数据不相等。
数据来源：国家统计局
