数据库：分省年度数据 
时间：2000年-2025年 
2009年	,1.40	,1.48	,28.02	,5.58	,88.20	,7.84	,3.65	,11.58	,0.56	,7.50	,1.74	,13.82	,1.74	,1.11	,32.90	,25.89	,7.84	,11.00	,0.88	,3.16	,1.11	,2.06	,24.30	,3.23	,12.07	,8.38	,7.30	,15.64	,8.85	,6.80	,43.80	,
2010年	,1.40	,1.50	,29.31	,5.60	,89.20	,7.94	,3.83	,12.13	,0.54	,7.37	,1.90	,14.20	,1.82	,1.10	,32.67	,25.20	,8.09	,10.60	,0.91	,3.30	,1.10	,2.45	,24.80	,3.40	,12.90	,8.71	,7.26	,15.60	,9.78	,7.30	,46.95	,
2011年	,1.29	,1.49	,28.41	,5.55	,87.23	,7.91	,3.90	,11.75	,0.55	,7.32	,1.84	,14.18	,1.90	,1.09	,32.49	,24.80	,8.02	,10.23	,0.93	,3.21	,1.11	,2.61	,23.90	,3.37	,13.03	,8.63	,6.70	,15.43	,9.94	,7.85	,46.44	,
2012年	,1.21	,1.47	,28.70	,5.93	,88.63	,7.89	,4.09	,12.11	,0.57	,7.61	,1.67	,14.59	,1.96	,1.10	,33.10	,24.75	,8.15	,10.30	,0.88	,3.25	,1.03	,2.79	,24.02	,3.53	,13.55	,8.51	,6.85	,15.90	,10.39	,8.45	,48.01	,
2013年	,1.19	,1.49	,29.05	,6.20	,88.80	,8.05	,4.24	,11.82	,0.56	,7.79	,1.69	,15.00	,2.07	,1.12	,33.69	,24.76	,8.22	,10.70	,0.89	,3.24	,1.06	,2.99	,24.55	,3.51	,14.00	,8.57	,7.04	,16.57	,10.53	,9.04	,49.71	,
2014年	,1.17	,1.57	,30.44	,6.70	,93.33	,8.90	,4.50	,11.85	,0.54	,8.01	,1.69	,15.49	,2.22	,1.14	,36.01	,25.40	,8.61	,11.10	,0.90	,3.24	,1.09	,3.37	,25.31	,3.75	,14.55	,7.88	,7.49	,17.91	,10.92	,9.51	,53.61	,
2015年	,1.20	,1.61	,31.67	,6.90	,92.59	,8.45	,4.79	,12.32	,0.56	,8.14	,1.80	,16.58	,2.36	,1.16	,37.09	,25.90	,8.81	,11.60	,0.91	,3.24	,1.04	,3.81	,26.35	,4.20	,14.98	,8.23	,7.81	,19.63	,11.56	,10.11	,55.43	,
2016年	,1.16	,1.62	,32.37	,7.43	,98.98	,8.70	,4.81	,12.81	,0.50	,8.26	,1.91	,17.35	,2.52	,1.26	,38.39	,26.44	,8.89	,11.97	,0.89	,3.26	,1.09	,4.12	,26.89	,4.50	,15.13	,8.23	,7.99	,21.05	,11.98	,10.52	,58.32	,
2017年	,1.06	,1.42	,30.10	,8.56	,104.13	,7.02	,4.87	,12.90	,0.35	,7.99	,2.36	,16.51	,1.94	,1.97	,36.03	,26.10	,9.67	,14.94	,1.96	,3.32	,1.15	,6.80	,27.24	,4.81	,18.15	,6.35	,9.80	,22.76	,12.68	,9.91	,58.24	,
2018年	,0.60	,1.18	,30.54	,8.13	,106.34	,6.60	,4.62	,12.46	,0.26	,7.79	,2.29	,17.14	,2.04	,2.10	,36.78	,26.90	,9.75	,14.90	,1.97	,3.37	,1.15	,6.76	,26.31	,5.03	,18.64	,5.86	,9.57	,23.60	,13.12	,9.90	,59.38	,
2019年	,0.38	,0.85	,31.00	,8.03	,109.79	,6.81	,4.73	,12.72	,0.21	,6.49	,2.27	,18.83	,2.22	,2.31	,36.86	,28.11	,9.85	,15.90	,1.97	,3.46	,1.19	,6.77	,27.08	,4.98	,20.03	,5.77	,9.25	,25.00	,13.93	,10.41	,60.32	,
2020年	,0.22	,0.87	,31.32	,8.58	,112.97	,6.86	,5.19	,13.38	,0.24	,6.25	,2.18	,20.66	,2.28	,2.58	,34.02	,28.64	,8.86	,16.10	,1.92	,3.64	,1.22	,6.82	,27.30	,4.98	,20.77	,5.73	,9.71	,27.60	,13.32	,11.09	,56.98	,
2021年	,0.19	,1.04	,33.88	,10.39	,113.65	,6.87	,7.63	,14.97	,0.29	,6.57	,2.42	,21.88	,2.30	,2.87	,33.01	,28.87	,9.65	,17.50	,1.96	,4.02	,1.11	,6.93	,27.08	,4.88	,21.14	,5.10	,10.15	,33.50	,12.32	,11.47	,60.44	,
2022年	,0.19	,1.04	,36.89	,11.17	,110.25	,6.66	,8.32	,15.23	,0.24	,7.19	,2.43	,22.49	,2.33	,3.13	,33.70	,29.05	,10.53	,18.20	,2.01	,4.31	,1.07	,6.89	,27.43	,4.68	,21.72	,5.10	,10.20	,36.52	,12.38	,12.48	,60.72	,
2023年	,0.20	,1.13	,37.47	,11.95	,108.80	,6.79	,9.02	,15.56	,0.23	,6.48	,2.47	,22.01	,2.31	,3.18	,32.81	,27.30	,10.52	,16.90	,1.94	,4.35	,1.09	,6.89	,27.06	,4.84	,22.29	,5.53	,10.36	,40.90	,13.00	,15.11	,62.78	,
2024年	,0.24	,0.98	,36.42	,12.76	,105.86	,7.79	,10.12	,15.25	,0.20	,5.88	,2.56	,18.82	,2.27	,3.10	,28.64	,28.75	,9.62	,14.60	,1.81	,4.14	,1.01	,6.05	,22.99	,4.08	,20.24	,5.94	,11.17	,45.90	,13.41	,16.39	,60.74	,
2025年	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,	,
注：1. 2000-2006年全国畜牧数据与农业普查数据已作衔接，2000-2005年分地区畜牧数据未作衔接，分省合计数与全国数据不相等。
数据来源：国家统计局
