model,margin,elasticity_type,demand_product,price_product,reference_share,estimate,std_error,z_value,p_value,ci_low,ci_high,significance,p_value_vs_one,significance_vs_one
aids,latent,marshallian,cassava,oats,.1690242076380508,.084946536,.089834668,.94558746,.34435904,-.091126174,.26101926,,,
aids,latent,marshallian,cassava,barley,.1690242076380508,.67197961,.3781341,1.7770934,.075552881,-.069149613,1.4131088,*,,
aids,latent,marshallian,oats,corn,.0735830116663447,-.22679435,.16211058,-1.3990102,.16180994,-.54452527,.090936549,,,
aids,latent,marshallian,oats,sorghum,.0735830116663447,.11996327,.10310367,1.1635208,.24461824,-.082116209,.32204276,,,
aids,latent,marshallian,oats,cassava,.0735830116663447,.28049114,.18702629,1.4997419,.13368128,-.086073637,.64705598,,,
aids,latent,marshallian,oats,oats,.0735830116663447,-1.0121882,.15906794,-6.3632445,1.9753563e-10,-1.3239557,-.7004208,***,,
aids,latent,marshallian,oats,barley,.0735830116663447,.26181737,.19870907,1.3175914,.18764046,-.12764525,.65127999,,,
aids,latent,marshallian,barley,corn,.3319988916289698,.053960074,.051013451,1.0577617,.29016411,-.046024453,.1539446,,,
aids,latent,marshallian,barley,sorghum,.3319988916289698,.015379798,.064870737,.23708375,.81259179,-.11176451,.14252411,,,
aids,latent,marshallian,barley,cassava,.3319988916289698,.3459689,.22001246,1.5724969,.11583536,-.085247584,.77718538,,,
aids,latent,marshallian,barley,oats,.3319988916289698,.022544779,.041803841,.53929919,.58968043,-.059389245,.10447881,,,
aids,latent,marshallian,barley,barley,.3319988916289698,-1.4967879,.27159077,-5.5111885,3.5641914e-08,-2.0290959,-.96447974,***,,
quaids,latent,expenditure,corn,,.2288570806053673,1.0594844,.10395914,10.191354,2.1672437e-24,.85572821,1.2632406,***,.5671933647224807,
quaids,latent,expenditure,sorghum,,.1852031204838805,.95135641,.088650443,10.731547,7.2374090e-27,.77760476,1.1251081,***,.5832031369098696,
quaids,latent,expenditure,cassava,,.1737836077110776,1.0641234,.10505272,10.129423,4.0905361e-24,.85822392,1.270023,***,.5416014822821305,
quaids,latent,expenditure,oats,,.0613741306451218,.59680939,.075519525,7.9027157,2.7289119e-15,.44879383,.74482495,***,9.35161636982e-08,***
quaids,latent,expenditure,barley,,.3507820605545527,1.0256495,.04148585,24.722878,0,.94433874,1.1069603,***,.5363963136423746,
quaids,latent,hicksian,corn,corn,.2288570806053673,-.85717589,.094847269,-9.0374336,1.6039364e-19,-1.0430732,-.67127866,***,,
quaids,latent,hicksian,corn,sorghum,.2288570806053673,.3050783,.11395308,2.6772275,.0074234204,.081734389,.52842224,***,,
quaids,latent,hicksian,corn,cassava,.2288570806053673,.15653336,.05524357,2.8335125,.0046039489,.048257947,.26480877,***,,
quaids,latent,hicksian,corn,oats,.2288570806053673,-.046869703,.056551822,-.8287921,.40722206,-.15770924,.063969828,,,
quaids,latent,hicksian,corn,barley,.2288570806053673,.44243392,.10285871,4.3013754,.000016974114,.24083456,.64403331,***,,
quaids,latent,hicksian,sorghum,corn,.1852031204838805,.37698787,.15479264,2.4354379,.014873772,.073599882,.68037587,**,,
quaids,latent,hicksian,sorghum,sorghum,.1852031204838805,-.9729296,.067200556,-14.478,0,-1.1046402,-.84121895,***,,
quaids,latent,hicksian,sorghum,cassava,.1852031204838805,.11334381,.074465349,1.5221014,.12798369,-.032605592,.2592932,,,
quaids,latent,hicksian,sorghum,oats,.1852031204838805,.089792483,.049684256,1.8072623,.070721395,-.0075868703,.18717183,*,,
quaids,latent,hicksian,sorghum,barley,.1852031204838805,.39280543,.14140807,2.7778146,.0054725814,.1156507,.66996014,***,,
quaids,latent,hicksian,cassava,corn,.1737836077110776,.20614007,.084863029,2.4290917,.015136708,.039811593,.37246856,**,,
quaids,latent,hicksian,cassava,sorghum,.1737836077110776,.12079176,.094900332,1.2728276,.20307924,-.065209471,.30679297,,,
quaids,latent,hicksian,cassava,cassava,.1737836077110776,-1.5044105,.32661581,-4.6060557,4.1037874e-06,-2.1445658,-.86425537,***,,
quaids,latent,hicksian,cassava,oats,.1737836077110776,.15388383,.10431875,1.475131,.14017732,-.050577171,.35834482,,,
quaids,latent,hicksian,cassava,barley,.1737836077110776,1.0235949,.36655986,2.7924359,.0052312845,.30515075,1.7420391,***,,
quaids,latent,hicksian,oats,corn,.0613741306451218,-.17477174,.22891158,-.76349014,.44517115,-.62343019,.27388671,,,
quaids,latent,hicksian,oats,sorghum,.0613741306451218,.27095857,.1373302,1.9730444,.048490498,.0017963424,.54012084,**,,
quaids,latent,hicksian,oats,cassava,.0613741306451218,.435729,.21499084,2.0267329,.042689741,.014354696,.85710329,**,,
quaids,latent,hicksian,oats,oats,.0613741306451218,-1.0560913,.14301299,-7.3845835,1.5293127e-13,-1.3363916,-.77579105,***,,
quaids,latent,hicksian,oats,barley,.0613741306451218,.52417547,.2463768,2.1275358,.033375584,.041285824,1.0070652,**,,
quaids,latent,hicksian,barley,corn,.3507820605545527,.28865257,.089559138,3.2230384,.001268385,.11311987,.46418524,***,,
quaids,latent,hicksian,barley,sorghum,.3507820605545527,.20739028,.084138297,2.4648736,.013706157,.042482242,.37229833,**,,
quaids,latent,hicksian,barley,cassava,.3507820605545527,.5071069,.23419683,2.1653023,.030364543,.048089582,.9661243,**,,
quaids,latent,hicksian,barley,oats,.3507820605545527,.091711685,.061933741,1.4808033,.13865902,-.029676218,.21309958,,,
quaids,latent,hicksian,barley,barley,.3507820605545527,-1.0948615,.27209741,-4.0237851,.000057270212,-1.6281626,-.56156033,***,,
quaids,latent,marshallian,corn,corn,.2288570806053673,-1.0996464,.092824921,-11.846457,2.2448420e-32,-1.2815799,-.91771287,***,,
quaids,latent,marshallian,corn,sorghum,.2288570806053673,.1088585,.10485314,1.0381997,.29917708,-.096649878,.31436688,,,
quaids,latent,marshallian,corn,cassava,.2288570806053673,-.027587662,.054659449,-.50471902,.61375624,-.13471821,.079542883,,,
quaids,latent,marshallian,corn,oats,.2288570806053673,-.11189464,.065482825,-1.7087631,.087494835,-.24023861,.016449342,*,,
quaids,latent,marshallian,corn,barley,.2288570806053673,.070785828,.080845669,.87556732,.38126531,-.087668777,.22924043,,,
quaids,latent,marshallian,sorghum,corn,.1852031204838805,.15926322,.12358741,1.2886686,.1975133,-.082963645,.40149009,,,
quaids,latent,marshallian,sorghum,sorghum,.1852031204838805,-1.1491238,.05839245,-19.679321,0,-1.2635709,-1.0346767,***,,
quaids,latent,marshallian,sorghum,cassava,.1852031204838805,-.051986344,.083574057,-.62203926,.53391606,-.21578848,.1118158,,,
quaids,latent,marshallian,sorghum,oats,.1852031204838805,.031403806,.042675678,.73587132,.46180904,-.052238986,.1150466,,,
quaids,latent,marshallian,sorghum,barley,.1852031204838805,.059086647,.12739149,.46381944,.64277709,-.19059607,.30876938,,,
quaids,latent,marshallian,cassava,corn,.1737836077110776,-.037392106,.051893491,-.72055489,.47118342,-.13910148,.064317264,,,
quaids,latent,marshallian,cassava,sorghum,.1737836077110776,-.076287225,.068414964,-1.1150664,.26482198,-.2103781,.057803638,,,
quaids,latent,marshallian,cassava,cassava,.1737836077110776,-1.6893377,.31805426,-5.3114767,1.0874049e-07,-2.3127127,-1.0659629,***,,
quaids,latent,marshallian,cassava,oats,.1737836077110776,.088574186,.084357806,1.0499821,.29372635,-.076764069,.25391245,,,
quaids,latent,marshallian,cassava,barley,.1737836077110776,.65031946,.36159903,1.7984546,.072104983,-.058401611,1.3590406,*,,
quaids,latent,marshallian,oats,corn,.0613741306451218,-.31135577,.22503775,-1.3835714,.16648974,-.75242168,.12971009,,,
quaids,latent,marshallian,oats,sorghum,.0613741306451218,.16042763,.13516757,1.1868796,.2352751,-.10449593,.42535117,,,
quaids,latent,marshallian,oats,cassava,.0613741306451218,.33201331,.21086714,1.5745142,.11536862,-.081278697,.7453053,,,
quaids,latent,marshallian,oats,oats,.0613741306451218,-1.09272,.15199679,-7.1890988,6.5220436e-13,-1.3906282,-.79481173,***,,
quaids,latent,marshallian,oats,barley,.0613741306451218,.31482545,.23898031,1.3173699,.18771467,-.15356733,.78321826,,,
quaids,latent,marshallian,barley,corn,.3507820605545527,.053925399,.047966085,1.1242402,.26091114,-.0400864,.14793719,,,
quaids,latent,marshallian,barley,sorghum,.3507820605545527,.017436787,.064612016,.26986912,.78726095,-.10920043,.14407401,,,
quaids,latent,marshallian,barley,cassava,.3507820605545527,.32886586,.2081994,1.5795716,.114205,-.079197459,.73692918,,,
quaids,latent,marshallian,barley,oats,.3507820605545527,.028763339,.041985791,.68507314,.49329776,-.053527303,.11105398,,,
quaids,latent,marshallian,barley,barley,.3507820605545527,-1.4546409,.25249821,-5.7609944,8.3619707e-09,-1.9495283,-.95975345,***,,
sy_aids,latent,expenditure,corn,,.3889595630780625,.86216718,.075010777,11.493912,1.4155419e-30,.71514881,1.0091857,***,.0661351433672379,*
sy_aids,latent,expenditure,sorghum,,.1096955207987808,.91125876,.29860285,3.0517416,.0022751777,.32600793,1.4965096,***,.766322815023285,
sy_aids,latent,expenditure,cassava,,.030919667342554,3.5347345,7.527102,.46960098,.63864011,-11.218115,18.287584,,.7363070867963863,
sy_aids,latent,expenditure,oats,,.5087085577856151,.82899147,.035998087,23.028765,0,.7584365,.89954644,***,2.02925109921e-06,***
sy_aids,latent,expenditure,barley,,-.0382833090050123,-.87983364,5.0900836,-.17285249,.8627674,-10.856215,9.0965471,,.7118945003307916,
sy_aids,latent,hicksian,corn,corn,.3889595630780625,-.79517215,.092514366,-8.5951204,8.3177337e-18,-.97649693,-.61384732,***,,
sy_aids,latent,hicksian,corn,sorghum,.3889595630780625,.21000925,.24612001,.85327989,.39350411,-.2723771,.69239557,,,
sy_aids,latent,hicksian,corn,cassava,.3889595630780625,.098588176,.13257124,.74366182,.45708108,-.16124669,.35842302,,,
sy_aids,latent,hicksian,corn,oats,.3889595630780625,.44497326,.12773812,3.4834809,.00049493858,.19461116,.69533539,***,,
sy_aids,latent,hicksian,corn,barley,.3889595630780625,.041601442,.12699287,.32758883,.74322259,-.20730001,.29050288,,,
sy_aids,latent,hicksian,sorghum,corn,.1096955207987808,.74465305,.71205455,1.0457809,.29566222,-.65094829,2.1402543,,,
sy_aids,latent,hicksian,sorghum,sorghum,.1096955207987808,-1.5890949,1.308696,-1.2142581,.22464918,-4.1540918,.97590232,,,
sy_aids,latent,hicksian,sorghum,cassava,.1096955207987808,.38924298,.58698857,.66311848,.50725466,-.76123351,1.5397195,,,
sy_aids,latent,hicksian,sorghum,oats,.1096955207987808,.6132338,.49292061,1.2440823,.21346925,-.35287282,1.5793405,,,
sy_aids,latent,hicksian,sorghum,barley,.1096955207987808,-.158035,.48617646,-.32505688,.74513805,-1.1109234,.79485333,,,
sy_aids,latent,hicksian,cassava,corn,.030919667342554,1.2402078,2.5912344,.47861657,.63221145,-3.8385186,6.318934,,,
sy_aids,latent,hicksian,cassava,sorghum,.030919667342554,1.3809402,3.8725061,.35660115,.72139043,-6.2090325,8.9709129,,,
sy_aids,latent,hicksian,cassava,cassava,.030919667342554,-8.8648405,22.150324,-.40021268,.68899989,-52.278675,34.548996,,,
sy_aids,latent,hicksian,cassava,oats,.030919667342554,3.3464019,8.5464315,.39155543,.69538671,-13.404297,20.097101,,,
sy_aids,latent,hicksian,cassava,barley,.030919667342554,2.8972907,7.8008003,.37140942,.71033263,-12.391997,18.186579,,,
sy_aids,latent,hicksian,oats,corn,.5087085577856151,.34022743,.094647139,3.5946934,.00032477386,.15472245,.5257324,***,,
sy_aids,latent,hicksian,oats,sorghum,.5087085577856151,.13223486,.16431142,.80478191,.42094555,-.18980961,.45427933,,,
sy_aids,latent,hicksian,oats,cassava,.5087085577856151,.20339669,.086792007,2.3434956,.019103985,.03328748,.37350589,**,,
sy_aids,latent,hicksian,oats,oats,.5087085577856151,-.7023235,.10754358,-6.5305943,6.5509279e-11,-.91310501,-.49154192,***,,
sy_aids,latent,hicksian,oats,barley,.5087085577856151,.026464492,.10817814,.24463809,.80673665,-.18556076,.23848975,,,
sy_aids,latent,hicksian,barley,corn,-.0382833090050123,-.42267191,2.468245,-.17124389,.86403197,-5.2603436,4.4149995,,,
sy_aids,latent,hicksian,barley,sorghum,-.0382833090050123,.45282742,1.4505297,.31218073,.7549032,-2.3901587,3.2958136,,,
sy_aids,latent,hicksian,barley,cassava,-.0382833090050123,-2.3400083,7.3202648,-.31966171,.74922478,-16.687464,12.007447,,,
sy_aids,latent,hicksian,barley,oats,-.0382833090050123,-.35166013,2.4524298,-.14339255,.88598019,-5.1583338,4.4550138,,,
sy_aids,latent,hicksian,barley,barley,-.0382833090050123,2.6615129,11.145217,.23880316,.8112582,-19.182711,24.505735,,,
sy_aids,latent,marshallian,corn,corn,.3889595630780625,-1.1305203,.03197176,-35.359962,0,-1.1931838,-1.0678568,***,,
sy_aids,latent,marshallian,corn,sorghum,.3889595630780625,.11543337,.10342322,1.1161263,.26436809,-.087272406,.31813914,,,
sy_aids,latent,marshallian,corn,cassava,.3889595630780625,.071930252,.094603568,.76033336,.44705534,-.11348934,.25734985,,,
sy_aids,latent,marshallian,corn,oats,.3889595630780625,.0063814349,.052014288,.12268619,.90235561,-.095564693,.10832756,,,
sy_aids,latent,marshallian,corn,barley,.3889595630780625,.074608058,.058056161,1.2851014,.19875683,-.039179925,.18839604,,,
sy_aids,latent,marshallian,sorghum,corn,.1096955207987808,.39021024,.6008715,.64940715,.51607525,-.78747624,1.5678967,,,
sy_aids,latent,marshallian,sorghum,sorghum,.1096955207987808,-1.6890558,1.1471407,-1.4724051,.14091152,-3.9374104,.55929863,,,
sy_aids,latent,marshallian,sorghum,cassava,.1096955207987808,.36106715,.55690008,.64835179,.51675743,-.73043692,1.4525712,,,
sy_aids,latent,marshallian,sorghum,oats,.1096955207987808,.14966871,.34596121,.43261701,.66529304,-.52840281,.82774019,,,
sy_aids,latent,marshallian,sorghum,barley,.1096955207987808,-.123149,.50510502,-.24380872,.80737895,-1.1131366,.86683863,,,
sy_aids,latent,marshallian,cassava,corn,.030919667342554,-.13466097,1.2527709,-.10749051,.91439986,-2.5900466,2.3207247,,,
sy_aids,latent,marshallian,cassava,sorghum,.030919667342554,.99319559,2.8278952,.35121372,.72542804,-4.5493774,6.5357685,,,
sy_aids,latent,marshallian,cassava,cassava,.030919667342554,-8.9741335,22.079737,-.40644205,.68441784,-52.249622,34.301357,,,
sy_aids,latent,marshallian,cassava,oats,.030919667342554,1.5482522,4.6605392,.33220452,.73973483,-7.586237,10.682741,,,
sy_aids,latent,marshallian,cassava,barley,.030919667342554,3.0326118,8.1160336,.37365687,.70865959,-12.874522,18.939747,,,
sy_aids,latent,marshallian,oats,corn,.5087085577856151,.017783273,.032649618,.54467016,.58598036,-.046208803,.081775345,,,
sy_aids,latent,marshallian,oats,sorghum,.5087085577856151,.041298207,.021353414,1.9340329,.053109087,-.00055371784,.083150133,*,,
sy_aids,latent,marshallian,oats,cassava,.5087085577856151,.17776455,.062205262,2.8577092,.0042671133,.055844471,.29968461,***,,
sy_aids,latent,marshallian,oats,oats,.5087085577856151,-1.1240386,.029266613,-38.406853,0,-1.1814001,-1.066677,***,,
sy_aids,latent,marshallian,oats,barley,.5087085577856151,.05820103,.038870912,1.49729,.1343178,-.017984556,.13438661,,,
sy_aids,latent,marshallian,barley,corn,-.0382833090050123,-.080452196,.68511403,-.11742891,.90652019,-1.423251,1.2623466,,,
sy_aids,latent,marshallian,barley,sorghum,-.0382833090050123,.5493412,1.7898108,.306927,.75889897,-2.9586234,4.0573058,,,
sy_aids,latent,marshallian,barley,cassava,-.0382833090050123,-2.3128042,7.1576033,-.32312551,.74660021,-16.34145,11.71584,,,
sy_aids,latent,marshallian,barley,oats,-.0382833090050123,.095918752,.56141293,.17085241,.86433983,-1.0044304,1.1962678,,,
sy_aids,latent,marshallian,barley,barley,-.0382833090050123,2.62783,11.054118,.23772407,.81209511,-19.037844,24.293505,,,
sy_quaids,latent,expenditure,corn,,.1148073106881472,1.0972408,.22407477,4.8967624,9.7428574e-07,.6580624,1.5364193,***,.6643130968714017,
sy_quaids,latent,expenditure,sorghum,,.2541168063280625,.57104576,.22389798,2.550473,.01075769,.13221374,1.0098777,**,.0553845819548543,*
sy_quaids,latent,expenditure,cassava,,.2388209891326515,1.642314,.28920174,5.6787829,1.3565636e-08,1.0754889,2.2091389,***,.0263516922689375,**
sy_quaids,latent,expenditure,oats,,.1899122252711831,.74579614,.10005397,7.4539385,9.0594111e-14,.549694,.94189835,***,.0110641174499262,**
sy_quaids,latent,expenditure,barley,,.2023426685799558,.96401596,.18537307,5.2004099,1.9884943e-07,.60069144,1.3273405,***,.8460844504457713,
sy_quaids,latent,hicksian,corn,corn,.1148073106881472,-1.2434611,.16642475,-7.4716115,7.9218736e-14,-1.5696477,-.91727453,***,,
sy_quaids,latent,hicksian,corn,sorghum,.1148073106881472,.63740414,.403822,1.5784284,.11446722,-.15407245,1.4288807,,,
sy_quaids,latent,hicksian,corn,cassava,.1148073106881472,.021288371,.38200143,.05572851,.95555806,-.72742069,.76999742,,,
sy_quaids,latent,hicksian,corn,oats,.1148073106881472,.07591261,.16986631,.44689623,.65494996,-.25701922,.40884444,,,
sy_quaids,latent,hicksian,corn,barley,.1148073106881472,.508856,.23903519,2.1287911,.033271544,.040355638,.97735631,**,,
sy_quaids,latent,hicksian,sorghum,corn,.2541168063280625,.28797251,.18271187,1.5761018,.11500236,-.070136189,.64608121,,,
sy_quaids,latent,hicksian,sorghum,sorghum,.2541168063280625,-1.2625577,.33805668,-3.7347515,.0001879006,-1.9251367,-.5999788,***,,
sy_quaids,latent,hicksian,sorghum,cassava,.2541168063280625,.40079308,.15549253,2.5775712,.0099497391,.096033305,.70555282,***,,
sy_quaids,latent,hicksian,sorghum,oats,.2541168063280625,.16520716,.11555054,1.4297394,.15279183,-.061267737,.39168206,,,
sy_quaids,latent,hicksian,sorghum,barley,.2541168063280625,.40858498,.16215917,2.5196538,.011747029,.090758845,.7264111,**,,
sy_quaids,latent,hicksian,cassava,corn,.2388209891326515,.01023386,.18740857,.054607213,.95645142,-.35708019,.37754792,,,
sy_quaids,latent,hicksian,cassava,sorghum,.2388209891326515,.42646274,.30246431,1.4099605,.15855134,-.16635641,1.0192819,,,
sy_quaids,latent,hicksian,cassava,cassava,.2388209891326515,-1.4269992,.47619295,-2.9966829,.0027293446,-2.3603203,-.49367821,***,,
sy_quaids,latent,hicksian,cassava,oats,.2388209891326515,.46350244,.25703347,1.8032765,.071344793,-.040273909,.96727878,*,,
sy_quaids,latent,hicksian,cassava,barley,.2388209891326515,.52680022,.22500284,2.3413048,.019216476,.085802749,.9677977,**,,
sy_quaids,latent,hicksian,oats,corn,.1899122252711831,.045891318,.10198098,.44999883,.65271127,-.15398772,.24577036,,,
sy_quaids,latent,hicksian,oats,sorghum,.1899122252711831,.22105958,.11427648,1.9344276,.053060573,-.0029182052,.44503734,*,,
sy_quaids,latent,hicksian,oats,cassava,.1899122252711831,.58286983,.1647222,3.5385017,.00040240446,.26002026,.90571946,***,,
sy_quaids,latent,hicksian,oats,oats,.1899122252711831,-1.1132249,.13961279,-7.973659,1.5404412e-15,-1.3868608,-.83958876,***,,
sy_quaids,latent,hicksian,oats,barley,.1899122252711831,.2634041,.14147364,1.8618599,.062622838,-.01387914,.54068732,*,,
sy_quaids,latent,hicksian,barley,corn,.2023426685799558,.28872007,.15759175,1.832076,.066940106,-.020154098,.5975942,*,,
sy_quaids,latent,hicksian,barley,sorghum,.2023426685799558,.51313108,.42597914,1.204592,.22836083,-.32177269,1.3480349,,,
sy_quaids,latent,hicksian,barley,cassava,.2023426685799558,.62177169,.19939651,3.1182678,.0018191743,.23096174,1.0125817,***,,
sy_quaids,latent,hicksian,barley,oats,.2023426685799558,.2472225,.10993054,2.2488973,.024519024,.031762604,.4626824,**,,
sy_quaids,latent,hicksian,barley,barley,.2023426685799558,-1.6708454,.58732212,-2.8448536,.0044431845,-2.8219755,-.51971519,***,,
sy_quaids,latent,marshallian,corn,corn,.1148073106881472,-1.3694323,.13496521,-10.146558,3.4325803e-24,-1.6339593,-1.1049054,***,,
sy_quaids,latent,marshallian,corn,sorghum,.1148073106881472,.35857677,.32989869,1.08693,.27706775,-.28801277,1.0051663,,,
sy_quaids,latent,marshallian,corn,cassava,.1148073106881472,-.24075577,.40838498,-.58953142,.55550486,-1.0411756,.55966407,,,
sy_quaids,latent,marshallian,corn,oats,.1148073106881472,-.13246684,.14415342,-.91892964,.35813239,-.41500235,.15006866,,,
sy_quaids,latent,marshallian,corn,barley,.1148073106881472,.28683734,.19587845,1.4643639,.14309452,-.09707737,.67075205,,,
sy_quaids,latent,marshallian,sorghum,corn,.2541168063280625,.22241227,.18437183,1.2063246,.22769235,-.13894987,.58377445,,,
sy_quaids,latent,marshallian,sorghum,sorghum,.2541168063280625,-1.40767,.20057738,-7.0180898,2.2492234e-12,-1.8007945,-1.0145456,***,,
sy_quaids,latent,marshallian,sorghum,cassava,.2541168063280625,.26441535,.15683728,1.6859215,.091810904,-.042980064,.57181078,*,,
sy_quaids,latent,marshallian,sorghum,oats,.2541168063280625,.05675859,.094731584,.59915173,.54907173,-.1289119,.24242908,,,
sy_quaids,latent,marshallian,sorghum,barley,.2541168063280625,.29303807,.14936364,1.9619104,.049772926,.00029071028,.58578545,**,,
sy_quaids,latent,marshallian,cassava,corn,.2388209891326515,-.17831579,.1336226,-1.3344733,.1820488,-.44021127,.083579689,,,
sy_quaids,latent,marshallian,cassava,sorghum,.2388209891326515,.0091231726,.12275127,.074322425,.94075382,-.23146491,.24971125,,,
sy_quaids,latent,marshallian,cassava,cassava,.2388209891326515,-1.8192183,.41454715,-4.3884473,.000011416284,-2.6317158,-1.0067208,***,,
sy_quaids,latent,marshallian,cassava,oats,.2388209891326515,.15160693,.12354799,1.2271098,.21978134,-.090542659,.39375654,,,
sy_quaids,latent,marshallian,cassava,barley,.2388209891326515,.19449003,.16697498,1.1647854,.24410586,-.13277493,.52175498,,,
sy_quaids,latent,marshallian,oats,corn,.1899122252711831,-.039731532,.08007551,-.4961758,.61977041,-.19667666,.11721359,,,
sy_quaids,latent,marshallian,oats,sorghum,.1899122252711831,.031540234,.049906,.63199282,.52739161,-.066273734,.12935419,,,
