construction,depth,commodity,year,kg_per_capita,note
annual_growth_path_linear,0.0,CATM,2023,6.56657,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.75,CATM,2049,4.10474,Target-path diagnostic; model not solved here.
log_level_path,0.75,CATM,2049,3.27422,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.75,CATM,2050,4.03123,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.75,CATM,2050,4.03123,Target-path diagnostic; model not solved here.
log_level_path,0.75,CATM,2050,3.15266,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2023,6.56657,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2023,6.56657,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2023,6.56657,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2024,6.36479,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2024,6.30328,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2024,6.36479,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2025,6.16188,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2025,6.05054,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2025,6.16188,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2026,5.96297,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2026,5.80794,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2026,5.96297,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2027,5.76794,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2027,5.57506,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2027,5.76794,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2028,5.57646,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2028,5.35152,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2028,5.57646,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2029,5.3886,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2029,5.13695,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2029,5.3886,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2030,5.20437,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2030,4.93097,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2030,5.20437,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2031,5.02356,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2031,4.73326,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2031,5.02356,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2032,4.84599,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2032,4.54347,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2032,4.84599,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2033,4.67193,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2033,4.3613,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2033,4.67193,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2034,4.50126,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2034,4.18643,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2034,4.50126,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2035,4.33376,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2035,4.01857,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2035,4.33376,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2036,4.16917,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2036,3.85744,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2036,4.16917,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2037,4.00716,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2037,3.70277,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2037,4.00716,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2038,3.84809,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2038,3.5543,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2038,3.84809,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2039,3.69211,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2039,3.41179,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2039,3.69211,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2040,3.53914,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2040,3.27499,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2040,3.53914,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2041,3.3892,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2041,3.14368,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2041,3.3892,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2042,3.24224,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2042,3.01763,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2042,3.24224,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2043,3.09832,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2043,2.89663,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2043,3.09832,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2044,2.9575,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2044,2.78049,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2044,2.9575,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2045,2.81966,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2045,2.669,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2045,2.81966,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2046,2.68486,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2046,2.56198,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2046,2.68486,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2047,2.55303,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2047,2.45926,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2047,2.55303,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2048,2.42419,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2048,2.36065,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2048,2.42419,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2049,2.29824,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2049,2.266,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2049,2.29824,Target-path diagnostic; model not solved here.
annual_growth_path_linear,1.0,CATM,2050,2.17514,Target-path diagnostic; model not solved here.
endpoint_level_linear,1.0,CATM,2050,2.17514,Target-path diagnostic; model not solved here.
log_level_path,1.0,CATM,2050,2.17514,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2023,17.1891,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2023,17.1891,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2023,17.1891,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2024,17.5076,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2024,17.4697,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2024,17.5076,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2025,17.7817,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2025,17.7549,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2025,17.7817,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2026,18.0672,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2026,18.0447,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2026,18.0672,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2027,18.364,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2027,18.3393,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2027,18.364,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2028,18.6685,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2028,18.6387,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2028,18.6685,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2029,18.9828,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2029,18.943,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2029,18.9828,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2030,19.3077,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2030,19.2522,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2030,19.3077,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2031,19.6411,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2031,19.5665,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2031,19.6411,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2032,19.9799,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2032,19.8859,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2032,19.9799,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2033,20.3302,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2033,20.2105,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2033,20.3302,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2034,20.691,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2034,20.5405,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2034,20.691,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2035,21.0582,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2035,20.8758,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2035,21.0582,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2036,21.4253,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2036,21.2166,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2036,21.4253,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2037,21.782,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2037,21.5629,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2037,21.782,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2038,22.1366,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2038,21.9149,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2038,22.1366,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2039,22.4937,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2039,22.2727,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2039,22.4937,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2040,22.8502,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2040,22.6363,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2040,22.8502,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2041,23.2074,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2041,23.0058,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2041,23.2074,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2042,23.5639,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2042,23.3814,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2042,23.5639,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2043,23.9223,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2043,23.7631,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2043,23.9223,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2044,24.2875,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2044,24.151,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2044,24.2875,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2045,24.6548,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2045,24.5452,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2045,24.6548,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2046,25.0301,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2046,24.9459,Target-path diagnostic; model not solved here.
log_level_path,0.0,CHKM,2046,25.0301,Target-path diagnostic; model not solved here.
annual_growth_path_linear,0.0,CHKM,2047,25.4115,Target-path diagnostic; model not solved here.
endpoint_level_linear,0.0,CHKM,2047,25.3532,Target-path diagnostic; model not solved here.
