year,province,provincechn,total_cpi_yoy,food_cpi_yoy,food_budget_share_all,nonfood_cpi_yoy_approx,total_price_index_2023,food_price_index_2023,nonfood_price_index_2023,nonfood_cpi_yoy,national_nonfood_price_index_2023,national_nonfood_bridge,nonfood_price_source,nonfood_relative_price_index_2023
2000,11,北京,103.5,,,,66.15663372255096,,,,,,national_nonfood_cpi_fallback,
2001,11,北京,103.1,,,,68.20748936795003,,,,,,national_nonfood_cpi_fallback,
2002,11,北京,98.2,,,,66.97975455932693,,,,,,national_nonfood_cpi_fallback,
2003,11,北京,100.2,,,,67.11371406844559,,,,,,national_nonfood_cpi_fallback,
2004,11,北京,101.0,,,,67.78485120913004,,,,,,national_nonfood_cpi_fallback,
2005,11,北京,101.5,,,,68.80162397726698,64.61539576491059,,,,,national_nonfood_cpi_fallback,
2006,11,北京,100.9,100.9,,,69.4208385930624,65.19693432679479,,,,,national_nonfood_cpi_fallback,
2007,11,北京,102.4,102.4,,,71.0869387192959,66.76166075063787,,,,,national_nonfood_cpi_fallback,
2008,11,北京,105.1,105.1,,,74.71237259397999,70.1665054489204,,,,,national_nonfood_cpi_fallback,
2009,11,北京,98.5,98.5,,,73.5916870050703,69.1140078671866,,,,,national_nonfood_cpi_fallback,
2010,11,北京,102.4,102.4,,,75.35788749319198,70.77274405599908,,,,,national_nonfood_cpi_fallback,
2011,11,北京,105.6,105.6,,,79.57792919281074,74.73601772313503,,,,,national_nonfood_cpi_fallback,
2012,11,北京,103.3,103.3,,,82.2040008561735,77.20230630799848,,,,,national_nonfood_cpi_fallback,
2013,11,北京,103.3,103.3,,,84.91673288442722,79.74998241616242,,,,,national_nonfood_cpi_fallback,
2014,11,北京,101.6,101.6,,,86.27540061057806,81.02598213482102,87.80886797952476,,,,derived_from_total_food_cpi,101.77740973451787
2015,11,北京,101.8,101.8,0.22436623859482466,101.8,87.82835782156846,82.4844498132478,89.38942760315621,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,101.77740973451787
2016,11,北京,101.4,103.3,0.21483379648682843,100.88013017944662,89.05795483107042,85.20643665708498,90.17617093272617,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,101.25560496395502
2017,11,北京,101.9,99.4,0.20170549853104722,102.53167633674003,90.75005597286076,84.69519803714248,92.45913971360824,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,101.88328670701712
2018,11,北京,102.5,102.9,0.20241981223533626,102.39848302887128,93.01880737218228,87.15135878021962,94.67675648827952,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,101.78238053457677
2019,11,北京,102.3,106.2,0.19723267809842465,101.34180523596578,95.15823994174247,92.55474302459325,95.94713416408183,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,100.82903406244415
2020,11,北京,101.7,106.1,0.21525075187003576,100.49311345568654,96.7759300207521,98.20058234909344,96.42026239299054,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.63248337919843
2021,11,北京,101.1,99.0,0.21325847846012835,101.66923753546108,97.84046525098036,97.2185765256025,98.0297456046444,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.19345814963012
2022,11,北京,101.8,103.9,0.21608602956680648,101.22113461526966,99.60159362549801,101.01010101010101,99.22682076148351,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.62372804452943
2023,11,北京,100.4,99.0,0.21313121288039275,100.77920388115128,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,11,北京,100.1,97.8,0.20381043059017448,100.6887592708667,100.1,97.8,100.6887592708667,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.58817109976694
2000,12,天津,99.6,,,,62.33153690174615,,,,,,national_nonfood_cpi_fallback,
2001,12,天津,101.2,,,,63.0795153445671,,,,,,national_nonfood_cpi_fallback,
2002,12,天津,99.6,,,,62.82719728318883,,,,,,national_nonfood_cpi_fallback,
2003,12,天津,101.0,,,,63.45546925602072,,,,,,national_nonfood_cpi_fallback,
2004,12,天津,102.3,,,,64.91494504890919,,,,,,national_nonfood_cpi_fallback,
2005,12,天津,101.5,,,,65.88866922464283,61.32744219868261,,,,,national_nonfood_cpi_fallback,
2006,12,天津,101.5,101.5,,,66.87699926301246,62.24735383166284,,,,,national_nonfood_cpi_fallback,
2007,12,天津,104.2,104.2,,,69.685833232059,64.86174269259268,,,,,national_nonfood_cpi_fallback,
2008,12,天津,105.4,105.4,,,73.44886822659018,68.36427679799269,,,,,national_nonfood_cpi_fallback,
2009,12,天津,99.0,99.0,,,72.71437954432427,67.68063403001275,,,,,national_nonfood_cpi_fallback,
2010,12,天津,103.5,103.5,,,75.25938282837562,70.0494562210632,,,,,national_nonfood_cpi_fallback,
2011,12,天津,104.9,104.9,,,78.94709258696604,73.4818795758953,,,,,national_nonfood_cpi_fallback,
2012,12,天津,102.7,102.7,,,81.07866408681413,75.46589032444449,,,,,national_nonfood_cpi_fallback,
2013,12,天津,103.1,103.1,,,83.59210267350537,77.80533292450227,,,,,national_nonfood_cpi_fallback,
2014,12,天津,101.9,101.9,,,85.18035262430197,79.28363425006782,87.86492850929724,,,,derived_from_total_food_cpi,103.15163744019222
2015,12,天津,101.7,101.7,0.3190858983426653,101.70000000000002,86.62841861891512,80.63145603231898,89.35863229395531,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.15163744019225
2016,12,天津,102.1,102.8,0.30695753153456,101.78996088717338,88.44761540991233,82.88913680122391,90.9581168613302,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.83840490191048
2017,12,天津,102.1,99.9,0.31058129204315255,103.09109414149768,90.30501533352049,82.8062476644227,93.76971788284739,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,103.83666680807353
2018,12,天津,102.0,103.4,0.28918439144117436,101.43043154491431,92.1111156401909,85.62166008501308,95.11102950702079,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,103.25684239733704
2019,12,天津,102.7,106.0,0.2820306301055272,101.40370364200213,94.59811576247607,90.75895969011387,96.44610649215656,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,101.9535174826532
2020,12,天津,102.0,107.6,0.2992121913863748,99.60899340546673,96.4900780777256,97.6566406265625,96.06899585560166,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.56360049601707
2021,12,天津,101.3,100.2,0.2753525370615885,101.7179795090147,97.74444909273602,97.85195390781563,97.71944151891707,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,99.9744153514076
2022,12,天津,101.9,102.4,0.2973151577065509,101.68844345301646,99.60159362549801,100.20040080160321,99.36937903156748,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.76685654769373
2023,12,天津,100.4,99.8,0.2811125798106411,100.63462303435767,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,12,天津,100.2,98.5,0.28513815199419057,100.8780818695841,100.2,98.5,100.8780818695841,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.67672841275856
2000,13,河北,99.7,,,,60.70534802015114,,,,,,national_nonfood_cpi_fallback,
2001,13,河北,100.5,,,,61.00887476025189,,,,,,national_nonfood_cpi_fallback,
2002,13,河北,99.0,,,,60.398786012649374,,,,,,national_nonfood_cpi_fallback,
2003,13,河北,102.2,,,,61.72755930492766,,,,,,national_nonfood_cpi_fallback,
2004,13,河北,104.3,,,,64.38184435503955,,,,,,national_nonfood_cpi_fallback,
2005,13,河北,101.8,,,,65.54071755343026,59.776177711002724,,,,,national_nonfood_cpi_fallback,
2006,13,河北,101.7,101.7,,,66.65490975183857,60.79237273208978,,,,,national_nonfood_cpi_fallback,
2007,13,河北,104.7,104.7,,,69.78769051017498,63.649614250498,,,,,national_nonfood_cpi_fallback,
2008,13,河北,106.2,106.2,,,74.11452732180584,67.59589033402888,,,,,national_nonfood_cpi_fallback,
2009,13,河北,99.3,99.3,,,73.59572563055319,67.12271910169068,,,,,national_nonfood_cpi_fallback,
2010,13,河北,103.1,103.1,,,75.87719312510033,69.20352339384308,,,,,national_nonfood_cpi_fallback,
2011,13,河北,105.7,105.7,,,80.20219313323105,73.14812422729214,,,,,national_nonfood_cpi_fallback,
2012,13,河北,102.6,102.6,,,82.28745015469505,75.04997545720174,,,,,national_nonfood_cpi_fallback,
2013,13,河北,103.0,103.0,,,84.75607365933591,77.3014747209178,,,,,national_nonfood_cpi_fallback,
2014,13,河北,101.7,101.7,,,86.19692691154464,78.61559979117341,89.45414837094891,,,,derived_from_total_food_cpi,103.7788139045222
2015,13,河北,100.9,100.9,0.26978620342410176,100.9,86.97269925374854,79.32314018929398,90.25923570628747,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.7788139045222
2016,13,河北,101.5,103.0,0.26805416930683573,100.95066801790581,88.27728974255476,81.7028343949728,91.11730139335337,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.21714866765961
2017,13,河北,101.7,98.7,0.25347044723016726,102.7185950962948,89.7780036681782,80.64069754783814,93.59441188090922,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.25093904609035
2018,13,河北,102.4,102.2,0.25542766884715934,102.4686105723138,91.93267575621448,82.41479289389058,95.90489342769627,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,104.3207897940611
2019,13,河北,103.0,107.6,0.2599488519486296,101.38421341266444,94.69065602890092,88.67831715382626,97.23242182592396,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.6842836491145
2020,13,河北,102.1,108.4,0.27679214947053277,99.68881137644217,96.67915980550782,96.12729579474767,96.92984559079194,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,100.2592966113777
2021,13,河北,101.0,100.8,0.28295645898484484,101.07892308982638,97.6459514035629,96.89631416110565,97.97564407580406,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.33764090318354
2022,13,河北,101.8,103.1,0.29810964897584047,101.24785885273516,99.40357852882704,99.90009990009992,99.19824182392829,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.79343127487185
2023,13,河北,100.6,100.1,0.29402292254156565,100.8082382926653,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,13,河北,100.2,99.4,0.2861877999835072,100.52074296289908,100.2,99.4,100.52074296289908,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.3201027573843
2000,14,山西,103.9,,,,62.13142272872003,,,,,,national_nonfood_cpi_fallback,
2001,14,山西,99.8,,,,62.007159883262595,,,,,,national_nonfood_cpi_fallback,
2002,14,山西,98.4,,,,61.0150453251304,,,,,,national_nonfood_cpi_fallback,
2003,14,山西,101.8,,,,62.11331614098275,,,,,,national_nonfood_cpi_fallback,
2004,14,山西,104.1,,,,64.65996210276303,,,,,,national_nonfood_cpi_fallback,
2005,14,山西,102.3,,,,66.14714123112658,60.0812962187692,,,,,national_nonfood_cpi_fallback,
2006,14,山西,102.0,102.0,,,67.47008405574911,61.28292214314458,,,,,national_nonfood_cpi_fallback,
2007,14,山西,104.6,104.6,,,70.57370792231357,64.10193656172923,,,,,national_nonfood_cpi_fallback,
2008,14,山西,107.2,107.2,,,75.65501489272016,68.71727599417375,,,,,national_nonfood_cpi_fallback,
2009,14,山西,99.6,99.6,,,75.35239483314928,68.44240689019705,,,,,national_nonfood_cpi_fallback,
2010,14,山西,103.0,103.0,,,77.61296667814375,70.49567909690296,,,,,national_nonfood_cpi_fallback,
2011,14,山西,105.2,105.2,,,81.64884094540723,74.16145440994192,,,,,national_nonfood_cpi_fallback,
2012,14,山西,102.5,102.5,,,83.6900619690424,76.01549077019047,,,,,national_nonfood_cpi_fallback,
2013,14,山西,103.1,103.1,,,86.28445389008272,78.37197098406637,,,,,national_nonfood_cpi_fallback,
2014,14,山西,101.7,101.7,,,87.75128960621413,79.7042944907955,91.11992743510493,,,,derived_from_total_food_cpi,103.83884709160131
2015,14,山西,100.6,100.6,0.263397209373324,100.6,88.27779734385142,80.18252025774028,91.66664699971555,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.83884709160131
2016,14,山西,101.1,103.3,0.24427466422700556,100.38888944718289,89.24885311463377,82.8285434262457,92.02312891648384,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.10847221564484
2017,14,山西,101.1,98.0,0.24331890291438174,102.096838168602,90.23059049889474,81.17197255772079,93.9527050075465,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.12511376471303
2018,14,山西,101.8,102.0,0.24903569735959763,101.73367575622864,91.85474112787485,82.7954120088752,95.58154027658333,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,104.05727467406419
2019,14,山西,102.7,108.0,0.2519826010212444,100.91460331372517,94.33481913832748,89.41904496958523,96.45573221126251,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.24828233340337
2020,14,山西,102.9,108.2,0.27727706095468124,100.86662269361338,97.07052889333899,96.75140665709122,97.29163947589626,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,100.22778343239504
2021,14,山西,101.0,99.8,0.2688812895696538,101.44132032579724,98.04123418227238,96.55790384377704,98.69392365096373,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.66572955158632
2022,14,山西,102.1,104.4,0.2884301761988937,101.16771003622141,100.1001001001001,100.80645161290323,99.84638250257672,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.74653612007415
2023,14,山西,99.9,99.2,0.26613494875047106,100.1538538438479,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,14,山西,100.1,98.7,0.2655539301564723,100.6061985045386,100.1,98.7,100.60619850453858,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.50569281172686
2000,15,内蒙古,101.3,,,,61.194592554704634,,,,,,national_nonfood_cpi_fallback,
2001,15,内蒙古,100.6,,,,61.561760110032864,,,,,,national_nonfood_cpi_fallback,
2002,15,内蒙古,100.2,,,,61.68488363025293,,,,,,national_nonfood_cpi_fallback,
2003,15,内蒙古,102.2,,,,63.0419510701185,,,,,,national_nonfood_cpi_fallback,
2004,15,内蒙古,102.9,,,,64.87016765115195,,,,,,national_nonfood_cpi_fallback,
2005,15,内蒙古,102.4,,,,66.42705167477959,61.53674022361885,,,,,national_nonfood_cpi_fallback,
2006,15,内蒙古,101.5,101.5,,,67.42345744990128,62.459791326973125,,,,,national_nonfood_cpi_fallback,
2007,15,内蒙古,104.6,104.6,,,70.52493649259674,65.33294172801389,,,,,national_nonfood_cpi_fallback,
2008,15,内蒙古,105.7,105.7,,,74.54485787267475,69.05691940651069,,,,,national_nonfood_cpi_fallback,
2009,15,内蒙古,99.7,99.7,,,74.32122329905673,68.84974864829115,,,,,national_nonfood_cpi_fallback,
2010,15,内蒙古,103.2,103.2,,,76.69950244462655,71.05294060503647,,,,,national_nonfood_cpi_fallback,
2011,15,内蒙古,105.6,105.6,,,80.99467458152563,75.03190527891852,,,,,national_nonfood_cpi_fallback,
2012,15,内蒙古,103.1,103.1,,,83.50550949355292,77.35789434256499,,,,,national_nonfood_cpi_fallback,
2013,15,内蒙古,103.2,103.2,,,86.17768579734661,79.83334696152707,,,,,national_nonfood_cpi_fallback,
2014,15,内蒙古,101.6,101.6,,,87.55652877010417,81.1106805129115,90.32129373824478,,,,derived_from_total_food_cpi,103.15769138746924
2015,15,内蒙古,101.1,101.1,0.286392303813697,101.1,88.5196505865753,82.00289799855352,91.31482796936545,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.15769138746924
2016,15,内蒙古,101.2,102.6,0.28601812085981715,100.6391659215694,89.5818863936142,84.13497334651592,91.89848123108537,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.58600809910641
2017,15,内蒙古,101.7,99.3,0.27474901776990635,102.60919924109608,91.10477846230565,83.54602853309031,94.29629570594568,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,103.50312826342092
2018,15,内蒙古,101.8,102.3,0.2707464926552787,101.61436737024339,92.74466447462714,85.46758718935138,95.81858433517068,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,103.31438997375908
2019,15,内蒙古,102.4,107.1,0.2659837053463819,100.69687239338751,94.9705364220182,91.53578587979533,96.48631759713722,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,101.5960541366044
2020,15,内蒙古,101.9,107.0,0.2872638173183793,99.84447720780554,96.77497661403656,97.94329089138101,96.33625938192453,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.54666252841193
2021,15,内蒙古,100.9,99.9,0.2779945273192691,101.28503105286322,97.6459514035629,97.84534760048965,97.57421023014912,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,99.92652929037756
2022,15,内蒙古,101.8,102.1,0.28116422997578255,101.68265849793495,99.40357852882704,99.90009990009992,99.21605097037963,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.8113472762019
2023,15,内蒙古,100.6,100.1,0.27551283446291375,100.7901433507512,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,15,内蒙古,100.2,98.3,0.2871677480169317,100.96542373007716,100.2,98.3,100.96542373007716,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.76389593820076
2000,21,辽宁,99.9,,,,63.334995996956145,,,,,,national_nonfood_cpi_fallback,
2001,21,辽宁,100.0,,,,63.334995996956145,,,,,,national_nonfood_cpi_fallback,
2002,21,辽宁,98.9,,,,62.638311040989635,,,,,,national_nonfood_cpi_fallback,
2003,21,辽宁,101.7,,,,63.70316232868647,,,,,,national_nonfood_cpi_fallback,
2004,21,辽宁,103.5,,,,65.93277301019049,,,,,,national_nonfood_cpi_fallback,
2005,21,辽宁,101.4,,,,66.85583183233315,60.83564628089018,,,,,national_nonfood_cpi_fallback,
2006,21,辽宁,101.2,101.2,,,67.65810181432116,61.565674036260866,,,,,national_nonfood_cpi_fallback,
2007,21,辽宁,105.1,105.1,,,71.10866500685152,64.70552341211017,,,,,national_nonfood_cpi_fallback,
2008,21,辽宁,104.6,104.6,,,74.3796635971667,67.68197748906724,,,,,national_nonfood_cpi_fallback,
2009,21,辽宁,100.0,100.0,,,74.3796635971667,67.68197748906724,,,,,national_nonfood_cpi_fallback,
2010,21,辽宁,103.0,103.0,,,76.6110535050817,69.71243681373926,,,,,national_nonfood_cpi_fallback,
2011,21,辽宁,105.2,105.2,,,80.59482828734595,73.33748352805371,,,,,national_nonfood_cpi_fallback,
2012,21,辽宁,102.8,102.8,,,82.85148347939163,75.39093306683921,,,,,national_nonfood_cpi_fallback,
2013,21,辽宁,102.4,102.4,,,84.83991908289703,77.20031546044335,,,,,national_nonfood_cpi_fallback,
2014,21,辽宁,101.7,101.7,,,86.28219770730628,78.5127208232709,89.81015756764428,,,,derived_from_total_food_cpi,104.08886184413828
2015,21,辽宁,101.4,101.4,0.2824450828022441,101.4,87.49014847520857,79.6118989147967,91.06749977359131,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,104.08886184413828
2016,21,辽宁,101.6,103.0,0.2749133771637912,101.06919620924208,88.88999085081191,82.0002558822406,92.04119002902209,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.54505512718409
2017,21,辽宁,101.4,98.7,0.27392251891063146,102.41861140211795,90.13445072272329,80.93425255577147,94.26730874570906,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.58521463197185
2018,21,辽宁,102.5,102.3,0.26767667034772125,102.57310341197919,92.38781199079136,82.7957403645542,96.69290408342584,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,104.65980522740767
2019,21,辽宁,102.4,107.8,0.2682790613881007,100.42013738428209,94.60511947857036,89.25380811298943,97.09914712142833,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.63625019090317
2020,21,辽宁,102.4,108.9,0.2955722930906875,99.67265142150804,96.87564234605605,97.19739703504548,96.78129444359853,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.90260926258378
2021,21,辽宁,101.1,99.9,0.2592521259733449,101.51998439965392,97.94127441186266,97.10019963801045,98.25235502092436,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.31761952346416
2022,21,辽宁,102.0,103.4,0.2766607068738608,101.46453207602002,99.90009990009992,100.40160642570281,99.69129227565085,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.79098356792649
2023,21,辽宁,100.1,99.6,0.2954409052390944,100.30966368004896,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,21,辽宁,100.2,99.3,0.29943324076570504,100.58467414152462,100.2,99.3,100.58467414152462,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.38390632886689
2000,22,吉林,98.6,,,,60.72911908704562,,,,,,national_nonfood_cpi_fallback,
2001,22,吉林,101.3,,,,61.5185976351772,,,,,,national_nonfood_cpi_fallback,
2002,22,吉林,99.5,,,,61.21100464700132,,,,,,national_nonfood_cpi_fallback,
2003,22,吉林,101.2,,,,61.94553670276533,,,,,,national_nonfood_cpi_fallback,
2004,22,吉林,104.1,,,,64.48530370757871,,,,,,national_nonfood_cpi_fallback,
2005,22,吉林,101.5,,,,65.45258326319238,60.24389421582077,,,,,national_nonfood_cpi_fallback,
2006,22,吉林,101.4,101.4,,,66.36891942887708,61.08730873484226,,,,,national_nonfood_cpi_fallback,
2007,22,吉林,105.3,105.3,,,69.88647215860756,64.32493609778889,,,,,national_nonfood_cpi_fallback,
2008,22,吉林,105.1,105.1,,,73.45068223869654,67.60550783877612,,,,,national_nonfood_cpi_fallback,
2009,22,吉林,100.1,100.1,,,73.52413292093523,67.67311334661488,,,,,national_nonfood_cpi_fallback,
2010,22,吉林,103.7,103.7,,,76.24452583900982,70.17701854043963,,,,,national_nonfood_cpi_fallback,
2011,22,吉林,105.2,105.2,,,80.20924118263834,73.8262235045425,,,,,national_nonfood_cpi_fallback,
2012,22,吉林,102.5,102.5,,,82.21447221220429,75.67187909215605,,,,,national_nonfood_cpi_fallback,
2013,22,吉林,102.9,102.9,,,84.59869190635823,77.86636358582858,,,,,national_nonfood_cpi_fallback,
2014,22,吉林,102.0,102.0,,,86.2906657444854,79.42369085754515,89.39136733714129,,,,derived_from_total_food_cpi,103.59332213502368
2015,22,吉林,101.7,101.7,0.26762013609765894,101.69999999999999,87.75760706214166,80.77389360212344,90.91102058187268,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.59332213502366
2016,22,吉林,101.6,103.6,0.267320062335681,100.87029512180214,89.16172877513593,83.68175377179988,91.70221475917725,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.84930094889522
2017,22,吉林,101.6,97.9,0.2651049806747221,102.93473272059599,90.5883164355381,81.92443694259208,94.39342966122604,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.20044590230972
2018,22,吉林,102.1,101.2,0.25681815231043026,102.41100912622926,92.4906710806844,82.90753018590318,96.669263864919,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,104.51785324445252
2019,22,吉林,103.0,109.4,0.25866666666666666,100.76690647482013,95.26539121310493,90.7008380233781,97.41062670866003,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.25185187216238
2020,22,吉林,102.3,109.0,0.2899692222408287,99.56378933157669,97.45649521100634,98.86391344548214,96.98571116277886,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.51692901821662
2021,22,吉林,100.6,99.4,0.2805100739607243,101.06784823049,98.04123418227238,98.27072996480926,98.02137136325874,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,99.97974034172529
2022,22,吉林,102.1,103.1,0.3054475360375461,101.66022395443687,100.1001001001001,101.31712259371834,99.64874565109909,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.549096905448
2023,22,吉林,99.9,98.7,0.27382423564839037,100.35249249411604,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,22,吉林,100.0,99.3,0.27390014123194045,100.26405472545837,100.0,99.3,100.26405472545838,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.26405472545838
2000,23,黑龙江,98.3,,,,61.409571106104565,,,,,,national_nonfood_cpi_fallback,
2001,23,黑龙江,100.8,,,,61.900847674953404,,,,,,national_nonfood_cpi_fallback,
2002,23,黑龙江,99.3,,,,61.46754174122873,,,,,,national_nonfood_cpi_fallback,
2003,23,黑龙江,100.9,,,,62.02074961689979,,,,,,national_nonfood_cpi_fallback,
2004,23,黑龙江,103.8,,,,64.37753810234199,,,,,,national_nonfood_cpi_fallback,
2005,23,黑龙江,101.2,,,,65.15006855957009,59.7670701424741,,,,,national_nonfood_cpi_fallback,
2006,23,黑龙江,101.9,101.9,,,66.38791986220193,60.90264447518111,,,,,national_nonfood_cpi_fallback,
2007,23,黑龙江,105.2,105.2,,,69.84009169503643,64.06958198789053,,,,,national_nonfood_cpi_fallback,
2008,23,黑龙江,105.6,105.6,,,73.75113682995848,67.65747857921241,,,,,national_nonfood_cpi_fallback,
2009,23,黑龙江,100.2,100.2,,,73.8986391036184,67.79279353637084,,,,,national_nonfood_cpi_fallback,
2010,23,黑龙江,103.9,103.9,,,76.78068602865952,70.43671248428932,,,,,national_nonfood_cpi_fallback,
2011,23,黑龙江,105.8,105.8,,,81.23396581832178,74.5220418083781,,,,,national_nonfood_cpi_fallback,
2012,23,黑龙江,103.2,103.2,,,83.83345272450808,76.9067471462462,,,,,national_nonfood_cpi_fallback,
2013,23,黑龙江,102.2,102.2,,,85.67778868444725,78.59869558346362,,,,,national_nonfood_cpi_fallback,
2014,23,黑龙江,101.5,101.5,,,86.96295551471395,79.77767601721557,90.4827016713305,,,,derived_from_total_food_cpi,104.04740861874345
2015,23,黑龙江,101.1,101.1,0.2763730076680732,101.10000000000001,87.9195480253758,80.65523045340493,91.47801138971515,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,104.04740861874345
2016,23,黑龙江,101.5,103.1,0.2766891341381751,100.88794972464073,89.23834124575643,83.15554259746047,92.29029013995694,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.4199973370142
2017,23,黑龙江,101.3,97.3,0.270199083126129,102.78094680003163,90.39843968195126,80.91034294732903,94.85683401034397,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.93193725918132
2018,23,黑龙江,102.0,100.7,0.2691055579780344,102.4786426127467,92.20640847559028,81.47671534796034,97.20799591922678,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,105.42433820634123
2019,23,黑龙江,102.8,109.6,0.2639887361272155,100.36101096032228,94.7881879129068,89.29848002136451,97.55892743880482,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.92308523551881
2020,23,黑龙江,102.3,109.6,0.3099906191369606,99.0204336890762,96.96831623490365,97.8711341034155,96.60327305231569,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.62354385766207
2021,23,黑龙江,100.6,98.9,0.3044146152355108,101.34398464550196,97.55012613231308,96.79455162827794,97.90160620919114,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.36030714752877
