model,price_measure,price_product,ratio_quantity_product,morishima_elasticity
restricted_aids_curvature,completed,oats,barley,3.9920701236371716
restricted_aids_curvature,completed,oats,sorghum,3.9981595311045894
restricted_aids_curvature,completed,oats,cassava,4.69213494271398
restricted_quaids,completed,corn,barley,1.15814671980824
restricted_quaids,completed,corn,sorghum,-0.16620698967719205
restricted_quaids,completed,corn,cassava,1.2333894108567398
restricted_quaids,completed,corn,oats,1.4186521415385984
restricted_quaids,completed,barley,corn,2.51323677046519
restricted_quaids,completed,barley,sorghum,1.6644627277226718
restricted_quaids,completed,barley,cassava,4.4676637190710045
restricted_quaids,completed,barley,oats,2.537773835280503
restricted_quaids,completed,sorghum,corn,-2.0713712047198687
restricted_quaids,completed,sorghum,barley,-1.5952462563669654
restricted_quaids,completed,sorghum,cassava,-2.2022520180775125
restricted_quaids,completed,sorghum,oats,-0.9161330305927196
restricted_quaids,completed,cassava,corn,3.6389945164628683
restricted_quaids,completed,cassava,barley,4.588151448995459
restricted_quaids,completed,cassava,sorghum,2.560281457281273
restricted_quaids,completed,cassava,oats,5.128249282731111
restricted_quaids,completed,oats,corn,4.0876821467493025
restricted_quaids,completed,oats,barley,4.017490316520758
restricted_quaids,completed,oats,sorghum,4.110005033630739
restricted_quaids,completed,oats,cassava,4.66974111710726
restricted_quaids_curvature,completed,corn,barley,1.3039382046561
restricted_quaids_curvature,completed,corn,sorghum,0.6979575390536155
restricted_quaids_curvature,completed,corn,cassava,1.1358664194919406
restricted_quaids_curvature,completed,corn,oats,1.6788583762984166
restricted_quaids_curvature,completed,barley,corn,2.4718619983794645
restricted_quaids_curvature,completed,barley,sorghum,1.9437888094980642
restricted_quaids_curvature,completed,barley,cassava,4.435468798697795
restricted_quaids_curvature,completed,barley,oats,2.5305126932724216
restricted_quaids_curvature,completed,sorghum,corn,-0.08238103632717864
restricted_quaids_curvature,completed,sorghum,barley,0.062314209144868404
restricted_quaids_curvature,completed,sorghum,cassava,0.007487805259967978
restricted_quaids_curvature,completed,sorghum,oats,0.4973996163313131
restricted_quaids_curvature,completed,cassava,corn,3.8275084293329034
restricted_quaids_curvature,completed,cassava,barley,4.94665825151287
restricted_quaids_curvature,completed,cassava,sorghum,3.617841160463048
restricted_quaids_curvature,completed,cassava,oats,5.691209295424076
restricted_quaids_curvature,completed,oats,corn,4.180990589941038
restricted_quaids_curvature,completed,oats,barley,4.085069316012388
restricted_quaids_curvature,completed,oats,sorghum,4.1383924723115
restricted_quaids_curvature,completed,oats,cassava,4.819156957876523
restricted_aids,loo_quarter_winsor,corn,barley,4.481731799874748
restricted_aids,loo_quarter_winsor,corn,sorghum,4.35414684014286
restricted_aids,loo_quarter_winsor,corn,cassava,2.773961992230309
restricted_aids,loo_quarter_winsor,corn,oats,3.0484983767435687
restricted_aids,loo_quarter_winsor,barley,corn,4.184207970668031
restricted_aids,loo_quarter_winsor,barley,sorghum,0.9124799122659772
restricted_aids,loo_quarter_winsor,barley,cassava,4.217362332512925
restricted_aids,loo_quarter_winsor,barley,oats,2.96873279783285
restricted_aids,loo_quarter_winsor,sorghum,corn,1.1730285607855087
restricted_aids,loo_quarter_winsor,sorghum,barley,-0.45172679258583026
restricted_aids,loo_quarter_winsor,sorghum,cassava,0.5893327805020911
restricted_aids,loo_quarter_winsor,sorghum,oats,-0.7232469452282834
restricted_aids,loo_quarter_winsor,cassava,corn,2.6716930157292906
restricted_aids,loo_quarter_winsor,cassava,barley,3.8488275297972194
restricted_aids,loo_quarter_winsor,cassava,sorghum,3.17476854751635
restricted_aids,loo_quarter_winsor,cassava,oats,3.9082179439781752
restricted_aids,loo_quarter_winsor,oats,corn,1.1732726261434807
restricted_aids,loo_quarter_winsor,oats,barley,1.323369636240173
restricted_aids,loo_quarter_winsor,oats,sorghum,0.7608068734011235
restricted_aids,loo_quarter_winsor,oats,cassava,1.621545068080985
restricted_aids_curvature,loo_quarter_winsor,corn,barley,4.4830700167325075
restricted_aids_curvature,loo_quarter_winsor,corn,sorghum,4.358311665513769
restricted_aids_curvature,loo_quarter_winsor,corn,cassava,2.7737713842414427
restricted_aids_curvature,loo_quarter_winsor,corn,oats,3.0865959794914044
restricted_aids_curvature,loo_quarter_winsor,barley,corn,4.225891433693617
restricted_aids_curvature,loo_quarter_winsor,barley,sorghum,1.1339386299242147
restricted_aids_curvature,loo_quarter_winsor,barley,cassava,4.223296507250488
restricted_aids_curvature,loo_quarter_winsor,barley,oats,2.9009336099694556
restricted_aids_curvature,loo_quarter_winsor,sorghum,corn,1.5662358998609078
restricted_aids_curvature,loo_quarter_winsor,sorghum,barley,0.03366628769267277
restricted_aids_curvature,loo_quarter_winsor,sorghum,cassava,1.0645177402005508
restricted_aids_curvature,loo_quarter_winsor,sorghum,oats,-0.003971963937758782
restricted_aids_curvature,loo_quarter_winsor,cassava,corn,2.6895766279970315
restricted_aids_curvature,loo_quarter_winsor,cassava,barley,3.849453311441926
restricted_aids_curvature,loo_quarter_winsor,cassava,sorghum,3.2757235825577213
restricted_aids_curvature,loo_quarter_winsor,cassava,oats,3.8861651494074367
restricted_aids_curvature,loo_quarter_winsor,oats,corn,1.3880188133789824
restricted_aids_curvature,loo_quarter_winsor,oats,barley,1.5035331590634315
restricted_aids_curvature,loo_quarter_winsor,oats,sorghum,1.101748896934833
restricted_aids_curvature,loo_quarter_winsor,oats,cassava,1.8081371432380564
restricted_quaids,loo_quarter_winsor,corn,barley,4.334841715614556
restricted_quaids,loo_quarter_winsor,corn,sorghum,4.389390128311054
restricted_quaids,loo_quarter_winsor,corn,cassava,2.637683070470093
restricted_quaids,loo_quarter_winsor,corn,oats,3.02211403647195
restricted_quaids,loo_quarter_winsor,barley,corn,3.9786800997016174
restricted_quaids,loo_quarter_winsor,barley,sorghum,0.7356956348933017
restricted_quaids,loo_quarter_winsor,barley,cassava,4.175347702843338
restricted_quaids,loo_quarter_winsor,barley,oats,2.8153493331494093
restricted_quaids,loo_quarter_winsor,sorghum,corn,1.3235575822852825
restricted_quaids,loo_quarter_winsor,sorghum,barley,-0.41275640619584764
restricted_quaids,loo_quarter_winsor,sorghum,cassava,0.6930289844447375
restricted_quaids,loo_quarter_winsor,sorghum,oats,-0.577720149318771
restricted_quaids,loo_quarter_winsor,cassava,corn,2.6320883127248837
restricted_quaids,loo_quarter_winsor,cassava,barley,3.8857000064414216
restricted_quaids,loo_quarter_winsor,cassava,sorghum,3.2059193878174095
restricted_quaids,loo_quarter_winsor,cassava,oats,3.8964077288356673
restricted_quaids,loo_quarter_winsor,oats,corn,1.2218249544264728
restricted_quaids,loo_quarter_winsor,oats,barley,1.3483656332781262
restricted_quaids,loo_quarter_winsor,oats,sorghum,0.8251457981164905
restricted_quaids,loo_quarter_winsor,oats,cassava,1.6500911913800875
restricted_quaids_curvature,loo_quarter_winsor,corn,barley,4.338513274890987
restricted_quaids_curvature,loo_quarter_winsor,corn,sorghum,4.37923706473402
restricted_quaids_curvature,loo_quarter_winsor,corn,cassava,2.6403485750842006
restricted_quaids_curvature,loo_quarter_winsor,corn,oats,3.0614484207310015
restricted_quaids_curvature,loo_quarter_winsor,barley,corn,4.031270895227472
restricted_quaids_curvature,loo_quarter_winsor,barley,sorghum,0.9714945875594831
restricted_quaids_curvature,loo_quarter_winsor,barley,cassava,4.181503007647082
restricted_quaids_curvature,loo_quarter_winsor,barley,oats,2.7616938695996947
restricted_quaids_curvature,loo_quarter_winsor,sorghum,corn,1.690729816449854
restricted_quaids_curvature,loo_quarter_winsor,sorghum,barley,0.059974714274821594
restricted_quaids_curvature,loo_quarter_winsor,sorghum,cassava,1.1548847107218179
restricted_quaids_curvature,loo_quarter_winsor,sorghum,oats,0.08822239454933323
restricted_quaids_curvature,loo_quarter_winsor,cassava,corn,2.6548378726676454
restricted_quaids_curvature,loo_quarter_winsor,cassava,barley,3.885367411931097
restricted_quaids_curvature,loo_quarter_winsor,cassava,sorghum,3.3124900903897387
restricted_quaids_curvature,loo_quarter_winsor,cassava,oats,3.8780977614187044
restricted_quaids_curvature,loo_quarter_winsor,oats,corn,1.4126238619537619
restricted_quaids_curvature,loo_quarter_winsor,oats,barley,1.5056070452018286
restricted_quaids_curvature,loo_quarter_winsor,oats,sorghum,1.1262407036154922
restricted_quaids_curvature,loo_quarter_winsor,oats,cassava,1.812726152845633
restricted_aids,landed_proxy,corn,barley,0.5431201762186838
restricted_aids,landed_proxy,corn,sorghum,0.7605455803159114
restricted_aids,landed_proxy,corn,cassava,0.3679859557488392
restricted_aids,landed_proxy,corn,oats,0.2573935975764707
restricted_aids,landed_proxy,barley,corn,0.4742162516119711
restricted_aids,landed_proxy,barley,sorghum,0.31805175059497726
restricted_aids,landed_proxy,barley,cassava,0.4358762433748613
restricted_aids,landed_proxy,barley,oats,0.39094245575044484
restricted_aids,landed_proxy,sorghum,corn,0.5205368794516844
restricted_aids,landed_proxy,sorghum,barley,0.2876057704967747
restricted_aids,landed_proxy,sorghum,cassava,-0.05372576248060129
restricted_aids,landed_proxy,sorghum,oats,0.6757200051366482
restricted_aids,landed_proxy,cassava,corn,-0.62813249260888
restricted_aids,landed_proxy,cassava,barley,-0.5287781619211768
restricted_aids,landed_proxy,cassava,sorghum,-0.9226465813989674
restricted_aids,landed_proxy,cassava,oats,-1.6015987405959295
restricted_aids,landed_proxy,oats,corn,-0.6441633205871412
restricted_aids,landed_proxy,oats,barley,-0.5794904669266475
restricted_aids,landed_proxy,oats,sorghum,-0.4334934316442871
restricted_aids,landed_proxy,oats,cassava,-1.027679118775465
restricted_aids_curvature,landed_proxy,corn,barley,0.5489865753478201
restricted_aids_curvature,landed_proxy,corn,sorghum,0.7458215729620202
restricted_aids_curvature,landed_proxy,corn,cassava,0.4303742335300067
restricted_aids_curvature,landed_proxy,corn,oats,0.17695843376478243
restricted_aids_curvature,landed_proxy,barley,corn,0.4783814545978694
restricted_aids_curvature,landed_proxy,barley,sorghum,0.3314010049614378
restricted_aids_curvature,landed_proxy,barley,cassava,0.3977781140942053
restricted_aids_curvature,landed_proxy,barley,oats,0.45997813814966027
restricted_aids_curvature,landed_proxy,sorghum,corn,0.5843486011376828
restricted_aids_curvature,landed_proxy,sorghum,barley,0.3705409517041969
restricted_aids_curvature,landed_proxy,sorghum,cassava,0.2446970165810624
restricted_aids_curvature,landed_proxy,sorghum,oats,0.4360989450685871
restricted_aids_curvature,landed_proxy,cassava,corn,0.06930899684035483
restricted_aids_curvature,landed_proxy,cassava,barley,0.10863512036687609
restricted_aids_curvature,landed_proxy,cassava,sorghum,-0.048317488550374044
restricted_aids_curvature,landed_proxy,cassava,oats,0.03579618487214953
restricted_aids_curvature,landed_proxy,oats,corn,-0.02320735072072784
restricted_aids_curvature,landed_proxy,oats,barley,0.08066905443628622
restricted_aids_curvature,landed_proxy,oats,sorghum,0.07992661248209537
restricted_aids_curvature,landed_proxy,oats,cassava,0.03598233764990506
restricted_quaids,landed_proxy,corn,barley,0.4797278758164085
restricted_quaids,landed_proxy,corn,sorghum,0.6966307378918664
restricted_quaids,landed_proxy,corn,cassava,0.3100937095806079
restricted_quaids,landed_proxy,corn,oats,0.30542884825817473
restricted_quaids,landed_proxy,barley,corn,0.4200700845441486
restricted_quaids,landed_proxy,barley,sorghum,0.31904923602727453
restricted_quaids,landed_proxy,barley,cassava,0.4312359647988767
restricted_quaids,landed_proxy,barley,oats,0.2943222577254999
restricted_quaids,landed_proxy,sorghum,corn,0.49174315419105835
restricted_quaids,landed_proxy,sorghum,barley,0.2880547596301685
restricted_quaids,landed_proxy,sorghum,cassava,-0.05339399674740081
restricted_quaids,landed_proxy,sorghum,oats,0.6183416720133788
restricted_quaids,landed_proxy,cassava,corn,-0.6484420379638309
restricted_quaids,landed_proxy,cassava,barley,-0.5274871074350381
restricted_quaids,landed_proxy,cassava,sorghum,-0.9185846843751073
restricted_quaids,landed_proxy,cassava,oats,-1.6460980737438113
restricted_quaids,landed_proxy,oats,corn,-0.6913764965181339
restricted_quaids,landed_proxy,oats,barley,-0.6683008237582968
restricted_quaids,landed_proxy,oats,sorghum,-0.5251005852907915
restricted_quaids,landed_proxy,oats,cassava,-1.1159409733788417
restricted_quaids_curvature,landed_proxy,corn,barley,0.4883162630583331
restricted_quaids_curvature,landed_proxy,corn,sorghum,0.6804085985687242
restricted_quaids_curvature,landed_proxy,corn,cassava,0.3867949620357495
restricted_quaids_curvature,landed_proxy,corn,oats,0.20894898743919516
restricted_quaids_curvature,landed_proxy,barley,corn,0.4266753007496148
restricted_quaids_curvature,landed_proxy,barley,sorghum,0.3357932605437387
restricted_quaids_curvature,landed_proxy,barley,cassava,0.3826914573521476
restricted_quaids_curvature,landed_proxy,barley,oats,0.390105298152564
restricted_quaids_curvature,landed_proxy,sorghum,corn,0.5484731364364722
restricted_quaids_curvature,landed_proxy,sorghum,barley,0.36734188363954007
restricted_quaids_curvature,landed_proxy,sorghum,cassava,0.2321670119968709
restricted_quaids_curvature,landed_proxy,sorghum,oats,0.38513943489956537
restricted_quaids_curvature,landed_proxy,cassava,corn,0.06498972397210417
restricted_quaids_curvature,landed_proxy,cassava,barley,0.11144692439130177
restricted_quaids_curvature,landed_proxy,cassava,sorghum,-0.04465505865254721
restricted_quaids_curvature,landed_proxy,cassava,oats,0.034316283194764735
restricted_quaids_curvature,landed_proxy,oats,corn,-0.021628157472102186
restricted_quaids_curvature,landed_proxy,oats,barley,0.05140493259691414
restricted_quaids_curvature,landed_proxy,oats,sorghum,0.04696320322617343
restricted_quaids_curvature,landed_proxy,oats,cassava,0.016856572301321093
