model,price_measure,term,coef
restricted_aids_curvature,landed_proxy,theta_9,-0.15834427624842606
restricted_aids_curvature,landed_proxy,theta_10,0.259974364512177
restricted_aids_curvature,landed_proxy,theta_11,-0.19141220396894126
restricted_aids_curvature,landed_proxy,theta_12,-0.15191147806328598
restricted_aids_curvature,landed_proxy,theta_13,0.0012302043104747797
restricted_aids_curvature,landed_proxy,theta_14,-0.017154688155357176
restricted_aids_curvature,landed_proxy,theta_15,-0.08842252112208179
restricted_aids_curvature,landed_proxy,theta_16,-0.0001270904884781332
restricted_aids_curvature,landed_proxy,theta_17,-9.731592183007267e-07
restricted_quaids,landed_proxy,alpha_corn,0.17596501403230974
restricted_quaids,landed_proxy,alpha_barley,0.400270092819741
restricted_quaids,landed_proxy,alpha_sorghum,0.14890261223825518
restricted_quaids,landed_proxy,alpha_cassava,0.2504854034546114
restricted_quaids,landed_proxy,beta_corn,0.014181433720743946
restricted_quaids,landed_proxy,beta_barley,0.013251429717177571
restricted_quaids,landed_proxy,beta_sorghum,-0.010537135090750827
restricted_quaids,landed_proxy,beta_cassava,0.004135992142749482
restricted_quaids,landed_proxy,lambda_corn,0.0031388843202573677
restricted_quaids,landed_proxy,lambda_barley,-0.0025788638239485026
restricted_quaids,landed_proxy,lambda_sorghum,-0.001456432937832148
restricted_quaids,landed_proxy,lambda_cassava,-0.0005722585567342573
restricted_quaids,landed_proxy,gamma_corn_barley,-0.04208719156911532
restricted_quaids,landed_proxy,gamma_corn_sorghum,0.015730461658813213
restricted_quaids,landed_proxy,gamma_corn_cassava,-0.050408671177563216
restricted_quaids,landed_proxy,gamma_corn_oats,-0.021859291081180246
restricted_quaids,landed_proxy,gamma_barley_sorghum,-0.0468494374366071
restricted_quaids,landed_proxy,gamma_barley_cassava,-0.026691534180277234
restricted_quaids,landed_proxy,gamma_barley_oats,-0.021342337139783066
restricted_quaids,landed_proxy,gamma_sorghum_cassava,-0.08208555870762146
restricted_quaids,landed_proxy,gamma_sorghum_oats,0.013760032455135733
restricted_quaids,landed_proxy,gamma_cassava_oats,-0.0871028202513561
restricted_quaids_curvature,landed_proxy,theta_0,0.1806938457063152
restricted_quaids_curvature,landed_proxy,theta_1,0.39652937875761146
restricted_quaids_curvature,landed_proxy,theta_2,0.16280660961291005
restricted_quaids_curvature,landed_proxy,theta_3,0.20584916602036418
restricted_quaids_curvature,landed_proxy,theta_4,0.013656490422247957
restricted_quaids_curvature,landed_proxy,theta_5,0.013639719015429255
restricted_quaids_curvature,landed_proxy,theta_6,-0.012054774112365824
restricted_quaids_curvature,landed_proxy,theta_7,0.008960383174817652
restricted_quaids_curvature,landed_proxy,theta_8,0.003113202686555842
restricted_quaids_curvature,landed_proxy,theta_9,-0.0025587538599836737
restricted_quaids_curvature,landed_proxy,theta_10,-0.0015306579265734579
restricted_quaids_curvature,landed_proxy,theta_11,-0.0003335203942094828
restricted_quaids_curvature,landed_proxy,theta_12,0.3010818867020961
restricted_quaids_curvature,landed_proxy,theta_13,-0.13965081530359888
restricted_quaids_curvature,landed_proxy,theta_14,0.25799773803557785
restricted_quaids_curvature,landed_proxy,theta_15,-0.18424133719812963
restricted_quaids_curvature,landed_proxy,theta_16,-0.15167562921767191
restricted_quaids_curvature,landed_proxy,theta_17,0.0007216104298591781
restricted_quaids_curvature,landed_proxy,theta_18,-0.01409002873559865
restricted_quaids_curvature,landed_proxy,theta_19,-0.08932817145536937
restricted_quaids_curvature,landed_proxy,theta_20,-9.153957835720357e-05
restricted_quaids_curvature,landed_proxy,theta_21,-3.0549948465834292e-06
