specification,elasticity_type,demand_good,shock_good,elasticity,std_dev,p10,p50,p90,n_valid
expenditure_exogenous,hicksian,3,3,-.1968756393297396,.12318465,-.25875029,-.23551767,-.096128121,3200
expenditure_exogenous,hicksian,3,4,.0116253654917862,.032192629,-.027189789,.013437178,.049738985,3200
expenditure_exogenous,hicksian,3,5,.0415495819733269,.051663876,-.02393309,.042862199,.10536849,3200
expenditure_exogenous,hicksian,3,6,.019373788582444,.082057089,-.078695811,.025254935,.11318563,3200
expenditure_exogenous,hicksian,4,1,-.0512494331378045,.21167588,-.19495486,-.011677967,.087792329,3192
expenditure_exogenous,hicksian,4,2,-.0349308152988105,.063190363,-.079029843,-.026426336,.012293537,3192
expenditure_exogenous,hicksian,4,3,.017784989073666,.21288824,-.11937749,.053490561,.17339152,3192
expenditure_exogenous,hicksian,4,4,.0838739425797494,.74914056,-.30689946,-.078398071,.53187561,3192
expenditure_exogenous,hicksian,4,5,.0136896500725912,.10909049,-.068101279,.023974804,.10465322,3192
expenditure_exogenous,hicksian,4,6,-.0291683332988842,.20352106,-.17403404,.011206244,.11141524,3192
expenditure_exogenous,hicksian,5,1,-.1137749287986058,.70555747,-.22194515,-.048538577,.050382365,3173
expenditure_exogenous,hicksian,5,2,.0160025104993408,.058884602,-.011249847,.017871715,.050475284,3173
expenditure_exogenous,hicksian,5,3,.0455449443477373,.50029045,-.051193908,.083868228,.19404364,3173
expenditure_exogenous,hicksian,5,4,.0026355926803289,.14674491,-.033166382,.012781658,.051554032,3173
expenditure_exogenous,hicksian,5,5,.0586870216748895,1.9084033,-.30982882,-.14019625,.31906357,3173
expenditure_exogenous,hicksian,5,6,-.0090951403937748,.51617092,-.12153722,.027085815,.15794259,3173
expenditure_exogenous,hicksian,6,1,-.0200751649444209,.25531262,-.14013256,.017013256,.11300992,3200
expenditure_exogenous,hicksian,6,2,-.0489761521002764,.094588906,-.083663151,-.035171505,-.009268255,3200
expenditure_exogenous,hicksian,6,3,-.0174437327259289,.31579527,-.12080036,.030639434,.1100239,3200
expenditure_exogenous,hicksian,6,4,-.0117151223878297,.092090197,-.057562366,.003030407,.035103407,3200
expenditure_exogenous,hicksian,6,5,-.0004486995837881,.15617105,-.079235539,.014038508,.10462317,3200
expenditure_exogenous,hicksian,6,6,.0986588717529747,.88863182,-.17328484,-.082589261,.39884239,3200
expenditure_exogenous,marshallian,1,1,-.3011577240944405,.2967242,-.51927346,-.35126811,-.054380916,3200
expenditure_exogenous,marshallian,1,2,-.0441781335851757,.019813217,-.061095592,-.040866479,-.029928504,3200
expenditure_exogenous,marshallian,1,3,-.1220852043229607,.052885536,-.16460328,-.11326034,-.084576987,3200
expenditure_exogenous,marshallian,1,4,-.0752075395616303,.033151284,-.10215301,-.069421582,-.051310435,3200
expenditure_exogenous,marshallian,1,5,-.167238831080101,.070123807,-.22506131,-.15589735,-.11521337,3200
expenditure_exogenous,marshallian,1,6,-.2069989283689131,.086269803,-.28200853,-.19164865,-.14196418,3200
expenditure_exogenous,marshallian,2,1,-.3449255253452694,.8028273,-.56949681,-.21577941,-.11896174,3166
expenditure_exogenous,marshallian,2,2,.6826949203562734,3.8550985,-.41132858,.056762952,1.77555,3166
expenditure_exogenous,marshallian,2,3,-.2480706994151365,.54694146,-.41463196,-.15568852,-.084113263,3166
expenditure_exogenous,marshallian,2,4,-.1719682628541502,.39982387,-.28421882,-.10776571,-.059302766,3166
expenditure_exogenous,marshallian,2,5,-.0856538520052241,.19471413,-.13826609,-.052837204,-.029580068,3166
expenditure_exogenous,marshallian,2,6,-.6423074371203292,1.4787916,-1.0486916,-.40388709,-.22956423,3166
expenditure_exogenous,marshallian,3,1,-.1214795658903231,.042370923,-.16832869,-.11089011,-.086593829,3200
expenditure_exogenous,marshallian,3,2,-.0301458860566825,.010207236,-.041400518,-.027574671,-.021983581,3200
expenditure_exogenous,marshallian,3,3,-.4921195427081267,.17805403,-.63893437,-.53354734,-.2993094,3200
expenditure_exogenous,marshallian,3,4,-.063796622446076,.02206164,-.08712212,-.058692884,-.045725785,3200
expenditure_exogenous,marshallian,3,5,-.1034592122590588,.036752664,-.14258626,-.094706491,-.073942892,3200
expenditure_exogenous,marshallian,3,6,-.2272981971183121,.079993576,-.3151949,-.20882542,-.16011547,3200
expenditure_exogenous,marshallian,4,1,-.2648730386624845,.19985612,-.39023751,-.22281906,-.15468478,3192
expenditure_exogenous,marshallian,4,2,-.0752528263211165,.057068296,-.1107496,-.063266985,-.043856386,3192
expenditure_exogenous,marshallian,4,3,-.2549987401497291,.19304977,-.37485707,-.21405241,-.14818648,3192
expenditure_exogenous,marshallian,4,4,.0136191264666865,.76534927,-.40795484,-.14767107,.4935109,3192
expenditure_exogenous,marshallian,4,5,-.119803422548875,.091487765,-.17643799,-.10063398,-.069759026,3192
expenditure_exogenous,marshallian,4,6,-.2553990636042576,.19132316,-.37649325,-.21474624,-.14934133,3192
expenditure_exogenous,marshallian,5,1,-.3479941156257598,.73192883,-.46979228,-.27349594,-.18216747,3173
expenditure_exogenous,marshallian,5,2,-.0279633234799367,.058864068,-.037360221,-.022196775,-.014593271,3173
expenditure_exogenous,marshallian,5,3,-.2521738385955228,.53256762,-.34008151,-.19800654,-.13228013,3173
expenditure_exogenous,marshallian,5,4,-.0735092409605985,.15709445,-.09880963,-.057396509,-.038542632,3173
expenditure_exogenous,marshallian,5,5,-.0871260024561052,1.9232421,-.52051961,-.2832658,.23359995,3173
expenditure_exogenous,marshallian,5,6,-.2568050689773499,.53903222,-.3496854,-.20055093,-.13502431,3173
expenditure_exogenous,marshallian,6,1,-.2553821603645655,.27945065,-.37772802,-.19986714,-.14520922,3200
expenditure_exogenous,marshallian,6,2,-.0934376694526698,.10194002,-.1383698,-.072729811,-.053069655,3200
expenditure_exogenous,marshallian,6,3,-.3174239613461319,.34569997,-.46902996,-.24715933,-.18074526,3200
expenditure_exogenous,marshallian,6,4,-.0880277195974414,.095418096,-.13090748,-.069046415,-.050021254,3200
expenditure_exogenous,marshallian,6,5,-.1469146073937309,.16014256,-.21660772,-.11485381,-.083283149,3200
expenditure_exogenous,marshallian,6,6,-.1478091423601709,.92926216,-.51454651,-.33574992,.26012078,3200
income_inverse_only,expenditure,1,0,.979833516979405,.0078974944,.97307223,.98119897,.98594964,3200
income_inverse_only,expenditure,2,0,.4819253672317239,2.4920256,.30460402,.75344706,.862629,3132
income_inverse_only,expenditure,3,0,1.2000140534836,.48742193,1.1202416,1.161694,1.2710713,3200
income_inverse_only,expenditure,4,0,.6298364399728803,1.1454877,.49913082,.75700372,.8386541,3169
income_inverse_only,expenditure,5,0,.871646663114636,.38406011,.82639819,.90162778,.93178004,3172
income_inverse_only,expenditure,6,0,.9916776803035587,.029539445,.98829645,.99400705,.99557793,3200
income_inverse_only,hicksian,1,1,-.0938844177112905,.22666191,-.22938025,-.14205354,.065303758,3200
income_inverse_only,hicksian,1,2,-.0065285359777736,.031702343,-.041948065,-.005999099,.03064617,3200
income_inverse_only,hicksian,1,3,.1509094058093604,.090935022,.042145975,.15618297,.25740534,3200
income_inverse_only,hicksian,1,4,-.0176355435969695,.04715218,-.068571322,-.012187982,.029706236,3200
income_inverse_only,hicksian,1,5,-.0351401272095798,.073448032,-.10618452,-.028860159,.037149101,3200
income_inverse_only,hicksian,1,6,.0022792186708835,.10590658,-.11377896,.012127667,.12127407,3200
income_inverse_only,hicksian,2,1,-.2965226728495894,2.5144687,-.49073231,-.029863445,.1121819,3132
income_inverse_only,hicksian,2,2,1.160731012969229,10.261668,-.37019297,.040467661,1.8513077,3132
income_inverse_only,hicksian,2,3,-.0453284931512439,1.6037459,-.17280951,.11073312,.25527266,3132
income_inverse_only,hicksian,2,4,-.175035813713128,1.2058401,-.27495447,-.048628431,.028075255,3132
income_inverse_only,hicksian,2,5,.0380265065205977,.49669495,-.026454855,.084027678,.15552816,3132
income_inverse_only,hicksian,2,6,-.6818705401638069,4.4474115,-.93801343,-.20647724,-.031277563,3132
income_inverse_only,hicksian,3,1,.1053327846270053,.28146866,.038363229,.11579831,.19031429,3200
income_inverse_only,hicksian,3,2,.015196721466751,.067235082,-.014170798,.014030968,.051576763,3200
income_inverse_only,hicksian,3,3,-.1231948472936436,1.3783234,-.25063157,-.22771981,-.029365422,3200
income_inverse_only,hicksian,3,4,-.0006868160945084,.17166448,-.038813949,.0072593065,.046656583,3200
income_inverse_only,hicksian,3,5,.0346399974915029,.24620019,-.024500601,.044449128,.10664436,3200
income_inverse_only,hicksian,3,6,-.031287840021057,.63287592,-.11896865,.00044561215,.099425055,3200
income_inverse_only,hicksian,4,1,-.1648020384066384,1.200352,-.31991461,-.033700086,.074060604,3169
income_inverse_only,hicksian,4,2,-.0575095558622364,.31213659,-.10482413,-.027920164,.018741384,3169
income_inverse_only,hicksian,4,3,-.0771253786140354,1.1223991,-.19815752,.030236086,.15637489,3169
income_inverse_only,hicksian,4,4,.3914282884972904,4.0826654,-.31683215,-.062568255,.82381207,3169
income_inverse_only,hicksian,4,5,-.034719667496429,.5464893,-.11794797,.01641446,.098171346,3169
income_inverse_only,hicksian,4,6,-.0572716483897121,.91228795,-.17807937,.030066289,.14689876,3169
income_inverse_only,hicksian,5,1,-.1113183466884241,.99884474,-.22938827,-.042044453,.055469543,3172
income_inverse_only,hicksian,5,2,.0238458496945058,.060275353,-.0059501831,.024218855,.058959499,3172
income_inverse_only,hicksian,5,3,.0545040412400934,.6882391,-.046778504,.090461306,.20649351,3172
income_inverse_only,hicksian,5,4,-.005097182493819,.23376912,-.052993044,.0088371867,.05323473,3172
income_inverse_only,hicksian,5,5,.0340938083933601,2.658586,-.32683298,-.17393498,.29059356,3172
income_inverse_only,hicksian,5,6,.0039718297595578,.69517028,-.11325798,.041290358,.16788344,3172
income_inverse_only,hicksian,6,1,-.0495756362366358,.97172266,-.16241406,.010173696,.10601141,3200
income_inverse_only,hicksian,6,2,-.0576038156003251,.35528159,-.088312872,-.03599279,-.008007871,3200
income_inverse_only,hicksian,6,3,-.0726740189668059,1.2807612,-.17840423,.00051082671,.10466347,3200
income_inverse_only,hicksian,6,4,-.0067724836202246,.28350216,-.052245185,.0085577592,.050053477,3200
income_inverse_only,hicksian,6,5,-.0017401524056763,.50512737,-.073895112,.022266731,.10721076,3200
income_inverse_only,hicksian,6,6,.1883661068236351,3.3879094,-.16212945,-.068358757,.47013092,3200
income_inverse_only,marshallian,1,1,-.3124855697714092,.26793519,-.52094173,-.35812974,-.084701531,3200
income_inverse_only,marshallian,1,2,-.0477618607443866,.018832721,-.063660815,-.044416815,-.033237331,3200
income_inverse_only,marshallian,1,3,-.1296025383145012,.050596535,-.17283396,-.12113429,-.090763405,3200
income_inverse_only,marshallian,1,4,-.0887661690617622,.03488031,-.11828742,-.082815289,-.061810587,3200
income_inverse_only,marshallian,1,5,-.1711229475448,.066513836,-.2282808,-.15957734,-.11942686,3200
income_inverse_only,marshallian,1,6,-.2300944315579154,.089280523,-.30712923,-.21457566,-.15998214,3200
income_inverse_only,marshallian,2,1,-.4009190913370094,1.92199,-.5441094,-.18956341,-.10250635,3132
income_inverse_only,marshallian,2,2,1.127621572006933,10.26656,-.43343905,.0097557232,1.8471056,3132
income_inverse_only,marshallian,2,3,-.1762678952410502,.80205035,-.25017267,-.087569192,-.042689659,3132
income_inverse_only,marshallian,2,4,-.2157335493909395,1.0970449,-.29101023,-.099689908,-.052731633,3132
income_inverse_only,marshallian,2,5,-.0333867339504716,.24893616,-.049935471,-.012843095,.0024895051,3132
income_inverse_only,marshallian,2,6,-.7832396697071281,3.7588882,-1.0226363,-.37443778,-.21564656,3132
income_inverse_only,marshallian,3,1,-.1629111792912186,.39462718,-.22714828,-.13138749,-.095459335,3200
income_inverse_only,marshallian,3,2,-.0357371136397021,.095776223,-.048118766,-.028655833,-.020348566,3200
income_inverse_only,marshallian,3,3,-.4567218414254244,1.3967828,-.68730122,-.56596255,-.25353813,3200
income_inverse_only,marshallian,3,4,-.089976092076729,.25423172,-.12032637,-.071843639,-.05154819,3200
income_inverse_only,marshallian,3,5,-.1349230871750025,.35102001,-.18590331,-.10619561,-.077271618,3200
income_inverse_only,marshallian,3,6,-.319744739699473,.78934926,-.43797567,-.25896421,-.18328179,3200
income_inverse_only,marshallian,4,1,-.3013836969136241,.88092512,-.41602385,-.19963549,-.13132343,3169
income_inverse_only,marshallian,4,2,-.0857386641306815,.27476794,-.11718614,-.055469066,-.034059357,3169
income_inverse_only,marshallian,4,3,-.2493873017839968,.73090333,-.33553645,-.1685016,-.1120844,3169
income_inverse_only,marshallian,4,4,.3357570779938572,4.0907884,-.40931305,-.11804356,.80654907,3169
income_inverse_only,marshallian,4,5,-.1271369545683304,.46299887,-.17074437,-.07974185,-.05020171,3169
income_inverse_only,marshallian,4,6,-.2019469008418656,.60382497,-.27470991,-.13583294,-.088276297,3169
income_inverse_only,marshallian,5,1,-.3053034589507178,.9352138,-.41351157,-.23353875,-.16314632,3172
income_inverse_only,marshallian,5,2,-.0130717198816081,.045242101,-.01937948,-.0097951144,-.0056309961,3172
income_inverse_only,marshallian,5,3,-.1919704550318268,.538234,-.26063481,-.14740308,-.10406681,3172
income_inverse_only,marshallian,5,4,-.0682181822371087,.1923119,-.095419779,-.052633371,-.035783608,3172
income_inverse_only,marshallian,5,5,-.0925178969549843,2.6692886,-.51740879,-.29958495,.22541195,3172
income_inverse_only,marshallian,5,6,-.2005649501531162,.57485402,-.27011836,-.15724368,-.10508403,3172
income_inverse_only,marshallian,6,1,-.2703337066991831,.96629786,-.38242137,-.19505814,-.14271441,3200
income_inverse_only,marshallian,6,2,-.0992582247097915,.35458389,-.1401448,-.071610197,-.052405294,3200
income_inverse_only,marshallian,6,3,-.3564588639473479,1.2745603,-.50345385,-.25713941,-.18819842,3200
income_inverse_only,marshallian,6,4,-.0786963207807981,.27927777,-.11127283,-.05668804,-.041584358,3200
income_inverse_only,marshallian,6,5,-.1394574418176807,.49951223,-.19745466,-.10069228,-.073628493,3200
income_inverse_only,marshallian,6,6,-.0474731223547899,3.403769,-.49698764,-.3129319,.34615064,3200
income_log_and_inverse,expenditure,1,0,.5311380192815272,.58532023,.26925164,.64576381,.77475119,3181
income_log_and_inverse,expenditure,2,0,.7443594660838752,2.8366115,.70246565,.88368374,.9337188,3170
income_log_and_inverse,expenditure,3,0,1.401221855548457,2.0091977,1.1959141,1.2802005,1.5421587,3179
income_log_and_inverse,expenditure,4,0,.5880014142659425,1.2763551,.42933112,.72588778,.81964195,3161
income_log_and_inverse,expenditure,5,0,.6205128831088812,1.4011858,.46198833,.75236481,.83365804,3153
income_log_and_inverse,expenditure,6,0,1.362929247861544,1.1054373,1.1556988,1.2373285,1.5185218,3164
income_log_and_inverse,hicksian,1,1,-.0010344589219756,.92376566,-.28235888,-.19863577,.3204082,3181
income_log_and_inverse,hicksian,1,2,-.0252194849366904,.088107131,-.074132688,-.011657716,.028409725,3181
income_log_and_inverse,hicksian,1,3,.1556384868198914,.15496919,.043439683,.17314588,.26724902,3181
income_log_and_inverse,hicksian,1,4,-.0327852451021489,.14252831,-.11773219,-.0095091453,.05208794,3181
income_log_and_inverse,hicksian,1,5,-.1188443132454117,.33797091,-.29304188,-.062020563,.059980668,3181
income_log_and_inverse,hicksian,1,6,.0222450162105032,.25836572,-.081590645,.057342976,.16097499,3181
income_log_and_inverse,hicksian,2,1,-.3821401567816516,6.6685271,-.549196,-.066609755,.14001314,3170
income_log_and_inverse,hicksian,2,2,1.310890767963841,24.901247,-.35196599,.075662933,1.7148682,3170
income_log_and_inverse,hicksian,2,3,-.0247782968963439,3.3799531,-.13870943,.12451982,.28640494,3170
income_log_and_inverse,hicksian,2,4,-.1881123231412917,2.8664157,-.25429082,-.05130253,.023946848,3170
income_log_and_inverse,hicksian,2,5,.0179934224461545,1.3358884,-.049116302,.076926999,.15952727,3170
income_log_and_inverse,hicksian,2,6,-.7338534131067531,10.65469,-.84832698,-.21397755,-.043248281,3170
income_log_and_inverse,hicksian,3,1,.1187789703319806,.52320737,.028435677,.13829863,.22956143,3179
income_log_and_inverse,hicksian,3,2,.0140822444759499,.14256163,-.013046113,.018212203,.051943943,3179
income_log_and_inverse,hicksian,3,3,-.0556939145345054,3.2896609,-.2710515,-.24648441,.02692963,3179
income_log_and_inverse,hicksian,3,4,-.0221036483059101,.47148043,-.056927614,-.00062493142,.039064407,3179
income_log_and_inverse,hicksian,3,5,.0413633125184233,.48123679,-.01634185,.058530573,.1242636,3179
income_log_and_inverse,hicksian,3,6,-.0964269650999803,1.6876032,-.26637349,-.0041802162,.14932381,3179
income_log_and_inverse,hicksian,4,1,-.1350283954511332,1.1339167,-.36396152,-.026855282,.16141273,3161
income_log_and_inverse,hicksian,4,2,-.0561371495061482,.30892605,-.10400008,-.027954523,.015403922,3161
income_log_and_inverse,hicksian,4,3,-.1085527180907564,1.2140255,-.23980869,-.0012242042,.13722739,3161
income_log_and_inverse,hicksian,4,4,.3680713027227356,4.0290017,-.32698083,-.0688738,.84455562,3161
income_log_and_inverse,hicksian,4,5,-.0155780866235431,.49431124,-.12609074,.030254513,.12344326,3161
income_log_and_inverse,hicksian,4,6,-.0527749522694898,.89562744,-.15779415,.027464371,.13139443,3161
income_log_and_inverse,hicksian,5,1,-.2351589986530999,1.692381,-.4939878,-.091057949,.1107843,3153
income_log_and_inverse,hicksian,5,2,.018217149419928,.090667598,-.010063745,.022083744,.055155098,3153
income_log_and_inverse,hicksian,5,3,.0719600077351108,.75971431,-.027007915,.12010997,.23766074,3153
income_log_and_inverse,hicksian,5,4,-.0084147709417821,.3005974,-.064290218,.015224881,.064473331,3153
income_log_and_inverse,hicksian,5,5,.1244642897365207,3.5796137,-.35539204,-.21898438,.45150021,3153
income_log_and_inverse,hicksian,5,6,.0289323234433452,.75604814,-.07174214,.070654184,.19783898,3153
income_log_and_inverse,hicksian,6,1,-.0002966886950957,.66879964,-.076894209,.049338631,.16154312,3164
income_log_and_inverse,hicksian,6,2,-.0691170850507968,.33623978,-.10049579,-.038084909,-.0091729937,3164
income_log_and_inverse,hicksian,6,3,-.1361554064653931,1.2939904,-.35871455,-.0040637506,.16656536,3164
income_log_and_inverse,hicksian,6,4,-.0152682319161503,.26601803,-.047813937,.0075654117,.04281155,3164
income_log_and_inverse,hicksian,6,5,.0183381048433557,.36467633,-.044335015,.041316353,.12475038,3164
income_log_and_inverse,hicksian,6,6,.2024993066237877,2.9130456,-.21033812,-.12157977,.456936,3164
income_log_and_inverse,marshallian,1,1,-.1486269470680268,.96801037,-.55729824,-.34067819,.29444104,3181
income_log_and_inverse,marshallian,1,2,-.0479622069541741,.061024919,-.079766668,-.035163984,-.018511076,3181
income_log_and_inverse,marshallian,1,3,.0269942439049739,.13424766,-.030573163,.0054538283,.080260947,3181
income_log_and_inverse,marshallian,1,4,-.0753604380780641,.11077455,-.12741248,-.05321493,-.027315117,3181
income_log_and_inverse,marshallian,1,5,-.1983011901148205,.27478859,-.31498045,-.14543001,-.080619544,3181
income_log_and_inverse,marshallian,1,6,-.0878814801472476,.090404302,-.13088422,-.077324063,-.041196022,3181
income_log_and_inverse,marshallian,2,1,-.5531482270026197,6.1078749,-.66625774,-.25134563,-.13760279,3170
income_log_and_inverse,marshallian,2,2,1.272901318281007,24.903454,-.41923127,.039915904,1.7041347,3170
income_log_and_inverse,marshallian,2,3,-.2327306788929757,2.5611775,-.28640768,-.10762047,-.058332082,3170
income_log_and_inverse,marshallian,2,4,-.2425575875026809,2.6133463,-.29482129,-.11077283,-.060977947,3170
income_log_and_inverse,marshallian,2,5,-.0893721190874118,1.0216026,-.10340134,-.038623519,-.020009974,3170
income_log_and_inverse,marshallian,2,6,-.8994521713952385,9.7669439,-1.0578099,-.41452774,-.23719651,3170
income_log_and_inverse,marshallian,3,1,-.2128317959736026,1.1388608,-.31841552,-.1327471,-.075680137,3179
income_log_and_inverse,marshallian,3,2,-.0450798045784899,.23737584,-.060100529,-.031283777,-.019761624,3179
income_log_and_inverse,marshallian,3,3,-.4221310686311291,3.3049951,-.75826538,-.61881864,-.20729409,3179
income_log_and_inverse,marshallian,3,4,-.1294992187397148,.71228635,-.16963436,-.086306304,-.055161122,3179
income_log_and_inverse,marshallian,3,5,-.1661584266297109,1.0315726,-.22208644,-.10683838,-.062511571,3179
income_log_and_inverse,marshallian,3,6,-.4255215416098524,2.2044578,-.57132006,-.3021318,-.20550327,3179
income_log_and_inverse,marshallian,4,1,-.2756720626833208,.79450613,-.41747433,-.17637996,-.099458069,3161
income_log_and_inverse,marshallian,4,2,-.081721699954121,.26106855,-.11746357,-.054408804,-.032800358,3161
income_log_and_inverse,marshallian,4,3,-.2618009678039704,.81038678,-.35958543,-.18243186,-.12163041,3161
income_log_and_inverse,marshallian,4,4,.3144283370814295,4.0369425,-.41913983,-.12205178,.82948095,3161
income_log_and_inverse,marshallian,4,5,-.1060326447887101,.39840356,-.15684976,-.064023778,-.034255762,3161
income_log_and_inverse,marshallian,4,6,-.1772023753355848,.50939137,-.24617058,-.12685013,-.086450383,3161
income_log_and_inverse,marshallian,5,1,-.3845670171112033,1.4884588,-.56069422,-.24185558,-.15588427,3153
income_log_and_inverse,marshallian,5,2,-.0077301550797491,.034388427,-.017098106,-.0056726183,.0025704752,3153
income_log_and_inverse,marshallian,5,3,-.083975314059728,.16659592,-.11995754,-.066685311,-.039763354,3153
income_log_and_inverse,marshallian,5,4,-.0559819852142016,.19751437,-.083449371,-.035340317,-.019523088,3153
income_log_and_inverse,marshallian,5,5,.0183385189379402,3.5924861,-.52967817,-.3261953,.42223817,3153
income_log_and_inverse,marshallian,5,6,-.1065969298419167,.41330314,-.1401055,-.079809539,-.045365807,3153
income_log_and_inverse,marshallian,6,1,-.3210941995533576,1.0902525,-.45896605,-.19946718,-.11873898,3164
income_log_and_inverse,marshallian,6,2,-.1305281313311435,.4259316,-.18814343,-.082844302,-.053810216,3164
income_log_and_inverse,marshallian,6,3,-.519557857671811,1.5633646,-.73898423,-.34193516,-.23421459,3164
income_log_and_inverse,marshallian,6,4,-.1179277021321278,.37554955,-.16865291,-.075201742,-.045634978,3164
income_log_and_inverse,marshallian,6,5,-.1776836627717727,.59100729,-.25857991,-.11182814,-.067354456,3164
income_log_and_inverse,marshallian,6,6,-.0961376950616241,2.9378848,-.62893826,-.42197859,.28124851,3164
income_log_only,expenditure,1,0,.4729857478485665,2.0462117,.20849709,.62846994,.76683837,3176
income_log_only,expenditure,2,0,.8345624294674669,.52204025,.74744779,.90176129,.94411123,3171
income_log_only,expenditure,3,0,1.432122560934354,.82930923,1.2084924,1.3033897,1.6110922,3174
income_log_only,expenditure,4,0,.3984628521188396,2.2761071,.18536717,.65493584,.78079551,3136
income_log_only,expenditure,5,0,.7883998266360358,.21610211,.68352538,.83546704,.88894928,3166
income_log_only,expenditure,6,0,1.296196828371371,1.51438,1.1325488,1.1970356,1.4112359,3175
income_log_only,hicksian,1,1,.0362744216575122,3.0487309,-.29006544,-.21133687,.31638029,3176
income_log_only,hicksian,1,2,-.0262242945881321,.25982365,-.070981376,-.0093126986,.030447822,3176
income_log_only,hicksian,1,3,.154581654653494,.47737533,.045848925,.17895287,.27466947,3176
income_log_only,hicksian,1,4,-.043953565419862,.44772089,-.13354294,-.012074529,.057749029,3176
income_log_only,hicksian,1,5,-.1339046683008729,1.037879,-.28577232,-.060578302,.05131162,3176
income_log_only,hicksian,1,6,.0132264530251896,.84512484,-.076722711,.062627472,.1652609,3176
income_log_only,hicksian,2,1,-.2174141940658266,1.4333514,-.50407076,-.053895794,.15248655,3171
income_log_only,hicksian,2,2,.8227122071425497,5.7094588,-.3398082,.096499614,1.7791057,3171
income_log_only,hicksian,2,3,-.0332416456582675,1.0141447,-.25595218,.075423576,.25604793,3171
income_log_only,hicksian,2,4,-.1208718500450621,.62565613,-.24321689,-.048846912,.029892948,3171
income_log_only,hicksian,2,5,.0435099585281242,.31541792,-.045530304,.074686438,.15278488,3171
income_log_only,hicksian,2,6,-.4946944755716289,2.3376169,-.82609457,-.20422602,-.039649893,3171
income_log_only,hicksian,3,1,.1263113103694997,.18228488,.030525804,.14261124,.23497885,3174
income_log_only,hicksian,3,2,.0048673200888118,.074822493,-.023869714,.011222598,.045178059,3174
income_log_only,hicksian,3,3,-.0567759345982214,1.2108471,-.26984119,-.2432615,.053083226,3174
income_log_only,hicksian,3,4,-.0120638768660888,.15432201,-.049374681,.0051688505,.045291875,3174
income_log_only,hicksian,3,5,.0395672067450559,.18198007,-.018774701,.056558322,.12153355,3174
income_log_only,hicksian,3,6,-.1019060264783263,.6606313,-.27957806,-.0103173,.13796745,3174
income_log_only,hicksian,4,1,-.2004329356995455,1.6182138,-.44759032,-.032737575,.17777711,3136
income_log_only,hicksian,4,2,-.0664354097760261,.41037321,-.1151775,-.025787624,.018557081,3136
income_log_only,hicksian,4,3,-.1200690975762382,1.4968793,-.2273571,.022703839,.15301065,3136
income_log_only,hicksian,4,4,.5248017017007631,5.4399738,-.36002243,-.097133592,1.0015752,3136
income_log_only,hicksian,4,5,-.0643757371276215,.77524471,-.17023104,.014183681,.10494382,3136
income_log_only,hicksian,4,6,-.073488520273996,1.1519964,-.15748157,.03714003,.13995171,3136
income_log_only,hicksian,5,1,-.1597027406816042,.42613491,-.41192177,-.089937538,.097792104,3166
income_log_only,hicksian,5,2,.0213122076902542,.031971179,-.0091572432,.021687206,.053932235,3166
income_log_only,hicksian,5,3,.1001337772591249,.19359384,-.036875602,.11940151,.24622115,3166
income_log_only,hicksian,5,4,-.0062415623208188,.093442149,-.071427748,.0072236732,.060187727,3166
