data_year,village_id,nself1,nself2,nself3,nself4,nself5,nself6,pself1,pself1_source,pself2,pself2_source,pself3,pself3_source,pself4,pself4_source,pself5,pself5_source,pself6,pself6_source
2023,620825114204,6,0,0,0,4,0,2.292592644691467,own village median: at least 3 producers,6.13127091402735,retail times survey-year median eligible-village wedge,13.88615240839315,retail times province median eligible-village wedge,7,nearest eligible producer village in county,4.222222328186035,own village median: at least 3 producers,2.045565140455651,retail times province median eligible-village wedge
2023,220221102204,7,2,2,0,5,2,5,own village median: at least 3 producers,6.5,nearest eligible producer village in county,8,same-town other eligible-village median,10,same-town other eligible-village median,1.933884263038635,own village median: at least 3 producers,5.800000190734863,same-town other eligible-village median
2023,371525003233,3,3,0,0,1,0,2,own village median: at least 3 producers,1,own village median: at least 3 producers,19.58035204428851,retail times survey-year median eligible-village wedge,8.1815625,retail times province median eligible-village wedge,1.551136374473572,same-town other eligible-village median,8.429819678148547,retail times province median eligible-village wedge
2023,370321105216,6,3,0,3,5,2,4.233921527862549,own village median: at least 3 producers,8,own village median: at least 3 producers,16.74752586135687,retail times survey-year median eligible-village wedge,20,own village median: at least 3 producers,3.70588231086731,own village median: at least 3 producers,9.934593107364153,retail times province median eligible-village wedge
2023,620825113210,4,0,1,4,4,0,1.927558183670044,own village median: at least 3 producers,3.687760684486557,retail times survey-year median eligible-village wedge,16.47509607775458,retail times province median eligible-village wedge,6,own village median: at least 3 producers,4.529787302017212,own village median: at least 3 producers,2.311435523114356,retail times province median eligible-village wedge
2023,370321103211,3,0,1,0,2,0,15.41666698455811,own village median: at least 3 producers,6,nearest eligible producer village in county,19.41718244391944,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,2.181818246841431,same-town other eligible-village median,12.60415819256863,retail times province median eligible-village wedge
2023,370321105215,4,0,0,0,1,2,3.586666703224182,own village median: at least 3 producers,8,same-town other eligible-village median,20.88570884724108,retail times survey-year median eligible-village wedge,20,same-town other eligible-village median,3.70588231086731,same-town other eligible-village median,6.635665543440996,retail times province median eligible-village wedge
2023,370321105231,4,0,0,0,2,0,13.5,own village median: at least 3 producers,8,same-town other eligible-village median,19.41718244391944,retail times survey-year median eligible-village wedge,20,same-town other eligible-village median,3.70588231086731,same-town other eligible-village median,13.48771148503767,retail times province median eligible-village wedge
2023,620522115205,0,0,0,0,0,2,1.869332194328308,same-town other eligible-village median,6.896112479989862,retail times survey-year median eligible-village wedge,14.12151092378964,retail times province median eligible-village wedge,8.878430654586076,retail times province median eligible-village wedge,2.306250214576721,same-town other eligible-village median,4.357142806053162,same-town other eligible-village median
2023,220221171311,8,3,6,3,6,1,2.574999928474426,own village median: at least 3 producers,5,own village median: at least 3 producers,10,own village median: at least 3 producers,8,own village median: at least 3 producers,2.270833373069763,own village median: at least 3 producers,4.5,same-town other eligible-village median
2023,610482105200,2,2,0,2,4,2,3.722222208976746,same-town other eligible-village median,7.5,nearest eligible producer village in county,25.37849082609463,retail times province median eligible-village wedge,12,same-town other eligible-village median,2.333333373069763,own village median: at least 3 producers,2.444444417953491,same-town other eligible-village median
2023,620522113202,6,0,1,0,5,5,2.647260308265686,own village median: at least 3 producers,6.582652821808504,retail times survey-year median eligible-village wedge,12.88587871795804,retail times province median eligible-village wedge,8.878430654586076,retail times province median eligible-village wedge,2.5,own village median: at least 3 producers,3.352941274642944,own village median: at least 3 producers
2023,620522108204,5,1,0,0,9,4,4.917754650115967,own village median: at least 3 producers,8.620140599987327,retail times survey-year median eligible-village wedge,11.5325672544282,retail times province median eligible-village wedge,10.46630382934858,retail times province median eligible-village wedge,2.825032711029053,own village median: at least 3 producers,3,own village median: at least 3 producers
2023,370686110238,6,1,0,8,7,6,6.635416507720947,own village median: at least 3 producers,6.072980810827264,retail times province median eligible-village wedge,24.9983548256062,retail times survey-year median eligible-village wedge,12,own village median: at least 3 producers,2.615384578704834,own village median: at least 3 producers,9.5,own village median: at least 3 producers
2023,370783004211,3,0,0,0,2,1,2.375,own village median: at least 3 producers,3,nearest eligible producer village in county,18.54877571729642,retail times survey-year median eligible-village wedge,10.34645125843118,retail times province median eligible-village wedge,2.142857193946838,same-town other eligible-village median,4,nearest eligible producer village in county
2023,611026106203,5,2,1,0,3,0,1.299999952316284,own village median: at least 3 producers,2.899999976158142,nearest eligible producer village in county,19.5,same-town other eligible-village median,10.28141271379771,retail times province median eligible-village wedge,1.781818151473999,own village median: at least 3 producers,6.6875,nearest eligible producer village in county
2023,611026106201,5,2,4,1,7,2,2,own village median: at least 3 producers,2.899999976158142,nearest eligible producer village in county,19,own village median: at least 3 producers,10.63594418668728,retail times province median eligible-village wedge,4,own village median: at least 3 producers,6.6875,nearest eligible producer village in county
2023,370321103217,4,1,0,0,5,0,2.921052575111389,own village median: at least 3 producers,6,nearest eligible producer village in county,20.58876689934468,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,2.181818246841431,own village median: at least 3 producers,12.60415819256863,retail times province median eligible-village wedge
2023,220221100209,6,3,3,1,6,1,2.256410241127014,own village median: at least 3 producers,6.5,own village median: at least 3 producers,10,own village median: at least 3 producers,10,same-town other eligible-village median,2.789240002632141,own village median: at least 3 producers,5.150000095367432,nearest eligible producer village in county
2023,370686001222,8,2,2,8,9,4,5.091666579246521,own village median: at least 3 producers,2.989775168407268,retail times province median eligible-village wedge,16.31696003690709,retail times survey-year median eligible-village wedge,13.5,own village median: at least 3 producers,3.60869574546814,own village median: at least 3 producers,10,own village median: at least 3 producers
2023,611026101206,5,3,4,0,5,1,3.160714387893677,own village median: at least 3 producers,6,own village median: at least 3 producers,33.5,own village median: at least 3 producers,11.34500713246644,retail times province median eligible-village wedge,3.125,own village median: at least 3 producers,6.6875,nearest eligible producer village in county
2023,610725105215,10,6,5,3,7,3,2.950275540351868,own village median: at least 3 producers,3.221428513526917,own village median: at least 3 producers,17,own village median: at least 3 producers,10,own village median: at least 3 producers,2.222222328186035,own village median: at least 3 producers,3,own village median: at least 3 producers
2023,610831109220,5,4,0,0,5,3,2.342857122421265,own village median: at least 3 producers,3.25,own village median: at least 3 producers,23.26361659058675,retail times province median eligible-village wedge,11.34500713246644,retail times province median eligible-village wedge,1.740740776062012,own village median: at least 3 producers,3,own village median: at least 3 producers
2023,371525200203,3,1,0,0,3,0,2,own village median: at least 3 producers,1,nearest eligible producer village in county,14.68526403321638,retail times survey-year median eligible-village wedge,6.6375,retail times province median eligible-village wedge,2.474999904632568,own village median: at least 3 producers,4.507924961576763,retail times province median eligible-village wedge
2023,610831106203,5,2,0,0,5,2,2.017892599105835,own village median: at least 3 producers,7,same-town other eligible-village median,25.37849082609463,retail times province median eligible-village wedge,9.538683546178158,retail times province median eligible-village wedge,2.190909147262573,own village median: at least 3 producers,3,nearest eligible producer village in county
2023,222403203203,6,1,1,2,7,2,2.821428537368774,own village median: at least 3 producers,4,nearest eligible producer village in county,14.57835233106948,retail times province median eligible-village wedge,9,nearest eligible producer village in county,2.390909194946289,own village median: at least 3 producers,1.203631686793227,retail times province median eligible-village wedge
2023,610725112207,6,4,5,7,8,4,1.870916545391083,own village median: at least 3 producers,3.375,own village median: at least 3 producers,40,own village median: at least 3 producers,10,own village median: at least 3 producers,2.746039152145386,own village median: at least 3 producers,3.5,own village median: at least 3 producers
2023,610482101225,2,1,0,4,4,3,4.74324232339859,same-town other eligible-village median,7.5,same-town other eligible-village median,22.76905546362994,retail times province median eligible-village wedge,10.5,own village median: at least 3 producers,2.099056601524353,own village median: at least 3 producers,3,own village median: at least 3 producers
2023,610523114216,0,0,0,0,2,0,3,nearest eligible producer village in county,3.954646017699115,retail times province median eligible-village wedge,27.49336506160252,retail times province median eligible-village wedge,13.47219596980389,retail times province median eligible-village wedge,1.5,nearest eligible producer village in county,10,nearest eligible producer village in county
2023,220221171307,9,2,2,1,9,4,2.91304349899292,own village median: at least 3 producers,5,same-town other eligible-village median,10,same-town other eligible-village median,8,same-town other eligible-village median,2.351351261138916,own village median: at least 3 producers,4.5,own village median: at least 3 producers
2023,610523114204,0,0,0,0,0,1,2.701388895511627,nearest eligible producer village in county,3.650442477876106,retail times province median eligible-village wedge,24.32105370834069,retail times province median eligible-village wedge,10.84866307042103,retail times province median eligible-village wedge,1.680597704648972,nearest eligible producer village in county,10,nearest eligible producer village in county
2023,610831106226,6,5,0,0,4,2,1.486044764518738,own village median: at least 3 producers,7,own village median: at least 3 producers,25.37849082609463,retail times province median eligible-village wedge,9.891968121962533,retail times province median eligible-village wedge,2.038674652576447,own village median: at least 3 producers,3,nearest eligible producer village in county
2023,220521101209,6,0,0,1,6,0,3.086706399917603,own village median: at least 3 producers,2.941176470588236,retail times province median eligible-village wedge,14.6446778648778,retail times province median eligible-village wedge,11,nearest eligible producer village in county,1.538457989692688,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,371324103243,2,0,1,1,4,2,2,nearest eligible producer village in county,3.791666666666667,nearest eligible producer village in county,22.69824249720069,retail times survey-year median eligible-village wedge,10,nearest eligible producer village in county,1.615384638309479,own village median: at least 3 producers,3.60633996926141,retail times province median eligible-village wedge
2023,611026109202,8,6,8,2,7,4,2.935620903968811,own village median: at least 3 producers,2.899999976158142,own village median: at least 3 producers,28.42307662963867,own village median: at least 3 producers,9.572349768018556,retail times province median eligible-village wedge,2.978723287582397,own village median: at least 3 producers,6.6875,own village median: at least 3 producers
2023,621027209203,8,2,1,8,8,4,3,own village median: at least 3 producers,2.799999952316284,nearest eligible producer village in county,15.59250164501772,retail times province median eligible-village wedge,12,own village median: at least 3 producers,2.822232246398926,own village median: at least 3 producers,1.5,own village median: at least 3 producers
2023,610482101216,6,3,0,6,5,1,4.755003213882446,own village median: at least 3 producers,7.5,own village median: at least 3 producers,23.15787287881135,retail times province median eligible-village wedge,12,own village median: at least 3 producers,2,own village median: at least 3 producers,3,same-town other eligible-village median
2023,611026101223,6,3,5,2,6,2,4.319444417953491,own village median: at least 3 producers,3.5,own village median: at least 3 producers,45,own village median: at least 3 producers,10.99047565957686,retail times province median eligible-village wedge,2.867647051811218,own village median: at least 3 producers,6.6875,nearest eligible producer village in county
2023,620522108214,5,1,0,0,6,4,2,own village median: at least 3 producers,4.70189487272036,retail times survey-year median eligible-village wedge,12.5328409448633,retail times province median eligible-village wedge,11.50476922651709,retail times province median eligible-village wedge,1.942307710647583,own village median: at least 3 producers,3.5,own village median: at least 3 producers
2023,610482105205,3,0,0,5,5,4,2.944444417953491,own village median: at least 3 producers,7.5,nearest eligible producer village in county,36.90157264795197,retail times province median eligible-village wedge,12,own village median: at least 3 producers,2.661891937255859,own village median: at least 3 producers,2.444444417953491,own village median: at least 3 producers
2023,620825111212,1,0,0,0,2,0,1.972032964229584,same-town other eligible-village median,8.002440685335829,retail times survey-year median eligible-village wedge,12.01934605833742,retail times province median eligible-village wedge,8,same-town other eligible-village median,4.357620477676392,same-town other eligible-village median,2.024257170242572,retail times province median eligible-village wedge
2023,370686001221,4,0,0,5,6,1,1.918173670768738,own village median: at least 3 producers,3.527934698720577,retail times province median eligible-village wedge,16.31696003690709,retail times survey-year median eligible-village wedge,12,own village median: at least 3 producers,3.125,own village median: at least 3 producers,10,same-town other eligible-village median
2023,370783100200,4,3,0,0,3,0,3.722222208976746,own village median: at least 3 producers,4,own village median: at least 3 producers,14.25321349902712,retail times survey-year median eligible-village wedge,10.16073559123582,retail times province median eligible-village wedge,2.299999952316284,own village median: at least 3 producers,4,same-town other eligible-village median
2023,611026106001,3,0,3,0,2,1,10,own village median: at least 3 producers,2.899999976158142,nearest eligible producer village in county,20,own village median: at least 3 producers,10.28141271379771,retail times province median eligible-village wedge,2.890909075737,same-town other eligible-village median,6.6875,nearest eligible producer village in county
2023,370686109204,2,2,0,2,3,1,4.070833265781403,same-town other eligible-village median,7.999517184969697,retail times province median eligible-village wedge,23.7529802961287,retail times survey-year median eligible-village wedge,15.25,same-town other eligible-village median,2,own village median: at least 3 producers,5.75,same-town other eligible-village median
2023,621022106209,4,2,5,5,5,4,2.620192289352417,own village median: at least 3 producers,3,same-town other eligible-village median,20,own village median: at least 3 producers,8,own village median: at least 3 producers,2.849999904632568,own village median: at least 3 producers,5.5,own village median: at least 3 producers
2023,371525109226,7,1,1,0,7,0,2,own village median: at least 3 producers,1,nearest eligible producer village in county,32.47075047344511,retail times survey-year median eligible-village wedge,10.16073559123582,retail times province median eligible-village wedge,1.69968056678772,own village median: at least 3 producers,8.997818223307219,retail times province median eligible-village wedge
2023,371525109222,5,2,1,1,6,0,2.970588207244873,own village median: at least 3 producers,1,nearest eligible producer village in county,17.96866992788602,retail times survey-year median eligible-village wedge,10.16073559123582,retail times province median eligible-village wedge,1.666666686534882,own village median: at least 3 producers,8.997818223307219,retail times province median eligible-village wedge
2023,220421109203,8,1,5,2,4,2,1.542334735393524,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,own village median: at least 3 producers,8.630954875879661,retail times province median eligible-village wedge,3.648484826087952,own village median: at least 3 producers,3.598858743511749,retail times province median eligible-village wedge
2023,621022206203,6,2,3,3,7,7,2.817400693893433,own village median: at least 3 producers,3,nearest eligible producer village in county,15,own village median: at least 3 producers,10,own village median: at least 3 producers,2.5,own village median: at least 3 producers,2.923255920410156,own village median: at least 3 producers
2023,370783004205,5,0,0,0,5,1,3.440000057220459,own village median: at least 3 producers,3,nearest eligible producer village in county,17.9486560405978,retail times survey-year median eligible-village wedge,10.75796104987623,retail times province median eligible-village wedge,2,own village median: at least 3 producers,4,nearest eligible producer village in county
2023,220521101208,2,2,2,1,6,0,2.043353199958801,same-town other eligible-village median,2.941176470588236,retail times province median eligible-village wedge,14.6446778648778,retail times province median eligible-village wedge,11,nearest eligible producer village in county,1.866435468196869,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,610831109209,1,2,1,0,1,2,2.255956530570984,same-town other eligible-village median,3.375,same-town other eligible-village median,31.72311353261829,retail times province median eligible-village wedge,9.926881240908132,retail times province median eligible-village wedge,1.870370388031006,same-town other eligible-village median,3,same-town other eligible-village median
2023,220521101001,3,2,0,1,1,0,1,own village median: at least 3 producers,2.941176470588236,retail times province median eligible-village wedge,14.6446778648778,retail times province median eligible-village wedge,11,nearest eligible producer village in county,1.702446728944778,same-town other eligible-village median,3.303968980247408,retail times province median eligible-village wedge
2023,610831001222,2,3,0,1,3,1,2.25,same-town other eligible-village median,2.5,own village median: at least 3 producers,40.18261047464983,retail times province median eligible-village wedge,11.34500713246644,retail times province median eligible-village wedge,1.176470637321472,own village median: at least 3 producers,3,same-town other eligible-village median
2023,220521106206,3,1,0,2,3,0,3.222222328186035,own village median: at least 3 producers,4.285714285714286,retail times province median eligible-village wedge,13.12051709796253,retail times province median eligible-village wedge,11,same-town other eligible-village median,1.547619104385376,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,610482102215,5,1,0,4,3,1,3,own village median: at least 3 producers,5,same-town other eligible-village median,27.28187763805173,retail times province median eligible-village wedge,10,own village median: at least 3 producers,2.900000095367432,own village median: at least 3 producers,2,same-town other eligible-village median
2023,610523103208,3,1,0,0,3,1,2.5,own village median: at least 3 producers,4.307522123893805,retail times province median eligible-village wedge,23.05212916703596,retail times province median eligible-village wedge,10.04742194169059,retail times province median eligible-village wedge,2,own village median: at least 3 producers,10,same-town other eligible-village median
2023,371324202293,4,2,0,3,3,0,2,own village median: at least 3 producers,3.75,same-town other eligible-village median,17.9486560405978,retail times survey-year median eligible-village wedge,10,own village median: at least 3 producers,2.186915874481201,own village median: at least 3 producers,3.088474541149477,retail times province median eligible-village wedge
2023,610831109221,6,4,0,2,5,2,2.169055938720703,own village median: at least 3 producers,3.5,own village median: at least 3 producers,23.26361659058675,retail times province median eligible-village wedge,9.926881240908132,retail times province median eligible-village wedge,2,own village median: at least 3 producers,3,same-town other eligible-village median
2023,610482105206,3,0,0,5,4,1,4.5,own village median: at least 3 producers,5,nearest eligible producer village in county,36.90157264795197,retail times province median eligible-village wedge,12,own village median: at least 3 producers,2.019642889499664,own village median: at least 3 producers,2.444444417953491,same-town other eligible-village median
2023,610831001200,1,2,1,0,2,1,2.25,same-town other eligible-village median,4,same-town other eligible-village median,31.72311353261829,retail times province median eligible-village wedge,10.56503789210937,retail times province median eligible-village wedge,1.595309048891068,same-town other eligible-village median,3,same-town other eligible-village median
2023,610725105212,7,6,3,6,5,2,3.288461446762085,own village median: at least 3 producers,3.083333373069763,own village median: at least 3 producers,19,own village median: at least 3 producers,10,own village median: at least 3 producers,2.28947377204895,own village median: at least 3 producers,3,same-town other eligible-village median
2023,621126106221,6,0,1,5,5,0,1,own village median: at least 3 producers,5.015354530901718,retail times survey-year median eligible-village wedge,11.94444465637207,nearest eligible producer village in county,12,own village median: at least 3 producers,1.899999976158142,own village median: at least 3 producers,2.343876723438767,retail times province median eligible-village wedge
2023,220822102204,8,3,3,4,9,0,5.956773281097412,own village median: at least 3 producers,8,own village median: at least 3 producers,15,own village median: at least 3 producers,7.269999980926514,own village median: at least 3 producers,2.666666746139526,own village median: at least 3 producers,5,nearest eligible producer village in county
2023,621126108205,5,0,4,1,5,0,1.5,own village median: at least 3 producers,5.454198052355617,retail times survey-year median eligible-village wedge,15.75,own village median: at least 3 producers,9,same-town other eligible-village median,2.754716873168945,own village median: at least 3 producers,2.216028902160289,retail times province median eligible-village wedge
2023,621027209201,4,0,0,4,6,2,2.052903294563293,own village median: at least 3 producers,2.799999952316284,nearest eligible producer village in county,15.59250164501772,retail times province median eligible-village wedge,12.5,own village median: at least 3 producers,2.329734206199646,own village median: at least 3 producers,1.5,same-town other eligible-village median
2023,621022101001,7,0,0,1,7,4,4.03062629699707,own village median: at least 3 producers,3,nearest eligible producer village in county,15.23999996185303,nearest eligible producer village in county,9.833333253860474,nearest eligible producer village in county,2.476190567016602,own village median: at least 3 producers,3.107142806053162,own village median: at least 3 producers
2023,610725112204,5,7,5,3,7,3,1.9375,own village median: at least 3 producers,3.8125,own village median: at least 3 producers,29.09090995788574,own village median: at least 3 producers,10.60000038146973,own village median: at least 3 producers,1.966292142868042,own village median: at least 3 producers,2.5,own village median: at least 3 producers
2023,620522113204,2,0,0,1,0,0,2.826041400432587,same-town other eligible-village median,6.582652821808504,retail times survey-year median eligible-village wedge,12.88587871795804,retail times province median eligible-village wedge,11.09803831823259,retail times province median eligible-village wedge,2.684285700321198,same-town other eligible-village median,2.926470637321472,same-town other eligible-village median
2023,371324103253,2,1,0,0,2,0,5.833181619644165,nearest eligible producer village in county,3.791666666666667,nearest eligible producer village in county,16.31696003690709,retail times survey-year median eligible-village wedge,11.16666666666667,nearest eligible producer village in county,2.090301066637039,same-town other eligible-village median,8.114264930838173,retail times province median eligible-village wedge
2023,220521106200,6,1,0,2,5,0,2.961538434028625,own village median: at least 3 producers,4.285714285714286,retail times province median eligible-village wedge,13.12051709796253,retail times province median eligible-village wedge,11,same-town other eligible-village median,2.647058725357056,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,220421102210,6,3,0,1,7,0,2.048625409603119,own village median: at least 3 producers,5,own village median: at least 3 producers,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,1.791808843612671,own village median: at least 3 producers,2.822151568655332,retail times province median eligible-village wedge
2023,370783100204,4,0,1,2,5,3,2.068271577358246,own village median: at least 3 producers,3.5,same-town other eligible-village median,14.25321349902712,retail times survey-year median eligible-village wedge,9.314007625299499,retail times province median eligible-village wedge,2,own village median: at least 3 producers,4,own village median: at least 3 producers
2023,620825111202,4,0,1,1,2,0,1.867142796516418,own village median: at least 3 producers,5.266122257446804,retail times survey-year median eligible-village wedge,16.23973756235808,retail times province median eligible-village wedge,8,same-town other eligible-village median,4.357620477676392,same-town other eligible-village median,2.024257170242572,retail times province median eligible-village wedge
2023,370783006272,5,0,0,0,7,1,2.200000047683716,own village median: at least 3 producers,3,nearest eligible producer village in county,25.83394946698666,retail times survey-year median eligible-village wedge,11.79774299204603,retail times province median eligible-village wedge,1.853658556938171,own village median: at least 3 producers,4,nearest eligible producer village in county
2023,220521105207,2,1,1,0,1,1,1.827531635761261,same-town other eligible-village median,4.726890756302521,retail times province median eligible-village wedge,12.60715746628611,retail times province median eligible-village wedge,11,nearest eligible producer village in county,2.031372547149658,same-town other eligible-village median,3.303968980247408,retail times province median eligible-village wedge
2023,621027101201,6,0,0,7,4,1,2.509065866470337,own village median: at least 3 producers,2.799999952316284,nearest eligible producer village in county,12.72868749839387,retail times province median eligible-village wedge,10,own village median: at least 3 producers,1.912605583667755,own village median: at least 3 producers,1.5,nearest eligible producer village in county
2023,620825111210,7,0,0,6,8,2,2.076923131942749,own village median: at least 3 producers,3.60478606908561,retail times survey-year median eligible-village wedge,13.41543537760016,retail times province median eligible-village wedge,8,own village median: at least 3 producers,4.357620477676392,own village median: at least 3 producers,2.024257170242572,retail times province median eligible-village wedge
2023,620825114202,4,1,0,1,5,0,2.445424199104309,own village median: at least 3 producers,6.802074582535454,retail times survey-year median eligible-village wedge,13.41543537760016,retail times province median eligible-village wedge,8,nearest eligible producer village in county,6.57608699798584,own village median: at least 3 producers,3.356005308560054,retail times province median eligible-village wedge
2023,610725102002,4,3,3,4,4,0,4.109980463981628,own village median: at least 3 producers,2.279999971389771,own village median: at least 3 producers,12,own village median: at least 3 producers,11,own village median: at least 3 producers,2.358771920204163,own village median: at least 3 producers,4.142857193946838,same-town other eligible-village median
2023,621126106202,6,1,1,2,4,1,2.350000023841858,own village median: at least 3 producers,5.015354530901718,retail times survey-year median eligible-village wedge,11.94444465637207,nearest eligible producer village in county,12,same-town other eligible-village median,4.075000047683716,own village median: at least 3 producers,2.343876723438767,retail times province median eligible-village wedge
2023,620522115206,8,1,0,2,9,5,1.806565642356873,own village median: at least 3 producers,5.95573350544579,retail times survey-year median eligible-village wedge,14.12151092378964,retail times province median eligible-village wedge,8.536952552486611,retail times province median eligible-village wedge,2.519053936004639,own village median: at least 3 producers,5,own village median: at least 3 producers
2023,620522108201,0,0,1,0,2,1,3.458877325057983,same-town other eligible-village median,4.70189487272036,retail times survey-year median eligible-village wedge,13.5331146352984,retail times province median eligible-village wedge,9.988234486409334,retail times province median eligible-village wedge,2.383670210838318,same-town other eligible-village median,3.25,same-town other eligible-village median
2023,220421109206,10,0,0,1,9,2,2.242307662963867,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,same-town other eligible-village median,8.630954875879661,retail times province median eligible-village wedge,2.230769157409668,own village median: at least 3 producers,3.598858743511749,retail times province median eligible-village wedge
2023,610523107209,5,1,0,0,4,1,2,own village median: at least 3 producers,3.991150442477876,retail times province median eligible-village wedge,22.84064174348517,retail times province median eligible-village wedge,9.118549482719898,retail times province median eligible-village wedge,1.75,own village median: at least 3 producers,10,nearest eligible producer village in county
2023,610482102263,3,1,0,4,4,3,2.5,own village median: at least 3 producers,5,same-town other eligible-village median,31.0176422908192,retail times province median eligible-village wedge,10.5,own village median: at least 3 producers,2.232700943946838,own village median: at least 3 producers,2,own village median: at least 3 producers
2023,621027101207,2,1,0,2,3,2,2.820376396179199,same-town other eligible-village median,2.799999952316284,nearest eligible producer village in county,11.92426036148934,retail times province median eligible-village wedge,11.25,same-town other eligible-village median,2.089999914169312,own village median: at least 3 producers,1.5,nearest eligible producer village in county
2023,370686001219,3,0,1,3,2,1,2,own village median: at least 3 producers,4.066094229033885,retail times province median eligible-village wedge,16.31696003690709,retail times survey-year median eligible-village wedge,12,own village median: at least 3 producers,3.36684787273407,same-town other eligible-village median,10,same-town other eligible-village median
2023,620825113217,0,0,0,4,2,0,2.103965997695923,same-town other eligible-village median,3.687760684486557,retail times survey-year median eligible-village wedge,11.61073455026052,retail times province median eligible-village wedge,7.25,own village median: at least 3 producers,3.823297023773193,same-town other eligible-village median,2.311435523114356,retail times province median eligible-village wedge
2023,611026109207,4,1,3,1,4,1,2.339315533638,own village median: at least 3 producers,2.899999976158142,same-town other eligible-village median,25,own village median: at least 3 producers,9.21781829512898,retail times province median eligible-village wedge,2.485294103622437,own village median: at least 3 producers,6.926607131958008,same-town other eligible-village median
2023,370686110231,1,0,0,2,1,1,4.817708253860474,same-town other eligible-village median,6.072980810827264,retail times province median eligible-village wedge,19.80484015689818,retail times survey-year median eligible-village wedge,12,same-town other eligible-village median,2.608797311782837,same-town other eligible-village median,6.5,same-town other eligible-village median
