obs_id,province,provincechn,year,population_10k,m,m_consumption_real,pgdp_nominal,monetary_deflator,food_price_index_2023,covered_food_exp_split,nonfood_exp_split,covered_daily_kcal_split,x_grain,p_grain_model,x_oil,p_oil_model,x_vegfruit,p_vegfruit_model,x_pork,p_pork_model,x_aquatic,p_aquatic_model,x_othermeat,p_othermeat_model,x_dairyegg,p_dairyegg_model,x_nonfood,p_nonfood_model
12_2023,12.0,天津,2023,1364,106389.49360985932,30260.014654929622,106389.49360985932,1.0,100.0,2100.3428400238963,104289.15076983543,1282.9030190102505,0.3017694690540021,788.9353543842642,0.09093333591369862,5585.000022553961,0.065562965456863,7826.720397252748,0.0921996926531507,3273.6312989881085,0.01739898940342466,8376.127019053067,0.025533082226506847,10349.35273855407,0.04805397479747945,2693.757093916584,1042.8915076983542,100.0
13_2015,13.0,河北,2015,7345,41385.40060138314,14982.504500615893,35994.0,0.8697269925374854,79.32314018929398,2026.3486677966443,39359.051933586496,1374.1680759774079,0.40449459318559416,902.7616041087346,0.11976409820958904,6084.907513279655,0.048519723864041096,9088.837861622536,0.06234689737800002,3156.76889863347,0.005507302253424658,9672.229535029874,0.012945729824739726,10084.326328583948,0.03350569327331507,3307.304003235574,436.06675400692245,90.25923570628748
13_2016,13.0,河北,2016,7375,43177.87311866376,15900.96311488997,38116.25615763547,0.8827728974255475,81.7028343949728,1969.2758579864224,41208.597260677336,1393.5107314094357,0.4016523763961287,858.7121859742944,0.12477416668767125,5779.784017431819,0.052650490066534245,7342.772358812132,0.06118588820367125,3458.9629413147272,0.006193497461643836,9408.578112931866,0.014389335600410958,9319.18122816225,0.03590961128865753,3135.5176388594946,452.25875470982,91.11730139335336
13_2017,13.0,河北,2017,7409,44727.854305322144,16657.34524256532,40155.77467892951,0.897780036681782,80.64069754783814,1891.9249609393069,42835.929344382836,1335.5622277676812,0.38372460963089516,863.3142682485955,0.1147937995109589,5667.74599814619,0.05121521958650685,8176.17981029197,0.061804839888986315,3061.7857794781285,0.00592975350410959,10562.359495790817,0.013752172351315067,9651.663193690465,0.03656071941106849,2918.060314702304,457.6761420210412,93.59441188090922
13_2018,13.0,河北,2018,7426,45059.778272231524,17199.816914139366,41424.65985547979,0.9193267575621448,82.41479289389058,1885.8498199087778,43173.92845232275,1379.7647366467029,0.4023691902445706,841.2166507484621,0.09414909638630138,5436.577609160692,0.05612028999183562,8958.743811591361,0.07975325500052056,2593.432932923401,0.006112705782191781,10458.71163082245,0.015297058856123287,9739.68041775341,0.036080772061808215,3131.855866369739,450.1744062191366,95.90489342769628
13_2019,13.0,河北,2019,7447,45602.80628930552,17438.933513175827,43181.596442932285,0.9469065602890092,88.67831715382626,2029.1734766371967,43573.63281266832,1458.6027177055523,0.44245091236066636,761.3808522055897,0.09374599167534246,4838.281822188565,0.060679880166945206,10584.99193176981,0.06896153108687672,3664.434339768811,0.007706637423972604,8997.108269565017,0.015884706679904107,9797.232035255436,0.03987169945906849,2978.695290943126,448.13892315341656,97.23242182592396
13_2020,13.0,河北,2020,7464,44923.62807182146,16775.443657228352,43431.78617398824,0.9667915980550782,96.12729579474768,2014.7133729529567,42908.9146988685,1621.467790063429,0.4975118365019062,702.3670685013428,0.1080094741890411,4517.839237815699,0.06503538404054793,7424.44170346328,0.06517067995158905,5149.178035024495,0.007893112051369864,8298.312494587453,0.02022862117989041,9095.410703722353,0.04688478711736986,2333.2519953548913,442.6801099015134,96.92984559079194
13_2021,13.0,河北,2021,7448,49398.523732075315,18192.32541186648,48235.65847749975,0.976459514035629,96.89631416110564,2247.873871255092,47150.649860820224,1816.2776937612111,0.5344767167436192,752.3583330901166,0.11946945205479452,4954.477118688733,0.07265922054794521,6928.879108975324,0.10074575342465755,3326.8477800583096,0.008727945205479454,10509.698793814581,0.021592405479452056,8615.797952965777,0.05046735342465754,2723.9505158451343,481.24868487049315,97.97564407580406
13_2022,13.0,河北,2022,7420,49690.54797405241,18378.75487938151,49394.18287679166,0.9940357852882704,99.90009990009992,2262.732490007259,47427.81548404515,1863.4844292345597,0.5579191238601565,757.937193201654,0.10834809002876712,5173.799199927134,0.073024749451863,7560.623655359686,0.10897668651673977,2860.3943659419842,0.009169541827397262,9315.501773427755,0.021719411196465754,8548.263453670736,0.05258461173589041,2745.71758885005,478.1114525016185,99.19824182392829
13_2023,13.0,河北,2023,7393,51577.99090960883,19924.79924117339,51577.99090960883,1.0,100.0,2324.614943081702,49253.37596652713,1861.1292036344453,0.5269987324502501,767.589835104942,0.1115451541479452,5347.057800474389,0.07511302484430137,7429.319917177694,0.12345803223263017,2353.8314326919185,0.010628679706849317,8536.36452313315,0.026194419223630135,8865.326404268002,0.05662655921161643,2685.440176787608,492.5337596652713,100.0
14_2015,14.0,山西,2015,3519,38053.73605908141,13286.527306876596,33593.0,0.8827779734385142,80.18252025774028,1741.0242712459037,36312.71178783551,1266.7705435031467,0.40457443564242274,959.1141097712907,0.09795682183561644,6183.480059127165,0.04203485907935616,9058.916786956783,0.04775237388271234,3057.841206710675,0.0031194330760273975,11176.235570194385,0.00800864908858904,10419.871336314043,0.029938699146849317,3412.1418395416003,396.13875904011405,91.66664699971555
14_2016,14.0,山西,2016,3514,37650.20302415917,14056.047423932956,33602.37439439322,0.8924885311463377,82.8285434262457,1649.3260419329442,36000.876982226226,1279.8289522631844,0.4137836662872771,926.6241458578943,0.09763769060136987,5768.82326587053,0.04288402143854794,7885.6287220577515,0.045355224388438364,3603.879925677981,0.0022424169315068496,10395.853568052491,0.00905335247546575,9719.612494325032,0.028958104008986296,3098.2813870982677,391.21552816248015,92.02312891648384
14_2017,14.0,山西,2017,3510,44718.12846202892,14816.16568939861,40349.431371343024,0.9023059049889476,81.17197255772079,1681.2435838818246,43036.884878147095,1303.105090972112,0.4173404089466041,942.5324434725777,0.09964196924794522,5835.927251070079,0.04426266467812329,7836.228461202568,0.04738972946868495,3144.5430595059343,0.0024703950164383565,10483.36033328751,0.009176337619438354,9730.08814792525,0.031271040508821915,3048.4246956586717,458.06967319025324,93.9527050075465
14_2018,14.0,山西,2018,3502,47626.805286273666,15496.601470723625,43747.47870318368,0.9185474112787484,82.7954120088752,1649.0457836173705,45977.75950265629,1322.7231188891485,0.4232713476156427,915.4920064893199,0.09187050602465753,5607.36269661454,0.04807865465987671,7896.315850680074,0.05426418647564385,2697.0151360225614,0.0027218076342465755,10396.936622565003,0.008624598583109589,9922.878391978502,0.032530458451397265,3274.4119031044365,481.0317909672822,95.58154027658333
14_2019,14.0,山西,2019,3497,48084.04447513255,15737.011234170865,45359.99639000923,0.9433481913832747,89.41904496958523,1722.504270838023,46361.54020429453,1349.3714445744774,0.42856244261888254,831.2553981405372,0.09119967889315067,5024.655243213653,0.05372373694978082,9083.423826220145,0.05132154909945207,3576.682950994238,0.0031313384089041102,9039.392258902959,0.009403217936575342,10000.729723040384,0.03734375838049314,3055.7091192696807,480.65095916488406,96.45573221126251
14_2020,14.0,山西,2020,3490,47831.10628169472,14740.68666881948,46429.907843176166,0.97070528893339,96.75140665709122,1731.3204766217395,46099.785805072985,1519.4061823589848,0.48987021253620483,742.7726904472592,0.10621850393835616,4570.257114873318,0.05553457785842465,7265.851562410106,0.04910700128326029,4923.295199430433,0.003260482904794521,7643.49301839286,0.012284708865575342,8884.65499405565,0.04342760379287672,2364.193215709069,473.8309072949077,97.29163947589626
14_2021,14.0,山西,2021,3480,60274.38007866939,15789.572731219196,59093.74612484118,0.9804123418227236,96.55790384377704,1791.7925986164091,58482.58748005298,1545.7745303185557,0.47635468022777105,758.3060012222279,0.10961630136986303,4982.985267469923,0.06128499452054795,6751.4557819600295,0.06397355342465753,3037.2860027855368,0.003013219178082192,10091.302745269484,0.012717031506849314,9327.43627785674,0.04592748493150685,2770.8909887574127,592.5652291105554,98.69392365096373
14_2022,14.0,山西,2022,3481,64764.16054639873,15451.37925478457,64828.989535934656,1.0010010010010009,100.80645161290325,1597.6202373267167,63166.540309072014,1384.0731108529092,0.4103578519721121,755.5346437340646,0.0968672111671233,4922.836167645627,0.053027777078589036,6880.403522789297,0.07352573181189043,2571.7386967077737,0.003176880619178083,9502.027580827616,0.011659206312575342,8947.21597936225,0.0434218964649863,2815.9418400119584,632.6372445936325,99.84638250257672
14_2023,14.0,山西,2023,3466,65315.8820168784,17441.091466302805,65315.8820168784,1.0,100.0,1603.0751205869476,63712.806896291455,1258.443449889465,0.3493339851388695,771.1569964145249,0.10038829614657534,5312.108589960856,0.05101385413653424,7544.868227238039,0.07199444673271235,2081.049021440447,0.0037254309363013703,8942.144893874029,0.012912992304260275,9368.686832460407,0.03985271954947944,2795.350994619254,637.1280689629145,100.0
15_2015,15.0,内蒙古,2015,2440,59842.079864731895,19406.46414233052,52972.0,0.8851965058657529,82.00289799855352,2699.8098261943533,57142.27003853754,1584.6143910071885,0.4812523720752793,990.9173088894279,0.09982787356849315,6384.133754197892,0.048227936149917806,12875.227188766668,0.08490025983452057,3161.0025497499964,0.005058249472602741,11753.655441387804,0.039429185499,12155.661161594538,0.033611318903780815,4687.638444821258,625.7720822483266,91.31482796936544
15_2016,15.0,内蒙古,2016,2436,62389.09672324957,19934.818241886063,55889.3297486235,0.895818863936142,84.13497334651592,2770.9865929177467,59618.11013033182,1634.2076515023548,0.4799870430393692,957.3635870784177,0.11685353907945206,6012.846523457665,0.05259012965747946,11258.709230594459,0.08312149281205482,3565.222691094727,0.005363828341780823,11221.993164306123,0.04512645204471233,11432.70676121734,0.03406134077632876,4236.125979037898,648.738796677366,91.89848123108536
15_2017,15.0,内蒙古,2017,2433,65265.01402373993,20205.257943567103,59459.54643972097,0.9110477846230564,83.54602853309031,2522.4619586726567,62742.55206506728,1572.503635421806,0.4683710741948344,939.0840181583729,0.10269542369589041,5899.7172520804015,0.0493423916280685,10504.577283907218,0.08562454120504111,3232.741890281099,0.005091115381506851,11991.461861366199,0.04140622215975342,11675.917650626965,0.03372104944580823,4066.2922472542787,665.3766364346288,94.29629570594568
15_2018,15.0,内蒙古,2018,2422,68411.30489256345,20233.169776750827,63447.83518532216,0.9274466447462716,85.46758718935138,2375.955628899125,66035.34926366432,1584.9189559853894,0.47051165959587266,889.3805111483518,0.09389672024794521,5732.0480881881,0.05200525548709589,9922.02290207536,0.1007570923592055,2754.3767688230623,0.005443629815068494,11620.942225771738,0.036282886110082194,11709.464508760067,0.03356223437742466,4100.966760255687,689.1705791923887,95.81858433517068
15_2019,15.0,内蒙古,2019,2415,69833.21780362389,20353.385371653378,66320.98154885793,0.949705364220182,91.53578587979533,2467.7020643687024,67365.51573925519,1683.5597773573916,0.5220670807271204,812.1939307487673,0.08241697449863014,5192.29329153748,0.05850048228112329,11039.324236609202,0.09823733024572606,3560.041547981581,0.00700391834520548,10728.181349921058,0.03530036385146575,11313.956547363914,0.03825373872942466,3808.4744909486676,698.1872395682966,96.48631759713722
15_2020,15.0,内蒙古,2020,2403,67697.44789804103,18704.680118562595,65514.18937162879,0.9677497661403656,97.943290891381,2438.5957528044983,65258.85214523654,1733.5456526391554,0.5323989554210984,751.3890912406684,0.09429996043972604,4506.215309222991,0.05791807763239726,9103.399809876702,0.09205023632794522,5014.3002010210375,0.006707411343835617,9261.873252321744,0.03855954284608219,11044.869740315517,0.044838642308493146,3050.8016288733206,677.4069552204452,96.33625938192452
15_2021,15.0,内蒙古,2021,2400,81807.4110619645,21030.807944926557,79881.6248500788,0.976459514035629,97.84534760048965,2429.958736514957,79377.45232544954,1730.9783463068088,0.48804059233148644,765.6373699298956,0.0936049315068493,4532.685319274712,0.05924289452054794,8532.829967134474,0.13499930958904113,3272.7340040739364,0.0066498630136986306,10518.067543419502,0.03988307808219178,11764.757801396603,0.04306850410958904,3379.037328371341,813.5085299509088,97.57421023014912
15_2022,15.0,内蒙古,2022,2401,87265.96529182668,19971.22632041661,86745.49233779988,0.9940357852882704,99.90009990009992,2185.0234717437215,85080.94182008295,1639.8750839298523,0.4711096369439398,757.1988499647744,0.08609562367397261,4882.351918580644,0.051504591042698625,8406.008717253602,0.12526880114367123,2732.1439870079803,0.006889120928767123,10319.880460465996,0.03719914975779452,11203.834485280348,0.04187061847408219,3460.2354554702542,857.5320322463082,99.21605097037964
15_2023,15.0,内蒙古,2023,2396,90869.06204953557,23917.510673831624,90869.06204953557,1.0,100.0,2486.0147313265998,88383.04731820896,1834.428535488107,0.5186264683569439,767.3324406656164,0.09135150362876714,5123.589542928971,0.06857129828832877,8229.890308899116,0.1382298581793699,2400.343343685643,0.008273907105479454,9692.870616441409,0.04276174503776711,11186.185741306628,0.04939948714739725,3346.919198574367,883.8304731820896,100.0
21_2015,21.0,辽宁,2015,4338,53128.267365063686,19659.131993442417,46482.0,0.8749014847520857,79.6118989147967,2680.970446075744,50447.296918987944,1548.488697259508,0.41764859105069924,969.6562350633349,0.14004857014520547,6430.45180820891,0.06173977620989041,10017.434177140598,0.09104450154608221,3043.7189285187414,0.014414047728767122,12254.857396393032,0.01582556775261644,12011.351464947871,0.03352329419649315,3373.854940703946,553.9550008994225,91.06749977359132
21_2016,21.0,辽宁,2016,4327,52118.08006487353,21982.40379327318,46327.75660128491,0.8888999085081192,82.0002558822406,2626.043818582512,49492.03624629102,1568.8819145205844,0.41426616837231944,936.5515729751854,0.14545809766849316,6048.552421939129,0.06270827926900001,8797.524727409274,0.09223016824356166,3397.644079343874,0.015336115656164384,10931.897110818974,0.018860316638260273,11447.493342022935,0.03558181141249315,3081.6909970865545,537.7161706697336,92.04119002902208
21_2017,21.0,辽宁,2017,4312,54083.261895562006,22037.10499868077,48747.65104249671,0.9013445072272328,80.93425255577147,2532.377497621863,51550.88439794014,1521.5771271016097,0.3953244088633664,942.5917584993201,0.14232288670273974,6203.890635210114,0.060850066238260274,8626.132648714394,0.09301983864534248,2967.0952405539615,0.01506925873150685,10856.104567655428,0.01790191608717808,11373.197138130046,0.03630018828241095,2994.403503496298,546.8585566285903,94.26730874570906
21_2018,21.0,辽宁,2018,4291,56029.519836764055,21935.650301240596,51764.447446132726,0.9238781199079136,82.7957403645542,2272.144699169477,53757.37513759458,1475.6679597320717,0.3930698120135563,891.1851413522897,0.12655614593835618,5864.367644444276,0.05765375647610958,8770.031963127973,0.09566136711369864,2267.863454650339,0.014226112209589043,10882.387516435341,0.017160668868369863,11288.301236131729,0.03350611724635616,3240.419766888099,555.9598777922024,96.69290408342584
21_2019,21.0,辽宁,2019,4277,56720.68036191972,21706.152572014405,53660.66742545215,0.9460511947857037,89.25380811298943,2306.5780640084936,54414.10229791123,1464.8485621749517,0.3932877573495306,809.2001781373909,0.11796607063972604,5254.036942929634,0.06072818366935617,9995.647458550327,0.09035126497947947,3337.659939406862,0.016027705565753426,9757.890390754372,0.017823145314972602,10780.269111328587,0.036240153568657535,3074.4140736656445,560.3973249102088,97.09914712142832
21_2020,21.0,辽宁,2020,4255,54661.78129994868,19273.29153167663,52953.95175212163,0.9687564234605606,97.19739703504548,2281.8156052765107,52379.965694672166,1611.3362131653232,0.44873616173420955,738.8235181808385,0.12850349800684932,4721.000358374223,0.06367951487446574,7756.27412440963,0.08321210354268495,4630.476521191446,0.015732816351369867,8526.008487711348,0.021878574695328765,10349.388133151733,0.043925437377753423,2363.511197736089,541.2199330026297,96.78129444359853
21_2021,21.0,辽宁,2021,4229,59282.82330697691,24331.927619999995,58062.35265418594,0.9794127441186268,97.10019963801044,2531.6549541778622,56751.16835279905,1847.2991533528448,0.4960362164024497,756.6518006303583,0.13548082191780822,5058.321155310793,0.07072312739726028,7197.2971413848745,0.13248066575342468,2899.6682179724107,0.01776760273972603,10110.581504508244,0.024419498630136986,10995.986557382528,0.04674164383561644,2774.8304644057653,577.6061890904601,98.25235502092436
21_2022,21.0,辽宁,2022,4197,59988.00392078744,22626.603999999996,59928.07584494251,0.9990009990009991,100.4016064257028,2338.6400407572078,57649.363880030236,1739.521697756225,0.45905139630439995,751.5512746857511,0.12143303718904108,5157.019638920117,0.06391974460482192,7216.966148850278,0.1386243684752055,2520.2784736544895,0.017660436041095896,10126.814604710684,0.022890331489630135,10796.02907473337,0.04618153477391781,2831.4245291732122,578.2788302174596,99.69129227565084
21_2023,21.0,辽宁,2023,4182,63092.526300878286,21756.793371426465,63092.526300878286,1.0,100.0,2417.848731840395,60674.67756903789,1776.8743399853224,0.4482158434225516,759.9246752188899,0.12459337368904108,5596.730473662376,0.06944341088241096,6995.728482061214,0.15447995678983564,2059.0583935000313,0.018806095221917812,9299.678513307083,0.02537139701879452,10574.773284020916,0.047527092968109586,2795.1427886094907,606.746775690379,100.0
22_2015,22.0,吉林,2015,2613,43446.94582772904,15684.010139717797,38128.0,0.8775760706214166,80.77389360212344,2364.802932047678,41082.14289568136,1406.2793891832882,0.3987092148527674,1055.0213464154735,0.1379359314739726,6572.574489230201,0.047668854298013694,10813.346864925383,0.07484137060586302,3163.7443690760833,0.007322811486986301,11128.114574409614,0.011662878579136986,10466.756778429291,0.02499863329490411,3270.6426140372987,451.8939797698519,90.91102058187268
22_2016,22.0,吉林,2016,2567,44441.714107003514,16307.350211518202,39625.0005951078,0.8916172877513593,83.68175377179988,2333.9893474756573,42107.72475952786,1479.3741509869787,0.42310373165795506,969.29065748658,0.14537336057260272,6164.253565174591,0.051147919737013686,9137.249128274216,0.07142625075797261,3599.3588545048774,0.0077195568609589055,10558.012837862001,0.014817050182273972,9555.20277832636,0.026099205724712325,3074.327442696993,459.1789289943389,91.70221475917724
22_2017,22.0,吉林,2017,2526,45866.58826757678,16716.71706092857,41549.770118017856,0.9058831643553812,81.92443694259208,2392.8282895162,43473.75997806058,1539.4056376122994,0.43716838805138253,946.8260913216365,0.14995125754520547,6279.628264739786,0.05361114205019178,9090.758266624418,0.07912690353961645,3139.0839637672298,0.007577370321232878,10803.907709411842,0.014894352844383563,9307.362273070063,0.027373404454136982,2959.932301214662,460.5591738120549,94.39342966122604
22_2018,22.0,吉林,2018,2484,46082.60221876873,17643.621549523294,42622.10804358155,0.924906710806844,82.90753018590318,2224.916832509529,43857.685386259196,1468.0539704009461,0.40790958573110303,929.1605134139609,0.13243978243972604,6079.120437998567,0.049791671602506846,9511.087032199883,0.09497358592964385,2699.695002924111,0.0082751851260274,10490.232266466084,0.014496458160726026,9521.780790335935,0.026140716210739726,3288.8393409608816,453.6880041575968,96.669263864919
22_2019,22.0,吉林,2019,2448,45979.20971166362,17476.43133150355,43802.27400851028,0.9526539121310492,90.7008380233781,2306.690607906768,43672.51910375685,1508.0554322512478,0.43229463694748677,832.6002870060607,0.12759311614931507,5383.749694953511,0.054934940876863014,11365.155894821823,0.08421353144358906,3522.1908396849694,0.010287932413698632,9395.805036549007,0.01616067924217808,9592.799107260651,0.02854287905249315,3054.4471720541114,448.33423805366255,97.41062670866005
22_2020,22.0,吉林,2020,2399,46713.11439317534,15999.756751778892,45524.96409149684,0.9745649521100634,98.86391344548214,2206.1096339436344,44507.004759231706,1632.717229914035,0.4843589980022914,758.4819051773784,0.1376674947,4897.878653177536,0.05795575703265753,8120.977246000187,0.07167968173800002,4864.8313310317335,0.01064841733150685,8407.213844229589,0.019631531619410957,8904.376487108833,0.03441673453315068,2346.428273808922,458.90270046617536,96.98571116277886
22_2021,22.0,吉林,2021,2375,50345.07222918277,17897.569105917315,49358.93016344725,0.9804123418227236,98.27072996480926,2449.5838815915863,47895.488347591185,1746.81965158954,0.48004496826052323,786.9472448276009,0.15272383561643837,5283.618631415526,0.06031112602739726,7844.316527198908,0.11485015890410961,3444.5581585712657,0.01028650684931507,10657.452317636826,0.02014542739726027,9397.42711670352,0.03504780273972603,2774.169819550213,488.62291642599695,98.02137136325874
