T1,wave,total_禽肉,ratio_禽肉
32,2006,150.0,0.0
32,2006,750.0,1.0
32,2006,150.0,1.0
32,2006,25.0,1.0
32,2006,410.0,0.73170733
32,2006,630.0,0.79365081
32,2006,600.0,1.0
32,2006,350.0,1.0
32,2006,400.0,0.0
32,2006,340.0,0.94117647
32,2006,250.0,0.40000001
32,2006,210.0,1.0
32,2006,336.0,1.0
32,2006,350.0,1.0
32,2006,630.0,1.0
32,2006,400.0,1.0
32,2006,400.0,1.0
32,2006,200.0,0.0
32,2006,370.0,1.0
32,2006,100.0,0.0
32,2006,550.0,0.90909094
32,2006,150.0,0.0
32,2006,300.0,1.0
32,2006,100.0,0.0
32,2006,100.0,0.0
32,2006,290.0,1.0
32,2006,200.0,0.5
32,2006,150.0,0.0
32,2006,420.0,0.59523809
32,2006,805.0,0.75155282
32,2006,80.0,1.0
32,2006,650.0,0.53846157
32,2006,350.0,1.0
32,2006,100.0,1.0
32,2006,1050.0,1.0
32,2006,300.0,1.0
32,2006,300.0,1.0
32,2006,400.0,1.0
32,2006,150.0,1.0
32,2006,300.0,1.0
32,2006,300.0,1.0
32,2006,150.0,1.0
32,2006,980.0,1.0
32,2006,700.0,0.0
32,2006,60.0,1.0
32,2006,460.0,1.0
32,2006,700.0,0.14285715
32,2006,400.0,1.0
32,2006,150.0,1.0
32,2006,300.0,0.33333334
32,2006,130.0,1.0
32,2006,200.0,1.0
32,2006,75.0,0.0
32,2006,300.0,1.0
32,2006,100.0,1.0
32,2006,300.0,1.0
32,2006,450.0,0.66666669
32,2006,50.0,0.0
32,2006,500.0,0.80000001
32,2006,100.0,1.0
32,2006,80.0,0.0
32,2006,450.0,1.0
32,2006,60.0,0.0
32,2006,100.0,1.0
32,2006,300.0,1.0
32,2006,100.0,0.0
32,2006,500.0,0.40000001
32,2006,80.0,1.0
32,2006,25.0,1.0
32,2006,500.0,1.0
32,2006,230.0,0.65217394
32,2006,2020.0,0.65346533
32,2006,845.0,0.094674557
32,2006,465.0,1.0
32,2006,625.0,1.0
32,2006,700.0,0.64285713
32,2006,230.0,1.0
32,2006,100.0,0.0
32,2006,350.0,0.5714286
32,2006,300.0,1.0
32,2006,200.0,1.0
32,2006,470.0,1.0
32,2006,200.0,1.0
32,2006,380.0,1.0
32,2006,740.0,1.0
32,2006,380.0,1.0
37,2006,70.0,1.0
37,2006,590.0,1.0
37,2006,100.0,1.0
37,2006,80.0,1.0
37,2006,150.0,1.0
37,2006,150.0,1.0
37,2006,180.0,1.0
37,2006,550.0,1.0
37,2006,200.0,1.0
37,2006,630.0,1.0
37,2006,175.0,0.5714286
37,2006,150.0,1.0
37,2006,270.0,1.0
37,2006,50.0,1.0
37,2006,150.0,1.0
37,2006,160.0,1.0
37,2006,450.0,1.0
37,2006,350.0,1.0
37,2006,60.0,1.0
37,2006,150.0,1.0
37,2006,300.0,1.0
37,2006,200.0,1.0
37,2006,195.0,0.35897437
37,2006,420.0,0.42857143
37,2006,600.0,1.0
37,2006,200.0,1.0
37,2006,75.0,1.0
37,2006,200.0,0.0
37,2006,600.0,1.0
37,2006,100.0,1.0
37,2006,130.0,0.76923078
37,2006,250.0,1.0
37,2006,270.0,1.0
37,2006,50.0,0.0
37,2006,300.0,1.0
37,2006,100.0,1.0
37,2006,270.0,1.0
37,2006,200.0,1.0
37,2006,260.0,1.0
37,2006,300.0,1.0
37,2006,280.0,0.35714287
37,2006,120.0,1.0
37,2006,275.0,1.0
37,2006,150.0,1.0
37,2006,200.0,1.0
37,2006,125.0,1.0
37,2006,360.0,1.0
37,2006,100.0,0.0
37,2006,330.0,0.66666669
37,2006,100.0,1.0
37,2006,170.0,1.0
37,2006,400.0,0.0
37,2006,560.0,1.0
41,2006,300.0,1.0
41,2006,2000.0,1.0
41,2006,100.0,1.0
41,2006,100.0,0.0
41,2006,200.0,1.0
41,2006,385.0,0.48051947
41,2006,300.0,1.0
41,2006,150.0,1.0
41,2006,30.0,0.0
41,2006,150.0,1.0
41,2006,160.0,1.0
41,2006,250.0,0.0
41,2006,25.0,1.0
41,2006,250.0,1.0
41,2006,160.0,1.0
41,2006,230.0,1.0
41,2006,50.0,0.0
41,2006,100.0,1.0
41,2006,250.0,1.0
41,2006,200.0,1.0
41,2006,30.0,1.0
41,2006,250.0,1.0
41,2006,260.0,1.0
41,2006,200.0,1.0
41,2006,200.0,1.0
41,2006,100.0,0.0
41,2006,150.0,1.0
41,2006,250.0,1.0
41,2006,300.0,1.0
41,2006,370.0,0.1891892
42,2006,150.0,1.0
42,2006,200.0,1.0
42,2006,130.0,1.0
42,2006,650.0,0.30769232
42,2006,70.0,0.0
42,2006,590.0,0.74576271
42,2006,400.0,0.0
42,2006,130.0,0.61538464
42,2006,450.0,1.0
42,2006,60.0,0.0
42,2006,400.0,0.5
42,2006,400.0,0.875
42,2006,800.0,0.375
42,2006,100.0,1.0
42,2006,220.0,1.0
42,2006,300.0,1.0
42,2006,150.0,0.33333334
42,2006,100.0,1.0
42,2006,200.0,1.0
42,2006,150.0,1.0
42,2006,805.0,0.90062112
42,2006,220.0,1.0
42,2006,100.0,1.0
42,2006,400.0,1.0
42,2006,350.0,1.0
42,2006,20.0,1.0
42,2006,230.0,1.0
42,2006,50.0,1.0
42,2006,270.0,0.0
42,2006,550.0,1.0
42,2006,300.0,1.0
42,2006,200.0,1.0
42,2006,50.0,1.0
42,2006,200.0,1.0
42,2006,200.0,1.0
42,2006,150.0,0.0
42,2006,300.0,1.0
42,2006,50.0,1.0
42,2006,450.0,1.0
42,2006,150.0,1.0
42,2006,850.0,1.0
42,2006,130.0,1.0
42,2006,650.0,0.46153846
42,2006,90.0,1.0
42,2006,150.0,1.0
42,2006,200.0,1.0
42,2006,430.0,1.0
42,2006,185.0,1.0
42,2006,250.0,1.0
42,2006,200.0,1.0
42,2006,800.0,1.0
42,2006,800.0,0.5
43,2006,350.0,1.0
43,2006,88.0,1.0
43,2006,50.0,0.0
43,2006,550.0,1.0
43,2006,50.0,1.0
43,2006,200.0,0.0
43,2006,200.0,1.0
43,2006,240.0,1.0
43,2006,100.0,0.0
43,2006,450.0,0.0
43,2006,130.0,0.0
43,2006,550.0,0.36363637
43,2006,200.0,0.0
43,2006,150.0,0.0
43,2006,350.0,1.0
43,2006,200.0,0.0
43,2006,220.0,0.0
43,2006,150.0,1.0
43,2006,50.0,1.0
43,2006,220.0,1.0
43,2006,450.0,1.0
43,2006,1070.0,0.57943922
43,2006,100.0,1.0
43,2006,200.0,0.25
43,2006,525.0,1.0
43,2006,50.0,1.0
43,2006,400.0,0.5
43,2006,620.0,1.0
43,2006,430.0,0.76744187
43,2006,100.0,1.0
43,2006,130.0,0.0
43,2006,250.0,0.0
43,2006,170.0,0.88235295
43,2006,200.0,1.0
43,2006,380.0,0.34210527
43,2006,150.0,0.0
43,2006,700.0,1.0
43,2006,40.0,0.0
43,2006,300.0,1.0
43,2006,280.0,1.0
43,2006,810.0,0.87654322
43,2006,150.0,1.0
43,2006,150.0,1.0
43,2006,150.0,1.0
43,2006,50.0,1.0
43,2006,250.0,0.2
43,2006,375.0,1.0
43,2006,150.0,0.66666669
43,2006,150.0,1.0
43,2006,30.0,0.0
43,2006,90.0,1.0
43,2006,230.0,1.0
43,2006,1020.0,0.75490195
43,2006,250.0,1.0
43,2006,50.0,1.0
43,2006,210.0,1.0
43,2006,150.0,1.0
43,2006,350.0,1.0
43,2006,100.0,1.0
43,2006,100.0,1.0
43,2006,50.0,1.0
43,2006,50.0,1.0
43,2006,110.0,0.63636363
43,2006,350.0,0.2857143
43,2006,530.0,1.0
43,2006,60.0,1.0
43,2006,400.0,1.0
43,2006,50.0,0.0
43,2006,780.0,0.85897434
43,2006,195.0,1.0
43,2006,525.0,1.0
43,2006,475.0,1.0
43,2006,310.0,1.0
43,2006,200.0,1.0
43,2006,30.0,1.0
43,2006,320.0,0.0
43,2006,610.0,0.80327868
43,2006,250.0,0.0
43,2006,150.0,1.0
43,2006,150.0,1.0
45,2006,425.0,1.0
45,2006,300.0,1.0
45,2006,100.0,1.0
45,2006,180.0,1.0
45,2006,150.0,1.0
45,2006,250.0,1.0
45,2006,225.0,1.0
45,2006,375.0,1.0
45,2006,400.0,1.0
45,2006,600.0,1.0
45,2006,400.0,1.0
45,2006,250.0,1.0
45,2006,400.0,1.0
45,2006,100.0,1.0
45,2006,300.0,1.0
45,2006,400.0,1.0
45,2006,200.0,1.0
45,2006,255.0,1.0
45,2006,50.0,1.0
45,2006,550.0,1.0
45,2006,850.0,1.0
45,2006,470.0,1.0
45,2006,50.0,1.0
45,2006,250.0,1.0
45,2006,110.0,1.0
45,2006,100.0,1.0
45,2006,1150.0,1.0
45,2006,1140.0,0.91228068
45,2006,1480.0,1.0
45,2006,100.0,1.0
45,2006,235.0,1.0
45,2006,270.0,1.0
45,2006,200.0,1.0
45,2006,259.0,1.0
45,2006,350.0,1.0
45,2006,400.0,1.0
45,2006,990.0,1.0
45,2006,400.0,0.5
45,2006,475.0,1.0
45,2006,720.0,1.0
45,2006,600.0,0.91666669
45,2006,500.0,1.0
45,2006,400.0,1.0
45,2006,400.0,1.0
45,2006,400.0,1.0
45,2006,200.0,1.0
45,2006,100.0,1.0
45,2006,820.0,1.0
45,2006,200.0,1.0
45,2006,50.0,1.0
45,2006,400.0,0.75
45,2006,150.0,1.0
45,2006,250.0,1.0
45,2006,150.0,1.0
45,2006,30.0,1.0
45,2006,583.0,1.0
45,2006,325.0,0.38461539
45,2006,583.0,1.0
45,2006,730.0,1.0
45,2006,974.0,1.0
45,2006,690.0,1.0
45,2006,650.0,1.0
45,2006,550.0,0.54545456
45,2006,500.0,1.0
45,2006,730.0,1.0
45,2006,100.0,1.0
45,2006,100.0,1.0
45,2006,350.0,1.0
45,2006,150.0,1.0
45,2006,90.0,1.0
45,2006,350.0,1.0
45,2006,100.0,1.0
45,2006,550.0,1.0
45,2006,905.0,0.88950276
45,2006,975.0,1.0
45,2006,410.0,1.0
45,2006,220.0,1.0
45,2006,900.0,0.77777779
45,2006,600.0,1.0
45,2006,150.0,1.0
45,2006,225.0,1.0
45,2006,640.0,1.0
45,2006,400.0,1.0
45,2006,220.0,1.0
45,2006,375.0,1.0
45,2006,540.0,1.0
45,2006,280.0,1.0
45,2006,800.0,1.0
45,2006,500.0,1.0
45,2006,250.0,1.0
45,2006,450.0,1.0
45,2006,480.0,1.0
45,2006,740.0,1.0
45,2006,50.0,1.0
45,2006,560.0,0.91071427
45,2006,250.0,1.0
45,2006,100.0,1.0
45,2006,120.0,1.0
45,2006,300.0,1.0
45,2006,50.0,1.0
45,2006,700.0,1.0
45,2006,470.0,1.0
45,2006,200.0,1.0
45,2006,80.0,1.0
52,2006,30.0,0.0
52,2006,30.0,0.0
52,2006,440.0,1.0
52,2006,150.0,1.0
52,2006,160.0,1.0
52,2006,200.0,1.0
52,2006,100.0,0.0
52,2006,250.0,0.80000001
52,2006,400.0,1.0
52,2006,150.0,0.0
52,2006,100.0,1.0
52,2006,60.0,1.0
52,2006,100.0,0.0
52,2006,30.0,1.0
52,2006,400.0,0.0
52,2006,100.0,1.0
52,2006,1100.0,1.0
52,2006,100.0,1.0
52,2006,50.0,1.0
52,2006,100.0,0.0
52,2006,220.0,1.0
52,2006,200.0,1.0
52,2006,150.0,1.0
52,2006,119.0,0.84033614
52,2006,400.0,1.0
52,2006,500.0,0.0
52,2006,150.0,0.0
52,2006,200.0,0.0
52,2006,300.0,1.0
52,2006,20.0,0.0
52,2006,60.0,1.0
52,2006,50.0,1.0
52,2006,50.0,0.0
52,2006,250.0,1.0
52,2006,60.0,1.0
52,2006,30.0,0.0
52,2006,200.0,0.0
52,2006,120.0,1.0
52,2006,790.0,0.0
52,2006,200.0,1.0
52,2006,100.0,1.0
52,2006,170.0,0.0
52,2006,100.0,1.0
52,2006,200.0,1.0
52,2006,350.0,1.0
52,2006,20.0,1.0
21,2009,150.0,1.0
21,2009,200.0,1.0
21,2009,100.0,0.0
21,2009,500.0,0.0
21,2009,150.0,1.0
21,2009,400.0,1.0
21,2009,40.0,1.0
21,2009,60.0,1.0
21,2009,20.0,0.0
21,2009,295.0,1.0
21,2009,50.0,1.0
21,2009,90.0,1.0
21,2009,80.0,1.0
21,2009,100.0,1.0
21,2009,200.0,0.0
21,2009,195.0,1.0
21,2009,200.0,1.0
21,2009,150.0,0.0
21,2009,50.0,0.0
21,2009,850.0,1.0
21,2009,150.0,0.0
21,2009,625.0,1.0
21,2009,750.0,0.53333336
21,2009,250.0,1.0
21,2009,100.0,1.0
21,2009,50.0,0.0
21,2009,50.0,1.0
21,2009,50.0,1.0
21,2009,250.0,1.0
21,2009,120.0,0.0
21,2009,100.0,1.0
21,2009,95.0,1.0
21,2009,15.0,1.0
21,2009,300.0,1.0
21,2009,1000.0,1.0
21,2009,300.0,0.5
21,2009,100.0,1.0
21,2009,200.0,1.0
21,2009,590.0,0.66101694
21,2009,200.0,1.0
21,2009,225.0,1.0
21,2009,150.0,1.0
21,2009,100.0,0.0
21,2009,150.0,1.0
21,2009,20.0,1.0
21,2009,150.0,1.0
21,2009,300.0,1.0
21,2009,450.0,0.0
21,2009,50.0,0.0
21,2009,100.0,1.0
21,2009,100.0,1.0
21,2009,550.0,1.0
21,2009,470.0,1.0
21,2009,100.0,0.0
21,2009,100.0,0.0
21,2009,130.0,1.0
21,2009,420.0,1.0
21,2009,450.0,1.0
21,2009,300.0,0.0
21,2009,440.0,0.31818181
21,2009,200.0,1.0
21,2009,200.0,0.0
21,2009,110.0,0.45454547
21,2009,150.0,1.0
21,2009,150.0,0.0
21,2009,100.0,1.0
21,2009,100.0,1.0
21,2009,670.0,1.0
21,2009,80.0,1.0
21,2009,100.0,0.0
21,2009,75.0,1.0
21,2009,200.0,1.0
21,2009,500.0,1.0
21,2009,250.0,1.0
21,2009,80.0,1.0
21,2009,135.0,0.0
21,2009,50.0,1.0
21,2009,400.0,1.0
23,2009,600.0,0.66666669
23,2009,150.0,0.66666669
23,2009,100.0,1.0
23,2009,300.0,1.0
23,2009,300.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,750.0,1.0
23,2009,100.0,1.0
23,2009,250.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,150.0,1.0
23,2009,400.0,0.75
23,2009,150.0,1.0
23,2009,400.0,1.0
23,2009,110.0,1.0
23,2009,50.0,1.0
23,2009,150.0,1.0
23,2009,110.0,0.0
23,2009,200.0,0.5
23,2009,100.0,1.0
23,2009,350.0,1.0
23,2009,300.0,1.0
23,2009,300.0,0.0
23,2009,200.0,0.0
23,2009,350.0,1.0
23,2009,150.0,1.0
23,2009,660.0,0.62121212
23,2009,250.0,1.0
23,2009,940.0,1.0
23,2009,100.0,1.0
23,2009,150.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,490.0,1.0
23,2009,300.0,1.0
23,2009,350.0,1.0
23,2009,250.0,1.0
23,2009,150.0,1.0
23,2009,300.0,1.0
23,2009,70.0,1.0
23,2009,50.0,0.0
23,2009,100.0,1.0
23,2009,200.0,1.0
23,2009,150.0,0.0
23,2009,200.0,1.0
23,2009,200.0,1.0
23,2009,180.0,1.0
23,2009,450.0,0.66666669
23,2009,350.0,1.0
23,2009,250.0,1.0
23,2009,100.0,1.0
23,2009,500.0,1.0
23,2009,370.0,1.0
23,2009,250.0,1.0
23,2009,150.0,0.66666669
23,2009,260.0,1.0
23,2009,200.0,1.0
23,2009,280.0,1.0
32,2009,510.0,0.80392158
32,2009,700.0,1.0
32,2009,375.0,1.0
32,2009,275.0,0.63636363
32,2009,50.0,1.0
32,2009,675.0,0.92592591
32,2009,550.0,0.81818181
32,2009,600.0,1.0
32,2009,420.0,0.40476191
32,2009,100.0,0.0
32,2009,440.0,1.0
32,2009,750.0,1.0
32,2009,600.0,1.0
32,2009,420.0,0.76190478
32,2009,300.0,1.0
32,2009,250.0,0.80000001
32,2009,50.0,1.0
32,2009,100.0,1.0
32,2009,40.0,1.0
32,2009,1170.0,0.42735043
32,2009,150.0,1.0
32,2009,310.0,0.74193549
32,2009,555.0,1.0
32,2009,100.0,1.0
32,2009,60.0,1.0
32,2009,330.0,0.30303031
32,2009,425.0,1.0
32,2009,350.0,1.0
32,2009,290.0,1.0
32,2009,300.0,1.0
32,2009,100.0,1.0
32,2009,125.0,0.80000001
32,2009,300.0,1.0
32,2009,50.0,1.0
32,2009,250.0,0.0
32,2009,730.0,0.58904111
32,2009,150.0,1.0
32,2009,700.0,0.5714286
32,2009,336.0,1.0
32,2009,100.0,1.0
32,2009,100.0,1.0
32,2009,400.0,1.0
32,2009,400.0,0.0
32,2009,100.0,0.0
32,2009,20.0,0.0
32,2009,330.0,0.75757575
32,2009,280.0,1.0
32,2009,150.0,1.0
32,2009,500.0,0.5
32,2009,300.0,1.0
32,2009,150.0,0.66666669
32,2009,75.0,1.0
32,2009,250.0,0.60000002
32,2009,200.0,1.0
32,2009,500.0,1.0
32,2009,430.0,1.0
32,2009,300.0,1.0
32,2009,500.0,1.0
32,2009,100.0,1.0
32,2009,670.0,0.77611941
32,2009,375.0,0.86666667
32,2009,1680.0,1.0
32,2009,700.0,0.85714287
32,2009,100.0,1.0
32,2009,500.0,0.0
32,2009,70.0,1.0
32,2009,250.0,0.0
32,2009,600.0,1.0
32,2009,650.0,0.0
32,2009,150.0,0.0
32,2009,250.0,0.60000002
32,2009,50.0,0.0
32,2009,200.0,1.0
32,2009,100.0,0.0
32,2009,260.0,1.0
32,2009,500.0,1.0
32,2009,60.0,0.0
32,2009,200.0,1.0
32,2009,550.0,0.0
32,2009,500.0,1.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,275.0,1.0
32,2009,200.0,0.0
32,2009,300.0,1.0
32,2009,175.0,1.0
32,2009,150.0,0.0
32,2009,100.0,0.0
32,2009,500.0,1.0
32,2009,225.0,0.0
32,2009,850.0,0.82352942
32,2009,100.0,0.0
32,2009,350.0,1.0
32,2009,170.0,0.70588237
32,2009,200.0,1.0
32,2009,250.0,1.0
32,2009,70.0,1.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,300.0,0.33333334
32,2009,250.0,0.60000002
32,2009,100.0,1.0
32,2009,730.0,0.34246576
32,2009,250.0,1.0
32,2009,260.0,1.0
32,2009,400.0,1.0
32,2009,350.0,1.0
32,2009,100.0,0.0
32,2009,830.0,0.92168677
32,2009,140.0,0.0
32,2009,115.0,0.56521738
32,2009,350.0,0.0
32,2009,200.0,0.0
32,2009,50.0,0.0
32,2009,250.0,1.0
32,2009,200.0,1.0
32,2009,150.0,1.0
32,2009,1300.0,0.88461536
32,2009,100.0,1.0
32,2009,150.0,1.0
32,2009,100.0,1.0
32,2009,620.0,0.59677422
32,2009,350.0,1.0
32,2009,500.0,0.68000001
32,2009,80.0,0.0
32,2009,250.0,1.0
32,2009,150.0,1.0
32,2009,50.0,0.0
32,2009,200.0,1.0
32,2009,370.0,1.0
32,2009,70.0,1.0
32,2009,175.0,1.0
32,2009,200.0,0.0
32,2009,100.0,1.0
32,2009,200.0,0.0
32,2009,150.0,1.0
32,2009,50.0,1.0
32,2009,450.0,1.0
32,2009,400.0,1.0
32,2009,545.0,1.0
32,2009,260.0,1.0
32,2009,40.0,1.0
32,2009,150.0,1.0
32,2009,300.0,1.0
32,2009,250.0,1.0
32,2009,250.0,1.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,580.0,0.1724138
32,2009,500.0,1.0
32,2009,50.0,1.0
32,2009,550.0,0.90909094
32,2009,150.0,0.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,50.0,1.0
32,2009,410.0,1.0
32,2009,130.0,0.76923078
32,2009,580.0,1.0
32,2009,25.0,0.0
32,2009,250.0,1.0
32,2009,250.0,0.40000001
32,2009,300.0,1.0
32,2009,250.0,0.80000001
32,2009,350.0,1.0
32,2009,150.0,0.66666669
37,2009,400.0,1.0
37,2009,300.0,1.0
37,2009,550.0,1.0
37,2009,300.0,1.0
37,2009,200.0,1.0
37,2009,200.0,1.0
37,2009,200.0,0.5
37,2009,140.0,0.0
37,2009,80.0,0.0
37,2009,160.0,0.5
37,2009,250.0,1.0
37,2009,100.0,1.0
37,2009,540.0,1.0
37,2009,90.0,1.0
37,2009,100.0,1.0
37,2009,50.0,1.0
37,2009,200.0,1.0
37,2009,400.0,1.0
37,2009,200.0,1.0
37,2009,100.0,1.0
37,2009,380.0,1.0
37,2009,100.0,1.0
37,2009,200.0,1.0
37,2009,530.0,1.0
37,2009,510.0,1.0
37,2009,305.0,1.0
37,2009,130.0,1.0
37,2009,150.0,1.0
37,2009,70.0,1.0
37,2009,90.0,1.0
37,2009,385.0,0.37662336
37,2009,300.0,1.0
37,2009,340.0,1.0
37,2009,200.0,1.0
37,2009,180.0,1.0
37,2009,100.0,1.0
37,2009,130.0,1.0
37,2009,150.0,1.0
37,2009,189.0,1.0
37,2009,70.0,1.0
37,2009,170.0,1.0
37,2009,100.0,1.0
37,2009,20.0,0.0
37,2009,150.0,1.0
37,2009,440.0,1.0
37,2009,100.0,1.0
37,2009,150.0,1.0
37,2009,200.0,1.0
37,2009,600.0,1.0
37,2009,180.0,1.0
37,2009,50.0,1.0
37,2009,500.0,1.0
37,2009,600.0,1.0
37,2009,100.0,1.0
37,2009,350.0,1.0
37,2009,100.0,1.0
37,2009,450.0,1.0
37,2009,150.0,1.0
37,2009,200.0,0.0
37,2009,100.0,1.0
37,2009,200.0,1.0
37,2009,390.0,1.0
37,2009,160.0,1.0
37,2009,200.0,1.0
37,2009,530.0,1.0
37,2009,105.0,1.0
37,2009,261.0,1.0
37,2009,50.0,1.0
37,2009,100.0,1.0
37,2009,380.0,1.0
37,2009,300.0,1.0
37,2009,295.0,1.0
37,2009,150.0,1.0
37,2009,100.0,1.0
37,2009,600.0,1.0
37,2009,300.0,1.0
37,2009,300.0,1.0
37,2009,100.0,1.0
37,2009,290.0,1.0
37,2009,600.0,1.0
37,2009,150.0,1.0
37,2009,100.0,1.0
37,2009,300.0,1.0
37,2009,100.0,1.0
37,2009,200.0,0.0
37,2009,80.0,1.0
37,2009,100.0,1.0
37,2009,300.0,1.0
37,2009,200.0,1.0
37,2009,150.0,0.0
37,2009,90.0,1.0
37,2009,130.0,1.0
41,2009,50.0,0.0
41,2009,100.0,1.0
41,2009,100.0,1.0
41,2009,60.0,1.0
41,2009,150.0,1.0
41,2009,130.0,1.0
41,2009,300.0,1.0
41,2009,300.0,1.0
41,2009,50.0,0.0
41,2009,250.0,1.0
41,2009,200.0,1.0
41,2009,70.0,1.0
41,2009,200.0,0.0
41,2009,400.0,0.375
41,2009,100.0,1.0
41,2009,150.0,1.0
41,2009,340.0,1.0
41,2009,460.0,0.67391306
41,2009,420.0,1.0
41,2009,1100.0,1.0
41,2009,305.0,1.0
41,2009,1450.0,1.0
41,2009,100.0,1.0
41,2009,300.0,0.0
41,2009,10.0,0.0
41,2009,400.0,0.5
41,2009,420.0,1.0
41,2009,200.0,1.0
41,2009,680.0,1.0
41,2009,205.0,1.0
41,2009,200.0,1.0
41,2009,150.0,1.0
41,2009,150.0,1.0
41,2009,200.0,1.0
41,2009,550.0,1.0
41,2009,30.0,0.0
41,2009,340.0,1.0
41,2009,300.0,1.0
41,2009,250.0,1.0
41,2009,350.0,1.0
41,2009,10.0,0.0
41,2009,260.0,1.0
42,2009,200.0,0.0
42,2009,100.0,1.0
42,2009,200.0,1.0
