T1,wave,total_猪肉,ratio_猪肉
32,2009,900.0,0.8888889
32,2009,450.0,0.0
32,2009,400.0,0.5
32,2009,390.0,1.0
32,2009,310.0,1.0
32,2009,200.0,1.0
32,2009,100.0,0.5
32,2009,890.0,1.0
32,2009,465.0,0.8924731
32,2009,415.0,0.24096386
32,2009,440.0,0.68181819
32,2009,65.0,1.0
32,2009,960.0,0.73958331
32,2009,820.0,0.0
32,2009,100.0,1.0
32,2009,450.0,0.55555558
32,2009,600.0,1.0
32,2009,500.0,1.0
32,2009,810.0,0.75308645
32,2009,490.0,1.0
32,2009,275.0,1.0
32,2009,100.0,0.5
37,2009,1200.0,1.0
37,2009,350.0,1.0
37,2009,1825.0,0.96712327
37,2009,1400.0,1.0
37,2009,150.0,1.0
37,2009,300.0,1.0
37,2009,540.0,1.0
37,2009,460.0,0.73913044
37,2009,550.0,1.0
37,2009,660.0,0.77272725
37,2009,85.0,1.0
37,2009,442.0,0.75113124
37,2009,895.0,0.70391059
37,2009,260.0,1.0
37,2009,380.0,1.0
37,2009,510.0,0.91176468
37,2009,47.0,1.0
37,2009,470.0,1.0
37,2009,300.0,1.0
37,2009,530.0,1.0
37,2009,350.0,1.0
37,2009,933.0,1.0
37,2009,355.0,1.0
37,2009,160.0,1.0
37,2009,20.0,1.0
37,2009,100.0,1.0
37,2009,700.0,1.0
37,2009,350.0,1.0
37,2009,390.0,1.0
37,2009,200.0,1.0
37,2009,40.0,1.0
37,2009,270.0,1.0
37,2009,2006.0,1.0
37,2009,100.0,1.0
37,2009,60.0,1.0
37,2009,1610.0,1.0
37,2009,635.0,1.0
37,2009,345.0,1.0
37,2009,380.0,1.0
37,2009,365.0,0.69863015
37,2009,1000.0,1.0
37,2009,600.0,1.0
37,2009,320.0,1.0
37,2009,530.0,1.0
37,2009,400.0,1.0
37,2009,1505.0,0.95681065
37,2009,100.0,1.0
37,2009,50.0,1.0
37,2009,89.0,1.0
37,2009,360.0,1.0
37,2009,570.0,1.0
37,2009,600.0,1.0
37,2009,833.0,1.0
37,2009,870.0,0.86206895
37,2009,400.0,1.0
37,2009,150.0,1.0
37,2009,1120.0,1.0
37,2009,270.0,1.0
37,2009,650.0,1.0
37,2009,545.0,0.90825689
37,2009,865.0,0.92485547
37,2009,1190.0,1.0
37,2009,590.0,0.48305085
37,2009,755.0,1.0
37,2009,730.0,0.92465752
37,2009,360.0,1.0
37,2009,645.0,1.0
37,2009,500.0,1.0
37,2009,1440.0,1.0
37,2009,25.0,0.60000002
37,2009,700.0,1.0
37,2009,20.0,1.0
37,2009,680.0,0.80882353
37,2009,2121.0,1.0
37,2009,120.0,1.0
37,2009,920.0,0.98913044
37,2009,280.0,1.0
37,2009,493.0,1.0
37,2009,525.0,1.0
37,2009,300.0,1.0
37,2009,450.0,1.0
37,2009,1385.0,0.88447654
37,2009,75.0,0.86666667
37,2009,215.0,1.0
37,2009,170.0,1.0
37,2009,814.0,1.0
37,2009,1300.0,1.0
37,2009,711.0,1.0
37,2009,270.0,1.0
37,2009,80.0,1.0
37,2009,295.0,1.0
37,2009,40.0,1.0
37,2009,670.0,1.0
37,2009,180.0,1.0
37,2009,275.0,1.0
37,2009,190.0,1.0
37,2009,150.0,1.0
37,2009,50.0,1.0
37,2009,750.0,1.0
37,2009,1090.0,1.0
37,2009,120.0,1.0
37,2009,190.0,1.0
37,2009,90.0,1.0
37,2009,100.0,1.0
37,2009,120.0,1.0
37,2009,270.0,1.0
37,2009,120.0,1.0
37,2009,200.0,1.0
37,2009,270.0,0.8888889
37,2009,100.0,1.0
37,2009,200.0,1.0
37,2009,320.0,1.0
37,2009,951.0,1.0
37,2009,910.0,1.0
37,2009,370.0,1.0
37,2009,295.0,1.0
37,2009,80.0,1.0
37,2009,1352.0,0.65976334
37,2009,100.0,1.0
37,2009,12.0,1.0
37,2009,320.0,1.0
37,2009,600.0,1.0
37,2009,328.0,1.0
37,2009,590.0,1.0
37,2009,510.0,1.0
37,2009,20.0,1.0
37,2009,50.0,1.0
37,2009,400.0,1.0
37,2009,670.0,0.40298507
37,2009,130.0,1.0
37,2009,200.0,1.0
37,2009,300.0,1.0
37,2009,790.0,1.0
37,2009,740.0,1.0
37,2009,550.0,1.0
37,2009,265.0,1.0
37,2009,210.0,1.0
37,2009,570.0,1.0
37,2009,70.0,1.0
37,2009,920.0,1.0
37,2009,870.0,1.0
37,2009,200.0,1.0
37,2009,405.0,1.0
37,2009,145.0,1.0
37,2009,850.0,1.0
37,2009,585.0,1.0
37,2009,180.0,1.0
37,2009,1260.0,0.97619045
37,2009,30.0,1.0
37,2009,1018.0,1.0
37,2009,100.0,1.0
37,2009,95.0,1.0
37,2009,90.0,1.0
37,2009,290.0,1.0
37,2009,1455.0,0.86254293
37,2009,210.0,1.0
37,2009,560.0,1.0
37,2009,135.0,1.0
37,2009,530.0,1.0
37,2009,1050.0,0.96190476
37,2009,430.0,0.96511626
37,2009,280.0,1.0
37,2009,771.0,1.0
37,2009,50.0,1.0
37,2009,230.0,1.0
37,2009,575.0,1.0
37,2009,30.0,1.0
37,2009,765.0,1.0
37,2009,330.0,0.60606062
37,2009,350.0,0.2857143
37,2009,350.0,1.0
37,2009,120.0,0.91666669
37,2009,870.0,1.0
37,2009,310.0,1.0
37,2009,300.0,1.0
37,2009,130.0,0.84615386
37,2009,600.0,1.0
37,2009,1161.0,0.98277348
37,2009,280.0,0.96428573
37,2009,746.0,1.0
37,2009,47.0,1.0
37,2009,270.0,1.0
37,2009,685.0,0.76642334
37,2009,50.0,1.0
37,2009,270.0,1.0
37,2009,740.0,1.0
37,2009,640.0,1.0
37,2009,590.0,0.91525424
37,2009,1905.0,1.0
37,2009,960.0,1.0
37,2009,50.0,1.0
37,2009,100.0,1.0
37,2009,300.0,1.0
37,2009,1090.0,1.0
37,2009,1250.0,1.0
37,2009,630.0,1.0
37,2009,1090.0,1.0
37,2009,50.0,0.0
37,2009,2022.0,1.0
37,2009,285.0,1.0
37,2009,1080.0,1.0
37,2009,870.0,1.0
37,2009,680.0,1.0
41,2009,170.0,0.0
41,2009,50.0,1.0
41,2009,220.0,1.0
41,2009,100.0,1.0
41,2009,350.0,0.71428573
41,2009,120.0,1.0
41,2009,300.0,1.0
41,2009,180.0,1.0
41,2009,375.0,0.73333335
41,2009,690.0,0.884058
41,2009,455.0,0.63736266
41,2009,600.0,1.0
41,2009,220.0,1.0
41,2009,90.0,1.0
41,2009,160.0,1.0
41,2009,220.0,1.0
41,2009,300.0,1.0
41,2009,390.0,0.92307693
41,2009,145.0,1.0
41,2009,500.0,1.0
41,2009,20.0,0.0
41,2009,380.0,1.0
41,2009,250.0,1.0
41,2009,950.0,0.42105263
41,2009,80.0,1.0
41,2009,1100.0,1.0
41,2009,50.0,1.0
41,2009,1905.0,1.0
41,2009,160.0,1.0
41,2009,175.0,1.0
41,2009,30.0,1.0
41,2009,286.0,1.0
41,2009,100.0,0.0
41,2009,180.0,1.0
41,2009,360.0,1.0
41,2009,20.0,1.0
41,2009,220.0,1.0
41,2009,150.0,1.0
41,2009,130.0,1.0
41,2009,20.0,1.0
41,2009,600.0,1.0
41,2009,1355.0,1.0
41,2009,280.0,0.42857143
41,2009,600.0,1.0
41,2009,470.0,1.0
41,2009,930.0,1.0
41,2009,1150.0,1.0
41,2009,50.0,0.0
41,2009,50.0,1.0
41,2009,200.0,1.0
41,2009,50.0,0.0
41,2009,425.0,1.0
41,2009,775.0,1.0
41,2009,325.0,1.0
41,2009,550.0,1.0
41,2009,560.0,1.0
41,2009,320.0,1.0
41,2009,130.0,1.0
41,2009,90.0,0.0
41,2009,210.0,0.0
41,2009,335.0,0.82089549
41,2009,100.0,0.0
41,2009,100.0,1.0
41,2009,410.0,1.0
41,2009,370.0,0.72972971
41,2009,100.0,1.0
41,2009,575.0,1.0
41,2009,750.0,1.0
41,2009,1000.0,1.0
41,2009,1300.0,1.0
41,2009,380.0,1.0
41,2009,260.0,0.69230771
41,2009,80.0,1.0
41,2009,650.0,1.0
41,2009,100.0,0.0
41,2009,340.0,1.0
41,2009,760.0,1.0
41,2009,370.0,1.0
41,2009,350.0,0.5714286
41,2009,100.0,1.0
41,2009,275.0,1.0
41,2009,130.0,1.0
41,2009,110.0,1.0
41,2009,980.0,1.0
41,2009,330.0,0.84848487
41,2009,240.0,1.0
41,2009,400.0,1.0
41,2009,100.0,1.0
41,2009,580.0,1.0
41,2009,100.0,0.0
41,2009,155.0,1.0
41,2009,130.0,0.84615386
41,2009,400.0,1.0
41,2009,110.0,1.0
41,2009,1030.0,1.0
41,2009,370.0,1.0
41,2009,440.0,1.0
41,2009,200.0,1.0
41,2009,280.0,1.0
41,2009,340.0,1.0
41,2009,60.0,1.0
41,2009,80.0,1.0
41,2009,50.0,1.0
41,2009,175.0,1.0
41,2009,270.0,1.0
41,2009,250.0,1.0
41,2009,60.0,1.0
41,2009,300.0,1.0
41,2009,700.0,1.0
41,2009,200.0,1.0
41,2009,50.0,1.0
41,2009,150.0,1.0
41,2009,100.0,1.0
41,2009,160.0,1.0
41,2009,800.0,1.0
41,2009,380.0,1.0
41,2009,257.0,1.0
41,2009,100.0,0.0
41,2009,530.0,1.0
41,2009,117.0,1.0
41,2009,320.0,1.0
41,2009,220.0,1.0
41,2009,470.0,0.57446808
41,2009,80.0,1.0
41,2009,110.0,1.0
41,2009,100.0,0.0
41,2009,180.0,1.0
41,2009,600.0,1.0
41,2009,220.0,0.31818181
41,2009,225.0,1.0
41,2009,100.0,1.0
41,2009,350.0,1.0
41,2009,300.0,1.0
41,2009,450.0,0.66666669
41,2009,50.0,1.0
41,2009,300.0,1.0
41,2009,150.0,1.0
42,2009,490.0,1.0
42,2009,1065.0,0.76525819
42,2009,350.0,1.0
42,2009,75.0,1.0
42,2009,400.0,1.0
42,2009,220.0,1.0
42,2009,200.0,1.0
42,2009,350.0,0.0
42,2009,680.0,1.0
42,2009,350.0,1.0
42,2009,210.0,1.0
42,2009,1326.0,0.26093516
42,2009,350.0,1.0
42,2009,400.0,1.0
42,2009,90.0,1.0
42,2009,620.0,1.0
42,2009,110.0,1.0
42,2009,460.0,1.0
42,2009,260.0,1.0
42,2009,142.0,1.0
42,2009,800.0,1.0
42,2009,310.0,1.0
42,2009,90.0,1.0
42,2009,450.0,1.0
42,2009,1188.0,0.77693605
42,2009,454.0,0.71365637
42,2009,530.0,1.0
42,2009,950.0,0.63684213
42,2009,50.0,1.0
42,2009,140.0,1.0
42,2009,1375.0,1.0
42,2009,160.0,1.0
42,2009,300.0,1.0
42,2009,590.0,0.44067797
42,2009,510.0,1.0
42,2009,560.0,0.4107143
42,2009,1000.0,1.0
42,2009,150.0,1.0
42,2009,100.0,0.0
42,2009,66.0,1.0
42,2009,600.0,1.0
42,2009,160.0,1.0
42,2009,900.0,1.0
42,2009,1120.0,0.79464287
42,2009,460.0,1.0
42,2009,290.0,1.0
42,2009,365.0,1.0
42,2009,970.0,1.0
42,2009,250.0,1.0
42,2009,270.0,1.0
42,2009,970.0,1.0
42,2009,500.0,1.0
42,2009,340.0,1.0
42,2009,870.0,0.34482759
42,2009,502.0,0.82071716
42,2009,930.0,1.0
42,2009,140.0,1.0
42,2009,1160.0,1.0
42,2009,340.0,1.0
42,2009,160.0,1.0
42,2009,525.0,0.85714287
42,2009,580.0,1.0
42,2009,240.0,0.875
42,2009,240.0,0.75
42,2009,360.0,1.0
42,2009,238.0,1.0
42,2009,1010.0,1.0
42,2009,510.0,0.86274511
42,2009,150.0,1.0
42,2009,370.0,0.0
42,2009,745.0,0.73825502
42,2009,100.0,1.0
42,2009,245.0,1.0
42,2009,540.0,1.0
42,2009,1050.0,1.0
42,2009,40.0,1.0
42,2009,285.0,1.0
42,2009,750.0,0.80000001
42,2009,505.0,1.0
42,2009,190.0,0.68421054
42,2009,110.0,1.0
42,2009,690.0,1.0
42,2009,790.0,0.96202534
42,2009,436.0,1.0
42,2009,665.0,0.96240604
42,2009,650.0,1.0
42,2009,775.0,0.21935484
42,2009,590.0,1.0
42,2009,910.0,0.56043959
42,2009,320.0,0.828125
42,2009,250.0,1.0
42,2009,900.0,1.0
42,2009,440.0,1.0
42,2009,575.0,1.0
42,2009,980.0,1.0
42,2009,400.0,0.0
42,2009,1540.0,1.0
42,2009,310.0,0.64516127
42,2009,1295.0,1.0
42,2009,580.0,1.0
42,2009,755.0,0.62913907
42,2009,160.0,1.0
42,2009,615.0,0.42276424
42,2009,105.0,1.0
42,2009,250.0,0.0
42,2009,665.0,0.61654133
42,2009,160.0,1.0
42,2009,640.0,0.734375
42,2009,200.0,1.0
42,2009,200.0,1.0
42,2009,190.0,1.0
42,2009,180.0,1.0
42,2009,546.0,0.84432232
42,2009,446.0,1.0
42,2009,70.0,0.0
42,2009,170.0,1.0
42,2009,1300.0,0.73076922
42,2009,350.0,1.0
42,2009,780.0,1.0
42,2009,300.0,1.0
42,2009,591.0,1.0
42,2009,195.0,1.0
42,2009,160.0,1.0
42,2009,225.0,0.0
42,2009,195.0,1.0
42,2009,530.0,1.0
42,2009,100.0,1.0
42,2009,250.0,1.0
42,2009,250.0,1.0
42,2009,440.0,0.61363637
42,2009,445.0,0.74157304
42,2009,650.0,0.72307694
42,2009,1020.0,0.7647059
42,2009,450.0,1.0
42,2009,550.0,1.0
42,2009,490.0,1.0
42,2009,490.0,0.0
42,2009,460.0,1.0
42,2009,230.0,1.0
42,2009,1655.0,0.96978849
42,2009,905.0,1.0
42,2009,1250.0,1.0
42,2009,1150.0,1.0
42,2009,73.0,1.0
42,2009,500.0,1.0
42,2009,970.0,0.84536082
43,2009,380.0,1.0
43,2009,1640.0,0.847561
43,2009,900.0,0.33333334
43,2009,120.0,1.0
43,2009,520.0,0.96153843
43,2009,1150.0,0.7478261
43,2009,870.0,1.0
43,2009,430.0,0.53488374
43,2009,1170.0,1.0
43,2009,270.0,1.0
43,2009,340.0,1.0
43,2009,880.0,0.93181819
43,2009,390.0,1.0
43,2009,1150.0,1.0
43,2009,995.0,0.9045226
43,2009,901.0,0.96670365
43,2009,1150.0,0.73913044
43,2009,1350.0,1.0
43,2009,1700.0,1.0
43,2009,195.0,1.0
43,2009,985.0,0.97461927
43,2009,430.0,1.0
43,2009,1805.0,1.0
43,2009,480.0,1.0
43,2009,300.0,0.5
43,2009,1481.0,1.0
43,2009,680.0,1.0
43,2009,1680.0,0.7589286
43,2009,470.0,1.0
43,2009,1190.0,0.68907565
43,2009,933.0,1.0
43,2009,360.0,1.0
43,2009,505.0,0.099009901
43,2009,180.0,1.0
43,2009,1540.0,1.0
43,2009,340.0,1.0
43,2009,1310.0,0.8854962
43,2009,1325.0,1.0
43,2009,980.0,0.89795917
43,2009,1485.0,1.0
43,2009,720.0,1.0
43,2009,1405.0,1.0
43,2009,1220.0,0.83606559
43,2009,630.0,1.0
43,2009,220.0,1.0
43,2009,766.0,1.0
43,2009,1050.0,1.0
43,2009,925.0,1.0
43,2009,1050.0,0.5714286
43,2009,785.0,1.0
43,2009,1290.0,1.0
43,2009,150.0,1.0
43,2009,900.0,1.0
43,2009,210.0,0.52380955
43,2009,930.0,0.73118281
43,2009,320.0,0.6875
43,2009,1420.0,1.0
43,2009,50.0,1.0
43,2009,1550.0,1.0
43,2009,480.0,1.0
43,2009,1800.0,1.0
43,2009,900.0,1.0
43,2009,450.0,1.0
43,2009,955.0,0.42931938
43,2009,750.0,1.0
43,2009,500.0,1.0
43,2009,600.0,0.75
43,2009,1980.0,1.0
43,2009,730.0,1.0
43,2009,400.0,0.625
43,2009,300.0,1.0
43,2009,970.0,0.43298969
43,2009,1660.0,1.0
43,2009,500.0,1.0
43,2009,720.0,1.0
43,2009,855.0,0.98830408
43,2009,2170.0,1.0
43,2009,375.0,1.0
43,2009,950.0,1.0
43,2009,1045.0,0.18181819
43,2009,1060.0,0.95754719
43,2009,1625.0,0.9046154
43,2009,740.0,1.0
43,2009,1470.0,1.0
43,2009,1255.0,0.8047809
43,2009,50.0,1.0
43,2009,1573.0,1.0
43,2009,360.0,0.94444442
43,2009,930.0,1.0
43,2009,390.0,1.0
43,2009,170.0,1.0
43,2009,300.0,0.33333334
43,2009,557.0,0.6050269
43,2009,1005.0,0.96517414
43,2009,725.0,0.86206895
43,2009,120.0,1.0
43,2009,1705.0,0.87976539
43,2009,420.0,1.0
43,2009,380.0,1.0
43,2009,245.0,1.0
43,2009,700.0,1.0
43,2009,600.0,0.93333334
43,2009,1475.0,1.0
43,2009,658.0,0.27051672
43,2009,125.0,1.0
43,2009,855.0,0.71929824
43,2009,1020.0,1.0
43,2009,770.0,0.97402596
43,2009,320.0,1.0
43,2009,985.0,0.98984772
43,2009,1310.0,1.0
43,2009,805.0,1.0
43,2009,1610.0,1.0
43,2009,841.0,1.0
43,2009,1020.0,0.77450979
43,2009,777.0,1.0
43,2009,130.0,1.0
43,2009,1025.0,0.9512195
43,2009,670.0,1.0
43,2009,2285.0,0.91903722
43,2009,922.0,0.97288501
43,2009,1070.0,1.0
43,2009,1020.0,0.70588237
43,2009,730.0,0.0
43,2009,1620.0,1.0
43,2009,1190.0,1.0
43,2009,250.0,0.36000001
43,2009,600.0,0.0
43,2009,1290.0,0.80620158
43,2009,250.0,1.0
43,2009,650.0,1.0
43,2009,835.0,0.7305389
43,2009,815.0,1.0
43,2009,250.0,1.0
43,2009,570.0,0.85964912
43,2009,1060.0,0.7735849
43,2009,550.0,1.0
43,2009,450.0,1.0
43,2009,1310.0,1.0
43,2009,925.0,1.0
43,2009,350.0,1.0
43,2009,1000.0,1.0
43,2009,530.0,0.52830189
43,2009,480.0,1.0
43,2009,920.0,1.0
43,2009,4790.0,1.0
43,2009,460.0,1.0
43,2009,90.0,1.0
43,2009,400.0,1.0
43,2009,640.0,1.0
43,2009,480.0,0.0
43,2009,475.0,1.0
43,2009,800.0,1.0
43,2009,450.0,1.0
43,2009,970.0,0.69072163
43,2009,750.0,1.0
43,2009,841.0,1.0
43,2009,740.0,0.62162161
43,2009,1395.0,1.0
43,2009,1110.0,1.0
43,2009,760.0,1.0
43,2009,630.0,1.0
43,2009,170.0,1.0
43,2009,910.0,1.0
43,2009,715.0,1.0
43,2009,220.0,0.77272725
43,2009,750.0,1.0
43,2009,2157.0,1.0
43,2009,495.0,1.0
43,2009,965.0,0.58549225
43,2009,610.0,1.0
43,2009,1680.0,1.0
43,2009,250.0,0.72000003
43,2009,1365.0,1.0
43,2009,1090.0,0.90825689
43,2009,270.0,1.0
43,2009,140.0,1.0
43,2009,510.0,1.0
43,2009,330.0,1.0
43,2009,330.0,0.45454547
43,2009,1550.0,0.86451614
43,2009,140.0,1.0
43,2009,860.0,1.0
43,2009,80.0,1.0
43,2009,880.0,1.0
43,2009,1100.0,0.90909094
43,2009,1435.0,1.0
43,2009,490.0,1.0
43,2009,335.0,0.62686568
43,2009,1985.0,1.0
43,2009,685.0,0.83941609
43,2009,350.0,1.0
43,2009,810.0,1.0
43,2009,1370.0,0.69343066
43,2009,520.0,0.11538462
43,2009,700.0,1.0
43,2009,320.0,0.625
43,2009,200.0,1.0
43,2009,860.0,1.0
43,2009,1300.0,1.0
43,2009,720.0,1.0
45,2009,200.0,0.5
45,2009,110.0,1.0
45,2009,162.0,1.0
45,2009,430.0,0.93023258
45,2009,675.0,1.0
45,2009,430.0,1.0
45,2009,1556.0,1.0
45,2009,900.0,1.0
45,2009,820.0,1.0
45,2009,475.0,0.52631581
45,2009,570.0,1.0
45,2009,630.0,1.0
45,2009,280.0,0.71428573
45,2009,575.0,1.0
45,2009,780.0,0.75641024
45,2009,500.0,1.0
45,2009,1610.0,0.78881985
45,2009,610.0,1.0
45,2009,465.0,0.30107528
45,2009,980.0,0.44897959
45,2009,1305.0,1.0
45,2009,835.0,1.0
45,2009,1060.0,0.9528302
45,2009,100.0,1.0
45,2009,595.0,0.79831934
45,2009,250.0,1.0
45,2009,380.0,1.0
45,2009,567.0,1.0
45,2009,1065.0,1.0
45,2009,1180.0,1.0
45,2009,250.0,1.0
45,2009,515.0,1.0
45,2009,900.0,1.0
45,2009,450.0,1.0
45,2009,1250.0,1.0
45,2009,262.0,1.0
45,2009,110.0,1.0
45,2009,140.0,1.0
45,2009,930.0,0.64516127
45,2009,550.0,1.0
45,2009,250.0,1.0
45,2009,160.0,0.8125
45,2009,458.0,1.0
45,2009,350.0,1.0
45,2009,120.0,1.0
45,2009,950.0,1.0
45,2009,260.0,1.0
45,2009,1400.0,0.6785714
45,2009,280.0,1.0
45,2009,1275.0,1.0
45,2009,475.0,1.0
45,2009,600.0,1.0
45,2009,380.0,1.0
45,2009,1150.0,1.0
45,2009,1295.0,1.0
45,2009,840.0,0.40476191
45,2009,140.0,1.0
45,2009,150.0,1.0
45,2009,660.0,0.46969697
45,2009,680.0,0.80882353
45,2009,900.0,0.8888889
45,2009,1025.0,1.0
45,2009,1000.0,1.0
45,2009,748.0,0.93315506
45,2009,540.0,0.62962961
45,2009,830.0,1.0
45,2009,195.0,1.0
45,2009,1260.0,1.0
45,2009,1600.0,1.0
45,2009,1090.0,1.0
45,2009,900.0,1.0
45,2009,135.0,1.0
45,2009,1448.0,1.0
45,2009,730.0,0.89041096
45,2009,765.0,1.0
45,2009,1350.0,1.0
45,2009,1100.0,1.0
45,2009,820.0,1.0
45,2009,320.0,1.0
45,2009,450.0,1.0
45,2009,1200.0,0.79166669
45,2009,250.0,1.0
45,2009,1015.0,1.0
45,2009,780.0,1.0
45,2009,425.0,1.0
45,2009,650.0,1.0
45,2009,875.0,1.0
45,2009,730.0,1.0
45,2009,250.0,1.0
45,2009,1320.0,1.0
45,2009,820.0,1.0
45,2009,650.0,1.0
45,2009,600.0,1.0
45,2009,775.0,1.0
45,2009,280.0,1.0
45,2009,340.0,1.0
45,2009,815.0,1.0
45,2009,550.0,1.0
45,2009,1240.0,1.0
45,2009,745.0,0.7315436
45,2009,1400.0,0.8214286
45,2009,590.0,1.0
45,2009,650.0,1.0
45,2009,520.0,1.0
45,2009,999.0,1.0
45,2009,840.0,0.58333331
45,2009,175.0,1.0
45,2009,400.0,1.0
45,2009,325.0,1.0
45,2009,475.0,1.0
45,2009,400.0,1.0
45,2009,150.0,0.66666669
45,2009,770.0,0.8051948
45,2009,300.0,1.0
45,2009,220.0,1.0
45,2009,1090.0,0.81651378
45,2009,150.0,1.0
45,2009,745.0,1.0
45,2009,450.0,0.8888889
45,2009,780.0,1.0
45,2009,970.0,1.0
45,2009,200.0,1.0
45,2009,720.0,0.7638889
45,2009,870.0,1.0
45,2009,1040.0,1.0
45,2009,660.0,1.0
45,2009,1380.0,0.73188406
45,2009,650.0,0.84615386
45,2009,460.0,1.0
45,2009,835.0,1.0
45,2009,1645.0,0.72644377
45,2009,450.0,1.0
45,2009,570.0,1.0
45,2009,370.0,1.0
45,2009,560.0,1.0
45,2009,1008.0,1.0
45,2009,2062.0,0.90300679
45,2009,928.0,0.62284482
45,2009,160.0,1.0
45,2009,650.0,1.0
45,2009,700.0,0.5
45,2009,560.0,0.6785714
45,2009,400.0,1.0
45,2009,968.0,1.0
45,2009,1555.0,1.0
45,2009,970.0,1.0
45,2009,450.0,1.0
45,2009,1900.0,0.78947371
45,2009,698.0,1.0
45,2009,690.0,0.59420288
45,2009,260.0,1.0
45,2009,1280.0,1.0
45,2009,625.0,1.0
45,2009,560.0,1.0
45,2009,1221.0,1.0
45,2009,80.0,1.0
45,2009,1080.0,0.64814812
45,2009,875.0,1.0
45,2009,1190.0,0.45378152
45,2009,1400.0,1.0
45,2009,910.0,1.0
45,2009,1000.0,0.94999999
45,2009,180.0,1.0
45,2009,1330.0,0.63909775
45,2009,950.0,1.0
45,2009,280.0,1.0
45,2009,575.0,1.0
45,2009,290.0,1.0
45,2009,1245.0,1.0
45,2009,1343.0,1.0
45,2009,1071.0,1.0
45,2009,610.0,1.0
45,2009,200.0,1.0
45,2009,500.0,1.0
45,2009,1190.0,1.0
45,2009,110.0,1.0
45,2009,450.0,1.0
45,2009,350.0,1.0
45,2009,100.0,1.0
45,2009,587.0,1.0
45,2009,30.0,1.0
45,2009,450.0,1.0
45,2009,1220.0,1.0
45,2009,740.0,1.0
45,2009,705.0,1.0
45,2009,750.0,1.0
45,2009,550.0,1.0
45,2009,310.0,0.67741936
45,2009,740.0,0.93243241
45,2009,1061.0,0.97172481
45,2009,455.0,1.0
45,2009,435.0,1.0
45,2009,600.0,1.0
45,2009,1220.0,0.97540987
45,2009,440.0,1.0
45,2009,945.0,1.0
45,2009,300.0,0.66666669
45,2009,620.0,1.0
45,2009,550.0,1.0
45,2009,480.0,1.0
45,2009,200.0,1.0
45,2009,1370.0,0.95620435
45,2009,1460.0,1.0
45,2009,1151.0,1.0
45,2009,760.0,0.9868421
45,2009,150.0,1.0
45,2009,550.0,1.0
45,2009,90.0,1.0
45,2009,762.0,1.0
45,2009,850.0,1.0
45,2009,200.0,1.0
45,2009,710.0,1.0
45,2009,770.0,1.0
45,2009,250.0,1.0
45,2009,560.0,1.0
45,2009,200.0,1.0
45,2009,443.0,1.0
45,2009,1380.0,1.0
45,2009,1190.0,1.0
45,2009,320.0,0.75
45,2009,650.0,1.0
45,2009,250.0,1.0
45,2009,270.0,1.0
45,2009,1040.0,1.0
45,2009,1180.0,1.0
45,2009,245.0,1.0
45,2009,1055.0,1.0
45,2009,1210.0,0.91735536
45,2009,300.0,1.0
45,2009,750.0,0.95999998
45,2009,1030.0,1.0
45,2009,500.0,1.0
45,2009,1876.0,1.0
45,2009,420.0,1.0
45,2009,638.0,1.0
45,2009,700.0,1.0
45,2009,550.0,1.0
45,2009,970.0,1.0
45,2009,240.0,0.83333331
45,2009,1980.0,1.0
45,2009,660.0,1.0
45,2009,363.0,0.91735536
45,2009,470.0,1.0
45,2009,870.0,1.0
45,2009,1960.0,1.0
45,2009,1125.0,0.73333335
45,2009,1180.0,1.0
45,2009,508.0,0.42913386
45,2009,935.0,0.86631018
45,2009,820.0,1.0
45,2009,720.0,0.6388889
45,2009,350.0,1.0
45,2009,350.0,1.0
45,2009,375.0,0.73333335
45,2009,910.0,0.65934068
45,2009,1180.0,1.0
45,2009,1300.0,1.0
45,2009,500.0,0.80000001
45,2009,650.0,0.76923078
45,2009,660.0,1.0
45,2009,1180.0,0.70338982
45,2009,700.0,1.0
45,2009,1220.0,1.0
45,2009,330.0,0.84848487
45,2009,905.0,1.0
45,2009,230.0,1.0
45,2009,1005.0,1.0
45,2009,240.0,1.0
45,2009,1000.0,1.0
45,2009,650.0,0.84615386
45,2009,100.0,1.0
45,2009,600.0,0.83333331
45,2009,1662.0,0.9097473
45,2009,450.0,1.0
45,2009,870.0,1.0
45,2009,685.0,1.0
45,2009,1070.0,0.97196263
45,2009,850.0,0.29411766
45,2009,795.0,1.0
45,2009,850.0,1.0
45,2009,630.0,0.84126985
45,2009,838.0,1.0
45,2009,290.0,1.0
45,2009,695.0,0.89208633
45,2009,300.0,1.0
45,2009,3500.0,1.0
45,2009,610.0,1.0
45,2009,280.0,1.0
45,2009,860.0,1.0
45,2009,375.0,1.0
45,2009,140.0,1.0
45,2009,332.0,1.0
45,2009,1175.0,1.0
45,2009,1225.0,1.0
45,2009,400.0,0.125
45,2009,1060.0,1.0
45,2009,610.0,1.0
45,2009,440.0,0.54545456
45,2009,625.0,1.0
45,2009,1590.0,0.9245283
45,2009,1170.0,0.98290598
45,2009,990.0,1.0
45,2009,760.0,0.72368419
45,2009,1260.0,1.0
45,2009,320.0,0.84375
52,2009,850.0,0.35294119
52,2009,50.0,1.0
52,2009,720.0,1.0
52,2009,510.0,1.0
52,2009,1320.0,1.0
52,2009,300.0,1.0
52,2009,2620.0,1.0
52,2009,160.0,1.0
52,2009,1270.0,1.0
52,2009,1290.0,1.0
52,2009,150.0,0.0
52,2009,600.0,1.0
