T1,wave,total_蔬菜,ratio_蔬菜
21,2006,400.0,1.0
21,2006,3550.0,1.0
21,2006,2020.0,1.0
21,2006,3455.0,1.0
21,2006,1758.0,1.0
21,2006,1670.0,0.0
21,2006,3200.0,1.0
21,2006,3075.0,0.98373985
21,2006,4800.0,0.73958331
21,2006,910.0,1.0
21,2006,5075.0,0.79310346
21,2006,2445.0,0.75460124
21,2006,650.0,1.0
21,2006,1895.0,1.0
21,2006,1100.0,1.0
21,2006,1800.0,1.0
21,2006,430.0,0.81395346
21,2006,1666.0,0.99939978
21,2006,2065.0,1.0
21,2006,4850.0,1.0
21,2006,1650.0,1.0
21,2006,1600.0,1.0
21,2006,2425.0,0.91752577
21,2006,5776.0,1.0
21,2006,1190.0,1.0
21,2006,2310.0,1.0
21,2006,3140.0,0.96783441
21,2006,4941.0,1.0
21,2006,550.0,1.0
21,2006,1900.0,0.92368424
21,2006,6981.0,0.83369148
21,2006,450.0,0.0
21,2006,1450.0,1.0
21,2006,1985.0,1.0
21,2006,200.0,1.0
21,2006,870.0,1.0
21,2006,2975.0,0.71092439
21,2006,1920.0,1.0
21,2006,2600.0,0.023076924
21,2006,2130.0,0.95305163
21,2006,2320.0,0.91810346
21,2006,1700.0,1.0
21,2006,3069.0,1.0
21,2006,1910.0,1.0
21,2006,3420.0,0.94152045
21,2006,4830.0,0.82608694
21,2006,800.0,1.0
21,2006,4300.0,1.0
21,2006,2146.0,1.0
21,2006,1912.0,0.68619245
21,2006,700.0,1.0
21,2006,3310.0,0.87915409
21,2006,4310.0,1.0
21,2006,2096.0,1.0
21,2006,1230.0,0.20325203
23,2006,3700.0,0.87837839
23,2006,2580.0,0.78682172
23,2006,3330.0,1.0
23,2006,2390.0,0.93723851
23,2006,4565.0,1.0
23,2006,2565.0,1.0
23,2006,3835.0,0.94524121
23,2006,2800.0,1.0
23,2006,3620.0,1.0
23,2006,2840.0,0.56690139
23,2006,475.0,1.0
23,2006,3800.0,1.0
23,2006,4961.0,1.0
23,2006,1280.0,1.0
23,2006,1225.0,0.2857143
23,2006,2830.0,1.0
23,2006,3180.0,1.0
23,2006,4000.0,1.0
23,2006,4425.0,1.0
23,2006,2890.0,1.0
23,2006,1700.0,0.74117649
23,2006,3700.0,1.0
23,2006,3360.0,1.0
23,2006,4510.0,1.0
23,2006,4390.0,1.0
23,2006,3355.0,1.0
23,2006,2850.0,1.0
23,2006,1820.0,1.0
23,2006,1830.0,1.0
23,2006,1900.0,1.0
23,2006,600.0,0.83333331
23,2006,3945.0,1.0
23,2006,4000.0,1.0
23,2006,795.0,0.2264151
23,2006,3005.0,1.0
23,2006,3640.0,0.62912089
23,2006,1790.0,1.0
23,2006,2680.0,1.0
23,2006,2390.0,0.96652722
23,2006,2780.0,1.0
23,2006,350.0,1.0
23,2006,2600.0,1.0
23,2006,2780.0,1.0
23,2006,1140.0,0.29824561
23,2006,3550.0,1.0
23,2006,2055.0,0.89294404
23,2006,3570.0,1.0
23,2006,1450.0,1.0
23,2006,1020.0,0.0
23,2006,2530.0,0.49011856
23,2006,2325.0,0.47526881
23,2006,1450.0,1.0
23,2006,1240.0,0.83064514
23,2006,1000.0,1.0
23,2006,1981.0,0.2276628
23,2006,4730.0,0.96828753
23,2006,3550.0,0.94366199
23,2006,3575.0,1.0
23,2006,4190.0,1.0
23,2006,3285.0,1.0
23,2006,2790.0,1.0
23,2006,2447.0,1.0
23,2006,2675.0,1.0
23,2006,3325.0,1.0
23,2006,2320.0,0.82758623
23,2006,4725.0,1.0
23,2006,3220.0,1.0
23,2006,750.0,1.0
23,2006,3820.0,0.35863873
23,2006,3500.0,0.94285715
23,2006,970.0,1.0
23,2006,3730.0,0.98659515
23,2006,3780.0,1.0
23,2006,1950.0,1.0
23,2006,375.0,1.0
23,2006,550.0,1.0
23,2006,2430.0,0.54320985
23,2006,2685.0,0.91806334
23,2006,2810.0,1.0
23,2006,4290.0,1.0
23,2006,1359.0,0.63944077
23,2006,3980.0,0.34422112
23,2006,5150.0,0.96116507
23,2006,5775.0,1.0
23,2006,4620.0,1.0
23,2006,4400.0,1.0
23,2006,4080.0,1.0
23,2006,3580.0,1.0
23,2006,3710.0,0.97304583
23,2006,2350.0,1.0
23,2006,1650.0,1.0
23,2006,440.0,1.0
23,2006,2100.0,1.0
23,2006,4650.0,1.0
23,2006,4120.0,0.25970873
23,2006,5990.0,1.0
23,2006,3940.0,1.0
23,2006,4420.0,1.0
23,2006,650.0,1.0
23,2006,4540.0,1.0
23,2006,1080.0,0.42592594
23,2006,1850.0,1.0
23,2006,4516.0,1.0
23,2006,2805.0,1.0
23,2006,3605.0,0.84604716
23,2006,550.0,0.72727275
23,2006,2710.0,0.98892987
23,2006,4645.0,1.0
23,2006,4300.0,1.0
23,2006,3390.0,1.0
23,2006,3364.0,1.0
23,2006,1500.0,1.0
23,2006,2500.0,0.80000001
23,2006,3090.0,1.0
23,2006,750.0,1.0
23,2006,3030.0,0.92739272
23,2006,3810.0,1.0
23,2006,3475.0,1.0
23,2006,3185.0,1.0
23,2006,4270.0,0.88290399
23,2006,3190.0,1.0
23,2006,2070.0,1.0
23,2006,2730.0,0.94505495
23,2006,2000.0,1.0
23,2006,3755.0,1.0
23,2006,3650.0,1.0
23,2006,3365.0,0.94056463
23,2006,2990.0,0.88294315
23,2006,1670.0,1.0
23,2006,1475.0,1.0
23,2006,2900.0,1.0
23,2006,1290.0,1.0
23,2006,2740.0,1.0
23,2006,1355.0,0.84870851
23,2006,850.0,1.0
23,2006,1980.0,0.63636363
23,2006,1125.0,1.0
23,2006,2727.0,1.0
23,2006,4900.0,1.0
23,2006,3639.0,1.0
23,2006,2940.0,1.0
23,2006,3430.0,0.94169098
23,2006,2715.0,1.0
23,2006,2000.0,1.0
23,2006,625.0,0.92000002
23,2006,3210.0,0.84423673
23,2006,3390.0,1.0
23,2006,1450.0,1.0
23,2006,1480.0,1.0
23,2006,3560.0,1.0
23,2006,2870.0,1.0
23,2006,3000.0,1.0
23,2006,3275.0,0.84732825
23,2006,3010.0,0.66445184
23,2006,3920.0,1.0
23,2006,4100.0,1.0
23,2006,1330.0,0.54887217
23,2006,3680.0,1.0
23,2006,2890.0,0.92041522
23,2006,2975.0,1.0
23,2006,2510.0,1.0
23,2006,1820.0,1.0
23,2006,2420.0,1.0
23,2006,4535.0,1.0
23,2006,2325.0,1.0
23,2006,2730.0,1.0
23,2006,2320.0,1.0
23,2006,1540.0,0.61038959
23,2006,2950.0,1.0
23,2006,1740.0,0.61494255
23,2006,4635.0,1.0
23,2006,2010.0,1.0
23,2006,2230.0,1.0
23,2006,3500.0,0.97142857
23,2006,3750.0,1.0
23,2006,3140.0,0.45859873
23,2006,1820.0,0.75274724
23,2006,2420.0,1.0
23,2006,4375.0,1.0
23,2006,1050.0,1.0
32,2006,6740.0,0.14688428
32,2006,1770.0,1.0
32,2006,1430.0,0.89510489
32,2006,4220.0,0.75118482
32,2006,2530.0,0.23715416
32,2006,650.0,0.30769232
32,2006,1450.0,1.0
32,2006,325.0,0.0
32,2006,2960.0,0.88851351
32,2006,2208.0,1.0
32,2006,800.0,1.0
32,2006,5522.0,1.0
32,2006,2930.0,1.0
32,2006,1570.0,1.0
32,2006,1230.0,0.87398374
32,2006,2655.0,0.68738228
32,2006,2730.0,0.98901099
32,2006,5271.0,0.94308478
32,2006,395.0,0.56962025
32,2006,1920.0,0.97395831
32,2006,450.0,0.0
32,2006,2030.0,0.92610836
32,2006,1285.0,1.0
32,2006,2660.0,0.84962404
32,2006,3737.0,1.0
32,2006,1600.0,0.74374998
32,2006,795.0,1.0
32,2006,3420.0,1.0
32,2006,4840.0,0.75206614
32,2006,3275.0,0.87786257
32,2006,3355.0,0.42473918
32,2006,815.0,0.75460124
32,2006,980.0,0.84693879
32,2006,2258.0,1.0
32,2006,1435.0,0.57491291
32,2006,2950.0,0.93220341
32,2006,2872.0,1.0
32,2006,6035.0,0.7655344
32,2006,1350.0,1.0
32,2006,4208.0,0.86692017
32,2006,3800.0,0.94736844
32,2006,725.0,1.0
32,2006,3810.0,1.0
32,2006,2970.0,0.48989898
32,2006,3710.0,1.0
32,2006,4300.0,1.0
32,2006,5595.0,0.95174265
32,2006,2480.0,0.36693549
32,2006,2605.0,1.0
32,2006,3260.0,1.0
32,2006,775.0,1.0
32,2006,3428.0,1.0
32,2006,3680.0,1.0
32,2006,3350.0,0.99104476
32,2006,4020.0,1.0
32,2006,1800.0,1.0
32,2006,520.0,0.28846154
32,2006,2510.0,0.94422311
32,2006,3255.0,0.74039936
32,2006,970.0,1.0
32,2006,745.0,0.40268457
32,2006,2475.0,1.0
32,2006,2920.0,0.44520548
32,2006,5380.0,1.0
32,2006,6650.0,0.44360903
32,2006,3950.0,0.8607595
32,2006,1600.0,1.0
32,2006,1375.0,0.46909091
32,2006,5490.0,1.0
32,2006,1120.0,1.0
32,2006,2600.0,0.44230768
32,2006,3435.0,0.8209607
32,2006,5515.0,0.96373528
32,2006,1050.0,0.90476191
32,2006,950.0,1.0
32,2006,6030.0,0.77611941
32,2006,1855.0,0.86253369
32,2006,4175.0,0.99161679
32,2006,8270.0,0.70012093
32,2006,3010.0,1.0
32,2006,2280.0,1.0
32,2006,3150.0,1.0
32,2006,3950.0,0.96962023
32,2006,2080.0,1.0
32,2006,4040.0,0.64108908
32,2006,4025.0,1.0
32,2006,3223.0,0.96897298
32,2006,5218.0,0.98083556
32,2006,4030.0,0.79900742
32,2006,5285.0,0.84295177
32,2006,3133.0,0.99680817
32,2006,2970.0,0.89898992
32,2006,3600.0,1.0
32,2006,2170.0,1.0
32,2006,650.0,1.0
32,2006,1158.0,0.93523318
32,2006,2655.0,1.0
32,2006,1895.0,1.0
32,2006,2490.0,1.0
32,2006,620.0,1.0
32,2006,4130.0,0.98789346
32,2006,2480.0,1.0
32,2006,3305.0,1.0
32,2006,4990.0,0.97995991
32,2006,2895.0,1.0
32,2006,440.0,0.22727273
32,2006,1715.0,0.69970846
32,2006,3220.0,0.97204971
32,2006,450.0,0.22222222
32,2006,1400.0,1.0
32,2006,5555.0,1.0
32,2006,4575.0,0.96065575
32,2006,1650.0,0.9848485
32,2006,1100.0,0.27272728
32,2006,2175.0,1.0
32,2006,1830.0,1.0
32,2006,3510.0,0.94301993
32,2006,1580.0,1.0
32,2006,300.0,0.0
32,2006,6180.0,0.789644
32,2006,7870.0,1.0
32,2006,1789.0,1.0
32,2006,3888.0,0.92798352
32,2006,2100.0,1.0
32,2006,1715.0,0.83090377
32,2006,1500.0,0.53333336
32,2006,2060.0,1.0
32,2006,4965.0,0.97985899
32,2006,1600.0,1.0
32,2006,2370.0,0.97046411
32,2006,3580.0,0.45530728
32,2006,5200.0,0.88461536
32,2006,1500.0,0.5
32,2006,6650.0,1.0
32,2006,1260.0,0.94047618
32,2006,2060.0,0.83980584
32,2006,820.0,1.0
32,2006,2130.0,0.70892018
32,2006,4691.0,0.89341295
32,2006,1150.0,0.47826087
32,2006,5060.0,0.66205531
32,2006,675.0,0.80000001
32,2006,4090.0,0.90220046
32,2006,965.0,0.79274613
32,2006,1590.0,1.0
32,2006,2510.0,1.0
32,2006,6210.0,0.91948467
32,2006,805.0,1.0
32,2006,850.0,1.0
32,2006,2820.0,0.75354612
32,2006,5320.0,0.87781954
32,2006,7140.0,1.0
32,2006,3730.0,1.0
32,2006,4050.0,1.0
32,2006,795.0,1.0
32,2006,3865.0,0.83053041
32,2006,4270.0,0.9531616
32,2006,4350.0,0.93103451
32,2006,1200.0,0.375
32,2006,325.0,1.0
32,2006,2885.0,0.82668978
32,2006,4495.0,0.97552836
32,2006,1525.0,1.0
32,2006,1765.0,0.85269123
32,2006,1650.0,1.0
32,2006,700.0,1.0
32,2006,3950.0,0.48101267
32,2006,6650.0,1.0
32,2006,2580.0,1.0
32,2006,3475.0,1.0
32,2006,1925.0,0.55844158
32,2006,4780.0,0.77405858
32,2006,5690.0,0.77152902
32,2006,7550.0,0.84768212
32,2006,2080.0,1.0
32,2006,4255.0,1.0
32,2006,2585.0,1.0
32,2006,3080.0,1.0
32,2006,2605.0,0.87332052
32,2006,3675.0,0.76870745
32,2006,1590.0,0.006289308
32,2006,3110.0,0.88745981
32,2006,3313.0,0.65288258
32,2006,1670.0,1.0
32,2006,3982.0,1.0
32,2006,3755.0,1.0
32,2006,775.0,1.0
32,2006,3330.0,0.6066066
32,2006,1055.0,0.97630334
32,2006,2650.0,1.0
32,2006,4195.0,0.97616208
32,2006,1260.0,1.0
32,2006,3230.0,0.077399381
32,2006,2655.0,0.96233523
32,2006,5505.0,1.0
32,2006,4105.0,1.0
32,2006,325.0,1.0
32,2006,1815.0,1.0
32,2006,8000.0,1.0
32,2006,4190.0,0.84486872
32,2006,5230.0,1.0
32,2006,4378.0,0.79214251
32,2006,870.0,1.0
32,2006,2475.0,1.0
32,2006,7850.0,0.97452229
32,2006,3220.0,1.0
32,2006,2640.0,1.0
32,2006,5541.0,1.0
37,2006,2500.0,1.0
37,2006,5091.0,1.0
37,2006,1350.0,1.0
37,2006,290.0,1.0
37,2006,4430.0,1.0
37,2006,1980.0,1.0
37,2006,3700.0,1.0
37,2006,1930.0,1.0
37,2006,2090.0,1.0
37,2006,1842.0,1.0
37,2006,2800.0,1.0
37,2006,3195.0,1.0
37,2006,1790.0,1.0
37,2006,3020.0,1.0
37,2006,3110.0,1.0
37,2006,1810.0,1.0
37,2006,2580.0,1.0
37,2006,2310.0,1.0
37,2006,3080.0,0.78246754
37,2006,870.0,1.0
37,2006,1350.0,1.0
37,2006,1785.0,1.0
37,2006,2320.0,1.0
37,2006,1250.0,1.0
37,2006,1930.0,1.0
37,2006,3050.0,1.0
37,2006,2361.0,1.0
37,2006,2250.0,1.0
37,2006,1960.0,0.84693879
37,2006,1600.0,1.0
37,2006,1825.0,0.9041096
37,2006,1300.0,1.0
37,2006,5130.0,1.0
37,2006,2710.0,0.63468635
37,2006,9230.0,0.10509209
37,2006,2400.0,1.0
37,2006,2140.0,1.0
37,2006,3765.0,1.0
37,2006,2655.0,1.0
37,2006,3455.0,0.64688855
37,2006,4130.0,1.0
37,2006,1790.0,1.0
37,2006,3935.0,0.97458702
37,2006,800.0,1.0
37,2006,6520.0,1.0
37,2006,960.0,1.0
37,2006,2960.0,1.0
37,2006,4140.0,1.0
37,2006,1792.0,1.0
37,2006,2430.0,1.0
37,2006,2174.0,1.0
37,2006,3000.0,1.0
37,2006,525.0,1.0
37,2006,1925.0,1.0
37,2006,4500.0,1.0
37,2006,4375.0,1.0
37,2006,5160.0,0.9728682
37,2006,2670.0,1.0
37,2006,2710.0,1.0
37,2006,600.0,1.0
37,2006,4436.0,0.95491433
37,2006,2620.0,1.0
37,2006,450.0,1.0
37,2006,1920.0,1.0
37,2006,1950.0,1.0
37,2006,377.0,1.0
37,2006,1313.0,1.0
37,2006,2440.0,1.0
37,2006,2740.0,1.0
37,2006,800.0,1.0
37,2006,3781.0,1.0
37,2006,1875.0,1.0
37,2006,2500.0,1.0
37,2006,5880.0,1.0
37,2006,3070.0,1.0
37,2006,1150.0,1.0
37,2006,3455.0,1.0
37,2006,3550.0,0.95774651
37,2006,2415.0,0.6004141
37,2006,2080.0,1.0
37,2006,2110.0,1.0
37,2006,6150.0,1.0
37,2006,2620.0,1.0
37,2006,2850.0,1.0
37,2006,1870.0,1.0
37,2006,3990.0,1.0
37,2006,4230.0,1.0
37,2006,1945.0,1.0
37,2006,2200.0,0.41590908
37,2006,3270.0,0.41896024
37,2006,3850.0,1.0
37,2006,4700.0,1.0
37,2006,4380.0,1.0
37,2006,4550.0,1.0
37,2006,4457.0,0.94727397
37,2006,5150.0,1.0
37,2006,1630.0,0.81595093
37,2006,1350.0,1.0
37,2006,4460.0,1.0
37,2006,1160.0,1.0
37,2006,2830.0,1.0
37,2006,3656.0,1.0
37,2006,3690.0,1.0
37,2006,3080.0,1.0
37,2006,80.0,1.0
37,2006,1945.0,0.9125964
37,2006,2650.0,0.9320755
37,2006,1410.0,1.0
37,2006,1610.0,0.1863354
37,2006,1880.0,1.0
37,2006,4920.0,1.0
37,2006,4794.0,1.0
37,2006,3790.0,1.0
37,2006,3481.0,1.0
37,2006,3410.0,1.0
37,2006,1310.0,1.0
37,2006,1150.0,1.0
37,2006,3390.0,1.0
37,2006,3322.0,1.0
37,2006,1410.0,1.0
37,2006,3320.0,1.0
37,2006,2805.0,1.0
37,2006,3635.0,0.89821184
37,2006,2990.0,1.0
37,2006,2950.0,1.0
37,2006,2475.0,1.0
37,2006,1200.0,1.0
37,2006,6317.0,0.98416972
37,2006,3130.0,0.88498402
37,2006,1400.0,1.0
37,2006,1210.0,1.0
37,2006,900.0,1.0
37,2006,1550.0,1.0
37,2006,325.0,1.0
37,2006,4860.0,1.0
37,2006,1800.0,0.6111111
37,2006,1315.0,1.0
37,2006,1101.0,1.0
37,2006,600.0,1.0
37,2006,850.0,1.0
37,2006,2420.0,0.85123968
37,2006,2670.0,1.0
37,2006,1370.0,0.70802921
37,2006,1000.0,1.0
37,2006,1280.0,0.6640625
37,2006,2150.0,1.0
37,2006,5460.0,1.0
37,2006,3900.0,0.95384616
37,2006,5685.0,0.89445913
37,2006,2830.0,0.30388692
37,2006,1395.0,1.0
37,2006,2540.0,1.0
37,2006,3880.0,1.0
37,2006,1760.0,1.0
37,2006,1860.0,0.86559141
37,2006,2380.0,1.0
37,2006,730.0,0.04109589
37,2006,4170.0,1.0
37,2006,525.0,1.0
37,2006,300.0,0.40000001
41,2006,1310.0,0.93893129
41,2006,1050.0,1.0
41,2006,6320.0,1.0
41,2006,1200.0,1.0
41,2006,4071.0,1.0
41,2006,4650.0,1.0
41,2006,640.0,1.0
41,2006,490.0,1.0
41,2006,450.0,1.0
41,2006,4186.0,1.0
41,2006,5130.0,0.96101367
41,2006,755.0,1.0
41,2006,1350.0,0.94074076
41,2006,2560.0,0.8125
41,2006,2210.0,1.0
41,2006,840.0,1.0
41,2006,1810.0,0.97237569
41,2006,2555.0,1.0
41,2006,2140.0,1.0
41,2006,3800.0,0.97368419
41,2006,2500.0,1.0
41,2006,3190.0,1.0
41,2006,1965.0,0.98473281
41,2006,2580.0,1.0
41,2006,2565.0,1.0
41,2006,2785.0,1.0
41,2006,970.0,1.0
41,2006,420.0,1.0
41,2006,3100.0,1.0
41,2006,866.0,0.84988451
41,2006,1765.0,1.0
41,2006,1230.0,1.0
41,2006,5060.0,0.99011856
41,2006,1460.0,1.0
41,2006,900.0,1.0
41,2006,2733.0,1.0
41,2006,650.0,1.0
41,2006,1430.0,1.0
41,2006,2050.0,1.0
41,2006,875.0,1.0
41,2006,850.0,0.29411766
41,2006,750.0,1.0
41,2006,4175.0,0.994012
41,2006,730.0,1.0
41,2006,2560.0,1.0
41,2006,450.0,0.33333334
41,2006,3010.0,1.0
41,2006,960.0,0.15625
41,2006,737.0,1.0
41,2006,1515.0,0.90099013
41,2006,1650.0,0.93939394
41,2006,3245.0,1.0
41,2006,5262.0,1.0
41,2006,3105.0,1.0
41,2006,3190.0,1.0
41,2006,2930.0,1.0
41,2006,2340.0,1.0
41,2006,2420.0,1.0
41,2006,1890.0,1.0
41,2006,4400.0,0.98636365
41,2006,4185.0,1.0
41,2006,1795.0,0.96657383
41,2006,4595.0,0.71708381
41,2006,2700.0,0.99074072
41,2006,2510.0,1.0
41,2006,1450.0,1.0
41,2006,1090.0,0.81651378
41,2006,6370.0,0.96860284
41,2006,1210.0,1.0
41,2006,3320.0,1.0
41,2006,1425.0,1.0
41,2006,4035.0,0.95539033
41,2006,3480.0,0.97126436
41,2006,2855.0,1.0
41,2006,800.0,1.0
41,2006,4450.0,1.0
41,2006,5836.0,0.99982864
41,2006,620.0,1.0
41,2006,3588.0,1.0
41,2006,3660.0,0.99726778
41,2006,1400.0,1.0
41,2006,1140.0,0.91228068
41,2006,1250.0,1.0
41,2006,680.0,0.60294116
41,2006,595.0,1.0
41,2006,1115.0,1.0
41,2006,3320.0,1.0
41,2006,300.0,0.33333334
41,2006,2490.0,0.97991967
41,2006,2850.0,0.92982459
41,2006,4660.0,0.58154505
41,2006,2951.0,0.66079295
41,2006,2685.0,1.0
41,2006,1900.0,1.0
41,2006,2075.0,1.0
41,2006,1550.0,1.0
41,2006,1250.0,1.0
41,2006,2115.0,1.0
41,2006,2416.0,0.89652318
41,2006,1420.0,1.0
41,2006,575.0,0.69565219
41,2006,3160.0,1.0
41,2006,3400.0,1.0
41,2006,8400.0,1.0
41,2006,11730.0,1.0
41,2006,2400.0,1.0
41,2006,4630.0,0.9773218
41,2006,1570.0,1.0
41,2006,2400.0,1.0
41,2006,1890.0,1.0
41,2006,2760.0,1.0
41,2006,5221.0,0.99980849
41,2006,1740.0,1.0
41,2006,4780.0,1.0
41,2006,985.0,1.0
41,2006,2455.0,0.98778003
41,2006,1985.0,0.97481108
41,2006,4860.0,1.0
41,2006,5600.0,0.9910714
41,2006,1675.0,0.95522386
41,2006,1485.0,1.0
41,2006,1038.0,1.0
41,2006,3880.0,0.84536082
41,2006,2209.0,0.93345404
41,2006,635.0,0.62992126
41,2006,900.0,0.6111111
41,2006,1585.0,0.95268136
41,2006,1400.0,0.55000001
41,2006,4290.0,0.99976689
41,2006,3820.0,1.0
41,2006,1840.0,1.0
41,2006,1685.0,1.0
41,2006,1170.0,0.43589744
41,2006,4150.0,1.0
41,2006,3525.0,1.0
41,2006,1950.0,1.0
41,2006,630.0,1.0
41,2006,3470.0,1.0
41,2006,1930.0,1.0
41,2006,325.0,1.0
41,2006,3598.0,1.0
41,2006,2481.0,0.99959695
41,2006,2995.0,0.85809684
41,2006,3655.0,1.0
41,2006,1954.0,0.98208803
42,2006,4345.0,0.79286534
42,2006,4150.0,1.0
42,2006,5902.0,1.0
42,2006,5828.0,1.0
42,2006,3890.0,1.0
42,2006,6224.0,1.0
42,2006,4483.0,1.0
42,2006,7454.0,1.0
42,2006,6000.0,1.0
42,2006,2540.0,0.70472443
42,2006,500.0,1.0
42,2006,3120.0,0.67628205
42,2006,1575.0,1.0
42,2006,7155.0,0.988819
42,2006,5651.0,1.0
42,2006,4970.0,0.22635815
42,2006,7720.0,1.0
42,2006,3147.0,1.0
42,2006,3883.0,0.8480556
42,2006,3593.0,1.0
42,2006,5740.0,0.95644599
42,2006,4920.0,1.0
42,2006,4930.0,0.98985803
42,2006,1865.0,1.0
42,2006,2490.0,0.83534139
42,2006,3880.0,1.0
42,2006,4430.0,1.0
42,2006,2110.0,0.87677723
42,2006,3985.0,0.57841909
42,2006,5468.0,1.0
42,2006,1700.0,0.79411763
42,2006,930.0,1.0
42,2006,3930.0,0.85750633
42,2006,3290.0,0.42249241
42,2006,3340.0,1.0
42,2006,1406.0,1.0
42,2006,5393.0,0.86093086
42,2006,3306.0,1.0
42,2006,430.0,1.0
42,2006,6588.0,1.0
42,2006,5154.0,1.0
42,2006,675.0,1.0
42,2006,2774.0,0.90627253
42,2006,5557.0,1.0
42,2006,3350.0,1.0
42,2006,3850.0,1.0
42,2006,4730.0,1.0
42,2006,430.0,1.0
42,2006,420.0,1.0
42,2006,1230.0,1.0
42,2006,4023.0,0.93785733
42,2006,610.0,1.0
42,2006,6030.0,1.0
42,2006,3840.0,1.0
42,2006,5750.0,1.0
