T1,wave,total_牛羊肉,ratio_牛羊肉
45,2011,230.0,1.0
45,2011,175.0,0.5714285714285714
52,2011,220.0,1.0
52,2011,310.0,1.0
52,2011,150.0,1.0
52,2011,240.0,1.0
52,2011,80.0,0.625
52,2011,50.0,1.0
52,2011,150.0,1.0
52,2011,500.0,1.0
52,2011,240.0,1.0
52,2011,35.0,0.0
52,2011,200.0,0.0
52,2011,50.0,1.0
52,2011,50.0,0.0
52,2011,400.0,0.875
52,2011,240.0,1.0
52,2011,30.0,0.0
52,2011,100.0,1.0
52,2011,130.0,0.38461538461538464
52,2011,95.0,0.8421052631578947
52,2011,150.0,1.0
52,2011,30.0,0.0
52,2011,30.0,0.0
52,2011,30.0,0.0
52,2011,575.0,0.0
52,2011,100.0,1.0
52,2011,5.0,1.0
52,2011,80.0,1.0
52,2011,210.0,0.8571428571428571
52,2011,150.0,1.0
52,2011,180.0,0.0
52,2011,425.0,0.8470588235294118
52,2011,100.0,0.0
52,2011,400.0,1.0
52,2011,30.0,0.0
52,2011,500.0,1.0
52,2011,260.0,1.0
52,2011,150.0,1.0
52,2011,200.0,1.0
52,2011,80.0,1.0
52,2011,360.0,0.5555555555555556
52,2011,230.0,0.8695652173913043
52,2011,50.0,0.0
52,2011,150.0,0.8
52,2011,95.0,0.0
52,2011,430.0,1.0
52,2011,50.0,0.0
52,2011,190.0,1.0
52,2011,200.0,0.0
52,2011,420.0,1.0
52,2011,440.0,1.0
52,2011,100.0,1.0
52,2011,300.0,1.0
52,2011,180.0,1.0
52,2011,200.0,1.0
52,2011,240.0,1.0
52,2011,200.0,1.0
52,2011,200.0,0.0
52,2011,105.0,0.0
52,2011,300.0,1.0
52,2011,60.0,0.0
52,2011,200.0,1.0
52,2011,250.0,1.0
52,2011,200.0,0.0
52,2011,370.0,0.4864864864864865
52,2011,410.0,1.0
52,2011,250.0,0.0
52,2011,95.0,0.7368421052631579
52,2011,320.0,0.5625
52,2011,30.0,0.0
52,2011,100.0,0.0
52,2011,135.0,0.6666666666666666
52,2011,90.0,1.0
52,2011,150.0,1.0
52,2011,100.0,1.0
52,2011,140.0,0.5714285714285714
52,2011,200.0,0.0
52,2011,20.0,1.0
52,2011,110.0,0.0
52,2011,150.0,1.0
52,2011,350.0,1.0
52,2011,200.0,1.0
