T1,wave,total_奶类,ratio_奶类
11,2011,400.0,1.0
11,2011,200.0,1.0
11,2011,500.0,1.0
11,2011,500.0,1.0
11,2011,500.0,1.0
11,2011,1200.0,1.0
11,2011,1050.0,0.85714287
11,2011,486.0,1.0
11,2011,575.0,1.0
11,2011,690.0,0.81884056
11,2011,440.0,1.0
11,2011,360.0,1.0
11,2011,600.0,1.0
