T1,wave,total_蛋类,ratio_蛋类
37,2009,120.0,1.0
37,2009,590.0,1.0
37,2009,35.0,1.0
37,2009,235.0,1.0
37,2009,100.0,1.0
37,2009,440.0,1.0
37,2009,165.0,1.0
37,2009,931.0,0.99892586
37,2009,150.0,1.0
37,2009,605.0,1.0
37,2009,330.0,1.0
37,2009,315.0,1.0
37,2009,405.0,0.55555558
37,2009,110.0,1.0
37,2009,120.0,1.0
37,2009,689.0,1.0
37,2009,800.0,1.0
37,2009,365.0,1.0
37,2009,763.0,1.0
37,2009,150.0,1.0
37,2009,390.0,1.0
37,2009,190.0,1.0
37,2009,480.0,0.625
37,2009,420.0,1.0
37,2009,110.0,1.0
37,2009,669.0,1.0
37,2009,930.0,1.0
37,2009,275.0,1.0
37,2009,245.0,1.0
37,2009,220.0,1.0
37,2009,867.0,1.0
37,2009,185.0,1.0
37,2009,790.0,1.0
37,2009,1280.0,1.0
37,2009,570.0,1.0
37,2009,329.0,1.0
37,2009,240.0,1.0
37,2009,790.0,1.0
37,2009,370.0,1.0
37,2009,230.0,1.0
37,2009,845.0,1.0
37,2009,390.0,1.0
37,2009,176.0,1.0
37,2009,480.0,1.0
37,2009,180.0,1.0
37,2009,440.0,1.0
37,2009,400.0,1.0
37,2009,420.0,1.0
37,2009,1285.0,1.0
37,2009,195.0,0.0
37,2009,848.0,1.0
37,2009,380.0,1.0
37,2009,320.0,1.0
37,2009,770.0,1.0
37,2009,720.0,1.0
41,2009,145.0,0.0
41,2009,30.0,1.0
41,2009,70.0,0.0
41,2009,265.0,1.0
41,2009,230.0,1.0
41,2009,240.0,1.0
41,2009,560.0,0.71428573
41,2009,404.0,1.0
41,2009,80.0,0.0
41,2009,660.0,1.0
41,2009,240.0,1.0
41,2009,390.0,0.94871795
41,2009,140.0,1.0
41,2009,435.0,1.0
41,2009,140.0,1.0
41,2009,30.0,1.0
41,2009,180.0,1.0
41,2009,130.0,1.0
41,2009,320.0,0.78125
41,2009,485.0,1.0
41,2009,270.0,0.5925926
41,2009,300.0,1.0
41,2009,690.0,1.0
41,2009,40.0,0.5
41,2009,100.0,1.0
41,2009,924.0,0.93290043
41,2009,100.0,1.0
41,2009,400.0,0.875
41,2009,70.0,1.0
41,2009,305.0,1.0
41,2009,100.0,1.0
41,2009,100.0,1.0
41,2009,300.0,1.0
41,2009,110.0,1.0
41,2009,120.0,0.5
41,2009,60.0,1.0
41,2009,210.0,1.0
41,2009,272.0,1.0
41,2009,1035.0,1.0
41,2009,354.0,1.0
41,2009,140.0,1.0
41,2009,605.0,0.93388432
41,2009,180.0,1.0
41,2009,120.0,1.0
41,2009,300.0,1.0
41,2009,300.0,1.0
41,2009,540.0,1.0
41,2009,50.0,1.0
41,2009,60.0,1.0
41,2009,130.0,1.0
41,2009,420.0,1.0
41,2009,520.0,0.92307693
41,2009,800.0,1.0
41,2009,300.0,1.0
41,2009,210.0,1.0
41,2009,220.0,1.0
41,2009,260.0,1.0
41,2009,600.0,1.0
41,2009,360.0,1.0
41,2009,290.0,1.0
41,2009,160.0,1.0
41,2009,110.0,1.0
41,2009,50.0,1.0
41,2009,250.0,1.0
41,2009,90.0,1.0
41,2009,430.0,1.0
41,2009,170.0,1.0
41,2009,460.0,1.0
41,2009,640.0,1.0
41,2009,70.0,1.0
41,2009,882.0,0.63038546
41,2009,280.0,1.0
41,2009,460.0,0.0
41,2009,165.0,1.0
41,2009,220.0,1.0
41,2009,60.0,1.0
41,2009,180.0,0.72222221
41,2009,70.0,1.0
41,2009,200.0,0.34999999
41,2009,215.0,1.0
41,2009,100.0,1.0
41,2009,300.0,1.0
41,2009,820.0,1.0
41,2009,180.0,1.0
41,2009,565.0,1.0
41,2009,300.0,1.0
41,2009,160.0,1.0
41,2009,120.0,1.0
41,2009,200.0,1.0
41,2009,240.0,0.5
41,2009,437.0,1.0
41,2009,100.0,1.0
41,2009,390.0,1.0
41,2009,230.0,1.0
41,2009,340.0,1.0
41,2009,70.0,1.0
41,2009,180.0,1.0
41,2009,820.0,1.0
41,2009,700.0,1.0
41,2009,455.0,1.0
41,2009,50.0,1.0
41,2009,120.0,1.0
41,2009,90.0,1.0
41,2009,180.0,1.0
41,2009,385.0,1.0
41,2009,50.0,1.0
41,2009,550.0,1.0
41,2009,156.0,0.0
41,2009,140.0,1.0
41,2009,135.0,1.0
41,2009,80.0,1.0
41,2009,280.0,1.0
41,2009,180.0,1.0
41,2009,870.0,1.0
41,2009,480.0,0.0
41,2009,180.0,1.0
41,2009,230.0,1.0
41,2009,70.0,1.0
41,2009,160.0,1.0
41,2009,210.0,1.0
41,2009,70.0,1.0
41,2009,898.0,1.0
41,2009,50.0,1.0
41,2009,200.0,1.0
41,2009,300.0,0.40000001
41,2009,180.0,1.0
41,2009,50.0,1.0
41,2009,225.0,1.0
41,2009,480.0,1.0
41,2009,60.0,1.0
41,2009,205.0,1.0
41,2009,210.0,1.0
41,2009,520.0,1.0
41,2009,180.0,1.0
41,2009,110.0,0.0
41,2009,60.0,1.0
41,2009,430.0,1.0
41,2009,260.0,0.46153846
41,2009,300.0,1.0
41,2009,210.0,1.0
41,2009,411.0,1.0
41,2009,560.0,1.0
41,2009,232.0,1.0
41,2009,70.0,1.0
41,2009,510.0,1.0
41,2009,60.0,1.0
41,2009,190.0,1.0
41,2009,260.0,1.0
41,2009,90.0,1.0
41,2009,130.0,1.0
41,2009,120.0,1.0
41,2009,210.0,1.0
41,2009,480.0,1.0
41,2009,240.0,1.0
41,2009,480.0,1.0
41,2009,425.0,1.0
41,2009,100.0,1.0
41,2009,230.0,0.78260869
41,2009,300.0,0.83333331
41,2009,760.0,0.86842108
41,2009,420.0,1.0
41,2009,530.0,1.0
41,2009,270.0,1.0
41,2009,360.0,1.0
41,2009,490.0,1.0
41,2009,355.0,1.0
41,2009,730.0,1.0
41,2009,140.0,1.0
41,2009,180.0,1.0
41,2009,80.0,1.0
42,2009,325.0,1.0
42,2009,340.0,1.0
42,2009,240.0,1.0
42,2009,700.0,1.0
42,2009,390.0,1.0
42,2009,510.0,1.0
42,2009,380.0,1.0
42,2009,300.0,1.0
42,2009,600.0,0.0
42,2009,485.0,1.0
42,2009,100.0,1.0
42,2009,210.0,1.0
42,2009,420.0,1.0
42,2009,110.0,1.0
42,2009,335.0,0.41791046
42,2009,100.0,1.0
42,2009,180.0,1.0
42,2009,100.0,1.0
42,2009,100.0,1.0
42,2009,360.0,1.0
42,2009,50.0,1.0
42,2009,230.0,1.0
42,2009,230.0,1.0
42,2009,50.0,1.0
42,2009,280.0,1.0
42,2009,130.0,1.0
42,2009,100.0,1.0
42,2009,20.0,1.0
42,2009,170.0,1.0
42,2009,320.0,0.71875
42,2009,310.0,1.0
42,2009,80.0,0.75
42,2009,390.0,1.0
42,2009,20.0,1.0
42,2009,126.0,1.0
42,2009,460.0,1.0
42,2009,70.0,0.0
42,2009,130.0,1.0
42,2009,190.0,0.68421054
42,2009,180.0,1.0
42,2009,120.0,1.0
42,2009,50.0,0.0
42,2009,82.0,1.0
42,2009,360.0,1.0
42,2009,40.0,1.0
42,2009,350.0,1.0
42,2009,245.0,1.0
42,2009,380.0,1.0
42,2009,210.0,1.0
42,2009,250.0,1.0
42,2009,250.0,1.0
42,2009,150.0,1.0
42,2009,210.0,0.90476191
42,2009,240.0,1.0
42,2009,90.0,0.55555558
42,2009,70.0,1.0
42,2009,340.0,1.0
42,2009,240.0,1.0
42,2009,60.0,1.0
42,2009,180.0,1.0
42,2009,293.0,0.61433446
42,2009,120.0,1.0
42,2009,60.0,1.0
42,2009,220.0,0.72727275
42,2009,380.0,1.0
42,2009,200.0,1.0
42,2009,95.0,1.0
42,2009,490.0,1.0
42,2009,340.0,1.0
42,2009,102.0,1.0
42,2009,180.0,1.0
42,2009,375.0,1.0
42,2009,95.0,0.7368421
42,2009,50.0,1.0
42,2009,120.0,0.5
42,2009,340.0,1.0
42,2009,695.0,1.0
42,2009,45.0,1.0
42,2009,115.0,1.0
42,2009,270.0,0.7037037
42,2009,52.0,1.0
42,2009,320.0,1.0
42,2009,160.0,1.0
42,2009,230.0,1.0
42,2009,85.0,1.0
42,2009,135.0,1.0
42,2009,298.0,1.0
42,2009,130.0,1.0
42,2009,270.0,1.0
42,2009,172.0,1.0
42,2009,490.0,1.0
42,2009,160.0,1.0
42,2009,90.0,0.55555558
42,2009,200.0,1.0
42,2009,550.0,0.96363634
42,2009,120.0,1.0
42,2009,800.0,1.0
42,2009,310.0,1.0
42,2009,250.0,0.0
42,2009,310.0,1.0
42,2009,270.0,1.0
42,2009,110.0,1.0
42,2009,530.0,0.81132078
42,2009,240.0,1.0
42,2009,81.0,0.62962961
42,2009,50.0,1.0
42,2009,230.0,1.0
42,2009,150.0,0.0
42,2009,210.0,1.0
42,2009,50.0,0.0
42,2009,200.0,1.0
42,2009,385.0,0.87012988
42,2009,180.0,1.0
42,2009,100.0,1.0
42,2009,180.0,1.0
42,2009,180.0,0.0
42,2009,230.0,1.0
42,2009,80.0,1.0
42,2009,643.0,1.0
42,2009,240.0,0.70833331
42,2009,100.0,1.0
42,2009,100.0,1.0
42,2009,100.0,1.0
42,2009,250.0,1.0
42,2009,250.0,1.0
42,2009,280.0,1.0
42,2009,180.0,0.58333331
42,2009,130.0,1.0
42,2009,650.0,1.0
42,2009,80.0,1.0
42,2009,150.0,1.0
42,2009,50.0,1.0
42,2009,126.0,1.0
42,2009,285.0,0.68421054
42,2009,90.0,0.66666669
42,2009,475.0,1.0
42,2009,60.0,1.0
42,2009,220.0,1.0
42,2009,220.0,1.0
42,2009,50.0,1.0
42,2009,220.0,1.0
42,2009,135.0,1.0
42,2009,740.0,0.91891891
42,2009,400.0,1.0
42,2009,50.0,1.0
42,2009,50.0,1.0
42,2009,202.0,1.0
42,2009,250.0,1.0
42,2009,280.0,0.64285713
43,2009,165.0,1.0
43,2009,300.0,1.0
43,2009,430.0,0.58139533
43,2009,95.0,1.0
43,2009,115.0,1.0
43,2009,350.0,1.0
43,2009,60.0,1.0
43,2009,180.0,0.0
43,2009,150.0,1.0
43,2009,40.0,1.0
43,2009,100.0,1.0
43,2009,115.0,1.0
43,2009,130.0,1.0
43,2009,100.0,1.0
43,2009,400.0,1.0
43,2009,1050.0,0.95238096
43,2009,680.0,1.0
43,2009,165.0,1.0
43,2009,60.0,1.0
43,2009,190.0,0.68421054
43,2009,270.0,1.0
43,2009,455.0,1.0
43,2009,165.0,1.0
43,2009,140.0,1.0
43,2009,56.0,1.0
43,2009,150.0,1.0
43,2009,300.0,0.60000002
43,2009,40.0,1.0
43,2009,60.0,1.0
43,2009,180.0,1.0
43,2009,180.0,0.33333334
43,2009,50.0,1.0
43,2009,440.0,1.0
43,2009,30.0,1.0
43,2009,320.0,1.0
43,2009,310.0,1.0
43,2009,500.0,0.89999998
43,2009,260.0,1.0
43,2009,420.0,1.0
43,2009,80.0,1.0
43,2009,260.0,1.0
43,2009,129.0,1.0
43,2009,220.0,1.0
43,2009,320.0,1.0
43,2009,137.0,0.56204379
43,2009,410.0,0.73170733
43,2009,145.0,1.0
43,2009,150.0,1.0
43,2009,100.0,1.0
43,2009,340.0,1.0
43,2009,440.0,1.0
43,2009,150.0,0.60000002
43,2009,400.0,1.0
43,2009,105.0,1.0
43,2009,175.0,1.0
43,2009,92.0,1.0
43,2009,310.0,1.0
43,2009,150.0,1.0
43,2009,60.0,1.0
43,2009,210.0,0.76190478
43,2009,535.0,1.0
43,2009,110.0,1.0
43,2009,420.0,1.0
43,2009,150.0,1.0
43,2009,150.0,1.0
43,2009,150.0,1.0
43,2009,120.0,0.5
43,2009,635.0,1.0
43,2009,330.0,0.45454547
43,2009,270.0,1.0
43,2009,490.0,1.0
43,2009,50.0,1.0
43,2009,150.0,1.0
43,2009,140.0,0.17857143
43,2009,130.0,1.0
43,2009,425.0,1.0
43,2009,135.0,1.0
43,2009,530.0,1.0
43,2009,380.0,0.65789473
43,2009,105.0,1.0
43,2009,260.0,1.0
43,2009,150.0,1.0
43,2009,650.0,1.0
43,2009,120.0,1.0
43,2009,250.0,1.0
43,2009,340.0,0.64705884
43,2009,640.0,0.921875
43,2009,120.0,0.16666667
43,2009,30.0,1.0
43,2009,220.0,1.0
43,2009,190.0,1.0
43,2009,70.0,1.0
43,2009,50.0,1.0
43,2009,90.0,1.0
43,2009,655.0,1.0
43,2009,320.0,0.46875
43,2009,113.0,1.0
43,2009,180.0,1.0
43,2009,260.0,1.0
43,2009,100.0,0.5
43,2009,35.0,1.0
43,2009,340.0,1.0
43,2009,205.0,1.0
43,2009,125.0,1.0
43,2009,280.0,1.0
43,2009,380.0,1.0
43,2009,190.0,1.0
43,2009,460.0,1.0
43,2009,320.0,1.0
43,2009,510.0,1.0
43,2009,440.0,1.0
43,2009,110.0,1.0
43,2009,230.0,1.0
43,2009,180.0,0.0
43,2009,50.0,1.0
43,2009,520.0,1.0
43,2009,180.0,0.0
43,2009,340.0,1.0
43,2009,288.0,1.0
43,2009,50.0,1.0
43,2009,560.0,1.0
43,2009,220.0,1.0
43,2009,185.0,1.0
43,2009,200.0,1.0
43,2009,120.0,0.66666669
43,2009,165.0,1.0
43,2009,232.0,1.0
43,2009,580.0,1.0
43,2009,160.0,1.0
43,2009,120.0,1.0
43,2009,150.0,0.60000002
43,2009,50.0,1.0
43,2009,460.0,1.0
43,2009,205.0,1.0
43,2009,50.0,1.0
43,2009,50.0,1.0
43,2009,260.0,0.76923078
43,2009,50.0,1.0
43,2009,160.0,1.0
43,2009,120.0,1.0
43,2009,270.0,1.0
43,2009,250.0,1.0
43,2009,50.0,1.0
43,2009,535.0,1.0
43,2009,110.0,1.0
43,2009,100.0,1.0
43,2009,120.0,1.0
43,2009,390.0,1.0
43,2009,100.0,1.0
43,2009,180.0,1.0
43,2009,265.0,1.0
43,2009,190.0,1.0
43,2009,120.0,1.0
43,2009,105.0,1.0
43,2009,80.0,1.0
43,2009,100.0,0.0
43,2009,490.0,1.0
43,2009,340.0,1.0
43,2009,320.0,1.0
43,2009,350.0,1.0
43,2009,500.0,0.89999998
43,2009,250.0,1.0
43,2009,340.0,0.82352942
43,2009,340.0,0.67647058
43,2009,120.0,1.0
43,2009,140.0,1.0
43,2009,450.0,1.0
43,2009,110.0,1.0
43,2009,200.0,1.0
43,2009,310.0,1.0
43,2009,60.0,1.0
43,2009,60.0,1.0
43,2009,715.0,1.0
43,2009,50.0,0.60000002
43,2009,360.0,1.0
43,2009,60.0,1.0
43,2009,200.0,1.0
43,2009,62.0,1.0
43,2009,60.0,1.0
43,2009,200.0,1.0
43,2009,50.0,1.0
43,2009,260.0,1.0
45,2009,150.0,1.0
45,2009,60.0,0.33333334
45,2009,320.0,1.0
45,2009,275.0,1.0
45,2009,60.0,1.0
45,2009,100.0,1.0
45,2009,210.0,0.71428573
45,2009,70.0,1.0
45,2009,60.0,1.0
45,2009,50.0,1.0
45,2009,96.0,1.0
45,2009,661.0,1.0
45,2009,50.0,1.0
45,2009,70.0,1.0
45,2009,210.0,1.0
45,2009,170.0,1.0
45,2009,50.0,1.0
45,2009,130.0,1.0
45,2009,100.0,1.0
45,2009,25.0,1.0
45,2009,150.0,1.0
45,2009,100.0,1.0
45,2009,700.0,0.76428574
45,2009,90.0,1.0
45,2009,20.0,1.0
45,2009,50.0,1.0
45,2009,160.0,1.0
45,2009,55.0,1.0
45,2009,60.0,1.0
45,2009,120.0,1.0
45,2009,60.0,1.0
45,2009,60.0,1.0
45,2009,310.0,1.0
45,2009,451.0,1.0
45,2009,230.0,1.0
45,2009,150.0,1.0
45,2009,300.0,1.0
45,2009,110.0,1.0
45,2009,460.0,1.0
45,2009,180.0,1.0
45,2009,100.0,1.0
45,2009,50.0,0.0
45,2009,40.0,1.0
45,2009,150.0,1.0
45,2009,240.0,1.0
45,2009,100.0,1.0
45,2009,58.0,1.0
45,2009,360.0,1.0
45,2009,140.0,1.0
45,2009,15.0,1.0
45,2009,200.0,1.0
45,2009,50.0,1.0
45,2009,160.0,1.0
45,2009,180.0,1.0
45,2009,165.0,1.0
45,2009,90.0,1.0
45,2009,199.0,1.0
45,2009,420.0,0.85714287
45,2009,240.0,1.0
45,2009,265.0,1.0
45,2009,670.0,1.0
45,2009,90.0,1.0
45,2009,180.0,1.0
45,2009,160.0,1.0
45,2009,60.0,1.0
45,2009,240.0,1.0
45,2009,240.0,1.0
45,2009,200.0,1.0
45,2009,50.0,1.0
45,2009,290.0,1.0
45,2009,150.0,1.0
45,2009,150.0,1.0
45,2009,60.0,1.0
45,2009,120.0,1.0
45,2009,390.0,1.0
45,2009,120.0,1.0
45,2009,100.0,1.0
45,2009,170.0,1.0
45,2009,70.0,0.0
45,2009,80.0,1.0
45,2009,60.0,1.0
45,2009,50.0,1.0
45,2009,100.0,0.0
45,2009,50.0,1.0
45,2009,100.0,1.0
45,2009,60.0,1.0
45,2009,93.0,1.0
45,2009,180.0,0.55555558
45,2009,150.0,1.0
45,2009,50.0,0.0
45,2009,200.0,1.0
45,2009,30.0,1.0
45,2009,100.0,1.0
45,2009,170.0,1.0
45,2009,250.0,1.0
45,2009,220.0,1.0
45,2009,185.0,1.0
45,2009,130.0,1.0
45,2009,240.0,1.0
45,2009,80.0,0.375
45,2009,60.0,1.0
45,2009,510.0,1.0
45,2009,60.0,1.0
45,2009,120.0,1.0
45,2009,188.0,1.0
45,2009,60.0,1.0
45,2009,150.0,1.0
45,2009,170.0,0.88235295
45,2009,80.0,1.0
45,2009,120.0,1.0
45,2009,795.0,1.0
45,2009,190.0,1.0
45,2009,400.0,1.0
45,2009,70.0,1.0
45,2009,100.0,1.0
45,2009,350.0,1.0
45,2009,100.0,1.0
45,2009,100.0,1.0
45,2009,50.0,1.0
45,2009,150.0,1.0
45,2009,450.0,1.0
45,2009,120.0,1.0
45,2009,30.0,1.0
45,2009,390.0,1.0
45,2009,20.0,1.0
45,2009,100.0,1.0
45,2009,120.0,1.0
45,2009,35.0,1.0
45,2009,40.0,1.0
45,2009,60.0,1.0
45,2009,160.0,1.0
45,2009,320.0,1.0
45,2009,100.0,1.0
45,2009,390.0,0.84615386
45,2009,50.0,1.0
45,2009,160.0,1.0
45,2009,46.0,1.0
45,2009,420.0,1.0
45,2009,180.0,1.0
45,2009,150.0,1.0
45,2009,386.0,1.0
45,2009,187.0,1.0
45,2009,110.0,1.0
45,2009,180.0,1.0
45,2009,160.0,1.0
45,2009,30.0,1.0
45,2009,310.0,1.0
45,2009,100.0,1.0
45,2009,120.0,1.0
45,2009,170.0,1.0
45,2009,170.0,1.0
45,2009,342.0,1.0
45,2009,220.0,1.0
45,2009,50.0,1.0
45,2009,50.0,1.0
45,2009,60.0,1.0
45,2009,50.0,0.0
45,2009,340.0,1.0
45,2009,15.0,1.0
45,2009,40.0,0.0
45,2009,100.0,1.0
45,2009,270.0,1.0
45,2009,150.0,1.0
45,2009,240.0,1.0
45,2009,90.0,1.0
45,2009,592.0,1.0
45,2009,60.0,1.0
45,2009,50.0,1.0
45,2009,170.0,1.0
45,2009,160.0,1.0
45,2009,55.0,1.0
45,2009,100.0,1.0
45,2009,50.0,1.0
45,2009,170.0,1.0
45,2009,60.0,1.0
45,2009,169.0,1.0
45,2009,30.0,1.0
45,2009,93.0,1.0
45,2009,180.0,1.0
45,2009,60.0,1.0
45,2009,135.0,1.0
45,2009,180.0,1.0
45,2009,60.0,0.0
45,2009,70.0,1.0
45,2009,450.0,0.63333333
45,2009,260.0,0.42307693
45,2009,50.0,1.0
45,2009,110.0,1.0
45,2009,440.0,1.0
45,2009,170.0,0.0
45,2009,85.0,1.0
45,2009,50.0,1.0
45,2009,180.0,1.0
45,2009,590.0,1.0
45,2009,120.0,1.0
45,2009,65.0,1.0
45,2009,220.0,1.0
45,2009,70.0,1.0
45,2009,50.0,1.0
45,2009,350.0,1.0
45,2009,120.0,1.0
45,2009,180.0,1.0
45,2009,160.0,1.0
45,2009,110.0,1.0
45,2009,200.0,1.0
45,2009,50.0,1.0
45,2009,60.0,1.0
45,2009,173.0,1.0
45,2009,295.0,0.3898305
45,2009,122.0,1.0
45,2009,60.0,1.0
45,2009,200.0,1.0
45,2009,50.0,1.0
45,2009,50.0,1.0
52,2009,260.0,1.0
52,2009,180.0,1.0
52,2009,240.0,1.0
52,2009,50.0,1.0
52,2009,80.0,1.0
52,2009,150.0,1.0
52,2009,360.0,1.0
52,2009,130.0,1.0
52,2009,40.0,1.0
52,2009,50.0,0.0
52,2009,120.0,1.0
52,2009,160.0,1.0
52,2009,120.0,1.0
52,2009,30.0,1.0
52,2009,50.0,1.0
52,2009,60.0,1.0
52,2009,30.0,1.0
52,2009,180.0,1.0
52,2009,30.0,1.0
52,2009,100.0,1.0
52,2009,180.0,1.0
52,2009,50.0,1.0
52,2009,160.0,1.0
52,2009,290.0,1.0
52,2009,140.0,0.64285713
52,2009,50.0,1.0
52,2009,330.0,1.0
52,2009,60.0,1.0
52,2009,150.0,0.0
52,2009,330.0,1.0
52,2009,100.0,1.0
52,2009,170.0,1.0
52,2009,20.0,0.0
52,2009,95.0,0.31578946
52,2009,270.0,0.55555558
52,2009,120.0,1.0
52,2009,100.0,1.0
52,2009,95.0,1.0
52,2009,120.0,1.0
52,2009,170.0,1.0
52,2009,200.0,1.0
52,2009,350.0,1.0
52,2009,418.0,1.0
52,2009,90.0,1.0
52,2009,180.0,0.0
52,2009,75.0,1.0
52,2009,340.0,1.0
52,2009,50.0,1.0
52,2009,280.0,0.39285713
52,2009,200.0,1.0
52,2009,380.0,0.7368421
52,2009,505.0,1.0
52,2009,190.0,1.0
52,2009,280.0,0.78571427
52,2009,235.0,0.57446808
52,2009,315.0,1.0
52,2009,470.0,0.87234044
52,2009,150.0,1.0
52,2009,50.0,1.0
52,2009,50.0,0.0
52,2009,160.0,0.875
52,2009,250.0,1.0
52,2009,100.0,1.0
52,2009,240.0,0.0
52,2009,80.0,1.0
52,2009,250.0,0.2
52,2009,50.0,1.0
52,2009,180.0,1.0
52,2009,350.0,0.5714286
52,2009,120.0,1.0
52,2009,50.0,1.0
52,2009,310.0,1.0
52,2009,120.0,1.0
52,2009,150.0,0.26666668
52,2009,80.0,1.0
52,2009,60.0,1.0
52,2009,200.0,1.0
52,2009,60.0,1.0
52,2009,100.0,1.0
52,2009,230.0,1.0
52,2009,70.0,0.42857143
52,2009,400.0,1.0
52,2009,300.0,1.0
52,2009,100.0,1.0
52,2009,660.0,1.0
52,2009,50.0,1.0
52,2009,180.0,1.0
52,2009,150.0,1.0
52,2009,170.0,1.0
52,2009,230.0,1.0
52,2009,300.0,1.0
52,2009,400.0,0.55000001
52,2009,410.0,1.0
52,2009,240.0,1.0
52,2009,20.0,1.0
52,2009,150.0,1.0
52,2009,270.0,0.77777779
52,2009,360.0,1.0
52,2009,80.0,1.0
52,2009,300.0,1.0
52,2009,100.0,1.0
52,2009,200.0,0.0
52,2009,190.0,1.0
11,2011,60.0,1.0
11,2011,440.0,1.0
11,2011,230.0,1.0
11,2011,50.0,1.0
11,2011,70.0,0.71428573
11,2011,50.0,1.0
11,2011,240.0,1.0
11,2011,180.0,1.0
11,2011,236.0,1.0
11,2011,210.0,1.0
11,2011,275.0,0.78181821
11,2011,60.0,0.5
11,2011,60.0,1.0
11,2011,120.0,1.0
11,2011,180.0,0.66666669
11,2011,120.0,1.0
11,2011,180.0,0.66666669
11,2011,60.0,1.0
11,2011,200.0,1.0
11,2011,180.0,1.0
11,2011,240.0,0.75
11,2011,160.0,0.625
11,2011,120.0,1.0
11,2011,120.0,1.0
11,2011,125.0,1.0
11,2011,80.0,1.0
11,2011,210.0,1.0
11,2011,50.0,0.0
11,2011,110.0,1.0
11,2011,120.0,1.0
11,2011,50.0,1.0
11,2011,110.0,0.45454547
11,2011,20.0,0.0
11,2011,50.0,1.0
11,2011,180.0,1.0
11,2011,150.0,1.0
11,2011,120.0,1.0
11,2011,280.0,0.35714287
11,2011,450.0,0.55555558
11,2011,150.0,1.0
11,2011,130.0,1.0
11,2011,220.0,1.0
11,2011,20.0,1.0
11,2011,175.0,1.0
11,2011,150.0,0.66666669
11,2011,280.0,1.0
11,2011,230.0,1.0
11,2011,120.0,1.0
11,2011,120.0,1.0
11,2011,210.0,0.71428573
11,2011,30.0,1.0
11,2011,60.0,1.0
11,2011,50.0,1.0
11,2011,200.0,1.0
11,2011,130.0,1.0
11,2011,120.0,1.0
11,2011,150.0,1.0
11,2011,60.0,1.0
11,2011,170.0,1.0
11,2011,60.0,0.0
11,2011,145.0,1.0
11,2011,300.0,1.0
11,2011,160.0,1.0
11,2011,50.0,1.0
11,2011,150.0,1.0
11,2011,220.0,1.0
11,2011,210.0,1.0
11,2011,180.0,1.0
11,2011,120.0,1.0
11,2011,50.0,1.0
11,2011,285.0,0.78947371
11,2011,210.0,1.0
11,2011,130.0,0.38461539
11,2011,120.0,1.0
11,2011,200.0,1.0
11,2011,210.0,1.0
11,2011,170.0,0.41176471
11,2011,50.0,0.0
11,2011,160.0,1.0
11,2011,60.0,1.0
11,2011,325.0,1.0
11,2011,280.0,1.0
11,2011,240.0,1.0
11,2011,90.0,1.0
11,2011,98.0,1.0
11,2011,60.0,1.0
11,2011,140.0,0.35714287
11,2011,180.0,1.0
11,2011,120.0,1.0
11,2011,170.0,0.29411766
11,2011,100.0,1.0
11,2011,190.0,1.0
11,2011,60.0,1.0
11,2011,1000.0,0.85000002
11,2011,260.0,1.0
11,2011,220.0,1.0
11,2011,160.0,0.625
11,2011,150.0,0.66666669
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,420.0,0.52380955
11,2011,85.0,0.70588237
11,2011,183.0,1.0
11,2011,20.0,1.0
11,2011,100.0,1.0
11,2011,140.0,1.0
11,2011,190.0,1.0
11,2011,260.0,1.0
11,2011,400.0,1.0
11,2011,270.0,1.0
11,2011,80.0,0.0
11,2011,350.0,0.71428573
11,2011,170.0,0.29411766
11,2011,302.0,1.0
11,2011,95.0,1.0
11,2011,70.0,0.71428573
11,2011,40.0,1.0
11,2011,60.0,1.0
11,2011,260.0,1.0
11,2011,50.0,1.0
11,2011,30.0,1.0
11,2011,340.0,0.58823532
11,2011,240.0,1.0
11,2011,180.0,1.0
11,2011,200.0,1.0
11,2011,180.0,1.0
11,2011,60.0,1.0
11,2011,210.0,1.0
11,2011,310.0,1.0
11,2011,145.0,0.48275861
11,2011,60.0,0.0
11,2011,180.0,0.66666669
11,2011,285.0,1.0
11,2011,65.0,1.0
11,2011,110.0,0.54545456
11,2011,100.0,0.0
11,2011,182.0,1.0
11,2011,220.0,1.0
11,2011,168.0,1.0
11,2011,100.0,0.5
11,2011,120.0,1.0
11,2011,420.0,0.76190478
11,2011,130.0,1.0
11,2011,50.0,1.0
11,2011,180.0,0.0
11,2011,200.0,0.30000001
11,2011,180.0,1.0
11,2011,225.0,1.0
11,2011,80.0,1.0
11,2011,123.0,0.48780489
11,2011,60.0,0.0
11,2011,160.0,1.0
11,2011,60.0,0.0
11,2011,150.0,0.80000001
11,2011,140.0,0.5714286
11,2011,260.0,0.76923078
11,2011,240.0,1.0
11,2011,60.0,0.0
11,2011,150.0,0.86666667
11,2011,120.0,1.0
11,2011,80.0,1.0
11,2011,120.0,1.0
11,2011,240.0,0.5
11,2011,130.0,1.0
11,2011,150.0,1.0
11,2011,80.0,0.0
11,2011,360.0,1.0
11,2011,1050.0,1.0
11,2011,100.0,1.0
11,2011,55.0,1.0
11,2011,240.0,1.0
11,2011,150.0,1.0
11,2011,300.0,0.0
11,2011,180.0,1.0
11,2011,145.0,1.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,185.0,1.0
11,2011,75.0,1.0
11,2011,50.0,1.0
11,2011,200.0,1.0
11,2011,150.0,1.0
11,2011,105.0,1.0
11,2011,230.0,1.0
