period,item_code,village_years,outlet_village_pairs,reversed_endpoint_pairs,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_n_unique_3dp,low_modal_value_share_3dp,community_low_n,community_low_mean,community_low_sd,community_low_p01,community_low_p10,community_low_p25,community_low_p50,community_low_p75,community_low_p90,community_low_p95,community_low_p99,community_low_max,community_high_n,community_high_mean,community_high_sd,community_high_p01,community_high_p10,community_high_p25,community_high_p50,community_high_p75,community_high_p90,community_high_p95,community_high_p99,community_high_max,community_mid_n,community_mid_mean,community_mid_sd,community_mid_p01,community_mid_p10,community_mid_p25,community_mid_p50,community_mid_p75,community_mid_p90,community_mid_p95,community_mid_p99,community_mid_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2024,roulei_13,30,30,0,0.0,0.0,0.0,8,0.4166666666666667,24,13.789166666666668,5.134344644405577,9.9,9.9,9.9,9.98,19.05,20.0,23.229999999999993,23.8,23.8,30,43.38,43.79359424107279,13.0,20.0,21.9,24.45,34.9,78.00000000000004,148.44999999999976,184.0,184.0,24,28.132083333333338,24.95483711569792,13.0,15.899999999999999,16.2375,18.2,23.305,56.579999999999984,95.54999999999993,101.4,101.4,30,肉制品,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1
pooled_2023_2024,roulei_13,41,41,0,0.0,0.0,0.0,9,0.3333333333333333,30,13.924666666666669,4.934924611333008,9.9,9.9,9.9,11.0,19.55,20.0,22.08999999999999,23.8,23.8,41,39.37780487804878,38.49697191093055,12.195,16.0,21.9,26.0,35.0,68.0,105.0,184.0,184.0,30,27.538999999999998,22.36503788628967,13.0,15.86,16.35,20.0,25.799999999999997,44.940000000000026,83.8499999999999,101.4,101.4,30,肉制品,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1
2023,danlei_1,148,219,0,0.0,0.0,0.0,35,0.19047619047619047,84,5.022654761904762,0.7652796715973734,3.7157999999999998,4.259,4.4925,5.0,5.28,5.747000000000001,6.618999999999998,7.5,7.5,219,5.728470319634703,2.2505242616103223,3.8,4.2,4.5,5.0,5.91,7.840000000000003,11.0,16.409999999999997,16.5,84,5.874291666666666,1.5005492894036234,4.11205,4.5,5.0,5.34,6.234999999999999,7.970000000000001,8.942499999999999,10.64,10.64,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
2024,danlei_1,141,215,0,0.0,0.0,0.0,53,0.09375,160,6.18335,1.7320972063009255,3.0,4.98,5.2,5.83,6.67,8.0,8.393499999999978,13.2,13.2,215,8.456237209302325,5.145175661107764,2.14,5.0360000000000005,5.56,6.6,8.33,15.9,19.7,29.444,30.0,160,7.405709375000001,3.1008660214922035,3.295,5.0809999999999995,5.5,6.5,8.15,11.219499999999998,14.113174999999984,18.672755,18.7055,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_1,289,434,0,0.0,0.0,0.0,75,0.12704918032786885,244,5.783766393442623,1.5711413896244522,3.0,4.4,5.0,5.5,6.5,7.3,8.0,13.113999999999999,13.2,434,7.0797834101382495,4.183044580472262,3.165,4.3,5.0,5.675,7.0,12.373999999999995,16.5,25.8,30.0,244,6.878499999999999,2.7553995512888503,3.543,4.9502500000000005,5.2,6.0,7.57625,10.05,12.277249999999999,18.65,18.7055,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
2023,danlei_2,18,18,0,0.0,0.0,0.0,2,0.5,2,7.5,7.495331880577404,2.306,3.2600000000000007,4.8500000000000005,7.5,10.15,11.74,12.27,12.694,12.8,18,10.181111111111111,3.0930432166184296,2.591,7.65,9.2375,10.45,11.885,12.24,13.380499999999996,16.012099999999997,16.67,2,8.075000000000001,6.682159082212874,3.4445,4.295,5.7125,8.075,10.4375,11.855,12.3275,12.7055,12.8,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
2024,danlei_2,35,38,0,0.0,0.0,0.0,13,0.15,20,10.77945,3.8129656571534425,3.165,6.9,7.75,10.555,13.64,15.090900000000001,15.94705,16.52541,16.67,38,14.95707894736842,10.483751748459547,3.425,6.616,8.875,13.64,16.652500000000003,18.60000000000001,41.499999999999986,50.0,50.0,20,13.484950000000003,6.7803648440494015,3.165,6.9,9.625,13.64,15.0,18.00250000000002,29.995,29.995,29.995,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_2,53,56,0,0.0,0.0,0.0,15,0.13636363636363635,22,10.481318181818184,4.093953746061596,2.2630000000000003,6.1,7.25,10.555,13.64,15.0,15.86355,16.51019,16.67,56,13.42194642857143,9.05325527475091,2.365,6.4399999999999995,9.0,11.325,15.60225,17.8,25.0,50.0,50.0,22,12.993136363636365,6.80111543579402,2.6785,6.1,8.875,13.22,14.8875,16.593900000000005,29.328749999999992,29.995,29.995,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
2023,danlei_3,29,34,1,0.0,0.0,0.0,10,0.21428571428571427,14,14.55642857142857,9.691608271031228,1.539,3.7350000000000003,8.25,12.12,23.4,26.0,28.449999999999996,32.089999999999996,33.0,34,15.16070588235294,9.723856135983176,1.599,2.6100000000000008,10.0,12.2,20.0,32.0,33.0,33.0,33.0,14,15.945857142857141,10.30863567677525,1.539,3.8594999999999997,8.973749999999999,14.363499999999998,26.125,29.0,30.4,32.48,33.0,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
2024,danlei_3,75,98,0,0.0,0.0,0.0,29,0.18571428571428572,70,13.874242857142857,6.769621763748961,4.07,8.850000000000001,10.0,12.5,15.75,18.365200000000005,26.264999999999976,36.200000000000045,50.0,98,16.967244897959187,11.289661456176479,1.9849999999999999,8.675,11.67,13.9,18.0,28.109899999999996,40.533,60.0,60.0,70,16.113335714285714,9.307335757550518,4.2425,9.3625,11.0625,13.15,18.45,26.070000000000004,37.94804999999995,47.32500000000002,52.5,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_3,104,132,1,0.0,0.0,0.0,38,0.15476190476190477,84,13.987940476190477,7.271499623842853,1.749,7.7250000000000005,10.0,12.5,16.15,21.439,29.399999999999977,35.89000000000003,50.0,132,16.50192424242424,10.900633234369806,1.593,8.32,10.149999999999999,13.215,20.0,32.0,35.130999999999986,60.0,60.0,84,16.08542261904762,9.416109796607692,1.749,8.287,10.835,13.8,18.5,29.0,32.44934999999998,46.27500000000001,52.5,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
2023,nailei_1,144,197,5,0.0,0.0,0.0,94,0.060109289617486336,183,8.366423497267759,9.371680310923923,2.5,3.918,4.5,5.63,8.0,11.0,29.80000000000001,50.900000000000034,60.0,197,15.31604162436548,12.957556551451932,4.0,6.95,9.17,12.5,15.0,24.00200000000002,45.599999999999966,75.0,76.0,183,11.7372587431694,9.748204812962877,4.4586,5.83,7.817500000000001,9.3375,10.85,15.600000000000023,36.5,51.08000000000004,61.5,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
2024,nailei_1,148,203,4,0.0,0.0,0.0,76,0.14814814814814814,189,5.477539682539683,2.0134962565842085,2.1654400000000003,3.33,4.49,5.0,5.9,8.866400000000002,9.779999999999996,11.661200000000001,11.7,203,10.808197044334976,4.969194206306614,3.7962399999999996,5.220000000000001,6.25,10.0,14.0,16.0,18.229999999999986,23.6,34.7,189,8.278304232804235,2.835373675377646,3.3115200000000002,5.0,6.0,8.25,10.2,11.335,12.588999999999999,15.240000000000009,22.35,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
pooled_2023_2024,nailei_1,292,400,9,0.0,0.0,0.0,141,0.0967741935483871,372,6.8986841397849465,6.872519254744706,2.3636,3.5,4.4975000000000005,5.2,7.3475,9.17,11.626999999999999,45.87000000000006,60.0,400,13.0283105,10.00346234855899,4.0,5.492000000000001,8.0,11.67,15.0,17.060000000000013,26.0,65.02999999999997,76.0,372,9.979886693548387,7.327310675328342,3.81225,5.3,6.647500000000001,8.93,10.5,12.55,16.0,49.29000000000002,61.5,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
2023,nailei_2,129,170,5,0.0,0.0,0.007407407407407408,69,0.05925925925925926,135,13.592834814814813,33.48248704968221,2.0272,4.176,6.595000000000001,10.0,12.2,14.5,17.469999999999988,62.619999999999976,385.0,170,18.877737058823527,14.074179339282948,2.8657,8.581,11.84175,15.899999999999999,18.4775,38.75,50.343749999999986,75.93,80.0,135,16.77732592592593,21.03087039782132,3.7973500000000002,8.407,10.582,13.74,15.95875,23.110000000000017,25.80014999999999,66.64999999999999,230.0,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
2024,nailei_2,122,156,3,0.0,0.007462686567164179,0.007462686567164179,66,0.06716417910447761,134,8.932955223880597,5.954224671742666,1.7320000000000002,3.0,6.0475,7.4,11.8,13.588000000000001,14.7595,22.81989999999996,59.0,156,13.926499999999997,10.635830853997195,1.7168,5.8149999999999995,9.1325,12.0,16.0625,20.0,24.35,73.382,79.0,134,11.925555970149254,7.511034999127748,2.8325,6.1425,8.0375,11.215,13.89,15.885,20.642499999999984,41.264,69.0,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
pooled_2023_2024,nailei_2,251,326,8,0.0,0.0037174721189591076,0.007434944237918215,111,0.05204460966542751,269,11.271556505576207,24.157429062166077,1.872,3.96,6.19,9.146,12.15,14.146320000000001,15.749999999999993,58.31999999999999,385.0,326,16.50843343558282,12.770633743092068,2.5625,6.6850000000000005,10.22,13.8,17.368775,27.64,41.3125,74.5955,80.0,269,14.36045910780669,15.970374667604892,3.0,6.894,8.975,12.395,15.0,17.88,24.880699999999997,65.79999999999998,230.0,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
2023,nailei_3,44,51,0,0.0,0.0,0.0,26,0.07142857142857142,42,22.632452380952383,9.946296511896032,9.09214,12.65,15.331,19.405,30.59375,35.71,37.25,46.98499999999994,53.75,51,87.94994117647059,101.56819155432703,14.4,16.447,27.0,55.0,86.25,284.286,342.14300000000003,400.0,400.0,42,61.9987619047619,53.56941907289813,16.123,20.581500000000002,30.4,42.525,59.735,150.005,206.43024999999975,209.70295000000002,209.705,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
2024,nailei_3,52,53,0,0.0,0.0,0.0,27,0.13043478260869565,46,44.275,28.700213452555055,6.225,23.555,29.0,37.375,45.75,79.64500000000001,102.4175,138.18749999999991,150.0,53,142.52522641509432,159.6597844118792,14.24,46.0,60.0,123.75,176.0,250.2500000000002,267.77599999999995,809.9599999999982,1093.75,46,100.11398913043479,89.5353632637524,9.8125,40.625,70.36500000000001,79.03125,106.601,152.36,194.38375,458.29049999999916,592.71,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
pooled_2023_2024,nailei_3,96,104,0,0.0,0.0,0.0,51,0.06818181818181818,88,33.94560227272728,24.30793563178649,6.435,14.700000000000001,19.299999999999997,29.0,37.67375,55.624999999999986,81.03849999999993,127.16249999999988,150.0,104,115.76234615384615,136.48717265720134,13.836,21.500000000000004,48.28125,71.0,123.75,260.0,284.286,543.5599999999998,1093.75,88,81.92263068181819,76.58651958258031,12.4375,24.040000000000003,39.846875,60.980000000000004,102.03125,150.005,206.40574999999993,332.83229999999867,592.71,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
2023,youzhi_1,107,139,0,0.0,0.0,0.0,47,0.0784313725490196,102,7.168843137254904,5.793823205922587,3.5025,4.5,5.0,5.99,7.0,10.0,10.5,31.97999999999999,50.0,139,10.18289784172662,11.939545454487702,4.0760000000000005,5.34,6.0,7.5,8.89,13.066,18.17999999999999,73.86000000000001,90.0,102,9.047670588235293,8.945791712998028,4.5,5.464,6.0,7.0,8.434999999999999,11.5,14.474999999999994,59.91999999999996,62.5,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
2024,youzhi_1,111,160,2,0.0,0.0,0.0,50,0.11666666666666667,120,6.754941666666666,4.224971889510848,3.638,4.5,4.98,5.49,7.0,11.6,11.61,12.0,45.0,160,7.9630125,5.715485471588865,4.4549,5.0,5.49,6.5,9.0,11.61,12.624999999999957,20.869999999999976,68.0,120,7.051145833333334,2.852062009028527,4.2285,4.95,5.365,6.1525,7.12625,11.61,12.0,13.0,24.75,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_1,218,299,2,0.0,0.0,0.0,86,0.07657657657657657,222,6.945112612612613,4.999569517298638,3.521,4.5,4.99,5.574999999999999,7.0,10.0,11.61,31.579999999999984,50.0,299,8.994999331103678,9.201845231004956,4.3862,5.0,5.52,7.0,8.945,12.0,16.0,68.07999999999993,90.0,222,7.968468018018017,6.476723924423775,4.3584,5.0,5.5,6.5200000000000005,7.94445,11.61,12.474999999999994,46.27749999999978,62.5,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
2023,youzhi_2,98,143,0,0.0,0.0,0.0,37,0.23148148148148148,108,8.09525,7.018736697210286,4.49,5.48,6.2675,6.5,7.5,9.529,12.914999999999974,34.089999999999904,69.0,143,11.331748251748252,10.714828975039476,5.084,7.0,7.9,9.0,11.6,13.771999999999998,21.060000000000006,64.02000000000086,98.0,108,10.145249999999999,9.338620001891051,5.835,6.75,7.25,8.355,9.5,12.079999999999993,16.0,61.087999999999695,83.5,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
2024,youzhi_2,117,160,3,0.0,0.0,0.0,69,0.08208955223880597,134,7.893932835820894,3.031641323731389,4.4933000000000005,5.0,6.01,7.029999999999999,8.4,11.97,14.0,19.818999999999928,21.7,160,11.70594375,7.815233033096065,4.6852,6.583,8.287500000000001,10.33,12.9,16.025,20.0,57.475569999999955,65.25,134,9.85305223880597,4.7476822276606265,4.7732,6.506,7.23875,8.870000000000001,10.116249999999999,14.350000000000001,17.174999999999997,32.94477999999992,35.12,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_2,215,303,3,0.0,0.0,0.0,89,0.11570247933884298,242,7.9837768595041325,5.191723282985828,4.49,5.2,6.17,6.95,8.1095,10.796000000000001,14.0,21.918,69.0,303,11.529343234323433,9.28300942516813,4.804,7.0,8.0,10.0,11.995000000000001,16.0,20.0,64.98646000000024,98.0,242,9.983454545454546,7.154037732034218,4.7764,6.59,7.25,8.525,9.875,14.0,16.974999999999994,35.0175,83.5,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
2023,youzhi_3,72,85,2,0.0,0.0,0.0,31,0.1111111111111111,54,15.229907407407405,22.140770288170394,6.28,7.0,7.575,10.4025,13.8825,16.0,21.59299999999991,125.0,125.0,84,17.192857142857143,14.282752904589605,6.4727,7.3,9.625,15.975000000000001,18.244999999999997,20.44,35.39699999999998,83.00465,83.125,54,16.827388888888887,18.045389482683962,6.8073,7.0315,9.109375,13.395,15.4025,18.180500000000002,32.14975,104.02407500000001,104.0625,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
2024,youzhi_3,74,98,0,0.0,0.0,0.0,44,0.05952380952380952,84,10.994916666666667,4.925548573713189,3.83,5.33,6.875,10.0,15.0,17.38,17.57,22.0,22.0,97,16.370278350515463,8.629263211767498,3.768,6.880000000000001,11.0,16.4,17.838,29.16000000000004,35.186599999999935,40.34399999999993,48.6,84,14.01482142857143,5.531931056032054,5.075,7.545,9.41625,13.865,17.28,21.050000000000004,23.9615,29.377350000000003,31.0,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_3,146,183,2,0.0,0.0,0.0,67,0.07971014492753623,138,12.652086956521737,14.444586395545175,4.1850000000000005,5.7,7.0,10.165,14.99,17.31,17.934500000000014,90.58259999999959,125.0,181,16.75202762430939,11.573623025095056,5.16,7.0,10.8,15.99,18.06,20.63,36.0,78.99599999999994,83.125,138,15.115391304347826,12.100164646846743,5.648000000000001,7.0335,9.24875,13.649999999999999,17.2,20.449999999999996,24.52500000000002,77.52574999999968,104.0625,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
2023,youzhi_4,90,108,0,0.0,0.0,0.0,31,0.10465116279069768,86,9.303674418604649,11.296149344373804,4.8415,5.55,6.0,6.8,7.8,10.5,15.485,70.75000000000003,75.0,108,11.313596296296296,11.480213966516283,5.035,6.5,7.5,9.295,10.515,13.916,16.0,74.64999999999996,85.0,86,10.750141860465117,11.92719197052502,5.4775,6.5,7.4075,7.8725000000000005,9.073475,12.190000000000001,15.875,71.50000000000006,80.0,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
2024,youzhi_4,118,165,4,0.0,0.0,0.0,73,0.05673758865248227,141,7.496964539007093,3.371116666225743,1.53,4.6,5.48,6.5,8.14,12.0,14.6,16.868,24.0,165,10.743818181818181,8.266054276134948,5.128,6.298,7.6,8.88,11.8,14.839999999999998,17.78,31.999999999999815,100.0,141,9.185929078014185,5.0401520801819775,5.1175,6.1,7.0,8.111,9.5,13.5,15.5,26.59999999999998,53.25,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_4,208,273,4,0.0,0.0,0.0,90,0.07488986784140969,227,8.181444933920705,7.470189344386182,2.1722000000000006,5.0,5.67,6.58,8.0,12.0,15.22999999999999,46.94000000000028,75.0,273,10.969224908424907,9.649943776792673,5.0,6.5,7.58,9.15,11.18,14.58,17.311999999999983,71.39999999999986,100.0,227,9.77853832599119,8.355768281008874,5.09825,6.215,7.145,7.9,9.45,13.208,15.849999999999994,61.94500000000011,80.0,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
2023,youzhi_5,47,50,0,0.0,0.0,0.0,18,0.0967741935483871,31,10.971709677419355,12.994999130931223,5.647,5.99,7.0,8.5,10.0,12.9,12.9,59.869999999999955,80.0,50,22.495240000000003,25.86158922114543,8.088,8.98,9.7875,10.870000000000001,13.7285,63.250000000000014,80.0,104.11999999999998,110.0,31,15.143145161290324,14.783757965074122,7.485,8.45,9.0,9.7975,11.825,37.7,37.7,67.30999999999997,80.0,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
2024,youzhi_5,69,84,6,0.0,0.0,0.0,38,0.09523809523809523,63,10.435396825396825,7.470588098238194,4.3038,5.64,7.5,8.7,12.135,13.816000000000008,17.866999999999997,46.838000000000015,50.0,84,15.903416666666667,24.177464621483622,5.081,6.9590000000000005,8.5,9.89,12.2925,16.883000000000003,26.549999999999983,111.60000000000014,178.0,63,14.109182539682537,14.862493585093597,5.8309999999999995,7.714,8.5,9.76,12.27,20.467000000000013,45.63374999999997,79.92210000000006,93.745,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_5,116,134,6,0.0,0.0,0.0,51,0.06382978723404255,94,10.61226595744681,9.578356336621736,4.4557,5.64,7.0,8.69,10.4725,12.9,17.135499999999993,52.099999999999795,80.0,134,18.363052238805974,24.928745624495118,5.5267,8.0,8.98,10.295,12.4975,27.630000000000003,80.0,106.03999999999985,178.0,94,14.450170212765958,14.764971322475086,6.6215,7.7185,8.7,9.778749999999999,12.27,21.700000000000003,41.178124999999945,80.96214999999991,93.745,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
2023,youzhi_6,0,0,0,,,,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
2024,youzhi_6,4,4,0,0.0,0.0,0.0,2,0.6666666666666666,3,16.533333333333335,2.8290163190291664,14.9,14.9,14.9,14.9,17.35,18.82,19.31,19.702,19.8,4,17.35,2.829016319029167,14.9,14.9,14.9,17.35,19.8,19.8,19.8,19.8,19.8,3,16.533333333333335,2.8290163190291664,14.9,14.9,14.9,14.9,17.35,18.82,19.31,19.702,19.8,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_6,4,4,0,0.0,0.0,0.0,2,0.6666666666666666,3,16.533333333333335,2.8290163190291664,14.9,14.9,14.9,14.9,17.35,18.82,19.31,19.702,19.8,4,17.35,2.829016319029167,14.9,14.9,14.9,17.35,19.8,19.8,19.8,19.8,19.8,3,16.533333333333335,2.8290163190291664,14.9,14.9,14.9,14.9,17.35,18.82,19.31,19.702,19.8,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
2023,shucai_1,70,85,0,0.0,0.0,0.0,22,0.12903225806451613,62,2.9816129032258067,0.9505911767971276,1.0,1.818,2.4925,3.0,3.745,4.0,4.0,5.0,5.0,83,4.417710843373493,1.8849722294009255,1.0,2.58,3.3,3.99,5.985,7.0,7.0,8.375599999999967,12.0,61,3.8661475409836066,1.1564991689875321,1.6,2.5,3.0,3.6399999999999997,4.75,5.390000000000001,5.58,6.399999999999999,7.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
2024,shucai_1,51,59,0,0.0,0.0,0.0,15,0.2127659574468085,47,5.335106382978723,4.170327310864337,2.0,2.0,2.99,3.5,7.0,11.839999999999993,15.0,16.619999999999997,18.0,59,8.159830508474576,6.016861506181643,1.58,3.0,3.99,5.0,12.5,18.9,19.9,19.942,20.0,47,6.570425531914893,4.690614105269303,2.0,3.0,3.5,4.0,8.0,15.519999999999998,16.95,17.517,18.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_1,121,144,0,0.0,0.0,0.0,31,0.13761467889908258,109,3.996422018348624,3.047788367220164,1.0,2.0,2.5,3.48,3.99,8.0,10.0,15.0,18.0,142,5.972535211267605,4.51477486799513,1.0,3.0,3.5,4.0,7.0,13.800000000000011,18.85499999999999,19.9,20.0,108,5.043009259259258,3.467433599402966,2.0,2.5210000000000004,3.2325,3.98,5.4175,8.599999999999994,14.124999999999979,16.95,18.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
2023,shucai_2,89,119,0,0.0,0.0,0.14814814814814814,27,0.12037037037037036,108,1.8000925925925928,0.7393789960214596,0.5,0.9600000000000001,1.2725,1.66,2.485,2.9,2.993,3.0,3.5,119,3.25309243697479,1.1898591498441065,1.0,1.99,2.5,3.0,3.8499999999999996,4.5,5.9,6.819999999999993,9.0,108,2.5512037037037025,0.8487111918014031,0.9,1.5,2.0,2.515,3.0,3.4,4.307249999999998,4.982499999999998,5.5,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
2024,shucai_2,61,74,0,0.0,0.0,0.0,19,0.3484848484848485,66,3.034545454545455,1.3775964931365416,1.7545,1.9849999999999999,2.0,2.48,3.8,5.25,5.8675,6.171499999999997,6.49,74,5.61581081081081,3.251922511148084,1.73,2.5,3.0,4.75,7.0,9.9,11.25,15.8,15.8,66,4.423712121212121,2.166791683680321,2.0,2.49,2.675,3.865,5.3,7.7,8.120000000000001,10.39,10.39,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_2,150,193,0,0.0,0.0,0.09195402298850575,40,0.15517241379310345,174,2.2683333333333335,1.1882769540222942,0.5,1.0,1.5,2.0,2.5,3.710000000000005,4.9935,5.9927,6.49,193,4.15900518134715,2.4934756877060877,1.0,2.056000000000001,2.79,3.5,4.5,7.0,9.479999999999984,15.8,15.8,174,3.261465517241379,1.7435002976258442,0.9,1.75,2.285,2.75,3.5,5.3,6.919999999999993,10.39,10.39,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
2023,shucai_3,78,90,2,0.0,0.0,0.03389830508474576,24,0.11864406779661017,59,2.698813559322034,0.9005478883009608,0.858,1.4660000000000002,2.0,2.88,3.2,3.9200000000000004,4.0,4.526000000000002,4.99,90,4.143888888888889,1.6917584060289275,1.3381999999999998,2.0,2.99,3.9,5.0,6.332000000000004,7.0,8.200099999999999,9.9,59,3.708559322033899,1.1080621679183646,1.435,1.983,3.0925000000000002,3.7800000000000002,4.5649999999999995,5.0200000000000005,5.133499999999998,5.5463000000000005,5.7,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
2024,shucai_3,47,53,0,0.0,0.0,0.03571428571428571,12,0.2857142857142857,28,3.695,1.5664574328365546,1.3977,2.5,2.5,2.99,4.25,5.9479999999999995,6.639999999999999,6.9973,7.0,53,5.571320754716981,3.1571938841415736,1.6544,2.992,4.0,5.0,6.0,6.952000000000001,12.639999999999992,16.6,16.6,28,4.585357142857142,1.4341347427342594,2.1952000000000003,2.75,3.99,4.4,4.84375,6.5525,6.9965,7.72635,7.995,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_3,125,143,2,0.0,0.0,0.034482758620689655,30,0.1724137931034483,87,3.019425287356322,1.2395304402782412,0.886,1.5899999999999999,2.48,2.98,3.5,4.076000000000001,5.93,6.9914000000000005,7.0,143,4.672937062937063,2.433651644545075,1.322,2.04,3.0,4.58,5.8,6.8,7.0,16.6,16.6,87,3.990747126436781,1.2819971086060236,1.645,2.24,3.23,4.1850000000000005,4.6274999999999995,5.4350000000000005,6.365,7.1393,7.995,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
