period,item_code,households,module_observed_households,consumer_households,participation_total,participation_purchase,participation_own,participation_gift,quantity_total_sum,quantity_household_mean_all,quantity_household_sd_all,quantity_household_mean_winsor_p99,quantity_household_mean_excl_top1pct_consumers,quantity_consumer_mean_excl_top1pct_consumers,quantity_percap_mean_all,purchase_quantity_share,own_quantity_share,gift_quantity_share,top1pct_quantity_share,outer_fence_3iqr,share_consumers_above_outer_fence,quantity_consumer_n,quantity_consumer_mean,quantity_consumer_sd,quantity_consumer_p01,quantity_consumer_p10,quantity_consumer_p25,quantity_consumer_p50,quantity_consumer_p75,quantity_consumer_p90,quantity_consumer_p95,quantity_consumer_p99,quantity_consumer_max,quantity_pc_consumer_n,quantity_pc_consumer_mean,quantity_pc_consumer_sd,quantity_pc_consumer_p01,quantity_pc_consumer_p10,quantity_pc_consumer_p25,quantity_pc_consumer_p50,quantity_pc_consumer_p75,quantity_pc_consumer_p90,quantity_pc_consumer_p95,quantity_pc_consumer_p99,quantity_pc_consumer_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2024,zhushi_3_1,1803,1803,910,0.50471436494731,0.24681087077093733,0.23793677204658903,0.024958402662229616,8206.142930370843,4.551382656888987,14.89680309727962,4.23928377407463,3.760975261938961,7.49269849406284,1.7582600225004617,0.3788716178612542,0.5661780812488043,0.0549503008899414,0.1782462599208206,32.94314623110098,0.06483516483516484,910,9.017739483924004,19.990063635092735,0.05365682993611195,0.19754385964912297,0.44752268487109903,1.744200785904424,8.571428571428571,21.428571428571427,42.857142857142854,90.0,240.0,910,3.4527589672618957,8.409842984857882,0.01749271137026239,0.07418172296412677,0.17106857479696097,0.7142857142857143,3.3978748524203066,8.571428571428571,12.857142857142858,42.857142857142854,120.0,4,主食部分,玉米棒,主食原粮/薯类,1,主食,玉米棒,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_3_1,3565,3565,1629,0.4569424964936886,0.25834502103786816,0.17812061711079943,0.024403927068723703,32734.268819174227,9.182123090932462,235.4454852254195,3.226819544548973,2.637738836133822,5.805643542557568,2.92189218444685,0.14176302448325276,0.8340473893184353,0.024189586198312064,0.7141009184503029,22.985915492957748,0.07305095150399017,1629,20.094701546454406,348.0479218534381,0.04163200695263517,0.16853932584269662,0.3380281690140845,0.872093023255814,6.0,17.142857142857142,34.285714285714285,126.17142857142879,12857.142857142857,1628,6.366063622993231,83.33625007669153,0.014660777443018077,0.05228008088978767,0.11673563218390805,0.3475380434782609,2.142857142857143,6.94285714285713,12.5,45.0,2571.4285714285716,4,主食部分,玉米棒,主食原粮/薯类,1,主食,玉米棒,1,斤/月,元/斤,1
2023,zhushi_5,1762,1762,1150,0.6526674233825198,0.5629965947786606,0.05732122587968218,0.03916004540295119,3936.0049754207103,2.233828022372707,12.61159818603775,1.747367831031699,1.4654722308526507,2.2535820773217385,0.8739241968503004,0.770107930586643,0.1634773422475375,0.06641472716581957,0.3484316153035307,6.261664444867645,0.11565217391304349,1150,3.4226130221049655,15.482161560139856,0.02494713030123795,0.08426966292134831,0.1694915254237288,0.41265552629188995,1.6925347552847076,7.142857142857143,12.857142857142858,42.857142857142854,360.0,1149,1.3386480299882757,5.51298116154247,0.009507259411537967,0.029742761946151785,0.06338028169014084,0.16483516483516483,0.6912442396313364,2.985093167701865,5.357142857142857,17.371428571428524,107.14285714285714,5,主食部分,其他杂粮（小米/薏米/燕麦等）,主食原粮/薯类,1,主食,其他杂粮（小米/薏米/燕麦等）,1,斤/月,元/斤,1
2024,zhushi_5,1803,1803,292,0.16195230171935662,0.1480865224625624,0.007210205213533,0.009428729894620078,1595.4336453308892,0.884877229800826,11.208691548075212,0.6442497042481741,0.5187520251838272,3.2309814717331804,0.3984677291733659,0.5014761948532939,0.14541462183125994,0.35310918331544605,0.4147336380528499,14.941230644355645,0.0684931506849315,292,5.4638138538729075,27.438682603551392,0.01748813478879924,0.08698179979777552,0.234375,0.9023066485753053,3.9110889110889113,8.571428571428571,20.642857142857125,75.94285714285628,429.28714285714284,292,2.438567917920565,13.538714847933415,0.005743440233236152,0.030928282244071716,0.0829682320441989,0.33316666666666667,1.0714285714285714,4.135000000000005,7.785714285714269,32.79208494208484,214.64357142857142,5,主食部分,其他杂粮（小米/薏米/燕麦等）,主食原粮/薯类,1,主食,其他杂粮（小米/薏米/燕麦等）,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_5,3565,3565,1442,0.4044880785413745,0.3531556802244039,0.03197755960729313,0.0241234221598878,5531.4386207516,1.5515956860453295,11.940117908558303,1.1532081885498373,0.9769943800909937,2.4305045895746518,0.6343863598785829,0.6926264400057375,0.15826750917260793,0.14910605082165443,0.37297866122723805,7.490084985835694,0.10194174757281553,1442,3.8359491128651872,18.542876485099036,0.021397082234613157,0.08429340085456559,0.16997167138810199,0.42432899601478846,2.0,7.692857142857163,14.285714285714285,42.857142857142854,429.28714285714284,1441,1.5615325596733753,7.840075623279669,0.00869068423175158,0.029914529914529912,0.06502890173410404,0.1724137931034483,0.8333333333333334,3.008670520231214,6.0,20.857142857142726,214.64357142857142,5,主食部分,其他杂粮（小米/薏米/燕麦等）,主食原粮/薯类,1,主食,其他杂粮（小米/薏米/燕麦等）,1,斤/月,元/斤,1
2023,zhushi_6,1762,1762,1614,0.9160045402951191,0.44040862656072643,0.45232690124858116,0.039727582292849034,59135.18102501772,33.56139672248452,311.9022934688355,12.18612891062386,8.129653211922612,8.88305876944581,11.816701180272974,0.11860214540668727,0.8760380837255771,0.005359770867735659,0.7601048207021919,33.00730519480519,0.0768277571251549,1614,36.63889778501717,325.72437851991486,0.08547008547008547,0.24861878453038672,0.4261363636363636,1.287556283258289,8.571428571428571,25.714285714285715,42.857142857142854,428.57142857142856,8142.857142857142,1613,12.893610711271194,107.19415211420423,0.029046572219508224,0.08527583527583528,0.17094017094017094,0.5524861878453039,3.2142857142857144,10.714285714285714,17.142857142857142,205.71428571427725,2142.8571428571427,6,主食部分,土豆,主食原粮/薯类,1,主食,土豆,1,斤/月,元/斤,1
2024,zhushi_6,1803,1803,1428,0.7920133111480865,0.49362174154187466,0.2834165280088741,0.019966722129783693,14789.842768159375,8.202907802639698,22.851275036936176,7.41721218463561,6.676475344923988,8.448363706103391,3.105933048985175,0.5044516227149901,0.4403219569892442,0.05522642029576573,0.1928556575040764,31.799526440410418,0.07492997198879552,1428,10.357032750811888,25.240407916967097,0.08627397396402664,0.2504874651810585,0.8287292817679558,2.813186813186813,8.571428571428571,25.714285714285715,42.857142857142854,95.71304347826101,428.57142857142856,1428,3.8867663575185625,8.784368003471053,0.02610743174924166,0.08771929824561403,0.2747933884297521,1.0387811634349031,4.12371719189901,9.357142857142847,17.142857142857142,42.857142857142854,150.0,6,主食部分,土豆,主食原粮/薯类,1,主食,土豆,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_6,3565,3565,3042,0.8532959326788219,0.46732117812061713,0.36690042075736323,0.029733520336605892,73925.0237931771,20.73633205979722,220.2115154500762,8.348912577068747,7.132048401679618,8.370859864342666,7.428163641335478,0.19579729271610177,0.7888663430168981,0.015336364267000264,0.6590510525630427,32.785714285714285,0.07593688362919132,3042,24.301454238388263,238.2150947424451,0.08547008547008547,0.25,0.5,2.0,8.571428571428571,25.714285714285715,42.857142857142854,147.0714285714296,8142.857142857142,3041,8.664155355414975,78.41854925248894,0.028227377521613837,0.08620689655172414,0.2112676056338028,0.8241758241758241,3.5256410256410255,10.714285714285714,17.142857142857142,60.0,2142.8571428571427,6,主食部分,土豆,主食原粮/薯类,1,主食,土豆,1,斤/月,元/斤,1
2023,zhushi_7,1762,1762,740,0.4199772985244041,0.37400681044267875,0.03916004540295119,0.009648127128263337,5672.195420528812,3.2191801478597117,28.346019486611954,2.0705503440653223,1.7042977637808832,4.083795461300094,1.3004711646143723,0.6161337808966152,0.35849203054040985,0.025374188562974825,0.4729839055169618,14.494928460121828,0.07297297297297298,740,7.665128946660557,43.36551405280862,0.055600000000000024,0.258326802507837,0.5995726495726496,1.6,4.073411602209944,10.0,20.0,82.37142857142868,857.1428571428571,739,3.097197902193904,18.69420650150722,0.0203325,0.08620689655172414,0.21459622752726204,0.594900849858357,1.5,4.167457627118648,8.362068965517249,37.594285714285725,428.57142857142856,7,主食部分,红薯,主食原粮/薯类,1,主食,红薯,1,斤/月,元/斤,1
2024,zhushi_7,1803,1803,546,0.30282861896838603,0.22850804215196893,0.064891846921797,0.011647254575707155,20923.64469284503,11.604905542343333,277.82762372862544,2.092358426991371,1.8893006478985006,6.287172711617789,3.381297467714376,0.12005560549753697,0.8649640998167536,0.014980294685709487,0.8377398720866939,31.885714285714286,0.04395604395604396,546,38.321693576639255,504.1735959753503,0.07665372272727274,0.26087175695658016,0.8,2.49,8.571428571428571,17.142857142857142,27.321428571428573,62.90816326530598,10714.285714285714,546,11.066627426383862,132.81952014358524,0.021830929215540036,0.08733642958844667,0.2552141527001862,0.8451680672268909,2.857142857142857,6.428571428571429,10.714285714285714,21.428571428571427,2678.5714285714284,7,主食部分,红薯,主食原粮/薯类,1,主食,红薯,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_7,3565,3565,1286,0.3607293127629734,0.30042075736325385,0.05217391304347826,0.010659186535764377,26595.840113373844,7.460263706416225,198.5997124289917,2.0799491401970323,1.8118919238102045,5.055648164472778,2.348804010297966,0.22585607439522676,0.7569468858566494,0.01719703974812398,0.7580132800491025,18.0005,0.07387247278382582,1286,20.681057630928333,330.33307118749116,0.0675348,0.25862068965517243,0.6665000000000001,1.7416582406471184,5.0,12.857142857142858,21.428571428571427,75.32142857142877,10714.285714285714,1285,6.483430213639599,87.77366119489676,0.020735,0.08670520231213873,0.22727272727272727,0.6666666666666666,2.0,5.714285714285714,10.57142857142854,30.34285714285732,2678.5714285714284,7,主食部分,红薯,主食原粮/薯类,1,主食,红薯,1,斤/月,元/斤,1
2023,zhushi_1_1,1762,1762,361,0.20488081725312146,0.19069239500567536,0.0073779795686719635,0.0073779795686719635,403.119681826064,0.22878529048017252,1.7369285583724978,0.19084139555557367,0.1686525087585282,0.8305073120377943,0.0747425853852372,0.9304531408963821,0.040160529363970264,0.029386329739647644,0.26450847288220225,2.9300000000000006,0.0997229916897507,361,1.1166750189087644,3.7099235293565695,0.017045454545454544,0.05142857142857143,0.09,0.2535211267605634,0.8,2.7889,4.285714285714286,9.942857142857065,60.0,361,0.364395984149633,0.8605006153263133,0.00622928813559322,0.01749271137026239,0.033707865168539325,0.08498583569405099,0.3,1.0,1.4285714285714284,4.114285714285708,10.0,8,主食加工品的获取与消费,米线/米粉,主食加工品,2,主食,米线/米粉,1,斤/月,元/斤,1
2024,zhushi_1_1,1803,1803,1004,0.5568496949528563,0.5440931780366056,0.0033277870216306157,0.012201885745978924,4121.753022928974,2.2860527026782997,6.089074742304522,2.184573483062641,2.000677768633099,3.6104879772311307,0.9123043999855222,0.9653060122402997,0.007237663031309462,0.027456324728390883,0.13017239474411543,16.14593470518401,0.06573705179282868,1004,4.105331696144397,7.69002092956455,0.024847301319660706,0.14643750000000022,0.33230747922437676,1.0,4.285714285714286,12.857142857142858,17.142857142857142,32.14285714285714,128.57142857142856,1004,1.6237927916076973,3.482520909234475,0.008550713897534708,0.04276057993730408,0.1082311408398365,0.4143646408839779,1.732142857142857,4.285714285714286,7.142857142857142,14.978571428571447,64.28571428571428,8,主食加工品的获取与消费,米线/米粉,主食加工品,2,主食,米线/米粉,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_1_1,3565,3565,1365,0.38288920056100983,0.36942496493688637,0.005329593267882188,0.009817671809256662,4524.872704755038,1.2692490055413852,4.614694656040014,1.2022977240038486,1.088761302752385,2.861725674369889,0.49671128081537796,0.9622009793866415,0.010170752262057834,0.027628268351300524,0.14556902738703173,12.688358208955224,0.07692307692307693,1365,3.3149250584285994,6.989749826051717,0.017507139942880456,0.0847457627118644,0.22388059701492538,0.75,3.34,8.571428571428571,16.03174603174602,30.0,128.57142857142856,1365,1.2907215480235499,3.069580261409711,0.007974725274725276,0.028330500472143534,0.08241758241758242,0.25,1.1133333333333333,3.4714285714285813,6.0,12.857142857142858,64.28571428571428,8,主食加工品的获取与消费,米线/米粉,主食加工品,2,主食,米线/米粉,1,斤/月,元/斤,1
2023,zhushi_2,1762,1762,1490,0.8456299659477866,0.43813847900113506,0.4982973893303065,0.02724177071509648,27184.435305709805,15.428169867031672,139.93317124920628,8.330898097938102,7.218827961400656,8.550028778689455,5.156880469930326,0.14696660952313975,0.8215765115677042,0.03145687890915612,0.536084075069307,19.282030290626277,0.138255033557047,1490,18.24458745349651,152.00936051259856,0.042721688034188035,0.17191977077363896,0.4297994269340974,1.3360603484912876,5.142857142857142,30.0,55.714285714285715,137.84999999999934,3428.5714285714284,1490,6.091348743004949,45.21606316788699,0.015975133997553438,0.06779537480851905,0.18139097100835447,0.5509855265663683,2.142857142857143,10.714285714285714,21.235714285714263,42.857142857142854,1157.142857142857,9,主食加工品的获取与消费,面食（馒头/面条/面包/饼/玉米饼）,主食加工品,2,主食,面食（馒头/面条/面包/饼/玉米饼）,1,斤/月,元/斤,1
2024,zhushi_2,1803,1803,1572,0.8718801996672213,0.8297282307265669,0.09317803660565724,0.012756516916250694,11092.246042056056,6.152105403247951,12.420099979058358,5.867963127369214,5.383289042331669,6.182479125094276,2.5103211292970244,0.8569703160963134,0.13628118430603592,0.0067484995976508574,0.13273312887463296,33.239202657807304,0.037531806615776084,1572,7.056136159068738,13.05978946520746,0.028890493604543387,0.12434382699989287,0.3488372093023256,2.142857142857143,8.571428571428571,20.42107728337239,30.0,60.0,171.42857142857142,1572,2.85365385372378,6.744998071853861,0.00937476343921027,0.043731778425655975,0.1357546759460635,0.7142857142857143,3.2142857142857144,7.5,10.714285714285714,25.714285714285715,171.42857142857142,9,主食加工品的获取与消费,面食（馒头/面条/面包/饼/玉米饼）,主食加工品,2,主食,面食（馒头/面条/面包/饼/玉米饼）,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_2,3565,3565,3062,0.85890603085554,0.6361851332398317,0.29340813464235627,0.01991584852734923,38276.681347765865,10.736797011996035,98.8674761843024,7.013397292500942,6.135068697322379,7.1531945814375755,3.823527906718679,0.35271944719805726,0.6229839451852105,0.02429660761673225,0.4335628896520626,31.72866921544837,0.06629653821032006,3062,12.500549101164554,106.5784541851973,0.03851903254195454,0.1652892561983471,0.4155124653739612,1.6864466292134832,8.243801652892563,21.428571428571427,42.857142857142854,107.14285714285714,3428.5714285714284,3062,4.429148754125133,31.945214595941323,0.012072434607645875,0.055248618784530384,0.16483516483516483,0.6198347107438017,2.857142857142857,8.571428571428571,15.963985594237688,36.80844155844144,1157.142857142857,9,主食加工品的获取与消费,面食（馒头/面条/面包/饼/玉米饼）,主食加工品,2,主食,面食（馒头/面条/面包/饼/玉米饼）,1,斤/月,元/斤,1
2023,zhushi_2_2,1762,1762,1029,0.5839954597048809,0.1532349602724177,0.4301929625425653,0.015891032917139614,4364.0136991545205,2.4767387622897394,17.475297578781564,1.9878462699920254,1.7311002605924486,2.9775604678756165,0.8637554903163283,0.17523205958969892,0.8115465702685983,0.013221370141702622,0.30542001807083446,5.414826947728244,0.1652089407191448,1029,4.241024003065617,22.707868712119552,0.04193728769270969,0.12654811550869463,0.211864406779661,0.4225352112676056,1.512605042016807,12.857142857142858,21.1836734693877,42.857142857142854,668.5714285714286,1029,1.4773660475770043,5.437323001043206,0.013757513205027017,0.04307874715937161,0.08498583569405099,0.16806722689075632,0.625,4.285714285714286,6.857142857142792,17.142857142857142,133.71428571428572,10,主食加工品的获取与消费,带馅的面食（包子/饺子）,主食加工品,2,主食,带馅的面食（包子/饺子）,1,斤/月,元/斤,1
2024,zhushi_2_2,1803,1803,949,0.526344980587909,0.42540210759844704,0.10260676650027732,0.009428729894620078,3713.051788843725,2.0593742589260815,5.960518652048825,1.95565823008526,1.7587732070676496,3.3583390418235317,0.7913714077586463,0.6274870139903161,0.34453894466885204,0.027974041340831816,0.15070391160519842,16.4010989010989,0.05795574288724974,949,3.9125940872958114,7.763647507804313,0.019040162389444688,0.08308199445983379,0.24725274725274726,1.0,4.285714285714286,10.285714285714285,17.142857142857142,37.25714285714275,85.71428571428571,949,1.4901798795202328,2.96346188799291,0.006570000000000001,0.029154518950437316,0.08645533141210375,0.335,1.4285714285714286,4.285714285714286,6.428571428571429,13.599999999999973,33.0,10,主食加工品的获取与消费,带馅的面食（包子/饺子）,主食加工品,2,主食,带馅的面食（包子/饺子）,1,斤/月,元/斤,1
pooled_2023_2024,zhushi_2_2,3565,3565,1978,0.5548387096774193,0.2908835904628331,0.2645161290322581,0.012622720897615708,8077.065487998245,2.2656565183725794,12.996169298623451,1.986473989821187,1.7558919369731099,3.179079119800651,0.8272879528112316,0.38313504984598074,0.5968617317943539,0.02000321835966545,0.22934425555681145,11.352982460498858,0.09706774519716886,1978,4.083450701718021,17.235296879811496,0.024725274725274724,0.0872093023255814,0.2156725131670476,0.5128205128205128,3.0,10.714285714285714,19.285714285714285,42.857142857142854,668.5714285714286,1978,1.4835138365123552,4.425394871882612,0.008264462809917356,0.0415,0.08498583569405099,0.2130681818181818,1.0714285714285714,4.285714285714286,6.535714285714189,16.31785714285716,133.71428571428572,10,主食加工品的获取与消费,带馅的面食（包子/饺子）,主食加工品,2,主食,带馅的面食（包子/饺子）,1,斤/月,元/斤,1
2023,zhushi_8,1762,1762,718,0.40749148694665155,0.3944381384790011,0.009080590238365494,0.01021566401816118,2633.3811402508,1.4945409422535754,23.994291975369965,0.7680966383015875,0.5767799264384899,1.4248901281311426,0.6685010453682484,0.9721493317993875,0.012187838436634279,0.015662829763978096,0.6158277373867874,3.740634005763689,0.10027855153203342,718,3.667661755223955,37.49720424921579,0.016611333333333332,0.04249787535410765,0.08645533141210375,0.2545973976088731,1.0,3.674449152542384,8.005357142857141,42.714285714285744,942.8571428571428,718,1.6386655151087983,18.703476494719204,0.004608219942120495,0.016690000000000003,0.033350000000000005,0.09207461728463975,0.3731527084452694,1.3000000000000034,2.510714285714284,20.90636254501803,471.4285714285714,11,主食加工品的获取与消费,其他主食加工品（方便面等）,主食加工品,2,主食,其他主食加工品（方便面等）,1,斤/月,元/斤,1
