item_order,module,item_code,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item,item_count,households,consumer_households,participation_total,quantity_household_mean_all,quantity_household_mean_winsor_p99,quantity_household_mean_excl_top1pct_consumers,quantity_consumer_mean,quantity_consumer_mean_excl_top1pct_consumers,quantity_consumer_p50,quantity_consumer_p90,quantity_consumer_p99,quantity_consumer_max,quantity_percap_mean_all,purchase_quantity_share,own_quantity_share,gift_quantity_share,top1pct_quantity_share,share_consumers_above_outer_fence,purchase_uv_n,purchase_uv_p01,purchase_uv_p10,purchase_uv_p50,purchase_uv_p90,purchase_uv_p99,purchase_uv_max,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,own_price_n,own_price_p50,village_years,outlet_village_pairs,community_low_n,community_low_p01,community_low_p10,community_low_p50,community_low_p90,community_high_p50,community_mid_p50,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_modal_value_share_3dp,reversed_endpoint_pairs,low_participation_lt_5pct,quantity_top1_share_gt_25pct,household_uv_low_tail_flag,community_low_tail_flag,community_price_is_range_not_same_quality
13,_蔬菜,鲜菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）；茄果类（西红柿/茄子/青椒等）；花菜类（西兰花/菜花/芥蓝等）；根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）；瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）；叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）；菌藻类（各类菌菇/海藻/海带等）；辣椒和葱姜蒜类；其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）; 茄果类（西红柿/茄子/青椒等）; 花菜类（西兰花/菜花/芥蓝等）; 根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）; 瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）; 叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）; 菌藻类（各类菌菇/海藻/海带等）; 辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）; 其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,9,斤/月,元/斤,0,9,3547,3529,0.9949252889765999,45.381994789331465,42.207077726165274,39.421806216642594,45.61346996819459,39.6249532283516,11.126760563380282,120.19942420306967,313.84841855766825,2507.142857142857,18.52711209207388,0.3109514484796755,0.6634758779618967,0.025572673558427603,0.14015023251741102,0.019552281099461603,2799,0.8,1.7355822879495766,3.3888888888888893,8.0,20.0,80.0,0.0003572704537334762,0.0053590568060021436,0,,196,1436,1208,0.5035000000000001,1.0,2.0,5.0,4.5,3.5,0.0,0.0024834437086092716,0.09933774834437085,0.09850993377483444,9,0,0,0,0,1
14,蔬菜制品,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）；干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）; 干菜（脱水蔬菜/金针菜/粉条/粉皮等）,2,斤/月,元/斤,0,2,3547,2579,0.7270933182971525,3.3305710308427043,2.516795713636426,2.1704198448791345,4.5806651595188335,2.9933600759183054,0.6666666666666666,8.571428571428571,49.42408163265266,864.9350649350649,1.277350996288232,0.3534097895197815,0.6185311111586195,0.028059099321599112,0.35311081864584115,0.11632415664986429,1111,1.005,2.4999999999999996,5.0,12.666666666666666,39.99999999999999,130.0,0.0,0.0009000900090009,0,,249,519,370,1.0,3.8,6.99,14.319300000000005,9.4,9.375,0.0,0.002702702702702703,0.002702702702702703,0.08108108108108109,2,0,1,0,0,1
15,水果干果,鲜果,瓜果类（西瓜/甜瓜/哈密瓜等）；柑橘类（橘/柑/橙/柚等）；浆果类（葡萄/草莓等）；核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）; 柑橘类（橘/柑/橙/柚等）; 浆果类（葡萄/草莓等）; 核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,4,斤/月,元/斤,0,4,3547,3382,0.9534818156188328,30.297854088173295,26.557575840472474,24.81021493811114,31.77601669152888,26.03294058470264,8.530762759170653,85.5857142857144,207.10107142857154,8576.938775510203,11.461078270260778,0.7004398396289917,0.2547341324413482,0.04482602792966021,0.1889724291351812,0.039621525724423415,2797,0.6,1.0,2.4210526315789473,5.75,11.236516853932583,21.25,0.0007150518412584912,0.003932785126921702,0,,170,631,512,0.7,1.0100000000000002,3.0,8.0,6.8,5.7,0.0,0.0,0.072265625,0.064453125,4,0,0,0,0,1
16,水果干果,干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,0,1,3547,2239,0.6312376656329293,2.2591852947400612,1.447780213804643,1.1841580155892462,3.5789773293626603,1.8831104904948122,0.7000000000000001,4.7923043478260965,41.839285714285424,2000.0,0.962835578607817,0.814606755108064,0.15268423445491516,0.03270901043702074,0.4792461159436988,0.07592675301473872,698,1.1711764705882355,3.97,8.0,15.0,30.099999999999905,141.5,0.0028653295128939827,0.004297994269340974,0,,134,164,150,2.745,5.0,8.9,13.9,17.45,13.39,0.0,0.0,0.0,0.12666666666666668,0,0,1,0,0,1
17,水果制品,水果制品,罐头/果脯/糖渍水果；其他水果干（不含果脯）,水果制品,17,水果,罐头/果脯/糖渍水果; 其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,2,斤/月,元/斤,0,2,3547,702,0.1979137299126022,0.8547545458425664,0.5687019460600541,0.424764889949747,4.318823894734448,2.166056117481491,0.48725274725274725,6.428571428571429,64.24285714285718,428.57142857142856,0.3505269148047011,0.6406416549228006,0.3033189259657075,0.056039419111491955,0.5041771163920223,0.15384615384615385,259,0.9833333333333335,4.7,9.333333333333332,20.0,48.06666666666663,60.0,0.007722007722007722,0.007722007722007722,0,,84,120,105,4.0048,5.08,9.0,26.400000000000034,12.75,11.0,0.0,0.0,0.0,0.05714285714285714,0,0,1,0,0,1
18,调料,调料,盐；味精/鸡精；酱油类（生抽/老抽/味极鲜/蚝油等）；醋,调料,18,未纳入原六类,盐; 味精/鸡精; 酱油类; 醋,4,斤/月,元/斤,0,4,3547,3484,0.9822385114180998,9.027259914206786,7.186695806529996,5.733864063471249,9.190496818510756,5.838599765413461,1.6139811989774882,13.621176470588244,152.9679838528818,3697.0,3.750401301717279,0.9648134120608804,0.0013878460353960206,0.03379874190372358,0.3710954098859651,0.06572904707233065,2722,0.8019435339484919,1.600071942446043,3.8551769331585843,8.61578426521524,15.872058823529409,68.09583858764186,0.0011021307861866275,0.0036737692872887582,0,,326,1848,1531,0.99,1.45,4.9,12.5,8.0,7.0,0.0,0.0006531678641410843,0.011757021554539516,0.07968647942521227,19,0,1,0,0,1
19,烟酒糖茶,烟草,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,0,1,3547,1734,0.48886382858753874,6.000504550531892,5.577611965248554,5.1470075490894365,12.274388489467485,10.584958998098264,2.071823204419889,30.0,90.0,514.2857142857142,2.305504137594359,0.979345620377607,0.0018188217352556205,0.018835557887137595,0.1465904358511607,0.014994232987312572,1670,1.2591428571428571,6.5,12.0,33.333333333333336,375.0,1524.9999999999998,0.0005988023952095808,0.0017964071856287425,0,,205,260,256,5.0,6.0,8.0,34.5,100.0,53.0,0.0,0.0,0.0,0.23828125,2,0,0,0,0,1
20,烟酒糖茶,酒类,白酒；啤酒；葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,白酒; 啤酒; 葡萄酒/果酒; 米酒/黄酒,4,斤/月,元/斤,0,3,3547,1581,0.44572878488863826,26.005490242900045,6.304652870468297,5.377765348580223,58.343753252097706,12.133475684240741,1.8531428571428572,38.737428571428566,210.85714285714306,25714.285714285714,9.688554535969276,0.9403380214558354,0.01631007167875828,0.04335190686540624,0.7941393535389628,0.09803921568627451,1125,0.4683333333333335,2.0833333333333335,6.0,24.550420168067234,100.0,800.0000000000001,0.006222222222222222,0.010666666666666666,0,,227,724,659,1.2,2.5,6.515,28.84000000000001,25.0,23.0,0.0,0.0015174506828528073,0.0015174506828528073,0.051593323216995446,6,0,1,0,0,1
21,烟酒糖茶,糖,白糖；红糖,糖,21,未纳入原六类,白糖; 红糖,2,斤/月,元/斤,0,2,3547,2647,0.7462644488299972,1.2497090530735087,1.0757730206870197,0.9211699809512182,1.674619573574513,1.237602417155835,0.41500000000000004,3.4285714285714284,21.231428571428555,334.0,0.5219332548267341,0.9622507946279247,0.00033299062682031453,0.037416214745254854,0.2685033596277315,0.09142425387230828,1421,1.0,2.9999999999999996,4.6,7.0,15.0,49.148648648648646,0.0007037297677691766,0.0049261083743842365,0,,293,601,327,2.578,3.98,5.0,9.064000000000005,5.0,5.4,0.0,0.0,0.0,0.21100917431192662,2,0,1,0,0,1
22,烟酒糖茶,茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,0,1,3547,1797,0.5066253171694389,0.9415691992765811,0.4933513210005042,0.4084289336971833,1.8585119364685772,0.8101999477331984,0.1245,2.142857142857143,17.142857142857142,1028.5714285714284,0.41495007101223347,0.3351332501726497,0.3743614182908018,0.2905053315365485,0.5684265424173995,0.07623817473567056,996,5.950000000000001,19.999999999999996,50.0,200.0,752.4999999999977,7500.0,0.002008032128514056,0.002008032128514056,0,,115,132,119,6.18,14.500000000000002,35.0,69.0,150.0,85.5,0.0,0.0,0.0,0.08403361344537816,0,0,1,0,0,1
