period,item_code,households,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,purchase_uv_n_unique_3dp,own_price_share_lt_0_1,purchase_uv_n,purchase_uv_mean,purchase_uv_sd,purchase_uv_p01,purchase_uv_p10,purchase_uv_p25,purchase_uv_p50,purchase_uv_p75,purchase_uv_p90,purchase_uv_p95,purchase_uv_p99,purchase_uv_max,own_price_n,own_price_mean,own_price_sd,own_price_p01,own_price_p10,own_price_p25,own_price_p50,own_price_p75,own_price_p90,own_price_p95,own_price_p99,own_price_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2024,tiaoliao_1,1803,0.0,0.0031007751937984496,115,,1290,2.7967729611221888,2.9697988789145566,0.6963333333333334,1.0,1.5,2.0,3.0,5.0,6.0,12.05499999999995,60.0,0,,,,,,,,,,,,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_1,3565,0.0003946329913180742,0.005130228887134964,181,0.0,2534,2.6837869832367636,6.076924584539563,0.6,1.0,1.5,2.0,2.857142857142857,4.0,5.3916666666666515,12.0,260.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
2023,tiaoliao_2,1762,0.004024144869215292,0.006036217303822937,142,,994,17.498826359960866,17.944178756223184,1.0,5.5166666666666675,8.0,12.761904761904763,20.0,32.933333333333394,44.187499999999886,81.39999999999873,250.0,0,,,,,,,,,,,,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
2024,tiaoliao_2,1803,0.0,0.0018814675446848542,140,,1063,16.5240789528395,25.476601069764413,2.0,5.0,8.0,12.0,18.25,29.394285714285786,40.0,80.0,500.0,0,,,,,,,,,,,,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_2,3565,0.0019445794846864365,0.003889158969372873,206,,2057,16.995104194783416,22.15885345406677,1.7413333333333332,5.0,8.0,12.5,20.0,30.0,40.0,80.0,500.0,0,,,,,,,,,,,,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
2023,tiaoliao_3,1762,0.0008123476848090983,0.0008123476848090983,227,0.0,1231,7.5927721255030365,4.3050381604772765,1.0,2.909090909090909,5.0,7.0,10.0,12.5,15.333333333333334,20.700000000000045,36.25,1,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
2024,tiaoliao_3,1803,0.0008396305625524769,0.0025188916876574307,167,,1191,9.216329921530841,5.947367727397972,1.7162318840579711,4.0,6.0,8.0,11.5,15.0,18.0,24.09999999999991,126.19617224880383,0,,,,,,,,,,,,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_3,3565,0.0008257638315441783,0.0016515276630883566,304,0.0,2422,8.391144270453125,5.2403353658993765,1.25,3.3333333333333335,5.0,7.666666666666667,10.0,15.0,16.666666666666668,23.0,126.19617224880383,1,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
2023,tiaoliao_4,1762,0.0025662959794696323,0.00427715996578272,112,0.0,1169,3.997644340273164,3.1627960936250057,0.7272,1.2,2.0,3.0,5.0,8.0,10.0,16.0,26.0,5,4.2,2.16794833886788,2.0,2.0,2.0,5.0,5.0,6.2,6.6,6.92,7.0,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
2024,tiaoliao_4,1803,0.0011325028312570782,0.0033975084937712344,80,,883,7.1487017158858155,4.7662021912966805,0.791,3.0,5.0,6.0,8.571428571428571,12.0,15.0,23.4533333333333,65.0,0,,,,,,,,,,,,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_4,3565,0.001949317738791423,0.003898635477582846,148,0.0,2052,5.353581797712721,4.230940401458026,0.75,1.5,2.2,5.0,7.0,10.0,12.0,20.0,65.0,5,4.2,2.16794833886788,2.0,2.0,2.0,5.0,5.0,6.2,6.6,6.92,7.0,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
2023,yanjiu_1,1762,0.0,0.0012738853503184713,100,,785,27.172414541998066,90.41171571961873,1.1418181818181818,5.5,7.5,10.0,15.0,31.200000000000045,120.0,300.0,1525.0,0,,,,,,,,,,,,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
2024,yanjiu_1,1803,0.0011299435028248588,0.0022598870056497176,124,,885,30.929779416245815,68.26380961281819,1.4285714285714286,8.0,10.0,14.5,20.0,34.33333333333337,140.0,375.0,666.6666666666667,0,,,,,,,,,,,,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
pooled_2023_2024,yanjiu_1,3565,0.0005988023952095808,0.0017964071856287425,169,,1670,29.163592933440732,79.44497789073492,1.2591428571428573,6.5,8.5,12.0,18.0,33.333333333333336,140.0,375.0,1525.0,0,,,,,,,,,,,,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
2023,yanjiu_2,1762,0.0,0.003703703703703704,77,0.0,270,37.87460701254561,66.39766947359071,1.345,4.995,7.0,15.0,48.75,100.0,127.74999999999991,258.60000000000014,800.0,7,26.642857142857142,41.54988396064251,2.01,6.6000000000000005,10.0,10.0,17.5,60.000000000000036,89.99999999999993,113.99999999999994,120.0,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
2024,yanjiu_2,1803,0.0,0.002551020408163265,54,,392,23.233758503401365,62.319697927282405,1.0,6.0,8.0,10.0,20.0,36.0,70.89999999999998,172.69999999999925,888.0,0,,,,,,,,,,,,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_2,3565,0.0,0.0030211480362537764,97,0.0,662,29.20510155093753,64.36871370657245,1.0,5.0,8.0,10.0,25.0,66.24999999999991,100.0,200.0,888.0,7,26.642857142857142,41.54988396064251,2.01,6.6000000000000005,10.0,10.0,17.5,60.000000000000036,89.99999999999993,113.99999999999994,120.0,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
2023,yanjiu_3,1762,0.010582010582010581,0.018518518518518517,103,,378,3.878565043170387,4.401984745416445,0.08689722222222222,1.8,2.0833333333333335,2.9166666666666665,4.090277777777778,5.9176470588235315,8.0,26.05416666666675,50.0,0,,,,,,,,,,,,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
2024,yanjiu_3,1803,0.006472491909385114,0.006472491909385114,93,,309,4.517639241137623,3.8198561901549093,0.908,1.875,2.5,3.75,5.0,8.0,10.0,19.680000000000064,38.095238095238095,0,,,,,,,,,,,,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_3,3565,0.008733624454148471,0.013100436681222707,150,,687,4.166008896404558,4.159513439060591,0.2735555555555556,1.8333333333333333,2.236111111111111,3.2142857142857144,4.545454545454546,6.666666666666667,9.64646464646463,23.914141414141397,50.0,0,,,,,,,,,,,,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
2023,yanjiu_4,1762,0.0,0.14285714285714285,6,0.0,7,9.280952380952382,12.023000444254324,0.26466666666666666,1.146666666666667,2.4,3.0,12.5,24.800000000000004,28.39999999999999,31.279999999999994,32.0,2,15.0,7.0710678118654755,10.1,11.0,12.5,15.0,17.5,19.0,19.5,19.9,20.0,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
2024,yanjiu_4,1803,0.0,0.0,24,,29,77.60885024793929,183.79036099015636,3.5,7.594029850746269,10.0,33.0,75.0,94.39999999999998,187.99999999999977,785.3333333333325,1000.0,0,,,,,,,,,,,,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
pooled_2023_2024,yanjiu_4,3565,0.0,0.027777777777777776,28,0.0,36,64.32287010713628,166.73355264087456,0.7383333333333333,3.0,9.5,20.0,62.25,87.33333333333334,148.33333333333334,731.6666666666656,1000.0,2,15.0,7.0710678118654755,10.1,11.0,12.5,15.0,17.5,19.0,19.5,19.9,20.0,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
2023,yanjiu_7,1762,0.0,0.005722460658082976,63,,699,4.463032223259395,2.3553373226726575,0.9136000000000001,2.5,3.5,4.0,5.0,5.346666666666669,7.550000000000011,10.099999999999909,30.0,0,,,,,,,,,,,,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
2024,yanjiu_7,1803,0.0,0.0015479876160990713,51,,646,4.882005774071224,2.1586186405978904,1.2416666666666667,3.0,4.0,5.0,5.0,7.0,10.0,12.0,20.0,0,,,,,,,,,,,,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_7,3565,0.0,0.0037174721189591076,81,,1345,4.664264129448571,2.2718240516591885,1.0,3.0,3.5,4.5,5.0,6.0,10.0,12.0,30.0,0,,,,,,,,,,,,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
2023,yanjiu_8,1762,0.0049504950495049506,0.01485148514851485,37,,202,6.370520980669496,6.020707825963284,0.20800000000000018,3.0,4.0,5.0,6.1875,10.0,15.0,34.950000000000045,50.0,0,,,,,,,,,,,,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
2024,yanjiu_8,1803,0.0,0.0,32,,232,6.263935078624131,5.676876112436767,1.086,3.0,5.0,5.0,6.0,10.0,15.0,25.0,70.0,0,,,,,,,,,,,,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_8,3565,0.002304147465437788,0.0069124423963133645,50,,434,6.313544185106075,5.832868417547428,0.632,3.0,4.0,5.0,6.0,10.0,15.0,30.0,70.0,0,,,,,,,,,,,,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
2023,yanjiu_9,1762,0.003861003861003861,0.003861003861003861,84,0.0,518,115.861350290636,354.2450286075139,6.255,23.500000000000014,40.0,60.0,100.0,200.0,343.33333333333184,800.0,7500.0,15,98.73333333333333,135.55097442167897,7.96,20.0,20.0,60.0,100.0,175.99999999999997,304.99999999999966,500.9999999999998,550.0,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
2024,yanjiu_9,1803,0.0,0.0,72,,480,75.7246063684955,100.16682082384447,5.79,15.0,25.0,40.0,92.5,150.0,267.33333333333275,505.2499999999995,800.0,0,,,,,,,,,,,,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_9,3565,0.002004008016032064,0.002004008016032064,110,0.0,998,96.557104716861,265.1345459038798,5.970000000000001,20.0,30.0,50.0,100.0,200.0,300.0,751.4999999999986,7500.0,15,98.73333333333333,135.55097442167897,7.96,20.0,20.0,60.0,100.0,175.99999999999997,304.99999999999966,500.9999999999998,550.0,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
