base_ssp,diet_pathway,group_system,group_code,group_name,covered_production_mt,emissions_mtco2e,covered_production_mt_baseline,emissions_mtco2e_baseline,covered_production_mt_change,covered_production_mt_change_percent,emissions_mtco2e_change,emissions_mtco2e_change_percent
SSP1,MTS,UN_REPORTING_AREA,145,Western Asia,224.2487846302518,139.89188610351476,223.73948857624447,140.4863530401972,0.5092960540073364,0.22762904181474752,-0.5944669366824371,-0.4231492410599835
SSP1,MTS,UN_REPORTING_AREA,151,Eastern Europe,771.9097395667402,245.09302356116498,774.6310556440342,249.63239613541273,-2.7213160772939773,-0.3513047995514995,-4.53937257424775,-1.8184228667922464
SSP1,MTS,UN_REPORTING_AREA,154,Northern Europe,144.10850619543024,103.1390843159843,144.080616888891,105.92604205401345,0.027889306539236713,0.019356737319320416,-2.7869577380291446,-2.63104113397159
SSP1,MTS,UN_REPORTING_AREA,155,Western Europe,413.14311529581056,191.61384854408502,413.7027118002926,196.95169750967042,-0.5595965044820446,-0.13526537016083084,-5.337848965585408,-2.71023252557816
SSP1,MTS,UN_SPECIAL_GROUP,LDC,Least developed countries,351.38947760446115,674.2237694737851,354.74201471917036,686.6834896985425,-3.3525371147092073,-0.9450634476897868,-12.459720224757461,-1.8144779089165675
SSP1,MTS,UN_SPECIAL_GROUP,LLDC,Landlocked developing countries,311.52563434882256,533.3315686327713,312.18439417283065,543.5134279752909,-0.6587598240080865,-0.21101625715582717,-10.181859342519601,-1.873340899865028
SSP1,MTS,UN_SPECIAL_GROUP,PACIFIC_ISLANDS,Pacific island countries and areas,3.4169566835444316,2.979280090780134,3.4260156260167953,3.1654440055685753,-0.009058942472363718,-0.2644162625404012,-0.18616391478844152,-5.88113119236816
SSP1,MTS,UN_SPECIAL_GROUP,SIDS,Small island developing States,27.722210274121736,31.606714979123637,27.80930186327717,32.600111880616765,-0.08709158915543469,-0.3131743097457673,-0.9933969014931279,-3.0472193013661997
SSP1,MTS,UN_SUBREGION,015,Northern Africa,149.26637387052773,95.20862772339254,149.42078092947477,95.08794628481282,-0.15440705894704365,-0.1033370713140136,0.12068143857972302,0.12691560107760402
SSP1,MTS,UN_SUBREGION,021,Northern America,929.4072867313756,410.24798246365935,931.1970464577646,423.84683703626723,-1.7897597263889793,-0.19219989294394502,-13.598854572607877,-3.208436016108396
SSP1,MTS,UN_SUBREGION,030,Eastern Asia,1517.0010087924813,936.6535679841863,1541.6471445729076,969.8351393343871,-24.64613578042622,-1.5986885109986804,-33.181571350200784,-3.4213620443752757
SSP1,MTS,UN_SUBREGION,034,Southern Asia,2193.312648096376,1339.4676569627661,2200.0689878631415,1356.3140120459618,-6.75633976676545,-0.30709672305901936,-16.846355083195704,-1.2420689407892649
SSP1,MTS,UN_SUBREGION,035,South-eastern Asia,558.8016566575119,593.1514984878098,568.0014768389879,613.2902835280496,-9.199820181475957,-1.6196824403827859,-20.13878504023978,-3.2837280454515283
SSP1,MTS,UN_SUBREGION,039,Southern Europe,119.61811837543883,105.11832363119818,120.19335067212388,108.98413368430259,-0.5752322966850585,-0.478589117840833,-3.8658100531044113,-3.5471310569872627
SSP1,MTS,UN_SUBREGION,053,Australia and New Zealand,152.60845001928325,137.44967463288432,152.93905544544978,141.79505123376967,-0.3306054261665281,-0.21616808421079936,-4.345376600885345,-3.0645474317163357
SSP1,MTS,UN_SUBREGION,054,Melanesia,3.4009858929552603,2.775394654875317,3.4092795307916615,2.9421216228481897,-0.008293637836401135,-0.2432665834964598,-0.16672696797287268,-5.666895844076924
SSP1,MTS,UN_SUBREGION,057,Micronesia,0.0030692552633925,0.02574900855161408,0.0033029328012159995,0.02893567223863219,-0.00023367753782349955,-7.0748498951437755,-0.0031866636870181084,-11.01292432654658
SSP1,MTS,UN_SUBREGION,061,Polynesia,0.012901535325778516,0.17813642735320276,0.013433162423918128,0.19438671048175385,-0.0005316270981396126,-3.9575721737201364,-0.01625028312855109,-8.35977062849491
SSP1,MTS,UN_SUBREGION,143,Central Asia,73.51960152169521,92.87513479621511,73.55889185047671,94.20619677237914,-0.03929032878150451,-0.053413432140014816,-1.3310619761640368,-1.4129240132473964
SSP1,MTS,UN_SUBREGION,145,Western Asia,224.2487846302518,139.89188610351476,223.73948857624447,140.4863530401972,0.5092960540073364,0.22762904181474752,-0.5944669366824371,-0.4231492410599835
SSP1,MTS,UN_SUBREGION,151,Eastern Europe,771.9097395667402,245.09302356116498,774.6310556440342,249.63239613541273,-2.7213160772939773,-0.3513047995514995,-4.53937257424775,-1.8184228667922464
SSP1,MTS,UN_SUBREGION,154,Northern Europe,144.10850619543024,103.1390843159843,144.080616888891,105.92604205401345,0.027889306539236713,0.019356737319320416,-2.7869577380291446,-2.63104113397159
SSP1,MTS,UN_SUBREGION,155,Western Europe,413.14311529581056,191.61384854408502,413.7027118002926,196.95169750967042,-0.5595965044820446,-0.13526537016083084,-5.337848965585408,-2.71023252557816
SSP1,MTS,UN_SUBREGION,202,Sub-Saharan Africa,301.60889404207865,556.466058847496,302.4381796070275,568.5942158074996,-0.8292855649488615,-0.274200025283311,-12.128156960003594,-2.133007445877644
SSP1,MTS,UN_SUBREGION,419,Latin America and the Caribbean,1953.5650800873996,1313.523244621716,1955.310494513656,1362.8873293009794,-1.7454144262565023,-0.08926533310970042,-49.36408467926344,-3.622022423862592
SSP1,MTS,WB_DEVELOPMENT_STATUS,DEVELOPING_ECONOMIES,"Developing economies (World Bank FY25 LIC, LMC and UMC)",7082.858981551626,4986.398531193099,7125.873715539411,5116.679381484219,-43.01473398778489,-0.6036415421449615,-130.28085029112026,-2.5461992158931968
SSP1,MTS,WB_INCOME_FY25,HIC,High income,2410.394924638314,1227.8401161153279,2416.241055366519,1264.3834422394123,-5.846130728205026,-0.24195146900681808,-36.54332612408439,-2.890209164662949
SSP1,MTS,WB_INCOME_FY25,LIC,Low income,134.68600876387944,348.5122229027216,134.78372338033316,352.58184624321217,-0.0977146164537146,-0.07249734166935307,-4.06962334049058,-1.1542350758703912
SSP1,MTS,WB_INCOME_FY25,LMC,Lower middle income,2734.0206034921935,2004.373667887691,2746.851108575657,2041.60960143217,-12.830505083463322,-0.4670986732191795,-37.23593354447894,-1.823851803907972
SSP1,MTS,WB_INCOME_FY25,NCL,Not classified,12.28231437600418,48.640245458425845,12.240526380559249,49.940254049639776,0.04178799544493117,0.3413905100625447,-1.3000085912139312,-2.603127709205777
SSP1,MTS,WB_INCOME_FY25,UMC,Upper middle income,4214.152369295554,2633.512640402687,4244.238883583421,2722.487933808837,-30.08651428786652,-0.7088789088719794,-88.97529340615029,-3.2681611661606658
SSP1,PTS,ECONOMIC,EU27,European Union (27),801.2154309231755,432.7507898700616,799.2279316536045,429.2749377553061,1.9874992695710034,0.24867740363614388,3.4758521147555257,0.8097030152589113
SSP1,PTS,FOCUS,CHINA_MAINLAND,China mainland,1509.2494125969738,916.0792183871749,1509.4776034260683,913.7186872175373,-0.22819082909450117,-0.015117205354786556,2.3605311696376248,0.25834331755061335
SSP1,PTS,FOCUS,USA,United States,813.0712122183311,364.89839343636396,811.8306460505805,362.4862608220965,1.2405661677505577,0.1528109555589907,2.4121326142674775,0.665441114594767
SSP1,PTS,GLOBAL,WORLD,World,9556.785716717655,6455.339651162776,9554.355297286489,6431.003077773271,2.4304194311662286,0.025437817158180387,24.336573389505247,0.3784257773661537
SSP1,PTS,UN_REGION,002,Africa,451.93174951529886,666.508104893563,451.8589605365023,663.6821620923124,0.07278897879655233,0.016108782862267468,2.8259428012505623,0.4257976125712881
SSP1,PTS,UN_REGION,009,Oceania,156.47544116182667,145.8431935661206,156.36507107146656,144.96049523933826,0.11037009036010659,0.07058487525621882,0.8826983267823323,0.6089233658625126
SSP1,PTS,UN_REGION,019,Americas,2889.222176983167,1797.8696574408605,2886.507540971421,1786.7341663372467,2.714636011746279,0.09404569270006213,11.135491103613731,0.6232315536026878
SSP1,PTS,UN_REGION,142,Asia,4604.0569779737925,3178.7615889732033,4607.015989701758,3174.131984720975,-2.9590117279658443,-0.06422837981417961,4.629604252228091,0.14585418232491154
SSP1,PTS,UN_REGION,150,Europe,1455.0993710835696,666.3571062890286,1452.6077350053415,661.4942693833992,2.4916360782281117,0.17152848757333583,4.862836905629365,0.7351291055268216
SSP1,PTS,UN_REPORTING_AREA,005,South America,1693.1778989410348,1145.0280936571887,1692.1503464052696,1138.188464866834,1.0275525357651532,0.060724659481237175,6.839628790354709,0.6009223429579436
SSP1,PTS,UN_REPORTING_AREA,011,Western Africa,88.79986792242642,191.0877833251955,88.93305272720697,190.44280341525945,-0.13318480478055506,-0.14975849888914095,0.6449799099360405,0.3386738161639258
SSP1,PTS,UN_REPORTING_AREA,013,Central America,246.8116318384553,202.16262059945194,246.46751516941114,200.80617129886423,0.34411666904415483,0.13961948243266242,1.3564493005877125,0.6755017994785062
SSP1,PTS,UN_REPORTING_AREA,014,Eastern Africa,146.2953342521553,324.0787006755684,146.18160523346484,322.5157453747772,0.11372901869046359,0.07779981517430645,1.5629553007912023,0.48461364234324567
SSP1,PTS,UN_REPORTING_AREA,015,Northern Africa,149.45597548225615,95.38660172821587,149.42078092947477,95.08794628481282,0.03519455278137684,0.023553987981084212,0.2986554434030495,0.31408338813891934
SSP1,PTS,UN_REPORTING_AREA,017,Middle Africa,16.07065042513554,26.95209656647215,16.070735412716097,26.80164655067522,-8.498758055708322e-05,-0.0005288344209208873,0.15045001579693107,0.5613461677157261
SSP1,PTS,UN_REPORTING_AREA,018,Southern Africa,51.30992143332552,29.00292259811099,51.2527862336396,28.834020466787717,0.05713519968592351,0.11147725593974034,0.16890213132327503,0.5857737789907613
SSP1,PTS,UN_REPORTING_AREA,021,Northern America,932.525456253978,426.6701997037461,931.1970464577646,423.84683703626723,1.32840979621335,0.14265614364505907,2.823362667478875,0.6661280492786359
SSP1,PTS,UN_REPORTING_AREA,029,Caribbean,16.70718994969907,24.00874348047353,16.692632938975663,23.89269313528132,0.01455701072340787,0.08720619914559524,0.11605034519221036,0.48571479378707316
SSP1,PTS,UN_REPORTING_AREA,030,Eastern Asia,1541.5567879004254,972.498404963241,1541.6471445729076,969.8351393343871,-0.0903566724821303,-0.0058610475685227925,2.6632656288538783,0.2746101394801803
SSP1,PTS,UN_REPORTING_AREA,034,Southern Asia,2198.844781892669,1358.7804154132327,2200.0689878631415,1356.3140120459618,-1.224205970472667,-0.055643981039965595,2.466403367270914,0.18184604342104116
