town_code,county_code,省,区县名称,镇,policy_layers,ten_entry_year,yi_entry_year
110106017,110106,北京市,丰台区,卢沟桥街道,0,,
110106018,110106,北京市,丰台区,花乡街道,0,,
110106020,110106,北京市,丰台区,成寿寺街道,0,,
110106021,110106,北京市,丰台区,石榴庄街道,0,,
110106022,110106,北京市,丰台区,玉泉营街道,0,,
110106023,110106,北京市,丰台区,看丹街道,0,,
110106024,110106,北京市,丰台区,五里店街道,0,,
110106025,110106,北京市,丰台区,青塔街道,0,,
110106100,110106,北京市,丰台区,北宫镇,0,,
110106101,110106,北京市,丰台区,王佐镇,0,,
110107001,110107,北京市,石景山区,八宝山街道,0,,
110107002,110107,北京市,石景山区,老山街道,0,,
110107003,110107,北京市,石景山区,八角街道,0,,
110107004,110107,北京市,石景山区,古城街道,0,,
110107005,110107,北京市,石景山区,苹果园街道,0,,
110107006,110107,北京市,石景山区,金顶街街道,0,,
110107009,110107,北京市,石景山区,广宁街道,0,,
110107010,110107,北京市,石景山区,五里坨街道,0,,
110107011,110107,北京市,石景山区,鲁谷街道,0,,
110108001,110108,北京市,海淀区,万寿路街道,1,,
110108002,110108,北京市,海淀区,永定路街道,1,,
110108003,110108,北京市,海淀区,羊坊店街道,1,,
110108004,110108,北京市,海淀区,甘家口街道,1,,
110108005,110108,北京市,海淀区,八里庄街道,1,,
110108006,110108,北京市,海淀区,紫竹院街道,1,,
110108007,110108,北京市,海淀区,北下关街道,1,,
110108008,110108,北京市,海淀区,北太平庄街道,1,,
110108010,110108,北京市,海淀区,学院路街道,1,,
110108011,110108,北京市,海淀区,中关村街道,1,,
110108012,110108,北京市,海淀区,海淀街道,1,,
110108013,110108,北京市,海淀区,青龙桥街道,1,,
110108014,110108,北京市,海淀区,清华园街道,1,,
110108015,110108,北京市,海淀区,燕园街道,1,,
110108016,110108,北京市,海淀区,香山街道,1,,
110108017,110108,北京市,海淀区,清河街道,1,,
110108018,110108,北京市,海淀区,花园路街道,1,,
110108019,110108,北京市,海淀区,西三旗街道,1,,
110108020,110108,北京市,海淀区,马连洼街道,1,,
110108021,110108,北京市,海淀区,田村路街道,1,,
110108022,110108,北京市,海淀区,上地街道,1,,
110108023,110108,北京市,海淀区,万柳地区,1,,
110108024,110108,北京市,海淀区,东升地区,1,,
110108025,110108,北京市,海淀区,曙光街道,1,,
110108026,110108,北京市,海淀区,温泉地区,1,,
110108027,110108,北京市,海淀区,四季青地区,1,,
110108028,110108,北京市,海淀区,西北旺地区,1,,
110108029,110108,北京市,海淀区,苏家坨地区,1,,
110108030,110108,北京市,海淀区,上庄地区,1,,
110109001,110109,北京市,门头沟区,大峪街道,1,,
110109002,110109,北京市,门头沟区,城子街道,1,,
110109003,110109,北京市,门头沟区,东辛房街道,1,,
110109004,110109,北京市,门头沟区,大台街道,1,,
110109005,110109,北京市,门头沟区,王平地区,1,,
110109006,110109,北京市,门头沟区,永定地区,1,,
110109007,110109,北京市,门头沟区,龙泉地区,1,,
110109101,110109,北京市,门头沟区,潭柘寺镇,1,,
110109104,110109,北京市,门头沟区,军庄镇,1,,
110109105,110109,北京市,门头沟区,雁翅镇,1,,
110109106,110109,北京市,门头沟区,斋堂镇,1,,
110109107,110109,北京市,门头沟区,清水镇,1,,
110109108,110109,北京市,门头沟区,妙峰山镇,1,,
110111001,110111,北京市,房山区,城关街道,2,,
110111002,110111,北京市,房山区,新镇街道,2,,
110111004,110111,北京市,房山区,向阳街道,2,,
110111005,110111,北京市,房山区,东风街道,2,,
110111006,110111,北京市,房山区,迎风街道,2,,
110111007,110111,北京市,房山区,星城街道,2,,
110111008,110111,北京市,房山区,良乡地区,2,,
110111009,110111,北京市,房山区,周口店地区,2,,
110111010,110111,北京市,房山区,琉璃河地区,2,,
110111011,110111,北京市,房山区,拱辰街道,2,,
110111012,110111,北京市,房山区,西潞街道,2,,
110111101,110111,北京市,房山区,阎村镇,2,,
110111103,110111,北京市,房山区,窦店镇,3,,2021.0
110111104,110111,北京市,房山区,石楼镇,2,,
110111105,110111,北京市,房山区,长阳镇,2,,
110111107,110111,北京市,房山区,河北镇,2,,
110111108,110111,北京市,房山区,长沟镇,2,,
110111109,110111,北京市,房山区,大石窝镇,2,,2021.0
110111110,110111,北京市,房山区,张坊镇,2,,
110111111,110111,北京市,房山区,十渡镇,2,,
110111112,110111,北京市,房山区,青龙湖镇,2,,
110111115,110111,北京市,房山区,韩村河镇,2,,
110111208,110111,北京市,房山区,霞云岭乡,2,,
110111209,110111,北京市,房山区,南窖乡,2,,
110111210,110111,北京市,房山区,佛子庄乡,2,,
110111211,110111,北京市,房山区,大安山乡,2,,
110111212,110111,北京市,房山区,史家营乡,2,,
110111213,110111,北京市,房山区,蒲洼乡,2,,
110112001,110112,北京市,通州区,中仓街道,1,,
110112002,110112,北京市,通州区,新华街道,1,,
110112003,110112,北京市,通州区,北苑街道,1,,
110112004,110112,北京市,通州区,玉桥街道,1,,
110112007,110112,北京市,通州区,潞源街道,1,,
110112008,110112,北京市,通州区,通运街道,1,,
110112009,110112,北京市,通州区,文景街道,1,,
110112010,110112,北京市,通州区,九棵树街道,1,,
110112011,110112,北京市,通州区,临河里街道,1,,
110112012,110112,北京市,通州区,杨庄街道,1,,
110112013,110112,北京市,通州区,潞邑街道,1,,
110112104,110112,北京市,通州区,宋庄镇,1,,
110112105,110112,北京市,通州区,张家湾镇,1,,
110112106,110112,北京市,通州区,漷县镇,1,,
110112109,110112,北京市,通州区,马驹桥镇,1,,
110112110,110112,北京市,通州区,西集镇,1,,
110112114,110112,北京市,通州区,台湖镇,1,,
110112117,110112,北京市,通州区,永乐店镇,1,,
110112119,110112,北京市,通州区,潞城镇,1,,
110112120,110112,北京市,通州区,永顺镇,1,,
110112121,110112,北京市,通州区,梨园镇,1,,
110112209,110112,北京市,通州区,于家务回族乡,1,,
110113001,110113,北京市,顺义区,胜利街道,0,,
110113002,110113,北京市,顺义区,光明街道,0,,
110113003,110113,北京市,顺义区,仁和地区,0,,
110113004,110113,北京市,顺义区,后沙峪地区,0,,
110113005,110113,北京市,顺义区,天竺地区,0,,
110113006,110113,北京市,顺义区,杨镇地区,0,,
110113007,110113,北京市,顺义区,牛栏山地区,0,,
110113008,110113,北京市,顺义区,南法信地区,0,,
110113009,110113,北京市,顺义区,马坡地区,0,,
110113010,110113,北京市,顺义区,石园街道,0,,
110113011,110113,北京市,顺义区,空港街道,0,,
110113012,110113,北京市,顺义区,双丰街道,0,,
110113013,110113,北京市,顺义区,旺泉街道,0,,
110113101,110113,北京市,顺义区,高丽营镇,0,,
110113104,110113,北京市,顺义区,李桥镇,0,,
110113105,110113,北京市,顺义区,李遂镇,0,,
110113106,110113,北京市,顺义区,南彩镇,0,,
110113108,110113,北京市,顺义区,北务镇,0,,
110113109,110113,北京市,顺义区,大孙各庄镇,0,,
110113110,110113,北京市,顺义区,张镇,0,,
110113111,110113,北京市,顺义区,龙湾屯镇,0,,
110113112,110113,北京市,顺义区,木林镇,0,,
110113113,110113,北京市,顺义区,北小营镇,0,,
110113115,110113,北京市,顺义区,北石槽镇,0,,
110113116,110113,北京市,顺义区,赵全营镇,0,,2021.0
110114001,110114,北京市,昌平区,城北街道,1,,
110114002,110114,北京市,昌平区,南口地区,1,,
110114003,110114,北京市,昌平区,马池口地区,1,,
110114004,110114,北京市,昌平区,沙河地区,1,,
110114005,110114,北京市,昌平区,城南街道,1,,
110114007,110114,北京市,昌平区,东小口地区,1,,
110114008,110114,北京市,昌平区,天通苑北街道,1,,
110114009,110114,北京市,昌平区,天通苑南街道,1,,
110114010,110114,北京市,昌平区,霍营街道,1,,
110114011,110114,北京市,昌平区,回龙观街道,1,,
110114012,110114,北京市,昌平区,龙泽园街道,1,,
110114013,110114,北京市,昌平区,史各庄街道,1,,
110114104,110114,北京市,昌平区,阳坊镇,1,,
110114110,110114,北京市,昌平区,小汤山镇,1,,
110114111,110114,北京市,昌平区,南邵镇,1,,
110114112,110114,北京市,昌平区,崔村镇,1,,
110114113,110114,北京市,昌平区,百善镇,1,,
110114115,110114,北京市,昌平区,北七家镇,1,,
110114116,110114,北京市,昌平区,兴寿镇,1,,
110114118,110114,北京市,昌平区,流村镇,1,,
110114119,110114,北京市,昌平区,十三陵镇,1,,
110114120,110114,北京市,昌平区,延寿镇,1,,
110115001,110115,北京市,大兴区,兴丰街道,2,,
110115002,110115,北京市,大兴区,林校路街道,2,,
110115003,110115,北京市,大兴区,清源街道,2,,
110115004,110115,北京市,大兴区,亦庄地区,2,,
110115005,110115,北京市,大兴区,黄村地区,2,,
110115006,110115,北京市,大兴区,旧宫地区,2,,
110115007,110115,北京市,大兴区,西红门地区,2,,
110115008,110115,北京市,大兴区,瀛海地区,2,,
110115009,110115,北京市,大兴区,观音寺街道,2,,
110115010,110115,北京市,大兴区,天宫院街道,2,,
110115011,110115,北京市,大兴区,高米店街道,2,,
110115012,110115,北京市,大兴区,荣华街道,2,,
110115013,110115,北京市,大兴区,博兴街道,2,,
110115103,110115,北京市,大兴区,青云店镇,2,,
110115104,110115,北京市,大兴区,采育镇,2,,
110115105,110115,北京市,大兴区,安定镇,2,,
110115106,110115,北京市,大兴区,礼贤镇,2,,
110115107,110115,北京市,大兴区,榆垡镇,2,,
110115108,110115,北京市,大兴区,庞各庄镇,2,,
110115109,110115,北京市,大兴区,北臧村镇,2,,
110115110,110115,北京市,大兴区,魏善庄镇,2,,
110115111,110115,北京市,大兴区,长子营镇,2,,
110115403,110115,北京市,大兴区,北京经济技术开发区,2,,
110115404,110115,北京市,大兴区,中关村国家自主创新示范区大兴生物医药产业基地,2,,
110115405,110115,北京市,大兴区,大兴经济开发区,2,,
110115406,110115,北京市,大兴区,大兴国际机场,2,,
110116001,110116,北京市,怀柔区,泉河街道,1,,
110116002,110116,北京市,怀柔区,龙山街道,1,,
110116003,110116,北京市,怀柔区,怀柔地区,1,,
110116004,110116,北京市,怀柔区,雁栖地区,1,,
110116005,110116,北京市,怀柔区,庙城地区,1,,
110116102,110116,北京市,怀柔区,北房镇,1,,
110116103,110116,北京市,怀柔区,杨宋镇,1,,
110116105,110116,北京市,怀柔区,桥梓镇,1,,
110116106,110116,北京市,怀柔区,怀北镇,1,,
110116107,110116,北京市,怀柔区,汤河口镇,1,,
110116108,110116,北京市,怀柔区,渤海镇,1,,
110116109,110116,北京市,怀柔区,九渡河镇,1,,
110116110,110116,北京市,怀柔区,琉璃庙镇,1,,
110116111,110116,北京市,怀柔区,宝山镇,1,,
110116211,110116,北京市,怀柔区,长哨营满族乡,1,,
110116213,110116,北京市,怀柔区,喇叭沟门满族乡,1,,
110116400,110116,北京市,怀柔区,北京雁栖经济开发区,1,,
110117001,110117,北京市,平谷区,滨河街道,3,,
110117002,110117,北京市,平谷区,兴谷街道,3,,
110117003,110117,北京市,平谷区,渔阳地区,3,,
110117004,110117,北京市,平谷区,峪口地区,3,,
110117005,110117,北京市,平谷区,马坊地区,3,,
110117006,110117,北京市,平谷区,金海湖地区,3,,
110117101,110117,北京市,平谷区,东高村镇,3,,
110117102,110117,北京市,平谷区,山东庄镇,3,,
110117104,110117,北京市,平谷区,南独乐河镇,3,,
110117105,110117,北京市,平谷区,大华山镇,3,,
110117106,110117,北京市,平谷区,夏各庄镇,3,,
110117108,110117,北京市,平谷区,马昌营镇,3,,
110117110,110117,北京市,平谷区,王辛庄镇,3,,
110117111,110117,北京市,平谷区,大兴庄镇,3,,
110117112,110117,北京市,平谷区,刘家店镇,3,,
110117114,110117,北京市,平谷区,镇罗营镇,3,,
110117213,110117,北京市,平谷区,黄松峪乡,3,,
110117214,110117,北京市,平谷区,熊儿寨乡,3,,
110118001,110118,北京市,密云区,鼓楼街道,1,,
110118002,110118,北京市,密云区,果园街道,1,,
110118003,110118,北京市,密云区,檀营地区,1,,
110118100,110118,北京市,密云区,密云镇,1,,
110118101,110118,北京市,密云区,溪翁庄镇,1,,
110118102,110118,北京市,密云区,西田各庄镇,1,,
110118103,110118,北京市,密云区,十里堡镇,1,,
110118104,110118,北京市,密云区,河南寨镇,1,,
110118105,110118,北京市,密云区,巨各庄镇,1,,
110118106,110118,北京市,密云区,穆家峪镇,1,,
110118107,110118,北京市,密云区,太师屯镇,1,,
110118108,110118,北京市,密云区,高岭镇,1,,
110118109,110118,北京市,密云区,不老屯镇,1,,
110118110,110118,北京市,密云区,冯家峪镇,1,,
110118111,110118,北京市,密云区,古北口镇,1,,
110118112,110118,北京市,密云区,大城子镇,1,,
110118113,110118,北京市,密云区,东邵渠镇,1,,
110118114,110118,北京市,密云区,北庄镇,1,,
110118115,110118,北京市,密云区,新城子镇,1,,
110118116,110118,北京市,密云区,石城镇,1,,
110118400,110118,北京市,密云区,中关村科技园区密云园,1,,
110119001,110119,北京市,延庆区,百泉街道,0,,
110119002,110119,北京市,延庆区,香水园街道,0,,
110119003,110119,北京市,延庆区,儒林街道,0,,
110119100,110119,北京市,延庆区,延庆镇,0,,
110119101,110119,北京市,延庆区,康庄镇,0,,2021.0
110119102,110119,北京市,延庆区,八达岭镇,0,,
110119103,110119,北京市,延庆区,永宁镇,0,,
110119104,110119,北京市,延庆区,旧县镇,0,,
110119105,110119,北京市,延庆区,张山营镇,0,,
110119106,110119,北京市,延庆区,四海镇,0,,
110119107,110119,北京市,延庆区,千家店镇,0,,
110119108,110119,北京市,延庆区,沈家营镇,0,,
110119109,110119,北京市,延庆区,大榆树镇,0,,
110119110,110119,北京市,延庆区,井庄镇,0,,
110119200,110119,北京市,延庆区,大庄科乡,0,,
110119201,110119,北京市,延庆区,刘斌堡乡,0,,
110119202,110119,北京市,延庆区,香营乡,0,,
110119203,110119,北京市,延庆区,珍珠泉乡,0,,
120101001,120101,天津市,和平区,劝业场街道,0,,
120101002,120101,天津市,和平区,小白楼街道,0,,
120101003,120101,天津市,和平区,五大道街道,0,,
120101004,120101,天津市,和平区,新兴街道,0,,
120101005,120101,天津市,和平区,南营门街道,0,,
120101006,120101,天津市,和平区,南市街道,0,,
120102001,120102,天津市,河东区,大王庄街道,0,,
120102002,120102,天津市,河东区,大直沽街道,0,,
120102003,120102,天津市,河东区,中山门街道,0,,
120102004,120102,天津市,河东区,富民路街道,0,,
120102005,120102,天津市,河东区,二号桥街道,0,,
120102006,120102,天津市,河东区,春华街道,0,,
120102007,120102,天津市,河东区,唐家口街道,0,,
120102008,120102,天津市,河东区,向阳楼街道,0,,
120102009,120102,天津市,河东区,常州道街道,0,,
120102010,120102,天津市,河东区,上杭路街道,0,,
120102011,120102,天津市,河东区,东新街道,0,,
120102012,120102,天津市,河东区,鲁山道街道,0,,
120102013,120102,天津市,河东区,天津铁厂街道,0,,
120103001,120103,天津市,河西区,大营门街道,0,,
120103002,120103,天津市,河西区,下瓦房街道,0,,
120103003,120103,天津市,河西区,桃园街道,0,,
120103004,120103,天津市,河西区,挂甲寺街道,0,,
120103005,120103,天津市,河西区,马场街道,0,,
120103006,120103,天津市,河西区,越秀路街道,0,,
120103007,120103,天津市,河西区,友谊路街道,0,,
120103008,120103,天津市,河西区,天塔街道,0,,
120103009,120103,天津市,河西区,尖山街道,0,,
120103010,120103,天津市,河西区,陈塘庄街道,0,,
120103011,120103,天津市,河西区,柳林街道,0,,
120103012,120103,天津市,河西区,东海街道,0,,
120103013,120103,天津市,河西区,梅江街道,0,,
120103014,120103,天津市,河西区,太湖路街道,0,,
120104001,120104,天津市,南开区,长虹街道,0,,
120104002,120104,天津市,南开区,鼓楼街道,0,,
120104003,120104,天津市,南开区,兴南街道,0,,
120104004,120104,天津市,南开区,广开街道,0,,
120104005,120104,天津市,南开区,万兴街道,0,,
120104006,120104,天津市,南开区,学府街道,0,,
120104007,120104,天津市,南开区,向阳路街道,0,,
120104008,120104,天津市,南开区,嘉陵道街道,0,,
120104009,120104,天津市,南开区,王顶堤街道,0,,
120104010,120104,天津市,南开区,水上公园街道,0,,
120104011,120104,天津市,南开区,体育中心街道,0,,
120104012,120104,天津市,南开区,华苑街道,0,,
120105001,120105,天津市,河北区,光复道街道,0,,
120105002,120105,天津市,河北区,望海楼街道,0,,
120105003,120105,天津市,河北区,鸿顺里街道,0,,
120105004,120105,天津市,河北区,新开河街道,0,,
120105005,120105,天津市,河北区,铁东路街道,0,,
120105006,120105,天津市,河北区,建昌道街道,0,,
120105007,120105,天津市,河北区,宁园街道,0,,
120105008,120105,天津市,河北区,王串场街道,0,,
120105009,120105,天津市,河北区,江都路街道,0,,
120105010,120105,天津市,河北区,月牙河街道,0,,
120106001,120106,天津市,红桥区,西于庄街道,0,,
120106003,120106,天津市,红桥区,咸阳北路街道,0,,
120106004,120106,天津市,红桥区,丁字沽街道,0,,
120106005,120106,天津市,红桥区,西沽街道,0,,
120106006,120106,天津市,红桥区,三条石街道,0,,
120106008,120106,天津市,红桥区,邵公庄街道,0,,
120106009,120106,天津市,红桥区,芥园街道,0,,
120106010,120106,天津市,红桥区,铃铛阁街道,0,,
120106012,120106,天津市,红桥区,和苑街道,0,,
120110001,120110,天津市,东丽区,张贵庄街道,0,,
120110002,120110,天津市,东丽区,丰年村街道,0,,
120110003,120110,天津市,东丽区,万新街道,0,,
120110004,120110,天津市,东丽区,无瑕街道,0,,
120110005,120110,天津市,东丽区,新立街道,0,,
120110006,120110,天津市,东丽区,华明街道,0,,
120110007,120110,天津市,东丽区,金钟街道,0,,
120110008,120110,天津市,东丽区,军粮城街道,0,,
120110009,120110,天津市,东丽区,金桥街道,0,,
120110010,120110,天津市,东丽区,华新街道,0,,
120110011,120110,天津市,东丽区,东丽湖街道,0,,
120110400,120110,天津市,东丽区,天津经济技术开发区西区,0,,
120110401,120110,天津市,东丽区,天津航空物流区,0,,
120110402,120110,天津市,东丽区,天津空港经济区,0,,
120110403,120110,天津市,东丽区,东丽区经济技术开发区,0,,
120110405,120110,天津市,东丽区,综合保税区,0,,
120110406,120110,天津市,东丽区,航空新城,0,,
120110407,120110,天津市,东丽区,天津市东丽区临空经济区,0,,
120110408,120110,天津市,东丽区,华明高新技术产业区服务中心,0,,
120111001,120111,天津市,西青区,西营门街道,0,,
120111002,120111,天津市,西青区,李七庄街道,0,,
120111003,120111,天津市,西青区,赤龙南街道,0,,
120111004,120111,天津市,西青区,赤龙北街道,0,,
120111005,120111,天津市,西青区,津门湖街道,0,,
120111100,120111,天津市,西青区,中北镇,0,,
120111101,120111,天津市,西青区,杨柳青镇,0,,
120111102,120111,天津市,西青区,辛口镇,1,,
120111103,120111,天津市,西青区,张家窝镇,0,,
120111104,120111,天津市,西青区,精武镇,0,,
120111105,120111,天津市,西青区,大寺镇,0,,
120111106,120111,天津市,西青区,王稳庄镇,0,,
120111400,120111,天津市,西青区,天津经济技术开发区微电子小区,0,,
120111401,120111,天津市,西青区,新技术产业园区,0,,
120111450,120111,天津市,西青区,西青区开发区,0,,
120112001,120112,天津市,津南区,双新街道,1,,
120112002,120112,天津市,津南区,双林街道,1,,
120112003,120112,天津市,津南区,海棠街道,1,,
120112100,120112,天津市,津南区,咸水沽镇,1,,
120112101,120112,天津市,津南区,葛沽镇,1,,
120112102,120112,天津市,津南区,小站镇,1,,
120112103,120112,天津市,津南区,双港镇,1,,
120112104,120112,天津市,津南区,辛庄镇,1,,
120112106,120112,天津市,津南区,双桥河镇,1,,
120112107,120112,天津市,津南区,八里台镇,1,,
120112108,120112,天津市,津南区,北闸口镇,1,,
120112403,120112,天津市,津南区,长青地区,1,,
120112404,120112,天津市,津南区,津南开发区东区,1,,
120112405,120112,天津市,津南区,津南开发区西区,1,,
120112501,120112,天津市,津南区,津南国家农业园区,1,,
120113001,120113,天津市,北辰区,果园新村街道,0,,
120113002,120113,天津市,北辰区,集贤里街道,0,,
120113003,120113,天津市,北辰区,普东街道,0,,
120113004,120113,天津市,北辰区,瑞景街道,0,,
120113005,120113,天津市,北辰区,佳荣里街道,0,,
120113006,120113,天津市,北辰区,青源街道,0,,
120113007,120113,天津市,北辰区,广源街道,0,,
120113008,120113,天津市,北辰区,双环邨街道,0,,
120113100,120113,天津市,北辰区,天穆镇,0,,
120113101,120113,天津市,北辰区,北仓镇,0,,
120113102,120113,天津市,北辰区,双街镇,1,,
120113103,120113,天津市,北辰区,双口镇,0,,
120113104,120113,天津市,北辰区,青光镇,0,,2021.0
120113106,120113,天津市,北辰区,宜兴埠镇,0,,
120113107,120113,天津市,北辰区,小淀镇,0,,
120113108,120113,天津市,北辰区,大张庄镇,0,,
120113111,120113,天津市,北辰区,西堤头镇,0,,
120113400,120113,天津市,北辰区,科技园区北区,0,,
120113401,120113,天津市,北辰区,科技园区南区,0,,
120113402,120113,天津市,北辰区,天津医药医疗器械工业园,0,,
120113403,120113,天津市,北辰区,天津陆路港物流装备产业园,0,,
120113404,120113,天津市,北辰区,天津风电产业园,0,,
120113500,120113,天津市,北辰区,红旗农场,0,,
120113501,120113,天津市,北辰区,曙光农场,0,,
120114001,120114,天津市,武清区,杨村街道,1,,
120114002,120114,天津市,武清区,下朱庄街道,1,,
120114003,120114,天津市,武清区,东蒲洼街道,1,,
120114004,120114,天津市,武清区,黄庄街道,1,,
120114005,120114,天津市,武清区,徐官屯街道,1,,
120114006,120114,天津市,武清区,运河西街道,1,,
120114101,120114,天津市,武清区,梅厂镇,1,,
120114102,120114,天津市,武清区,大碱厂镇,1,,
120114103,120114,天津市,武清区,崔黄口镇,1,,
120114104,120114,天津市,武清区,大良镇,1,,
120114105,120114,天津市,武清区,下伍旗镇,1,,
120114106,120114,天津市,武清区,南蔡村镇,1,,
120114107,120114,天津市,武清区,大孟庄镇,1,,
120114108,120114,天津市,武清区,泗村店镇,1,,
120114109,120114,天津市,武清区,河西务镇,1,,
120114110,120114,天津市,武清区,城关镇,1,,
120114111,120114,天津市,武清区,东马圈镇,1,,
120114112,120114,天津市,武清区,黄花店镇,1,,
120114113,120114,天津市,武清区,石各庄镇,1,,
120114114,120114,天津市,武清区,王庆坨镇,1,,
120114115,120114,天津市,武清区,汊沽港镇,1,,
120114116,120114,天津市,武清区,河北屯镇,1,,
120114117,120114,天津市,武清区,上马台镇,1,,
120114118,120114,天津市,武清区,大王古庄镇,1,,
120114119,120114,天津市,武清区,陈咀镇,1,,
120114120,120114,天津市,武清区,豆张庄镇,1,,
120114121,120114,天津市,武清区,曹子里镇,1,,
120114122,120114,天津市,武清区,大黄堡镇,1,,
120114123,120114,天津市,武清区,高村镇,1,,
120114124,120114,天津市,武清区,白古屯镇,1,,
120114400,120114,天津市,武清区,天津经济技术开发区逸仙科学工业园,1,,
120114401,120114,天津市,武清区,武清经济技术开发区,1,,
120114403,120114,天津市,武清区,天津京滨工业园,1,,
120114404,120114,天津市,武清区,天津京津电子商务产业园,1,,
120114405,120114,天津市,武清区,天津武清汽车产业园,1,,
120114406,120114,天津市,武清区,天津京津科技谷,1,,
120114407,120114,天津市,武清区,京津高村科技创新园,1,,
120115001,120115,天津市,宝坻区,海滨街道,3,,
